t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3
192,0.974415,-108.574,0.0224507,-2.11674,0.00264198,-0.244094,0.0004923,-0.0449887
193,0.972467,-107.932,0.0241008,-2.2683,0.00288522,-0.266178,0.000546728,-0.0499002
194,0.970434,-107.283,0.0258175,-2.42554,0.00314308,-0.28954,0.000605553,-0.0551995
195,0.968315,-106.627,0.0275998,-2.58831,0.00341576,-0.314192,0.00066896,-0.0609019
196,0.966113,-105.963,0.029446,-2.75642,0.00370341,-0.340139,0.000737131,-0.0670221
197,0.963829,-105.293,0.0313546,-2.92968,0.00400613,-0.367383,0.000810238,-0.0735739
198,0.961464,-104.616,0.0333235,-3.10786,0.00432396,-0.39592,0.000888444,-0.0805701
199,0.95902,-103.932,0.0353507,-3.29072,0.00465689,-0.425742,0.000971904,-0.0880228
200,0.9565,-103.243,0.0374339,-3.478,0.00500487,-0.456837,0.00106076,-0.0959427
201,0.953907,-102.547,0.0395704,-3.66943,0.00536779,-0.489184,0.00115515,-0.10434
202,0.951242,-101.846,0.0417577,-3.86472,0.0057455,-0.522763,0.00125519,-0.113222
203,0.948508,-101.14,0.0439929,-4.06356,0.00613777,-0.557545,0.00136098,-0.122597
204,0.94571,-100.429,0.046273,-4.26564,0.00654435,-0.593498,0.00147262,-0.13247
205,0.94285,-99.7131,0.0485949,-4.47064,0.00696494,-0.630585,0.00159019,-0.142846
206,0.939932,-98.9933,0.0509555,-4.67822,0.00739916,-0.668766,0.00171375,-0.153728
207,0.936959,-98.2696,0.0533514,-4.88804,0.00784663,-0.707995,0.00184334,-0.165118
208,0.933935,-97.5426,0.0557792,-5.09976,0.0083069,-0.748225,0.001979,-0.177014
209,0.930864,-96.8125,0.0582356,-5.31302,0.00877948,-0.789402,0.00212075,-0.189417
210,0.92775,-96.0799,0.0607171,-5.52749,0.00926386,-0.831471,0.00226858,-0.202322
211,0.924598,-95.3451,0.0632202,-5.74281,0.00975948,-0.874373,0.00242247,-0.215725
212,0.92141,-94.6085,0.0657414,-5.95864,0.0102658,-0.918048,0.00258239,-0.229621
213,0.918192,-93.8706,0.0682773,-6.17462,0.0107821,-0.962432,0.0027483,-0.244001
214,0.914948,-93.1318,0.0708245,-6.39042,0.0113078,-1.00746,0.00292012,-0.258857
215,0.911681,-92.3925,0.0733795,-6.60571,0.0118422,-1.05306,0.00309778,-0.274178
216,0.908395,-91.6531,0.0759389,-6.82016,0.0123847,-1.09917,0.00328117,-0.289952
217,0.905096,-90.9139,0.0784995,-7.03345,0.0129345,-1.14572,0.00347019,-0.306167
218,0.901786,-90.1755,0.0810581,-7.24527,0.013491,-1.19264,0.00366471,-0.322809
219,0.898471,-89.4382,0.0836115,-7.45531,0.0140534,-1.23985,0.0038646,-0.339861
220,0.895153,-88.7023,0.0861566,-7.6633,0.014621,-1.28728,0.00406969,-0.357306
221,0.891837,-87.9682,0.0886906,-7.86895,0.015193,-1.33487,0.00427983,-0.375129
222,0.888526,-87.2363,0.0912106,-8.07199,0.0157688,-1.38254,0.00449484,-0.393308
223,0.885224,-86.507,0.0937139,-8.27218,0.0163475,-1.43022,0.00471454,-0.411826
224,0.881935,-85.7804,0.096198,-8.46928,0.0169286,-1.47784,0.00493872,-0.430662
225,0.878661,-85.0571,0.0986602,-8.66305,0.0175112,-1.52534,0.00516718,-0.449794
226,0.875407,-84.3372,0.101098,-8.8533,0.0180947,-1.57265,0.00539971,-0.469201
227,0.872175,-83.6211,0.10351,-9.03981,0.0186784,-1.61969,0.00563609,-0.48886
228,0.868969,-82.909,0.105894,-9.2224,0.0192615,-1.66642,0.00587608,-0.508749
229,0.86579,-82.2012,0.108247,-9.40092,0.0198435,-1.71277,0.00611946,-0.528845
230,0.862642,-81.4979,0.110568,-9.57519,0.0204237,-1.75867,0.00636599,-0.549123
231,0.859528,-80.7994,0.112855,-9.74508,0.0210015,-1.80408,0.00661542,-0.569561
232,0.856449,-80.1058,0.115107,-9.91046,0.0215763,-1.84893,0.00686752,-0.590133
233,0.853408,-79.4173,0.117322,-10.0712,0.0221474,-1.89317,0.00712203,-0.610818
234,0.850407,-78.7341,0.1195,-10.2273,0.0227144,-1.93676,0.00737871,-0.63159
235,0.847448,-78.0565,0.121638,-10.3785,0.0232768,-1.97965,0.0076373,-0.652425
236,0.844532,-77.3844,0.123736,-10.5248,0.023834,-2.02179,0.00789757,-0.6733
237,0.841662,-76.7181,0.125793,-10.6662,0.0243855,-2.06314,0.00815926,-0.694192
238,0.838838,-76.0576,0.127809,-10.8026,0.0249309,-2.10366,0.00842213,-0.715077
239,0.836062,-75.403,0.129782,-10.934,0.0254698,-2.14331,0.00868594,-0.735932
240,0.833336,-74.7545,0.131712,-11.0603,0.0260018,-2.18207,0.00895044,-0.756735
