t,T+R,N_0,N_1
0,1,6.07373e-24,1.15177e-42
1,1,6.07379e-24,2.66899e-39
2,1,6.07356e-24,2.44063e-38
3,1,6.07362e-24,1.22597e-37
4,1,6.07332e-24,3.4658e-37
5,1,6.07208e-24,7.15818e-37
6,1,6.07202e-24,1.25503e-36
7,1,6.07032e-24,1.8594e-36
8,1,6.06966e-24,2.43794e-36
9,1,6.06844e-24,2.96889e-36
10,1,6.06726e-24,3.42793e-36
11,1,6.06651e-24,3.67192e-36
12,1,6.06589e-24,3.48304e-36
13,1,6.0649e-24,2.9326e-36
14,1,6.06472e-24,2.18273e-36
15,1,6.06365e-24,1.53501e-36
16,1,6.06371e-24,1.19343e-36
17,1,6.06219e-24,1.28124e-36
18,1,6.06087e-24,1.94932e-36
19,1,6.06064e-24,3.26143e-36
20,1,6.06016e-24,5.21319e-36
21,1,6.05852e-24,7.72045e-36
22,1,6.05833e-24,1.04084e-35
23,1,6.05696e-24,1.28197e-35
24,1,6.05591e-24,1.41005e-35
25,1,6.0553e-24,1.37038e-35
26,1,6.05628e-24,1.16542e-35
27,1,6.05707e-24,8.00538e-36
28,1,6.05735e-24,3.82588e-36
29,1,6.05769e-24,7.67243e-37
30,1,6.05999e-24,1.44443e-36
31,1,6.05987e-24,9.57181e-36
32,1,6.05989e-24,3.00066e-35
33,1,6.06046e-24,6.93503e-35
34,1,6.06081e-24,1.36714e-34
35,1,6.06178e-24,2.43524e-34
36,1,6.06189e-24,4.03693e-34
37,1,6.06185e-24,6.34413e-34
38,1,6.06364e-24,9.56865e-34
39,1,6.06331e-24,1.40259e-33
40,1,6.06346e-24,2.0054e-33
41,1,6.06262e-24,2.80767e-33
42,1,6.0634e-24,3.85715e-33
43,1,6.0641e-24,5.21625e-33
44,1,6.06434e-24,6.94766e-33
45,1,6.06246e-24,9.12111e-33
46,1,6.0623e-24,1.17983e-32
47,1,6.06056e-24,1.50523e-32
48,1,6.06152e-24,1.89561e-32
49,1,6.05992e-24,2.35713e-32
50,1,6.06098e-24,2.89674e-32
51,1,6.06024e-24,3.52014e-32
52,1,6.05923e-24,4.23558e-32
53,1,6.05916e-24,5.04762e-32
54,1,6.059e-24,5.95862e-32
55,1,6.05794e-24,6.96895e-32
56,1,6.05808e-24,8.08294e-32
57,1,6.05771e-24,9.30149e-32
58,1,6.05771e-24,1.06261e-31
59,1,6.05579e-24,1.20513e-31
60,1,6.05537e-24,1.35781e-31
61,1,6.05501e-24,1.51997e-31
62,1,6.05364e-24,1.69146e-31
63,1,6.05199e-24,1.87147e-31
64,1,6.05104e-24,2.05921e-31
65,1,6.05061e-24,2.25304e-31
66,1,6.04929e-24,2.45212e-31
67,1,6.04937e-24,2.65473e-31
68,1,6.04775e-24,2.85932e-31
69,1,6.0454e-24,3.06423e-31
70,1,6.04328e-24,3.2678e-31
71,1,6.0421e-24,3.46785e-31
72,1,6.04063e-24,3.66238e-31
73,1,6.04173e-24,3.84913e-31
74,1,6.04145e-24,4.02578e-31
75,1,6.04196e-24,4.18941e-31
76,1,6.04214e-24,4.3372e-31
77,1,6.04345e-24,4.46593e-31
78,1,6.04428e-24,4.5727e-31
79,1,6.04498e-24,4.65481e-31
80,1,6.04561e-24,4.70973e-31
81,1,6.04726e-24,4.73496e-31
82,1,6.0489e-24,4.72828e-31
83,1,6.05089e-24,4.68824e-31
84,1,6.0543e-24,4.61402e-31
85,1,6.05357e-24,4.50523e-31
86,1,6.0541e-24,4.3626e-31
87,1,6.0549e-24,4.18758e-31
88,1,6.05531e-24,3.98155e-31
89,1,6.05731e-24,3.74743e-31
90,1,6.05762e-24,3.48891e-31
91,1,6.05759e-24,3.21036e-31
92,1,6.05673e-24,2.91674e-31
93,1,6.05711e-24,2.61351e-31
94,1,6.05581e-24,2.30624e-31
95,1,6.05554e-24,2.00058e-31
96,1,6.05289e-24,1.70276e-31
97,1,6.0521e-24,1.41846e-31
98,1,6.05071e-24,1.15356e-31
99,1,6.0482e-24,9.13799e-32
100,1,6.04674e-24,7.04997e-32
101,1,6.04443e-24,5.32689e-32
102,1,6.04274e-24,4.0206e-32
103,1,6.04096e-24,3.18071e-32
104,1,6.03808e-24,2.84698e-32
105,1,6.03644e-24,3.05222e-32
106,1,6.03407e-24,3.82134e-32
107,1,6.0347e-24,5.17093e-32
108,1,6.03571e-24,7.10865e-32
109,1,6.03571e-24,9.63358e-32
110,1,6.03395e-24,1.27381e-31
111,1,6.03539e-24,1.63983e-31
112,1,6.03529e-24,2.0585e-31
113,1,6.03566e-24,2.52656e-31
114,1,6.03784e-24,3.03983e-31
115,1,6.04003e-24,3.5938e-31
116,1,6.04187e-24,4.1832e-31
117,1,6.0435e-24,4.80278e-31
118,1,6.04565e-24,5.44698e-31
119,1,6.04764e-24,6.10912e-31
120,1,6.04951e-24,6.78244e-31
121,1,6.05115e-24,7.46024e-31
122,1,6.05124e-24,8.13755e-31
123,1,6.05175e-24,8.80882e-31
124,1,6.05231e-24,9.46993e-31
125,1,6.05283e-24,1.01175e-30
126,1,6.053e-24,1.07496e-30
127,1,6.05211e-24,1.13622e-30
128,1,6.05164e-24,1.19441e-30
129,1,6.05268e-24,1.24875e-30
130,1,6.05246e-24,1.29711e-30
131,1,6.05157e-24,1.33974e-30
132,1,6.05002e-24,1.37657e-30
133,1,6.05051e-24,1.41105e-30
134,1,6.04948e-24,1.44771e-30
135,1,6.04676e-24,1.48945e-30
136,1,6.04459e-24,1.54015e-30
137,1,6.04159e-24,1.59977e-30
138,1,6.04154e-24,1.66226e-30
139,1,6.03893e-24,1.71591e-30
140,1,6.03676e-24,1.7459e-30
141,1,6.03556e-24,1.74664e-30
142,1,6.03318e-24,1.70575e-30
143,1,6.0296e-24,1.64033e-30
144,1,6.02689e-24,1.5668e-30
145,1,6.02282e-24,1.52488e-30
146,1,6.02028e-24,1.53249e-30
147,1,6.01766e-24,1.62959e-30
148,1,6.01597e-24,1.80464e-30
149,1,6.01294e-24,2.04091e-30
150,1,6.01238e-24,2.29734e-30
151,1,6.01164e-24,2.51507e-30
152,1,6.0108e-24,2.62887e-30
153,0.999998,6.01062e-24,2.63275e-30
154,0.999995,6.01072e-24,2.49473e-30
155,0.999991,6.01066e-24,2.23632e-30
156,0.999987,6.00915e-24,1.90632e-30
157,0.999983,6.00911e-24,1.54786e-30
158,0.999981,6.00958e-24,1.24656e-30
159,0.999981,6.00879e-24,1.04037e-30
160,0.999987,6.00583e-24,9.60238e-31
161,0.999999,6.00477e-24,1.0575e-30
162,1.00002,6.00218e-24,1.31387e-30
163,1.00004,5.99991e-24,1.67607e-30
164,1.00008,5.99754e-24,2.12946e-30
165,1.00011,5.99621e-24,2.62291e-30
166,1.00015,5.99269e-24,2.99204e-30
167,1.00018,5.99068e-24,3.37991e-30
168,1.00019,5.9891e-24,3.74973e-30
169,1.00018,5.98709e-24,3.99689e-30
170,1.00015,5.98476e-24,4.1576e-30
171,1.00007,5.98222e-24,4.13861e-30
172,0.999961,5.98019e-24,4.12379e-30
173,0.999805,5.97911e-24,3.93462e-30
174,0.999609,5.97813e-24,3.71928e-30
175,0.999381,5.97757e-24,3.50993e-30
176,0.999132,5.97617e-24,3.17369e-30
177,0.99888,5.97602e-24,2.79005e-30
178,0.998647,5.9756e-24,2.46817e-30
179,0.998458,5.97358e-24,2.07256e-30
180,0.998341,5.97117e-24,1.58139e-30
181,0.998326,5.96774e-24,1.15111e-30
182,0.998439,5.96448e-24,6.82397e-31
183,0.998705,5.96083e-24,3.35265e-31
184,0.999145,5.95795e-24,1.47789e-31
185,0.999773,5.95564e-24,6.13781e-32
186,1.00059,5.95232e-24,1.83648e-31
187,1.00161,5.94881e-24,5.36373e-31
188,1.0028,5.94715e-24,1.14748e-30
189,1.00414,5.94413e-24,1.7415e-30
190,1.00562,5.94441e-24,2.3658e-30
191,1.00718,5.94214e-24,3.15792e-30
192,1.00879,5.93972e-24,3.60163e-30
193,1.0104,5.93649e-24,4.35569e-30
194,1.01194,5.93472e-24,5.0451e-30
195,1.01337,5.93105e-24,5.54267e-30
196,1.01464,5.92648e-24,5.51673e-30
197,1.01568,5.92607e-24,5.67102e-30
198,1.01646,5.92324e-24,5.46225e-30
199,1.01693,5.92074e-24,5.15622e-30
200,1.01706,5.9175e-24,4.8728e-30
201,1.01682,5.91453e-24,4.38253e-30
202,1.0162,5.91296e-24,3.95765e-30
203,1.01518,5.9098e-24,3.55445e-30
204,1.01377,5.90729e-24,3.61765e-30
205,1.01198,5.90283e-24,3.60159e-30
206,1.00983,5.89813e-24,3.93822e-30
207,1.00734,5.89189e-24,3.63725e-30
208,1.00455,5.88836e-24,3.98414e-30
209,1.0015,5.88411e-24,4.21442e-30
210,0.99823,5.88089e-24,4.52535e-30
211,0.994793,5.87536e-24,4.45186e-30
212,0.991238,5.87131e-24,5.00745e-30
213,0.987616,5.8657e-24,5.34795e-30
214,0.983979,5.8614e-24,5.13859e-30
215,0.980381,5.85797e-24,4.64891e-30
216,0.97687,5.85462e-24,4.47781e-30
217,0.973495,5.85128e-24,4.15029e-30
218,0.9703,5.84729e-24,4.08672e-30
219,0.967327,5.8447e-24,3.12495e-30
220,0.964614,5.84309e-24,2.74115e-30
221,0.962192,5.84016e-24,2.25128e-30
222,0.96009,5.83887e-24,2.03323e-30
223,0.958333,5.83622e-24,1.29914e-30
224,0.956937,5.83697e-24,1.58674e-30
225,0.955918,5.83567e-24,1.11159e-30
226,0.955285,5.83541e-24,7.47154e-31
227,0.955041,5.83291e-24,3.81071e-31
228,0.955186,5.83347e-24,5.38473e-31
229,0.955716,5.8338e-24,3.17842e-32
230,0.956622,5.8337e-24,6.47337e-32
231,0.95789,5.83244e-24,-1.15228e-31
232,0.959505,5.83184e-24,-7.66677e-32
233,0.961447,5.8316e-24,-4.6609e-31
234,0.963692,5.82939e-24,-4.93797e-31
235,0.966215,5.82719e-24,2.80955e-31
236,0.968986,5.82768e-24,-3.79886e-31
237,0.971976,5.82542e-24,1.62019e-31
238,0.975151,5.82308e-24,8.77475e-32
239,0.978477,5.82055e-24,2.72356e-32
240,0.981918,5.81856e-24,5.34612e-31
241,0.985439,5.81583e-24,7.28304e-31
242,0.989001,5.81282e-24,5.19757e-31
243,0.992569,5.81218e-24,2.38694e-31
244,0.996104,5.81063e-24,9.50879e-31
245,0.99957,5.81104e-24,1.62211e-30
246,1.00293,5.81072e-24,1.91256e-30
247,1.00616,5.81186e-24,2.11784e-30
248,1.00921,5.81234e-24,2.83587e-30
249,1.01207,5.81133e-24,3.45364e-30
250,1.01469,5.80877e-24,3.99583e-30
251,1.01707,5.80915e-24,4.46684e-30
252,1.01916,5.80795e-24,5.55085e-30
253,1.02097,5.80677e-24,7.62331e-30
254,1.02247,5.80579e-24,9.44596e-30
255,1.02367,5.80484e-24,1.04295e-29
256,1.02453,5.80565e-24,1.22612e-29
257,1.02507,5.80448e-24,1.49709e-29
258,1.02527,5.80358e-24,1.82332e-29
259,1.02516,5.80361e-24,2.17372e-29
260,1.02476,5.80283e-24,2.82357e-29
261,1.02409,5.80158e-24,3.19018e-29
262,1.02316,5.8003e-24,3.7082e-29
263,1.02197,5.79944e-24,4.09075e-29
264,1.02051,5.79982e-24,4.56488e-29
265,1.01883,5.79854e-24,4.84605e-29
266,1.01699,5.79861e-24,5.05018e-29
267,1.01506,5.79686e-24,5.15437e-29
268,1.01313,5.79413e-24,5.0884e-29
269,1.01119,5.79265e-24,4.82393e-29
270,1.00921,5.79222e-24,4.54393e-29
271,1.0071,5.79294e-24,4.60175e-29
272,1.00486,5.79512e-24,4.77426e-29
273,1.0026,5.79535e-24,5.25844e-29
274,1.0005,5.79416e-24,5.27094e-29
275,0.998779,5.7896e-24,5.08648e-29
276,0.997533,5.78245e-24,4.31033e-29
