t,T+R,N_0,N_1,N_2,N_3
0,1,2.51889e-25,1.20912e-41,7.42731e-48,5.24981e-54
1,1,2.4934e-25,4.85013e-38,6.42192e-42,1.22245e-45
2,1,2.47867e-25,3.19657e-37,1.65772e-40,1.20005e-43
3,1,2.47052e-25,9.96763e-37,8.99771e-40,1.36283e-42
4,1,2.47613e-25,2.50782e-36,2.91294e-39,6.21952e-42
5,1,2.48106e-25,4.8843e-36,6.79962e-39,1.58535e-41
6,1,2.47447e-25,9.02025e-36,1.34114e-38,2.33794e-41
7,1,2.47724e-25,1.49884e-35,2.50296e-38,2.13707e-41
8,1,2.48877e-25,2.1993e-35,4.25997e-38,3.6659e-41
9,1,2.49147e-25,3.24601e-35,6.7056e-38,1.88734e-40
10,1,2.50769e-25,4.75223e-35,1.0275e-37,7.68757e-40
11,1,2.51326e-25,6.76766e-35,1.57661e-37,2.31621e-39
12,1,2.51501e-25,9.41055e-35,2.44603e-37,5.6854e-39
13,1,2.51306e-25,1.23485e-34,3.78661e-37,1.20987e-38
14,1,2.50308e-25,1.55303e-34,5.76121e-37,2.32587e-38
15,1,2.49261e-25,1.89746e-34,8.60123e-37,4.15891e-38
16,1,2.48006e-25,2.24406e-34,1.2663e-36,7.06549e-38
17,1,2.46233e-25,2.51972e-34,1.83358e-36,1.15897e-37
18,1,2.44727e-25,2.74677e-34,2.60171e-36,1.85852e-37
19,1,2.42054e-25,2.9754e-34,3.61696e-36,2.9348e-37
20,1,2.41576e-25,3.25042e-34,4.9183e-36,4.57225e-37
21,1,2.40209e-25,3.67389e-34,6.518e-36,7.01772e-37
22,1,2.38932e-25,4.43991e-34,8.42559e-36,1.05827e-36
23,1,2.38792e-25,5.62378e-34,1.06589e-35,1.56338e-36
24,1,2.39022e-25,7.20788e-34,1.32311e-35,2.25799e-36
25,1,2.38858e-25,8.96304e-34,1.61374e-35,3.18562e-36
26,1,2.39794e-25,1.06682e-33,1.93259e-35,4.3911e-36
27,1,2.41303e-25,1.20027e-33,2.26431e-35,5.9186e-36
28,1,2.42971e-25,1.27789e-33,2.57598e-35,7.80709e-36
29,1,2.44939e-25,1.2968e-33,2.82315e-35,1.00836e-35
30,1,2.44278e-25,1.28413e-33,2.94949e-35,1.27524e-35
31,1,2.44532e-25,1.31654e-33,2.91164e-35,1.57817e-35
32,1,2.45562e-25,1.48893e-33,2.69723e-35,1.9092e-35
33,1,2.46359e-25,1.89178e-33,2.34231e-35,2.25501e-35
34,1,2.4599e-25,2.60567e-33,1.93858e-35,2.59774e-35
35,1,2.45404e-25,3.6953e-33,1.63514e-35,2.91745e-35
36,1,2.4464e-25,5.17157e-33,1.60274e-35,3.19592e-35
37,1,2.43316e-25,6.98862e-33,1.99708e-35,3.42089e-35
38,1,2.42428e-25,9.04004e-33,2.91451e-35,3.59005e-35
39,1,2.42542e-25,1.12197e-32,4.3615e-35,3.71257e-35
40,1,2.42757e-25,1.33713e-32,6.25154e-35,3.8078e-35
41,1,2.43071e-25,1.53142e-32,8.40821e-35,3.90193e-35
42,1,2.42488e-25,1.69367e-32,1.06004e-34,4.02334e-35
43,1,2.42646e-25,1.82223e-32,1.26043e-34,4.19706e-35
