t,T+R,N_0,N_1,N_2,N_3
0,1,2.13563e-21,6.00063e-41,7.02464e-47,5.71115e-53
1,1,2.13513e-21,3.4541e-36,5.36078e-40,1.07409e-43
2,1,2.13435e-21,5.32718e-35,3.03469e-38,2.17038e-41
3,1,2.13365e-21,2.27587e-34,3.08463e-37,5.00978e-40
4,1,2.13291e-21,6.07296e-34,1.50791e-36,4.4459e-39
5,1,2.13282e-21,1.32304e-33,5.05578e-36,2.33535e-38
6,1,2.13299e-21,2.37562e-33,1.32423e-35,8.82976e-38
7,1,2.13355e-21,3.74081e-33,2.88306e-35,2.63656e-37
8,1,2.13414e-21,5.32965e-33,5.46188e-35,6.57779e-37
9,1,2.13495e-21,6.84063e-33,9.24502e-35,1.42408e-36
10,1,2.13592e-21,7.9231e-33,1.42208e-34,2.74554e-36
11,1,2.13625e-21,8.40452e-33,2.0106e-34,4.80178e-36
12,1,2.13578e-21,8.39136e-33,2.64519e-34,7.72746e-36
13,1,2.13533e-21,7.94424e-33,3.28004e-34,1.15875e-35
14,1,2.13428e-21,7.28325e-33,3.88657e-34,1.6388e-35
15,1,2.13371e-21,6.69166e-33,4.46261e-34,2.21242e-35
16,1,2.13316e-21,6.24496e-33,5.03417e-34,2.88529e-35
17,1,2.13322e-21,6.09777e-33,5.64128e-34,3.67413e-35
18,1,2.1343e-21,6.27452e-33,6.32517e-34,4.60769e-35
19,1,2.13505e-21,6.95503e-33,7.13507e-34,5.72384e-35
20,1,2.136e-21,8.12521e-33,8.12639e-34,7.06685e-35
21,1,2.13664e-21,9.75576e-33,9.35118e-34,8.68529e-35
22,1,2.13626e-21,1.19137e-32,1.08693e-33,1.06337e-34
23,1,2.13552e-21,1.44705e-32,1.27478e-33,1.29781e-34
24,1,2.13446e-21,1.7075e-32,1.50344e-33,1.58009e-34
25,1,2.134e-21,1.91878e-32,1.77394e-33,1.92011e-34
26,1,2.13357e-21,2.07042e-32,2.08332e-33,2.32877e-34
27,1,2.1335e-21,2.13576e-32,2.42648e-33,2.8173e-34
28,1,2.13395e-21,2.10672e-32,2.79516e-33,3.39581e-34
29,1,2.13424e-21,1.9649e-32,3.17564e-33,4.07104e-34
30,1,2.13552e-21,1.72259e-32,3.54957e-33,4.84312e-34
31,1,2.1362e-21,1.44739e-32,3.89533e-33,5.70208e-34
32,1,2.13678e-21,1.21471e-32,4.19615e-33,6.62561e-34
33,1,2.13701e-21,1.10364e-32,4.44241e-33,7.57922e-34
34,1,2.13615e-21,1.15708e-32,4.63343e-33,8.51889e-34
35,1,2.13498e-21,1.40701e-32,4.77476e-33,9.39543e-34
36,1,2.13416e-21,1.83813e-32,4.88176e-33,1.01614e-33
37,1,2.13344e-21,2.40294e-32,4.97383e-33,1.07788e-33
38,1,2.13284e-21,3.02142e-32,5.06591e-33,1.12241e-33
39,1,2.13315e-21,3.5754e-32,5.16386e-33,1.14907e-33
40,1,2.13389e-21,3.94455e-32,5.25473e-33,1.15859e-33
41,1,2.13481e-21,4.07367e-32,5.31703e-33,1.15261e-33
42,1,2.13558e-21,3.96688e-32,5.31965e-33,1.13316e-33
43,1,2.13603e-21,3.6953e-32,5.23649e-33,1.10211e-33
44,1,2.13639e-21,3.27982e-32,5.04838e-33,1.06102e-33
45,1,2.13612e-21,2.75746e-32,4.7446e-33,1.011e-33
46,1,2.13509e-21,2.20205e-32,4.32646e-33,9.52883e-34
47,1,2.13404e-21,1.68413e-32,3.81217e-33,8.87488e-34
48,1,2.13355e-21,1.22339e-32,3.23177e-33,8.16002e-34
49,1,2.1329e-21,8.53411e-33,2.62343e-33,7.40061e-34
50,1,2.1326e-21,6.02746e-33,2.03028e-33,6.6173e-34
51,1,2.13354e-21,4.65505e-33,1.48989e-33,5.83245e-34
52,1,2.13461e-21,4.30328e-33,1.02672e-33,5.0652e-34
53,1,2.13567e-21,4.71869e-33,6.52762e-34,4.32778e-34
54,1,2.1362e-21,5.58693e-33,3.67873e-34,3.62427e-34
55,1,2.1363e-21,6.72964e-33,1.66361e-34,2.95277e-34
56,1,2.13596e-21,8.19573e-33,4.40156e-35,2.31101e-34
57,1,2.13535e-21,1.02643e-32,5.33163e-36,1.70407e-34
58,1,2.13424e-21,1.32929e-32,6.636e-35,1.15156e-34
59,1,2.13343e-21,1.75137e-32,2.50836e-34,6.90184e-35
60,1,2.13258e-21,2.28038e-32,5.81789e-34,3.71148e-35
61,1,2.13253e-21,2.92182e-32,1.07166e-33,2.56426e-35
62,1,2.13279e-21,3.63311e-32,1.71568e-33,4.20673e-35
63,1,2.13297e-21,4.35718e-32,2.48556e-33,9.63913e-35
64,1,2.13344e-21,5.05686e-32,3.33189e-33,2.03064e-34
65,1,2.13391e-21,5.72476e-32,4.19049e-33,3.82043e-34
66,1,2.13433e-21,6.31662e-32,4.99208e-33,6.57088e-34
67,1,2.13465e-21,6.81928e-32,5.67148e-33,1.05014e-33
68,1,2.13451e-21,7.2027e-32,6.17883e-33,1.57334e-33
69,1,2.13405e-21,7.47843e-32,6.49162e-33,2.22457e-33
70,1,2.1333e-21,7.71901e-32,6.62782e-33,2.9968e-33
71,1,2.13333e-21,8.03359e-32,6.64506e-33,3.91379e-33
72,1,2.13365e-21,8.6673e-32,6.63913e-33,5.10082e-33
73,1,2.13403e-21,9.80929e-32,6.73593e-33,6.88799e-33
74,1,2.13495e-21,1.16927e-31,7.07675e-33,9.9283e-33
75,1,2.1354e-21,1.45682e-31,7.81742e-33,1.53036e-32
76,1,2.13568e-21,1.86013e-31,9.13383e-33,2.45968e-32
77,1,2.1352e-21,2.40699e-31,1.12207e-32,3.99305e-32
78,1,2.13442e-21,3.13991e-31,1.42953e-32,6.4007e-32
79,1,2.13356e-21,4.10601e-31,1.85866e-32,1.00204e-31
80,1,2.13306e-21,5.34677e-31,2.4318e-32,1.5279e-31
81,1,2.13245e-21,6.91279e-31,3.17091e-32,2.27319e-31
82,1,2.1327e-21,8.80721e-31,4.10007e-32,3.31227e-31
83,1,2.13253e-21,1.10149e-30,5.24644e-32,4.7464e-31
84,1,2.13297e-21,1.35166e-30,6.6428e-32,6.71368e-31
85,1,2.13437e-21,1.63127e-30,8.32629e-32,9.40005e-31
86,1,2.13502e-21,1.94756e-30,1.03298e-31,1.30498e-30
87,1,2.13568e-21,2.32023e-30,1.26666e-31,1.79728e-30
88,1,2.13576e-21,2.79693e-30,1.53127e-31,2.45444e-30
89,1,2.13537e-21,3.46579e-30,1.81943e-31,3.31925e-30
90,1,2.13462e-21,4.46409e-30,2.11787e-31,4.43645e-30
91,1,2.13317e-21,5.97019e-30,2.40766e-31,5.84674e-30
92,1,2.13237e-21,8.19629e-30,2.66591e-31,7.57778e-30
93,1,2.13152e-21,1.13534e-29,2.86951e-31,9.63234e-30
94,1,2.13154e-21,1.55923e-29,2.99978e-31,1.1975e-29
95,1,2.1317e-21,2.09455e-29,3.04802e-31,1.45204e-29
96,1,2.13231e-21,2.72414e-29,3.01891e-31,1.7127e-29
97,1,2.13332e-21,3.40687e-29,2.931e-31,1.96018e-29
98,1,2.13405e-21,4.07595e-29,2.81251e-31,2.17199e-29
99,1,2.13499e-21,4.63968e-29,2.69177e-31,2.32613e-29
100,1,2.13515e-21,4.99328e-29,2.58546e-31,2.40611e-29
101,1,2.13529e-21,5.03807e-29,2.49039e-31,2.4064e-29
102,1,2.13468e-21,4.70395e-29,2.38347e-31,2.33704e-29
103,1,2.1339e-21,3.98463e-29,2.2332e-31,2.22547e-29
104,1,2.13327e-21,2.95955e-29,2.01943e-31,2.11414e-29
105,1,2.1327e-21,1.80446e-29,1.75225e-31,2.05318e-29
106,1,2.13274e-21,7.82693e-30,1.47951e-31,2.08861e-29
107,1,2.13359e-21,2.05228e-30,1.27491e-31,2.24852e-29
108,1,2.13389e-21,3.69446e-30,1.20582e-31,2.53095e-29
109,1,2.13452e-21,1.48711e-29,1.29381e-31,2.89767e-29
110,1,2.13471e-21,3.61781e-29,1.48953e-31,3.27747e-29
111,1,2.13495e-21,6.63539e-29,1.68422e-31,3.57991e-29
112,1,2.13417e-21,1.02362e-28,1.77121e-31,3.71739e-29
113,1,2.13351e-21,1.39954e-28,1.75003e-31,3.63e-29
114,1,2.13253e-21,1.74607e-28,1.83749e-31,3.30567e-29
115,1,2.13145e-21,2.02542e-28,2.5279e-31,2.78855e-29
116,1,2.13052e-21,2.21465e-28,4.53884e-31,2.1711e-29
117,1,2.13095e-21,2.30784e-28,8.60241e-31,1.57003e-29
118,1,2.13185e-21,2.31437e-28,1.51191e-30,1.0919e-29
119,1,2.13275e-21,2.25106e-28,2.37749e-30,7.98639e-30
120,1,2.13329e-21,2.13397e-28,3.32862e-30,6.85731e-30
121,1,2.13453e-21,1.97302e-28,4.14653e-30,6.83566e-30
122,1.00001,2.13482e-21,1.76984e-28,4.57169e-30,6.85816e-30
123,1.00001,2.13468e-21,1.52337e-28,4.39367e-30,5.98339e-30
124,1.00001,2.13395e-21,1.23822e-28,3.55635e-30,3.92148e-30
125,1.00002,2.13325e-21,9.3376e-29,2.24e-30,1.39001e-30
126,1.00002,2.1323e-21,6.47078e-29,8.77735e-31,1.15216e-31
127,1.00002,2.13183e-21,4.26631e-29,8.00196e-32,2.41771e-30
128,1.00001,2.13222e-21,3.16733e-29,4.73512e-31,1.04839e-29
129,0.999985,2.13264e-21,3.38786e-29,2.49369e-30,2.55639e-29
130,0.999949,2.13344e-21,4.78182e-29,6.19908e-30,4.73892e-29
131,0.999892,2.13443e-21,6.83107e-29,1.11747e-29,7.40334e-29
132,0.999809,2.13556e-21,8.78649e-29,1.65744e-29,1.02281e-28
133,0.999694,2.13586e-21,9.91175e-29,2.13119e-29,1.28379e-28
134,0.999542,2.13577e-21,9.75659e-29,2.43409e-29,1.48885e-28
135,0.999349,2.13565e-21,8.3179e-29,2.49657e-29,1.61333e-28
136,0.999113,2.135e-21,6.06222e-29,2.30486e-29,1.64518e-28
137,0.998835,2.13407e-21,3.75972e-29,1.90652e-29,1.58358e-28
138,0.99852,2.13429e-21,2.259e-29,1.39605e-29,1.43584e-28
