t,T+R,N_0
0,1,2.51889e-25
1,1,2.51045e-25
2,1,2.50165e-25
3,1,2.49669e-25
4,1,2.49414e-25
5,1,2.49797e-25
6,1,2.49296e-25
7,1,2.49083e-25
8,1,2.49189e-25
9,1,2.50347e-25
10,1,2.51263e-25
11,1,2.51081e-25
12,1,2.50677e-25
13,1,2.50903e-25
14,1,2.50155e-25
15,1,2.49555e-25
16,1,2.488e-25
17,1,2.473e-25
18,1,2.44917e-25
19,1,2.44197e-25
20,1,2.42597e-25
21,1,2.42254e-25
22,1,2.4241e-25
23,1,2.40936e-25
24,1,2.40267e-25
25,1,2.41024e-25
26,1,2.40808e-25
27,1,2.41241e-25
28,1,2.4183e-25
29,1,2.42722e-25
30,1,2.43976e-25
31,1,2.45667e-25
32,1,2.44946e-25
33,1,2.44434e-25
34,1,2.44445e-25
35,1,2.43069e-25
36,1,2.4244e-25
37,1,2.41663e-25
38,1,2.41784e-25
39,1,2.41329e-25
40,1,2.41624e-25
41,1,2.41927e-25
42,1,2.40752e-25
43,1,2.40407e-25
44,1,2.40103e-25
45,1,2.40582e-25
46,1,2.40939e-25
47,1,2.42057e-25
48,1,2.43497e-25
49,1,2.44181e-25
50,1,2.44844e-25
51,1,2.4583e-25
52,1,2.45966e-25
53,1,2.46712e-25
54,1,2.45827e-25
55,1,2.46324e-25
56,1,2.45944e-25
57,1,2.45813e-25
58,1,2.45662e-25
59,1,2.46253e-25
60,1,2.46368e-25
61,1,2.46975e-25
62,1,2.47516e-25
63,1,2.49458e-25
64,1,2.51975e-25
65,1,2.53563e-25
66,1,2.54796e-25
67,1,2.54394e-25
68,1,2.54351e-25
69,1,2.53977e-25
70,1,2.53277e-25
71,1,2.52613e-25
72,1,2.51559e-25
73,1,2.49555e-25
74,1,2.48166e-25
75,1,2.46052e-25
76,1,2.44235e-25
77,1,2.43568e-25
78,1,2.42449e-25
79,1,2.43082e-25
80,1,2.45766e-25
81,1,2.48756e-25
82,1,2.53404e-25
83,1,2.59756e-25
84,1,2.66207e-25
85,1,2.72386e-25
86,1,2.78359e-25
87,1,2.84877e-25
88,1,2.89636e-25
89,1,2.94081e-25
90,1,2.9524e-25
91,1,2.95668e-25
92,1,2.95723e-25
93,1,2.93565e-25
94,1,2.90949e-25
95,1,2.87802e-25
96,1,2.83681e-25
97,1,2.80027e-25
98,1,2.76583e-25
99,1,2.71703e-25
100,1,2.68778e-25
101,1,2.66132e-25
102,1,2.64584e-25
103,1,2.63291e-25
104,1,2.62108e-25
105,1,2.61877e-25
106,1,2.61072e-25
107,1,2.62097e-25
108,1,2.62299e-25
109,1,2.62936e-25
110,1,2.63703e-25
111,1,2.6444e-25
112,1,2.65138e-25
113,1,2.64752e-25
114,1,2.64702e-25
115,1,2.63914e-25
116,1,2.629e-25
117,1,2.61011e-25
118,1,2.5899e-25
119,1,2.57412e-25
120,1,2.5555e-25
121,1,2.53002e-25
122,1,2.51806e-25
123,1,2.51131e-25
124,1,2.49063e-25
125,1,2.47395e-25
126,1,2.46185e-25
127,1,2.45125e-25
128,1,2.44189e-25
129,1,2.43058e-25
130,1,2.43744e-25
131,1,2.43506e-25
132,1,2.43937e-25
133,1,2.44746e-25
134,1,2.46503e-25
135,1,2.48266e-25
136,1,2.4915e-25
137,1,2.50054e-25
138,1,2.51527e-25
139,1,2.53973e-25
140,1,2.56761e-25
141,1,2.61412e-25
142,1,2.67139e-25
143,1,2.73048e-25
144,1,2.79175e-25
145,1,2.85104e-25
146,1,2.9121e-25
147,1,2.95522e-25
148,1,3.00478e-25
149,1,3.03965e-25
