t,T+R,N_0,N_1,N_2,N_3
0,1,6.07373e-24,1.15177e-42,8.97223e-49,7.63315e-55
1,1,6.07458e-24,2.91797e-39,6.53944e-43,1.86965e-46
2,1,6.07421e-24,2.63223e-38,2.22659e-41,2.38308e-44
3,1,6.07314e-24,1.09264e-37,1.76155e-40,4.12726e-43
4,1,6.07548e-24,3.37052e-37,8.189e-40,3.16325e-42
5,1,6.07428e-24,7.83295e-37,2.75849e-39,1.56251e-41
6,1,6.07367e-24,1.40046e-36,7.25464e-39,5.73411e-41
7,1,6.07239e-24,2.06473e-36,1.55687e-38,1.67947e-40
8,1,6.07146e-24,2.73601e-36,2.8349e-38,4.08929e-40
9,1,6.07145e-24,3.27204e-36,4.5339e-38,8.5433e-40
10,1,6.07137e-24,3.50561e-36,6.50312e-38,1.57106e-39
11,1,6.06992e-24,3.60845e-36,8.59039e-38,2.60133e-39
12,1,6.07011e-24,3.42628e-36,1.06816e-37,3.97119e-39
13,1,6.06766e-24,3.0202e-36,1.27081e-37,5.72307e-39
14,1,6.06781e-24,2.45747e-36,1.48189e-37,7.99496e-39
15,1,6.06706e-24,1.9033e-36,1.74775e-37,1.11477e-38
16,1,6.06572e-24,1.45426e-36,2.14332e-37,1.59137e-38
17,1,6.06514e-24,1.35728e-36,2.78346e-37,2.35275e-38
18,1,6.06225e-24,1.60001e-36,3.80734e-37,3.58207e-38
19,1,6.06158e-24,2.19967e-36,5.36329e-37,5.52017e-38
20,1,6.0602e-24,3.06642e-36,7.60097e-37,8.4556e-38
21,1,6.05883e-24,4.17128e-36,1.0682e-36,1.27104e-37
22,1,6.05861e-24,5.30269e-36,1.47748e-36,1.86308e-37
23,1,6.05753e-24,6.14858e-36,2.00429e-36,2.65838e-37
24,1,6.05694e-24,6.24521e-36,2.66097e-36,3.69637e-37
25,1,6.0581e-24,5.52182e-36,3.45374e-36,5.02004e-37
26,1,6.05832e-24,4.11392e-36,4.38392e-36,6.67715e-37
27,1,6.05758e-24,2.60214e-36,5.44198e-36,8.72039e-37
28,1,6.05789e-24,2.34865e-36,6.60328e-36,1.12046e-36
29,1,6.05805e-24,5.44541e-36,7.82818e-36,1.41806e-36
30,1,6.05788e-24,1.48594e-35,9.05758e-36,1.76863e-36
31,1,6.05819e-24,3.4662e-35,1.02165e-35,2.17337e-36
32,1,6.05853e-24,7.02863e-35,1.12061e-35,2.62948e-36
33,1,6.05733e-24,1.28337e-34,1.19117e-35,3.12856e-36
34,1,6.05752e-24,2.16525e-34,1.2221e-35,3.65532e-36
35,1,6.05687e-24,3.44916e-34,1.20373e-35,4.18708e-36
36,1,6.05793e-24,5.27903e-34,1.12991e-35,4.6939e-36
37,1,6.05782e-24,7.84427e-34,1.00127e-35,5.13978e-36
38,1,6.05868e-24,1.13382e-33,8.29489e-36,5.48505e-36
39,1,6.05861e-24,1.5935e-33,6.43314e-36,5.69038e-36
40,1,6.05937e-24,2.19632e-33,4.90356e-36,5.72222e-36
41,1,6.05905e-24,2.98375e-33,4.40781e-36,5.55775e-36
42,1,6.06086e-24,4.00367e-33,5.91847e-36,5.18991e-36
43,1,6.06003e-24,5.30698e-33,1.07226e-35,4.63217e-36
44,1,6.05798e-24,6.95527e-33,2.04626e-35,3.92322e-36
45,1,6.05702e-24,9.01775e-33,3.7183e-35,3.13101e-36
46,1,6.05512e-24,1.15649e-32,6.33571e-35,2.35605e-36
47,1,6.052e-24,1.46478e-32,1.01879e-34,1.73485e-36
48,1,6.05018e-24,1.83316e-32,1.5603e-34,1.44298e-36
49,1,6.0486e-24,2.26713e-32,2.29463e-34,1.69774e-36
50,1,6.0476e-24,2.77397e-32,3.26162e-34,2.76035e-36
51,1,6.04714e-24,3.35983e-32,4.50501e-34,4.93772e-36
52,1,6.04843e-24,4.0303e-32,6.07099e-34,8.58505e-36
53,1,6.04748e-24,4.78689e-32,8.00754e-34,1.41082e-35
54,1,6.04694e-24,5.63439e-32,1.03634e-33,2.19653e-35
55,1,6.04651e-24,6.57638e-32,1.31888e-33,3.26666e-35
56,1,6.04456e-24,7.61107e-32,1.65332e-33,4.67755e-35
57,1,6.04385e-24,8.74266e-32,2.04448e-33,6.49119e-35
58,1,6.04535e-24,9.96953e-32,2.49723e-33,8.77592e-35
59,1,6.04518e-24,1.12914e-31,3.01646e-33,1.16065e-34
60,1,6.04411e-24,1.27047e-31,3.60733e-33,1.50631e-34
61,1,6.04227e-24,1.42042e-31,4.27527e-33,1.92324e-34
62,1,6.04315e-24,1.57857e-31,5.02568e-33,2.42135e-34
63,1,6.04145e-24,1.74402e-31,5.86337e-33,3.01205e-34
64,1,6.03921e-24,1.9155e-31,6.79166e-33,3.7068e-34
65,1,6.03717e-24,2.09267e-31,7.81329e-33,4.51458e-34
66,1,6.03495e-24,2.276e-31,8.93353e-33,5.44374e-34
67,1,6.03358e-24,2.46475e-31,1.01629e-32,6.51354e-34
68,1,6.03285e-24,2.65711e-31,1.15171e-32,7.7712e-34
69,1,6.03317e-24,2.84698e-31,1.30117e-32,9.29474e-34
70,1,6.0319e-24,3.02504e-31,1.46502e-32,1.11599e-33
71,1,6.03298e-24,3.18318e-31,1.64145e-32,1.33721e-33
72,1,6.03199e-24,3.3199e-31,1.82612e-32,1.58035e-33
73,1,6.03188e-24,3.44539e-31,2.01296e-32,1.81919e-33
