t,T+R,N_0,N_1
0,1,1.16569e-23,4.68735e-43
1,1,1.16609e-23,7.0714e-40
2,1,1.16645e-23,1.17629e-38
3,1,1.16683e-23,7.91631e-38
4,1,1.16719e-23,2.28958e-37
5,1,1.16763e-23,4.6517e-37
6,1,1.168e-23,8.20375e-37
7,1,1.16825e-23,1.25954e-36
8,1,1.16855e-23,1.74249e-36
9,1,1.1687e-23,2.21748e-36
10,1,1.16886e-23,2.63599e-36
11,1,1.16908e-23,3.20823e-36
12,1,1.16913e-23,4.14974e-36
13,1,1.16921e-23,5.67913e-36
14,1,1.16923e-23,8.08645e-36
15,1,1.16917e-23,1.14464e-35
16,1,1.16905e-23,1.57416e-35
17,1,1.16899e-23,2.10762e-35
18,1,1.16896e-23,2.7811e-35
19,1,1.16895e-23,3.55182e-35
20,1,1.16907e-23,4.38327e-35
21,1,1.16916e-23,5.21892e-35
22,1,1.16907e-23,6.00656e-35
23,1,1.16915e-23,6.71413e-35
24,1,1.16935e-23,7.30322e-35
25,1,1.16941e-23,7.79757e-35
26,1,1.16947e-23,8.29939e-35
27,1,1.1695e-23,8.93259e-35
28,1,1.16966e-23,9.8717e-35
29,1,1.1696e-23,1.13388e-34
30,1,1.16953e-23,1.36599e-34
31,1,1.1695e-23,1.70932e-34
32,1,1.16958e-23,2.18155e-34
33,1,1.16953e-23,2.82842e-34
34,1,1.16954e-23,3.71239e-34
35,1,1.16938e-23,4.9092e-34
36,1,1.16924e-23,6.52676e-34
37,1,1.16901e-23,8.70716e-34
38,1,1.16868e-23,1.16013e-33
39,1,1.16843e-23,1.54325e-33
40,1,1.16803e-23,2.05155e-33
41,1,1.16766e-23,2.71317e-33
42,1,1.16726e-23,3.56773e-33
43,1,1.16701e-23,4.65828e-33
44,1,1.16657e-23,6.02583e-33
45,1,1.16605e-23,7.73144e-33
46,1,1.16561e-23,9.81904e-33
47,1,1.16535e-23,1.23231e-32
48,1,1.16507e-23,1.5282e-32
49,1,1.16487e-23,1.87286e-32
50,1,1.16464e-23,2.26889e-32
51,1,1.16432e-23,2.71395e-32
52,1,1.16433e-23,3.20696e-32
53,1,1.16432e-23,3.74371e-32
54,1,1.16439e-23,4.31868e-32
55,1,1.16457e-23,4.92206e-32
56,1,1.16479e-23,5.54398e-32
57,1,1.16504e-23,6.17542e-32
58,1,1.16533e-23,6.80736e-32
59,1,1.16564e-23,7.42578e-32
60,1,1.16603e-23,8.02596e-32
61,1,1.16653e-23,8.59815e-32
62,1,1.16696e-23,9.13678e-32
63,1,1.1675e-23,9.63715e-32
64,1,1.16796e-23,1.0097e-31
65,1,1.16846e-23,1.05103e-31
