t,T+R,N_0,N_1,N_2
0,1,3.89786e-23,3.19053e-43,4.30242e-50
1,1,3.89769e-23,9.95107e-40,2.02228e-44
2,1,3.89797e-23,1.14405e-38,1.96223e-42
3,1,3.89793e-23,6.25185e-38,4.79015e-41
4,1,3.89768e-23,2.09318e-37,3.6233e-40
5,1,3.89755e-23,4.69918e-37,1.5616e-39
6,1,3.89782e-23,8.68706e-37,4.7336e-39
7,1,3.89776e-23,1.53642e-36,1.1672e-38
8,1,3.89777e-23,2.4499e-36,2.46887e-38
9,1,3.89772e-23,3.8685e-36,4.62393e-38
10,1,3.89809e-23,5.97952e-36,8.02776e-38
11,1,3.89832e-23,8.68132e-36,1.32712e-37
12,1,3.89843e-23,1.20145e-35,2.12671e-37
13,1,3.89873e-23,1.56404e-35,3.31595e-37
14,1,3.89878e-23,1.95339e-35,5.03012e-37
15,1,3.89895e-23,2.32217e-35,7.40214e-37
16,1,3.89853e-23,2.59896e-35,1.05191e-36
17,1,3.89846e-23,2.80184e-35,1.44095e-36
18,1,3.89823e-23,2.90245e-35,1.90083e-36
19,1,3.89787e-23,2.89554e-35,2.41155e-36
20,1,3.89778e-23,2.84251e-35,2.94622e-36
21,1,3.89756e-23,2.78262e-35,3.47933e-36
22,1,3.89775e-23,2.79905e-35,3.99187e-36
23,1,3.89804e-23,2.93943e-35,4.48088e-36
24,1,3.8978e-23,3.31631e-35,4.96128e-36
25,1,3.89781e-23,4.06165e-35,5.47747e-36
26,1,3.89836e-23,5.34872e-35,6.099e-36
27,1,3.89846e-23,7.42115e-35,6.92089e-36
28,1,3.89901e-23,1.05567e-34,8.0652e-36
29,1,3.89853e-23,1.50388e-34,9.66278e-36
30,1,3.89887e-23,2.1058e-34,1.18315e-35
31,1,3.89846e-23,2.86044e-34,1.4654e-35
32,1,3.89849e-23,3.77557e-34,1.81687e-35
33,1,3.89859e-23,4.8225e-34,2.2362e-35
34,1,3.89861e-23,5.90948e-34,2.71266e-35
35,1,3.89889e-23,6.95044e-34,3.22522e-35
36,1,3.89867e-23,7.86399e-34,3.7476e-35
37,1,3.89859e-23,8.50713e-34,4.24823e-35
38,1,3.89897e-23,8.79682e-34,4.69662e-35
39,1,3.8989e-23,8.6461e-34,5.07195e-35
40,1,3.89843e-23,8.00787e-34,5.36728e-35
41,1,3.89786e-23,6.92722e-34,5.5984e-35
42,1,3.89765e-23,5.51636e-34,5.81317e-35
43,1,3.89733e-23,3.93226e-34,6.10014e-35
44,1,3.89704e-23,2.38951e-34,6.58786e-35
45,1,3.8969e-23,1.14777e-34,7.44573e-35
46,1,3.89619e-23,5.56005e-35,8.88804e-35
47,1,3.8958e-23,9.57475e-35,1.11676e-34
48,1,3.89583e-23,2.68155e-34,1.45644e-34
49,1,3.8956e-23,5.96803e-34,1.93657e-34
50,1,3.89551e-23,1.10379e-33,2.58542e-34
51,1,3.89566e-23,1.80216e-33,3.42972e-34
52,1,3.89513e-23,2.68979e-33,4.49198e-34
53,1,3.89544e-23,3.75002e-33,5.78708e-34
54,1,3.89566e-23,4.94695e-33,7.31895e-34
55,1,3.89529e-23,6.23765e-33,9.0785e-34
56,1,3.89539e-23,7.55927e-33,1.10399e-33
57,1,3.89541e-23,8.83164e-33,1.3158e-33
58,1,3.8959e-23,9.96569e-33,1.53659e-33
