E,T,R0,R,N_R0,E/V0
4.64006e-06,2.46473,2.29538,2.29538,0.482211,4.64006e-08
1.28891e-05,2.52391,2.18861,2.18861,0.464424,1.28891e-07
2.52625e-05,2.57915,2.08175,2.08175,0.446641,2.52625e-07
4.17605e-05,2.63031,1.97508,1.97508,0.428863,4.17605e-07
6.2383e-05,2.67727,1.8689,1.8689,0.411094,6.2383e-07
8.713e-05,2.71993,1.7635,1.7635,0.393337,8.713e-07
0.000116001,2.75821,1.65916,1.65916,0.375598,1.16001e-06
0.000148997,2.79205,1.55615,1.55615,0.357883,1.48997e-06
0.000186118,2.82139,1.45474,1.45474,0.3402,1.86118e-06
0.000227363,2.84621,1.35521,1.35521,0.32256,2.27363e-06
0.000272732,2.86648,1.25779,1.25779,0.304974,2.72732e-06
0.000322226,2.8822,1.16275,1.16275,0.287457,3.22226e-06
0.000375845,2.8934,1.07031,1.07031,0.270028,3.75845e-06
0.000433588,2.9001,0.98071,0.98071,0.252707,4.33588e-06
0.000495455,2.90235,0.89415,0.89415,0.23552,4.95455e-06
0.000561447,2.9002,0.810838,0.810838,0.218494,5.61447e-06
0.000631564,2.89372,0.730962,0.730962,0.201663,6.31564e-06
0.000705805,2.88299,0.654699,0.654699,0.185064,7.05805e-06
0.00078417,2.86812,0.582209,0.582209,0.16874,7.8417e-06
0.00086666,2.84921,0.51364,0.51364,0.15274,8.6666e-06
0.000953275,2.82637,0.449125,0.449125,0.137117,9.53275e-06
0.00104401,2.79973,0.38878,0.38878,0.121931,1.04401e-05
0.00113888,2.76943,0.332706,0.332706,0.107251,1.13888e-05
0.00123786,2.73561,0.280989,0.280989,0.0931478,1.23786e-05
0.00134098,2.69842,0.233697,0.233697,0.0797027,1.34098e-05
0.00144821,2.65802,0.190882,0.190882,0.0670022,1.44821e-05
0.00155958,2.61457,0.152581,0.152581,0.05514,1.55958e-05
0.00167506,2.56825,0.118811,0.118811,0.044216,1.67506e-05
0.00179467,2.51923,0.0895751,0.0895751,0.0343357,1.79467e-05
0.00191841,2.46768,0.064859,0.064859,0.0256102,1.91841e-05
0.00204627,2.4138,0.0446317,0.0446317,0.0181545,2.04627e-05
0.00217825,2.35777,0.028846,0.028846,0.0120866,2.17825e-05
0.00231436,2.29976,0.0174387,0.0174387,0.00752574,2.31436e-05
0.00245459,2.23998,0.0103306,0.0103306,0.00459076,2.45459e-05
0.00259895,2.17862,0.00742777,0.00742777,0.00339781,2.59895e-05
0.00274743,2.11585,0.00862062,0.00862062,0.00405777,2.74743e-05
0.00290004,2.05188,0.0137857,0.0137857,0.00667373,2.90004e-05
0.00305677,1.98688,0.0227853,0.0227853,0.0113379,3.05677e-05
0.00321762,1.92105,0.0354688,0.0354688,0.0181285,3.21762e-05
0.0033826,1.85457,0.0516729,0.0516729,0.0271071,3.3826e-05
0.00355171,1.78763,0.0712223,0.0712223,0.0383152,3.55171e-05
0.00372494,1.7204,0.0939306,0.0939306,0.0517715,3.72494e-05
0.00390229,1.65306,0.119601,0.119601,0.0674699,3.90229e-05
0.00408377,1.58578,0.148029,0.148029,0.0853776,4.08377e-05
0.00426937,1.51874,0.178998,0.178998,0.105433,4.26937e-05
0.0044591,1.45208,0.212286,0.212286,0.127548,4.4591e-05
0.00465295,1.38598,0.247666,0.247666,0.151603,4.65295e-05
0.00485092,1.32058,0.284902,0.284902,0.177455,4.85092e-05
0.00505303,1.25604,0.323755,0.323755,0.204934,5.05303e-05
0.00525925,1.1925,0.363982,0.363982,0.23385,5.25925e-05
0.0054696,1.13008,0.405339,0.405339,0.263992,5.4696e-05
0.00568407,1.06893,0.447577,0.447577,0.295137,5.68407e-05
0.00590267,1.00917,0.490451,0.490451,0.327051,5.90267e-05
0.00612539,0.950906,0.533713,0.533713,0.359495,6.12539e-05
0.00635224,0.894259,0.577118,0.577118,0.39223,6.35224e-05
0.00658321,0.839331,0.620424,0.620424,0.425019,6.58321e-05
0.00681831,0.786219,0.663392,0.663392,0.457635,6.81831e-05
0.00705753,0.735012,0.705789,0.705789,0.489859,7.05753e-05
0.00730088,0.685795,0.747387,0.747387,0.521488,7.30088e-05
0.00754835,0.638644,0.787966,0.787966,0.552335,7.54835e-05
0.00779994,0.593628,0.82731,0.82731,0.582228,7.79994e-05
0.00805566,0.550811,0.865217,0.865217,0.611017,8.05566e-05
0.0083155,0.510248,0.90149,0.90149,0.638568,8.3155e-05
0.00857947,0.471988,0.935946,0.935946,0.664765,8.57947e-05
0.00884756,0.436075,0.96841,0.96841,0.689513,8.84756e-05
0.00911978,0.402544,0.998722,0.998722,0.712728,9.11978e-05
0.00939612,0.371424,1.02673,1.02673,0.734347,9.39612e-05
0.00967659,0.342739,1.0523,1.0523,0.754316,9.67659e-05
0.00996118,0.316505,1.07531,1.07531,0.772595,9.96118e-05
0.0102499,0.292734,1.09565,1.09565,0.789155,0.000102499
0.0105427,0.27143,1.11323,1.11323,0.803973,0.000105427
0.0108397,0.252593,1.12797,1.12797,0.817036,0.000108397
0.0111408,0.236216,1.1398,1.1398,0.828333,0.000111408
0.011446,0.222288,1.14868,1.14868,0.837861,0.00011446
0.0117553,0.210792,1.15458,1.15458,0.845616,0.000117553
0.0120688,0.201706,1.15748,1.15748,0.851598,0.000120688
0.0123864,0.195003,1.15738,1.15738,0.855808,0.000123864
0.0127081,0.190652,1.15429,1.15429,0.858245,0.000127081
0.0130339,0.188619,1.14824,1.14824,0.858909,0.000130339
0.0133639,0.188863,1.13929,1.13929,0.8578,0.000133639
0.013698,0.191341,1.12748,1.12748,0.854915,0.00013698
0.0140362,0.196005,1.11289,1.11289,0.850252,0.000140362
0.0143785,0.202806,1.09562,1.09562,0.843806,0.000143785
0.014725,0.211689,1.07576,1.07576,0.835574,0.00014725
0.0150756,0.222599,1.05342,1.05342,0.825552,0.000150756
0.0154303,0.235475,1.02874,1.02874,0.813739,0.000154303
0.0157891,0.250255,1.00185,1.00185,0.800133,0.000157891
0.016152,0.266875,0.972904,0.972904,0.78474,0.00016152
0.0165191,0.285268,0.942052,0.942052,0.767568,0.000165191
0.0168903,0.305367,0.909465,0.909465,0.748634,0.000168903
0.0172657,0.327101,0.875318,0.875318,0.727964,0.000172657
0.0176451,0.350399,0.839792,0.839792,0.705595,0.000176451
0.0180287,0.375187,0.803075,0.803075,0.681576,0.000180287
0.0184164,0.401393,0.76536,0.76536,0.655974,0.000184164
0.0188082,0.428942,0.726842,0.726842,0.628874,0.000188082
0.0192042,0.457758,0.687722,0.687722,0.600379,0.000192042
0.0196043,0.487765,0.648198,0.648198,0.570616,0.000196043
0.0200085,0.518887,0.608474,0.608474,0.539733,0.000200085
0.0204168,0.551048,0.568747,0.568747,0.507903,0.000204168
0.0208292,0.584172,0.529219,0.529219,0.475322,0.000208292
0.0212458,0.618183,0.490084,0.490084,0.442207,0.000212458
0.0216665,0.653004,0.451534,0.451534,0.408799,0.000216665
0.0220913,0.688561,0.413756,0.413756,0.375351,0.000220913
0.0225203,0.724779,0.376932,0.376932,0.342133,0.000225203
0.0229533,0.761583,0.341236,0.341236,0.309421,0.000229533
0.0233905,0.798902,0.306833,0.306833,0.277492,0.000233905
0.0238319,0.836662,0.273881,0.273881,0.246619,0.000238319
0.0242773,0.874794,0.242529,0.242529,0.217062,0.000242773
0.0247269,0.913226,0.212912,0.212912,0.189064,0.000247269
0.0251806,0.951891,0.185158,0.185158,0.16284,0.000251806
0.0256384,0.990722,0.15938,0.15938,0.138579,0.000256384
0.0261003,1.02965,0.13568,0.13568,0.11643,0.000261003
0.0265664,1.06862,0.114147,0.114147,0.0965087,0.000265664
0.0270366,1.10756,0.0948574,0.0948574,0.0788888,0.000270366
0.0275109,1.14641,0.0778714,0.0778714,0.0636055,0.000275109
0.0279894,1.18512,0.0632371,0.0632371,0.0506561,0.000279894
0.0284719,1.22363,0.0509878,0.0509878,0.0400024,0.000284719
0.0289586,1.26188,0.0411423,0.0411423,0.0315746,0.000289586
0.0294494,1.29981,0.0337051,0.0337051,0.0252753,0.000294494
0.0299444,1.33739,0.0286663,0.0286663,0.0209848,0.000299444
0.0304434,1.37455,0.0260018,0.0260018,0.0185654,0.000304434
0.0309466,1.41125,0.0256735,0.0256735,0.017867,0.000309466
0.0314539,1.44745,0.0276295,0.0276295,0.0187308,0.000314539
0.0319654,1.4831,0.0318048,0.0318048,0.0209946,0.000319654
0.0324809,1.51816,0.0381215,0.0381215,0.0244953,0.000324809
0.0330006,1.55259,0.0464895,0.0464895,0.0290727,0.000330006
0.0335244,1.58636,0.0568069,0.0568069,0.0345717,0.000335244
0.0340524,1.61942,0.0689613,0.0689613,0.0408446,0.000340524
0.0345844,1.65175,0.0828295,0.0828295,0.0477519,0.000345844
0.0351206,1.68332,0.0982796,0.0982796,0.0551637,0.000351206
0.0356609,1.71409,0.115171,0.115171,0.0629603,0.000356609
0.0362054,1.74404,0.133355,0.133355,0.0710321,0.000362054
0.0367539,1.77314,0.152678,0.152678,0.0792795,0.000367539
0.0373066,1.80138,0.172979,0.172979,0.0876131,0.000373066
0.0378634,1.82872,0.194094,0.194094,0.0959527,0.000378634
0.0384243,1.85515,0.215856,0.215856,0.104227,0.000384243
0.0389894,1.88065,0.238092,0.238092,0.112374,0.000389894
0.0395586,1.90522,0.260634,0.260634,0.120338,0.000395586
0.0401319,1.92882,0.283309,0.283309,0.128071,0.000401319
0.0407093,1.95145,0.305948,0.305948,0.135531,0.000407093
0.0412909,1.97311,0.328382,0.328382,0.142682,0.000412909
0.0418765,1.99377,0.350447,0.350447,0.149494,0.000418765
0.0424663,2.01344,0.371983,0.371983,0.15594,0.000424663
0.0430603,2.03211,0.392836,0.392836,0.161998,0.000430603
0.0436583,2.04977,0.412856,0.412856,0.167648,0.000436583
0.0442605,2.06643,0.431903,0.431903,0.172877,0.000442605
0.0448668,2.08207,0.449845,0.449845,0.17767,0.000448668
0.0454772,2.09671,0.466559,0.466559,0.182017,0.000454772
0.0460918,2.11033,0.48193,0.48193,0.185911,0.000460918
0.0467105,2.12296,0.495856,0.495856,0.189344,0.000467105
0.0473333,2.13458,0.508246,0.508246,0.192312,0.000473333
0.0479602,2.14521,0.519021,0.519021,0.194811,0.000479602
0.0485912,2.15485,0.528112,0.528112,0.196839,0.000485912
0.0492264,2.16351,0.535465,0.535465,0.198396,0.000492264
0.0498657,2.17119,0.541039,0.541039,0.199481,0.000498657
0.0505091,2.17791,0.544806,0.544806,0.200096,0.000505091
0.0511567,2.18368,0.54675,0.54675,0.200243,0.000511567
0.0518083,2.18851,0.546871,0.546871,0.199925,0.000518083
0.0524641,2.19241,0.54518,0.54518,0.199146,0.000524641
0.053124,2.19539,0.541702,0.541702,0.197911,0.00053124
0.0537881,2.19747,0.536475,0.536475,0.196227,0.000537881
0.0544563,2.19867,0.52955,0.52955,0.194101,0.000544563
0.0551286,2.19899,0.520988,0.520988,0.191541,0.000551286
0.055805,2.19845,0.510865,0.510865,0.188559,0.00055805
0.0564855,2.19707,0.499266,0.499266,0.185164,0.000564855
0.0571702,2.19487,0.486286,0.486286,0.181372,0.000571702
0.057859,2.19186,0.472029,0.472029,0.177195,0.00057859
0.0585519,2.18806,0.45661,0.45661,0.172653,0.000585519
0.0592489,2.18349,0.440151,0.440151,0.167763,0.000592489
0.0599501,2.17817,0.422779,0.422779,0.162548,0.000599501
0.0606554,2.17211,0.404629,0.404629,0.157031,0.000606554
0.0613648,2.16534,0.385841,0.385841,0.15124,0.000613648
0.0620783,2.15787,0.366556,0.366556,0.145204,0.000620783
0.062796,2.14973,0.346921,0.346921,0.138955,0.00062796
0.0635178,2.14093,0.327083,0.327083,0.132529,0.000635178
0.0642437,2.13149,0.307189,0.307189,0.125965,0.000642437
0.0649737,2.12143,0.287386,0.287386,0.119306,0.000649737
0.0657079,2.11078,0.267819,0.267819,0.112595,0.000657079
0.0664462,2.09955,0.248631,0.248631,0.105882,0.000664462
0.0671886,2.08776,0.229958,0.229958,0.0992174,0.000671886
0.0679351,2.07544,0.211935,0.211935,0.0926544,0.000679351
0.0686858,2.06259,0.194688,0.194688,0.0862489,0.000686858
0.0694406,2.04925,0.178337,0.178337,0.0800583,0.000694406
0.0701995,2.03543,0.162994,0.162994,0.0741413,0.000701995
0.0709625,2.02116,0.148763,0.148763,0.0685568,0.000709625
0.0717297,2.00644,0.135736,0.135736,0.0633638,0.000717297
0.0725009,1.99131,0.123998,0.123998,0.0586197,0.000725009
0.0732763,1.97577,0.113622,0.113622,0.0543802,0.000732763
0.0740559,1.95985,0.104667,0.104667,0.0506981,0.000740559
0.0748395,1.94357,0.0971849,0.0971849,0.0476219,0.000748395
0.0756273,1.92695,0.0912118,0.0912118,0.0451955,0.000756273
0.0764192,1.91,0.0867731,0.0867731,0.0434566,0.000764192
0.0772152,1.89275,0.0838813,0.0838813,0.0424365,0.000772152
0.0780154,1.8752,0.0825363,0.0825363,0.042159,0.000780154
0.0788197,1.85738,0.0827257,0.0827257,0.0426397,0.000788197
0.0796281,1.83931,0.0844246,0.0844246,0.0438857,0.000796281
0.0804406,1.821,0.0875962,0.0875962,0.0458955,0.000804406
0.0812572,1.80247,0.0921919,0.0921919,0.0486587,0.000812572
0.082078,1.78374,0.0981519,0.0981519,0.052156,0.00082078
0.0829029,1.76482,0.105406,0.105406,0.0563601,0.000829029
0.0837319,1.74572,0.113873,0.113873,0.0612356,0.000837319
0.0845651,1.72647,0.123464,0.123464,0.0667399,0.000845651
0.0854024,1.70707,0.13408,0.13408,0.0728243,0.000854024
0.0862438,1.68755,0.145616,0.145616,0.0794343,0.000862438
0.0870893,1.66791,0.157958,0.157958,0.0865112,0.000870893
0.0879389,1.64817,0.170988,0.170988,0.0939928,0.000879389
0.0887927,1.62835,0.184583,0.184583,0.101815,0.000887927
0.0896506,1.60846,0.198616,0.198616,0.109911,0.000896506
0.0905126,1.5885,0.212958,0.212958,0.118214,0.000905126
0.0913788,1.5685,0.227479,0.227479,0.12666,0.000913788
0.092249,1.54847,0.242046,0.242046,0.135182,0.00092249
0.0931234,1.52841,0.25653,0.25653,0.143719,0.000931234
0.0940019,1.50834,0.270802,0.270802,0.15221,0.000940019
0.0948846,1.48827,0.284739,0.284739,0.160596,0.000948846
0.0957714,1.46821,0.298217,0.298217,0.168825,0.000957714
0.0966622,1.44817,0.311122,0.311122,0.176845,0.000966622
0.0975573,1.42816,0.323345,0.323345,0.184609,0.000975573
0.0984564,1.4082,0.334781,0.334781,0.192074,0.000984564
0.0993597,1.38828,0.345338,0.345338,0.199201,0.000993597
0.100267,1.36842,0.354929,0.354929,0.205953,0.00100267
0.101179,1.34863,0.363478,0.363478,0.212298,0.00101179
0.102094,1.32892,0.370919,0.370919,0.218208,0.00102094
0.103014,1.30929,0.377197,0.377197,0.223658,0.00103014
0.103938,1.28975,0.382266,0.382266,0.228626,0.00103938
0.104866,1.27031,0.386096,0.386096,0.233092,0.00104866
0.105798,1.25098,0.388664,0.388664,0.237042,0.00105798
0.106734,1.23176,0.389961,0.389961,0.240461,0.00106734
0.107675,1.21266,0.389991,0.389991,0.243342,0.00107675
0.108619,1.19368,0.388768,0.388768,0.245675,0.00108619
0.109568,1.17484,0.386318,0.386318,0.247456,0.00109568
0.110521,1.15613,0.382678,0.382678,0.248685,0.00110521
0.111477,1.13757,0.377898,0.377898,0.249362,0.00111477
0.112438,1.11915,0.372037,0.372037,0.249491,0.00112438
0.113404,1.10088,0.365162,0.365162,0.249081,0.00113404
0.114373,1.08277,0.357354,0.357354,0.248141,0.00114373
0.115346,1.06482,0.348697,0.348697,0.246688,0.00115346
0.116324,1.04703,0.339286,0.339286,0.244739,0.00116324
0.117305,1.02941,0.329222,0.329222,0.242319,0.00117305
0.118291,1.01196,0.318612,0.318612,0.239454,0.00118291
0.119281,0.994688,0.307566,0.307566,0.23618,0.00119281
0.120275,0.977591,0.296199,0.296199,0.232534,0.00120275
0.121273,0.960674,0.284629,0.284629,0.228562,0.00121273
0.122275,0.943939,0.272974,0.272974,0.224317,0.00122275
0.123282,0.927389,0.261353,0.261353,0.219857,0.00123282
0.124292,0.911026,0.249884,0.249884,0.215248,0.00124292
0.125307,0.894851,0.238682,0.238682,0.210565,0.00125307
0.126326,0.878867,0.227861,0.227861,0.205887,0.00126326
0.127349,0.863074,0.217528,0.217528,0.201303,0.00127349
0.128376,0.847475,0.207787,0.207787,0.196906,0.00128376
0.129407,0.83207,0.198736,0.198736,0.192797,0.00129407
0.130442,0.81686,0.190463,0.190463,0.189078,0.00130442
0.131481,0.801846,0.18305,0.18305,0.185857,0.00131481
0.132525,0.787029,0.176571,0.176571,0.183241,0.00132525
0.133572,0.772409,0.171088,0.171088,0.181334,0.00133572
0.134624,0.757987,0.166656,0.166656,0.180238,0.00134624
0.13568,0.743762,0.163316,0.163316,0.180047,0.0013568
0.13674,0.729735,0.161102,0.161102,0.180843,0.0013674
0.137804,0.715906,0.160033,0.160033,0.182699,0.00137804
0.138872,0.702275,0.160118,0.160118,0.185668,0.00138872
0.139945,0.688841,0.161357,0.161357,0.189787,0.00139945
0.141021,0.675603,0.163734,0.163734,0.195075,0.00141021
0.142102,0.662562,0.167226,0.167226,0.201528,0.00142102
0.143187,0.649717,0.171796,0.171796,0.209121,0.00143187
0.144275,0.637067,0.177398,0.177398,0.217809,0.00144275
0.145368,0.624611,0.183977,0.183977,0.227528,0.00145368
0.146466,0.612348,0.191466,0.191466,0.238197,0.00146466
0.147567,0.600278,0.199791,0.199791,0.249718,0.00147567
0.148672,0.588399,0.208871,0.208871,0.261983,0.00148672
0.149782,0.576709,0.218616,0.218616,0.274876,0.00149782
0.150895,0.565209,0.22893,0.22893,0.288275,0.00150895
0.152013,0.553896,0.239714,0.239714,0.302055,0.00152013
0.153135,0.542769,0.250863,0.250863,0.316095,0.00153135
0.154261,0.531827,0.26227,0.26227,0.330274,0.00154261
0.155391,0.521067,0.273825,0.273825,0.344481,0.00155391
0.156525,0.51049,0.285419,0.285419,0.358608,0.00156525
0.157664,0.500092,0.296943,0.296943,0.372559,0.00157664
0.158806,0.489873,0.308289,0.308289,0.386248,0.00158806
0.159953,0.479831,0.319353,0.319353,0.399599,0.00159953
0.161103,0.469964,0.330033,0.330033,0.412543,0.00161103
0.162258,0.460269,0.340233,0.340233,0.425025,0.00162258
0.163417,0.450746,0.349865,0.349865,0.436997,0.00163417
0.16458,0.441393,0.358843,0.358843,0.448422,0.0016458
0.165748,0.432207,0.367094,0.367094,0.459269,0.00165748
0.166919,0.423187,0.374551,0.374551,0.469516,0.00166919
0.168094,0.414331,0.381155,0.381155,0.479147,0.00168094
0.169274,0.405637,0.386859,0.386859,0.488153,0.00169274
0.170458,0.397102,0.391626,0.391626,0.496528,0.00170458
0.171646,0.388726,0.395428,0.395428,0.504274,0.00171646
0.172838,0.380506,0.398251,0.398251,0.511393,0.00172838
0.174034,0.372439,0.400089,0.400089,0.517896,0.00174034
0.175234,0.364524,0.400949,0.400949,0.523792,0.00175234
0.176438,0.356759,0.400848,0.400848,0.529097,0.00176438
0.177647,0.349142,0.399814,0.399814,0.533828,0.00177647
0.178859,0.341671,0.397887,0.397887,0.538006,0.00178859
0.180076,0.334344,0.395114,0.395114,0.541654,0.00180076
0.181297,0.327158,0.391554,0.391554,0.544799,0.00181297
0.182522,0.320112,0.387273,0.387273,0.547472,0.00182522
0.183751,0.313203,0.382347,0.382347,0.549705,0.00183751
0.184984,0.30643,0.376858,0.376858,0.551536,0.00184984
0.186222,0.29979,0.370894,0.370894,0.553008,0.00186222
0.187463,0.293282,0.364548,0.364548,0.554167,0.00187463
0.188709,0.286903,0.357918,0.357918,0.555066,0.00188709
0.189958,0.280652,0.351105,0.351105,0.55576,0.00189958
0.191212,0.274526,0.344212,0.344212,0.556313,0.00191212
0.19247,0.268523,0.337341,0.337341,0.556793,0.0019247
0.193732,0.262642,0.330596,0.330596,0.557274,0.00193732
0.194999,0.25688,0.324079,0.324079,0.557835,0.00194999
0.196269,0.251235,0.317887,0.317887,0.558557,0.00196269
0.197543,0.245706,0.312117,0.312117,0.559527,0.00197543
0.198822,0.24029,0.306858,0.306858,0.560832,0.00198822
0.200105,0.234986,0.302194,0.302194,0.562556,0.00200105
0.201391,0.229792,0.298203,0.298203,0.564784,0.00201391
0.202682,0.224705,0.294954,0.294954,0.567591,0.00202682
0.203978,0.219724,0.292508,0.292508,0.571046,0.00203978
0.205277,0.214848,0.290918,0.290918,0.575203,0.00205277
0.20658,0.210073,0.290224,0.290224,0.580104,0.0020658
0.207888,0.205399,0.29046,0.29046,0.585772,0.00207888
0.209199,0.200823,0.291647,0.291647,0.592213,0.00209199
0.210515,0.196344,0.293795,0.293795,0.599412,0.00210515
0.211835,0.19196,0.296904,0.296904,0.607335,0.00211835
0.213159,0.187669,0.300963,0.300963,0.61593,0.00213159
0.214487,0.183469,0.30595,0.30595,0.625128,0.00214487
0.215819,0.17936,0.311834,0.311834,0.634849,0.00215819
0.217155,0.175338,0.318571,0.318571,0.644999,0.00217155
0.218496,0.171404,0.326111,0.326111,0.65548,0.00218496
0.21984,0.167553,0.334393,0.334393,0.666193,0.0021984
0.221189,0.163786,0.343349,0.343349,0.677036,0.00221189
0.222542,0.160101,0.352903,0.352903,0.687915,0.00222542
0.223899,0.156495,0.362973,0.362973,0.698739,0.00223899
0.22526,0.152968,0.373471,0.373471,0.709428,0.0022526
0.226625,0.149518,0.384306,0.384306,0.719911,0.00226625
0.227994,0.146144,0.395383,0.395383,0.730127,0.00227994
0.229368,0.142843,0.406606,0.406606,0.740025,0.00229368
0.230746,0.139614,0.417876,0.417876,0.749566,0.00230746
0.232127,0.136457,0.429097,0.429097,0.75872,0.00232127
0.233513,0.133369,0.440172,0.440172,0.767463,0.00233513
0.234903,0.13035,0.451008,0.451008,0.775784,0.00234903
0.236297,0.127397,0.461516,0.461516,0.783675,0.00236297
0.237695,0.12451,0.471612,0.471612,0.791134,0.00237695
0.239098,0.121686,0.481216,0.481216,0.798166,0.00239098
0.240504,0.118926,0.490258,0.490258,0.804778,0.00240504
0.241915,0.116227,0.498672,0.498672,0.810982,0.00241915
0.243329,0.113588,0.506404,0.506404,0.816791,0.00243329
0.244748,0.111008,0.513406,0.513406,0.82222,0.00244748
0.246171,0.108486,0.519642,0.519642,0.827287,0.00246171
0.247598,0.106021,0.525085,0.525085,0.832008,0.00247598
0.249029,0.10361,0.529718,0.529718,0.836403,0.00249029
0.250465,0.101254,0.533536,0.533536,0.840492,0.00250465
0.251904,0.0989515,0.536544,0.536544,0.844292,0.00251904
0.253348,0.0967004,0.538756,0.538756,0.847825,0.00253348
0.254795,0.0945002,0.540198,0.540198,0.85111,0.00254795
0.256247,0.0923497,0.540907,0.540907,0.854167,0.00256247
0.257703,0.0902479,0.540926,0.540926,0.857016,0.00257703
0.259163,0.0881937,0.54031,0.54031,0.859677,0.00259163
0.260628,0.0861861,0.539121,0.539121,0.86217,0.00260628
0.262096,0.0842241,0.537429,0.537429,0.864516,0.00262096
0.263568,0.0823067,0.535309,0.535309,0.866735,0.00263568
0.265045,0.0804329,0.532843,0.532843,0.868847,0.00265045
0.266526,0.0786018,0.530118,0.530118,0.870873,0.00266526
0.26801,0.0768124,0.527221,0.527221,0.872834,0.0026801
0.269499,0.075064,0.524247,0.524247,0.87475,0.00269499
0.270992,0.0733554,0.521286,0.521286,0.876639,0.00270992
0.27249,0.0716859,0.518431,0.518431,0.878523,0.0027249
0.273991,0.0700545,0.515774,0.515774,0.880418,0.00273991
0.275496,0.0684606,0.513404,0.513404,0.882343,0.00275496
0.277006,0.0669032,0.511406,0.511406,0.884312,0.00277006
0.27852,0.0653815,0.509859,0.509859,0.886341,0.0027852
0.280037,0.0638947,0.50884,0.50884,0.888439,0.00280037
0.281559,0.0624421,0.508416,0.508416,0.890617,0.00281559
0.283085,0.0610228,0.508648,0.508648,0.892881,0.00283085
0.284616,0.0596362,0.509588,0.509588,0.895233,0.00284616
0.28615,0.0582814,0.51128,0.51128,0.897673,0.0028615
0.287688,0.0569579,0.513758,0.513758,0.900199,0.00287688
0.289231,0.0556648,0.517046,0.517046,0.902805,0.00289231
0.290778,0.0544016,0.521157,0.521157,0.90548,0.00290778
0.292328,0.0531674,0.526097,0.526097,0.908216,0.00292328
0.293883,0.0519618,0.531857,0.531857,0.910997,0.00293883
0.295442,0.0507839,0.538422,0.538422,0.91381,0.00295442
0.297006,0.0496332,0.545764,0.545764,0.916638,0.00297006
0.298573,0.0485091,0.553847,0.553847,0.919468,0.00298573
0.300144,0.047411,0.562625,0.562625,0.922282,0.00300144
0.30172,0.0463382,0.572045,0.572045,0.925066,0.0030172
0.3033,0.0452902,0.582045,0.582045,0.927805,0.003033
0.304883,0.0442665,0.592556,0.592556,0.930489,0.00304883
0.306471,0.0432664,0.603504,0.603504,0.933104,0.00306471
0.308063,0.0422894,0.61481,0.61481,0.935642,0.00308063
0.30966,0.041335,0.62639,0.62639,0.938096,0.0030966
0.31126,0.0404027,0.638158,0.638158,0.940458,0.0031126
0.312864,0.039492,0.650026,0.650026,0.942725,0.00312864
0.314473,0.0386023,0.661906,0.661906,0.944894,0.00314473
0.316086,0.0377333,0.673711,0.673711,0.946962,0.00316086
0.317702,0.0368843,0.685354,0.685354,0.948931,0.00317702
0.319323,0.036055,0.696753,0.696753,0.950799,0.00319323
0.320948,0.0352448,0.70783,0.70783,0.952569,0.00320948
0.322577,0.0344534,0.71851,0.71851,0.954243,0.00322577
0.324211,0.0336803,0.728727,0.728727,0.955824,0.00324211
0.325848,0.0329252,0.738419,0.738419,0.957315,0.00325848
0.32749,0.0321874,0.747533,0.747533,0.958719,0.0032749
0.329135,0.0314668,0.756026,0.756026,0.960042,0.00329135
0.330785,0.0307628,0.76386,0.76386,0.961286,0.00330785
0.332439,0.0300751,0.771011,0.771011,0.962457,0.00332439
0.334097,0.0294032,0.777461,0.777461,0.963559,0.00334097
0.335759,0.028747,0.783202,0.783202,0.964595,0.00335759
0.337426,0.0281058,0.788239,0.788239,0.965571,0.00337426
0.339096,0.0274795,0.792584,0.792584,0.966491,0.00339096
0.340771,0.0268677,0.796258,0.796258,0.967359,0.00340771
0.342449,0.02627,0.799294,0.799294,0.968179,0.00342449
0.344132,0.025686,0.80173,0.80173,0.968956,0.00344132
0.345819,0.0251156,0.803615,0.803615,0.969694,0.00345819
0.34751,0.0245583,0.805004,0.805004,0.970396,0.0034751
0.349205,0.0240139,0.805959,0.805959,0.971067,0.00349205
0.350905,0.023482,0.806547,0.806547,0.971709,0.00350905
0.352608,0.0229624,0.80684,0.80684,0.972328,0.00352608
0.354315,0.0224547,0.806913,0.806913,0.972925,0.00354315
0.356027,0.0219588,0.806846,0.806846,0.973505,0.00356027
0.357743,0.0214742,0.806716,0.806716,0.974071,0.00357743
0.359463,0.0210008,0.806605,0.806605,0.974625,0.00359463
0.361187,0.0205383,0.80659,0.80659,0.975169,0.00361187
0.362915,0.0200864,0.806749,0.806749,0.975707,0.00362915
0.364647,0.0196449,0.807156,0.807156,0.97624,0.00364647
0.366384,0.0192136,0.807881,0.807881,0.97677,0.00366384
0.368124,0.0187921,0.808987,0.808987,0.977298,0.00368124
0.369869,0.0183803,0.810535,0.810535,0.977826,0.00369869
0.371618,0.0179779,0.812577,0.812577,0.978354,0.00371618
0.373371,0.0175848,0.815156,0.815156,0.978883,0.00373371
0.375128,0.0172006,0.81831,0.81831,0.979413,0.00375128
0.376889,0.0168253,0.822068,0.822068,0.979943,0.00376889
0.378654,0.0164585,0.826447,0.826447,0.980474,0.00378654
0.380424,0.0161001,0.831458,0.831458,0.981004,0.00380424
0.382197,0.0157499,0.837103,0.837103,0.981533,0.00382197
0.383975,0.0154077,0.843373,0.843373,0.982059,0.00383975
0.385757,0.0150733,0.850251,0.850251,0.982581,0.00385757
