t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5
469,0.157199,31.5679,0.0888352,17.8394,0.22575,45.3339,0.197976,39.7565,0.0648979,13.0325,0.265341,53.2843
470,0.16084,32.3566,0.0916851,18.4446,0.21967,44.1916,0.199139,40.0614,0.0636014,12.7949,0.265065,53.3238
471,0.164755,33.2032,0.0948368,19.1125,0.213731,43.0734,0.200218,40.3501,0.0623115,12.5577,0.264147,53.2337
472,0.168944,34.1077,0.098265,19.8385,0.207983,41.9892,0.201192,40.6182,0.0610333,12.3219,0.262584,53.0125
473,0.173404,35.0701,0.101945,20.6178,0.20247,40.9485,0.202034,40.8604,0.0597688,12.0879,0.260378,52.6601
474,0.178135,36.0905,0.105851,21.4456,0.197235,39.96,0.202719,41.0712,0.0585174,11.8557,0.257542,52.1783
475,0.183137,37.1689,0.10996,22.3172,0.192315,39.0317,0.203219,41.2448,0.0572763,11.6247,0.254093,51.5701
476,0.188407,38.3056,0.114248,23.2282,0.187743,38.1706,0.203503,41.3748,0.0560411,11.3939,0.250057,50.8399
477,0.193946,39.5006,0.118693,24.1739,0.183548,37.3829,0.203542,41.4551,0.054806,11.1622,0.245465,49.9934
478,0.199754,40.7544,0.123272,25.1502,0.179752,36.6736,0.203306,41.4791,0.0535647,10.9284,0.240352,49.0372
479,0.205831,42.0671,0.127964,26.1529,0.176372,36.0464,0.202765,41.4405,0.0523109,10.6912,0.234758,47.9791
480,0.212177,43.4391,0.13275,27.1781,0.173417,35.5039,0.201891,41.3334,0.0510389,10.4492,0.228726,46.8274
481,0.218792,44.8709,0.137612,28.2221,0.170891,35.0472,0.200658,41.1518,0.0497439,10.2017,0.222303,45.5908
482,0.225678,46.3628,0.142531,29.2813,0.168792,34.6762,0.199042,40.8908,0.0484226,9.94781,0.215534,44.2787
483,0.232835,47.9152,0.147492,30.3523,0.167108,34.3892,0.197024,40.5457,0.0470731,9.68718,0.208467,42.9005
484,0.240265,49.5288,0.152478,31.432,0.165823,34.1832,0.194588,40.1129,0.0456957,9.4198,0.20115,41.4655
485,0.247968,51.2039,0.157474,32.5174,0.164914,34.0538,0.191723,39.5896,0.0442922,9.14606,0.193628,39.983
486,0.255946,52.9412,0.162467,33.6056,0.164351,33.9952,0.188422,38.9741,0.0428663,8.86669,0.185947,38.4622
487,0.2642,54.7412,0.167444,34.6937,0.164098,34.0004,0.184685,38.266,0.0414236,8.5828,0.178149,36.9117
488,0.272732,56.6045,0.172391,35.779,0.164114,34.0612,0.180518,37.4658,0.0399709,8.2958,0.170275,35.3399
489,0.281542,58.5315,0.177295,36.8588,0.164353,34.1684,0.175931,36.5754,0.038516,8.00733,0.162363,33.7546
490,0.290633,60.5229,0.182143,37.9304,0.164766,34.3117,0.170943,35.5981,0.0370677,7.71918,0.154448,32.1631
491,0.300004,62.5792,0.186922,38.991,0.165298,34.4803,0.165576,34.5383,0.035635,7.43325,0.146564,30.5724
492,0.309658,64.7008,0.19162,40.0377,0.165896,34.6628,0.15986,33.4015,0.0342268,7.15144,0.138739,28.9886
493,0.319595,66.8883,0.196222,41.0675,0.166502,34.8474,0.153826,32.1945,0.0328518,6.87559,0.131003,27.4177
494,0.329816,69.1421,0.200713,42.0772,0.16706,35.0222,0.147515,30.9249,0.0315179,6.60737,0.123378,25.8648
495,0.340321,71.4625,0.205078,43.0635,0.167513,35.1753,0.140968,29.6014,0.030232,6.34829,0.115888,24.3349
496,0.351109,73.8497,0.2093,44.0227,0.167806,35.2952,0.134231,28.2331,0.0289997,6.09958,0.108553,22.8323
497,0.362182,76.304,0.213363,44.951,0.167889,35.3707,0.127349,26.8298,0.0278252,5.86219,0.101392,21.3611
498,0.373536,78.8254,0.217246,45.8444,0.167713,35.3915,0.120373,25.4017,0.0267114,5.63677,0.0944199,19.9249
499,0.385172,81.4139,0.220931,46.6983,0.167234,35.3482,0.113351,23.9589,0.0256595,5.42365,0.0876525,18.5271
500,0.397086,84.0692,0.224397,47.5082,0.166414,35.2323,0.106331,22.5118,0.0246692,5.22285,0.081103,17.1707
501,0.409276,86.7909,0.227621,48.2692,0.16522,35.0365,0.0993604,21.0703,0.023739,5.03407,0.0747833,15.8585
502,0.421738,89.5787,0.230581,48.9761,0.163627,34.7549,0.0924845,19.644,0.0228658,4.85678,0.0687041,14.593
503,0.434467,92.4317,0.233252,49.6237,0.161615,34.3831,0.0857451,18.242,0.0220457,4.69016,0.0628748,13.3764
504,0.447458,95.349,0.235611,50.2064,0.159172,33.918,0.0791808,16.8726,0.0212738,4.53324,0.057304,12.2109
505,0.460704,98.3294,0.237633,50.7187,0.156293,33.358,0.0728262,15.5435,0.0205444,4.38485,0.0519989,11.0983
506,0.474198,101.372,0.239294,51.155,0.15298,32.7033,0.0667114,14.2612,0.0198513,4.24371,0.0469656,10.0401
507,0.48793,104.474,0.240568,51.5096,0.149242,31.9553,0.0608621,13.0316,0.019188,4.10847,0.0422094,9.03773
508,0.501892,107.635,0.241431,51.7769,0.145096,31.1169,0.0552993,11.8594,0.0185479,3.97774,0.0377341,8.09238
509,0.51607,110.851,0.241862,51.9517,0.140562,30.1925,0.0500389,10.7483,0.0179244,3.85014,0.0335425,7.20489
510,0.530454,114.121,0.241838,52.0287,0.135668,29.1876,0.0450926,9.70119,0.0173112,3.72433,0.0296362,6.3759
511,0.545029,117.442,0.241338,52.0032,0.130448,28.1088,0.0404674,8.71988,0.0167025,3.59903,0.0260153,5.60575
512,0.55978,120.811,0.240344,51.8707,0.124938,26.9639,0.0361662,7.80533,0.0160927,3.47311,0.0226787,4.89449
513,0.574691,124.224,0.238842,51.6274,0.119178,25.7613,0.0321879,6.95766,0.0154773,3.34553,0.0196239,4.24185
514,0.589743,127.677,0.236816,51.2698,0.113213,24.5102,0.0285283,6.17625,0.0148522,3.21545,0.0168467,3.64725
515,0.604917,131.167,0.234258,50.7952,0.107088,23.2204,0.0251797,5.4598,0.0142145,3.08219,0.0143417,3.10976
516,0.620193,134.688,0.231161,50.2016,0.10085,21.9017,0.022132,4.80644,0.0135621,2.9453,0.0121016,2.62811
517,0.635548,138.237,0.227522,49.4879,0.0945457,20.5645,0.019373,4.2138,0.0128939,2.80454,0.0101177,2.20069
518,0.650959,141.808,0.22334,48.6536,0.0882223,19.2188,0.0168886,3.67909,0.0122101,2.65992,0.00837987,1.82552
519,0.666401,145.396,0.218622,47.6993,0.0819258,17.8747,0.0146632,3.19923,0.0115119,2.51167,0.00687633,1.50029
520,0.681847,148.995,0.213377,46.6265,0.0757004,16.5418,0.0126804,2.77087,0.0108014,2.36029,0.00559394,1.22237
521,0.697271,152.599,0.207617,45.4375,0.0695883,15.2296,0.0109229,2.39051,0.0100821,2.20649,0.00451827,0.988833
522,0.712645,156.202,0.201362,44.1359,0.0636285,13.9465,0.00937333,2.05451,0.00935834,2.05123,0.00363371,0.796462
523,0.727937,159.798,0.194632,42.726,0.057857,12.7009,0.00801401,1.75925,0.00863537,1.89565,0.00292372,0.641819
524,0.74312,163.379,0.187457,41.2133,0.0523062,11.4998,0.00682751,1.50106,0.00791918,1.74107,0.002371,0.521276
525,0.758159,166.938,0.179865,39.6043,0.0470043,10.3498,0.00579681,1.27639,0.00721632,1.58895,0.00195774,0.431071
526,0.773025,170.469,0.171894,37.9064,0.0419754,9.25648,0.00490546,1.08176,0.00653371,1.44082,0.0016659,0.367366
527,0.787684,173.963,0.163583,36.128,0.0372395,8.22449,0.0041378,0.913848,0.00587834,1.29825,0.0014775,0.32631
528,0.802102,177.414,0.154975,34.2782,0.0328119,7.25753,0.00347903,0.769513,0.00525708,1.16279,0.0013749,0.304108
529,0.816246,180.813,0.146117,32.3674,0.0287037,6.35836,0.00291543,0.645817,0.00467636,1.03589,0.00134111,0.29708
530,0.830083,184.152,0.137059,30.4063,0.0249214,5.52877,0.00243434,0.540054,0.00414196,0.918885,0.00136008,0.30173
531,0.843578,187.425,0.127855,28.4066,0.0214675,4.76961,0.00202433,0.449763,0.00365869,0.812882,0.00141691,0.314806
532,0.856697,190.622,0.118559,26.3804,0.0183403,4.08087,0.00167519,0.372745,0.00323025,0.718758,0.00149814,0.33335
533,0.869407,193.737,0.10923,24.3406,0.0155343,3.46164,0.00137797,0.307064,0.00285901,0.637097,0.00159193,0.354742
534,0.881674,196.761,0.0999265,22.3003,0.0130407,2.91026,0.00112496,0.251053,0.00254591,0.568163,0.00168814,0.376738
535,0.893465,199.686,0.0907089,20.2731,0.0108473,2.42433,0.000909643,0.203301,0.00229036,0.511887,0.0017785,0.397488
536,0.904749,202.505,0.0816379,18.2725,0.00893919,2.0008,0.000726668,0.162646,0.00209031,0.467861,0.00185659,0.41555
537,0.915495,205.21,0.0727745,16.3125,0.0072991,1.6361,0.000571712,0.12815,0.00194224,0.435357,0.0019178,0.429879
538,0.925671,207.793,0.064179,14.4068,0.00590785,1.32619,0.000441389,0.0990824,0.00184137,0.413347,0.00195928,0.439817
539,0.93525,210.249,0.0559106,12.569,0.00474475,1.06665,0.000333108,0.0748845,0.00178178,0.400554,0.00197977,0.445063
540,0.944204,212.57,0.0480272,10.8124,0.00378817,0.852836,0.000244926,0.0551406,0.00175674,0.395498,0.00197942,0.445629
541,0.952506,214.749,0.0405842,9.15001,0.00301593,0.679963,0.000175391,0.0395432,0.00175892,0.396561,0.00195957,0.441799
542,0.960133,216.781,0.0336348,7.59414,0.00240583,0.543194,0.00012339,0.0278593,0.00178072,0.402055,0.00192252,0.43407
543,0.967062,218.659,0.0272286,6.15658,0.00193608,0.437761,8.80015e-05,0.0198978,0.0018146,0.410294,0.00187122,0.423097
544,0.973272,220.379,0.0214118,4.84831,0.00158575,0.359065,6.83725e-05,0.0154817,0.00185336,0.419658,0.00180907,0.409631
545,0.978745,221.935,0.0162265,3.67945,0.00133519,0.30276,6.36152e-05,0.0144251,0.00189039,0.428656,0.00173961,0.394466
546,0.983464,223.323,0.0117103,2.65917,0.00116633,0.264849,7.27388e-05,0.0165174,0.00191998,0.435986,0.00166632,0.378385
547,0.987417,224.54,0.00789596,1.79555,0.0010631,0.241751,9.46188e-05,0.0215164,0.0019374,0.440567,0.00159239,0.36211
548,0.99059,225.58,0.00481097,1.09557,0.00101162,0.23037,0.000128006,0.02915,0.0019391,0.441578,0.00152058,0.346271
549,0.992975,226.443,0.00247748,0.564977,0.00100043,0.228144,0.000171577,0.0391272,0.00192271,0.438464,0.0014531,0.331372
550,0.994565,227.125,0.000911997,0.20827,0.00102066,0.233085,0.000224021,0.051159,0.00188705,0.430939,0.00139152,0.317776
551,0.995356,227.625,0.000125245,0.0286419,0.00106608,0.243799,0.000284168,0.0649857,0.00183206,0.41897,0.00133674,0.305695
552,0.995346,227.942,0.000122082,0.0279577,0.00113315,0.2595,0.000351133,0.0804122,0.00175867,0.402748,0.00128901,0.295193
553,0.994536,228.075,0.000901495,0.206738,0.00122096,0.28,0.000424489,0.0973469,0.0016686,0.382655,0.00124798,0.286197
554,0.992931,228.023,0.00245664,0.564161,0.00133114,0.305693,0.000504437,0.115842,0.00156423,0.35922,0.00121279,0.278514
555,0.990535,227.789,0.00477498,1.09808,0.00146771,0.337523,0.000591983,0.136136,0.00144834,0.333069,0.00118216,0.271856
556,0.987357,227.373,0.0078384,1.80506,0.00163684,0.376939,0.000689083,0.158685,0.00132397,0.304888,0.0011545,0.265864
557,0.983409,226.776,0.0116235,2.6804,0.00184665,0.425842,0.000798772,0.184198,0.00119417,0.275377,0.00112809,0.260141
558,0.978703,226.001,0.0161019,3.71824,0.00210689,0.486522,0.000925244,0.213657,0.00106194,0.245223,0.00110116,0.254279
559,0.973255,225.052,0.0212404,4.91155,0.00242864,0.56159,0.00107389,0.248323,0.000930098,0.215072,0.00107202,0.247889
560,0.967083,223.93,0.0270017,6.25232,0.00282398,0.653901,0.00125128,0.289738,0.000801238,0.185529,0.00103918,0.240624
561,0.960206,222.641,0.0333445,7.73154,0.00330567,0.76648,0.00146509,0.339707,0.000677762,0.157152,0.00100144,0.232202
562,0.952645,221.189,0.0402242,9.3394,0.00388676,0.902443,0.00172394,0.40027,0.000561934,0.130472,0.000957986,0.222429
563,0.944425,219.578,0.047593,11.0653,0.00458033,1.06492,0.00203724,0.473656,0.000455998,0.106019,0.000908442,0.211211
564,0.93557,217.813,0.0554009,12.8981,0.00539912,1.25699,0.00241495,0.562232,0.000362323,0.0843535,0.000852932,0.198574
565,0.926106,215.9,0.063596,14.8259,0.00635523,1.48158,0.00286728,0.668441,0.000283563,0.0661062,0.000792144,0.18467
566,0.916061,213.845,0.0721249,16.8369,0.00745988,1.74144,0.00340441,0.794727,0.000222827,0.0520167,0.000727377,0.169799
567,0.905463,211.655,0.0809333,18.9184,0.00872315,2.03906,0.00403617,0.943467,0.000183826,0.04297,0.000660605,0.154419
568,0.894342,209.335,0.0899666,21.0581,0.0101537,2.37664,0.00477172,1.1169,0.000170995,0.0400241,0.000594549,0.139164
569,0.882729,206.892,0.0991701,23.2432,0.0117588,2.756,0.0056193,1.31704,0.000189553,0.044427,0.000532764,0.124868
570,0.870655,204.333,0.10849,25.4614,0.0135439,3.17861,0.0065859,1.54564,0.000245513,0.0576191,0.000479738,0.112589
571,0.858151,201.665,0.117873,27.7001,0.0155128,3.64549,0.0076771,1.80412,0.000345612,0.0812188,0.000441018,0.103639
572,0.845248,198.895,0.127267,29.9473,0.0176671,4.15726,0.00889692,2.09353,0.000497171,0.116989,0.000423343,0.0996168
573,0.831979,196.031,0.136624,32.1913,0.0200071,4.71406,0.0102477,2.41455,0.000707875,0.166789,0.000434783,0.102443
574,0.818375,193.079,0.145894,34.4207,0.0225305,5.3156,0.0117299,2.76744,0.000985485,0.232505,0.00048489,0.1144
575,0.804469,190.046,0.155033,36.6246,0.0252336,5.96113,0.0133427,3.15206,0.00133751,0.31597,0.000584829,0.138159
576,0.790291,186.94,0.163997,38.793,0.0281105,6.64944,0.0150834,3.56793,0.00177079,0.418875,0.000747493,0.176817
577,0.775872,183.769,0.172747,40.916,0.0311537,7.37888,0.0169481,4.01424,0.00229117,0.542673,0.000987587,0.233914
578,0.761243,180.538,0.181247,42.9847,0.0343538,8.1474,0.0189318,4.48989,0.00290301,0.688481,0.00132166,0.313446
579,0.746434,177.255,0.189461,44.9909,0.0376998,8.95251,0.0210284,4.99358,0.00360889,0.856997,0.00176806,0.419859
580,0.731474,173.926,0.197359,46.927,0.0411792,9.79137,0.0232316,5.52389,0.00440928,1.04842,0.00234689,0.558031
581,0.716391,170.559,0.204914,48.7861,0.044778,10.6608,0.0255348,6.07933,0.0053023,1.26237,0.00307976,0.73323
582,0.701213,167.159,0.212102,50.5621,0.0484809,11.5572,0.0279314,6.65846,0.00628355,1.49791,0.00398957,0.951057
583,0.685965,163.733,0.218901,52.2497,0.0522715,12.4767,0.0304156,7.25993,0.00734612,1.75345,0.00510016,1.21736
584,0.670674,160.288,0.225295,53.8442,0.0561324,13.4153,0.0329822,7.88257,0.00848062,2.02683,0.00643585,1.53813
585,0.655365,156.828,0.231267,55.3418,0.0600452,14.3687,0.0356269,8.52547,0.00967541,2.31531,0.00802097,1.91941
586,0.64006,153.36,0.236806,56.739,0.0639911,15.3324,0.0383472,9.18805,0.0109169,2.6157,0.00987924,2.36708
587,0.624782,149.888,0.241903,58.0335,0.0679505,16.3016,0.0411416,9.87005,0.0121899,2.9244,0.0120332,2.88682
588,0.609553,146.419,0.246551,59.2232,0.0719038,17.2718,0.0440105,10.5716,0.0134781,3.23754,0.0145035,3.48384
589,0.594392,142.956,0.250747,60.3068,0.075831,18.238,0.0469561,11.2933,0.014765,3.55111,0.0173084,4.1628
590,0.579319,139.506,0.25449,61.2836,0.0797124,19.1955,0.049982,12.0361,0.0160338,3.86109,0.0204627,4.92762
591,0.564353,136.071,0.257779,62.1531,0.0835286,20.1396,0.0530936,12.8014,0.0172685,4.16362,0.0239779,5.78131
592,0.549509,132.657,0.260617,62.9157,0.0872609,21.0657,0.0562979,13.5909,0.0184545,4.45511,0.0278609,6.7259
593,0.534804,129.267,0.263009,63.5719,0.0908912,21.9693,0.0596032,14.4067,0.0195788,4.7324,0.0321139,7.76225
594,0.520253,125.906,0.26496,64.1227,0.0944027,22.8463,0.0630187,15.2511,0.0206308,4.99285,0.0367344,8.89005
595,0.505871,122.576,0.266478,64.5696,0.09778,23.6928,0.0665548,16.1267,0.0216024,5.23442,0.0417143,10.1077
596,0.491669,119.282,0.267571,64.9142,0.101009,24.5054,0.070222,17.0362,0.0224884,5.4558,0.0470404,11.4123
597,0.477661,116.025,0.268248,65.1583,0.104079,25.2811,0.0740312,17.9824,0.0232865,5.65637,0.0526944,12.7996
598,0.463857,112.81,0.26852,65.3042,0.10698,26.0175,0.077993,18.9679,0.0239976,5.83623,0.0586529,14.2644
599,0.450268,109.639,0.268398,65.3539,0.109704,26.7126,0.0821171,19.9952,0.0246254,5.9962,0.0648878,15.8
600,0.436904,106.514,0.267892,65.31,0.112249,27.3655,0.0864124,21.0667,0.0251761,6.13775,0.0713673,17.3988
601,0.423773,103.438,0.267014,65.175,0.114613,27.9756,0.090886,22.1842,0.0256585,6.26293,0.0780558,19.0525
602,0.410883,100.413,0.265777,64.9514,0.116799,28.5436,0.095543,23.3491,0.026083,6.37423,0.084915,20.7518
603,0.398243,97.441,0.264192,64.6418,0.118813,29.0708,0.100386,24.5622,0.0264616,6.47456,0.0919047,22.487
604,0.385858,94.5242,0.262271,64.2489,0.120665,29.5595,0.105415,25.8236,0.0268073,6.56703,0.0989833,24.2481
605,0.373735,91.6641,0.260026,63.7752,0.12237,30.013,0.110626,27.1327,0.0271334,6.65487,0.106109,26.0248
606,0.361881,88.8625,0.257468,63.2233,0.123945,30.4356,0.116013,28.4878,0.0274531,6.74131,0.11324,27.807
607,0.350299,86.1208,0.25461,62.5957,0.125412,30.8325,0.121564,29.8865,0.027779,6.82945,0.120337,29.5848
608,0.338994,83.4406,0.251461,61.895,0.126797,31.2099,0.127264,31.325,0.0281227,6.92217,0.127361,31.3488
609,0.327972,80.823,0.248034,61.1237,0.128129,31.5751,0.133095,32.7989,0.0284946,7.02201,0.134276,33.0899
610,0.317235,78.2694,0.244339,60.2842,0.129441,31.9361,0.139032,34.3024,0.0289034,7.13114,0.141049,34.8002
611,0.306788,75.7808,0.240388,59.379,0.130769,32.3017,0.145048,35.8287,0.0293559,7.25131,0.147652,36.472
612,0.296633,73.3583,0.23619,58.4106,0.132151,32.6814,0.15111,37.3701,0.0298572,7.38378,0.154058,38.0991
613,0.286773,71.0029,0.231758,57.3815,0.133627,33.0851,0.157185,38.9177,0.0304104,7.52939,0.160246,39.6757
614,0.277212,68.7155,0.227102,56.2943,0.135239,33.5232,0.163232,40.462,0.0310169,7.68849,0.166198,41.1974
615,0.267951,66.4971,0.222235,55.1518,0.137028,34.0061,0.16921,41.9927,0.0316762,7.86104,0.1719,42.6603
616,0.258992,64.3483,0.217168,53.9569,0.139036,34.5443,0.175075,43.4986,0.0323865,8.04664,0.177342,44.0618
617,0.250338,62.2699,0.211915,52.7126,0.141302,35.148,0.180783,44.9686,0.0331448,8.24456,0.182517,45.3998
618,0.24199,60.2627,0.20649,51.4223,0.143866,35.8269,0.186287,46.391,0.0339471,8.45384,0.18742,46.6732
619,0.23395,58.3274,0.200908,50.0896,0.146761,36.5899,0.191541,47.7543,0.0347886,8.67335,0.192051,47.8813
620,0.226219,56.4646,0.195185,48.7185,0.150019,37.445,0.196502,49.0471,0.0356643,8.90186,0.19641,49.0242
621,0.218799,54.6749,0.18934,47.3133,0.153666,38.399,0.201127,50.2587,0.0365691,9.1381,0.2005,50.1021
622,0.211691,52.9589,0.18339,45.8788,0.157721,39.4572,0.205376,51.3789,0.0374979,9.38086,0.204324,51.1158
623,0.204896,51.3171,0.177358,44.4201,0.162199,40.6235,0.209214,52.3985,0.0384462,9.62901,0.207886,52.066
624,0.198415,49.7501,0.171266,42.9428,0.167107,41.8999,0.21261,53.3093,0.03941,9.88156,0.211192,52.9537
625,0.192249,48.2585,0.165138,41.4531,0.172442,43.2864,0.215539,54.1046,0.0403862,10.1377,0.214245,53.7799
626,0.186399,46.8426,0.159001,39.9574,0.178196,44.7811,0.217981,54.779,0.0413724,10.397,0.21705,54.5451
627,0.180866,45.503,0.152883,38.4629,0.184352,46.3801,0.219922,55.3288,0.0423674,10.659,0.219609,55.2502
628,0.175651,44.2402,0.146812,36.9769,0.190884,48.0771,0.221356,55.7518,0.0433708,10.9236,0.221926,55.8953
629,0.170753,43.0546,0.140821,35.5074,0.197759,49.864,0.222283,56.0476,0.0443833,11.191,0.224001,56.4808
630,0.166175,41.9467,0.134941,34.0625,0.204934,51.7306,0.222709,56.2175,0.0454065,11.4617,0.225835,57.0064
631,0.161916,40.9169,0.129206,32.651,0.212361,53.6647,0.222648,56.2641,0.0464427,11.7363,0.227427,57.4718
632,0.157977,39.9657,0.12365,31.2814,0.219985,55.6526,0.222117,56.192,0.0474952,12.0155,0.228776,57.8765
633,0.15436,39.0934,0.118308,29.963,0.227744,57.6788,0.221142,56.0069,0.0485673,12.3003,0.22988,58.2198
634,0.151063,38.3006,0.113215,28.7046,0.235571,59.7267,0.219751,55.7157,0.049663,12.5915,0.230736,58.5008
635,0.14809,37.5877,0.108406,27.5153,0.243397,61.7784,0.217978,55.3265,0.0507859,12.8903,0.231343,58.7189
636,0.145439,36.9552,0.103915,26.4042,0.251149,63.8154,0.215858,54.8482,0.0519396,13.1976,0.231699,58.8734
637,0.143112,36.4034,0.0997757,25.38,0.258752,65.8187,0.21343,54.2903,0.053127,13.5139,0.231803,58.9639
638,0.14111,35.933,0.0960197,24.451,0.266131,67.769,0.210735,53.6627,0.05435,13.84,0.231655,58.9901
639,0.139433,35.5443,0.0926775,23.6254,0.273212,69.6474,0.207811,52.9754,0.0556091,14.1759,0.231258,58.9524
640,0.138082,35.2379,0.0897769,22.9107,0.279924,71.4353,0.2047,52.2386,0.0569036,14.5215,0.230613,58.8515
641,0.137059,35.0144,0.0873436,22.3136,0.286197,73.1146,0.201441,51.4619,0.0582306,14.8761,0.229729,58.6887
642,0.136365,34.8743,0.0854001,21.8405,0.291968,74.6687,0.19807,50.655,0.059585,15.2384,0.228613,58.4661
643,0.136,34.8181,0.0839656,21.4965,0.297176,76.0818,0.194623,49.8266,0.0609598,15.6067,0.227276,58.1862
644,0.135966,34.8465,0.083056,21.2863,0.301769,77.3398,0.191132,48.9849,0.0623451,15.9783,0.225732,57.8524
645,0.136265,34.96,0.0826832,21.2132,0.305699,78.4302,0.187627,48.1376,0.0637286,16.3502,0.223997,57.4687
646,0.136897,35.1594,0.0828553,21.2798,0.308928,79.3424,0.184133,47.2912,0.0650958,16.7186,0.22209,57.0397
647,0.137865,35.4453,0.0835759,21.4875,0.311424,80.0676,0.180674,46.4516,0.0664295,17.0791,0.220032,56.5706
648,0.139169,35.8183,0.0848448,21.8367,0.313162,80.5991,0.177268,45.6239,0.0677107,17.4268,0.217845,56.0672
649,0.140813,36.2792,0.0866569,22.3264,0.314127,80.9321,0.173932,44.8122,0.0689187,17.7563,0.215553,55.5354
650,0.142796,36.8286,0.0890033,22.9549,0.314311,81.064,0.170679,44.0199,0.0700313,18.0618,0.21318,54.9814
651,0.145121,37.4673,0.0918704,23.719,0.313713,80.9941,0.167519,43.2498,0.0710261,18.3375,0.210751,54.4114
652,0.147791,38.196,0.0952406,24.6147,0.312341,80.7237,0.164459,42.5039,0.0718803,18.5773,0.208288,53.8315
653,0.150805,39.0154,0.0990924,25.6366,0.31021,80.2558,0.161506,41.7838,0.072572,18.7754,0.205815,53.2474
654,0.154166,39.9261,0.1034,26.7787,0.30734,79.5954,0.158662,41.0905,0.0730803,18.9264,0.203351,52.6641
655,0.157876,40.9289,0.108134,28.0336,0.30376,78.749,0.15593,40.4245,0.0733869,19.0254,0.200913,52.0862
656,0.161935,42.0244,0.113263,29.3932,0.299501,77.7246,0.15331,39.7861,0.073476,19.068,0.198514,51.517
657,0.166346,43.2131,0.11875,30.8487,0.294603,76.5314,0.150802,39.1752,0.0733352,19.0509,0.196163,50.959
658,0.171109,44.4957,0.124557,32.3903,0.289106,75.18,0.148405,38.5917,0.0729561,18.9717,0.193866,50.4135
659,0.176225,45.8727,0.130644,34.0076,0.283058,73.6819,0.146116,38.0351,0.0723347,18.8292,0.191622,49.8805
660,0.181695,47.3444,0.136967,35.6896,0.276506,72.0494,0.143934,37.5048,0.0714716,18.6234,0.189426,49.3588
661,0.187519,48.9112,0.143482,37.425,0.269504,70.2956,0.141854,37.0003,0.0703722,18.3554,0.187269,48.8459
662,0.193697,50.5734,0.150144,39.2019,0.262104,68.4342,0.139874,36.5206,0.0690465,18.0277,0.185135,48.3379
663,0.200228,52.3312,0.156905,41.0082,0.254361,66.4791,0.137991,36.0649,0.0675092,17.644,0.183006,47.8301
664,0.207112,54.1845,0.163718,42.8316,0.246331,64.4448,0.136199,35.6323,0.0657791,17.209,0.18086,47.3165
665,0.214348,56.1333,0.170536,44.6598,0.238071,62.3458,0.134496,35.2216,0.0638783,16.7284,0.178672,46.7905
666,0.221933,58.1775,0.177311,46.4803,0.229636,60.1966,0.132875,34.8317,0.0618322,16.2087,0.176413,46.2448
667,0.229866,60.3166,0.183998,48.281,0.221082,58.0118,0.131331,34.4611,0.0596681,15.6568,0.174055,45.6718
668,0.238143,62.5501,0.190551,50.0498,0.212465,55.8056,0.129858,34.1082,0.0574146,15.0804,0.171569,45.0639
669,0.246761,64.8774,0.196926,51.775,0.203838,53.5923,0.128449,33.7714,0.0551009,14.4869,0.168926,44.4134
670,0.255715,67.2978,0.203079,53.4453,0.195253,51.3857,0.127096,33.4484,0.0527555,13.8839,0.1661,43.7133
671,0.265002,69.81,0.208972,55.0498,0.186762,49.1991,0.12579,33.1372,0.0504059,13.2785,0.163067,42.9571
672,0.274616,72.4131,0.214564,56.5781,0.178413,47.0453,0.124522,32.835,0.0480773,12.6774,0.159807,42.1393
673,0.284551,75.1056,0.219822,58.0208,0.170251,44.9369,0.12328,32.539,0.0457923,12.0866,0.156304,41.2556
674,0.294799,77.886,0.224711,59.3687,0.162321,42.8852,0.122052,32.246,0.0435703,11.5113,0.152547,40.3028
675,0.305354,80.7525,0.229202,60.6136,0.154663,40.9014,0.120824,31.9526,0.0414271,10.9556,0.148529,39.2793
676,0.316208,83.7033,0.233268,61.7482,0.147314,38.9955,0.119583,31.6549,0.0393745,10.4228,0.144252,38.1849
677,0.327351,86.7361,0.236885,62.7659,0.140309,37.1767,0.118314,31.3488,0.0374207,9.91512,0.13972,37.0208
678,0.338775,89.8488,0.240034,63.6611,0.133677,35.4533,0.116999,31.0301,0.03557,9.43376,0.134946,35.7898
679,0.350468,93.0387,0.242698,64.429,0.127443,33.8323,0.115622,30.6941,0.0338233,8.97905,0.129944,34.4963
680,0.362422,96.3032,0.244865,65.0659,0.121631,32.32,0.114166,30.3364,0.0321783,8.55046,0.124738,33.1457
681,0.374623,99.6396,0.246525,65.569,0.116256,30.921,0.112613,29.9521,0.0306301,8.14679,0.119354,31.7449
682,0.38706,103.045,0.247672,65.9364,0.111331,29.6389,0.110946,29.5365,0.0291719,7.76627,0.11382,30.3015
683,0.39972,106.515,0.248306,66.1673,0.106862,28.476,0.109148,29.0852,0.0277953,7.40674,0.108169,28.8242
684,0.412591,110.048,0.248427,66.2616,0.102852,27.4332,0.107203,28.5937,0.026491,7.06581,0.102436,27.3221
685,0.425659,113.64,0.24804,66.2203,0.0992977,26.5099,0.105097,28.0581,0.0252497,6.741,0.0966562,25.8047
686,0.43891,117.287,0.247155,66.0453,0.0961899,25.7041,0.102816,27.4749,0.024062,6.42991,0.0908668,24.2817
