t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
281,0.406328,51.4842,0.0811929,10.2876,0.512479,64.9342
282,0.413528,52.5722,0.0842144,10.7063,0.502258,63.8524
283,0.421041,53.7061,0.087826,11.2027,0.491133,62.6467
284,0.428868,54.8864,0.0919706,11.7704,0.479161,61.3229
285,0.437012,56.1139,0.0965871,12.4021,0.466401,59.8877
286,0.445472,57.389,0.101611,13.0902,0.452917,58.3482
287,0.454251,58.7123,0.106973,13.8264,0.438776,56.7122
288,0.463348,60.0843,0.112605,14.6019,0.424047,54.9878
289,0.472764,61.5052,0.118434,15.4079,0.408802,53.1838
290,0.482498,62.9755,0.124387,16.235,0.393115,51.3092
291,0.492548,64.4952,0.130391,17.0736,0.377061,49.3731
292,0.502911,66.0644,0.136372,17.9144,0.360717,47.3852
293,0.513584,67.683,0.142259,18.7477,0.344158,45.3551
294,0.524561,69.3508,0.14798,19.564,0.327459,43.2925
295,0.535838,71.0673,0.153466,20.3539,0.310697,41.2072
296,0.547406,72.832,0.158651,21.1084,0.293943,39.109
297,0.559256,74.6439,0.163473,21.8187,0.277271,37.0073
298,0.57138,76.5022,0.167872,22.4765,0.260748,34.9117
299,0.583764,78.4056,0.171795,23.0738,0.244442,32.831
300,0.596396,80.3525,0.17519,23.6034,0.228414,30.7743
301,0.60926,82.3413,0.178015,24.0586,0.212726,28.7498
302,0.62234,84.3699,0.180229,24.4334,0.197431,26.7655
303,0.635618,86.4363,0.1818,24.7226,0.182582,24.8289
304,0.649074,88.5378,0.182702,24.9217,0.168224,22.9469
305,0.662686,90.6718,0.182913,25.0271,0.154401,21.1258
306,0.676431,92.8352,0.182422,25.0361,0.141147,19.3714
307,0.690284,95.0248,0.181221,24.9469,0.128495,17.6887
308,0.704219,97.237,0.17931,24.7587,0.116472,16.0822
309,0.718207,99.4681,0.176696,24.4715,0.105097,14.5554
310,0.73222,101.714,0.173393,24.0863,0.0943877,13.1116
311,0.746226,103.971,0.16942,23.6051,0.0843534,11.7528
312,0.760195,106.233,0.164806,23.0307,0.0749997,10.4808
313,0.774091,108.497,0.159582,22.3671,0.0663267,9.2964
314,0.787883,110.758,0.153787,21.6188,0.0583298,8.19979
315,0.801534,113.01,0.147466,20.7915,0.0509996,7.19052
316,0.815009,115.248,0.140668,19.8914,0.0443224,6.26748
317,0.828272,117.467,0.133448,18.9257,0.0382801,5.42894
318,0.841286,119.661,0.125863,17.9022,0.0328512,4.67261
319,0.854014,121.825,0.117975,16.8292,0.0280104,3.99568
320,0.866419,123.953,0.109851,15.7157,0.0237295,3.39483
321,0.878465,126.04,0.101558,14.5712,0.0199776,2.86633
322,0.890114,128.079,0.0931647,13.4055,0.0167214,2.40605
323,0.90133,130.065,0.0847437,12.2288,0.013926,2.00956
324,0.912079,131.992,0.0763665,11.0514,0.0115548,1.67217
325,0.922324,133.855,0.0681051,9.88397,0.00957069,1.38898
326,0.932033,135.648,0.060031,8.73692,0.00793569,1.15496
327,0.941173,137.366,0.0522146,7.62081,0.00661197,0.965029
328,0.949713,139.003,0.0447244,6.546,0.00556211,0.814088
329,0.957624,140.554,0.0376266,5.52262,0.00474951,0.697105
330,0.964877,142.015,0.0309844,4.56044,0.00413888,0.60918
331,0.971446,143.381,0.0248575,3.66885,0.00369658,0.545598
332,0.977307,144.647,0.0193015,2.85673,0.00339106,0.501895
333,0.982439,145.809,0.0143674,2.13234,0.00319318,0.473917
334,0.986822,146.863,0.0101012,1.50331,0.00307656,0.457868
335,0.990438,147.807,0.00654366,0.976534,0.00301786,0.450366
336,0.993273,148.636,0.00372949,0.55809,0.00299704,0.448484
337,0.995315,149.348,0.00168746,0.253205,0.00299763,0.449797
338,0.996553,149.94,0.00043995,0.0661945,0.00300686,0.45241
339,0.996981,150.411,2.77162e-06,0.000418146,0.00301585,0.454993
340,0.996595,150.759,0.000385024,0.0582442,0.0030197,0.456804
341,0.995393,150.983,0.001589,0.241022,0.00301754,0.457706
342,0.993377,151.081,0.00361017,0.549065,0.00301258,0.458179
343,0.990551,151.054,0.00643718,0.981638,0.00301205,0.459323
