t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6
1559,0.91675,219.287,0.00468683,1.12109,0.027158,6.49621,0.00507155,1.21312,0.0235278,5.62785,0.00177623,0.424874,0.0210292,5.0302
1560,0.915625,218.74,0.00489912,1.17038,0.0273517,6.53422,0.00509897,1.21813,0.0243042,5.80618,0.00165635,0.395696,0.0210644,5.0322
1561,0.913854,218.038,0.00577257,1.37729,0.0275889,6.58249,0.00512856,1.22363,0.0250547,5.97784,0.00153551,0.366361,0.0210662,5.02622
1562,0.911426,217.181,0.00733186,1.74709,0.0278522,6.63682,0.00516627,1.23106,0.0257673,6.14003,0.00141662,0.337563,0.0210399,5.01354
1563,0.908335,216.167,0.00959657,2.28381,0.0281267,6.69365,0.00521811,1.24182,0.0264307,6.29003,0.00130243,0.309954,0.0209909,4.99545
1564,0.904575,214.995,0.012581,2.9902,0.0284001,6.75001,0.00529014,1.25734,0.0270341,6.42535,0.00119543,0.284125,0.0209245,4.97325
1565,0.900144,213.666,0.0162942,3.86773,0.0286625,6.8036,0.00538839,1.27904,0.0275676,6.5437,0.00109784,0.260593,0.020846,4.94819
1566,0.89504,212.18,0.0207396,4.91658,0.0289069,6.85273,0.00551884,1.30831,0.0280227,6.64312,0.00101154,0.239797,0.0207601,4.92145
1567,0.889267,210.538,0.0259155,6.13563,0.0291284,6.89629,0.00568744,1.34653,0.0283921,6.72197,0.000938091,0.222098,0.0206716,4.89411
1568,0.882827,208.742,0.0318149,7.52252,0.0293249,6.93378,0.00590013,1.39507,0.0286703,6.77901,0.000878807,0.207791,0.0205844,4.86712
1569,0.875726,206.792,0.0384253,9.07369,0.0294962,6.96518,0.00616283,1.45528,0.0288533,6.81337,0.00083478,0.197123,0.0205018,4.84126
1570,0.867973,204.693,0.0457296,10.7844,0.0296441,6.99094,0.00648156,1.52854,0.0289387,6.82459,0.000806994,0.190313,0.0204263,4.81712
1571,0.859578,202.448,0.0537057,12.6488,0.0297721,7.01192,0.00686243,1.61624,0.0289259,6.81262,0.000796429,0.187575,0.0203596,4.79508
1572,0.850553,200.058,0.0623271,14.6599,0.0298852,7.02929,0.00731177,1.7198,0.028816,6.7778,0.000804161,0.189147,0.0203024,4.77532
1573,0.840914,197.53,0.071563,16.8101,0.0299895,7.0445,0.00783616,1.84071,0.0286115,6.72083,0.000831463,0.19531,0.0202546,4.75779
1574,0.830675,194.867,0.0813786,19.0905,0.0300919,7.0592,0.0084425,1.98051,0.0283167,6.64275,0.000879885,0.206411,0.020215,4.74221
1575,0.819856,192.073,0.0917358,21.4916,0.0302,7.07514,0.00913807,2.14084,0.0279367,6.54491,0.0009513,0.222867,0.0201819,4.72814
1576,0.808476,189.155,0.102593,24.0032,0.0303214,7.09415,0.00993059,2.32341,0.0274781,6.4289,0.00104792,0.245176,0.0201525,4.71497
1577,0.796557,186.117,0.113906,26.6145,0.0304642,7.11802,0.0108282,2.53003,0.0269484,6.29655,0.00117227,0.273902,0.0201238,4.70197
1578,0.784121,182.966,0.125629,29.3141,0.0306357,7.1485,0.0118395,2.76261,0.0263558,6.14984,0.00132711,0.309667,0.0200923,4.68833
1579,0.771192,179.707,0.137712,32.0904,0.0308432,7.18725,0.0129734,3.02313,0.0257092,5.99091,0.00151537,0.353119,0.0200547,4.67325
1580,0.757797,176.348,0.150105,34.9312,0.0310932,7.23573,0.0142392,3.31364,0.0250181,5.82199,0.00173995,0.404907,0.0200075,4.65598
1581,0.743961,172.894,0.162757,37.8242,0.0313914,7.29526,0.0156465,3.6362,0.024292,5.64539,0.00200364,0.465641,0.0199481,4.63588
1582,0.729713,169.353,0.175615,40.757,0.0317428,7.36693,0.0172048,3.99292,0.0235411,5.46347,0.0023089,0.535854,0.0198745,4.61251
1583,0.71508,165.732,0.188626,43.7171,0.0321514,7.45161,0.0189234,4.38581,0.0227755,5.2786,0.00265771,0.615968,0.0197857,4.58565
1584,0.700092,162.037,0.201737,46.6921,0.0326202,7.54996,0.0208115,4.81683,0.0220055,5.09317,0.00305145,0.706259,0.019682,4.5554
1585,0.684779,158.276,0.214895,49.6694,0.0331515,7.66242,0.0228774,5.28774,0.0212414,4.90959,0.00349074,0.806829,0.0195653,4.5222
1586,0.66917,154.456,0.228047,52.637,0.0337463,7.78921,0.0251287,5.80012,0.0204936,4.73027,0.00397541,0.917592,0.0194389,4.48683
1587,0.653297,150.584,0.241141,55.5828,0.0344053,7.9304,0.0275716,6.35522,0.0197728,4.55761,0.00450441,1.03826,0.0193081,4.45049
1588,0.637189,146.669,0.254127,58.4953,0.0351283,8.08587,0.0302107,6.95394,0.0190895,4.39405,0.00507586,1.16837,0.0191795,4.41476
1589,0.620878,142.717,0.266955,61.363,0.0359145,8.25539,0.0330491,7.59674,0.0184546,4.24203,0.00568709,1.30725,0.0190618,4.38161
1590,0.604394,138.735,0.279577,64.175,0.0367628,8.43866,0.0360872,8.28358,0.0178791,4.10405,0.00633474,1.4541,0.0189652,4.35334
1591,0.587769,134.731,0.291946,66.921,0.0376719,8.6353,0.0393232,9.01384,0.0173744,3.98263,0.00701491,1.60799,0.0189011,4.33259
1592,0.571032,130.712,0.304017,69.5908,0.0386403,8.84493,0.0427528,9.78629,0.0169519,3.88036,0.00772333,1.7679,0.0188824,4.32227
1593,0.554214,126.684,0.315749,72.175,0.0396667,9.06717,0.0463683,10.599,0.0166236,3.79989,0.00845554,1.9328,0.018923,4.3255
1594,0.537344,122.656,0.3271,74.6648,0.0407499,9.30169,0.0501595,11.4495,0.0164018,3.74391,0.00920706,2.10163,0.0190376,4.34556
1595,0.520452,118.632,0.338033,77.0516,0.0418889,9.54821,0.0541129,12.3346,0.0162989,3.71519,0.00997363,2.2734,0.0192411,4.38584
1596,0.503565,114.621,0.348511,79.3279,0.0430832,9.80656,0.058212,13.2502,0.0163277,3.71651,0.0107513,2.4472,0.0195491,4.44975
1597,0.486713,110.628,0.358502,81.4863,0.0443324,10.0766,0.0624378,14.1919,0.0165012,3.75068,0.0115367,2.62225,0.0199768,4.54067
1598,0.469922,106.66,0.367974,83.5205,0.0456366,10.3583,0.0667686,15.1547,0.0168323,3.82049,0.0123268,2.79787,0.0205395,4.66194
1599,0.453219,102.722,0.3769,85.4245,0.0469962,10.6517,0.0711804,16.1331,0.0173337,3.92869,0.0131197,2.97358,0.0212518,4.81674
1600,0.436628,98.8205,0.385253,87.193,0.0484117,10.9568,0.0756479,17.1211,0.0180178,4.07791,0.0139136,3.14903,0.0221278,5.00812
1601,0.420175,94.9605,0.393012,88.8215,0.0498834,11.2738,0.0801443,18.1128,0.0188964,4.27062,0.014708,3.32403,0.0231808,5.23891
1602,0.403884,91.1474,0.400156,90.3062,0.0514118,11.6025,0.0846426,19.1019,0.0199801,4.50906,0.0155025,3.49855,0.0244231,5.51174
1603,0.387776,87.3861,0.406669,91.6436,0.0529967,11.9429,0.0891159,20.0825,0.0212786,4.79517,0.0162975,3.67267,0.0258663,5.82901
1604,0.371874,83.6813,0.412536,92.8314,0.0546373,12.2948,0.0935384,21.0486,0.0227997,5.13053,0.0170938,3.84656,0.0275206,6.19285
1605,0.356198,80.0375,0.417747,93.8677,0.0563321,12.6578,0.0978856,21.9949,0.0245497,5.51631,0.0178927,4.02048,0.0293954,6.60514
1606,0.340766,76.4588,0.422293,94.7511,0.0580782,13.0312,0.102136,22.9165,0.0265324,5.95315,0.0186954,4.19473,0.0314988,7.06748
1607,0.325599,72.949,0.426169,95.4813,0.0598715,13.414,0.10627,23.8093,0.0287494,6.44118,0.0195034,4.36965,0.0338378,7.58122
1608,0.310712,69.5118,0.429373,96.0584,0.0617064,13.8048,0.110273,24.67,0.0311996,6.9799,0.0203182,4.54555,0.0364182,8.14739
1609,0.296121,66.1504,0.431906,96.4833,0.0635753,14.2021,0.114133,25.4961,0.0338791,7.56824,0.0211412,4.72273,0.0392442,8.76675
1610,0.281842,62.8678,0.433771,96.7574,0.0654691,14.6036,0.117844,26.2864,0.0367814,8.20448,0.0219736,4.90145,0.042319,9.43972
1611,0.267887,59.6668,0.434976,96.8829,0.0673764,15.0069,0.121404,27.0405,0.0398969,8.8863,0.0228164,5.08193,0.0456442,10.1664
1612,0.254268,56.5497,0.435529,96.8625,0.0692843,15.409,0.124815,27.759,0.0432136,9.61078,0.0236704,5.26435,0.0492198,10.9466
1613,0.240998,53.5188,0.435444,96.6998,0.0711779,15.8066,0.128083,28.4437,0.0467168,10.3745,0.0245364,5.44885,0.053044,11.7796
1614,0.228085,50.5758,0.434735,96.3986,0.0730407,16.1961,0.131222,29.0973,0.0503897,11.1735,0.0254149,5.63553,0.0571133,12.6644
1615,0.215538,47.7223,0.43342,95.9635,0.0748548,16.5736,0.134245,29.7232,0.0542136,12.0034,0.0263063,5.82448,0.0614223,13.5995
1616,0.203365,44.9596,0.43152,95.3997,0.076601,16.9348,0.137171,30.3257,0.0581684,12.8598,0.0272113,6.01582,0.0659633,14.5831
1617,0.191571,42.2887,0.429057,94.7127,0.0782598,17.2756,0.140022,30.9094,0.0622327,13.7376,0.0281304,6.20969,0.0707265,15.6126
1618,0.180163,39.7104,0.426056,93.9086,0.0798111,17.5915,0.142821,31.4796,0.0663849,14.6322,0.0290647,6.40625,0.0756999,16.6853
1619,0.169143,37.2252,0.422544,92.9938,0.0812349,17.8782,0.14559,32.0416,0.0706031,15.5384,0.0300153,6.60579,0.0808691,17.7977
1620,0.158515,34.8333,0.41855,91.9753,0.0825122,18.1318,0.148355,32.6006,0.0748656,16.4515,0.030984,6.80864,0.0862174,18.946
1621,0.14828,32.5347,0.414105,90.8602,0.0836249,18.3484,0.151139,33.1619,0.0791519,17.367,0.0319727,7.01524,0.0917257,20.1258
1622,0.13844,30.3292,0.409241,89.6561,0.0845567,18.5246,0.153963,33.73,0.0834423,18.2804,0.0329842,7.22614,0.0973732,21.3324
1623,0.128992,28.2163,0.403991,88.3705,0.0852934,18.6574,0.156847,34.3093,0.0877186,19.1879,0.0340212,7.44193,0.103137,22.5606
1624,0.119937,26.1953,0.398389,87.0116,0.0858237,18.7446,0.159806,34.9031,0.0919644,20.0858,0.035087,7.66331,0.108992,23.8049
1625,0.111272,24.2654,0.392471,85.5872,0.0861391,18.7846,0.162854,35.514,0.0961651,20.971,0.0361851,7.89098,0.114914,25.0596
1626,0.102994,22.4255,0.386273,84.1057,0.0862348,18.7765,0.165998,36.1437,0.100308,21.8407,0.0373187,8.12564,0.120874,26.3188
1627,0.0950981,20.6743,0.379831,82.5751,0.0861094,18.7202,0.169241,36.7929,0.104382,22.6927,0.0384909,8.36791,0.126847,27.5766
1628,0.0875806,19.0105,0.373182,81.0037,0.0857656,18.6165,0.172583,37.4612,0.108379,23.5251,0.0397042,8.61828,0.132806,28.8272
1629,0.0804358,17.4324,0.366362,79.3997,0.0852102,18.4672,0.176016,38.147,0.112292,24.3365,0.04096,8.87704,0.138723,30.0648
1630,0.0736574,15.9385,0.359409,77.7713,0.0844539,18.2747,0.179531,38.848,0.116116,25.1259,0.0422587,9.14421,0.144575,31.284
1631,0.0672389,14.5268,0.352359,76.1263,0.0835113,18.0424,0.18311,39.5606,0.119846,25.8925,0.0435991,9.41949,0.150336,32.4797
1632,0.061173,13.1955,0.345247,74.4728,0.0824011,17.7746,0.186735,40.2804,0.12348,26.6358,0.044978,9.70216,0.155986,33.6475
1633,0.0554519,11.9426,0.338109,72.8183,0.0811453,17.4762,0.190381,41.0022,0.127018,27.3557,0.0463904,9.99107,0.161504,34.783
1634,0.0500677,10.766,0.330981,71.1705,0.0797692,17.1527,0.194021,41.7201,0.130458,28.0523,0.0478289,10.2846,0.166875,35.883
1635,0.045012,9.66357,0.323895,69.5365,0.0783009,16.8103,0.197624,42.4276,0.133801,28.7256,0.0492837,10.5807,0.172083,36.9444
1636,0.0402761,8.63309,0.316885,67.9236,0.076771,16.4557,0.201159,43.1179,0.137048,29.3759,0.0507429,10.8766,0.177118,37.9649
1637,0.0358512,7.67238,0.309984,66.3385,0.0752118,16.0958,0.20459,43.7836,0.1402,30.0038,0.0521923,11.1695,0.18197,38.9428
1638,0.0317284,6.77922,0.303222,64.7877,0.0736569,15.7378,0.207884,44.4174,0.14326,30.6096,0.0536158,11.4558,0.186633,39.8769
1639,0.0278986,5.9514,0.29663,63.2778,0.0721405,15.3892,0.211004,45.0119,0.146228,31.1937,0.0549959,11.7318,0.191102,40.7663
1640,0.0243531,5.18671,0.290237,61.8145,0.070697,15.057,0.213916,45.5598,0.149108,31.7569,0.0563139,11.9937,0.195374,41.6107
1641,0.0210829,4.48298,0.284072,60.4038,0.0693604,14.7485,0.216586,46.0541,0.151901,32.2996,0.0575505,12.2373,0.199448,42.4097
1642,0.0180793,3.8381,0.27816,59.0511,0.0681633,14.4705,0.218982,46.4882,0.154609,32.8222,0.0586866,12.4587,0.203321,43.1634
1643,0.015334,3.25,0.272527,57.7616,0.0671369,14.2295,0.221072,46.8559,0.157234,33.3254,0.0597038,12.6541,0.206992,43.8716
1644,0.0128386,2.7167,0.267199,56.5402,0.0663099,14.0314,0.22283,47.1517,0.159778,33.8095,0.0605849,12.82,0.21046,44.534
1645,0.0105855,2.23627,0.262198,55.3915,0.0657086,13.8815,0.224231,47.3707,0.162242,34.275,0.0613147,12.9532,0.21372,45.1502
1646,0.00856714,1.80692,0.257546,54.3198,0.065356,13.7844,0.225254,47.5089,0.164628,34.7221,0.0618805,13.0514,0.216769,45.7194
1647,0.00677663,1.42693,0.253264,53.329,0.0652714,13.744,0.225881,47.5631,0.166936,35.1511,0.0622724,13.1125,0.219599,46.2404
1648,0.0052075,1.09472,0.24937,52.4228,0.0654705,13.7632,0.2261,47.5309,0.169165,35.5621,0.0624839,13.1354,0.222202,46.7114
1649,0.00385386,0.808825,0.245884,51.6046,0.0659648,13.8443,0.225903,47.411,0.171317,35.9548,0.0625119,13.1196,0.224566,47.1305
1650,0.00271042,0.567905,0.242821,50.8773,0.0667615,13.9883,0.225285,47.2031,0.173387,36.3292,0.0623566,13.0653,0.226679,47.4951
1651,0.00177252,0.370773,0.240195,50.2437,0.0678634,14.1956,0.224248,46.9079,0.175374,36.6846,0.0620219,12.9736,0.228524,47.8023
1652,0.00103616,0.216381,0.238021,49.706,0.069269,14.4655,0.222799,46.5271,0.177274,37.0203,0.0615147,12.8461,0.230086,48.0489
1653,0.000498058,0.103836,0.236309,49.2661,0.0709723,14.7964,0.220947,46.0634,0.179082,37.3352,0.0608449,12.685,0.231347,48.2315
1654,0.000155649,0.0323957,0.23507,48.9257,0.0729633,15.186,0.218709,45.5205,0.180789,37.6281,0.0600248,12.4931,0.232288,48.3466
1655,7.11409e-06,0.00147819,0.234311,48.6859,0.0752278,15.631,0.216106,44.9031,0.182389,37.8972,0.0590686,12.2734,0.232891,48.3908
1656,5.13901e-05,0.01066,0.234039,48.5474,0.077748,16.1275,0.213162,44.2167,0.183869,38.1405,0.0579918,12.0294,0.233139,48.3607
1657,0.000288183,0.0596777,0.234257,48.5106,0.0805025,16.6707,0.209906,43.4678,0.185219,38.3557,0.0568108,11.7645,0.233016,48.2535
1658,0.00071797,0.148427,0.234968,48.5753,0.0834671,17.2553,0.206371,42.6634,0.186425,38.5399,0.0555424,11.4824,0.232508,48.0668
1659,0.001342,0.276961,0.236172,48.7412,0.0866149,17.8756,0.202593,41.8112,0.187471,38.6902,0.0542029,11.1864,0.231604,47.7985
1660,0.00216227,0.445489,0.237866,49.0072,0.0899166,18.5254,0.198611,40.9194,0.188339,38.8033,0.0528081,10.88,0.230297,47.4477
1661,0.00318154,0.654368,0.240047,49.3719,0.0933417,19.1982,0.194464,39.9965,0.189013,38.8754,0.0513727,10.5661,0.228581,47.0137
1662,0.00440331,0.904103,0.242707,49.8334,0.0968581,19.8872,0.190194,39.0512,0.189471,38.9028,0.04991,10.2477,0.226457,46.497
1663,0.00583177,1.19534,0.245837,50.3894,0.100433,20.5858,0.185842,38.0921,0.189694,38.8817,0.0484321,9.92714,0.223929,45.8988
1664,0.00747178,1.52885,0.249428,51.0371,0.104034,21.2871,0.181451,37.1279,0.189663,38.8081,0.0469493,9.6066,0.221004,45.221
1665,0.00932889,1.90554,0.253465,51.7734,0.107628,21.9843,0.17706,36.1667,0.189355,38.6782,0.0454703,9.2879,0.217693,44.4666
1666,0.0114092,2.32643,0.257932,52.5945,0.111183,22.6711,0.172707,35.2163,0.188753,38.4884,0.0440027,8.97252,0.214013,43.639
1667,0.0137194,2.79264,0.262813,53.4964,0.114668,23.341,0.168426,34.2838,0.187839,38.2352,0.0425525,8.6617,0.209982,42.7425
1668,0.0162668,3.30539,0.268087,54.4747,0.118054,23.9883,0.164251,33.3755,0.186596,37.9159,0.0411244,8.35639,0.205622,41.782
1669,0.019059,3.86598,0.273732,55.5243,0.121313,24.6073,0.160207,32.4968,0.18501,37.5279,0.0397224,8.05738,0.200957,40.7625
1670,0.0221042,4.4758,0.279724,56.6402,0.124418,25.1929,0.156319,31.6523,0.183073,37.0696,0.0383496,7.76527,0.196013,39.69
1671,0.0254108,5.13628,0.286037,57.8166,0.127347,25.7405,0.152602,30.8453,0.180776,36.5401,0.0370087,7.48056,0.190819,38.5701
1672,0.0289877,5.84891,0.292645,59.0477,0.130076,26.2458,0.14907,30.0782,0.178117,35.9392,0.0357018,7.20364,0.185402,37.409
1673,0.0328438,6.61523,0.299518,60.3273,0.132588,26.7052,0.145729,29.352,0.175099,35.2675,0.0344307,6.93486,0.179792,36.2129
1674,0.0369884,7.43677,0.306624,61.6489,0.134864,27.1153,0.142581,28.6669,0.171727,34.5269,0.0331972,6.67452,0.174019,34.9877
1675,0.0414308,8.31511,0.313932,63.0057,0.136889,27.4735,0.139622,28.022,0.168013,33.72,0.0320027,6.4229,0.16811,33.7395
1676,0.0461805,9.2518,0.321409,64.391,0.138651,27.7773,0.136844,27.4154,0.163972,32.8502,0.0308488,6.18025,0.162095,32.474
1677,0.0512468,10.2484,0.329019,65.7975,0.140137,28.0248,0.134234,26.8443,0.159626,31.9221,0.0297368,5.94679,0.155999,31.1969
1678,0.0566392,11.3064,0.336728,67.218,0.14134,28.2144,0.131776,26.3052,0.154998,30.9409,0.0286679,5.72272,0.149851,29.9134
1679,0.0623666,12.4272,0.344499,68.6451,0.14225,28.3449,0.12945,25.7943,0.150118,29.9126,0.0276431,5.50819,0.143674,28.6286
1680,0.0684382,13.6124,0.352294,70.0714,0.142862,28.4153,0.127235,25.307,0.145017,28.8439,0.026663,5.30327,0.137491,27.3471
1681,0.0748627,14.8632,0.360076,71.4894,0.143171,28.425,0.125107,24.8387,0.139729,27.7417,0.0257279,5.108,0.131327,26.0735
1682,0.0816484,16.1809,0.367807,72.8913,0.143172,28.3735,0.123044,24.3847,0.134291,26.6135,0.0248378,4.92231,0.1252,24.8119
1683,0.0888033,17.5668,0.375447,74.2696,0.142863,28.2607,0.121022,23.9402,0.12874,25.4669,0.0239921,4.74602,0.119131,23.5661
1684,0.096335,19.0217,0.382959,75.6168,0.142243,28.0865,0.119019,23.5009,0.123115,24.3096,0.0231896,4.57888,0.113139,22.3398
1685,0.10425,20.5468,0.390301,76.9251,0.141311,27.8511,0.117015,23.0626,0.117453,23.149,0.0224288,4.42052,0.107242,21.1364
1686,0.112556,22.1429,0.397436,78.1869,0.140066,27.5549,0.11499,22.6218,0.11179,21.9924,0.0217074,4.27045,0.101455,19.9591
1687,0.121257,23.8105,0.404323,79.3949,0.13851,27.1985,0.11293,22.1755,0.106163,20.8466,0.0210226,4.12811,0.0957947,18.8107
1688,0.130358,25.5504,0.410924,80.5416,0.136646,26.7828,0.110822,21.7213,0.100602,19.7181,0.0203714,3.99282,0.0902757,17.6941
1689,0.139865,27.3627,0.4172,81.6196,0.134477,26.3086,0.108657,21.2573,0.0951392,18.6127,0.0197501,3.86385,0.0849121,16.6119
1690,0.149779,29.2477,0.423111,82.6218,0.132008,25.7774,0.106429,20.7827,0.0898006,17.5355,0.0191548,3.74039,0.0797168,15.5665
1691,0.160104,31.2055,0.42862,83.5411,0.129245,25.1908,0.104136,20.2969,0.08461,16.4911,0.0185813,3.62162,0.0747021,14.56
1692,0.170841,33.2357,0.43369,84.3705,0.126198,24.5507,0.101779,19.8002,0.0795876,15.4831,0.0180254,3.50669,0.0698794,13.5944
1693,0.181991,35.3381,0.438282,85.1035,0.122875,23.8592,0.0993608,19.2934,0.0747501,14.5146,0.017483,3.39477,0.0652589,12.6717
1694,0.193551,37.5119,0.442362,85.7336,0.119288,23.1191,0.0968883,18.7778,0.0701108,13.5881,0.0169501,3.28508,0.0608497,11.7932
1695,0.205521,39.7564,0.445894,86.2546,0.115453,22.3334,0.0943697,18.2551,0.0656795,12.7052,0.0164229,3.17689,0.0566599,10.9604
1696,0.217897,42.0705,0.448845,86.6607,0.111384,21.5055,0.0918155,17.7273,0.0614633,11.867,0.0158983,3.06957,0.0526961,10.1743
1697,0.230675,44.4528,0.451183,86.9462,0.107102,20.6392,0.0892369,17.1966,0.0574661,11.0741,0.0153736,2.96259,0.0489633,9.43559
1698,0.243849,46.9017,0.452878,87.1061,0.102625,19.7388,0.0866462,16.6654,0.0536895,10.3266,0.0148466,2.85558,0.0454653,8.74476
1699,0.257412,49.4155,0.453901,87.1357,0.0979779,18.8089,0.0840558,16.1362,0.0501332,9.6241,0.0143161,2.74827,0.042204,8.10193
1700,0.271355,51.992,0.454226,87.0306,0.0931848,17.8544,0.0814782,15.6114,0.0467947,8.96594,0.0137815,2.64056,0.0391796,7.50689
1701,0.285668,54.6289,0.45383,86.7871,0.0882729,16.8806,0.078925,15.093,0.0436702,8.35116,0.0132431,2.5325,0.0363908,6.9591
1702,0.300339,57.3235,0.452692,86.402,0.0832707,15.8933,0.0764073,14.5833,0.0407549,7.77859,0.0127017,2.42429,0.0338344,6.45772
1703,0.315355,60.0729,0.450794,85.8729,0.078208,14.898,0.0739348,14.084,0.038043,7.24691,0.0121592,2.31624,0.0315055,6.00157
1704,0.330703,62.8738,0.448121,85.1977,0.0731158,13.9009,0.0715162,13.5968,0.0355283,6.75471,0.0116179,2.20882,0.0293979,5.58919
1705,0.346364,65.7229,0.444664,84.3754,0.0680257,12.908,0.0691585,13.1229,0.033204,6.3005,0.0110805,2.10255,0.0275038,5.21887
1706,0.362322,68.6164,0.440413,83.4053,0.0629697,11.9252,0.0668674,12.6633,0.0310635,5.88279,0.0105505,1.99805,0.0258141,4.88866
1707,0.378556,71.5502,0.435368,82.288,0.0579792,10.9585,0.0646471,12.2188,0.0290997,5.50007,0.0100313,1.89599,0.0243186,4.59641
1708,0.395047,74.52,0.429528,81.0244,0.0530855,10.0138,0.0625006,11.7898,0.0273059,5.15087,0.00952657,1.79705,0.0230065,4.33984
1709,0.411771,77.5213,0.4229,79.6166,0.0483183,9.09656,0.0604293,11.3766,0.0256753,4.83371,0.00904002,1.7019,0.0218659,4.11654
1710,0.428704,80.5493,0.415495,78.0674,0.043706,8.21193,0.0584341,10.9792,0.0242012,4.54717,0.00857515,1.61119,0.0208848,3.92405
1711,0.445821,83.5989,0.407327,76.3806,0.0392748,7.36468,0.0565146,10.5974,0.0228769,4.28981,0.00813523,1.52549,0.0200509,3.75988
1712,0.463094,86.6649,0.398416,74.5608,0.0350485,6.55909,0.0546702,10.2311,0.0216958,4.06022,0.00772317,1.44534,0.0193519,3.62157
1713,0.480496,89.7417,0.388788,72.6136,0.0310482,5.79884,0.0528995,9.87997,0.020651,3.85697,0.00734146,1.37116,0.0187756,3.5067
1714,0.497996,92.8236,0.378473,70.5452,0.0272918,5.08703,0.0512012,9.54362,0.0197355,3.67859,0.00699215,1.3033,0.0183103,3.41294
1715,0.515564,95.9048,0.367505,68.363,0.0237936,4.42607,0.0495742,9.22176,0.018942,3.52358,0.00667681,1.24201,0.0179447,3.33807
1716,0.533167,98.9792,0.355924,66.0751,0.0205644,3.81766,0.0480173,8.91413,0.0182627,3.39036,0.00639652,1.18747,0.0176683,3.28001
1717,0.550773,102.041,0.343773,63.6903,0.0176113,3.26282,0.0465299,8.62052,0.0176896,3.27731,0.00615195,1.13976,0.017471,3.23682
1718,0.568347,105.083,0.331103,61.2182,0.0149375,2.76183,0.0451119,8.34082,0.0172139,3.18272,0.00594335,1.09888,0.0173437,3.2067
1719,0.585855,108.099,0.317964,58.6692,0.0125424,2.31426,0.0437634,8.07503,0.0168267,3.10478,0.00577062,1.06477,0.017278,3.18805
1720,0.603262,111.084,0.304413,56.0541,0.0104215,1.91899,0.0424855,7.82321,0.0165183,3.04165,0.00563336,1.03732,0.0172663,3.17938
1721,0.620532,114.03,0.29051,53.3844,0.00856701,1.57428,0.0412794,7.58554,0.0162789,2.99142,0.00553088,1.01636,0.0173018,3.17939
1722,0.637629,116.93,0.276318,50.6721,0.0069678,1.27778,0.0401467,7.36223,0.0160982,2.95215,0.0054623,1.0017,0.0173785,3.18692
1723,0.654516,119.78,0.261902,47.9293,0.00560972,1.02661,0.0390893,7.15354,0.0159661,2.92189,0.00542652,0.993081,0.017491,3.20094
1724,0.671157,122.571,0.247328,45.1687,0.00447607,0.817449,0.0381091,6.95974,0.0158724,2.89872,0.00542224,0.990246,0.0176346,3.22055
1725,0.687517,125.298,0.232666,42.4029,0.00354804,0.646622,0.0372078,6.78104,0.0158071,2.8808,0.00544802,0.992889,0.0178054,3.24498
1726,0.70356,127.955,0.217986,39.6447,0.00280521,0.510178,0.0363867,6.61759,0.0157607,2.86638,0.00550222,1.00068,0.0179995,3.27355
1727,0.719251,130.536,0.203355,36.9067,0.00222604,0.404,0.0356462,6.46938,0.0157246,2.85383,0.00558301,1.01325,0.0182141,3.30565
1728,0.734555,133.034,0.188845,34.2015,0.00178849,0.32391,0.0349861,6.33628,0.0156907,2.84171,0.00568839,1.03022,0.0184462,3.34077
1729,0.749439,135.445,0.174524,31.5414,0.00147054,0.265768,0.0344048,6.21792,0.0156521,2.82878,0.00581615,1.05114,0.0186935,3.37844
1730,0.763871,137.762,0.160458,28.9381,0.00125079,0.225576,0.0338996,6.11369,0.0156033,2.81401,0.00596392,1.07557,0.0189537,3.41825
1731,0.77782,139.981,0.146712,26.4031,0.00110896,0.199575,0.0334661,6.02275,0.0155397,2.79661,0.00612911,1.10303,0.0192247,3.4598
1732,0.791256,142.097,0.133348,23.9471,0.00102646,0.184336,0.0330984,5.94395,0.0154582,2.77604,0.00630904,1.133,0.0195046,3.50271
1733,0.804151,144.106,0.120424,21.5802,0.000986832,0.176842,0.0327892,5.87589,0.0153568,2.75198,0.00650086,1.16497,0.0197912,3.54662
1734,0.81648,146.003,0.107995,19.3117,0.000976174,0.174559,0.0325293,5.81687,0.0152351,2.72433,0.00670167,1.19839,0.0200825,3.59115
1735,0.828218,147.785,0.0961121,17.1499,0.000983499,0.175492,0.0323082,5.76498,0.0150935,2.69323,0.00690854,1.23274,0.0203765,3.63592
1736,0.839342,149.448,0.08482,15.1025,0.00100101,0.178233,0.0321141,5.71804,0.0149335,2.65897,0.00711852,1.26748,0.0206709,3.68053
1737,0.849833,150.99,0.0741594,13.1759,0.00102428,0.181983,0.031934,5.67372,0.0147575,2.62197,0.00732873,1.3021,0.0209632,3.72453
1738,0.859672,152.408,0.0641653,11.3756,0.00105238,0.186573,0.0317541,5.62957,0.0145686,2.5828,0.00753633,1.33609,0.0212509,3.76749
1739,0.868845,153.7,0.0548671,9.70608,0.00108792,0.192455,0.0315601,5.58304,0.01437,2.54208,0.00773857,1.36897,0.0215314,3.80894
1740,0.877337,154.865,0.0462882,8.17065,0.00113692,0.200685,0.0313375,5.5316,0.0141655,2.50046,0.00793277,1.40027,0.0218017,3.84837
