t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3
209,0.590628,56.3818,0.153666,14.6691,0.133806,12.7733,0.121899,11.6366
210,0.578458,55.4758,0.15469,14.8352,0.134317,12.8814,0.132535,12.7105
211,0.566373,54.567,0.155703,15.0012,0.134251,12.9343,0.143673,13.8422
212,0.554381,53.6565,0.156737,15.17,0.133614,12.932,0.155268,15.0278
213,0.542487,52.7448,0.157823,15.3448,0.132426,12.8755,0.167264,16.2627
214,0.530698,51.8327,0.158994,15.5288,0.13071,12.7663,0.179598,17.5412
215,0.519017,50.9207,0.16028,15.725,0.1285,12.6072,0.192203,18.8571
216,0.507448,50.0094,0.161711,15.9368,0.125837,12.4014,0.205004,20.2033
217,0.495994,49.0991,0.163318,16.1671,0.122768,12.1529,0.217921,21.5723
218,0.484658,48.1904,0.165129,16.4191,0.119344,11.8665,0.23087,22.9558
219,0.473441,47.2834,0.167172,16.6958,0.115622,11.5474,0.243765,24.3453
220,0.462344,46.3786,0.169474,17.0002,0.111664,11.2012,0.256518,25.7318
221,0.451369,45.4762,0.17206,17.3354,0.107532,10.834,0.269038,27.106
222,0.440517,44.5764,0.174956,17.704,0.10329,10.452,0.281237,28.4587
223,0.429788,43.6795,0.178185,18.109,0.099001,10.0615,0.293027,29.7804
224,0.419182,42.7857,0.181768,18.553,0.094729,9.66894,0.304321,31.0619
225,0.4087,41.8952,0.185727,19.0386,0.0905338,9.28047,0.315039,32.2941
226,0.398343,41.0083,0.190081,19.5683,0.0864723,8.90207,0.325103,33.4684
227,0.388112,40.1252,0.194849,20.1446,0.082597,8.53933,0.334441,34.5764
228,0.378009,39.2463,0.200046,20.7695,0.0789551,8.1974,0.34299,35.6104
229,0.368034,38.3719,0.205688,21.4454,0.0755873,7.88086,0.35069,36.5635
230,0.358191,37.5024,0.211788,22.1741,0.072528,7.59363,0.357493,37.4293
231,0.348482,36.6384,0.218357,22.9574,0.0698038,7.33896,0.363357,38.2022
232,0.338911,35.7803,0.225404,23.7969,0.0674339,7.11928,0.368251,38.8778
233,0.329483,34.9289,0.232936,24.6939,0.0654296,6.93628,0.372151,39.4523
234,0.320201,34.0848,0.240958,25.6496,0.0637941,6.79077,0.375046,39.923
235,0.311073,33.249,0.249472,26.6648,0.0625229,6.68275,0.376932,40.2883
236,0.302105,32.4223,0.258476,27.74,0.061604,6.61141,0.377815,40.5475
237,0.293306,31.6059,0.267967,28.8754,0.0610181,6.57515,0.377709,40.7009
238,0.284684,30.8009,0.277936,30.0708,0.0607396,6.57161,0.37664,40.7499
239,0.276249,30.0087,0.288374,31.3258,0.0607368,6.59778,0.37464,40.6967
240,0.268013,29.2306,0.299266,32.6392,0.0609731,6.64999,0.371749,40.5445
241,0.259986,28.4684,0.310592,34.0097,0.0614076,6.72411,0.368014,40.2974
242,0.252183,27.7237,0.32233,35.4352,0.0619962,6.81553,0.363491,39.9602
243,0.244618,26.9983,0.334453,36.9134,0.0626927,6.91935,0.358237,39.5384
244,0.237304,26.2942,0.34693,38.4412,0.0634495,7.03045,0.352317,39.0381
245,0.230258,25.6135,0.359724,40.0151,0.0642191,7.14361,0.345798,38.466
246,0.223497,24.9584,0.372797,41.631,0.0649546,7.25363,0.338752,37.8292
247,0.217037,24.3311,0.386101,43.2843,0.0656113,7.35542,0.33125,37.1351
248,0.210897,23.7342,0.39959,44.9697,0.0661471,7.44416,0.323366,36.3915
249,0.205095,23.1702,0.413209,46.6815,0.0665234,7.51535,0.315172,35.6059
250,0.19965,22.6415,0.426902,48.4133,0.0667063,7.5649,0.306742,34.7864
251,0.194581,22.1508,0.440607,50.1582,0.0666668,7.58927,0.298146,33.9405
252,0.189907,21.7009,0.45426,51.909,0.0663813,7.58548,0.289452,33.0761
253,0.185647,21.2944,0.467795,53.6578,0.0658323,7.55121,0.280726,32.2003
254,0.181821,20.9341,0.48114,55.3965,0.0650085,7.48481,0.27203,31.3204
255,0.178447,20.6228,0.494225,57.1165,0.0639049,7.38534,0.263422,30.4431
256,0.175544,20.363,0.506977,58.8089,0.0625227,7.25258,0.254956,29.5747
257,0.17313,20.1576,0.519321,60.4648,0.0608691,7.08703,0.246681,28.7212
258,0.17122,20.0091,0.531183,62.0749,0.0589574,6.88987,0.23864,27.8878
259,0.169832,19.9201,0.542489,63.63,0.056806,6.66293,0.230872,27.0796
260,0.16898,19.8929,0.553168,65.1207,0.0544383,6.40865,0.223414,26.301
261,0.168677,19.9298,0.563149,66.538,0.0518818,6.13002,0.216292,25.5557
262,0.168936,20.0331,0.572363,67.8729,0.0491675,5.83046,0.209533,24.8472
263,0.169768,20.2047,0.580747,69.1167,0.0463293,5.51381,0.203156,24.1783
264,0.17118,20.4463,0.588239,70.2611,0.0434028,5.18416,0.197177,23.5515
265,0.173182,20.7597,0.594785,71.2983,0.0404247,4.84581,0.191609,22.9686
266,0.175776,21.1461,0.600333,72.2209,0.0374321,4.50314,0.186459,22.4313
267,0.178968,21.6068,0.604839,73.0224,0.0344613,4.16052,0.181732,21.9406
268,0.182757,22.1426,0.608264,73.6966,0.0315473,3.82223,0.177432,21.4974
269,0.187144,22.7543,0.610578,74.2384,0.0287228,3.49232,0.173556,21.1022
270,0.192124,23.442,0.611755,74.6434,0.026018,3.17459,0.170103,20.7552
271,0.197693,24.2061,0.611779,74.9081,0.0234593,2.87243,0.167068,20.4564
272,0.203843,25.0462,0.610642,75.0299,0.0210697,2.58884,0.164446,20.2055
273,0.210564,25.962,0.608341,75.0071,0.0188675,2.32632,0.162228,20.0023
274,0.217844,26.9527,0.604884,74.8391,0.0168668,2.08684,0.160405,19.8461
275,0.225669,28.0172,0.600285,74.5262,0.0150767,1.8718,0.158969,19.7363
276,0.234024,29.1542,0.594565,74.0696,0.013502,1.68205,0.157909,19.672
277,0.24289,30.3622,0.587754,73.4717,0.0121426,1.51787,0.157213,19.6523
278,0.252247,31.6393,0.57989,72.7355,0.0109942,1.379,0.156869,19.6761
279,0.262074,32.9834,0.571013,71.8652,0.0100483,1.26464,0.156865,19.7423
280,0.272347,34.3922,0.561175,70.8657,0.00929307,1.17354,0.157186,19.8496
281,0.283041,35.863,0.550429,69.7426,0.00871326,1.10402,0.157817,19.9964
282,0.294131,37.3931,0.538835,68.5026,0.00829126,1.05408,0.158743,20.1811
283,0.305589,38.9795,0.526458,67.1526,0.00800758,1.02141,0.159946,20.4019
284,0.317387,40.6191,0.513365,65.7003,0.00784154,1.00356,0.161406,20.6567
285,0.329496,42.3085,0.499628,64.154,0.00777197,0.99795,0.163104,20.9432
286,0.341886,44.0443,0.485318,62.5223,0.00777799,1.00202,0.165018,21.2588
287,0.354527,45.823,0.470511,60.8139,0.00783965,1.01328,0.167122,21.6007
288,0.367389,47.6408,0.455281,59.0382,0.00793861,1.02943,0.169391,21.9656
289,0.380441,49.4942,0.439704,57.2042,0.00805878,1.04842,0.171796,22.3502
290,0.393652,51.3793,0.423854,55.3213,0.00818685,1.06854,0.174307,22.7505
291,0.406993,53.2924,0.407804,53.3987,0.00831279,1.08849,0.17689,23.1623
292,0.420433,55.2297,0.391626,51.4455,0.0084302,1.10742,0.179511,23.5813
293,0.433943,57.1875,0.375387,49.4706,0.00853658,1.125,0.182133,24.0026
294,0.447495,59.1621,0.359153,47.4827,0.00863351,1.14141,0.184718,24.421
295,0.461061,61.1499,0.342988,45.4899,0.0087267,1.15741,0.187224,24.8313
296,0.474615,63.1472,0.326947,43.5002,0.0088259,1.17428,0.189612,25.2278
297,0.488129,65.1506,0.311087,41.5208,0.00894469,1.19385,0.191839,25.6047
298,0.501581,67.1568,0.295457,39.5588,0.00910021,1.21843,0.193862,25.9563
299,0.514946,69.1626,0.280101,37.6205,0.00931272,1.2508,0.19564,26.2765
300,0.528203,71.1648,0.265062,35.7118,0.00960508,1.29409,0.197131,26.5595
301,0.54133,73.1606,0.250374,33.838,0.0100022,1.35179,0.198294,26.7994
302,0.554309,75.147,0.23607,32.0037,0.0105302,1.42756,0.199092,26.9906
303,0.567121,77.1215,0.222176,30.2132,0.0112159,1.52522,0.199488,27.1279
304,0.57975,79.0816,0.208715,28.4701,0.0120859,1.6486,0.199449,27.2061
305,0.592181,81.025,0.195707,26.7776,0.0131659,1.80142,0.198946,27.2207
306,0.6044,82.9495,0.183166,25.1382,0.0144797,1.98723,0.197954,27.1678
307,0.616394,84.8531,0.171104,23.5542,0.0160486,2.20926,0.196454,27.0439
308,0.628153,86.734,0.159528,22.0273,0.0178907,2.47031,0.194428,26.8463
309,0.639665,88.5905,0.148445,20.5589,0.0200199,2.77266,0.191869,26.573
310,0.650924,90.4211,0.137857,19.15,0.0224458,3.11799,0.188773,26.2229
311,0.66192,92.2243,0.127765,17.8012,0.0251726,3.50726,0.185143,25.7957
312,0.672648,93.9989,0.118166,16.5131,0.0281992,3.94069,0.180987,25.292
313,0.683101,95.7438,0.109059,15.2858,0.0315185,4.41766,0.176322,24.7134
314,0.693275,97.4579,0.100439,14.1193,0.0351176,4.9367,0.171169,24.0623
315,0.703165,99.1404,0.0923005,13.0136,0.0389774,5.49549,0.165557,23.3421
316,0.712769,100.79,0.0846376,11.9683,0.0430729,6.0908,0.15952,22.5572
