t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_7,AvgX_7
359,0.486046,77.2591,0.275563,43.8019,0.105098,16.7058,0.0125201,1.99012,0.0602324,9.57421,0.0136516,2.16999,0.0159407,2.53384,0.0309478,4.91928
360,0.497045,79.2066,0.271844,43.3198,0.102038,16.2602,0.0119041,1.89698,0.0579403,9.23308,0.0134881,2.1494,0.0153788,2.45069,0.0303623,4.83839
361,0.508111,81.1736,0.267456,42.7277,0.0994134,15.8819,0.0113012,1.80543,0.0557489,8.90621,0.0133445,2.13186,0.0148332,2.36969,0.029791,4.75929
362,0.519228,83.1573,0.262415,42.0273,0.0972366,15.573,0.0107049,1.71445,0.0536685,8.59532,0.0132153,2.11651,0.0143051,2.29105,0.0292269,4.68086
363,0.530375,85.1547,0.256741,41.2212,0.0955123,15.335,0.0101089,1.62304,0.0517088,8.30214,0.0130955,2.10255,0.0137954,2.21493,0.0286636,4.6021
364,0.541534,87.1626,0.250458,40.3125,0.0942407,15.1685,0.00950788,1.53034,0.0498795,8.02836,0.0129799,2.08918,0.013305,2.1415,0.0280955,4.52212
365,0.552684,89.1779,0.243596,39.3052,0.0934163,15.0731,0.00889764,1.43567,0.0481891,7.77551,0.0128641,2.07567,0.0128347,2.07093,0.0275183,4.4402
366,0.563806,91.1973,0.236188,38.2041,0.0930285,15.0476,0.00827533,1.33856,0.0466449,7.54496,0.012744,2.06138,0.0123852,2.00335,0.0269284,4.35574
367,0.574878,93.2174,0.228271,37.0145,0.0930612,15.09,0.00763977,1.2388,0.0452527,7.33779,0.0126164,2.04576,0.0119574,1.93891,0.0263232,4.26835
368,0.585881,95.2346,0.219886,35.7424,0.0934937,15.1974,0.00699151,1.13647,0.0440161,7.1548,0.0124785,2.02838,0.0115517,1.87773,0.0257015,4.17776
369,0.596792,97.2456,0.211078,34.3946,0.0943001,15.3659,0.00633291,1.03193,0.0429367,6.99642,0.0123289,2.00897,0.0111688,1.81992,0.0250629,4.08392
370,0.60759,99.2466,0.201893,32.9782,0.0954506,15.5913,0.00566804,0.925843,0.0420137,6.86271,0.0121669,1.9874,0.0108089,1.76558,0.0244082,3.98695
371,0.618255,101.234,0.192383,31.5011,0.0969111,15.8684,0.00500261,0.819136,0.0412438,6.75333,0.0119928,1.96373,0.0104724,1.71476,0.0237393,3.88712
372,0.628765,103.204,0.182599,29.9715,0.0986442,16.1913,0.00434376,0.712977,0.0406216,6.66756,0.0118082,1.93818,0.0101591,1.66751,0.0230594,3.78492
373,0.639098,105.154,0.172596,28.3981,0.10061,16.5538,0.00369977,0.608741,0.0401393,6.60431,0.0116156,1.91117,0.00986903,1.6238,0.0223722,3.681
374,0.649234,107.079,0.16243,26.7897,0.102765,16.9492,0.00307985,0.507961,0.039787,6.5621,0.0114187,1.88329,0.00960154,1.58359,0.0216829,3.57618
375,0.659153,108.975,0.152158,25.1557,0.105067,17.3703,0.00249372,0.412277,0.0395532,6.53917,0.0112221,1.8553,0.0093559,1.54678,0.0209973,3.47141
376,0.668834,110.84,0.141837,23.5055,0.107468,17.8098,0.00195135,0.323381,0.0394244,6.53346,0.0110313,1.82813,0.00913106,1.51321,0.0203221,3.36781
377,0.678257,112.67,0.131526,21.8487,0.109925,18.2603,0.00146262,0.242965,0.0393861,6.54269,0.0108527,1.80282,0.00892571,1.48271,0.0196645,3.2666
378,0.687403,114.46,0.121282,20.1948,0.11239,18.7142,0.00103695,0.172663,0.0394231,6.56438,0.0106933,1.78055,0.0087383,1.45502,0.0190325,3.16912
379,0.696254,116.208,0.111161,18.5534,0.11482,19.1641,0.000683071,0.114008,0.0395193,6.59598,0.0105603,1.76257,0.00856711,1.42989,0.0184342,3.07677
380,0.704792,117.911,0.10122,16.9341,0.117171,19.6026,0.000408761,0.0683853,0.0396584,6.63482,0.0104615,1.7502,0.00841031,1.40704,0.0178781,2.99099
381,0.712999,119.565,0.091513,15.3461,0.1194,20.0225,0.000220616,0.0369956,0.0398245,6.67827,0.0104046,1.74478,0.00826606,1.38616,0.0173726,2.91326
382,0.720858,121.166,0.0820916,13.7984,0.121469,20.4171,0.000123914,0.0208282,0.0400017,6.72371,0.0103971,1.74761,0.00813253,1.36696,0.0169261,2.84503
383,0.728356,122.712,0.0730059,12.2999,0.12334,20.7801,0.000122506,0.0206396,0.040175,6.76863,0.0104464,1.75999,0.00800803,1.34918,0.0165465,2.78772
384,0.735477,124.201,0.0643032,10.8589,0.124979,21.1054,0.00021876,0.0369422,0.0403305,6.81065,0.010559,1.7831,0.00789107,1.33257,0.0162414,2.7427
385,0.742207,125.628,0.0560279,9.48344,0.126357,21.3876,0.000413563,0.0700008,0.0404552,6.84756,0.010741,1.81805,0.00778037,1.31693,0.0160178,2.71122
386,0.748535,126.992,0.0482209,8.18089,0.127446,21.6218,0.000706359,0.119837,0.0405376,6.87738,0.0109976,1.86579,0.00767494,1.30209,0.0158819,2.69444
387,0.754448,128.291,0.0409196,6.9582,0.128223,21.8038,0.00109524,0.186241,0.0405675,6.89833,0.011333,1.92713,0.00757403,1.28793,0.0158391,2.69338
388,0.759938,129.521,0.0341577,5.82172,0.128669,21.93,0.00157706,0.268788,0.0405365,6.90891,0.0117503,2.00268,0.0074772,1.27439,0.015894,2.70892
389,0.764994,130.682,0.0279649,4.77717,0.12877,21.9975,0.00214757,0.366863,0.0404377,6.90786,0.0122515,2.09288,0.0073842,1.26142,0.01605,2.74179
390,0.769609,131.771,0.0223669,3.82961,0.128514,22.0039,0.0028016,0.479684,0.0402658,6.89421,0.0128373,2.19798,0.00729501,1.24903,0.0163098,2.79252
391,0.773777,132.786,0.0173851,2.98341,0.127896,21.9479,0.00353326,0.606333,0.0400174,6.86727,0.0135075,2.31799,0.00720973,1.23724,0.0166746,2.86149
392,0.777491,133.726,0.0130365,2.24224,0.126912,21.8285,0.00433605,0.745786,0.0396904,6.82663,0.0142604,2.45274,0.00712855,1.22609,0.017145,2.94889
393,0.780748,134.59,0.00933389,1.60903,0.125565,21.6456,0.00520312,0.896944,0.0392847,6.77213,0.0150932,2.60186,0.00705168,1.21561,0.0177203,3.05473
394,0.783546,135.377,0.00628569,1.08601,0.12386,21.3998,0.00612743,1.05866,0.0388012,6.70386,0.0160023,2.76479,0.00697932,1.20585,0.0183987,3.17884
395,0.785881,136.086,0.00389598,0.674639,0.121807,21.0924,0.00710189,1.22979,0.0382425,6.62219,0.0169827,2.94078,0.00691161,1.19684,0.0191775,3.32083
396,0.787754,136.716,0.00216461,0.375671,0.119419,20.7253,0.00811958,1.40916,0.0376124,6.52767,0.0180288,3.12892,0.00684861,1.18858,0.0200527,3.48016
397,0.789166,137.266,0.00108733,0.189129,0.116714,20.301,0.00917383,1.59568,0.0369157,6.42107,0.0191341,3.32816,0.00679027,1.18109,0.0210194,3.65608
398,0.790117,137.738,0.0006559,0.11434,0.113711,19.8227,0.0102584,1.7883,0.0361583,6.30332,0.0202915,3.53733,0.00673645,1.17434,0.0220716,3.84766
399,0.790612,138.13,0.00085828,0.149952,0.110433,19.294,0.0113675,1.98604,0.0353467,6.17552,0.0214933,3.75515,0.0066869,1.16829,0.0232024,4.05376
400,0.790654,138.443,0.00167887,0.293968,0.106906,18.7191,0.012496,2.18804,0.0344883,6.03888,0.0227316,3.98028,0.00664128,1.16288,0.0244038,4.27308
401,0.790249,138.677,0.00309872,0.54378,0.103158,18.1027,0.0136396,2.39354,0.0335908,5.8947,0.0239981,4.21132,0.00659918,1.15806,0.0256668,4.50416
402,0.789402,138.833,0.00509584,0.896211,0.0992192,17.4498,0.0147945,2.60192,0.0326623,5.74435,0.0252847,4.44685,0.00656012,1.15373,0.0269819,4.74533
403,0.788119,138.911,0.00764549,1.34757,0.0951213,16.7657,0.0159579,2.81268,0.0317108,5.58923,0.0265833,4.68547,0.00652354,1.14982,0.0283383,4.9948
404,0.78641,138.913,0.0107205,1.89368,0.0908971,16.0562,0.0171279,3.02551,0.0307445,5.43076,0.0278858,4.92579,0.00648887,1.1462,0.0297249,5.25064
405,0.784283,138.838,0.0142915,2.52997,0.0865803,15.327,0.0183036,3.24022,0.0297714,5.27032,0.0291849,5.16649,0.00645543,1.14278,0.0311299,5.5108
406,0.781746,138.69,0.0183276,3.25151,0.0822048,14.584,0.0194849,3.45683,0.0287991,5.10925,0.0304735,5.40631,0.00642253,1.13942,0.0325411,5.77313
407,0.778811,138.468,0.0227964,4.05306,0.0778048,13.8332,0.0206729,3.67552,0.0278345,4.94882,0.0317451,5.64409,0.0063894,1.136,0.0339461,6.03542
408,0.775487,138.174,0.0276644,4.92917,0.0734136,13.0807,0.0218696,3.89667,0.0268843,4.79018,0.0329939,5.87878,0.00635519,1.13235,0.0353323,6.29542
409,0.771785,137.81,0.0328976,5.87422,0.0690637,12.3321,0.0230783,4.12088,0.0259541,4.63439,0.0342149,6.10944,0.00631903,1.12833,0.0366871,6.55087
410,0.767718,137.378,0.0384618,6.88248,0.0647863,11.5931,0.0243034,4.34892,0.0250489,4.48233,0.0354036,6.33525,0.00627994,1.12375,0.0379983,6.79954
411,0.763296,136.879,0.0443225,7.94817,0.0606108,10.8691,0.0255502,4.58181,0.0241726,4.33476,0.0365564,6.5555,0.00623692,1.11844,0.039254,7.03925
412,0.758534,136.314,0.0504461,9.06555,0.0565644,10.165,0.0268255,4.82075,0.0233282,4.19225,0.0376702,6.76963,0.00618895,1.1122,0.040443,7.26791
413,0.753442,135.687,0.0567994,10.2289,0.0526718,9.48561,0.0281371,5.06718,0.0225176,4.05517,0.0387428,6.97716,0.00613497,1.10484,0.0415547,7.48356
414,0.748033,134.998,0.0633501,11.4328,0.048955,8.83491,0.0294937,5.32274,0.0217417,3.92373,0.0397725,7.17775,0.00607396,1.09617,0.0425797,7.68437
415,0.742322,134.25,0.0700674,12.6718,0.0454329,8.21659,0.0309052,5.58923,0.0210004,3.79795,0.0407581,7.37114,0.00600495,1.086,0.0435094,7.86871
416,0.73632,133.444,0.0769219,13.9407,0.0421215,7.63374,0.0323821,5.86866,0.0202924,3.67763,0.0416989,7.55714,0.00592704,1.07417,0.0443364,8.03515
417,0.73004,132.584,0.0838856,15.2346,0.0390333,7.08889,0.0339359,6.16315,0.0196157,3.56243,0.0425947,7.73568,0.00583944,1.06051,0.0450549,8.18248
418,0.723497,131.67,0.0909326,16.5489,0.0361775,6.58398,0.0355784,6.47494,0.0189671,3.45183,0.0434457,7.90672,0.0057415,1.0449,0.0456602,8.30974
419,0.716703,130.705,0.0980385,17.8793,0.0335602,6.12038,0.0373213,6.8063,0.0183428,3.34519,0.0442523,8.0703,0.00563271,1.02724,0.0461492,8.41623
420,0.709671,129.692,0.105181,19.2217,0.0311843,5.6989,0.0391767,7.1595,0.0177387,3.24173,0.0450152,8.22649,0.00551271,1.00744,0.0465202,8.50152
421,0.702415,128.631,0.11234,20.5725,0.0290498,5.31982,0.0411558,7.53675,0.0171499,3.14061,0.0457355,8.37543,0.00538131,0.985466,0.0467733,8.56547
422,0.694947,127.527,0.119496,21.9281,0.0271541,4.98292,0.043269,7.9401,0.0165714,3.04094,0.0464143,8.51728,0.00523849,0.961292,0.0469098,8.60821
423,0.687281,126.379,0.126632,23.2855,0.0254922,4.68758,0.0455255,8.37137,0.0159984,2.94183,0.0470531,8.65226,0.00508437,0.934929,0.0469328,8.63016
424,0.679431,125.192,0.133734,24.6419,0.0240572,4.43278,0.0479327,8.83209,0.0154261,2.84242,0.0476534,8.78063,0.00491922,0.906417,0.0468468,8.63201
425,0.671408,123.967,0.140787,25.9945,0.0228407,4.21724,0.0504958,9.3234,0.0148505,2.74195,0.048217,8.90266,0.00474346,0.875818,0.0466575,8.61472
426,0.663227,122.706,0.147779,27.3411,0.0218332,4.03945,0.0532174,9.84595,0.0142679,2.63975,0.0487461,9.0187,0.00455764,0.843225,0.0463722,8.57949
427,0.6549,121.412,0.154698,28.6794,0.0210248,3.89778,0.0560973,10.3999,0.0136758,2.53535,0.049243,9.12914,0.00436245,0.808753,0.0459991,8.52776
428,0.646441,120.086,0.161533,30.0073,0.0204052,3.79057,0.0591319,10.9847,0.0130727,2.42845,0.04971,9.2344,0.00415873,0.772548,0.0455476,8.46117
429,0.637863,118.732,0.168275,31.3228,0.0199645,3.7162,0.0623141,11.5992,0.0124582,2.31898,0.0501502,9.33499,0.00394746,0.734782,0.045028,8.38154
430,0.629179,117.352,0.174913,32.624,0.0196937,3.67317,0.0656332,12.2416,0.0118335,2.20713,0.0505666,9.43145,0.00372978,0.695661,0.0444512,8.29084
431,0.620404,115.947,0.181438,33.9089,0.0195847,3.66018,0.0690748,12.9094,0.0112008,2.09331,0.0509625,9.52438,0.00350701,0.655424,0.0438289,8.19118
432,0.61155,114.521,0.187839,35.1755,0.019631,3.67617,0.0726205,13.5992,0.0105638,1.97822,0.0513418,9.61447,0.00328065,0.614347,0.043173,8.08476
433,0.602633,113.077,0.194107,36.4217,0.0198276,3.72041,0.0762488,14.3071,0.0099275,1.86277,0.0517083,9.70243,0.00305239,0.572744,0.0424959,7.97382
434,0.593665,111.616,0.20023,37.6455,0.0201716,3.79248,0.0799345,15.0286,0.00929805,1.74813,0.0520664,9.78906,0.00282415,0.53097,0.0418098,7.86069
435,0.584662,110.141,0.206198,38.8444,0.0206618,3.89235,0.0836499,15.7583,0.00868265,1.63567,0.0524206,9.87519,0.00259799,0.489419,0.0411271,7.74768
436,0.575637,108.655,0.211998,40.0159,0.0212992,4.02035,0.0873645,16.4906,0.00808934,1.52691,0.0527756,9.96172,0.0023762,0.448522,0.0404601,7.6371
437,0.566607,107.161,0.217616,41.1573,0.0220865,4.17717,0.091046,17.2194,0.00752681,1.42353,0.0531362,10.0496,0.00216119,0.408742,0.0398208,7.53123
438,0.557584,105.662,0.223039,42.2658,0.0230281,4.36383,0.0946611,17.9383,0.0070042,1.32729,0.0535073,10.1396,0.00195552,0.370571,0.0392207,7.43232
439,0.548586,104.161,0.228251,43.3382,0.0241303,4.58164,0.0981754,18.6407,0.00653086,1.24002,0.0538937,10.2329,0.00176182,0.33452,0.0386712,7.34255
440,0.539627,102.66,0.233236,44.3712,0.0254002,4.83218,0.101555,19.32,0.00611614,1.16355,0.0543002,10.3302,0.00158277,0.301109,0.0381831,7.26403
441,0.530722,101.162,0.237977,45.3612,0.0268461,5.11719,0.104767,19.9699,0.00576923,1.09969,0.0547312,10.4324,0.00142101,0.270862,0.0377666,7.19879
442,0.521889,99.6715,0.242455,46.3047,0.0284767,5.43854,0.107779,20.5839,0.00549896,1.0502,0.0551905,10.5404,0.00127914,0.244294,0.0374316,7.14877
443,0.513141,98.1904,0.246654,47.1976,0.030301,5.79816,0.110562,21.1563,0.00531371,1.01679,0.0556819,10.6548,0.00115965,0.221902,0.037187,7.11581
444,0.504495,96.7223,0.250552,48.0361,0.0323277,6.19791,0.11309,21.6817,0.00522132,1.00104,0.0562079,10.7762,0.00106488,0.20416,0.0370416,7.10164
445,0.495967,95.2702,0.254131,48.816,0.0345648,6.63955,0.115338,22.1552,0.00522903,1.00444,0.0567706,10.9051,0.000996996,0.191513,0.0370029,7.10788
446,0.487572,93.8373,0.257371,49.5332,0.0370193,7.12466,0.117286,22.5727,0.00534354,1.02841,0.0573712,11.0416,0.000957978,0.184371,0.0370781,7.13598
447,0.479327,92.4267,0.260253,50.1836,0.0396967,7.65456,0.11892,22.9309,0.00557097,1.07423,0.0580097,11.1858,0.000949633,0.183114,0.0372733,7.18726
448,0.471245,91.0416,0.262757,50.7629,0.042601,8.23024,0.120227,23.2271,0.00591703,1.14313,0.0586852,11.3376,0.000973601,0.188093,0.0375938,7.26288
449,0.463343,89.6851,0.264864,51.2673,0.045734,8.8523,0.1212,23.4597,0.00638706,1.23628,0.0593956,11.4967,0.0010314,0.199638,0.0380438,7.36379
450,0.455636,88.3602,0.266557,51.6928,0.0490953,9.52093,0.121837,23.6275,0.00698621,1.35482,0.0601377,11.6623,0.00112447,0.218065,0.0386265,7.49073
451,0.448136,87.07,0.267819,52.0356,0.0526825,10.2359,0.122138,23.7306,0.00771952,1.49985,0.0609072,11.8339,0.00125422,0.243687,0.0393436,7.64421
452,0.440858,85.8173,0.268635,52.2924,0.0564903,10.9964,0.122108,23.7694,0.00859211,1.67254,0.0616988,12.0103,0.00142212,0.27683,0.0401958,7.8245
453,0.433816,84.6049,0.26899,52.4598,0.0605112,11.8012,0.121756,23.7454,0.00960926,1.87405,0.0625062,12.1903,0.00162975,0.317842,0.0411823,8.03157
454,0.427021,83.4356,0.268872,52.535,0.0647353,12.6486,0.121093,23.6604,0.0107765,2.10563,0.0633223,12.3725,0.00187883,0.367104,0.0423006,8.26512
455,0.420485,82.3118,0.268272,52.5154,0.0691504,13.5365,0.120136,23.5171,0.0120998,2.3686,0.0641393,12.5556,0.00217129,0.425041,0.0435472,8.52456
456,0.414218,81.236,0.26718,52.399,0.0737422,14.4622,0.118899,23.3183,0.0135854,2.66436,0.0649489,12.7377,0.0025093,0.492122,0.0449166,8.80898
457,0.408232,80.2105,0.265592,52.1841,0.0784944,15.4228,0.117402,23.0675,0.0152399,2.99438,0.0657426,12.9173,0.00289524,0.568865,0.0464021,9.1172
458,0.402534,79.2372,0.263503,51.8694,0.0833892,16.4148,0.115665,22.7682,0.0170702,3.3602,0.0665116,13.0925,0.00333167,0.655826,0.0479957,9.44775
459,0.397132,78.318,0.260912,51.4542,0.0884072,17.4347,0.113708,22.4243,0.0190832,3.76337,0.0672474,13.2618,0.00382128,0.753589,0.049688,9.79891
460,0.392034,77.4547,0.257822,50.9383,0.0935282,18.4785,0.111552,22.0395,0.0212857,4.20545,0.067942,13.4234,0.00436678,0.86275,0.0514687,10.1687
461,0.387244,76.6485,0.254237,50.322,0.0987311,19.5422,0.109218,21.6179,0.0236843,4.68792,0.0685879,13.5758,0.0049708,0.983887,0.0533266,10.5551
462,0.382767,75.9009,0.250163,49.6061,0.103995,20.6216,0.106726,21.1632,0.0262848,5.21215,0.0691786,13.7178,0.00563574,1.11754,0.05525,10.9558
463,0.378607,75.2126,0.245611,48.7921,0.109297,21.7125,0.104094,20.679,0.029092,5.77931,0.0697088,13.8481,0.00636359,1.26417,0.0572268,11.3685
464,0.374764,74.5845,0.240592,47.8818,0.114617,22.8107,0.101343,20.169,0.0321093,6.39029,0.0701743,13.9659,0.00715581,1.42413,0.0592451,11.7908
465,0.37124,74.0169,0.235121,46.8778,0.119933,23.912,0.0984885,19.6364,0.0353381,7.04562,0.0705728,14.0706,0.00801314,1.59764,0.061293,12.2204
466,0.368035,73.5102,0.229216,45.7829,0.125227,25.0124,0.0955471,19.0843,0.0387778,7.74537,0.0709034,14.162,0.00893545,1.78474,0.0633594,12.6552
467,0.365145,73.0643,0.222897,44.6009,0.130477,26.1081,0.0925338,18.5157,0.0424249,8.48909,0.071167,14.2403,0.00992167,1.9853,0.0654342,13.0932
468,0.362568,72.6789,0.216186,43.3357,0.135667,27.1952,0.0894623,17.9332,0.0462732,9.27573,0.0713665,14.3058,0.0109696,2.19893,0.0675082,13.5324
469,0.360299,72.3533,0.209107,41.9918,0.140779,28.2705,0.0863453,17.3394,0.0503129,10.1036,0.0715066,14.3596,0.0120761,2.42506,0.0695736,13.9714
470,0.358333,72.0868,0.201689,40.5743,0.145798,29.3307,0.0831949,16.7366,0.0545307,10.9701,0.0715936,14.4027,0.0132366,2.66285,0.071624,14.4088
471,0.356662,71.8783,0.193959,39.0886,0.150711,30.3728,0.0800222,16.1269,0.0589099,11.8721,0.0716359,14.4368,0.0144458,2.91126,0.0736548,14.8437
472,0.355279,71.7265,0.185948,37.5407,0.155503,31.3941,0.0768378,15.5126,0.0634298,12.8057,0.071643,14.4639,0.0156969,3.16902,0.0756628,15.2754
473,0.354174,71.6299,0.177689,35.9368,0.160164,32.3923,0.073652,14.8957,0.0680661,13.766,0.0716259,14.486,0.0169826,3.43465,0.0776464,15.7036
474,0.353337,71.5865,0.169217,34.2836,0.164683,33.365,0.0704751,14.2784,0.0727913,14.7476,0.0715967,14.5056,0.0182945,3.7065,0.0796058,16.1282
475,0.352756,71.5944,0.160567,32.5882,0.169052,34.3104,0.067317,13.6625,0.0775745,15.7443,0.071568,14.5253,0.0196237,3.98277,0.0815424,16.5496
476,0.352419,71.6513,0.151775,30.8579,0.173263,35.2267,0.0641878,13.0502,0.0823824,16.7494,0.0715532,14.5477,0.0209604,4.26153,0.083459,16.9683
477,0.352312,71.7548,0.142881,29.1003,0.17731,36.1123,0.0610977,12.4437,0.0871795,17.7557,0.0715654,14.5756,0.0222949,4.54077,0.0853594,17.385
478,0.352423,71.9023,0.133924,27.3235,0.181185,36.9658,0.0580571,11.845,0.0919289,18.7556,0.0716178,14.6117,0.023617,4.81841,0.0872481,17.8006
479,0.352735,72.091,0.124943,25.5356,0.184883,37.7859,0.0550762,11.2563,0.0965929,19.7414,0.0717227,14.6585,0.0249164,5.09234,0.0891305,18.2162
480,0.353233,72.3178,0.11598,23.7448,0.188401,38.5714,0.0521656,10.6799,0.101134,20.7053,0.0718916,14.7184,0.0261829,5.36046,0.0910119,18.633
481,0.353902,72.5798,0.107076,21.9597,0.191732,39.3212,0.0493357,10.118,0.105515,21.6396,0.0721347,14.7937,0.0274067,5.6207,0.0928978,19.0519
482,0.354724,72.8736,0.0982726,20.1889,0.194872,40.0341,0.0465967,9.57272,0.109702,22.5369,0.0724609,14.8862,0.0285782,5.87104,0.0947932,19.4741
483,0.355683,73.196,0.0896114,18.4411,0.197818,40.709,0.0439585,9.04623,0.113662,23.3904,0.0728771,14.9974,0.0296883,6.10955,0.0967024,19.9004
484,0.356761,73.5434,0.0811341,16.7252,0.200564,41.3448,0.0414306,8.5406,0.117365,24.1938,0.0733883,15.1284,0.0307285,6.33443,0.0986286,20.3315
485,0.357941,73.9125,0.0728823,15.0497,0.203107,41.9404,0.0390219,8.05777,0.120785,24.9414,0.0739977,15.2801,0.0316911,6.54402,0.100574,20.7679
486,0.359205,74.2997,0.0648968,13.4236,0.205442,42.4946,0.0367405,7.59958,0.123902,25.6285,0.074706,15.4526,0.0325695,6.73683,0.102539,21.2097
487,0.360535,74.7014,0.0572178,11.8553,0.207563,43.0061,0.0345937,7.16767,0.126699,26.2515,0.075512,15.6458,0.0333577,6.91158,0.104522,21.6565
488,0.361915,75.114,0.0498847,10.3534,0.209466,43.4739,0.032588,6.76351,0.129164,26.8074,0.0764122,15.859,0.0340514,7.06723,0.106519,22.1077
489,0.363326,75.5339,0.0429355,8.92612,0.211146,43.8965,0.0307288,6.3884,0.13129,27.2947,0.0774008,16.0913,0.0346471,7.203,0.108526,22.562
490,0.364751,75.9577,0.036407,7.58159,0.212599,44.2727,0.0290206,6.0434,0.133077,27.7127,0.0784703,16.3411,0.0351431,7.31839,0.110532,23.0179
491,0.366174,76.3818,0.0303341,6.32753,0.213818,44.6013,0.0274666,5.72939,0.134527,28.0616,0.0796112,16.6064,0.0355389,7.41322,0.11253,23.473
492,0.367578,76.8029,0.02475,5.17134,0.214801,44.8812,0.0260695,5.44704,0.135649,28.3429,0.0808121,16.8851,0.0358356,7.4876,0.114504,23.9249
493,0.368948,77.2176,0.0196855,4.12,0.215543,45.1111,0.0248306,5.19683,0.136455,28.5588,0.0820604,17.1745,0.0360358,7.54197,0.116442,24.3702
494,0.370269,77.6227,0.0151691,3.18002,0.21604,45.2903,0.0237507,4.97906,0.13696,28.7122,0.083342,17.4717,0.0361435,7.57708,0.118325,24.8056
495,0.371526,78.0153,0.0112265,2.3574,0.216291,45.418,0.0228295,4.79387,0.137184,28.8068,0.0846419,17.7736,0.0361641,7.59396,0.120136,25.2269
496,0.372707,78.3923,0.00788058,1.65754,0.216295,45.4938,0.0220663,4.64126,0.137148,28.8467,0.0859441,18.0769,0.0361042,7.59388,0.121856,25.6302
497,0.373797,78.7512,0.00515099,1.0852,0.216052,45.5176,0.0214595,4.52106,0.136874,28.8366,0.0872323,18.378,0.0359711,7.57835,0.123463,26.011
498,0.374787,79.0893,0.00305396,0.64446,0.215565,45.4895,0.0210071,4.43302,0.136388,28.7812,0.0884897,18.6735,0.0357732,7.54904,0.124937,26.3647
499,0.375665,79.4043,0.00160215,0.338646,0.214839,45.4104,0.0207065,4.37674,0.135712,28.6854,0.0896994,18.9598,0.0355192,7.5077,0.126258,26.6871
500,0.376422,79.6943,0.000804459,0.170316,0.21388,45.2815,0.0205546,4.35171,0.134871,28.5542,0.0908448,19.2332,0.0352179,7.45615,0.127405,26.9736
501,0.377051,79.9572,0.000665858,0.141202,0.212698,45.1046,0.0205475,4.35729,0.133888,28.3923,0.0919095,19.4903,0.0348779,7.39619,0.128362,27.2204
502,0.377544,80.1917,0.00118729,0.252183,0.211305,44.882,0.020681,4.39271,0.132786,28.2042,0.0928778,19.7276,0.0345075,7.32952,0.129111,27.4236
503,0.377896,80.3963,0.00236556,0.503267,0.209718,44.6169,0.0209499,4.45704,0.131584,27.994,0.0937345,19.9417,0.0341144,7.25773,0.129638,27.5801
504,0.378103,80.57,0.00419336,0.893565,0.207954,44.3129,0.0213486,4.54917,0.1303,27.7656,0.0944656,20.1297,0.0337051,7.18222,0.129931,27.6871
505,0.378161,80.712,0.0066592,1.42129,0.206034,43.9745,0.02187,4.66777,0.12895,27.5222,0.0950579,20.2885,0.0332852,7.10416,0.129982,27.7424
506,0.37807,80.822,0.00974746,2.08376,0.203985,43.6069,0.0225064,4.8113,0.127548,27.2665,0.0954994,20.4154,0.0328592,7.02447,0.129785,27.7447
507,0.37783,80.8997,0.0134385,2.87742,0.201833,43.2158,0.0232486,4.97791,0.126104,27.001,0.0957794,20.508,0.0324301,6.94382,0.129336,27.6931
508,0.377441,80.9452,0.0177089,3.79782,0.199609,42.8078,0.0240862,5.16548,0.124628,26.7274,0.0958889,20.5641,0.0319999,6.86263,0.128638,27.5875
509,0.376907,80.9591,0.0225314,4.83972,0.197347,42.3898,0.0250073,5.37154,0.123125,26.4471,0.0958201,20.582,0.0315693,6.78105,0.127693,27.4283
510,0.376231,80.9421,0.0278753,5.99707,0.195081,41.9696,0.0259985,5.5933,0.121601,26.1611,0.0955668,20.5602,0.0311382,6.69905,0.126508,27.2168
511,0.37542,80.8951,0.0337067,7.26309,0.19285,41.5552,0.0270449,5.82761,0.120057,25.8698,0.0951249,20.4974,0.0307054,6.61637,0.125091,26.9545
512,0.374479,80.8194,0.0399889,8.63033,0.190692,41.1549,0.02813,6.07098,0.118495,25.5735,0.0944916,20.393,0.0302692,6.53264,0.123454,26.6436
513,0.373417,80.7168,0.0466824,10.0908,0.188647,40.7774,0.029236,6.31959,0.116916,25.2722,0.0936662,20.2467,0.0298273,6.44739,0.121608,26.2866
514,0.372242,80.5889,0.053746,11.6358,0.186754,40.4314,0.0303438,6.56931,0.115318,24.9659,0.0926497,20.0583,0.0293775,6.3601,0.119569,25.8862
515,0.370966,80.438,0.0611362,13.2564,0.185051,40.1254,0.0314332,6.81578,0.113701,24.6542,0.0914449,19.8284,0.0289173,6.27026,0.117351,25.4456
516,0.369599,80.2663,0.0688084,14.9432,0.183578,39.8679,0.0324833,7.05444,0.112063,24.3368,0.0900562,19.5576,0.0284448,6.17739,0.114968,24.9678
517,0.368153,80.0764,0.0767174,16.6867,0.182368,39.6667,0.0334729,7.28064,0.110403,24.0137,0.0884897,19.2473,0.0279581,6.08113,0.112437,24.456
518,0.366642,79.8712,0.084817,18.477,0.181456,39.5293,0.0343808,7.48969,0.108722,23.6847,0.0867532,18.8988,0.0274563,5.98122,0.109773,23.9134
519,0.365079,79.6535,0.0930613,20.3043,0.180869,39.4623,0.0351863,7.67699,0.10702,23.3499,0.0848554,18.5139,0.0269388,5.87755,0.106989,23.343
