t,T+R,N_0,N_1
0,1,2.02345e-29,4.65561e-43
10,1,1.43771e-29,4.49416e-36
20,1,1.91686e-29,6.46758e-35
30,1,3.02828e-29,2.09701e-33
40,1,3.20796e-29,1.8142e-35
50,1,2.38194e-29,4.82547e-32
60,1,2.65693e-29,4.27528e-31
70,1,1.60534e-29,8.05228e-31
80,1,7.09782e-30,1.02244e-30
90,1,5.77209e-30,1.26814e-30
100,1,2.75154e-30,1.19074e-30
110,1,-7.72586e-30,1.23169e-30
120,1.00001,-4.50033e-30,1.31584e-30
130,1.00045,1.71622e-29,3.80445e-31
140,1.01894,3.40424e-29,7.58343e-31
150,0.930637,1.49693e-25,1.14874e-25
160,1.46895,1.01402e-21,7.76211e-22
170,0.656137,1.88254e-18,1.50322e-18
180,0.185103,1.22828e-15,1.02994e-15
190,0.0408362,3.29585e-13,2.92391e-13
200,0.0685231,4.10274e-11,3.88329e-11
210,0.0797441,2.597e-09,2.64906e-09
220,0.156955,8.94558e-08,9.96026e-08
230,0.242069,1.7561e-06,2.17138e-06
240,0.388972,2.0147e-05,2.83563e-05
250,0.578514,0.000135402,0.000225284
260,0.798102,0.000519117,0.00108699
270,0.985897,0.00105477,0.00312034
280,1.08488,0.000949539,0.00510148
290,1.08147,0.000246139,0.00440554
300,1.02889,0.000255543,0.00176705
310,0.9907,0.000485208,0.000227967
320,0.98581,0.000233786,3.1609e-05
330,0.994412,2.45472e-05,0.000247198
340,0.996391,3.42401e-05,0.000360953
350,0.991666,0.000172395,0.000331338
360,0.98951,0.000255188,0.000281339
370,0.993039,0.000223055,0.000270762
380,0.997638,0.000146432,0.000269898
390,0.99872,0.000101934,0.000250355
400,0.996527,0.000104139,0.000224431
410,0.994154,0.000122646,0.000216514
420,0.993572,0.00013148,0.000229699
430,0.994362,0.000129116,0.000247139
440,0.99518,0.000125663,0.000253977
450,0.995364,0.000126221,0.000249749
460,0.99515,0.000128299,0.00024287
470,0.994977,0.000128469,0.000239691
480,0.99498,0.000126782,0.000240362
490,0.995036,0.000125397,0.000241986
500,0.995034,0.000125495,0.000242701
600,0.995011,0.000126602,0.000242545
700,0.99501,0.000126618,0.000242493
800,0.99501,0.000126617,0.000242492
900,0.99501,0.000126617,0.000242492
1000,0.99501,0.000126617,0.000242492
1100,0.99501,0.000126617,0.000242492
1200,0.99501,0.000126617,0.000242492
1300,0.99501,0.000126617,0.000242492
1400,0.99501,0.000126617,0.000242492
1500,0.99501,0.000126617,0.000242492
1600,0.99501,0.000126617,0.000242492
1700,0.99501,0.000126617,0.000242492
1800,0.99501,0.000126617,0.000242492
1900,0.99501,0.000126617,0.000242492
2000,0.99501,0.000126617,0.000242492
2100,0.99501,0.000126617,0.000242492
2200,0.99501,0.000126617,0.000242492
2300,0.99501,0.000126617,0.000242492
2400,0.99501,0.000126617,0.000242492
2500,0.99501,0.000126617,0.000242492
2600,0.99501,0.000126617,0.000242492
2700,0.99501,0.000126617,0.000242492
2800,0.99501,0.000126617,0.000242492
2900,0.99501,0.000126617,0.000242492
3000,0.99501,0.000126617,0.000242492
3100,0.99501,0.000126617,0.000242492
3200,0.99501,0.000126617,0.000242492
3300,0.99501,0.000126617,0.000242492
3400,0.99501,0.000126617,0.000242492
3500,0.99501,0.000126617,0.000242492
3600,0.99501,0.000126617,0.000242492
3700,0.99501,0.000126617,0.000242492
3800,0.99501,0.000126617,0.000242492
3900,0.99501,0.000126617,0.000242492
4000,0.99501,0.000126617,0.000242492
4100,0.99501,0.000126617,0.000242492
4200,0.99501,0.000126617,0.000242492
4300,0.99501,0.000126617,0.000242492
4400,0.99501,0.000126617,0.000242492
4500,0.99501,0.000126617,0.000242492
4600,0.99501,0.000126617,0.000242492
4700,0.99501,0.000126617,0.000242492
4800,0.99501,0.000126617,0.000242492
4900,0.99501,0.000126617,0.000242492
5000,0.99501,0.000126617,0.000242492
5100,0.99501,0.000126617,0.000242492
5200,0.99501,0.000126617,0.000242492
5300,0.99501,0.000126617,0.000242492
5400,0.99501,0.000126617,0.000242492
5500,0.99501,0.000126617,0.000242492
5600,0.99501,0.000126617,0.000242492
5700,0.99501,0.000126617,0.000242492
5800,0.99501,0.000126617,0.000242492
5900,0.99501,0.000126617,0.000242492
6000,0.99501,0.000126617,0.000242492
6100,0.99501,0.000126617,0.000242492
6200,0.99501,0.000126617,0.000242492
6300,0.99501,0.000126617,0.000242492
6400,0.99501,0.000126617,0.000242492
6500,0.99501,0.000126617,0.000242492
6600,0.99501,0.000126617,0.000242492
6700,0.99501,0.000126617,0.000242492
6800,0.99501,0.000126617,0.000242492
6900,0.99501,0.000126617,0.000242492
7000,0.99501,0.000126617,0.000242492
7100,0.99501,0.000126617,0.000242492
7200,0.99501,0.000126617,0.000242492
7300,0.99501,0.000126617,0.000242492
7400,0.99501,0.000126617,0.000242492
7500,0.99501,0.000126617,0.000242492
7600,0.99501,0.000126617,0.000242492
7700,0.99501,0.000126617,0.000242492
7800,0.99501,0.000126617,0.000242492
7900,0.99501,0.000126617,0.000242492
8000,0.99501,0.000126617,0.000242492
8100,0.99501,0.000126617,0.000242492
8200,0.99501,0.000126617,0.000242492
8300,0.99501,0.000126617,0.000242492
8400,0.99501,0.000126617,0.000242492
