t,T+R,N_0,N_1,N_2
0,1,5.19025e-27,4.9917e-43,1.42896e-48
10,1,5.25952e-27,7.87196e-34,1.25437e-35
20,1,4.46592e-27,9.155e-33,5.33354e-34
30,1,2.15701e-27,2.9127e-33,8.69249e-34
40,1,5.0641e-27,3.55857e-31,1.83818e-32
50,1,5.69976e-27,3.46722e-31,6.97864e-32
60,1,4.75155e-27,2.90716e-31,3.50441e-32
70,1,6.20234e-27,9.00881e-31,2.4244e-31
80,1,6.66818e-27,8.24781e-30,5.00971e-30
90,1,7.06272e-27,3.66512e-29,3.08919e-29
100,1,4.65693e-27,3.53415e-29,3.66341e-29
110,1,7.53251e-27,2.17483e-29,7.43971e-30
120,1,5.19931e-27,4.10891e-30,2.0495e-29
130,1,7.79359e-27,4.06649e-29,1.31431e-29
140,0.999754,9.90923e-25,9.77071e-25,5.87752e-25
150,1.01314,1.0238e-20,1.11699e-20,6.79142e-21
160,1.13869,2.69252e-17,2.95077e-17,1.84674e-17
170,1.77549,2.21154e-14,2.44525e-14,1.59543e-14
180,2.05329,7.04913e-12,7.85571e-12,5.41751e-12
190,1.86956,1.01837e-09,1.13638e-09,8.40833e-10
200,12.1997,7.46971e-08,8.2304e-08,6.64441e-08
210,0.45206,3.03033e-06,3.21762e-06,2.88982e-06
220,1.02607,7.26962e-05,7.1539e-05,7.3177e-05
230,9.46254,0.0010882,0.00093555,0.00112215
240,2.9037,0.010603,0.00732581,0.0106825
250,2.97377,0.0691362,0.0345793,0.0638183
260,1.99369,0.303403,0.0999107,0.238238
270,2.05071,0.873334,0.195045,0.542851
280,3.03808,1.54064,0.33365,0.715349
290,2.61458,1.46871,0.512937,0.48209
300,1.37765,0.693779,0.446727,0.111284
310,0.746877,0.572436,0.118955,0.00207023
320,0.927885,0.766936,0.0732218,0.053628
330,0.710737,0.501252,0.155774,0.0369856
340,0.782106,0.663,0.101568,0.00863086
350,0.868692,0.738313,0.0968007,0.0285331
360,0.831695,0.681904,0.12766,0.0198133
370,1.00796,0.862331,0.123251,0.0209343
380,0.967409,0.822626,0.121875,0.0222698
390,1.01176,0.853665,0.134656,0.0230587
400,1.02651,0.874991,0.129249,0.0220858
410,0.982304,0.833122,0.126979,0.0221069
420,1.00486,0.851063,0.130542,0.0232023
430,0.990233,0.840624,0.127991,0.0215921
440,0.99437,0.844125,0.127598,0.0226328
450,1.00061,0.847992,0.130042,0.0225643
460,0.994704,0.844742,0.127967,0.0219907
470,0.997056,0.845769,0.128629,0.0226554
480,0.99566,0.844422,0.128979,0.0222588
490,0.996779,0.846098,0.128357,0.022323
500,0.996442,0.845256,0.128739,0.0224468
600,0.996401,0.845393,0.128649,0.0223597
700,0.996392,0.84538,0.128649,0.0223628
800,0.996392,0.84538,0.128649,0.0223628
900,0.996392,0.845381,0.128649,0.0223628
1000,0.996392,0.845381,0.128649,0.0223628
1100,0.996392,0.845381,0.128649,0.0223628
1200,0.996392,0.845381,0.128649,0.0223628
1300,0.996392,0.845381,0.128649,0.0223628
1400,0.996392,0.845381,0.128649,0.0223628
1500,0.996392,0.845381,0.128649,0.0223628
1600,0.996392,0.845381,0.128649,0.0223628
1700,0.996392,0.845381,0.128649,0.0223628
1800,0.996392,0.845381,0.128649,0.0223628
1900,0.996392,0.845381,0.128649,0.0223628
2000,0.996392,0.845381,0.128649,0.0223628
2100,0.996392,0.845381,0.128649,0.0223628
2200,0.996392,0.845381,0.128649,0.0223628
2300,0.996392,0.845381,0.128649,0.0223628
2400,0.996392,0.845381,0.128649,0.0223628
2500,0.996392,0.845381,0.128649,0.0223628
2600,0.996392,0.845381,0.128649,0.0223628
2700,0.996392,0.845381,0.128649,0.0223628
2800,0.996392,0.845381,0.128649,0.0223628
2900,0.996392,0.845381,0.128649,0.0223628
3000,0.996392,0.845381,0.128649,0.0223628
3100,0.996392,0.845381,0.128649,0.0223628
3200,0.996392,0.845381,0.128649,0.0223628
3300,0.996392,0.845381,0.128649,0.0223628
3400,0.996392,0.845381,0.128649,0.0223628
3500,0.996392,0.845381,0.128649,0.0223628
3600,0.996392,0.845381,0.128649,0.0223628
3700,0.996392,0.845381,0.128649,0.0223628
3800,0.996392,0.845381,0.128649,0.0223628
3900,0.996392,0.845381,0.128649,0.0223628
4000,0.996392,0.845381,0.128649,0.0223628
4100,0.996392,0.845381,0.128649,0.0223628
4200,0.996392,0.845381,0.128649,0.0223628
4300,0.996392,0.845381,0.128649,0.0223628
4400,0.996392,0.845381,0.128649,0.0223628
4500,0.996392,0.845381,0.128649,0.0223628
4600,0.996392,0.845381,0.128649,0.0223628
4700,0.996392,0.845381,0.128649,0.0223628
4800,0.996392,0.845381,0.128649,0.0223628
4900,0.996392,0.845381,0.128649,0.0223628
5000,0.996392,0.845381,0.128649,0.0223628
5100,0.996392,0.845381,0.128649,0.0223628
5200,0.996392,0.845381,0.128649,0.0223628
5300,0.996392,0.845381,0.128649,0.0223628
5400,0.996392,0.845381,0.128649,0.0223628
5500,0.996392,0.845381,0.128649,0.0223628
5600,0.996392,0.845381,0.128649,0.0223628
5700,0.996392,0.845381,0.128649,0.0223628
