t,T+R,N_0,N_1
0,1,1.92374e-26,4.26526e-40
10,1,1.46887e-26,4.00466e-34
20,1,1.70171e-26,4.20184e-33
30,1,1.45595e-26,4.11303e-33
40,1,1.23277e-26,5.35506e-32
50,1,1.5563e-26,8.11336e-32
60,1,1.98729e-26,4.75564e-31
70,1,1.9556e-26,1.09991e-31
80,1,2.03257e-26,1.72528e-31
90,1,2.60287e-26,2.06532e-30
100,1,1.9903e-26,1.09162e-29
110,1.00003,2.39137e-26,3.36724e-31
120,1.00919,2.24183e-26,3.35043e-29
130,0.85243,2.22773e-26,1.72165e-29
140,0.336246,2.3587e-26,1.1363e-30
150,0.0485836,3.17046e-26,8.3967e-27
160,0.0637728,8.69308e-23,7.40847e-23
170,0.147359,1.72384e-19,1.51005e-19
180,0.564724,9.28834e-17,8.61625e-17
190,1.22631,1.61482e-14,1.60451e-14
200,1.2005,1.0565e-12,1.13768e-12
210,0.871202,3.1154e-11,3.67674e-11
220,1.06856,4.85533e-10,6.37064e-10
230,0.963441,4.37188e-09,6.51923e-09
240,1.01044,2.39369e-08,4.18782e-08
250,1.00325,8.1535e-08,1.75659e-07
260,0.993103,1.71247e-07,4.91653e-07
270,0.998585,2.08946e-07,9.23958e-07
280,1.00065,1.2315e-07,1.15913e-06
290,0.999187,1.51342e-08,9.63789e-07
300,0.998609,1.34625e-08,5.46207e-07
310,0.998863,5.41538e-08,2.42307e-07
320,0.998812,5.82175e-08,1.00813e-07
330,0.998679,4.77409e-08,3.73413e-08
340,0.99887,3.42617e-08,1.1624e-08
350,0.999088,2.1069e-08,3.04088e-09
360,0.999011,1.19986e-08,7.29298e-10
370,0.998816,6.16317e-09,3.95516e-10
380,0.998781,2.92477e-09,4.45957e-10
390,0.99888,1.24959e-09,4.53192e-10
400,0.998941,4.77355e-10,3.81616e-10
410,0.998916,1.54712e-10,2.76416e-10
420,0.99888,3.90077e-11,1.78448e-10
430,0.998876,6.01957e-12,1.04628e-10
440,0.998888,7.86642e-13,5.62341e-11
450,0.998892,2.03749e-12,2.78015e-11
460,0.998891,3.23652e-12,1.25698e-11
470,0.998891,3.31451e-12,5.12588e-12
480,0.998891,2.68496e-12,1.83713e-12
490,0.99889,1.87285e-12,5.49998e-13
500,0.998888,1.16418e-12,1.23656e-13
600,0.99889,1.63025e-16,1.41137e-15
700,0.99889,5.01382e-19,3.49083e-18
800,0.99889,1.2914e-18,1.33123e-18
900,0.99889,1.21067e-18,1.30848e-18
1000,0.99889,1.2098e-18,1.31124e-18
1100,0.99889,1.21005e-18,1.31115e-18
1200,0.99889,1.21003e-18,1.31126e-18
1300,0.99889,1.21029e-18,1.31128e-18
1400,0.99889,1.2104e-18,1.31114e-18
1500,0.99889,1.2105e-18,1.31111e-18
1600,0.99889,1.20964e-18,1.31109e-18
1700,0.99889,1.20932e-18,1.31082e-18
1800,0.99889,1.20957e-18,1.31097e-18
1900,0.99889,1.20975e-18,1.3108e-18
2000,0.99889,1.20971e-18,1.31087e-18
2100,0.99889,1.20915e-18,1.311e-18
2200,0.99889,1.20957e-18,1.31102e-18
2300,0.99889,1.20966e-18,1.31113e-18
2400,0.99889,1.21019e-18,1.31125e-18
2500,0.99889,1.20953e-18,1.31102e-18
2600,0.99889,1.20954e-18,1.31112e-18
2700,0.99889,1.2097e-18,1.31097e-18
2800,0.99889,1.20938e-18,1.31097e-18
2900,0.99889,1.20967e-18,1.31102e-18
3000,0.99889,1.20921e-18,1.31104e-18
