t,T+R,N_0,N_1,N_2,N_3
0,1,1.36951e-28,2.55886e-43,2.22491e-49,2.20504e-55
10,1,1.48047e-28,5.40883e-36,5.48913e-38,1.0624e-39
20,1,1.39877e-28,5.77679e-34,2.31758e-35,1.55437e-36
30,1,1.63631e-28,9.39637e-34,3.05188e-35,6.73677e-36
40,1,2.34993e-28,2.5868e-32,4.12214e-35,3.40665e-35
50,1,3.36784e-28,3.96382e-31,8.74497e-33,1.08061e-33
60,1,3.00831e-28,4.12176e-31,1.94416e-32,6.43057e-33
70,1,2.68275e-28,7.26788e-32,1.73029e-33,6.29338e-33
80,1,3.63529e-28,1.84483e-31,1.05622e-32,1.88592e-32
90,1,3.54084e-28,1.64519e-31,8.18761e-32,1.45209e-31
100,1,3.93819e-28,6.97558e-30,3.77791e-31,1.26789e-30
110,1,4.39694e-28,1.21599e-29,7.16914e-31,6.69556e-30
120,1,3.96009e-28,1.16104e-29,1.09317e-30,1.21306e-29
130,0.999965,5.43625e-28,1.27829e-29,1.93955e-30,1.65658e-29
140,0.99657,2.55705e-28,3.23663e-28,1.82395e-28,1.98276e-28
150,0.972279,3.18042e-24,4.12416e-24,4.66914e-24,2.75179e-24
160,1.26707,1.52179e-20,1.85866e-20,2.20464e-20,1.36823e-20
170,0.729804,2.10331e-17,2.46897e-17,3.06961e-17,2.03623e-17
180,2.08134,1.07121e-14,1.18575e-14,1.54701e-14,1.11272e-14
190,1.32076,2.35836e-12,2.40508e-12,3.27867e-12,2.59864e-12
200,0.424484,2.53778e-10,2.32815e-10,3.27066e-10,2.91114e-10
210,0.0985277,1.4699e-08,1.1912e-08,1.67253e-08,1.71097e-08
220,0.140684,4.94275e-07,3.53152e-07,4.6738e-07,5.65893e-07
230,0.0722134,1.02264e-05,6.61447e-06,7.47569e-06,1.11296e-05
240,0.11816,0.000135882,8.43359e-05,7.07008e-05,0.000135984
250,0.113592,0.00119534,0.000765808,0.000405755,0.00107017
260,0.133589,0.00711422,0.00498402,0.00147507,0.00560614
270,0.187977,0.0291642,0.0228468,0.00385515,0.0202437
