t,T+R,N_0,N_1,N_2
0,1,6.74891e-29,1.70206e-43,2.16764e-49
10,1,1.8012e-28,7.82889e-37,1.77867e-38
20,1,2.93325e-28,2.43853e-34,1.59615e-35
30,1,3.27088e-28,1.1936e-33,4.65969e-35
40,1,2.91262e-28,8.59972e-33,1.70792e-34
50,1,3.93204e-28,2.24882e-31,5.61347e-33
60,1,8.58225e-28,5.59067e-31,3.51606e-32
70,1,9.04205e-28,3.68897e-31,4.37365e-32
80,1,5.96063e-28,9.28361e-32,4.04318e-32
90,1,5.66027e-28,5.0314e-32,1.81345e-31
100,1,7.82776e-28,1.30861e-31,9.98022e-31
110,1,7.48911e-28,1.76259e-31,2.59069e-30
120,1,5.21794e-28,6.14868e-32,5.55581e-30
130,1.0002,6.22145e-28,1.42994e-31,8.35171e-30
140,1.00611,6.79826e-28,5.9332e-29,6.64263e-29
150,1.0561,9.31002e-25,1.28447e-24,8.28641e-25
160,0.670463,5.15334e-21,6.85456e-21,4.59343e-21
170,1.91934,7.86741e-18,1.07192e-17,7.57437e-18
180,1.10145,4.34166e-15,6.03986e-15,4.54747e-15
190,0.529521,1.01353e-12,1.4309e-12,1.16105e-12
200,0.0357627,1.13117e-10,1.60361e-10,1.42034e-10
210,0.122617,6.65412e-09,9.31278e-09,9.13971e-09
220,0.0612511,2.23357e-07,3.00663e-07,3.32955e-07
230,0.111601,4.56762e-06,5.69035e-06,7.2744e-06
240,0.129605,6.00432e-05,6.5579e-05,9.96718e-05
250,0.15945,0.000528996,0.000471503,0.000886101
260,0.202388,0.00321218,0.00213825,0.00524383
270,0.268442,0.0136135,0.00610124,0.0210747
280,0.379908,0.0402476,0.0107792,0.0586228
290,0.524062,0.0828106,0.0114851,0.115899
300,0.657361,0.12168,0.00730834,0.17101
310,0.747234,0.14253,0.00323848,0.205107
320,0.812041,0.159472,0.00191794,0.221678
330,0.866001,0.179908,0.00219656,0.230006
340,0.903643,0.195844,0.00277339,0.233463
350,0.930119,0.209136,0.00304457,0.234905
360,0.948735,0.219907,0.00305509,0.235961
370,0.961225,0.228017,0.00289609,0.237005
380,0.969735,0.234189,0.00270377,0.238119
390,0.975341,0.238663,0.00254397,0.239169
400,0.979067,0.241899,0.00244414,0.240073
410,0.981543,0.24418,0.00239934,0.240797
420,0.98323,0.245755,0.00239614,0.241364
430,0.984441,0.246826,0.00241704,0.241814
440,0.985355,0.247528,0.00244817,0.242186
450,0.986086,0.247984,0.00247985,0.242505
460,0.986684,0.248275,0.00250682,0.24278
470,0.987174,0.248462,0.00252743,0.243011
480,0.98757,0.248589,0.00254193,0.243195
490,0.987878,0.248679,0.00255153,0.243332
500,0.988108,0.248749,0.00255759,0.243427
600,0.988549,0.24901,0.00256293,0.243541
700,0.988553,0.249017,0.00256322,0.243548
800,0.988553,0.249018,0.00256321,0.243548
900,0.988553,0.249018,0.00256321,0.243548
1000,0.988553,0.249018,0.00256321,0.243548
1100,0.988553,0.249018,0.00256321,0.243548
1200,0.988553,0.249018,0.00256321,0.243548
1300,0.988553,0.249018,0.00256321,0.243548
1400,0.988553,0.249018,0.00256321,0.243548
1500,0.988553,0.249018,0.00256321,0.243548
1600,0.988553,0.249018,0.00256321,0.243548
1700,0.988553,0.249018,0.00256321,0.243548
1800,0.988553,0.249018,0.00256321,0.243548
1900,0.988553,0.249018,0.00256321,0.243548
2000,0.988553,0.249018,0.00256321,0.243548
2100,0.988553,0.249018,0.00256321,0.243548
2200,0.988553,0.249018,0.00256321,0.243548
2300,0.988553,0.249018,0.00256321,0.243548
2400,0.988553,0.249018,0.00256321,0.243548
2500,0.988553,0.249018,0.00256321,0.243548
2600,0.988553,0.249018,0.00256321,0.243548
2700,0.988553,0.249018,0.00256321,0.243548
2800,0.988553,0.249018,0.00256321,0.243548
2900,0.988553,0.249018,0.00256321,0.243548
3000,0.988553,0.249018,0.00256321,0.243548
3100,0.988553,0.249018,0.00256321,0.243548
3200,0.988553,0.249018,0.00256321,0.243548
3300,0.988553,0.249018,0.00256321,0.243548
3400,0.988553,0.249018,0.00256321,0.243548
3500,0.988553,0.249018,0.00256321,0.243548
3600,0.988553,0.249018,0.00256321,0.243548
3700,0.988553,0.249018,0.00256321,0.243548
3800,0.988553,0.249018,0.00256321,0.243548
3900,0.988553,0.249018,0.00256321,0.243548
4000,0.988553,0.249018,0.00256321,0.243548
4100,0.988553,0.249018,0.00256321,0.243548
4200,0.988553,0.249018,0.00256321,0.243548
4300,0.988553,0.249018,0.00256321,0.243548
4400,0.988553,0.249018,0.00256321,0.243548
4500,0.988553,0.249018,0.00256321,0.243548
4600,0.988553,0.249018,0.00256321,0.243548
4700,0.988553,0.249018,0.00256321,0.243548
4800,0.988553,0.249018,0.00256321,0.243548
4900,0.988553,0.249018,0.00256321,0.243548
5000,0.988553,0.249018,0.00256321,0.243548
5100,0.988553,0.249018,0.00256321,0.243548
5200,0.988553,0.249018,0.00256321,0.243548
5300,0.988553,0.249018,0.00256321,0.243548
5400,0.988553,0.249018,0.00256321,0.243548
5500,0.988553,0.249018,0.00256321,0.243548
5600,0.988553,0.249018,0.00256321,0.243548
5700,0.988553,0.249018,0.00256321,0.243548
5800,0.988553,0.249018,0.00256321,0.243548
5900,0.988553,0.249018,0.00256321,0.243548
6000,0.988553,0.249018,0.00256321,0.243548
6100,0.988553,0.249018,0.00256321,0.243548
6200,0.988553,0.249018,0.00256321,0.243548
