t,T+R,N_0,N_1,N_2
0,1,6.00054e-24,3.29548e-42,3.29548e-42
1,1,6.00035e-24,7.3377e-38,7.3377e-38
2,1,6.00657e-24,9.62237e-37,9.62237e-37
3,1,6.00106e-24,4.62592e-36,4.62592e-36
4,1,6.00202e-24,1.53162e-35,1.53162e-35
5,1,6.00207e-24,3.96285e-35,3.96285e-35
6,1,6.00878e-24,8.94365e-35,8.94365e-35
7,1,6.01166e-24,1.83318e-34,1.83318e-34
8,1,6.00814e-24,3.37439e-34,3.37439e-34
9,1,6.01115e-24,5.67691e-34,5.67691e-34
10,1,6.01885e-24,8.97764e-34,8.97764e-34
11,1,6.01743e-24,1.35411e-33,1.35411e-33
12,1,6.02145e-24,1.94189e-33,1.94189e-33
13,1,6.02715e-24,2.65582e-33,2.65582e-33
14,1,6.02978e-24,3.47395e-33,3.47395e-33
15,1,6.02846e-24,4.37336e-33,4.37336e-33
16,1,6.03142e-24,5.29788e-33,5.29788e-33
17,1,6.03094e-24,6.21242e-33,6.21242e-33
18,1,6.02767e-24,7.08117e-33,7.08117e-33
19,1,6.02473e-24,7.85933e-33,7.85933e-33
20,1,6.02536e-24,8.5213e-33,8.5213e-33
21,1,6.02103e-24,9.02359e-33,9.02359e-33
22,1,6.02213e-24,9.28219e-33,9.28219e-33
23,1,6.03022e-24,9.19905e-33,9.19905e-33
24,1,6.03676e-24,8.64298e-33,8.64298e-33
25,1,6.04842e-24,7.55988e-33,7.55988e-33
26,1,6.061e-24,5.98544e-33,5.98544e-33
27,1,6.07784e-24,4.14681e-33,4.14681e-33
28,1,6.09043e-24,2.59973e-33,2.59973e-33
29,1,6.10386e-24,2.2734e-33,2.2734e-33
30,1,6.12072e-24,4.48769e-33,4.48769e-33
31,1,6.1357e-24,1.09445e-32,1.09445e-32
32,1,6.13965e-24,2.34748e-32,2.34748e-32
33,1,6.13631e-24,4.38015e-32,4.38015e-32
34,1,6.1267e-24,7.33493e-32,7.33493e-32
35,1,6.10705e-24,1.12855e-31,1.12855e-31
36,1,6.08044e-24,1.61972e-31,1.61972e-31
37,1,6.05354e-24,2.1946e-31,2.1946e-31
38,1,6.01948e-24,2.82954e-31,2.82954e-31
39,1,5.98273e-24,3.49476e-31,3.49476e-31
40,1,5.94992e-24,4.15063e-31,4.15063e-31
41,1,5.92658e-24,4.75729e-31,4.75729e-31
42,1,5.90798e-24,5.27782e-31,5.27782e-31
43,1,5.89871e-24,5.6768e-31,5.6768e-31
44,1,5.89128e-24,5.92964e-31,5.92964e-31
45,1,5.89743e-24,6.02406e-31,6.02406e-31
46,1,5.91273e-24,5.95612e-31,5.95612e-31
47,1,5.91894e-24,5.73293e-31,5.73293e-31
48,1,5.93385e-24,5.3746e-31,5.3746e-31
49,1,5.9431e-24,4.91146e-31,4.91146e-31
50,1,5.95781e-24,4.38952e-31,4.38952e-31
51,1,5.9668e-24,3.85337e-31,3.85337e-31
52,1,5.97886e-24,3.35081e-31,3.35081e-31
53,1,5.985e-24,2.92649e-31,2.92649e-31
54,1,5.98885e-24,2.6093e-31,2.6093e-31
55,1,5.98843e-24,2.41831e-31,2.4183e-31
56,1,5.98896e-24,2.35569e-31,2.35567e-31
57,1,5.98537e-24,2.40677e-31,2.40676e-31
58,1,5.98907e-24,2.53983e-31,2.53991e-31
59,1,5.98706e-24,2.72112e-31,2.7214e-31
60,1,5.98373e-24,2.9153e-31,2.91582e-31
61,1,5.9803e-24,3.09969e-31,3.10015e-31
62,1,5.97315e-24,3.26986e-31,3.26932e-31
63,1,5.97015e-24,3.44368e-31,3.4406e-31
64,1,5.96804e-24,3.66184e-31,3.65483e-31
65,1,5.96042e-24,3.98489e-31,3.97458e-31
66,1,5.95311e-24,4.49113e-31,4.48315e-31
67,1,5.94689e-24,5.26682e-31,5.27511e-31
68,1,5.94148e-24,6.41075e-31,6.45809e-31
69,1,5.93447e-24,8.03401e-31,8.14215e-31
70,1,5.93226e-24,1.0277e-30,1.04375e-30
71,1,5.93066e-24,1.33141e-30,1.3444e-30
72,1,5.93058e-24,1.73476e-30,1.72616e-30
73,1,5.93079e-24,2.2577e-30,2.20342e-30
74,1,5.93565e-24,2.91676e-30,2.80334e-30
75,1,5.93579e-24,3.72555e-30,3.57448e-30
76,1,5.94141e-24,4.70636e-30,4.59258e-30
77,1,5.95113e-24,5.90848e-30,5.95465e-30
78,1,5.95056e-24,7.42844e-30,7.76341e-30
79,1,5.95623e-24,9.41373e-30,1.0102e-29
80,1,5.95504e-24,1.20388e-29,1.30068e-29
81,1,5.95736e-24,1.54644e-29,1.64573e-29
82,1,5.95681e-24,1.97868e-29,2.03813e-29
83,1,5.95892e-24,2.50083e-29,2.46898e-29
84,1,5.95514e-24,3.1032e-29,2.93235e-29
85,1,5.9565e-24,3.76741e-29,3.42895e-29
86,1,5.95617e-24,4.46899e-29,3.96779e-29
87,1,5.9555e-24,5.1793e-29,4.56324e-29
88,1,5.95965e-24,5.86655e-29,5.22761e-29
