t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
167,0.996848,-22.6592,0.00157612,0.000206438,0.00157612,0.000206438
168,0.996328,-22.2091,0.00183612,0.000445648,0.00183612,0.000445648
169,0.995739,-21.7604,0.00213072,0.000753589,0.00213072,0.000753589
170,0.995074,-21.3134,0.00246324,0.00114273,0.00246324,0.00114273
171,0.994326,-20.8682,0.00283718,0.00162698,0.00283718,0.00162698
172,0.993488,-20.4248,0.00325616,0.00222174,0.00325616,0.00222174
173,0.992552,-19.9835,0.00372396,0.00294399,0.00372396,0.00294399
174,0.991511,-19.5443,0.00424447,0.00381232,0.00424447,0.00381232
175,0.990357,-19.1075,0.0048217,0.00484697,0.0048217,0.00484697
176,0.989081,-18.673,0.00545972,0.00606985,0.00545972,0.00606985
177,0.987675,-18.2412,0.0061627,0.0075046,0.0061627,0.0075046
178,0.98613,-17.8122,0.00693485,0.00917655,0.00693485,0.00917655
179,0.984439,-17.386,0.00778042,0.0111127,0.00778042,0.0111127
180,0.982593,-16.9629,0.00870366,0.0133418,0.00870366,0.0133418
181,0.980582,-16.5431,0.00970881,0.0158942,0.00970881,0.0158942
182,0.9784,-16.1266,0.0108001,0.0188019,0.0108001,0.0188019
183,0.976037,-15.7136,0.0119816,0.0220982,0.0119816,0.0220982
184,0.973485,-15.3043,0.0132574,0.0258182,0.0132574,0.0258182
185,0.970737,-14.8989,0.0146315,0.0299982,0.0146315,0.0299982
186,0.967784,-14.4974,0.0161078,0.0346758,0.0161078,0.0346758
187,0.96462,-14.1001,0.0176898,0.0398897,0.0176898,0.0398897
188,0.961238,-13.707,0.0193811,0.0456797,0.0193811,0.0456797
189,0.95763,-13.3184,0.0211851,0.0520864,0.0211851,0.0520864
190,0.953791,-12.9343,0.0231047,0.0591514,0.0231047,0.0591514
191,0.949714,-12.555,0.0251429,0.0669167,0.0251429,0.0669167
192,0.945395,-12.1804,0.0273024,0.0754248,0.0273024,0.0754248
193,0.940829,-11.8108,0.0295854,0.0847185,0.0295854,0.0847185
194,0.936012,-11.4463,0.031994,0.0948406,0.031994,0.0948406
195,0.93094,-11.087,0.0345301,0.105834,0.0345301,0.105834
196,0.92561,-10.7329,0.037195,0.117741,0.037195,0.117741
197,0.92002,-10.3842,0.0399901,0.130605,0.0399901,0.130605
198,0.914168,-10.041,0.0429161,0.144466,0.0429161,0.144466
199,0.908053,-9.70335,0.0459735,0.159365,0.0459735,0.159365
200,0.901675,-9.37134,0.0491626,0.175342,0.0491626,0.175342
201,0.895034,-9.04503,0.0524832,0.192437,0.0524832,0.192437
202,0.88813,-8.72448,0.0559349,0.210685,0.0559349,0.210685
203,0.880966,-8.40976,0.0595168,0.230123,0.0595168,0.230123
204,0.873544,-8.10091,0.0632278,0.250786,0.0632278,0.250786
205,0.865867,-7.79796,0.0670665,0.272705,0.0670665,0.272705
206,0.857938,-7.50095,0.071031,0.295911,0.071031,0.295911
207,0.849762,-7.2099,0.0751192,0.320431,0.0751192,0.320431
208,0.841342,-6.92482,0.0793289,0.346293,0.0793289,0.346293
209,0.832686,-6.64573,0.0836571,0.373519,0.0836571,0.373519
210,0.823798,-6.37262,0.0881009,0.40213,0.0881009,0.40213
211,0.814686,-6.10548,0.0926571,0.432144,0.0926571,0.432144
212,0.805356,-5.84429,0.0973221,0.463578,0.0973221,0.463578
213,0.795816,-5.58904,0.102092,0.496443,0.102092,0.496443
214,0.786075,-5.33969,0.106963,0.530748,0.106963,0.530748
215,0.77614,-5.09621,0.11193,0.566501,0.11193,0.566501
216,0.766022,-4.85854,0.116989,0.603704,0.116989,0.603704
217,0.755729,-4.62665,0.122136,0.642357,0.122136,0.642357
218,0.745272,-4.40046,0.127364,0.682456,0.127364,0.682456
219,0.73466,-4.17993,0.13267,0.723995,0.13267,0.723995
220,0.723906,-3.96497,0.138047,0.766962,0.138047,0.766962
221,0.713018,-3.75551,0.143491,0.811345,0.143491,0.811345
222,0.70201,-3.55147,0.148995,0.857124,0.148995,0.857124
223,0.690893,-3.35277,0.154554,0.90428,0.154554,0.90428
224,0.679678,-3.1593,0.160161,0.952786,0.160161,0.952786
225,0.668378,-2.97098,0.165811,1.00261,0.165811,1.00261
226,0.657006,-2.78771,0.171497,1.05373,0.171497,1.05373
227,0.645573,-2.60937,0.177213,1.1061,0.177213,1.1061
228,0.634093,-2.43586,0.182953,1.15969,0.182953,1.15969
229,0.62258,-2.26706,0.18871,1.21444,0.18871,1.21444
230,0.611046,-2.10286,0.194477,1.27032,0.194477,1.27032
231,0.599504,-1.94315,0.200248,1.32728,0.200248,1.32728
232,0.587969,-1.78778,0.206016,1.38525,0.206016,1.38525
233,0.576453,-1.63665,0.211773,1.44418,0.211773,1.44418
234,0.564972,-1.48961,0.217514,1.50401,0.217514,1.50401
235,0.553538,-1.34655,0.223231,1.56467,0.223231,1.56467
236,0.542166,-1.20734,0.228917,1.62611,0.228917,1.62611
237,0.530869,-1.07183,0.234565,1.68824,0.234565,1.68824
238,0.519663,-0.939893,0.240169,1.75099,0.240169,1.75099
239,0.50856,-0.811403,0.24572,1.8143,0.24572,1.8143
240,0.497576,-0.686223,0.251212,1.87807,0.251212,1.87807
241,0.486723,-0.564219,0.256639,1.94223,0.256639,1.94223
242,0.476016,-0.445261,0.261992,2.00669,0.261992,2.00669
243,0.46547,-0.329216,0.267265,2.07138,0.267265,2.07138
244,0.455097,-0.215957,0.272452,2.1362,0.272452,2.1362
245,0.444911,-0.105356,0.277545,2.20107,0.277545,2.20107
246,0.434926,0.00270891,0.282537,2.26589,0.282537,2.26589
247,0.425154,0.108359,0.287423,2.3306,0.287423,2.3306
248,0.415609,0.211711,0.292195,2.39508,0.292195,2.39508
249,0.406303,0.312878,0.296848,2.45926,0.296848,2.45926
250,0.397248,0.411965,0.301376,2.52305,0.301376,2.52305
251,0.388454,0.509077,0.305773,2.58637,0.305773,2.58637
