t,T+R,N_0,N_1,N_2
0,1,4.54037e-23,2.35501e-44,2.35501e-44
1,1,4.53958e-23,2.34102e-39,2.34102e-39
2,1,4.53938e-23,2.49138e-38,2.49138e-38
3,1,4.53937e-23,1.16865e-37,1.16865e-37
4,1,4.53906e-23,3.05349e-37,3.05349e-37
5,1,4.53869e-23,6.01806e-37,6.01806e-37
6,1,4.53914e-23,9.29774e-37,9.29774e-37
7,1,4.53888e-23,1.29135e-36,1.29135e-36
8,1,4.53863e-23,1.80676e-36,1.80676e-36
9,1,4.53908e-23,2.97496e-36,2.97496e-36
10,1,4.53919e-23,5.5983e-36,5.5983e-36
11,1,4.53919e-23,9.81919e-36,9.81919e-36
12,1,4.53883e-23,1.55804e-35,1.55804e-35
13,1,4.53863e-23,2.18911e-35,2.18911e-35
14,1,4.53866e-23,2.85198e-35,2.85198e-35
15,1,4.5386e-23,3.52193e-35,3.52193e-35
16,1,4.5387e-23,4.28505e-35,4.28505e-35
17,1,4.5385e-23,5.21314e-35,5.21314e-35
18,1,4.53838e-23,6.35521e-35,6.35521e-35
19,1,4.53814e-23,7.75892e-35,7.75892e-35
20,1,4.53792e-23,9.45836e-35,9.45836e-35
21,1,4.53819e-23,1.176e-34,1.176e-34
22,1,4.53795e-23,1.56915e-34,1.56915e-34
23,1,4.53791e-23,2.28867e-34,2.28867e-34
24,1,4.53773e-23,3.55388e-34,3.55388e-34
25,1,4.53814e-23,5.58728e-34,5.58728e-34
26,1,4.53818e-23,8.53516e-34,8.53516e-34
27,1,4.53798e-23,1.22958e-33,1.22958e-33
28,1,4.53767e-23,1.6486e-33,1.6486e-33
29,1,4.53774e-23,2.03049e-33,2.03049e-33
30,1,4.53739e-23,2.28292e-33,2.28292e-33
31,1,4.53741e-23,2.32585e-33,2.32585e-33
32,1,4.53697e-23,2.13772e-33,2.13772e-33
33,1,4.53689e-23,1.75473e-33,1.75473e-33
34,1,4.53686e-23,1.26773e-33,1.26773e-33
35,1,4.53667e-23,7.91815e-34,7.91815e-34
36,1,4.5367e-23,4.14619e-34,4.14619e-34
37,1,4.53651e-23,1.73943e-34,1.73943e-34
38,1,4.53612e-23,5.9812e-35,5.9812e-35
39,1,4.53561e-23,3.57348e-35,3.57348e-35
40,1,4.53537e-23,5.93455e-35,5.93455e-35
41,1,4.53512e-23,1.24002e-34,1.24002e-34
42,1,4.53475e-23,2.96709e-34,2.96709e-34
43,1,4.5348e-23,7.3512e-34,7.3512e-34
44,1,4.53371e-23,1.69985e-33,1.69985e-33
45,1,4.53317e-23,3.55057e-33,3.55057e-33
46,1,4.53347e-23,6.74182e-33,6.74182e-33
47,1,4.53263e-23,1.1783e-32,1.1783e-32
48,1,4.5323e-23,1.91848e-32,1.91848e-32
49,1,4.53206e-23,2.94791e-32,2.94791e-32
50,1,4.53192e-23,4.3202e-32,4.3202e-32
51,1,4.53136e-23,6.08356e-32,6.08356e-32
52,1,4.53143e-23,8.28953e-32,8.28953e-32
53,1,4.53122e-23,1.09896e-31,1.09896e-31
54,1,4.5305e-23,1.42207e-31,1.42207e-31
55,1,4.53028e-23,1.79826e-31,1.79826e-31
56,1,4.53029e-23,2.22283e-31,2.22282e-31
57,1,4.53014e-23,2.68368e-31,2.68365e-31
58,1,4.53022e-23,3.16258e-31,3.16255e-31
59,1,4.53e-23,3.63947e-31,3.63948e-31
60,1,4.53055e-23,4.0966e-31,4.09676e-31
61,1,4.53047e-23,4.52187e-31,4.52225e-31
62,1,4.53093e-23,4.90923e-31,4.90975e-31
63,1,4.53121e-23,5.26316e-31,5.26339e-31
64,1,4.53168e-23,5.59701e-31,5.59623e-31
65,1,4.53142e-23,5.92725e-31,5.92473e-31
66,1,4.53223e-23,6.26966e-31,6.26523e-31
67,1,4.53266e-23,6.6343e-31,6.6288e-31
68,1,4.53263e-23,7.02391e-31,7.01922e-31
69,1,4.5332e-23,7.43538e-31,7.43398e-31
70,1,4.53348e-23,7.85715e-31,7.8616e-31
71,1,4.53329e-23,8.27221e-31,8.28528e-31
72,1,4.53368e-23,8.66112e-31,8.68707e-31
73,1,4.53418e-23,9.00331e-31,9.04994e-31
74,1,4.53449e-23,9.27683e-31,9.35707e-31
75,1,4.53463e-23,9.46599e-31,9.59677e-31
76,1,4.53528e-23,9.56741e-31,9.76362e-31
77,1,4.53562e-23,9.59723e-31,9.85944e-31
