x,x_g,x_ex,k,init,g,ex,E,T
-394.53,7.24199e-30,5.91004e-30,-15.8611,2.56515e-28,1.09659e-28,9.67061e-31,181.264,0
-394.335,7.1488e-29,6.18594e-30,-15.8533,2.64722e-28,1.10784e-28,2.32535e-30,181.084,0
-394.139,9.56841e-29,1.07852e-29,-15.8454,2.7207e-28,1.07952e-28,6.73055e-30,180.905,0
-393.944,2.42068e-29,7.15847e-30,-15.8376,2.80737e-28,1.52581e-28,2.57999e-30,180.726,0
-393.748,1.26008e-29,4.61805e-30,-15.8297,2.87417e-28,9.29141e-29,7.19365e-31,180.546,0
-393.553,1.06466e-28,1.07191e-29,-15.8218,2.95246e-28,8.70297e-29,6.43834e-30,180.367,0
-393.358,8.75133e-29,9.63251e-30,-15.814,3.0244e-28,1.29309e-28,6.42687e-31,180.188,0
-393.162,7.5427e-30,2.71807e-30,-15.8061,3.08641e-28,1.17595e-28,1.8236e-31,180.009,0
-392.967,6.18197e-29,7.39546e-30,-15.7983,3.16557e-28,1.30098e-28,5.88051e-30,179.83,0
-392.772,1.35683e-28,1.04524e-29,-15.7904,3.22369e-28,7.07877e-29,1.12983e-30,179.652,0
-392.576,7.12834e-29,3.68301e-30,-15.7826,3.29515e-28,9.51093e-29,3.45206e-31,179.473,0
-392.381,4.47129e-29,5.00741e-30,-15.7747,3.33938e-28,1.46846e-28,2.86904e-30,179.294,0
-392.186,1.47203e-28,1.02486e-29,-15.7669,3.40519e-28,1.21706e-28,1.11186e-30,179.116,0
-391.99,1.41978e-28,5.49561e-30,-15.759,3.4528e-28,1.16559e-28,4.81192e-30,178.938,0
-391.795,9.06988e-29,2.17879e-30,-15.7512,3.48537e-28,1.73332e-28,6.77219e-30,178.759,0
-391.6,9.18673e-29,7.71727e-30,-15.7433,3.54148e-28,2.05212e-28,1.38607e-31,178.581,0
-391.404,1.82512e-28,5.46702e-30,-15.7355,3.60186e-28,5.46838e-29,6.19338e-30,178.403,0
-391.209,1.36552e-28,2.13578e-30,-15.7276,3.63762e-28,3.327e-29,1.24429e-30,178.225,0
-391.013,8.36592e-29,2.85791e-30,-15.7197,3.67546e-28,5.48104e-29,1.13816e-30,178.047,0
-390.818,1.62858e-28,3.87674e-30,-15.7119,3.71862e-28,6.76854e-29,9.4175e-31,177.869,0
-390.623,2.32849e-28,1.28662e-30,-15.704,3.7342e-28,8.78576e-29,1.36039e-31,177.691,0
-390.427,1.16306e-28,6.67729e-31,-15.6962,3.75808e-28,1.26152e-28,3.50258e-30,177.513,0
-390.232,8.90946e-29,2.13967e-30,-15.6883,3.79773e-28,6.82769e-29,1.50368e-30,177.336,0
-390.037,2.08665e-28,1.93092e-30,-15.6805,3.81976e-28,6.03967e-29,3.03782e-30,177.158,0
-389.841,1.80072e-28,1.13541e-30,-15.6726,3.83744e-28,3.01057e-28,2.36341e-30,176.981,0
-389.646,8.73687e-29,7.69686e-31,-15.6648,3.83612e-28,1.87904e-28,2.0171e-31,176.804,0
-389.451,1.43746e-28,2.70996e-30,-15.6569,3.86282e-28,1.72794e-28,1.67337e-30,176.626,0
-389.255,2.03117e-28,1.63148e-30,-15.6491,3.85315e-28,3.13264e-29,1.32075e-30,176.449,0
-389.06,1.22579e-28,3.23503e-31,-15.6412,3.84879e-28,1.026e-28,4.53237e-30,176.272,0
-388.864,6.71466e-29,5.2161e-30,-15.6334,3.85325e-28,1.34339e-28,4.51062e-31,176.095,0
-388.669,1.34947e-28,4.51053e-30,-15.6255,3.85148e-28,1.36466e-28,3.43926e-31,175.918,0
-388.474,1.2854e-28,1.13434e-32,-15.6176,3.8309e-28,1.99875e-28,4.14459e-32,175.741,0
-388.278,5.79362e-29,7.15528e-30,-15.6098,3.82307e-28,3.70042e-29,1.83219e-30,175.565,0
-388.083,7.17892e-29,1.16936e-29,-15.6019,3.81027e-28,6.82865e-29,1.22373e-29,175.388,0
-387.888,1.16531e-28,9.46497e-31,-15.5941,3.78963e-28,9.31678e-29,1.46852e-30,175.212,0
-387.692,7.56888e-29,8.27763e-30,-15.5862,3.76758e-28,1.06009e-28,1.53311e-31,175.035,0
-387.497,2.8316e-29,2.0116e-29,-15.5784,3.74752e-28,7.87165e-29,1.04376e-30,174.859,0
-387.302,5.5892e-29,4.80724e-30,-15.5705,3.71475e-28,8.09448e-29,3.15549e-30,174.683,0
-387.106,5.76897e-29,4.69104e-30,-15.5627,3.68101e-28,8.96657e-29,9.91074e-31,174.506,0
-386.911,3.48678e-29,2.68183e-29,-15.5548,3.65159e-28,1.68717e-29,2.36915e-30,174.33,0
-386.716,1.95309e-29,1.72754e-29,-15.547,3.60733e-28,8.39406e-29,3.18954e-30,174.154,0
-386.52,4.59147e-29,7.26541e-31,-15.5391,3.57781e-28,1.46216e-28,5.68051e-31,173.978,0
-386.325,5.99899e-29,2.53325e-29,-15.5312,3.52811e-28,1.29282e-28,1.65545e-30,173.803,0
-386.129,2.3581e-29,3.19006e-29,-15.5234,3.47268e-28,3.65867e-29,1.84325e-30,173.627,0
-385.934,8.41147e-30,2.21287e-30,-15.5155,3.43342e-28,5.48929e-29,6.34967e-30,173.451,0
-385.739,5.30501e-29,1.71652e-29,-15.5077,3.38128e-28,6.66556e-29,5.13378e-30,173.276,0
-385.543,5.66367e-29,4.4648e-29,-15.4998,3.32271e-28,5.79507e-29,1.10613e-29,173.1,0
-385.348,1.40913e-29,1.29521e-29,-15.492,3.26803e-28,3.76885e-29,7.9454e-30,172.925,0
-385.153,3.22829e-29,8.15141e-30,-15.4841,3.21272e-28,2.0864e-28,7.82612e-30,172.749,0
-384.957,1.00827e-28,4.28264e-29,-15.4763,3.15874e-28,4.88789e-29,6.59828e-30,172.574,0
-384.762,7.83273e-29,2.74142e-29,-15.4684,3.10466e-28,5.61782e-29,1.84438e-30,172.399,0
-384.567,3.12042e-30,5.62474e-31,-15.4606,3.03335e-28,2.93256e-29,3.07169e-30,172.224,0
-384.371,6.6721e-29,3.42978e-29,-15.4527,2.97548e-28,6.95569e-29,1.41704e-29,172.049,0
-384.176,1.06974e-28,4.29047e-29,-15.4449,2.91174e-28,1.05119e-28,1.21714e-30,171.874,0
-383.98,1.57382e-29,5.13122e-30,-15.437,2.85537e-28,6.91761e-29,2.17763e-30,171.7,0
-383.785,3.70671e-29,1.41831e-29,-15.4291,2.77496e-28,1.68317e-29,5.38814e-31,171.525,0
-383.59,1.15651e-28,4.37696e-29,-15.4213,2.70279e-28,3.24242e-29,4.18914e-30,171.35,0
-383.394,6.49501e-29,1.98024e-29,-15.4134,2.63992e-28,6.12276e-29,1.43496e-30,171.176,0
-383.199,1.35458e-29,3.23238e-30,-15.4056,2.58161e-28,7.0038e-29,9.09837e-30,171.001,0
-383.004,1.06578e-28,3.08691e-29,-15.3977,2.50558e-28,1.92798e-29,7.88864e-30,170.827,0
-382.808,8.9264e-29,2.39554e-29,-15.3899,2.4351e-28,1.51999e-28,3.42745e-30,170.653,0
-382.613,3.05559e-29,1.32558e-30,-15.382,2.36856e-28,4.95777e-29,1.36246e-30,170.479,0
-382.418,1.0341e-28,1.63497e-29,-15.3742,2.29741e-28,3.8985e-29,8.68169e-30,170.305,0
-382.222,9.66025e-29,2.32789e-29,-15.3663,2.22572e-28,8.75627e-29,2.23606e-31,170.131,0
-382.027,5.37695e-29,3.97289e-30,-15.3585,2.15334e-28,4.12494e-29,4.72303e-30,169.957,0
-381.832,1.5405e-28,5.57158e-30,-15.3506,2.09793e-28,4.0127e-29,3.94393e-31,169.783,0
-381.636,1.13343e-28,1.65814e-29,-15.3428,2.02293e-28,8.31731e-29,7.2213e-31,169.609,0
-381.441,6.1964e-29,8.13439e-30,-15.3349,1.95603e-28,3.20719e-29,3.06285e-30,169.436,0
-381.245,1.80059e-28,5.16986e-31,-15.327,1.88539e-28,3.29767e-29,5.71959e-30,169.262,0
-381.05,1.84637e-28,6.89371e-30,-15.3192,1.82088e-28,3.34031e-29,1.0407e-30,169.089,0
-380.855,5.9017e-29,6.32034e-30,-15.3113,1.75433e-28,4.6498e-29,2.49965e-30,168.916,0
-380.659,1.67265e-28,2.95779e-31,-15.3035,1.68803e-28,1.51054e-30,2.49858e-30,168.742,0
-380.464,2.46982e-28,1.80561e-30,-15.2956,1.62494e-28,2.28353e-29,1.2067e-30,168.569,0
-380.269,1.21814e-28,2.67272e-30,-15.2878,1.56014e-28,9.82202e-29,5.83277e-31,168.396,0
-380.073,1.02754e-28,9.73948e-31,-15.2799,1.5037e-28,9.05174e-29,7.91514e-31,168.223,0
-379.878,2.02305e-28,4.84801e-33,-15.2721,1.43689e-28,1.9582e-29,3.40787e-31,168.05,0
-379.683,1.63709e-28,1.65732e-31,-15.2642,1.38328e-28,8.60463e-30,4.45241e-31,167.877,0
-379.487,1.26381e-28,4.95064e-31,-15.2564,1.31344e-28,2.46704e-29,3.41342e-30,167.705,0
-379.292,2.00095e-28,1.72562e-30,-15.2485,1.25215e-28,5.90778e-29,3.12713e-30,167.532,0
-379.096,2.08302e-28,7.426e-31,-15.2407,1.19811e-28,7.37177e-29,9.3866e-31,167.36,0
-378.901,1.53298e-28,1.72688e-30,-15.2328,1.1426e-28,5.179e-30,2.59284e-30,167.187,0
-378.706,1.85648e-28,3.86313e-30,-15.2249,1.09292e-28,2.20859e-29,4.9297e-30,167.015,0
-378.51,1.56043e-28,3.56667e-30,-15.2171,1.03255e-28,8.34383e-30,5.62281e-30,166.842,0
-378.315,1.64944e-28,6.39638e-30,-15.2092,9.89254e-29,2.83143e-29,1.65052e-30,166.67,0
-378.12,2.15945e-28,6.67628e-30,-15.2014,9.34385e-29,1.80328e-29,5.78109e-31,166.498,0
-377.924,1.31293e-28,8.29468e-30,-15.1935,8.81707e-29,3.38348e-29,1.48625e-30,166.326,0
-377.729,1.78201e-28,9.58089e-30,-15.1857,8.34775e-29,1.78971e-29,9.60373e-30,166.154,0
-377.534,2.27187e-28,7.77604e-30,-15.1778,7.90153e-29,9.40757e-30,3.15952e-30,165.982,0
-377.338,1.25234e-28,1.19435e-29,-15.17,7.46141e-29,7.25284e-30,4.91565e-30,165.811,0
-377.143,1.02551e-28,1.41785e-29,-15.1621,6.99118e-29,3.68241e-30,8.33471e-31,165.639,0
-376.947,2.03116e-28,1.21667e-29,-15.1543,6.62879e-29,1.9804e-29,2.94851e-30,165.467,0
-376.752,1.39727e-28,1.67233e-29,-15.1464,6.16156e-29,7.43008e-30,8.82889e-32,165.296,0
-376.557,7.69938e-29,2.2375e-29,-15.1385,5.74159e-29,1.27844e-29,1.35978e-30,165.125,0
-376.361,1.4222e-28,1.67883e-29,-15.1307,5.35483e-29,5.35976e-29,2.77393e-30,164.953,0
-376.166,1.39302e-28,1.58929e-29,-15.1228,5.05099e-29,6.1592e-30,1.57627e-30,164.782,0
-375.971,6.96645e-29,2.95652e-29,-15.115,4.60639e-29,5.10276e-30,1.87481e-31,164.611,0
-375.775,8.9887e-29,2.33408e-29,-15.1071,4.29231e-29,5.45362e-30,8.03899e-31,164.44,0
-375.58,9.51476e-29,1.36778e-29,-15.0993,3.96084e-29,3.81513e-29,1.25503e-30,164.269,0
-375.385,5.44461e-29,2.49538e-29,-15.0914,3.65937e-29,2.34788e-30,1.91217e-30,164.098,0
-375.189,7.0259e-29,2.914e-29,-15.0836,3.3945e-29,2.99464e-30,1.50174e-32,163.927,0
-374.994,7.80237e-29,1.34981e-29,-15.0757,3.08994e-29,1.69248e-29,6.06308e-31,163.757,0
-374.799,5.1602e-29,1.95035e-29,-15.0679,2.81358e-29,3.93099e-30,5.32513e-30,163.586,0
-374.603,4.06273e-29,3.2693e-29,-15.06,2.55061e-29,4.1974e-30,2.39937e-30,163.416,0
-374.408,3.74965e-29,1.79271e-29,-15.0522,2.28494e-29,8.83912e-30,2.5459e-30,163.245,0
-374.212,2.37024e-29,1.10319e-29,-15.0443,2.04382e-29,6.5725e-30,4.53734e-30,163.075,0
-374.017,3.8652e-29,2.79893e-29,-15.0364,1.85207e-29,1.71224e-29,5.51685e-30,162.905,0
-373.822,2.68335e-29,2.41891e-29,-15.0286,1.64129e-29,3.83849e-30,9.49637e-31,162.735,0
-373.626,1.07274e-29,7.19699e-30,-15.0207,1.43018e-29,2.17093e-30,2.53653e-30,162.565,0
-373.431,2.74815e-29,1.80768e-29,-15.0129,1.27013e-29,7.6109e-30,7.2387e-30,162.395,0
-373.236,2.41496e-29,2.52235e-29,-15.005,1.0983e-29,6.27926e-30,4.82815e-30,162.225,0
-373.04,2.65287e-30,8.99874e-30,-14.9972,9.42261e-30,1.80939e-30,9.22346e-31,162.055,0
-372.845,1.38557e-29,8.12162e-30,-14.9893,7.80967e-30,1.17036e-29,8.01716e-31,161.885,0
-372.65,2.42556e-29,2.10596e-29,-14.9815,6.697e-30,1.04581e-29,3.59118e-30,161.716,0
-372.454,3.90512e-30,1.20994e-29,-14.9736,5.62451e-30,3.63091e-30,5.23604e-30,161.546,0
-372.259,3.74408e-30,3.61585e-30,-14.9658,4.54299e-30,1.85976e-32,1.79923e-30,161.377,0
-372.063,1.51937e-29,1.20626e-29,-14.9579,3.60661e-30,7.42357e-30,6.74445e-30,161.207,0
-371.868,8.22612e-30,1.28351e-29,-14.9501,2.82986e-30,7.63687e-30,2.08062e-30,161.038,0
-371.673,1.17005e-31,3.52053e-30,-14.9422,2.28019e-30,4.54534e-30,1.473e-30,160.869,0
-371.477,2.59717e-30,3.83062e-30,-14.9343,1.78781e-30,9.47286e-30,2.44434e-30,160.7,0
-371.282,4.42084e-30,1.06293e-29,-14.9265,1.27425e-30,1.15729e-30,4.18446e-30,160.531,0
-371.087,5.33502e-31,5.45181e-30,-14.9186,1.03114e-30,2.84064e-30,1.58115e-30,160.362,0
-370.891,1.27407e-31,9.92248e-31,-14.9108,9.68302e-31,1.29057e-30,3.47558e-30,160.193,0
-370.696,3.09437e-30,4.8759e-30,-14.9029,9.686e-31,1.31029e-30,2.747e-30,160.025,0
-370.501,6.41455e-30,7.14528e-30,-14.8951,1.16474e-30,1.18522e-30,1.05737e-30,159.856,0
-370.305,8.6111e-30,1.49981e-30,-14.8872,1.41096e-30,3.54795e-30,1.02873e-30,159.687,0
-370.11,3.9236e-30,7.88446e-31,-14.8794,1.83954e-30,8.26295e-32,4.37757e-30,159.519,0
-369.915,5.94524e-30,3.96342e-30,-14.8715,2.46607e-30,5.59019e-29,9.53573e-31,159.351,0
-369.719,6.37136e-30,3.05623e-30,-14.8637,3.1911e-30,7.77497e-30,1.41364e-30,159.182,0
-369.524,8.50253e-30,5.84238e-31,-14.8558,4.12985e-30,3.99582e-29,1.49146e-31,159.014,0
-369.328,3.3213e-30,1.07692e-30,-14.848,4.98714e-30,1.53512e-30,4.53726e-32,158.846,0
-369.133,1.02229e-29,2.68025e-30,-14.8401,6.32672e-30,2.93775e-29,4.44066e-31,158.678,0
-368.938,2.95221e-29,2.66262e-30,-14.8322,7.57429e-30,2.43299e-30,6.57262e-32,158.51,0
-368.742,2.05194e-29,2.73876e-32,-14.8244,9.18717e-30,1.20881e-29,7.70877e-30,158.342,0
-368.547,9.73405e-30,5.29926e-31,-14.8165,1.0796e-29,6.54508e-30,2.85122e-30,158.175,0
-368.352,2.95727e-29,2.73204e-30,-14.8087,1.25616e-29,1.04629e-30,1.5095e-30,158.007,0
-368.156,2.06383e-29,1.98256e-30,-14.8008,1.47496e-29,2.22398e-31,4.15569e-30,157.839,0
-367.961,9.20867e-30,3.62346e-34,-14.793,1.67458e-29,1.8208e-30,3.29119e-32,157.672,0
-367.766,2.36233e-29,1.7136e-30,-14.7851,1.90832e-29,1.62612e-30,3.01829e-31,157.505,0
-367.57,3.62969e-29,3.41652e-30,-14.7773,2.14585e-29,3.48605e-29,1.38419e-30,157.337,0
-367.375,1.31793e-29,1.26198e-30,-14.7694,2.45094e-29,5.56551e-30,4.43613e-31,157.17,0
-367.179,1.23312e-29,1.82861e-31,-14.7616,2.70895e-29,7.17961e-30,1.84331e-31,157.003,0
-366.984,4.17935e-29,2.31141e-30,-14.7537,3.02691e-29,6.91249e-30,5.54317e-31,156.836,0
-366.789,3.06231e-29,2.97607e-30,-14.7459,3.32944e-29,3.78876e-29,2.7491e-31,156.669,0
-366.593,7.65835e-30,9.83136e-31,-14.738,3.67278e-29,1.52453e-29,5.33052e-31,156.502,0
-366.398,3.46656e-29,6.64222e-31,-14.7301,4.07303e-29,6.51975e-29,3.57907e-31,156.335,0
-366.203,5.07337e-29,3.35773e-30,-14.7223,4.41578e-29,1.69786e-30,4.2703e-31,156.169,0
-366.007,1.34259e-29,3.33091e-30,-14.7144,4.85739e-29,7.73992e-31,1.99859e-30,156.002,0
-365.812,1.60347e-29,5.41622e-31,-14.7066,5.27095e-29,3.2179e-30,1.18037e-30,155.836,0
-365.617,4.56256e-29,1.36704e-30,-14.6987,5.68744e-29,2.90222e-30,2.94857e-30,155.669,0
-365.421,6.76704e-29,3.25063e-30,-14.6909,6.24833e-29,1.70196e-29,3.59082e-30,155.503,0
-365.226,6.8834e-30,2.67269e-30,-14.683,6.68968e-29,2.14596e-29,1.38312e-30,155.337,0
-365.031,2.62845e-29,3.65235e-31,-14.6752,7.25185e-29,1.96702e-29,1.13405e-30,155.171,0
-364.835,9.57556e-29,2.77271e-30,-14.6673,7.76376e-29,1.05782e-29,3.11534e-30,155.004,0
-364.64,5.57854e-29,5.1326e-30,-14.6595,8.30501e-29,4.61756e-29,9.40349e-30,154.839,0
-364.444,1.31614e-30,2.66029e-30,-14.6516,8.74523e-29,9.16533e-30,2.4275e-30,154.673,0
-364.249,7.27216e-29,5.88857e-31,-14.6437,9.46545e-29,2.39942e-29,1.75254e-30,154.507,0
-364.054,1.02652e-28,3.7311e-30,-14.6359,1.00195e-28,1.14929e-29,1.50104e-30,154.341,0
-363.858,1.86627e-29,5.39466e-30,-14.628,1.07417e-28,4.60159e-30,1.76215e-30,154.176,0
-363.663,2.77788e-29,7.96641e-31,-14.6202,1.13845e-28,6.03736e-29,5.07056e-31,154.01,0
-363.468,1.13253e-28,1.3426e-30,-14.6123,1.21708e-28,4.00424e-29,6.99294e-30,153.845,0
-363.272,9.46226e-29,7.82055e-30,-14.6045,1.28901e-28,5.85434e-29,5.34244e-31,153.679,0
-363.077,1.82792e-30,4.24816e-30,-14.5966,1.36095e-28,5.9098e-30,6.12065e-30,153.514,0
-362.882,5.77346e-29,3.33875e-31,-14.5888,1.43367e-28,1.11782e-29,4.03666e-30,153.349,0
-362.686,1.19986e-28,6.0078e-30,-14.5809,1.51799e-28,4.58179e-29,2.4824e-30,153.184,0
-362.491,4.11854e-29,9.06786e-30,-14.5731,1.59826e-28,2.96268e-29,6.09486e-32,153.019,0
-362.295,1.85716e-30,3.49703e-30,-14.5652,1.67553e-28,4.02542e-29,2.06997e-30,152.854,0
-362.1,8.5193e-29,1.44673e-30,-14.5574,1.75193e-28,1.19389e-29,4.29608e-32,152.689,0
-361.905,9.11471e-29,8.44575e-30,-14.5495,1.85721e-28,3.54851e-31,2.23376e-30,152.524,0
-361.709,2.22034e-29,8.73882e-30,-14.5416,1.93805e-28,3.13554e-29,6.26763e-30,152.36,0
-361.514,1.91344e-29,7.47732e-31,-14.5338,2.03666e-28,4.81315e-30,7.64674e-30,152.195,0
-361.319,8.88033e-29,4.62366e-30,-14.5259,2.12712e-28,1.56634e-30,6.21851e-32,152.031,0
-361.123,7.64657e-29,1.18351e-29,-14.5181,2.24247e-28,7.76266e-30,3.94987e-30,151.867,0
-360.928,2.28548e-29,4.40205e-30,-14.5102,2.32656e-28,2.89695e-29,9.92675e-31,151.702,0
-360.733,4.13549e-29,3.27913e-31,-14.5024,2.42418e-28,1.90938e-29,4.06461e-30,151.538,0
-360.537,1.13271e-28,8.39396e-30,-14.4945,2.51961e-28,4.78757e-29,1.20931e-30,151.374,0
-360.342,6.80333e-29,8.62662e-30,-14.4867,2.63941e-28,9.59551e-30,6.68577e-30,151.21,0
-360.147,1.62318e-29,7.84128e-31,-14.4788,2.72349e-28,7.84274e-30,9.18333e-31,151.046,0
-359.951,4.3649e-29,3.77042e-30,-14.471,2.84511e-28,1.06062e-29,6.68317e-31,150.882,0
-359.756,8.71648e-29,9.80072e-30,-14.4631,2.93849e-28,1.69453e-29,1.92131e-30,150.718,0
-359.56,5.56164e-29,4.86416e-30,-14.4553,3.04718e-28,5.53835e-30,2.53625e-32,150.555,0
-359.365,7.87117e-30,4.77658e-31,-14.4474,3.1877e-28,7.97179e-29,1.87326e-30,150.391,0
-359.17,2.87585e-29,4.56426e-30,-14.4395,3.28447e-28,3.62581e-29,8.68869e-31,150.228,0
-358.974,7.32311e-29,4.77592e-30,-14.4317,3.39436e-28,5.35604e-30,3.19454e-30,150.064,0
-358.779,4.35414e-29,2.10848e-30,-14.4238,3.50442e-28,2.32374e-29,6.78819e-30,149.901,0
-358.584,5.10969e-30,3.86484e-30,-14.416,3.64567e-28,4.54524e-31,2.19897e-30,149.738,0
-358.388,4.35247e-29,4.48954e-30,-14.4081,3.76618e-28,1.76109e-29,7.25589e-30,149.575,0
-358.193,1.00887e-28,4.04641e-30,-14.4003,3.86254e-28,4.83207e-29,8.29518e-31,149.412,0
-357.998,4.17794e-29,4.92746e-30,-14.3924,3.99068e-28,2.32065e-29,2.51052e-30,149.249,0
-357.802,1.81603e-29,2.83755e-30,-14.3846,4.11619e-28,1.60012e-29,2.06971e-31,149.086,0
-357.607,8.75635e-29,2.62222e-30,-14.3767,4.22155e-28,9.15435e-29,2.20462e-30,148.923,0
-357.411,1.17975e-28,5.42416e-30,-14.3689,4.32227e-28,6.02472e-29,8.09058e-31,148.761,0
-357.216,3.21004e-29,4.37078e-30,-14.361,4.4672e-28,5.46703e-29,3.1736e-30,148.598,0
-357.021,5.30897e-29,7.28619e-31,-14.3532,4.61126e-28,2.08112e-29,7.6108e-31,148.436,0
-356.825,1.08199e-28,5.37557e-30,-14.3453,4.71188e-28,3.73659e-29,1.8446e-30,148.273,0
-356.63,5.87797e-29,8.97746e-30,-14.3374,4.82982e-28,3.18579e-29,2.29125e-31,148.111,0
-356.435,1.9516e-29,1.23486e-30,-14.3296,4.95051e-28,6.94558e-29,2.51048e-31,147.949,0
-356.239,5.43575e-29,2.57944e-30,-14.3217,5.05728e-28,7.63911e-29,5.24108e-30,147.786,0
-356.044,6.43406e-29,7.80371e-30,-14.3139,5.1438e-28,7.32561e-29,6.87807e-31,147.624,0
-355.849,3.79168e-29,5.12314e-30,-14.306,5.29285e-28,9.72833e-29,4.62402e-30,147.462,0
-355.653,1.76704e-29,3.44917e-31,-14.2982,5.39452e-28,1.73344e-29,2.41513e-30,147.301,0
-355.458,4.86444e-29,5.94858e-30,-14.2903,5.51686e-28,1.22738e-29,6.58386e-32,147.139,0
-355.263,5.33793e-29,6.45065e-30,-14.2825,5.61795e-28,2.93194e-29,6.46745e-31,146.977,0
-355.067,4.4294e-29,6.69987e-31,-14.2746,5.73445e-28,6.52982e-29,1.11956e-31,146.816,0
-354.872,5.33318e-29,2.64826e-30,-14.2668,5.86786e-28,6.54939e-29,1.02432e-31,146.654,0
-354.676,5.66662e-29,6.86836e-30,-14.2589,5.96066e-28,4.50479e-29,4.58391e-30,146.493,0
-354.481,6.38595e-29,2.43856e-30,-14.251,6.05654e-28,2.9777e-29,3.29446e-30,146.331,0
-354.286,7.51541e-29,2.8488e-31,-14.2432,6.13527e-28,8.51713e-29,1.14789e-30,146.17,0
-354.09,8.31642e-29,2.7691e-30,-14.2353,6.24527e-28,7.98968e-29,3.35467e-30,146.009,0
-353.895,5.94701e-29,1.48464e-30,-14.2275,6.32496e-28,1.17504e-28,9.88639e-31,145.848,0
-353.7,4.8549e-29,8.69211e-32,-14.2196,6.43356e-28,4.88449e-29,3.41885e-30,145.687,0
-353.504,6.12018e-29,7.26675e-31,-14.2118,6.5408e-28,6.56435e-30,1.27406e-32,145.526,0
-353.309,3.90129e-29,1.89379e-30,-14.2039,6.58841e-28,6.44016e-29,3.2678e-30,145.365,0
-353.114,2.22511e-29,4.93896e-31,-14.1961,6.67196e-28,1.70719e-28,9.4313e-31,145.204,0
-352.918,1.20758e-29,8.15908e-31,-14.1882,6.75784e-28,9.08623e-29,6.3386e-31,145.044,0
-352.723,2.67284e-29,1.49261e-30,-14.1804,6.83205e-28,6.69052e-29,5.81716e-31,144.883,0
-352.527,3.1894e-29,9.6184e-32,-14.1725,6.93051e-28,1.68995e-29,5.71839e-31,144.723,0
-352.332,2.43114e-29,5.37131e-31,-14.1647,7.01391e-28,3.98139e-31,5.21906e-30,144.562,0
