E,T
32.9021,2.65871e+14
32.9633,2.4196e+14
33.0246,2.19558e+14
33.0859,1.98043e+14
33.1473,1.78615e+14
33.2088,1.62994e+14
33.2703,1.48227e+14
33.3318,1.34612e+14
33.3934,1.2198e+14
33.4551,1.11464e+14
33.5168,1.02061e+14
33.5786,9.17552e+13
33.6404,8.50214e+13
33.7023,7.69107e+13
33.7643,7.07552e+13
33.8263,6.40712e+13
33.8884,5.96455e+13
33.9505,5.47409e+13
34.0127,5.03719e+13
34.0749,4.66687e+13
34.1372,4.31359e+13
34.1995,4.00914e+13
34.262,3.70537e+13
34.3244,3.47144e+13
34.3869,3.22025e+13
34.4495,3.02051e+13
34.5122,2.82949e+13
34.5748,2.65146e+13
34.6376,2.49486e+13
34.7004,2.34767e+13
34.7633,2.22545e+13
34.8262,2.09944e+13
34.8892,1.99486e+13
34.9522,1.89391e+13
35.0153,1.80382e+13
35.0784,1.71486e+13
35.1416,1.64584e+13
35.2049,1.57091e+13
35.2682,1.5096e+13
35.3316,1.45193e+13
35.395,1.39796e+13
35.4585,1.34583e+13
35.5221,1.30358e+13
35.5857,1.26561e+13
35.6493,1.22823e+13
35.713,1.18874e+13
35.7768,1.16467e+13
35.8406,1.13408e+13
35.9045,1.11113e+13
35.9685,1.08538e+13
36.0325,1.06828e+13
36.0965,1.04954e+13
36.1606,1.03436e+13
36.2248,1.02071e+13
36.289,1.01116e+13
36.3533,1.00063e+13
36.4177,9.92565e+12
36.4821,9.88853e+12
36.5465,9.8671e+12
36.611,9.79585e+12
36.6756,9.85456e+12
36.7402,9.8559e+12
36.8049,9.91386e+12
36.8697,9.99162e+12
36.9345,1.00645e+13
36.9993,1.01808e+13
37.0642,1.02749e+13
37.1292,1.04345e+13
37.1942,1.05923e+13
37.2593,1.07776e+13
37.3244,1.10084e+13
37.3896,1.12371e+13
37.4549,1.14912e+13
37.5202,1.18034e+13
37.5856,1.21535e+13
37.651,1.25125e+13
37.7165,1.29281e+13
37.782,1.33816e+13
37.8476,1.3875e+13
37.9132,1.44004e+13
37.979,1.49846e+13
38.0447,1.56547e+13
38.1105,1.6366e+13
38.1764,1.71617e+13
38.2423,1.80467e+13
38.3083,1.90172e+13
38.3744,1.99647e+13
38.4405,2.11693e+13
38.5067,2.24834e+13
38.5729,2.379e+13
38.6392,2.53751e+13
38.7055,2.70377e+13
38.7719,2.89265e+13
38.8383,3.12035e+13
38.9048,3.34351e+13
38.9714,3.61476e+13
39.038,3.90945e+13
39.1047,4.25158e+13
39.1714,4.61725e+13
39.2382,5.05588e+13
39.305,5.51578e+13
39.3719,6.06312e+13
39.4389,6.6709e+13
39.5059,7.4227e+13
39.573,8.26792e+13
39.6401,9.20706e+13
39.7073,1.03038e+14
39.7746,1.17247e+14
39.8419,1.32267e+14
39.9092,1.50507e+14
39.9766,1.71344e+14
40.0441,1.97476e+14
40.1116,2.27398e+14
40.1792,2.67598e+14
40.2469,3.16017e+14
40.3146,3.77744e+14
40.3823,4.40384e+14
40.4501,5.35517e+14
40.518,6.39119e+14
40.5859,7.76475e+14
40.6539,9.17422e+14
40.7219,1.06793e+15
40.79,1.26134e+15
40.8582,1.40453e+15
40.9264,1.50538e+15
40.9947,1.50615e+15
41.063,1.44542e+15
41.1314,1.36046e+15
41.1998,1.19992e+15
41.2683,1.07228e+15
41.3369,9.28983e+14
41.4055,8.18932e+14
41.4741,7.08769e+14
41.5429,6.33286e+14
41.6116,5.67987e+14
41.6805,5.03303e+14
41.7494,4.51644e+14
41.8183,4.09771e+14
41.8873,3.76063e+14
41.9564,3.46939e+14
42.0255,3.17633e+14
42.0947,2.99332e+14
42.1639,2.80514e+14
42.2332,2.63673e+14
42.3026,2.51026e+14
42.372,2.3961e+14
42.4414,2.29333e+14
42.5109,2.22484e+14
42.5805,2.14397e+14
42.6502,2.09294e+14
42.7198,2.06042e+14
42.7896,1.99278e+14
42.8594,1.94649e+14
42.9293,1.9445e+14
42.9992,1.94165e+14
43.0691,1.92317e+14
43.1392,1.91068e+14
43.2093,1.91483e+14
43.2794,1.92381e+14
43.3496,1.94833e+14
43.4199,1.96949e+14
43.4902,2.00915e+14
43.5606,2.0492e+14
43.631,2.10486e+14
43.7015,2.18168e+14
43.772,2.25231e+14
43.8426,2.34168e+14
43.9133,2.38186e+14
43.984,2.48215e+14
44.0548,2.59769e+14
44.1256,2.73603e+14
44.1965,2.89704e+14
44.2674,3.00931e+14
44.3384,3.24487e+14
44.4095,3.45378e+14
44.4806,3.70158e+14
44.5517,4.00174e+14
44.623,4.32812e+14
44.6943,4.61404e+14
44.7656,4.99261e+14
44.837,5.53044e+14
44.9084,5.95756e+14
44.98,6.72095e+14
45.0515,7.27206e+14
45.1231,7.87277e+14
45.1948,8.99668e+14
45.2666,9.97991e+14
45.3384,1.11992e+15
45.4102,1.21938e+15
45.4821,1.37768e+15
45.5541,1.58564e+15
45.6261,1.68955e+15
45.6982,1.8538e+15
45.7703,2.02093e+15
45.8425,2.16769e+15
45.9148,2.30524e+15
45.9871,2.35827e+15
46.0594,2.41631e+15
46.1319,2.4552e+15
46.2043,2.23747e+15
46.2769,2.18978e+15
46.3495,2.0399e+15
46.4221,1.92331e+15
46.4948,1.7005e+15
46.5676,1.63137e+15
46.6404,1.48579e+15
46.7133,1.33146e+15
46.7862,1.20049e+15
46.8592,1.10908e+15
46.9322,1.00474e+15
47.0053,9.19702e+14
47.0785,8.38841e+14
47.1517,7.60044e+14
47.225,6.93467e+14
47.2983,6.50179e+14
47.3717,5.89979e+14
47.4452,5.37989e+14
47.5187,4.96476e+14
47.5922,4.6079e+14
47.6658,4.20776e+14
47.7395,3.89218e+14
47.8132,3.59221e+14
47.887,3.30806e+14
47.9609,3.06976e+14
48.0348,2.8433e+14
48.1087,2.62867e+14
48.1827,2.44862e+14
48.2568,2.26994e+14
48.3309,2.10964e+14
48.4051,1.94037e+14
48.4794,1.80819e+14
48.5536,1.65387e+14
48.628,1.53824e+14
48.7024,1.42883e+14
48.7769,1.31755e+14
48.8514,1.21907e+14
48.926,1.13162e+14
49.0006,1.04701e+14
49.0753,9.76669e+13
49.1501,8.95567e+13
49.2249,8.36631e+13
49.2998,7.72068e+13
49.3747,7.16314e+13
49.4497,6.66427e+13
49.5247,6.17717e+13
49.5998,5.74247e+13
49.6749,5.35935e+13
49.7502,4.95588e+13
49.8254,4.59926e+13
49.9007,4.29331e+13
49.9761,3.99816e+13
50.0516,3.71429e+13
50.127,3.46805e+13
50.2026,3.23917e+13
50.2782,3.03973e+13
50.3539,2.82546e+13
50.4296,2.64463e+13
50.5054,2.48517e+13
50.5812,2.33918e+13
50.6571,2.18578e+13
50.733,2.06368e+13
50.809,1.94574e+13
50.8851,1.83807e+13
50.9612,1.72253e+13
51.0374,1.6335e+13
51.1136,1.54271e+13
51.1899,1.46349e+13
51.2663,1.39061e+13
51.3427,1.31863e+13
51.4191,1.25791e+13
51.4956,1.20193e+13
51.5722,1.14292e+13
51.6488,1.09692e+13
51.7255,1.0489e+13
51.8023,1.00637e+13
51.8791,9.67015e+12
51.9559,9.28726e+12
52.0328,8.95241e+12
52.1098,8.64101e+12
52.1868,8.35856e+12
52.2639,8.11051e+12
52.3411,7.83352e+12
52.4183,7.62691e+12
52.4955,7.39298e+12
52.5728,7.19692e+12
52.6502,7.02003e+12
52.7276,6.90763e+12
52.8051,6.74049e+12
52.8827,6.602e+12
52.9603,6.52229e+12
53.0379,6.41281e+12
53.1156,6.32039e+12
53.1934,6.26094e+12
53.2712,6.16294e+12
53.3491,6.1243e+12
53.427,6.08489e+12
53.505,6.04031e+12
53.5831,6.01363e+12
53.6612,6.01178e+12
53.7394,6.00171e+12
53.8176,5.99888e+12
53.8959,6.01199e+12
53.9742,6.06801e+12
54.0526,6.09342e+12
54.1311,6.15149e+12
54.2096,6.20022e+12
54.2881,6.28144e+12
54.3667,6.36861e+12
54.4454,6.45443e+12
54.5242,6.56432e+12
54.603,6.68752e+12
54.6818,6.82317e+12
54.7607,6.9709e+12
54.8397,7.13016e+12
54.9187,7.30165e+12
54.9978,7.50047e+12
55.0769,7.71691e+12
55.1561,7.93518e+12
55.2353,8.19911e+12
55.3146,8.47011e+12
55.394,8.74828e+12
55.4734,9.07141e+12
55.5529,9.42071e+12
55.6324,9.75531e+12
55.712,1.01704e+13
55.7917,1.06028e+13
55.8714,1.1042e+13
55.9511,1.1555e+13
56.0309,1.203e+13
56.1108,1.25946e+13
56.1907,1.31935e+13
56.2707,1.38548e+13
56.3508,1.44663e+13
56.4309,1.52367e+13
56.511,1.59941e+13
56.5912,1.67709e+13
56.6715,1.76371e+13
56.7518,1.85532e+13
56.8322,1.95024e+13
56.9127,2.05607e+13
56.9932,2.16172e+13
57.0737,2.27431e+13
57.1543,2.38703e+13
57.235,2.51385e+13
57.3157,2.64904e+13
57.3965,2.76898e+13
57.4774,2.91568e+13
57.5583,3.0616e+13
57.6392,3.20049e+13
57.7202,3.36147e+13
57.8013,3.51933e+13
57.8824,3.69221e+13
57.9636,3.84486e+13
58.0448,4.02126e+13
58.1261,4.19074e+13
58.2075,4.36867e+13
58.2889,4.55793e+13
58.3704,4.73876e+13
58.4519,4.9074e+13
58.5335,5.10828e+13
58.6151,5.28059e+13
58.6968,5.47285e+13
58.7785,5.66988e+13
58.8603,5.88358e+13
58.9422,6.02909e+13
59.0241,6.27848e+13
59.1061,6.44799e+13
59.1881,6.65159e+13
59.2702,6.83308e+13
59.3524,7.05116e+13
59.4346,7.26966e+13
59.5168,7.4955e+13
59.5992,7.6752e+13
59.6815,7.94655e+13
59.764,8.13039e+13
59.8465,8.36746e+13
59.929,8.63797e+13
60.0116,8.84448e+13
60.0943,9.12522e+13
60.177,9.42166e+13
60.2598,9.7331e+13
60.3426,9.99779e+13
60.4255,1.02247e+14
60.5084,1.06844e+14
60.5914,1.08928e+14
60.6745,1.13292e+14
60.7576,1.17501e+14
60.8408,1.20905e+14
60.924,1.25225e+14
61.0073,1.29384e+14
61.0906,1.34013e+14
61.174,1.4046e+14
61.2575,1.44241e+14
61.341,1.49935e+14
61.4246,1.56832e+14
61.5082,1.64562e+14
61.5919,1.69448e+14
61.6756,1.78282e+14
61.7594,1.85614e+14
61.8433,1.93298e+14
61.9272,2.01452e+14
62.0112,2.11137e+14
62.0952,2.19397e+14
62.1793,2.30966e+14
62.2634,2.39905e+14
62.3476,2.54664e+14
62.4319,2.64842e+14
62.5162,2.78965e+14
62.6006,2.93296e+14
62.685,3.0351e+14
62.7695,3.18287e+14
62.854,3.33993e+14
62.9386,3.52643e+14
63.0232,3.67485e+14
63.1079,3.8242e+14
63.1927,4.0028e+14
63.2775,4.1588e+14
63.3624,4.31346e+14
63.4474,4.51699e+14
63.5323,4.69777e+14
63.6174,4.86453e+14
63.7025,5.06805e+14
63.7877,5.21165e+14
63.8729,5.47257e+14
63.9582,5.6819e+14
64.0435,5.79634e+14
64.1289,6.0908e+14
64.2143,6.26162e+14
64.2998,6.40531e+14
64.3854,6.58798e+14
64.471,6.80095e+14
64.5567,7.00931e+14
64.6424,7.12042e+14
64.7282,7.38249e+14
64.8141,7.55753e+14
64.9,7.71171e+14
64.9859,8.02687e+14
65.0719,8.21342e+14
65.158,8.24113e+14
65.2442,8.401e+14
65.3303,8.72347e+14
65.4166,8.79828e+14
65.5029,8.99444e+14
65.5892,9.05189e+14
65.6757,9.43527e+14
65.7621,9.50602e+14
65.8487,9.65329e+14
65.9352,9.65943e+14
66.0219,9.84012e+14
66.1086,9.90163e+14
66.1953,9.9693e+14
66.2822,1.00347e+15
66.369,9.88875e+14
66.456,1.00279e+15
66.5429,1.01874e+15
66.63,9.91474e+14
66.7171,9.9912e+14
66.8042,9.78593e+14
66.8915,9.641e+14
66.9787,9.50128e+14
67.066,9.33426e+14
67.1534,8.9813e+14
67.2409,8.88143e+14
67.3284,8.38501e+14
67.4159,7.95949e+14
67.5035,7.60455e+14
67.5912,7.16498e+14
67.6789,6.8254e+14
67.7667,6.36388e+14
67.8545,5.8619e+14
67.9424,5.50617e+14
68.0304,5.02741e+14
68.1184,4.69235e+14
68.2065,4.27966e+14
68.2946,3.87596e+14
68.3828,3.51835e+14
68.471,3.24299e+14
68.5593,2.89882e+14
68.6476,2.64547e+14
68.736,2.3598e+14
68.8245,2.13191e+14
68.913,1.92088e+14
69.0016,1.72872e+14
69.0902,1.5571e+14
69.1789,1.3965e+14
69.2677,1.25938e+14
69.3565,1.1326e+14
69.4453,1.01498e+14
69.5343,9.20076e+13
69.6232,8.28489e+13
69.7123,7.48535e+13
69.8014,6.78103e+13
69.8905,6.13672e+13
69.9797,5.53256e+13
70.069,5.05215e+13
70.1583,4.56395e+13
70.2477,4.16446e+13
70.3371,3.80088e+13
70.4266,3.46481e+13
70.5161,3.16878e+13
70.6057,2.90462e+13
70.6954,2.66063e+13
70.7851,2.45095e+13
70.8749,2.24625e+13
70.9647,2.07878e+13
71.0546,1.92254e+13
71.1445,1.77573e+13
71.2345,1.64503e+13
71.3246,1.53251e+13
71.4147,1.42441e+13
71.5049,1.32969e+13
71.5951,1.23412e+13
71.6854,1.15825e+13
71.7757,1.0851e+13
71.8661,1.01908e+13
71.9566,9.5758e+12
72.0471,9.01983e+12
72.1376,8.51744e+12
72.2283,8.05746e+12
72.3189,7.61655e+12
72.4097,7.24188e+12
72.5005,6.87209e+12
72.5913,6.54108e+12
72.6822,6.23606e+12
72.7732,5.96297e+12
72.8642,5.7108e+12
72.9553,5.47988e+12
73.0465,5.24131e+12
73.1376,5.06327e+12
73.2289,4.86751e+12
73.3202,4.69373e+12
73.4116,4.53859e+12
73.503,4.39705e+12
73.5945,4.25104e+12
73.686,4.12923e+12
73.7776,4.00001e+12
73.8692,3.89042e+12
73.961,3.77339e+12
74.0527,3.66086e+12
74.1445,3.55384e+12
74.2364,3.44051e+12
74.3283,3.32384e+12
74.4203,3.2059e+12
74.5124,3.06743e+12
74.6045,2.91604e+12
74.6967,2.74657e+12
74.7889,2.56049e+12
74.8811,2.34843e+12
74.9735,2.11427e+12
75.0659,1.85922e+12
75.1583,1.59024e+12
75.2508,1.31794e+12
75.3434,1.05972e+12
75.436,8.22289e+11
75.5287,6.17084e+11
75.6214,4.49047e+11
75.7142,3.17946e+11
75.807,2.19707e+11
75.8999,1.48949e+11
75.9929,9.93048e+10
76.0859,6.54315e+10
76.179,4.26911e+10
76.2721,2.7655e+10
76.3653,1.78228e+10
76.4585,1.14427e+10
76.5518,7.32927e+09
76.6452,4.6865e+09
76.7386,2.99533e+09
76.8321,1.91358e+09
76.9256,1.22336e+09
77.0192,7.82227e+08
77.1128,5.00973e+08
77.2065,3.21012e+08
77.3003,2.06128e+08
77.3941,1.32459e+08
77.4879,8.53277e+07
77.5819,5.5011e+07
77.6758,3.55635e+07
77.7699,2.30093e+07
77.864,1.49311e+07
77.9581,9.69637e+06
78.0523,6.31666e+06
78.1466,4.11781e+06
78.2409,2.69321e+06
78.3353,1.76256e+06
78.4297,1.15744e+06
78.5242,760466
78.6188,501414
78.7134,330755
78.8081,218974
78.9028,145023
78.9976,96405.1
79.0924,64104.1
79.1873,42788.3
79.2822,28566.6
79.3772,19146
79.4723,12833.9
79.5674,8636.88
79.6626,5812.89
79.7578,3927.94
79.8531,2654.33
79.9485,1800.96
80.0439,1221.93
80.1393,832.468
80.2349,567.114
80.3304,387.934
80.4261,265.349
80.5217,182.251
80.6175,125.166
80.7133,86.3173
80.8092,59.5213
80.9051,41.2136
81.001,28.5345
81.0971,19.8376
81.1932,13.7904
81.2893,9.62585
81.3855,6.71862
81.4818,4.70851
81.5781,3.29973
81.6744,2.32175
81.7709,1.63367
81.8674,1.15407
81.9639,0.815324
82.0605,0.578256
82.1572,0.410176
82.2539,0.292063
82.3506,0.208004
82.4475,0.148693
82.5443,0.106325
82.6413,0.0763071
82.7383,0.054785
82.8353,0.0394728
82.9324,0.0284537
83.0296,0.0205811
83.1268,0.0148951
83.2241,0.0108157
83.3215,0.00785896
83.4189,0.005729
83.5163,0.00417987
83.6138,0.00305917
83.7114,0.00224111
83.809,0.00164659
83.9067,0.00121096
84.0044,0.00089296
84.1022,0.000659197
84.2001,0.00048794
84.298,0.000361741
84.3959,0.00026896
84.494,0.000200347
84.592,0.000149609
84.6902,0.000111863
84.7884,8.37536e-05
84.8866,6.27541e-05
84.9849,4.70875e-05
85.0833,3.54182e-05
85.1817,2.67427e-05
85.2802,2.02924e-05
85.3787,1.54614e-05
85.4773,1.18072e-05
85.5759,8.99898e-06
85.6746,6.82925e-06
85.7734,5.15328e-06
85.8722,3.8873e-06
85.9711,2.95338e-06
86.07,2.28536e-06
86.169,1.80517e-06
86.2681,1.44641e-06
86.3672,1.15197e-06
86.4663,8.93964e-07
86.5655,6.6409e-07
86.6648,4.73965e-07
86.7641,3.35025e-07
86.8635,2.52812e-07
86.963,2.16873e-07
87.0625,2.06886e-07
87.162,1.98423e-07
87.2616,1.75082e-07
87.3613,1.32715e-07
87.461,8.11224e-08
87.5608,3.62118e-08
87.6607,1.2469e-08
87.7606,1.47428e-08
87.8605,3.66428e-08
87.9605,6.37169e-08
88.0606,8.09804e-08
88.1607,7.98325e-08
88.2609,6.22104e-08
88.3611,3.86582e-08
88.4614,2.30924e-08
88.5618,2.56053e-08
88.6622,4.77713e-08
88.7627,8.23601e-08
88.8632,1.17296e-07
88.9638,1.41982e-07
89.0644,1.52759e-07
89.1651,1.54599e-07
89.2659,1.58784e-07
89.3667,1.77273e-07
89.4675,2.17062e-07
89.5685,2.77361e-07
89.6694,3.50603e-07
89.7705,4.27107e-07
89.8716,5.00829e-07
89.9727,5.73125e-07
90.0739,6.53179e-07
90.1752,7.54392e-07
90.2765,8.89002e-07
90.3779,1.06371e-06
90.4793,1.27827e-06
90.5808,1.52818e-06
90.6823,1.80999e-06
90.784,2.12641e-06
90.8856,2.48921e-06
90.9873,2.91787e-06
91.0891,3.43532e-06
91.1909,4.06292e-06
91.2928,4.81725e-06
91.3948,5.71094e-06
91.4968,6.75731e-06
91.5988,7.97653e-06
91.701,9.4011e-06
91.8031,1.10775e-05
91.9054,1.30639e-05
92.0077,1.54261e-05
92.11,1.82334e-05
92.2124,2.15585e-05
92.3149,2.5482e-05
92.4174,3.01006e-05
92.5199,3.55367e-05
92.6226,4.19448e-05
92.7253,4.95148e-05
92.828,5.84714e-05
92.9308,6.90723e-05
93.0337,8.16113e-05
93.1366,9.64262e-05
93.2395,0.000113913
93.3426,0.000134548
93.4456,0.000158903
93.5488,0.000187668
93.652,0.00022166
93.7552,0.000261842
93.8586,0.000309336
93.9619,0.000365456
94.0653,0.000431745
94.1688,0.000510028
94.2724,0.000602476
94.376,0.000711669
94.4796,0.000840664
94.5833,0.000993069
94.6871,0.00117313
94.7909,0.00138584
94.8948,0.00163706
94.9987,0.00193372
95.1027,0.00228399
95.2068,0.00269753
95.3109,0.00318572
95.4151,0.00376196
95.5193,0.00444202
95.6236,0.00524435
95.7279,0.0061906
95.8323,0.00730609
95.9367,0.00862046
96.0412,0.0101683
96.1458,0.01199
96.2504,0.0141323
96.3551,0.0166495
96.4598,0.0196039
96.5646,0.0230671
96.6695,0.0271204
96.7744,0.0318561
96.8793,0.0373778
96.9844,0.0438006
97.0894,0.051251
97.1946,0.0598658
97.2998,0.06979
97.405,0.0811737
97.5103,0.0941673
97.6157,0.108916
97.7211,0.12555
97.8265,0.144177
97.9321,0.164869
98.0377,0.187651
98.1433,0.212491
98.249,0.239285
98.3548,0.267855
98.4606,0.297951
98.5665,0.329239
98.6724,0.361331
98.7784,0.393792
98.8844,0.426171
98.9905,0.458017
99.0967,0.488912
99.2029,0.518483
99.3091,0.546429
99.4155,0.572519
99.5219,0.596604
99.6283,0.618609
99.7348,0.638528
99.8414,0.656409
99.948,0.672346
100.055,0.686464
100.161,0.698911
100.268,0.709847
100.375,0.719435
100.482,0.72784
100.589,0.73522
100.696,0.741727
100.803,0.747501
100.91,0.752678
101.017,0.757379
101.124,0.76172
101.232,0.765809
101.339,0.769748
101.446,0.773632
101.554,0.777552
101.661,0.781594
101.769,0.785839
101.877,0.790366
101.984,0.795245
102.092,0.800542
102.2,0.806311
102.308,0.812597
102.416,0.819428
102.524,0.826814
102.632,0.834742
102.74,0.843178
102.848,0.852059
102.956,0.861301
103.064,0.870797
103.173,0.880425
103.281,0.890052
103.39,0.899544
103.498,0.908774
103.607,0.917626
103.715,0.926007
103.824,0.933845
103.933,0.941091
104.041,0.947723
104.15,0.953737
104.259,0.959146
104.368,0.963977
104.477,0.968267
104.586,0.972057
104.695,0.975392
104.804,0.978318
104.914,0.980878
105.023,0.983115
105.132,0.985066
105.242,0.986764
105.351,0.98824
105.461,0.989521
105.57,0.990628
105.68,0.991583
105.789,0.992402
105.899,0.9931
106.009,0.99369
106.119,0.994183
106.229,0.994587
106.339,0.994912
106.449,0.995166
106.559,0.995356
106.669,0.995492
106.779,0.995579
106.889,0.995624
107,0.995635
107.11,0.995617
107.221,0.995578
107.331,0.995524
107.442,0.995461
107.552,0.995393
107.663,0.995324
107.773,0.995257
107.884,0.995192
107.995,0.99513
108.106,0.995072
108.217,0.995015
108.328,0.994958
108.439,0.994897
108.55,0.994827
108.661,0.994744
108.772,0.994645
108.884,0.994525
108.995,0.994384
109.106,0.99422
109.218,0.994033
109.329,0.993823
109.441,0.993595
109.553,0.993402
109.664,0.993284
109.776,0.993176
109.888,0.993084
110,0.993017
110.111,0.99298
110.223,0.992976
110.335,0.993005
110.448,0.993064
110.56,0.993146
110.672,0.99324
110.784,0.993328
110.896,0.993382
111.009,0.993374
111.121,0.993268
111.234,0.993034
111.346,0.992641
111.459,0.992071
111.571,0.991313
111.684,0.99037
111.797,0.989257
111.91,0.988009
112.023,0.986677
112.135,0.985333
112.248,0.984064
112.361,0.98296
112.475,0.982106
112.588,0.981574
112.701,0.981412
112.814,0.981644
112.928,0.982261
113.041,0.983205
113.154,0.984368
113.268,0.985567
113.381,0.98656
113.495,0.987058
113.609,0.98677
113.722,0.985434
113.836,0.982866
113.95,0.978954
114.064,0.973686
114.178,0.967147
114.292,0.959529
114.406,0.951151
114.52,0.942469
114.634,0.934006
114.748,0.926329
114.863,0.919954
114.977,0.915314
115.091,0.912776
115.206,0.912651
115.32,0.91507
115.435,0.919895
115.55,0.926385
115.664,0.932991
115.779,0.937456
115.894,0.937051
116.009,0.929146
116.124,0.912047
116.239,0.885219
116.354,0.84954
116.469,0.807224
116.584,0.760974
116.699,0.713751
116.814,0.66837
116.93,0.626662
117.045,0.589885
117.16,0.558676
117.276,0.532825
117.392,0.512853
117.507,0.500183
117.623,0.496769
117.738,0.506122
117.854,0.5311
117.97,0.570889
118.086,0.622788
118.202,0.679597
118.318,0.727583
118.434,0.758789
118.55,0.762737
118.666,0.726098
118.782,0.664669
118.899,0.578525
119.015,0.47506
119.131,0.436773
119.248,0.428797
