t,T+R,N_0,N_1,N_2
0,1,1.36648e-21,6.44813e-41,1.60998e-47
1,1,1.36684e-21,2.89977e-37,1.49472e-41
2,1,1.36687e-21,3.54531e-36,6.77387e-40
3,1,1.36633e-21,1.28609e-35,5.31703e-39
4,1,1.36554e-21,2.85873e-35,1.98787e-38
5,1,1.36479e-21,4.27012e-35,4.73522e-38
6,1,1.36396e-21,5.36602e-35,8.04249e-38
7,1,1.36378e-21,6.38585e-35,1.10518e-37
8,1,1.36364e-21,7.34899e-35,1.42467e-37
9,1,1.3642e-21,7.94155e-35,1.93824e-37
10,1,1.36486e-21,8.49917e-35,2.83397e-37
11,1,1.36552e-21,1.08035e-34,4.46005e-37
12,1,1.36601e-21,1.51774e-34,7.47569e-37
13,1,1.36638e-21,2.01735e-34,1.26598e-36
14,1,1.36615e-21,2.22148e-34,2.04565e-36
15,1,1.36568e-21,2.02679e-34,3.02663e-36
16,1,1.36486e-21,1.69465e-34,4.07209e-36
17,1,1.36438e-21,1.42347e-34,5.02917e-36
18,1,1.36387e-21,1.39766e-34,5.83275e-36
19,1,1.36363e-21,1.47854e-34,6.47312e-36
20,1,1.36407e-21,1.63111e-34,7.01488e-36
21,1,1.36512e-21,1.70072e-34,7.53109e-36
22,1,1.36576e-21,1.49501e-34,8.02516e-36
23,1,1.36586e-21,1.24735e-34,8.46425e-36
24,1,1.36579e-21,1.13259e-34,8.81684e-36
25,1,1.3653e-21,1.17946e-34,9.02768e-36
26,1,1.36499e-21,1.37809e-34,9.04266e-36
27,1,1.36454e-21,1.56154e-34,8.88239e-36
28,1,1.36381e-21,1.54349e-34,8.77639e-36
29,1,1.36393e-21,1.44692e-34,9.34492e-36
30,1,1.36407e-21,1.73981e-34,1.15226e-35
31,1,1.36475e-21,2.87185e-34,1.62118e-35
32,1,1.36546e-21,5.04035e-34,2.4002e-35
33,1,1.3659e-21,8.80956e-34,3.54139e-35
34,1,1.36599e-21,1.48738e-33,5.16431e-35
35,1,1.36589e-21,2.33354e-33,7.46643e-35
36,1,1.36545e-21,3.35411e-33,1.06429e-34
37,1,1.36509e-21,4.37926e-33,1.47747e-34
38,1,1.36449e-21,5.25446e-33,1.97667e-34
39,1,1.36408e-21,6.01622e-33,2.54461e-34
40,1,1.3642e-21,6.89877e-33,3.17743e-34
41,1,1.3643e-21,8.44604e-33,3.90326e-34
42,1,1.36483e-21,1.0878e-32,4.77093e-34
43,1,1.36554e-21,1.41902e-32,5.81188e-34
44,1,1.36612e-21,1.80739e-32,7.02075e-34
45,1,1.36664e-21,2.17858e-32,8.35516e-34
