t,Norm_0,AvgX_0,Norm_1,AvgX_1
270,0.828214,7.99077,0.171786,1.47245
271,0.826025,8.12578,0.173975,1.49217
272,0.823907,8.25723,0.176093,1.5112
273,0.821864,8.38509,0.178136,1.52953
274,0.819899,8.50938,0.180101,1.54717
275,0.818013,8.63011,0.181987,1.56413
276,0.816208,8.7473,0.183792,1.58044
277,0.814486,8.86097,0.185514,1.59611
278,0.812847,8.97116,0.187153,1.61117
279,0.811293,9.07792,0.188707,1.62565
280,0.809823,9.18128,0.190177,1.63957
281,0.808437,9.28133,0.191563,1.65298
282,0.807135,9.37811,0.192865,1.6659
283,0.805915,9.47171,0.194085,1.67837
284,0.804775,9.56222,0.195225,1.69044
285,0.803714,9.64972,0.196286,1.70213
286,0.802729,9.73431,0.197271,1.7135
287,0.801818,9.81609,0.198182,1.72457
288,0.800977,9.89518,0.199023,1.73539
289,0.800203,9.97168,0.199797,1.74599
290,0.799494,10.0457,0.200506,1.75641
291,0.798844,10.1174,0.201156,1.76667
292,0.798251,10.1869,0.201749,1.7768
293,0.79771,10.2543,0.20229,1.78684
294,0.797219,10.3197,0.202781,1.7968
295,0.796772,10.3832,0.203228,1.8067
296,0.796366,10.445,0.203634,1.81656
297,0.795998,10.5052,0.204002,1.8264
298,0.795663,10.5639,0.204337,1.83623
299,0.79536,10.6213,0.20464,1.84605
300,0.795084,10.6773,0.204916,1.85588
301,0.794833,10.7322,0.205167,1.86571
302,0.794604,10.786,0.205396,1.87555
303,0.794394,10.8388,0.205606,1.8854
304,0.794202,10.8907,0.205798,1.89526
305,0.794025,10.9418,0.205975,1.90512
306,0.793863,10.9922,0.206137,1.915
307,0.793712,11.0418,0.206288,1.92487
308,0.793573,11.0908,0.206427,1.93475
309,0.793444,11.1393,0.206556,1.94462
310,0.793324,11.1872,0.206676,1.95448
311,0.793212,11.2346,0.206788,1.96434
312,0.793108,11.2815,0.206892,1.97419
313,0.793011,11.3281,0.206989,1.98402
314,0.792921,11.3742,0.207079,1.99385
315,0.792838,11.42,0.207162,2.00366
316,0.79276,11.4654,0.20724,2.01346
317,0.792689,11.5105,0.207311,2.02325
318,0.792622,11.5553,0.207378,2.03303
319,0.792562,11.5999,0.207438,2.0428
320,0.792506,11.6441,0.207494,2.05256
321,0.792455,11.688,0.207545,2.06231
322,0.792408,11.7318,0.207592,2.07206
323,0.792365,11.7752,0.207635,2.0818
324,0.792327,11.8185,0.207673,2.09154
325,0.792291,11.8615,0.207709,2.10128
326,0.79226,11.9043,0.20774,2.11102
327,0.792231,11.947,0.207769,2.12076
328,0.792205,11.9894,0.207795,2.13049
329,0.792182,12.0317,0.207818,2.14024
330,0.792161,12.0738,0.207839,2.14998
331,0.792142,12.1158,0.207858,2.15972
332,0.792124,12.1576,0.207876,2.16947
333,0.792109,12.1993,0.207891,2.17921
334,0.792095,12.2408,0.207905,2.18896
335,0.792082,12.2822,0.207918,2.19871
336,0.792071,12.3236,0.207929,2.20845
337,0.79206,12.3648,0.20794,2.2182
338,0.792051,12.4059,0.207949,2.22795
339,0.792043,12.4469,0.207957,2.2377
340,0.792035,12.4879,0.207965,2.24744
341,0.792028,12.5287,0.207972,2.25719
342,0.792022,12.5695,0.207978,2.26694
343,0.792017,12.6102,0.207983,2.27668
344,0.792012,12.6509,0.207988,2.28643
345,0.792008,12.6915,0.207992,2.29617
346,0.792004,12.732,0.207996,2.30592
347,0.792001,12.7725,0.207999,2.31566
348,0.791998,12.8129,0.208002,2.32541
349,0.791996,12.8532,0.208004,2.33516
350,0.791994,12.8935,0.208006,2.3449
351,0.791992,12.9338,0.208008,2.35465
352,0.791991,12.974,0.208009,2.36439
353,0.791989,13.0142,0.208011,2.37414
354,0.791988,13.0543,0.208012,2.38389
355,0.791988,13.0944,0.208012,2.39364
356,0.791987,13.1345,0.208013,2.40338
357,0.791987,13.1745,0.208013,2.41313
358,0.791986,13.2145,0.208014,2.42288
359,0.791986,13.2545,0.208014,2.43263
360,0.791986,13.2944,0.208014,2.44238
361,0.791986,13.3343,0.208014,2.45212
362,0.791986,13.3742,0.208014,2.46187
363,0.791986,13.4141,0.208014,2.47162
364,0.791986,13.4539,0.208014,2.48137
365,0.791987,13.4938,0.208013,2.49112
366,0.791987,13.5336,0.208013,2.50087
367,0.791987,13.5733,0.208013,2.51062
368,0.791988,13.6131,0.208012,2.52037
369,0.791988,13.6529,0.208012,2.53012
370,0.791988,13.6926,0.208012,2.53986
371,0.791989,13.7323,0.208011,2.54961
372,0.791989,13.772,0.208011,2.55936
373,0.79199,13.8117,0.20801,2.56911
374,0.79199,13.8514,0.20801,2.57886
375,0.791991,13.8911,0.208009,2.58861
376,0.791991,13.9307,0.208009,2.59836
377,0.791991,13.9704,0.208009,2.60811
378,0.791992,14.01,0.208008,2.61786
379,0.791992,14.0496,0.208008,2.62761
380,0.791993,14.0892,0.208007,2.63736
381,0.791993,14.1288,0.208007,2.64711
382,0.791993,14.1684,0.208007,2.65686
383,0.791994,14.208,0.208006,2.66661
384,0.791994,14.2476,0.208006,2.67636
385,0.791995,14.2872,0.208005,2.68611
386,0.791995,14.3267,0.208005,2.69586
387,0.791995,14.3663,0.208005,2.70561
388,0.791996,14.4059,0.208004,2.71536
389,0.791996,14.4454,0.208004,2.72512
390,0.791996,14.485,0.208004,2.73487
391,0.791996,14.5245,0.208004,2.74462
392,0.791997,14.564,0.208003,2.75437
393,0.791997,14.6036,0.208003,2.76412
394,0.791997,14.6431,0.208003,2.77387
395,0.791997,14.6826,0.208003,2.78362
396,0.791998,14.7221,0.208002,2.79337
397,0.791998,14.7616,0.208002,2.80312
398,0.791998,14.8011,0.208002,2.81287
399,0.791998,14.8406,0.208002,2.82262
400,0.791998,14.8801,0.208002,2.83237
401,0.791999,14.9196,0.208001,2.84212
402,0.791999,14.9591,0.208001,2.85187
403,0.791999,14.9986,0.208001,2.86163
404,0.791999,15.0381,0.208001,2.87138
405,0.791999,15.0776,0.208001,2.88113
406,0.791999,15.1171,0.208001,2.89088
407,0.791999,15.1566,0.208001,2.90063
408,0.791999,15.1961,0.208001,2.91038
409,0.792,15.2355,0.208,2.92013
410,0.792,15.275,0.208,2.92988
411,0.792,15.3145,0.208,2.93963
412,0.792,15.354,0.208,2.94938
413,0.792,15.3934,0.208,2.95913
414,0.792,15.4329,0.208,2.96889
415,0.792,15.4724,0.208,2.97864
416,0.792,15.5118,0.208,2.98839
417,0.792,15.5513,0.208,2.99814
418,0.792,15.5908,0.208,3.00789
419,0.792,15.6302,0.208,3.01764
420,0.792,15.6697,0.208,3.02739
421,0.792,15.7092,0.208,3.03714
422,0.792,15.7486,0.208,3.04689
423,0.792,15.7881,0.208,3.05664
424,0.792,15.8275,0.208,3.0664
425,0.792,15.867,0.208,3.07615
426,0.792001,15.9064,0.207999,3.0859
427,0.792001,15.9459,0.207999,3.09565
428,0.792001,15.9853,0.207999,3.1054
429,0.792001,16.0248,0.207999,3.11515
430,0.792001,16.0642,0.207999,3.1249
431,0.792001,16.1037,0.207999,3.13465
432,0.792001,16.1432,0.207999,3.1444
433,0.792001,16.1826,0.207999,3.15416
434,0.792001,16.2221,0.207999,3.16391
435,0.792001,16.2615,0.207999,3.17366
436,0.792001,16.3009,0.207999,3.18341
437,0.792001,16.3404,0.207999,3.19316
438,0.792001,16.3798,0.207999,3.20291
439,0.792001,16.4193,0.207999,3.21266
440,0.792001,16.4587,0.207999,3.22241
441,0.792001,16.4982,0.207999,3.23216
442,0.792001,16.5376,0.207999,3.24192
443,0.792001,16.5771,0.207999,3.25167
444,0.792001,16.6165,0.207999,3.26142
445,0.792001,16.656,0.207999,3.27117
446,0.792001,16.6954,0.207999,3.28092
447,0.792001,16.7348,0.207999,3.29067
448,0.792001,16.7743,0.207999,3.30042
449,0.792001,16.8137,0.207999,3.31017
450,0.792001,16.8532,0.207999,3.31992
451,0.792001,16.8926,0.207999,3.32968
452,0.792001,16.9321,0.207999,3.33943
453,0.792001,16.9715,0.207999,3.34918
454,0.792001,17.0109,0.207999,3.35893
455,0.792001,17.0504,0.207999,3.36868
456,0.792001,17.0898,0.207999,3.37843
