t,T+R,N_0,N_1,N_2,N_3
0,1,1.6644e-23,2.56952e-44,7.75361e-51,1.88591e-57
1,1,1.66429e-23,6.25178e-41,1.41812e-45,7.22879e-50
2,1,1.66418e-23,5.74926e-40,2.22806e-44,1.36528e-48
3,1,1.66402e-23,4.96421e-39,6.47355e-43,4.34326e-47
4,1,1.66383e-23,1.02697e-38,5.95175e-42,2.34839e-45
5,1,1.66326e-23,1.07699e-38,2.30466e-41,2.08932e-44
6,1,1.66296e-23,4.58542e-39,5.34162e-41,8.56503e-44
7,1,1.66236e-23,1.27452e-39,8.46807e-41,2.03317e-43
8,1,1.66193e-23,3.34861e-38,8.53689e-41,2.67186e-43
9,1,1.66133e-23,1.59904e-37,3.95747e-41,8.79259e-44
10,1,1.66071e-23,4.31468e-37,7.52286e-41,3.05264e-43
11,1,1.66014e-23,8.73353e-37,7.49542e-40,5.99898e-42
12,1,1.65952e-23,1.48099e-36,3.6277e-39,3.60362e-41
13,1,1.65886e-23,2.28994e-36,1.22684e-38,1.41755e-40
14,1,1.65824e-23,3.51354e-36,3.3451e-38,4.36395e-40
15,1,1.65764e-23,5.73096e-36,7.84953e-38,1.13141e-39
16,1,1.65719e-23,1.00251e-35,1.64495e-37,2.57039e-39
17,1,1.65676e-23,1.78988e-35,3.14313e-37,5.24601e-39
18,1,1.65619e-23,3.13107e-35,5.54358e-37,9.78021e-39
19,1,1.65573e-23,5.28643e-35,9.10985e-37,1.68518e-38
20,1,1.65524e-23,8.48045e-35,1.40375e-36,2.70624e-38
21,1,1.65489e-23,1.28654e-34,2.03622e-36,4.0739e-38
22,1,1.65469e-23,1.85052e-34,2.78717e-36,5.76997e-38
23,1,1.65452e-23,2.52024e-34,3.60464e-36,7.70425e-38
24,1,1.65448e-23,3.23607e-34,4.40388e-36,9.70431e-38
25,1,1.65436e-23,3.90251e-34,5.07322e-36,1.15254e-37
26,1,1.65444e-23,4.4085e-34,5.49355e-36,1.28896e-37
27,1,1.65466e-23,4.62219e-34,5.56508e-36,1.35567e-37
28,1,1.65485e-23,4.46458e-34,5.24381e-36,1.34224e-37
29,1,1.655e-23,3.94964e-34,4.58141e-36,1.26303e-37
30,1,1.65519e-23,3.24289e-34,3.75416e-36,1.16688e-37
31,1,1.65551e-23,2.63648e-34,3.06035e-36,1.1411e-37
32,1,1.65567e-23,2.49353e-34,2.86823e-36,1.3043e-37
33,1,1.65582e-23,3.12453e-34,3.51052e-36,1.78372e-37
34,1,1.65598e-23,4.66453e-34,5.14689e-36,2.67696e-37
35,1,1.65596e-23,6.94878e-34,7.6356e-36,4.0048e-37
36,1,1.65602e-23,9.5663e-34,1.04752e-35,5.66941e-37
37,1,1.65598e-23,1.20325e-33,1.28697e-35,7.43609e-37
38,1,1.65597e-23,1.41105e-33,1.39334e-35,8.95462e-37
39,1,1.65582e-23,1.61902e-33,1.30011e-35,9.82567e-37
40,1,1.65578e-23,1.94755e-33,9.98274e-36,9.7057e-37
41,1,1.6557e-23,2.60382e-33,5.64467e-36,8.43107e-37
42,1,1.65553e-23,3.8641e-33,1.75335e-36,6.13463e-37
43,1,1.65529e-23,6.03525e-33,1.04168e-36,3.33062e-37
44,1,1.65501e-23,9.40348e-33,6.99385e-36,9.50959e-38
45,1,1.6549e-23,1.42001e-32,2.35158e-35,3.27277e-38
46,1,1.65455e-23,2.05811e-32,5.45668e-35,3.12614e-37
47,1,1.65414e-23,2.8597e-32,1.03808e-34,1.1252e-36
48,1,1.65376e-23,3.81888e-32,1.74278e-34,2.67333e-36
49,1,1.65332e-23,4.91943e-32,2.68129e-34,5.16038e-36
50,1,1.65282e-23,6.13837e-32,3.86423e-34,8.77829e-36
51,1,1.65217e-23,7.44234e-32,5.28924e-34,1.36956e-35
52,1,1.6515e-23,8.78516e-32,6.93816e-34,2.00445e-35
53,1,1.65074e-23,1.0109e-31,8.77476e-34,2.79068e-35
54,1,1.64989e-23,1.13622e-31,1.0746e-33,3.73019e-35
55,1,1.6492e-23,1.25023e-31,1.27893e-33,4.81843e-35
56,1,1.64839e-23,1.3497e-31,1.48408e-33,6.04555e-35
57,1,1.64771e-23,1.43305e-31,1.68447e-33,7.39938e-35
58,1,1.64708e-23,1.49937e-31,1.8758e-33,8.86895e-35
59,1,1.64652e-23,1.54872e-31,2.05507e-33,1.0446e-34
60,1,1.64593e-23,1.58153e-31,2.22028e-33,1.2123e-34
61,1,1.64553e-23,1.59865e-31,2.37e-33,1.38878e-34
62,1,1.64532e-23,1.60113e-31,2.50307e-33,1.5723e-34
63,1,1.6452e-23,1.58949e-31,2.61831e-33,1.7614e-34
64,1,1.64514e-23,1.56391e-31,2.71418e-33,1.95641e-34
65,1,1.64519e-23,1.52391e-31,2.78854e-33,2.16024e-34
66,1,1.64523e-23,1.46896e-31,2.83867e-33,2.37724e-34
67,1,1.64545e-23,1.39914e-31,2.86175e-33,2.6101e-34
68,1,1.6457e-23,1.31534e-31,2.85589e-33,2.85717e-34
69,1,1.64601e-23,1.21966e-31,2.8211e-33,3.11223e-34
70,1,1.64649e-23,1.11545e-31,2.75995e-33,3.36673e-34
71,1,1.64705e-23,1.0074e-31,2.6776e-33,3.61134e-34
72,1,1.64771e-23,9.00804e-32,2.58141e-33,3.83232e-34
73,1,1.64827e-23,8.00975e-32,2.48046e-33,4.00232e-34
74,1,1.64871e-23,7.12325e-32,2.38505e-33,4.07195e-34
75,1,1.64914e-23,6.3735e-32,2.30611e-33,3.97744e-34
76,1,1.64976e-23,5.7616e-32,2.25461e-33,3.68288e-34
77,1,1.65017e-23,5.26928e-32,2.24092e-33,3.26943e-34
78,1,1.65047e-23,4.86471e-32,2.27473e-33,3.06463e-34
79,1,1.65081e-23,4.50926e-32,2.36575e-33,3.77704e-34
80,1,1.65103e-23,4.16818e-32,2.52508e-33,6.5753e-34
81,1,1.65115e-23,3.81298e-32,2.76711e-33,1.30401e-33
82,1,1.65135e-23,3.42604e-32,3.11091e-33,2.49334e-33
83,1,1.65136e-23,3.00518e-32,3.58028e-33,4.37765e-33
84,1,1.65138e-23,2.56701e-32,4.20134e-33,7.03046e-33
85,1,1.65125e-23,2.1473e-32,4.99776e-33,1.03946e-32
86,1,1.65122e-23,1.80001e-32,5.98436e-33,1.42538e-32
87,1,1.65094e-23,1.59514e-32,7.16217e-33,1.82493e-32
88,1,1.65069e-23,1.62065e-32,8.51878e-33,2.1955e-32
89,1,1.65053e-23,1.9865e-32,1.00376e-32,2.50066e-32
90,1,1.65018e-23,2.82772e-32,1.17165e-32,2.72632e-32
91,1,1.64994e-23,4.30209e-32,1.35919e-32,2.89623e-32
92,1,1.64945e-23,6.58346e-32,1.57579e-32,3.08283e-32
93,1,1.64906e-23,9.84904e-32,1.83726e-32,3.41074e-32
94,1,1.64858e-23,1.42763e-31,2.16435e-32,4.0527e-32
95,1,1.64813e-23,2.00444e-31,2.5795e-32,5.2201e-32
96,1,1.64751e-23,2.73317e-31,3.10276e-32,7.15149e-32
97,1,1.64699e-23,3.63107e-31,3.74794e-32,1.01019e-31
98,1,1.64656e-23,4.71182e-31,4.52023e-32,1.4334e-31
99,1,1.64622e-23,5.98124e-31,5.41565e-32,2.01097e-31
100,1,1.64601e-23,7.43089e-31,6.42243e-32,2.76805e-31
101,1,1.64586e-23,9.03216e-31,7.52408e-32,3.72756e-31
102,1,1.64576e-23,1.07329e-30,8.704e-32,4.90866e-31
103,1,1.64589e-23,1.2457e-30,9.95073e-32,6.32503e-31
104,1,1.64612e-23,1.41087e-30,1.12626e-31,7.98294e-31
105,1,1.64638e-23,1.55805e-30,1.26494e-31,9.87948e-31
106,1,1.64668e-23,1.67627e-30,1.41298e-31,1.20007e-30
107,1,1.64709e-23,1.75562e-30,1.57242e-31,1.43205e-30
108,1,1.64755e-23,1.78816e-30,1.74461e-31,1.67991e-30
109,1,1.64803e-23,1.76846e-30,1.92954e-31,1.9384e-30
110,1,1.64842e-23,1.69421e-30,2.12565e-31,2.20104e-30
111,1,1.64877e-23,1.56644e-30,2.33018e-31,2.46054e-30
112,1,1.64913e-23,1.38982e-30,2.5399e-31,2.70934e-30
113,1,1.64951e-23,1.17351e-30,2.75169e-31,2.94042e-30
114,1,1.64989e-23,9.31722e-31,2.96276e-31,3.14827e-30
115,1,1.65034e-23,6.84218e-31,3.17059e-31,3.32976e-30
116,1,1.65059e-23,4.55662e-31,3.37262e-31,3.48481e-30
117,1,1.65106e-23,2.73949e-31,3.56607e-31,3.61681e-30
118,1,1.65133e-23,1.67321e-31,3.74799e-31,3.73265e-30
119,0.999999,1.65136e-23,1.60519e-31,3.91547e-31,3.84241e-30
120,1,1.65147e-23,2.70867e-31,4.06586e-31,3.95872e-30
121,1,1.65162e-23,5.05159e-31,4.19719e-31,4.09557e-30
122,1,1.65171e-23,8.58018e-31,4.30863e-31,4.26636e-30
123,1.00001,1.65162e-23,1.31182e-30,4.401e-31,4.48138e-30
124,0.999999,1.65144e-23,1.83809e-30,4.4769e-31,4.74498e-30
125,0.999983,1.65137e-23,2.39957e-30,4.54021e-31,5.05344e-30
126,0.999965,1.65114e-23,2.95362e-30,4.59509e-31,5.39448e-30
127,0.999965,1.65083e-23,3.45626e-30,4.64598e-31,5.74867e-30
128,1.00001,1.65046e-23,3.86738e-30,4.69972e-31,6.09248e-30
129,1.0001,1.64999e-23,4.15678e-30,4.77019e-31,6.40199e-30
130,1.0002,1.64948e-23,4.307e-30,4.88047e-31,6.65645e-30
131,1.00022,1.64892e-23,4.31034e-30,5.05349e-31,6.84166e-30
132,1.00006,1.6484e-23,4.15677e-30,5.28166e-31,6.9527e-30
133,0.999661,1.64796e-23,3.82296e-30,5.47957e-31,6.99397e-30
