t,T+R,N_0,N_1
0,1,6.00054e-24,8.23871e-43
1,1,6.00094e-24,1.68549e-38
2,1,6.00126e-24,2.08431e-37
3,1,5.99794e-24,1.09612e-36
4,1,6.00067e-24,3.81705e-36
5,1,6.00107e-24,1.0023e-35
6,1,5.99771e-24,2.24005e-35
7,1,6.00168e-24,4.5326e-35
8,1,6.00155e-24,8.40081e-35
9,1,6.00531e-24,1.43367e-34
10,1,6.00608e-24,2.29899e-34
11,1,6.01213e-24,3.52969e-34
12,1,6.01485e-24,5.17043e-34
13,1,6.01593e-24,7.23159e-34
14,1,6.01445e-24,9.68645e-34
15,1,6.01372e-24,1.24397e-33
16,1,6.01422e-24,1.54065e-33
17,1,6.00959e-24,1.84576e-33
18,1,6.00966e-24,2.1287e-33
19,1,6.00354e-24,2.37555e-33
20,1,6.00145e-24,2.57032e-33
21,1,6.00659e-24,2.68619e-33
22,1,6.01294e-24,2.7007e-33
23,1,6.01498e-24,2.58434e-33
24,1,6.02061e-24,2.32666e-33
25,1,6.03527e-24,1.92904e-33
26,1,6.04445e-24,1.42205e-33
27,1,6.06002e-24,8.88281e-34
28,1,6.06698e-24,4.71258e-34
29,1,6.07839e-24,4.02415e-34
30,1,6.09064e-24,9.99884e-34
31,1,6.1023e-24,2.66117e-33
32,1,6.10801e-24,5.82463e-33
33,1,6.0977e-24,1.09267e-32
34,1,6.08863e-24,1.834e-32
35,1,6.07288e-24,2.82628e-32
36,1,6.0446e-24,4.0723e-32
37,1,6.01329e-24,5.55369e-32
38,1,5.97431e-24,7.22125e-32
39,1,5.93947e-24,9.01197e-32
40,1,5.90266e-24,1.08376e-31
41,1,5.87541e-24,1.25925e-31
42,1,5.85944e-24,1.41722e-31
43,1,5.84897e-24,1.54771e-31
44,1,5.85025e-24,1.64258e-31
45,1,5.85855e-24,1.69538e-31
46,1,5.87206e-24,1.70319e-31
47,1,5.88682e-24,1.66453e-31
48,1,5.89964e-24,1.58337e-31
49,1,5.91328e-24,1.46809e-31
50,1,5.91992e-24,1.33054e-31
51,1,5.92585e-24,1.18402e-31
52,1,5.93385e-24,1.04267e-31
53,1,5.93864e-24,9.18609e-32
54,1,5.94207e-24,8.21989e-32
55,1,5.94178e-24,7.57312e-32
56,1,5.94756e-24,7.24785e-32
57,1,5.9471e-24,7.20324e-32
58,1,5.9498e-24,7.35118e-32
59,1,5.9535e-24,7.58615e-32
60,1,5.94994e-24,7.80932e-32
61,1,5.94803e-24,7.94784e-32
62,1,5.94633e-24,7.97727e-32
63,1,5.94046e-24,7.93359e-32
64,1,5.94165e-24,7.91397e-32
65,1,5.93445e-24,8.07823e-32
66,1,5.92774e-24,8.62661e-32
67,1,5.92202e-24,9.78151e-32
68,1,5.9177e-24,1.17795e-31
69,1,5.91255e-24,1.48833e-31
70,1,5.9133e-24,1.94122e-31
71,1,5.90861e-24,2.57991e-31
72,1,5.90736e-24,3.4653e-31
73,1,5.91231e-24,4.67805e-31
74,1,5.91169e-24,6.31874e-31
75,1,5.91588e-24,8.50741e-31
76,1,5.91796e-24,1.1387e-30
77,1,5.91561e-24,1.51328e-30
78,1,5.91245e-24,1.9973e-30
79,1,5.91288e-24,2.62147e-30
80,1,5.91035e-24,3.42603e-30
81,1,5.91302e-24,4.46005e-30
82,1,5.91094e-24,5.77701e-30
83,1,5.9088e-24,7.4237e-30
84,1,5.90559e-24,9.4251e-30
85,1,5.90308e-24,1.17691e-29
86,1,5.90446e-24,1.4396e-29
87,1,5.91004e-24,1.72007e-29
88,1,5.91969e-24,2.00452e-29
89,1,5.92318e-24,2.27768e-29
90,1,5.93473e-24,2.52486e-29
91,1,5.94474e-24,2.73361e-29
92,1,5.95144e-24,2.89482e-29
93,1,5.96376e-24,3.00317e-29
94,1,5.97858e-24,3.05743e-29
95,1,5.98835e-24,3.06018e-29
96,1,5.99169e-24,3.01751e-29
97,1,5.99501e-24,2.93859e-29
98,1,5.99487e-24,2.83508e-29
99,1,5.99638e-24,2.71887e-29
100,1,5.99863e-24,2.59909e-29
101,1,5.98806e-24,2.47876e-29
102,1,5.97972e-24,2.35315e-29
103,1,5.96944e-24,2.21093e-29
104,1,5.95693e-24,2.03847e-29
105,1,5.94259e-24,1.82594e-29
106,1,5.92554e-24,1.57202e-29
107,1,5.91659e-24,1.28593e-29
108,1,5.90425e-24,9.86201e-30
109,1,5.89512e-24,6.97304e-30
110,1,5.89259e-24,4.45543e-30
111,1,5.88973e-24,2.54757e-30
112,1,5.89174e-24,1.42673e-30
113,1,5.89337e-24,1.18555e-30
114,1,5.89706e-24,1.82405e-30
115,1,5.9085e-24,3.25468e-30
116,1,5.91825e-24,5.31261e-30
117,1,5.92728e-24,7.76634e-30
118,1,5.9353e-24,1.03343e-29
119,1,5.94272e-24,1.27129e-29
120,1,5.94525e-24,1.46261e-29
121,1,5.95057e-24,1.58835e-29
122,1,5.94678e-24,1.6421e-29
123,1,5.93871e-24,1.62917e-29
124,1,5.93257e-24,1.5564e-29
125,0.999999,5.92319e-24,1.41781e-29
126,0.999998,5.91934e-24,1.19592e-29
127,1,5.91944e-24,8.98984e-30
128,1,5.924e-24,6.22349e-30
129,1.00001,5.93372e-24,5.54344e-30
130,1,5.93395e-24,8.57529e-30
131,0.999984,5.92043e-24,1.54725e-29
132,0.99997,5.90357e-24,2.84898e-29
133,0.999983,5.93031e-24,6.78712e-29
134,1.00004,6.06015e-24,2.09186e-28
135,1.00011,6.24632e-24,6.6576e-28
136,1.00011,6.28111e-24,2.0111e-27
137,0.999964,5.82321e-24,5.8546e-27
138,0.999711,4.8113e-24,1.68348e-26
139,0.999543,4.04653e-24,4.81168e-26
140,0.999739,5.43429e-24,1.35836e-25
141,1.00042,1.11071e-23,3.76202e-25
142,1.00128,2.13434e-23,1.01981e-24
143,1.00161,3.31e-23,2.70904e-24
144,1.00064,4.36351e-23,7.0669e-24
145,0.99825,6.48603e-23,1.8133e-23
146,0.995535,1.53173e-22,4.58021e-23
147,0.994616,4.58913e-22,1.13919e-22
148,0.99753,1.30853e-21,2.79032e-22
149,1.00454,3.37002e-21,6.73181e-22
150,1.0129,8.0456e-21,1.60014e-21
151,1.01728,1.84329e-20,3.7488e-21
152,1.01219,4.15604e-20,8.65965e-21
153,0.995669,9.33083e-20,1.97309e-20
154,0.972321,2.08814e-19,4.4359e-20
155,0.95341,4.63985e-19,9.84338e-20
156,0.952896,1.01951e-18,2.15659e-19
157,0.980345,2.21028e-18,4.66633e-19
158,1.03373,4.72594e-18,9.97453e-19
159,1.09612,9.97175e-18,2.10687e-18
160,1.1392,2.0782e-17,4.39872e-18
161,1.13381,4.28135e-17,9.07968e-18
162,1.06412,8.72329e-17,1.85344e-17
163,0.93948,1.75842e-16,3.74245e-17
164,0.797929,3.5074e-16,7.4766e-17
165,0.697799,6.92356e-16,1.47815e-16
166,0.698553,1.35275e-15,2.89265e-16
167,0.836787,2.61653e-15,5.60438e-16
168,1.1063,5.01112e-15,1.07523e-15
169,1.45087,9.50456e-15,2.04314e-15
170,1.77457,1.78569e-14,3.84599e-15
