t,T+R,N_0,N_1,N_2,N_3
0,1,4.54037e-23,5.88752e-45,5.82275e-51,2.78803e-57
1,1,4.54007e-23,4.53379e-40,1.08687e-44,3.92903e-49
2,1,4.53988e-23,4.95639e-39,5.92505e-43,1.06783e-46
3,1,4.54001e-23,3.23039e-38,8.93983e-42,3.34686e-45
4,1,4.53977e-23,8.41149e-38,5.4659e-41,3.95607e-44
5,1,4.53935e-23,1.44999e-37,1.90899e-40,2.38688e-43
6,1,4.53968e-23,2.03592e-37,4.7427e-40,9.32515e-43
7,1,4.53947e-23,2.92709e-37,9.81365e-40,2.72566e-42
8,1,4.53966e-23,4.54543e-37,1.81159e-39,6.48398e-42
9,1,4.53977e-23,8.23052e-37,3.10353e-39,1.30441e-41
10,1,4.53968e-23,1.53197e-36,5.03881e-39,2.25559e-41
11,1,4.53928e-23,2.5851e-36,7.7254e-39,3.36984e-41
12,1,4.53887e-23,3.80301e-36,1.09098e-38,4.39195e-41
13,1,4.53875e-23,4.97193e-36,1.39587e-38,5.38314e-41
14,1,4.53843e-23,5.98691e-36,1.64975e-38,8.11921e-41
15,1,4.53814e-23,6.92965e-36,1.98561e-38,1.89499e-40
16,1,4.53781e-23,7.70894e-36,2.89065e-38,5.32273e-40
17,1,4.53776e-23,8.50807e-36,5.43241e-38,1.40846e-39
18,1,4.53759e-23,9.42741e-36,1.14421e-37,3.31737e-39
19,1,4.53711e-23,1.07587e-35,2.36345e-37,6.9977e-39
20,1,4.53678e-23,1.29234e-35,4.55856e-37,1.34328e-38
21,1,4.53624e-23,1.69639e-35,8.14981e-37,2.37974e-38
22,1,4.5358e-23,2.53894e-35,1.35743e-36,3.93181e-38
23,1,4.53592e-23,4.20489e-35,2.12139e-36,6.10348e-38
24,1,4.53593e-23,7.19301e-35,3.12918e-36,8.94681e-38
25,1,4.53557e-23,1.20352e-34,4.37414e-36,1.24236e-37
26,1,4.53547e-23,1.92293e-34,5.81137e-36,1.63702e-37
27,1,4.53568e-23,2.88048e-34,7.34704e-36,2.0477e-37
28,1,4.53606e-23,4.01697e-34,8.83051e-36,2.42881e-37
29,1,4.53586e-23,5.17376e-34,1.00578e-35,2.72346e-37
30,1,4.53581e-23,6.12274e-34,1.07942e-35,2.87111e-37
31,1,4.53538e-23,6.61447e-34,1.08271e-35,2.82079e-37
32,1,4.53539e-23,6.45155e-34,1.00362e-35,2.54966e-37
33,1,4.53506e-23,5.61178e-34,8.46731e-36,2.08354e-37
34,1,4.53537e-23,4.25453e-34,6.37162e-36,1.51249e-37
35,1,4.53483e-23,2.71804e-34,4.18117e-36,9.91603e-38
36,1,4.53463e-23,1.37211e-34,2.40651e-36,7.19189e-38
37,1,4.53407e-23,4.80238e-35,1.47973e-36,8.91665e-38
38,1,4.53408e-23,9.87836e-36,1.60912e-36,1.64573e-37
39,1,4.53407e-23,5.98047e-36,2.70671e-36,3.00696e-37
40,1,4.53388e-23,1.08419e-35,4.42402e-36,4.86417e-37
41,1,4.5334e-23,1.14509e-35,6.31235e-36,6.98306e-37
42,1,4.53282e-23,2.61163e-35,8.05451e-36,9.06111e-37
43,1,4.53249e-23,1.15704e-34,9.69292e-36,1.08121e-36
44,1,4.532e-23,3.79714e-34,1.17968e-35,1.20617e-36
45,1,4.53171e-23,9.42749e-34,1.55177e-35,1.28333e-36
46,1,4.53161e-23,1.93666e-33,2.25384e-35,1.34062e-36
47,1,4.53093e-23,3.49353e-33,3.49471e-35,1.43401e-36
48,1,4.53072e-23,5.72076e-33,5.50695e-35,1.64655e-36
49,1,4.53059e-23,8.71339e-33,8.533e-35,2.08499e-36
50,1,4.53001e-23,1.25662e-32,1.28198e-34,2.87532e-36
51,1,4.52967e-23,1.73838e-32,1.86182e-34,4.15826e-36
52,1,4.52942e-23,2.3306e-32,2.61816e-34,6.0849e-36
53,1,4.52898e-23,3.04565e-32,3.57471e-34,8.81092e-36
54,1,4.52839e-23,3.88294e-32,4.74831e-34,1.24869e-35
55,1,4.52788e-23,4.83173e-32,6.14354e-34,1.72439e-35
56,1,4.52769e-23,5.87247e-32,7.75006e-34,2.31778e-35
57,1,4.52751e-23,6.97721e-32,9.5436e-34,3.0337e-35
58,1,4.52722e-23,8.11844e-32,1.14916e-33,3.87156e-35
59,1,4.52735e-23,9.26953e-32,1.35599e-33,4.82566e-35
