t,T+R,N_0,N_1,N_2
0,1,4.54037e-23,5.88752e-45,5.82276e-51
1,1,4.54007e-23,4.53379e-40,1.08694e-44
2,1,4.54004e-23,4.74182e-39,5.87304e-43
3,1,4.53959e-23,2.05512e-38,7.0021e-42
4,1,4.53916e-23,4.99423e-38,3.65415e-41
5,1,4.53846e-23,8.23225e-38,1.19508e-40
6,1,4.53834e-23,1.00518e-37,2.81895e-40
7,1,4.53856e-23,1.19852e-37,5.36188e-40
8,1,4.53834e-23,2.09063e-37,8.84187e-40
9,1,4.53867e-23,4.51093e-37,1.3751e-39
10,1,4.53834e-23,9.22556e-37,2.11225e-39
11,1,4.53878e-23,1.57427e-36,3.19601e-39
12,1,4.53837e-23,2.28432e-36,4.60197e-39
13,1,4.53855e-23,2.83719e-36,6.23647e-39
14,1,4.53801e-23,3.15146e-36,8.54402e-39
15,1,4.5377e-23,3.40774e-36,1.376e-38
16,1,4.53764e-23,3.68826e-36,2.73819e-38
17,1,4.53746e-23,4.20768e-36,5.95553e-38
18,1,4.53766e-23,5.1293e-36,1.26175e-37
19,1,4.53725e-23,6.61346e-36,2.49527e-37
20,1,4.53664e-23,9.09593e-36,4.59195e-37
21,1,4.53637e-23,1.34211e-35,7.93258e-37
22,1,4.53623e-23,2.18682e-35,1.29913e-36
23,1,4.5364e-23,3.80446e-35,2.03087e-36
24,1,4.53598e-23,6.7391e-35,3.03817e-36
25,1,4.53606e-23,1.16398e-34,4.34667e-36
26,1,4.53556e-23,1.89894e-34,5.93173e-36
27,1,4.53547e-23,2.87368e-34,7.69327e-36
28,1,4.5351e-23,4.01756e-34,9.44893e-36
29,1,4.53513e-23,5.18619e-34,1.09523e-35
30,1,4.53481e-23,6.15566e-34,1.19375e-35
31,1,4.53475e-23,6.6779e-34,1.2177e-35
32,1,4.53498e-23,6.61631e-34,1.15608e-35
33,1,4.53473e-23,5.9449e-34,1.01611e-35
34,1,4.53443e-23,4.81559e-34,8.25193e-36
35,1,4.53446e-23,3.48531e-34,6.26738e-36
36,1,4.53434e-23,2.26309e-34,4.69904e-36
37,1,4.53403e-23,1.36484e-34,3.96426e-36
38,1,4.53398e-23,8.23129e-35,4.272e-36
39,1,4.53399e-23,5.22555e-35,5.55142e-36
40,1,4.53336e-23,2.87979e-35,7.4739e-36
41,1,4.53287e-23,6.07863e-36,9.57743e-36
42,1,4.53266e-23,9.17124e-36,1.14751e-35
43,1,4.53217e-23,1.0063e-34,1.30988e-35
44,1,4.53217e-23,3.75138e-34,1.48801e-35
45,1,4.53161e-23,9.41018e-34,1.78279e-35
46,1,4.53154e-23,1.90643e-33,2.34956e-35
47,1,4.53102e-23,3.36169e-33,3.38829e-35
48,1,4.53058e-23,5.38972e-33,5.13512e-35
49,1,4.53076e-23,8.07431e-33,7.86226e-35
50,1,4.52995e-23,1.15281e-32,1.1887e-34
51,1,4.52972e-23,1.59088e-32,1.75832e-34
52,1,4.5293e-23,2.13974e-32,2.53759e-34
53,1,4.52886e-23,2.81683e-32,3.57022e-34
54,1,4.52874e-23,3.63413e-32,4.89394e-34
55,1,4.52914e-23,4.59239e-32,6.53217e-34
56,1,4.52904e-23,5.67787e-32,8.48646e-34
57,1,4.52919e-23,6.86359e-32,1.07338e-33
58,1,4.529e-23,8.11046e-32,1.32289e-33
59,1,4.52913e-23,9.36858e-32,1.59089e-33
60,1,4.52879e-23,1.05934e-31,1.8704e-33
61,1,4.52885e-23,1.1748e-31,2.15509e-33
62,1,4.52912e-23,1.28134e-31,2.44075e-33
63,1,4.52938e-23,1.37943e-31,2.72628e-33
64,1,4.52994e-23,1.47139e-31,3.01373e-33
65,1,4.53005e-23,1.5605e-31,3.30679e-33
66,1,4.53049e-23,1.6493e-31,3.60833e-33
67,1,4.53044e-23,1.73936e-31,3.91855e-33
68,1,4.53044e-23,1.83106e-31,4.23542e-33
69,1,4.53087e-23,1.92355e-31,4.55745e-33
70,1,4.53151e-23,2.01533e-31,4.88727e-33
71,1,4.53178e-23,2.10535e-31,5.2331e-33
72,1,4.53164e-23,2.19265e-31,5.60562e-33
73,1,4.53208e-23,2.27527e-31,6.01034e-33
74,1,4.53215e-23,2.35037e-31,6.43992e-33
75,1,4.53241e-23,2.4146e-31,6.87158e-33
76,1,4.53281e-23,2.46543e-31,7.27286e-33
77,1,4.53289e-23,2.50258e-31,7.61272e-33
78,1,4.53311e-23,2.52902e-31,7.87102e-33
79,1,4.53355e-23,2.55019e-31,8.03896e-33
80,1,4.53341e-23,2.57247e-31,8.10875e-33
81,1,4.53406e-23,2.60011e-31,8.05868e-33
82,1,4.53376e-23,2.63341e-31,7.84411e-33
83,1,4.53354e-23,2.66832e-31,7.40404e-33
84,1,4.53344e-23,2.69628e-31,6.68345e-33
85,1,4.53324e-23,2.70808e-31,5.66388e-33
86,1,4.53309e-23,2.69649e-31,4.39012e-33
87,1,4.53275e-23,2.66061e-31,2.98282e-33
88,1,4.53287e-23,2.60664e-31,1.63523e-33
89,1,4.53276e-23,2.54579e-31,5.99806e-34
90,1,4.53282e-23,2.4907e-31,1.76207e-34
91,1,4.53231e-23,2.45067e-31,7.09344e-34
92,1,4.53237e-23,2.42944e-31,2.59832e-33
93,1,4.53281e-23,2.42359e-31,6.306e-33
94,1,4.5335e-23,2.4233e-31,1.23518e-32
95,1,4.53327e-23,2.41605e-31,2.12711e-32
96,1,4.53324e-23,2.3904e-31,3.35324e-32
97,1,4.53327e-23,2.33818e-31,4.94234e-32
98,1,4.53319e-23,2.25652e-31,6.89361e-32
99,1,4.53399e-23,2.14758e-31,9.16889e-32
100,1,4.53395e-23,2.01737e-31,1.16916e-31
101,1,4.53379e-23,1.87536e-31,1.43517e-31
102,1,4.53371e-23,1.73161e-31,1.70143e-31
103,1,4.53375e-23,1.59604e-31,1.95267e-31
104,1,4.53379e-23,1.47693e-31,2.17251e-31
105,1,4.53399e-23,1.38118e-31,2.34461e-31
106,1,4.53433e-23,1.31368e-31,2.45524e-31
107,1,4.53443e-23,1.2771e-31,2.49865e-31
108,1,4.53492e-23,1.27272e-31,2.48543e-31
109,1,4.53554e-23,1.30043e-31,2.45324e-31
110,1,4.53571e-23,1.35894e-31,2.47787e-31
111,1,4.53647e-23,1.44561e-31,2.68221e-31
112,1,4.53628e-23,1.55663e-31,3.24103e-31
113,1,4.53659e-23,1.68794e-31,4.38084e-31
114,1,4.53665e-23,1.83553e-31,6.37542e-31
115,1,4.53721e-23,1.99629e-31,9.53788e-31
116,0.999999,4.53788e-23,2.16888e-31,1.42094e-30
117,0.999999,4.53818e-23,2.35477e-31,2.07436e-30
118,1,4.5381e-23,2.55833e-31,2.94854e-30
119,1,4.53781e-23,2.78604e-31,4.0744e-30
120,1.00001,4.53787e-23,3.04479e-31,5.47621e-30
121,1.00001,4.53751e-23,3.3388e-31,7.16846e-30
