t,T+R,N_0,N_1,N_2,N_3
0,1,1.01492e-23,7.10104e-44,1.46204e-50,3.17488e-57
1,1,1.01494e-23,1.29242e-40,6.50354e-45,4.92153e-49
2,1,1.015e-23,4.86039e-40,1.39472e-43,4.31808e-47
3,1,1.01497e-23,8.2807e-40,1.80538e-43,3.33648e-46
4,1,1.01493e-23,1.60224e-39,1.88354e-43,8.41426e-46
5,1,1.01481e-23,2.67314e-39,1.16078e-42,3.40369e-45
6,1,1.01467e-23,1.75523e-39,2.85596e-42,1.95458e-44
7,1,1.01472e-23,4.01262e-40,6.61799e-42,1.11626e-43
8,1,1.0148e-23,1.47906e-38,5.24823e-41,6.37899e-43
9,1,1.01491e-23,9.18254e-38,3.54806e-40,3.29704e-42
10,1,1.0151e-23,3.30067e-37,1.64319e-39,1.44158e-41
11,1,1.01515e-23,9.19257e-37,5.81737e-39,5.30348e-41
12,1,1.01518e-23,2.21648e-36,1.70294e-38,1.67036e-40
13,1,1.01525e-23,4.71485e-36,4.30106e-38,4.59348e-40
14,1,1.01537e-23,9.04598e-36,9.59266e-38,1.12099e-39
15,1,1.01557e-23,1.62816e-35,1.92629e-37,2.46065e-39
16,1,1.01573e-23,2.79523e-35,3.53894e-37,4.91552e-39
17,1,1.01588e-23,4.55788e-35,6.01508e-37,9.02546e-39
18,1,1.0159e-23,7.05657e-35,9.52654e-37,1.53534e-38
19,1,1.01594e-23,1.04206e-34,1.41407e-36,2.43496e-38
20,1,1.01596e-23,1.46059e-34,1.97475e-36,3.6175e-38
21,1,1.01619e-23,1.93505e-34,2.59954e-36,5.05162e-38
22,1,1.01612e-23,2.4242e-34,3.22791e-36,6.64577e-38
23,1,1.01602e-23,2.86275e-34,3.78063e-36,8.25008e-38
24,1,1.01619e-23,3.16993e-34,4.17324e-36,9.68071e-38
25,1,1.01637e-23,3.28241e-34,4.33938e-36,1.07713e-37
26,1,1.01639e-23,3.18378e-34,4.26096e-36,1.145e-37
27,1,1.01611e-23,2.93923e-34,3.99597e-36,1.18284e-37
28,1,1.01602e-23,2.73055e-34,3.69926e-36,1.22813e-37
29,1,1.01587e-23,2.83317e-34,3.6186e-36,1.34833e-37
30,1,1.01595e-23,3.56962e-34,4.05479e-36,1.63637e-37
31,1,1.01599e-23,5.19908e-34,5.27708e-36,2.19427e-37
32,1,1.0159e-23,7.82187e-34,7.40835e-36,3.10361e-37
33,1,1.01586e-23,1.13027e-33,1.03112e-35,4.38655e-37
34,1,1.01562e-23,1.53046e-33,1.35237e-35,5.96724e-37
35,1,1.01531e-23,1.94351e-33,1.62943e-35,7.64902e-37
36,1,1.01509e-23,2.35942e-33,1.77509e-35,9.12411e-37
37,1,1.01533e-23,2.83265e-33,1.71946e-35,1.00272e-36
38,1,1.01498e-23,3.51242e-33,1.44614e-35,1.00332e-36
39,1,1.015e-23,4.65479e-33,1.02596e-35,8.98427e-37
40,1,1.01483e-23,6.59463e-33,6.38934e-36,7.02229e-37
41,1,1.0144e-23,9.71609e-33,5.75604e-36,4.69652e-37
42,1,1.01414e-23,1.43765e-32,1.21821e-35,3.02053e-37
43,1,1.01396e-23,2.08443e-32,3.00281e-35,3.4654e-37
44,1,1.01371e-23,2.92543e-32,6.37024e-35,7.88835e-37
45,1,1.01327e-23,3.95622e-32,1.17158e-34,1.84092e-36
46,1,1.0132e-23,5.156e-32,1.93429e-34,3.72551e-36
47,1,1.01298e-23,6.48438e-32,2.94254e-34,6.65932e-36
48,1,1.01308e-23,7.88669e-32,4.19761e-34,1.08365e-35
49,1,1.01295e-23,9.29832e-32,5.6831e-34,1.64134e-35
50,1,1.01251e-23,1.06476e-31,7.36419e-34,2.34943e-35
51,1,1.01228e-23,1.18609e-31,9.18822e-34,3.21204e-35
52,1,1.01205e-23,1.2867e-31,1.10862e-33,4.2261e-35
53,1,1.01188e-23,1.36123e-31,1.29781e-33,5.38103e-35
54,1,1.0115e-23,1.40704e-31,1.4782e-33,6.65947e-35
55,1,1.01154e-23,1.42356e-31,1.64243e-33,8.03942e-35
56,1,1.01142e-23,1.41207e-31,1.78466e-33,9.49718e-35
57,1,1.0114e-23,1.37488e-31,1.90075e-33,1.10098e-34
58,1,1.01148e-23,1.3152e-31,1.98805e-33,1.25554e-34
59,1,1.01137e-23,1.23669e-31,2.04496e-33,1.41114e-34
60,1,1.01128e-23,1.14282e-31,2.07049e-33,1.56535e-34
61,1,1.0114e-23,1.03735e-31,2.06406e-33,1.7159e-34
62,1,1.01153e-23,9.23785e-32,2.02552e-33,1.86133e-34
63,1,1.01153e-23,8.05188e-32,1.95519e-33,2.00126e-34
64,1,1.01153e-23,6.85161e-32,1.85403e-33,2.13563e-34
65,1,1.01163e-23,5.67655e-32,1.72414e-33,2.26303e-34
66,1,1.01153e-23,4.57337e-32,1.56918e-33,2.37948e-34
67,1,1.01147e-23,3.59112e-32,1.39494e-33,2.47861e-34
68,1,1.01152e-23,2.7758e-32,1.20932e-33,2.55319e-34
69,1,1.01152e-23,2.1627e-32,1.02178e-33,2.59655e-34
70,1,1.01148e-23,1.76664e-32,8.42222e-34,2.60362e-34
71,1,1.01146e-23,1.57782e-32,6.79652e-34,2.5742e-34
72,1,1.01125e-23,1.56654e-32,5.41072e-34,2.52298e-34
73,1,1.01118e-23,1.69163e-32,4.31093e-34,2.49912e-34
74,1,1.0112e-23,1.91183e-32,3.52314e-34,2.61247e-34
75,1,1.01113e-23,2.19767e-32,3.06369e-34,3.05537e-34
76,1,1.01089e-23,2.53883e-32,2.95387e-34,4.10339e-34
77,1,1.01072e-23,2.94286e-32,3.23586e-34,6.07727e-34
78,1,1.01047e-23,3.426e-32,3.9879e-34,9.25296e-34
79,1,1.01041e-23,3.99244e-32,5.33615e-34,1.37182e-33
80,1,1.0103e-23,4.60762e-32,7.46143e-34,1.91976e-33
81,1,1.01034e-23,5.18348e-32,1.05988e-33,2.49051e-33
82,1,1.01036e-23,5.59035e-32,1.50317e-33,2.95296e-33
83,1,1.01042e-23,5.70502e-32,2.10875e-33,3.14812e-33
84,1,1.01068e-23,5.49269e-32,2.9152e-33,2.94966e-33
85,1,1.0109e-23,5.08565e-32,3.97132e-33,2.35863e-33
86,1,1.0109e-23,4.81206e-32,5.34388e-33,1.61405e-33
87,1,1.01108e-23,5.14424e-32,7.12561e-33,1.28532e-33
88,1,1.0111e-23,6.57631e-32,9.43913e-33,2.30837e-33
89,1,1.01119e-23,9.47417e-32,1.24329e-32,5.93952e-33
90,1,1.0112e-23,1.39764e-31,1.62703e-32,1.3627e-32
91,1,1.01116e-23,1.99782e-31,2.11186e-32,2.6827e-32
92,1,1.01105e-23,2.7201e-31,2.71448e-32,4.68063e-32
93,1,1.01105e-23,3.52828e-31,3.4525e-32,7.44675e-32
94,1,1.01125e-23,4.38437e-31,4.34585e-32,1.10214e-31
95,1,1.01111e-23,5.24917e-31,5.41789e-32,1.53857e-31
96,1,1.01108e-23,6.077e-31,6.69467e-32,2.0455e-31
97,1,1.01121e-23,6.81175e-31,8.20187e-32,2.60763e-31
98,1,1.01098e-23,7.38757e-31,9.95994e-32,3.20296e-31
99,1,1.01088e-23,7.7393e-31,1.1978e-31,3.8036e-31
100,1,1.01063e-23,7.8196e-31,1.42481e-31,4.37731e-31
101,1,1.01027e-23,7.62014e-31,1.67409e-31,4.88975e-31
102,1,1.00995e-23,7.19029e-31,1.94055e-31,5.30742e-31
103,1,1.00971e-23,6.64519e-31,2.21754e-31,5.60091e-31
104,1,1.00941e-23,6.16127e-31,2.49803e-31,5.74814e-31
105,1,1.00923e-23,5.95772e-31,2.77621e-31,5.73727e-31
106,1,1.00914e-23,6.26782e-31,3.04902e-31,5.56884e-31
107,1,1.00907e-23,7.30095e-31,3.31699e-31,5.25658e-31
108,1,1.00898e-23,9.19531e-31,3.58412e-31,4.82667e-31
109,1,1.0088e-23,1.19704e-30,3.85688e-31,4.31515e-31
