E,T,R0,R1,R2,R,N_R0,N_R1,N_R2,E/V0
0.133572,0.0113236,0.808833,0,0,0.808833,0.986193,0,0,0.00133572
0.134624,0.0110587,0.824635,0,0,0.824635,0.986767,0,0,0.00134624
0.13568,0.0108004,0.840531,0,0,0.840531,0.987314,0,0,0.0013568
0.13674,0.0105483,0.856485,0,0,0.856485,0.987834,0,0,0.0013674
0.137804,0.0103024,0.87246,0,0,0.87246,0.988329,0,0,0.00137804
0.138872,0.0100625,0.888418,0,0,0.888418,0.988801,0,0,0.00138872
0.139945,0.0098285,0.904322,0,0,0.904322,0.989248,0,0,0.00139945
0.141021,0.00960019,0.920137,0,0,0.920137,0.989674,0,0,0.00141021
0.142102,0.00937746,0.935825,0,0,0.935825,0.990079,0,0,0.00142102
0.143187,0.00916016,0.951352,0,0,0.951352,0.990463,0,0,0.00143187
0.144275,0.00894814,0.966681,0,0,0.966681,0.990828,0,0,0.00144275
0.145368,0.00874129,0.98178,0,0,0.98178,0.991175,0,0,0.00145368
0.146466,0.00853946,0.996614,0,0,0.996614,0.991504,0,0,0.00146466
0.147567,0.00834254,1.01115,0,0,1.01115,0.991817,0,0,0.00147567
0.148672,0.0081504,1.02536,0,0,1.02536,0.992114,0,0,0.00148672
0.149782,0.00796291,1.03921,0,0,1.03921,0.992396,0,0,0.00149782
0.150895,0.00777997,1.05268,0,0,1.05268,0.992664,0,0,0.00150895
0.152013,0.00760145,1.06573,0,0,1.06573,0.992918,0,0,0.00152013
0.153135,0.00742724,1.07833,0,0,1.07833,0.993159,0,0,0.00153135
0.154261,0.00725725,1.09048,0,0,1.09048,0.993389,0,0,0.00154261
0.155391,0.00709135,1.10213,0,0,1.10213,0.993607,0,0,0.00155391
0.156525,0.00692946,1.11328,0,0,1.11328,0.993814,0,0,0.00156525
0.157664,0.00677146,1.12389,0,0,1.12389,0.994011,0,0,0.00157664
0.158806,0.00661727,1.13396,0,0,1.13396,0.994198,0,0,0.00158806
0.159953,0.00646677,1.14346,0,0,1.14346,0.994376,0,0,0.00159953
0.161103,0.0063199,1.15239,0,0,1.15239,0.994546,0,0,0.00161103
0.162258,0.00617654,1.16072,0,0,1.16072,0.994707,0,0,0.00162258
0.163417,0.00603662,1.16845,0,0,1.16845,0.99486,0,0,0.00163417
0.16458,0.00590004,1.17557,0,0,1.17557,0.995006,0,0,0.0016458
0.165748,0.00576674,1.18208,0,0,1.18208,0.995145,0,0,0.00165748
0.166919,0.00563661,1.18796,0,0,1.18796,0.995278,0,0,0.00166919
0.168094,0.00550959,1.19322,0,0,1.19322,0.995404,0,0,0.00168094
0.169274,0.0053856,1.19785,0,0,1.19785,0.995524,0,0,0.00169274
0.170458,0.00526455,1.20185,0,0,1.20185,0.995639,0,0,0.00170458
0.171646,0.00514639,1.20523,0,0,1.20523,0.995748,0,0,0.00171646
0.172838,0.00503103,1.20799,0,0,1.20799,0.995852,0,0,0.00172838
0.174034,0.00491841,1.21014,0,0,1.21014,0.995952,0,0,0.00174034
0.175234,0.00480846,1.21169,0,0,1.21169,0.996047,0,0,0.00175234
0.176438,0.00470111,1.21264,0,0,1.21264,0.996138,0,0,0.00176438
0.177647,0.00459629,1.21301,0,0,1.21301,0.996225,0,0,0.00177647
0.178859,0.00449396,1.21281,0,0,1.21281,0.996308,0,0,0.00178859
0.180076,0.00439404,1.21205,0,0,1.21205,0.996388,0,0,0.00180076
0.181297,0.00429647,1.21075,0,0,1.21075,0.996464,0,0,0.00181297
0.182522,0.0042012,1.20893,0,0,1.20893,0.996537,0,0,0.00182522
0.183751,0.00410817,1.20661,0,0,1.20661,0.996607,0,0,0.00183751
0.184984,0.00401732,1.20381,0,0,1.20381,0.996674,0,0,0.00184984
0.186222,0.0039286,1.20054,0,0,1.20054,0.996738,0,0,0.00186222
0.187463,0.00384197,1.19683,0,0,1.19683,0.9968,0,0,0.00187463
0.188709,0.00375735,1.19271,0,0,1.19271,0.99686,0,0,0.00188709
0.189958,0.00367472,1.18819,0,0,1.18819,0.996917,0,0,0.00189958
0.191212,0.00359402,1.1833,0,0,1.1833,0.996972,0,0,0.00191212
0.19247,0.00351519,1.17807,0,0,1.17807,0.997025,0,0,0.0019247
0.193732,0.00343821,1.17253,0,0,1.17253,0.997076,0,0,0.00193732
0.194999,0.00336301,1.16669,0,0,1.16669,0.997126,0,0,0.00194999
0.196269,0.00328956,1.16059,0,0,1.16059,0.997174,0,0,0.00196269
0.197543,0.00321781,1.15425,0,0,1.15425,0.99722,0,0,0.00197543
0.198822,0.00314773,1.14771,0,0,1.14771,0.997265,0,0,0.00198822
0.200105,0.00307926,1.14098,0,0,1.14098,0.997308,0,0,0.00200105
0.201391,0.00301238,1.1341,0,0,1.1341,0.997351,0,0,0.00201391
0.202682,0.00294705,1.12709,0,0,1.12709,0.997392,0,0,0.00202682
0.203978,0.00288322,1.11998,0,0,1.11998,0.997432,0,0,0.00203978
0.205277,0.00282086,1.11279,0,0,1.11279,0.997471,0,0,0.00205277
0.20658,0.00275993,1.10556,0,0,1.10556,0.99751,0,0,0.0020658
0.207888,0.00270041,1.0983,0,0,1.0983,0.997547,0,0,0.00207888
0.209199,0.00264225,1.09105,0,0,1.09105,0.997584,0,0,0.00209199
0.210515,0.00258542,1.08382,0,0,1.08382,0.99762,0,0,0.00210515
0.211835,0.00252989,1.07664,0,0,1.07664,0.997656,0,0,0.00211835
0.213159,0.00247563,1.06954,0,0,1.06954,0.997691,0,0,0.00213159
0.214487,0.00242261,1.06253,0,0,1.06253,0.997725,0,0,0.00214487
0.215819,0.0023708,1.05564,0,0,1.05564,0.997759,0,0,0.00215819
0.217155,0.00232017,1.04888,0,0,1.04888,0.997793,0,0,0.00217155
0.218496,0.00227069,1.04228,0,0,1.04228,0.997826,0,0,0.00218496
0.21984,0.00222233,1.03585,0,0,1.03585,0.997859,0,0,0.0021984
0.221189,0.00217507,1.02961,0,0,1.02961,0.997892,0,0,0.00221189
0.222542,0.00212888,1.02357,0,0,1.02357,0.997924,0,0,0.00222542
0.223899,0.00208373,1.01775,0,0,1.01775,0.997957,0,0,0.00223899
0.22526,0.00203961,1.01216,0,0,1.01216,0.997989,0,0,0.0022526
0.226625,0.00199648,1.00682,0,0,1.00682,0.998021,0,0,0.00226625
0.227994,0.00195432,1.00172,0,0,1.00172,0.998053,0,0,0.00227994
0.229368,0.00191311,0.996893,0,0,0.996893,0.998085,0,0,0.00229368
0.230746,0.00187282,0.992333,0,0,0.992333,0.998116,0,0,0.00230746
0.232127,0.00183344,0.98805,0,0,0.98805,0.998148,0,0,0.00232127
0.233513,0.00179494,0.984048,0,0,0.984048,0.998179,0,0,0.00233513
0.234903,0.0017573,0.980332,0,0,0.980332,0.998211,0,0,0.00234903
0.236297,0.00172051,0.976905,0,0,0.976905,0.998242,0,0,0.00236297
0.237695,0.00168453,0.973768,0,0,0.973768,0.998273,0,0,0.00237695
0.239098,0.00164936,0.970921,0,0,0.970921,0.998304,0,0,0.00239098
