E,T,R0,R1,R,N_R0,N_R1,E/V0
4.94497,7.30133e-11,0.978907,0.0112481,0.990155,0.98864,0.0113599,0.0494497
4.95136,7.21796e-11,0.978879,0.0112775,0.990156,0.98861,0.0113896,0.0495136
4.95775,7.13551e-11,0.97885,0.0113076,0.990158,0.98858,0.01142,0.0495775
4.96415,7.05407e-11,0.97882,0.0113371,0.990157,0.98855,0.0114498,0.0496415
4.97055,6.9736e-11,0.978789,0.0113667,0.990156,0.98852,0.0114797,0.0497055
4.97695,6.89395e-11,0.978758,0.0113962,0.990154,0.98849,0.0115095,0.0497695
4.98336,6.81527e-11,0.978725,0.0114265,0.990151,0.98846,0.0115401,0.0498336
4.98978,6.7375e-11,0.978691,0.0114561,0.990147,0.98843,0.0115701,0.0498978
4.99619,6.66062e-11,0.978657,0.0114858,0.990143,0.9884,0.0116001,0.0499619
5.00262,6.5847e-11,0.978622,0.0115161,0.990138,0.988369,0.0116308,0.0500262
5.00904,6.5096e-11,0.978587,0.011546,0.990133,0.988339,0.011661,0.0500904
5.01547,6.43537e-11,0.978552,0.0115758,0.990128,0.988309,0.0116912,0.0501547
5.02191,6.36203e-11,0.978517,0.0116063,0.990123,0.988278,0.0117221,0.0502191
5.02834,6.28948e-11,0.978483,0.0116363,0.990119,0.988248,0.0117524,0.0502834
5.03479,6.21777e-11,0.978449,0.0116664,0.990115,0.988217,0.0117828,0.0503479
5.04123,6.14691e-11,0.978416,0.0116964,0.990113,0.988187,0.0118132,0.0504123
5.04768,6.0769e-11,0.978384,0.0117272,0.990111,0.988156,0.0118443,0.0504768
5.05414,6.00763e-11,0.978353,0.0117574,0.99011,0.988125,0.0118748,0.0505414
5.0606,5.9393e-11,0.978323,0.0117876,0.99011,0.988095,0.0119053,0.050606
5.06706,5.87162e-11,0.978293,0.0118184,0.990112,0.988064,0.0119365,0.0506706
5.07353,5.80482e-11,0.978265,0.0118488,0.990113,0.988033,0.0119671,0.0507353
5.08,5.73868e-11,0.978236,0.0118792,0.990116,0.988002,0.0119977,0.0508
5.08648,5.67337e-11,0.978208,0.0119095,0.990118,0.987972,0.0120284,0.0508648
5.09295,5.60876e-11,0.978181,0.0119405,0.990121,0.98794,0.0120596,0.0509295
5.09944,5.54498e-11,0.978153,0.011971,0.990124,0.98791,0.0120904,0.0509944
5.10593,5.48185e-11,0.978124,0.0120014,0.990126,0.987879,0.0121211,0.0510593
5.11242,5.41958e-11,0.978095,0.0120324,0.990128,0.987848,0.0121524,0.0511242
5.11891,5.35782e-11,0.978066,0.012063,0.990129,0.987817,0.0121832,0.0511891
5.12541,5.29695e-11,0.978035,0.0120935,0.990129,0.987786,0.012214,0.0512541
5.13192,5.23669e-11,0.978004,0.012124,0.990128,0.987755,0.0122449,0.0513192
5.13843,5.17718e-11,0.977972,0.0121552,0.990127,0.987724,0.0122764,0.0513843
5.14494,5.11829e-11,0.977938,0.0121858,0.990124,0.987693,0.0123073,0.0514494
5.15146,5.06016e-11,0.977904,0.0122164,0.990121,0.987662,0.0123383,0.0515146
5.15798,5.00267e-11,0.97787,0.0122471,0.990117,0.987631,0.0123693,0.0515798
5.1645,4.94584e-11,0.977835,0.0122785,0.990113,0.987599,0.0124011,0.051645
5.17103,4.8896e-11,0.977799,0.0123093,0.990109,0.987568,0.0124322,0.0517103
5.17756,4.83407e-11,0.977764,0.0123401,0.990104,0.987537,0.0124634,0.0517756
5.1841,4.77919e-11,0.977729,0.0123716,0.9901,0.987505,0.0124953,0.051841
5.19064,4.72497e-11,0.977694,0.0124026,0.990097,0.987473,0.0125266,0.0519064
5.19719,4.67128e-11,0.97766,0.0124336,0.990093,0.987442,0.012558,0.0519719
5.20374,4.61832e-11,0.977626,0.0124646,0.990091,0.987411,0.0125894,0.0520374
5.21029,4.56578e-11,0.977593,0.0124964,0.99009,0.987379,0.0126215,0.0521029
5.21685,4.51405e-11,0.977562,0.0125276,0.990089,0.987347,0.012653,0.0521685
5.22341,4.46279e-11,0.97753,0.0125588,0.990089,0.987315,0.0126845,0.0522341
5.22998,4.4122e-11,0.9775,0.01259,0.99009,0.987284,0.012716,0.0522998
5.23655,4.36212e-11,0.97747,0.012622,0.990092,0.987252,0.0127483,0.0523655
5.24312,4.31273e-11,0.977441,0.0126533,0.990094,0.98722,0.0127799,0.0524312
5.2497,4.26377e-11,0.977412,0.0126847,0.990096,0.987188,0.0128115,0.052497
5.25629,4.21544e-11,0.977383,0.0127166,0.990099,0.987156,0.0128438,0.0525629
5.26287,4.16764e-11,0.977353,0.0127481,0.990102,0.987124,0.0128756,0.0526287
5.26946,4.12038e-11,0.977324,0.0127795,0.990103,0.987093,0.0129073,0.0526946
5.27606,4.07368e-11,0.977294,0.012811,0.990105,0.987061,0.012939,0.0527606
5.28266,4.02759e-11,0.977263,0.0128431,0.990106,0.987029,0.0129714,0.0528266
5.28926,3.98191e-11,0.977232,0.0128746,0.990106,0.986997,0.0130033,0.0528926
5.29587,3.93684e-11,0.977199,0.0129061,0.990105,0.986965,0.0130351,0.0529587
5.30248,3.89218e-11,0.977166,0.0129376,0.990104,0.986933,0.013067,0.0530248
5.3091,3.84817e-11,0.977132,0.0129699,0.990102,0.9869,0.0130996,0.053091
5.31571,3.80455e-11,0.977098,0.0130016,0.990099,0.986868,0.0131316,0.0531571
5.32234,3.76151e-11,0.977062,0.0130333,0.990096,0.986836,0.0131637,0.0532234
5.32897,3.71893e-11,0.977027,0.0130656,0.990092,0.986804,0.0131964,0.0532897
5.3356,3.67684e-11,0.976991,0.0130975,0.990088,0.986771,0.0132286,0.053356
5.34224,3.63522e-11,0.976955,0.0131293,0.990084,0.986739,0.0132608,0.0534224
5.34888,3.59411e-11,0.97692,0.0131612,0.990081,0.986707,0.013293,0.0534888
5.35552,3.55346e-11,0.976884,0.0131938,0.990078,0.986674,0.013326,0.0535552
5.36217,3.51326e-11,0.97685,0.0132258,0.990076,0.986642,0.0133584,0.0536217
5.36882,3.47353e-11,0.976816,0.0132579,0.990074,0.986609,0.0133908,0.0536882
5.37548,3.43422e-11,0.976782,0.01329,0.990072,0.986577,0.0134232,0.0537548
5.38214,3.39543e-11,0.97675,0.0133228,0.990073,0.986544,0.0134564,0.0538214
5.38881,3.3571e-11,0.976718,0.0133551,0.990073,0.986511,0.013489,0.0538881
5.39547,3.31909e-11,0.976687,0.0133873,0.990074,0.986478,0.0135215,0.0539547
5.40215,3.28159e-11,0.976656,0.0134196,0.990075,0.986446,0.0135541,0.0540215
5.40883,3.24451e-11,0.976625,0.0134526,0.990078,0.986413,0.0135874,0.0540883
5.41551,3.20785e-11,0.976595,0.0134849,0.99008,0.98638,0.0136201,0.0541551
5.42219,3.1716e-11,0.976564,0.0135173,0.990082,0.986347,0.0136527,0.0542219
5.42888,3.13584e-11,0.976534,0.0135497,0.990084,0.986315,0.0136854,0.0542888
5.43558,3.10036e-11,0.976503,0.0135828,0.990086,0.986281,0.0137188,0.0543558
5.44228,3.0654e-11,0.976471,0.0136153,0.990087,0.986248,0.0137516,0.0544228
5.44898,3.03077e-11,0.976439,0.0136477,0.990087,0.986216,0.0137844,0.0544898
5.45568,2.99658e-11,0.976406,0.0136802,0.990086,0.986183,0.0138172,0.0545568
5.46239,2.96274e-11,0.976372,0.0137134,0.990086,0.986149,0.0138508,0.0546239
5.46911,2.92934e-11,0.976338,0.013746,0.990084,0.986116,0.0138837,0.0546911
5.47583,2.89627e-11,0.976303,0.0137786,0.990081,0.986083,0.0139167,0.0547583
5.48255,2.8636e-11,0.976267,0.0138119,0.990079,0.98605,0.0139503,0.0548255
5.48928,2.83132e-11,0.976231,0.0138447,0.990075,0.986017,0.0139835,0.0548928
5.49601,2.79938e-11,0.976194,0.0138775,0.990072,0.985983,0.0140166,0.0549601
5.50274,2.76781e-11,0.976158,0.0139102,0.990068,0.98595,0.0140498,0.0550274
5.50948,2.7366e-11,0.976121,0.0139438,0.990065,0.985916,0.0140837,0.0550948
5.51623,2.70576e-11,0.976085,0.0139767,0.990062,0.985883,0.014117,0.0551623
5.52298,2.67526e-11,0.97605,0.0140097,0.990059,0.98585,0.0141504,0.0552298
5.52973,2.6451e-11,0.976015,0.0140427,0.990057,0.985816,0.0141837,0.0552973
5.53648,2.61533e-11,0.97598,0.0140765,0.990057,0.985782,0.0142178,0.0553648
5.54324,2.58584e-11,0.975946,0.0141096,0.990056,0.985749,0.0142514,0.0554324
5.55001,2.55673e-11,0.975913,0.0141428,0.990056,0.985715,0.0142849,0.0555001
5.55678,2.52793e-11,0.97588,0.014176,0.990056,0.985682,0.0143184,0.0555678
5.56355,2.49948e-11,0.975848,0.0142099,0.990058,0.985647,0.0143526,0.0556355
5.57032,2.47129e-11,0.975816,0.0142433,0.99006,0.985614,0.0143863,0.0557032
5.5771,2.44349e-11,0.975784,0.0142766,0.990061,0.98558,0.0144199,0.055771
5.58389,2.41597e-11,0.975753,0.0143099,0.990063,0.985546,0.0144536,0.0558389
5.59068,2.38878e-11,0.975721,0.014344,0.990065,0.985512,0.0144879,0.0559068
5.59747,2.36193e-11,0.975688,0.0143774,0.990066,0.985478,0.0145217,0.0559747
5.60427,2.33533e-11,0.975656,0.0144109,0.990067,0.985445,0.0145555,0.0560427
5.61107,2.30905e-11,0.975622,0.0144443,0.990067,0.985411,0.0145892,0.0561107
5.61788,2.2831e-11,0.975588,0.0144784,0.990067,0.985376,0.0146237,0.0561788
5.62469,2.25739e-11,0.975553,0.014512,0.990065,0.985342,0.0146576,0.0562469
5.6315,2.23205e-11,0.975518,0.0145456,0.990064,0.985308,0.0146916,0.056315
5.63832,2.20694e-11,0.975482,0.0145792,0.990061,0.985274,0.0147255,0.0563832
5.64514,2.18216e-11,0.975445,0.0146127,0.990058,0.985241,0.0147595,0.0564514
5.65196,2.15758e-11,0.975408,0.0146472,0.990056,0.985206,0.0147943,0.0565196
5.65879,2.13336e-11,0.975371,0.014681,0.990052,0.985172,0.0148285,0.0565879
5.66563,2.10939e-11,0.975334,0.0147148,0.990049,0.985137,0.0148627,0.0566563
5.67247,2.08568e-11,0.975297,0.0147485,0.990045,0.985103,0.0148968,0.0567247
5.67931,2.06221e-11,0.97526,0.0147832,0.990043,0.985068,0.0149319,0.0567931
5.68616,2.0391e-11,0.975224,0.0148172,0.990041,0.985034,0.0149663,0.0568616
5.69301,2.01616e-11,0.975188,0.0148512,0.990039,0.984999,0.0150006,0.0569301
5.69986,1.99357e-11,0.975152,0.0148852,0.990037,0.984965,0.015035,0.0569986
5.70672,1.97115e-11,0.975117,0.0149201,0.990038,0.98493,0.0150702,0.0570672
5.71358,1.94904e-11,0.975083,0.0149543,0.990038,0.984895,0.0151048,0.0571358
5.72045,1.92714e-11,0.975049,0.0149885,0.990038,0.984861,0.0151393,0.0572045
5.72732,1.90554e-11,0.975016,0.0150226,0.990039,0.984826,0.0151738,0.0572732
5.7342,1.88412e-11,0.974983,0.0150577,0.990041,0.984791,0.0152091,0.057342
5.74108,1.86304e-11,0.97495,0.015092,0.990042,0.984756,0.0152438,0.0574108
5.74796,1.84209e-11,0.974917,0.0151263,0.990043,0.984722,0.0152784,0.0574796
5.75485,1.82146e-11,0.974884,0.0151606,0.990044,0.984687,0.0153131,0.0575485
5.76174,1.80099e-11,0.97485,0.0151958,0.990046,0.984651,0.0153485,0.0576174
5.76864,1.78084e-11,0.974816,0.0152302,0.990046,0.984617,0.0153833,0.0576864
5.77554,1.76085e-11,0.974781,0.0152647,0.990046,0.984582,0.0154181,0.0577554
5.78244,1.74113e-11,0.974746,0.0152991,0.990045,0.984547,0.0154529,0.0578244
5.78935,1.72159e-11,0.97471,0.0153343,0.990044,0.984511,0.0154885,0.0578935
5.79626,1.70231e-11,0.974673,0.0153689,0.990042,0.984476,0.0155235,0.0579626
5.80318,1.68325e-11,0.974636,0.0154035,0.99004,0.984441,0.0155585,0.0580318
5.8101,1.66439e-11,0.974599,0.0154382,0.990037,0.984406,0.0155935,0.058101
5.81703,1.64573e-11,0.974561,0.0154728,0.990034,0.984371,0.0156285,0.0581703
5.82396,1.6273e-11,0.974523,0.0155083,0.990032,0.984336,0.0156645,0.0582396
5.83089,1.60905e-11,0.974485,0.0155432,0.990029,0.9843,0.0156997,0.0583089
5.83783,1.59105e-11,0.974448,0.015578,0.990026,0.984265,0.0157349,0.0583783
5.84477,1.57323e-11,0.97441,0.0156128,0.990023,0.98423,0.0157702,0.0584477
5.85171,1.55564e-11,0.974373,0.0156486,0.990022,0.984194,0.0158063,0.0585171
5.85866,1.53821e-11,0.974337,0.0156836,0.990021,0.984158,0.0158417,0.0585866
5.86562,1.52102e-11,0.974301,0.0157187,0.99002,0.984123,0.0158771,0.0586562
5.87258,1.50398e-11,0.974265,0.0157537,0.990019,0.984087,0.0159126,0.0587258
5.87954,1.48716e-11,0.97423,0.0157896,0.99002,0.984051,0.0159488,0.0587954
5.8865,1.47052e-11,0.974196,0.0158249,0.990021,0.984016,0.0159844,0.058865
5.89347,1.45409e-11,0.974162,0.0158601,0.990022,0.98398,0.01602,0.0589347
5.90045,1.43781e-11,0.974127,0.0158953,0.990023,0.983944,0.0160555,0.0590045
5.90743,1.42175e-11,0.974093,0.0159306,0.990024,0.983909,0.0160911,0.0590743
5.91441,1.40583e-11,0.974059,0.0159667,0.990026,0.983872,0.0161276,0.0591441
5.9214,1.39012e-11,0.974024,0.0160021,0.990026,0.983837,0.0161633,0.059214
5.92839,1.37459e-11,0.973989,0.0160375,0.990027,0.983801,0.016199,0.0592839
5.93538,1.35922e-11,0.973954,0.0160728,0.990027,0.983765,0.0162347,0.0593538
5.94238,1.34402e-11,0.973918,0.016109,0.990027,0.983729,0.0162713,0.0594238
5.94939,1.32902e-11,0.973881,0.0161446,0.990026,0.983693,0.0163072,0.0594939
5.95639,1.31417e-11,0.973844,0.0161801,0.990024,0.983657,0.0163431,0.0595639
5.96341,1.29949e-11,0.973806,0.0162156,0.990022,0.983621,0.016379,0.0596341
5.97042,1.28498e-11,0.973768,0.016252,0.99002,0.983584,0.0164158,0.0597042
5.97744,1.27062e-11,0.97373,0.0162877,0.990018,0.983548,0.0164519,0.0597744
5.98447,1.25644e-11,0.973691,0.0163234,0.990015,0.983512,0.016488,0.0598447
5.99149,1.24242e-11,0.973653,0.0163591,0.990012,0.983476,0.0165242,0.0599149
5.99853,1.22856e-11,0.973615,0.0163949,0.990009,0.98344,0.0165603,0.0599853
6.00556,1.21484e-11,0.973576,0.0164316,0.990008,0.983403,0.0165974,0.0600556
6.0126,1.20127e-11,0.973539,0.0164675,0.990006,0.983366,0.0166338,0.060126
6.01965,1.18788e-11,0.973501,0.0165035,0.990005,0.98333,0.0166701,0.0601965
6.0267,1.17461e-11,0.973464,0.0165395,0.990004,0.983294,0.0167065,0.060267
6.03375,1.16152e-11,0.973428,0.0165763,0.990004,0.983256,0.0167437,0.0603375
6.04081,1.14857e-11,0.973392,0.0166125,0.990004,0.98322,0.0167802,0.0604081
6.04787,1.13577e-11,0.973356,0.0166486,0.990005,0.983183,0.0168167,0.0604787
6.05493,1.12308e-11,0.973321,0.0166848,0.990006,0.983147,0.0168532,0.0605493
6.062,1.11058e-11,0.973285,0.0167209,0.990006,0.98311,0.0168897,0.06062
6.06908,1.09819e-11,0.97325,0.0167581,0.990008,0.983073,0.0169272,0.0606908
6.07615,1.08597e-11,0.973215,0.0167944,0.990009,0.983036,0.0169639,0.0607615
6.08323,1.07383e-11,0.973179,0.0168307,0.99001,0.982999,0.0170005,0.0608323
6.09032,1.06189e-11,0.973143,0.016867,0.99001,0.982963,0.0170372,0.0609032
6.09741,1.05005e-11,0.973107,0.0169042,0.990011,0.982925,0.0170747,0.0609741
6.1045,1.03835e-11,0.97307,0.0169406,0.99001,0.982888,0.0171116,0.061045
6.1116,1.02679e-11,0.973032,0.0169771,0.990009,0.982852,0.0171484,0.061116
6.11871,1.01536e-11,0.972994,0.0170136,0.990008,0.982815,0.0171853,0.0611871
6.12581,1.00403e-11,0.972955,0.01705,0.990006,0.982778,0.0172222,0.0612581
6.13292,9.92879e-12,0.972917,0.0170875,0.990004,0.98274,0.01726,0.0613292
6.14004,9.81809e-12,0.972878,0.0171241,0.990002,0.982703,0.0172971,0.0614004
6.14716,9.70892e-12,0.972838,0.0171608,0.989999,0.982666,0.0173342,0.0614716
6.15428,9.60076e-12,0.972799,0.0171975,0.989997,0.982629,0.0173713,0.0615428
6.16141,9.49406e-12,0.97276,0.0172351,0.989995,0.982591,0.0174093,0.0616141
6.16854,9.38825e-12,0.972721,0.017272,0.989993,0.982553,0.0174466,0.0616854
6.17567,9.28387e-12,0.972683,0.0173089,0.989991,0.982516,0.0174839,0.0617567
6.18281,9.18058e-12,0.972644,0.0173458,0.98999,0.982479,0.0175212,0.0618281
6.18996,9.07857e-12,0.972607,0.0173828,0.989989,0.982441,0.0175585,0.0618996
6.1971,8.97743e-12,0.972569,0.0174207,0.98999,0.982403,0.0175968,0.061971
6.20426,8.87779e-12,0.972532,0.0174578,0.98999,0.982366,0.0176343,0.0620426
6.21141,8.77898e-12,0.972496,0.0174949,0.98999,0.982328,0.0176718,0.0621141
6.21857,8.68161e-12,0.972459,0.0175321,0.989991,0.982291,0.0177093,0.0621857
6.22574,8.5849e-12,0.972423,0.0175692,0.989992,0.982253,0.0177468,0.0622574
6.2329,8.48973e-12,0.972386,0.0176073,0.989993,0.982215,0.0177853,0.062329
6.24008,8.39509e-12,0.97235,0.0176446,0.989994,0.982177,0.0178229,0.0624008
6.24725,8.30205e-12,0.972313,0.0176819,0.989995,0.982139,0.0178606,0.0624725
6.25443,8.20952e-12,0.972275,0.0177192,0.989995,0.982102,0.0178983,0.0625443
6.26162,8.11865e-12,0.972238,0.0177573,0.989995,0.982063,0.0179368,0.0626162
6.26881,8.02826e-12,0.972199,0.0177948,0.989994,0.982025,0.0179747,0.0626881
6.276,7.93931e-12,0.972161,0.0178323,0.989993,0.981987,0.0180125,0.06276
6.2832,7.85101e-12,0.972122,0.0178697,0.989991,0.98195,0.0180504,0.062832
6.2904,7.76398e-12,0.972082,0.0179072,0.989989,0.981912,0.0180883,0.062904
6.29761,7.67773e-12,0.972042,0.0179456,0.989988,0.981873,0.0181271,0.0629761
6.30481,7.59266e-12,0.972002,0.0179833,0.989986,0.981835,0.0181652,0.0630481
6.31203,7.50825e-12,0.971962,0.018021,0.989983,0.981797,0.0182033,0.0631203
6.31925,7.42503e-12,0.971922,0.0180587,0.989981,0.981759,0.0182414,0.0631925
6.32647,7.34258e-12,0.971882,0.0180964,0.989979,0.98172,0.0182796,0.0632647
6.33369,7.2612e-12,0.971843,0.0181351,0.989978,0.981681,0.0183187,0.0633369
6.34092,7.18065e-12,0.971804,0.0181731,0.989977,0.981643,0.0183571,0.0634092
6.34816,7.10101e-12,0.971765,0.018211,0.989976,0.981605,0.0183954,0.0634816
6.3554,7.02233e-12,0.971726,0.0182489,0.989975,0.981566,0.0184337,0.063554
6.36264,6.94446e-12,0.971688,0.0182869,0.989975,0.981528,0.0184721,0.0636264
6.36989,6.86739e-12,0.97165,0.0183259,0.989976,0.981489,0.0185115,0.0636989
6.37714,6.7912e-12,0.971612,0.018364,0.989976,0.98145,0.01855,0.0637714
6.38439,6.71607e-12,0.971575,0.0184022,0.989977,0.981412,0.0185885,0.0638439
6.39165,6.64165e-12,0.971537,0.0184403,0.989977,0.981373,0.018627,0.0639165
6.39892,6.56798e-12,0.971499,0.0184794,0.989979,0.981334,0.0186664,0.0639892
6.40618,6.49529e-12,0.971461,0.0185177,0.989979,0.981295,0.0187051,0.0640618
6.41345,6.42324e-12,0.971423,0.018556,0.989979,0.981256,0.0187438,0.0641345
6.42073,6.35221e-12,0.971385,0.0185943,0.989979,0.981217,0.0187825,0.0642073
6.42801,6.28185e-12,0.971346,0.0186326,0.989978,0.981179,0.0188212,0.0642801
6.43529,6.21233e-12,0.971306,0.0186718,0.989978,0.981139,0.0188609,0.0643529
6.44258,6.14337e-12,0.971266,0.0187103,0.989977,0.9811,0.0188998,0.0644258
6.44987,6.0755e-12,0.971226,0.0187488,0.989975,0.981061,0.0189387,0.0644987
6.45717,6.00822e-12,0.971185,0.0187873,0.989973,0.981022,0.0189776,0.0645717
6.46447,5.94172e-12,0.971145,0.0188259,0.98997,0.980983,0.0190166,0.0646447
6.47177,5.87599e-12,0.971104,0.0188654,0.989969,0.980943,0.0190565,0.0647177
6.47908,5.81097e-12,0.971063,0.0189041,0.989967,0.980904,0.0190957,0.0647908
6.4864,5.74667e-12,0.971022,0.0189429,0.989965,0.980865,0.0191349,0.064864
6.49371,5.68314e-12,0.970982,0.0189816,0.989963,0.980826,0.0191741,0.0649371
6.50103,5.6203e-12,0.970941,0.0190204,0.989962,0.980787,0.0192133,0.0650103
6.50836,5.55816e-12,0.970901,0.0190602,0.989962,0.980747,0.0192535,0.0650836
6.51569,5.49673e-12,0.970862,0.0190992,0.989961,0.980707,0.0192929,0.0651569
6.52302,5.43592e-12,0.970823,0.0191382,0.989961,0.980668,0.0193323,0.0652302
6.53036,5.37582e-12,0.970784,0.0191772,0.989961,0.980628,0.0193717,0.0653036
6.5377,5.31648e-12,0.970745,0.0192162,0.989961,0.980589,0.0194111,0.065377
6.54505,5.25762e-12,0.970706,0.0192562,0.989962,0.980549,0.0194514,0.0654505
6.5524,5.1996e-12,0.970667,0.0192954,0.989963,0.980509,0.019491,0.065524
6.55975,5.1421e-12,0.970629,0.0193346,0.989963,0.980469,0.0195306,0.0655975
6.56711,5.08539e-12,0.97059,0.0193738,0.989963,0.98043,0.0195702,0.0656711
6.57447,5.02917e-12,0.97055,0.019413,0.989963,0.98039,0.0196098,0.0657447
6.58184,4.9737e-12,0.970511,0.0194531,0.989964,0.98035,0.0196503,0.0658184
6.58921,4.91865e-12,0.970471,0.0194925,0.989963,0.98031,0.0196901,0.0658921
6.59658,4.86441e-12,0.97043,0.0195319,0.989962,0.98027,0.0197299,0.0659658
6.60396,4.81066e-12,0.97039,0.0195713,0.989961,0.98023,0.0197697,0.0660396
6.61134,4.75765e-12,0.970348,0.0196107,0.989959,0.98019,0.0198096,0.0661134
6.61873,4.70497e-12,0.970307,0.0196511,0.989958,0.98015,0.0198504,0.0661873
6.62612,4.65322e-12,0.970265,0.0196907,0.989956,0.98011,0.0198904,0.0662612
6.63352,4.60179e-12,0.970224,0.0197303,0.989954,0.98007,0.0199305,0.0663352
6.64092,4.5511e-12,0.970182,0.0197699,0.989952,0.980029,0.0199706,0.0664092
6.64832,4.50075e-12,0.970141,0.0198095,0.98995,0.979989,0.0200106,0.0664832
6.65573,4.4513e-12,0.970099,0.0198502,0.98995,0.979948,0.0200517,0.0665573
6.66314,4.40206e-12,0.970058,0.0198901,0.989948,0.979908,0.020092,0.0666314
6.67055,4.35361e-12,0.970017,0.0199299,0.989947,0.979868,0.0201323,0.0667055
6.67797,4.30555e-12,0.969977,0.0199698,0.989947,0.979827,0.0201726,0.0667797
6.6854,4.25812e-12,0.969937,0.0200097,0.989947,0.979787,0.0202129,0.066854
6.69283,4.2111e-12,0.969897,0.0200506,0.989947,0.979746,0.0202542,0.0669283
6.70026,4.16479e-12,0.969857,0.0200907,0.989948,0.979705,0.0202947,0.0670026
6.7077,4.11879e-12,0.969817,0.0201308,0.989948,0.979665,0.0203352,0.067077
6.71514,4.07354e-12,0.969778,0.0201709,0.989948,0.979624,0.0203757,0.0671514
6.72258,4.02852e-12,0.969738,0.020211,0.989949,0.979584,0.0204162,0.0672258
6.73003,3.98425e-12,0.969698,0.0202511,0.989949,0.979543,0.0204567,0.0673003
6.73748,3.94026e-12,0.969657,0.0202923,0.98995,0.979502,0.0204984,0.0673748
6.74494,3.89696e-12,0.969617,0.0203326,0.989949,0.979461,0.0205391,0.0674494
6.7524,3.85398e-12,0.969576,0.0203729,0.989948,0.97942,0.0205798,0.067524
6.75987,3.81161e-12,0.969534,0.0204132,0.989947,0.979379,0.0206205,0.0675987
6.76734,3.76961e-12,0.969492,0.0204535,0.989946,0.979339,0.0206613,0.0676734
6.77481,3.72815e-12,0.96945,0.0204949,0.989945,0.979297,0.0207031,0.0677481
6.78229,3.68707e-12,0.969408,0.0205355,0.989943,0.979256,0.0207441,0.0678229
6.78977,3.64654e-12,0.969366,0.020576,0.989942,0.979215,0.0207851,0.0678977
6.79726,3.60636e-12,0.969323,0.0206165,0.98994,0.979174,0.0208261,0.0679726
6.80475,3.56673e-12,0.969281,0.0206571,0.989938,0.979133,0.0208671,0.0680475
6.81224,3.52746e-12,0.969238,0.0206988,0.989937,0.979091,0.0209092,0.0681224
6.81974,3.48869e-12,0.969196,0.0207395,0.989936,0.97905,0.0209504,0.0681974
6.82724,3.45032e-12,0.969155,0.0207803,0.989935,0.979008,0.0209916,0.0682724
6.83475,3.4124e-12,0.969113,0.0208212,0.989934,0.978967,0.0210329,0.0683475
6.84226,3.37483e-12,0.969072,0.020862,0.989934,0.978926,0.0210741,0.0684226
6.84977,3.33774e-12,0.969031,0.0209038,0.989934,0.978884,0.0211164,0.0684977
6.85729,3.30106e-12,0.96899,0.0209449,0.989935,0.978842,0.0211578,0.0685729
6.86481,3.26478e-12,0.968949,0.0209859,0.989935,0.978801,0.0211993,0.0686481
6.87234,3.22889e-12,0.968908,0.0210269,0.989935,0.978759,0.0212407,0.0687234
6.87987,3.19342e-12,0.968867,0.021068,0.989935,0.978718,0.0212822,0.0687987
6.88741,3.15824e-12,0.968826,0.021109,0.989935,0.978676,0.0213236,0.0688741
6.89495,3.12364e-12,0.968785,0.0211512,0.989936,0.978634,0.0213662,0.0689495
6.90249,3.0893e-12,0.968744,0.0211925,0.989936,0.978592,0.0214079,0.0690249
6.91004,3.05541e-12,0.968702,0.0212337,0.989935,0.97855,0.0214496,0.0691004
6.91759,3.02178e-12,0.96866,0.0212749,0.989935,0.978509,0.0214913,0.0691759
6.92515,2.9887e-12,0.968617,0.0213162,0.989933,0.978467,0.021533,0.0692515
6.93271,2.95583e-12,0.968574,0.0213586,0.989933,0.978424,0.0215758,0.0693271
6.94027,2.92337e-12,0.968531,0.0214,0.989931,0.978382,0.0216177,0.0694027
6.94784,2.8913e-12,0.968488,0.0214415,0.98993,0.97834,0.0216596,0.0694784
6.95541,2.85958e-12,0.968445,0.021483,0.989928,0.978298,0.0217016,0.0695541
6.96299,2.8282e-12,0.968401,0.0215245,0.989926,0.978256,0.0217436,0.0696299
6.97057,2.79717e-12,0.968358,0.0215671,0.989925,0.978213,0.0217866,0.0697057
6.97816,2.76645e-12,0.968315,0.0216088,0.989924,0.978171,0.0218288,0.0697816
6.98574,2.73612e-12,0.968272,0.0216506,0.989923,0.978129,0.021871,0.0698574
6.99334,2.70608e-12,0.96823,0.0216924,0.989922,0.978087,0.0219132,0.0699334
7.00094,2.67646e-12,0.968188,0.0217341,0.989922,0.978045,0.0219554,0.0700094
7.00854,2.6471e-12,0.968145,0.0217759,0.989921,0.978002,0.0219976,0.0700854
7.01614,2.61806e-12,0.968103,0.0218189,0.989922,0.977959,0.022041,0.0701614
7.02375,2.58932e-12,0.968062,0.0218609,0.989923,0.977917,0.0220834,0.0702375
7.03137,2.56099e-12,0.96802,0.0219029,0.989923,0.977874,0.0221259,0.0703137
7.03898,2.53292e-12,0.967978,0.0219449,0.989923,0.977832,0.0221683,0.0703898
7.04661,2.50515e-12,0.967936,0.0219869,0.989923,0.977789,0.0222107,0.0704661
7.05423,2.47771e-12,0.967894,0.02203,0.989924,0.977746,0.0222542,0.0705423
7.06186,2.45058e-12,0.967851,0.0220722,0.989924,0.977703,0.0222969,0.0706186
7.0695,2.42369e-12,0.967809,0.0221144,0.989923,0.97766,0.0223395,0.070695
7.07714,2.39722e-12,0.967765,0.0221566,0.989922,0.977618,0.0223822,0.0707714
