t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
49,1.19534,1.25217e-26,1.66219e-25,1.85147e-27,3.09028e-26,9.03829e-28,1.0536e-26,3.66615e-30,1.85151e-27
50,1.18701,1.29419e-26,1.62458e-25,1.27696e-27,3.14478e-26,7.81994e-28,1.12771e-26,4.83054e-30,2.25113e-27
51,1.17896,1.79933e-26,1.43262e-25,1.07374e-27,3.27733e-26,8.23582e-28,1.04297e-26,1.56654e-29,2.56301e-27
52,1.17112,2.01347e-26,1.37451e-25,1.24365e-27,3.90334e-26,7.06205e-28,8.6022e-27,1.37699e-29,2.72114e-27
53,1.16343,2.37905e-26,1.34803e-25,1.11465e-27,4.22296e-26,5.21324e-28,7.34809e-27,9.50329e-30,2.73296e-27
54,1.15582,2.90771e-26,1.3547e-25,8.2341e-28,4.58452e-26,4.86237e-28,6.04949e-27,3.06036e-30,2.71401e-27
55,1.1482,3.72774e-26,1.28977e-25,1.51498e-28,4.2697e-26,6.09766e-28,4.78872e-27,7.97231e-30,2.51597e-27
56,1.14053,4.22324e-26,1.29688e-25,1.7931e-28,4.37645e-26,7.60029e-28,5.3988e-27,1.30016e-30,2.15621e-27
57,1.13274,4.82066e-26,1.14823e-25,3.7787e-29,4.05098e-26,1.03095e-27,6.86075e-27,4.42362e-30,1.91655e-27
58,1.12475,5.34495e-26,1.14724e-25,4.55373e-29,3.57595e-26,1.08022e-27,9.45113e-27,3.14757e-30,1.7414e-27
59,1.11646,5.37412e-26,1.00605e-25,3.41169e-29,3.38741e-26,1.21027e-27,1.24692e-26,1.69311e-30,1.55454e-27
60,1.10776,6.19577e-26,1.00501e-25,1.10605e-28,3.38618e-26,1.07415e-27,1.4009e-26,4.57351e-30,1.88607e-27
61,1.09849,6.64465e-26,9.49453e-26,4.49152e-29,3.74058e-26,1.01851e-27,1.4118e-26,3.63996e-30,2.27275e-27
62,1.08851,7.59099e-26,8.77021e-26,2.00211e-28,3.69303e-26,1.03811e-27,1.2341e-26,1.42762e-29,2.55814e-27
63,1.0777,8.52791e-26,8.73132e-26,5.297e-28,3.83585e-26,8.52621e-28,9.61633e-27,5.9728e-30,2.68741e-27
64,1.06598,9.61131e-26,8.18986e-26,8.25137e-28,3.70186e-26,4.03621e-28,8.00894e-27,9.68648e-30,2.64216e-27
65,1.05333,1.04044e-25,8.04514e-26,1.02749e-27,3.42005e-26,3.21439e-28,5.64041e-27,4.38696e-32,2.50853e-27
66,1.03978,1.10965e-25,7.20678e-26,1.48321e-27,3.14537e-26,2.55841e-28,5.92449e-27,1.65244e-30,2.17096e-27
67,1.02543,1.07124e-25,6.47918e-26,1.86394e-27,2.30155e-26,5.09995e-28,6.79318e-27,8.35873e-31,1.75346e-27
68,1.0104,1.14269e-25,5.16965e-26,2.76608e-27,2.36833e-26,5.4726e-28,8.12267e-27,2.77292e-30,1.76578e-27
69,0.994825,1.1523e-25,4.34948e-26,3.32622e-27,2.05088e-26,9.59232e-28,8.37282e-27,6.2667e-31,1.56409e-27
70,0.978868,1.10273e-25,3.95595e-26,4.69581e-27,2.10943e-26,1.09858e-27,9.1481e-27,1.86693e-29,1.54054e-27
71,0.962683,1.22259e-25,3.73387e-26,5.62772e-27,2.43397e-26,1.31577e-27,8.26324e-27,4.54168e-30,1.54282e-27
72,0.946434,1.30185e-25,3.33047e-26,5.48861e-27,2.2687e-26,1.28179e-27,5.65595e-27,5.91077e-30,1.67498e-27
73,0.930297,1.47372e-25,2.92956e-26,9.32024e-27,2.09341e-26,7.03803e-28,3.93416e-27,1.496e-29,1.57648e-27
74,0.914465,1.53333e-25,2.64769e-26,8.72251e-27,1.6187e-26,4.29746e-28,1.99294e-27,1.61002e-29,1.19545e-27
75,0.899133,1.55748e-25,2.41621e-26,9.60842e-27,1.33043e-26,1.12477e-28,1.57349e-27,8.51648e-30,9.44944e-28
76,0.884482,1.76379e-25,2.71252e-26,9.27133e-27,9.25491e-27,2.90931e-28,1.30257e-27,9.1105e-30,5.26652e-28
77,0.870656,1.75372e-25,2.32347e-26,9.02507e-27,7.60845e-27,6.47785e-28,1.78608e-27,3.19586e-30,4.10875e-28
78,0.857747,1.78337e-25,2.03582e-26,7.75946e-27,3.34732e-27,1.16234e-27,2.03672e-27,8.37612e-30,1.51889e-28
79,0.845783,1.68993e-25,1.61425e-26,7.94266e-27,2.9631e-27,1.25019e-27,2.42379e-27,8.51674e-30,1.13007e-28
80,0.83474,1.72e-25,1.30108e-26,8.6191e-27,2.65386e-27,1.84068e-27,2.8669e-27,3.05526e-30,1.15848e-28
81,0.824559,1.72246e-25,1.29543e-26,9.14393e-27,2.64662e-27,1.89106e-27,2.64401e-27,1.04367e-29,1.65189e-28
82,0.815164,1.80974e-25,9.77593e-27,7.6033e-27,3.02573e-27,1.84444e-27,2.13712e-27,9.11769e-30,2.07682e-28
83,0.806482,1.85245e-25,5.96384e-27,7.05463e-27,4.22006e-27,1.03039e-27,2.06324e-27,1.27236e-29,3.6677e-28
84,0.798449,1.91129e-25,3.13153e-27,5.10801e-27,3.99554e-27,3.74604e-28,9.17669e-28,1.51645e-29,4.04278e-28
85,0.791012,1.88405e-25,8.70466e-28,4.72316e-27,3.99045e-27,3.43917e-28,3.89731e-28,1.0491e-29,2.15023e-28
86,0.784125,1.89413e-25,1.30927e-27,3.8952e-27,3.73629e-27,3.21275e-28,1.47493e-28,4.27158e-30,3.98585e-28
87,0.777752,1.87164e-25,4.93678e-28,2.90136e-27,2.92532e-27,2.40238e-28,3.68481e-29,6.68446e-30,2.87634e-28
88,0.771867,1.80035e-25,1.34981e-27,3.02482e-27,2.07314e-27,3.24282e-28,8.92267e-29,1.85142e-29,2.24064e-28
89,0.766467,1.85635e-25,1.97435e-27,3.14637e-27,1.6721e-27,5.94681e-28,2.54176e-28,1.74967e-30,2.19077e-28
90,0.761572,2.06882e-25,2.58672e-27,2.2663e-27,1.75328e-27,8.83536e-28,6.59989e-28,2.7175e-30,4.89498e-29
91,0.757224,2.03032e-25,3.57469e-27,3.35566e-27,1.14664e-27,1.10171e-27,1.08897e-27,1.74531e-30,3.6242e-29
92,0.753474,1.94463e-25,4.33489e-27,4.02736e-27,7.64997e-28,1.1733e-27,1.24811e-27,5.30046e-30,2.77124e-29
93,0.750371,1.92387e-25,3.9103e-27,5.87355e-27,1.22579e-27,1.05827e-27,1.22421e-27,6.63987e-30,1.34658e-28
94,0.747943,1.86836e-25,3.37929e-27,5.90819e-27,2.31168e-27,9.10854e-28,1.13447e-27,3.41201e-30,1.9699e-28
95,0.746192,1.78168e-25,5.68515e-27,6.75957e-27,2.8512e-27,6.60472e-28,1.16789e-27,2.9806e-29,2.99678e-28
96,0.745094,1.8077e-25,5.91859e-27,8.14511e-27,3.82501e-27,3.76825e-28,1.22556e-27,3.8153e-30,5.39973e-28
97,0.744604,1.59674e-25,8.5524e-27,8.12446e-27,4.85749e-27,2.32344e-28,7.86592e-28,5.06629e-30,6.57157e-28
98,0.744665,1.71837e-25,1.56784e-26,7.22476e-27,8.72223e-27,7.66692e-29,7.16839e-28,1.24563e-29,7.39613e-28
99,0.745213,1.80342e-25,1.25322e-26,5.66198e-27,9.84348e-27,2.47446e-28,6.83135e-28,5.77738e-31,6.06215e-28
100,0.746178,1.69393e-25,1.86796e-26,4.59936e-27,1.15957e-26,5.30899e-28,7.8839e-28,-2.58949e-31,4.61758e-28
101,0.747475,1.54823e-25,2.17893e-26,3.88848e-27,1.00893e-26,7.97703e-28,1.55209e-27,8.64098e-30,2.3738e-28
102,0.749006,1.61726e-25,2.69458e-26,4.34278e-27,1.05434e-26,9.82562e-28,2.09903e-27,1.19778e-29,3.07003e-28
103,0.750657,1.55208e-25,2.43827e-26,4.57629e-27,1.09113e-26,9.91508e-28,2.69508e-27,1.22607e-29,4.62285e-28
104,0.752306,1.41002e-25,2.9301e-26,4.35762e-27,1.15022e-26,1.04623e-27,3.59419e-27,1.27086e-29,1.09989e-27
105,0.753836,1.36385e-25,3.76771e-26,5.0104e-27,1.1572e-26,8.71986e-28,4.81805e-27,3.38343e-30,1.34626e-27
106,0.755151,1.19891e-25,4.75615e-26,3.60661e-27,1.50067e-26,6.74109e-28,4.25598e-27,6.696e-31,2.03614e-27
107,0.756184,1.21194e-25,5.33486e-26,3.28213e-27,1.95167e-26,4.37845e-28,4.83988e-27,1.03721e-29,2.09335e-27
108,0.756911,1.16468e-25,5.63513e-26,1.89075e-27,2.64749e-26,2.10924e-28,4.54518e-27,2.9793e-30,1.76589e-27
109,0.757342,1.07524e-25,6.35744e-26,1.37812e-27,2.82822e-26,2.68856e-28,6.68349e-27,4.697e-30,1.22668e-27
110,0.757512,9.79938e-26,7.12888e-26,9.7214e-28,2.6386e-26,5.25263e-28,7.65424e-27,1.75062e-29,4.92455e-28
111,0.75747,8.84511e-26,7.1844e-26,7.46154e-28,2.39404e-26,5.08894e-28,6.6128e-27,5.31265e-30,3.1699e-28
112,0.75726,8.99655e-26,7.50613e-26,7.71423e-28,2.05584e-26,4.2962e-28,7.06095e-27,1.94169e-29,6.38261e-28
113,0.756912,7.8238e-26,7.37078e-26,1.47916e-27,1.74722e-26,5.5636e-28,6.74675e-27,3.3103e-30,1.34833e-27
114,0.75644,7.61732e-26,7.6087e-26,1.82133e-27,1.87142e-26,5.36795e-28,6.91428e-27,2.16875e-29,2.38233e-27
115,0.755845,6.55076e-26,8.37417e-26,1.01888e-27,2.51036e-26,7.28378e-28,6.02849e-27,9.44694e-30,3.50591e-27
116,0.755125,5.74392e-26,1.04429e-25,6.38056e-28,2.84897e-26,7.25279e-28,6.28061e-27,3.88948e-30,3.1915e-27
117,0.754283,5.69283e-26,1.12449e-25,2.93829e-28,3.37875e-26,6.06785e-28,7.01107e-27,2.09823e-29,2.72372e-27
118,0.753332,5.24607e-26,1.15024e-25,3.74098e-28,3.70097e-26,3.72552e-28,8.80524e-27,5.38279e-30,1.67157e-27
119,0.75229,3.72856e-26,1.31724e-25,1.30726e-28,3.51125e-26,4.41869e-28,8.44773e-27,1.61807e-29,1.08298e-27
120,0.75117,3.62104e-26,1.43962e-25,1.34168e-28,2.87591e-26,5.38793e-28,8.83708e-27,8.94799e-30,7.90352e-28
121,0.749969,3.58152e-26,1.37245e-25,3.25525e-28,2.55982e-26,7.5496e-28,8.12329e-27,2.57775e-29,1.2289e-27
122,0.748663,2.62409e-26,1.35459e-25,7.88681e-28,2.17729e-26,1.15018e-27,6.98382e-27,3.16851e-29,2.65826e-27
123,0.747214,2.03611e-26,1.21245e-25,1.52608e-27,2.21946e-26,1.39082e-27,6.4593e-27,2.68943e-29,4.06717e-27
124,0.745579,1.56347e-26,1.39077e-25,2.82629e-27,2.63975e-26,1.5003e-27,6.86484e-27,2.68657e-29,5.18356e-27
125,0.743724,1.45174e-26,1.38965e-25,2.78748e-27,2.80118e-26,1.88797e-27,9.0343e-27,3.43184e-30,5.75371e-27
126,0.74164,1.49161e-26,1.36309e-25,4.60167e-27,3.65621e-26,1.48873e-27,9.37171e-27,3.38525e-29,5.06829e-27
127,0.739334,9.37737e-27,1.39194e-25,4.43067e-27,4.36319e-26,9.71316e-28,1.21473e-26,1.05112e-29,4.19741e-27
128,0.736829,7.97147e-27,1.47992e-25,4.99243e-27,4.26698e-26,9.4841e-28,1.45101e-26,8.51838e-30,2.23114e-27
129,0.73414,6.31238e-27,1.49725e-25,3.88777e-27,3.80882e-26,7.07845e-28,1.63883e-26,2.74157e-29,1.24356e-27
130,0.73127,4.34089e-27,1.49962e-25,3.65718e-27,3.31397e-26,8.26457e-28,1.4884e-26,1.1494e-29,8.58636e-28
131,0.728198,3.08022e-27,1.48015e-25,5.22045e-27,3.14834e-26,1.19054e-27,1.2885e-26,5.79035e-29,1.22756e-27
132,0.724881,3.46008e-27,1.35473e-25,6.15312e-27,2.80265e-26,2.34289e-27,1.18166e-26,4.23658e-29,2.9058e-27
133,0.721263,2.56442e-27,1.3304e-25,7.31939e-27,3.24378e-26,2.71344e-27,9.56861e-27,4.46489e-29,3.93211e-27
134,0.717272,1.99384e-27,1.46025e-25,6.16274e-27,3.81851e-26,3.41374e-27,8.87953e-27,4.6529e-29,4.74766e-27
135,0.712826,2.64033e-27,1.32615e-25,6.75394e-27,4.52888e-26,3.11592e-27,9.57493e-27,1.29334e-29,4.71101e-27
136,0.707829,4.99832e-27,1.18311e-25,4.44799e-27,6.42616e-26,2.74213e-27,1.22317e-26,-2.32871e-30,4.83766e-27
137,0.702171,6.64889e-27,1.18775e-25,5.00053e-27,5.89398e-26,1.80014e-27,1.28373e-26,8.98746e-31,3.3293e-27
138,0.695731,5.44619e-27,1.18777e-25,3.56127e-27,6.01543e-26,1.1983e-27,1.67671e-26,5.24047e-30,2.3718e-27
139,0.688396,8.24202e-27,1.12798e-25,2.89987e-27,5.31307e-26,1.03583e-27,1.69924e-26,3.66607e-29,7.28448e-28
140,0.680072,1.13936e-26,9.13793e-26,1.86905e-27,4.5072e-26,1.40352e-27,1.33477e-26,8.17125e-29,7.70379e-28
141,0.670702,1.15345e-26,9.73729e-26,1.63876e-27,3.48478e-26,1.60477e-27,1.30928e-26,1.78484e-29,1.77291e-27
142,0.660272,1.53199e-26,8.92775e-26,1.85707e-27,2.90839e-26,2.16004e-27,1.08389e-26,5.9069e-29,3.16895e-27
143,0.648803,1.6152e-26,7.66065e-26,2.77272e-27,3.37453e-26,3.81491e-27,9.41527e-27,2.70701e-29,4.92743e-27
144,0.636346,2.59804e-26,8.65684e-26,3.22233e-27,4.10003e-26,4.06484e-27,8.59428e-27,7.04236e-30,6.37174e-27
145,0.622967,2.26771e-26,7.712e-26,3.78008e-27,4.7142e-26,3.9047e-27,1.15882e-26,4.04738e-29,5.97831e-27
146,0.608749,2.83772e-26,8.36085e-26,3.16189e-27,5.91961e-26,3.61018e-27,1.35403e-26,1.01217e-29,4.48456e-27
147,0.593792,2.95436e-26,7.56653e-26,2.73397e-27,5.41428e-26,3.52418e-27,1.62336e-26,9.09637e-30,3.05702e-27
148,0.578226,3.7171e-26,8.38775e-26,2.74326e-27,4.3906e-26,2.59554e-27,1.47549e-26,1.1215e-29,1.00081e-27
149,0.562215,4.04081e-26,7.46014e-26,2.48937e-27,3.04472e-26,2.43401e-27,1.40457e-26,5.93052e-29,7.06119e-28
150,0.545955,4.35822e-26,6.73605e-26,1.91857e-27,1.86532e-26,1.88667e-27,9.89014e-27,6.67327e-29,1.12042e-27
151,0.529659,5.6188e-26,7.36668e-26,2.15092e-27,1.28129e-26,2.53427e-27,5.06768e-27,2.46657e-29,2.47597e-27
152,0.513533,5.07063e-26,6.94083e-26,2.16231e-27,1.00964e-26,3.32904e-27,3.48094e-27,6.01521e-29,3.8598e-27
153,0.497759,6.57587e-26,7.06597e-26,4.07326e-27,1.38318e-26,3.38451e-27,3.66086e-27,2.60829e-29,4.46614e-27
154,0.482476,7.62234e-26,7.0486e-26,5.66325e-27,2.00629e-26,4.84541e-27,4.13374e-27,4.99046e-29,4.47514e-27
155,0.467782,6.49827e-26,7.05429e-26,6.18005e-27,2.45484e-26,5.72151e-27,5.91354e-27,2.49891e-29,3.7508e-27
156,0.45374,7.5853e-26,6.59943e-26,8.52136e-27,2.21041e-26,5.1945e-27,6.61138e-27,4.97474e-30,2.15618e-27
157,0.440385,7.27157e-26,7.7067e-26,7.61569e-27,1.65042e-26,4.50571e-27,8.0263e-27,7.79362e-30,7.0657e-28
158,0.427739,8.21478e-26,7.13691e-26,6.13239e-27,9.9267e-27,3.83579e-27,4.82502e-27,3.94906e-31,1.41889e-28
159,0.415812,7.68764e-26,5.75879e-26,7.63002e-27,3.01101e-27,3.08209e-27,3.1987e-27,3.58192e-29,8.40193e-29
160,0.404603,8.83333e-26,6.15394e-26,5.75711e-27,2.31822e-27,2.18264e-27,1.55683e-27,1.0961e-29,6.88924e-28
161,0.394096,9.56149e-26,5.88285e-26,7.09507e-27,2.35423e-27,2.91568e-27,3.27073e-28,8.71017e-30,1.48306e-27
162,0.384261,9.29648e-26,5.09023e-26,6.08504e-27,5.20066e-27,3.8904e-27,1.13493e-28,5.25094e-29,1.79212e-27
163,0.375053,9.8095e-26,4.18631e-26,5.35432e-27,8.16162e-27,4.12911e-27,7.23504e-28,2.74257e-29,1.81907e-27
164,0.36642,1.00308e-25,3.34957e-26,4.20184e-27,8.37918e-27,4.44233e-27,1.26034e-27,3.32945e-29,1.47003e-27
165,0.358309,9.91938e-26,2.93823e-26,6.30398e-27,9.59521e-27,5.4224e-27,1.41566e-27,1.63314e-29,8.90984e-28
166,0.350671,9.2875e-26,2.58612e-26,3.49975e-27,6.83664e-27,4.24259e-27,1.79618e-27,5.11179e-30,4.1811e-28
167,0.343463,1.16534e-25,1.44476e-26,1.87899e-27,2.91898e-27,4.38723e-27,1.80687e-27,1.66019e-29,1.45881e-28
168,0.33665,1.28493e-25,1.16782e-26,1.97591e-27,1.35873e-27,4.26729e-27,3.70056e-28,2.76677e-29,1.04022e-28
169,0.330206,1.17731e-25,5.85976e-27,1.05908e-27,3.88684e-28,4.27126e-27,3.26124e-28,4.35564e-30,2.53293e-28
170,0.324108,1.07093e-25,5.32421e-27,-5.93219e-29,1.2907e-28,4.53904e-27,3.00314e-29,4.18404e-29,4.66842e-28
171,0.318337,1.29731e-25,2.07962e-27,1.90149e-29,1.0631e-27,5.22914e-27,-6.88617e-29,2.48036e-29,7.3767e-28
172,0.312876,1.29961e-25,3.06067e-27,-3.67283e-29,3.75331e-27,4.84984e-27,-5.00001e-30,5.43627e-30,5.91772e-28
173,0.307705,1.37933e-25,2.01165e-27,-5.57086e-29,4.84482e-27,5.04132e-27,1.68725e-28,3.84577e-29,5.60512e-28
174,0.302803,1.33643e-25,7.05265e-28,3.72004e-28,7.22149e-27,4.74565e-27,1.04713e-27,3.10899e-31,7.25532e-28
175,0.298149,1.33582e-25,1.61223e-27,-9.59435e-29,6.11016e-27,4.46501e-27,9.5945e-28,4.18043e-30,6.14339e-28
176,0.293721,1.48978e-25,1.3973e-27,-6.10197e-29,6.69264e-27,5.2676e-27,8.65036e-28,9.31905e-30,3.42292e-28
177,0.289509,1.35269e-25,2.22045e-27,-7.79226e-29,5.81786e-27,5.33239e-27,9.01071e-28,-2.40734e-32,3.98507e-28
178,0.285506,1.42808e-25,3.59562e-27,9.01164e-29,2.65684e-27,4.71732e-27,7.30351e-28,6.05987e-30,1.79498e-28
179,0.281721,1.34721e-25,4.2388e-27,1.12281e-28,1.77511e-27,5.86261e-27,7.88727e-28,1.99775e-29,3.03977e-28
180,0.278168,1.55567e-25,5.3861e-27,2.27674e-28,1.10647e-27,5.19379e-27,6.03506e-28,1.41934e-29,2.47728e-28
181,0.274867,1.40018e-25,7.45423e-27,8.33355e-28,1.07344e-27,6.01911e-27,2.76488e-28,4.84166e-30,3.50494e-28
182,0.271842,1.44369e-25,7.46712e-27,2.16777e-27,9.99996e-28,6.65656e-27,5.97509e-29,3.41712e-29,5.69728e-28
183,0.269119,1.32263e-25,7.23511e-27,4.53956e-27,1.15228e-27,7.89571e-27,1.21579e-28,3.98495e-30,3.03569e-28
184,0.266729,1.39056e-25,1.02654e-26,4.91142e-27,1.63895e-27,6.48885e-27,-6.20661e-30,5.56354e-30,3.44556e-28
185,0.264703,1.59609e-25,1.10496e-26,5.35758e-27,2.17596e-27,6.54308e-27,1.15192e-28,3.02976e-30,4.48603e-28
186,0.263073,1.48196e-25,7.48785e-27,5.70505e-27,5.5606e-27,6.07752e-27,6.20924e-28,1.39924e-29,3.64561e-28
187,0.261865,1.14372e-25,5.50107e-27,7.51525e-27,8.86397e-27,4.93008e-27,2.05064e-27,-4.05451e-31,5.38059e-28
188,0.261089,1.00388e-25,6.72055e-27,8.33632e-27,1.08781e-26,3.93819e-27,2.68861e-27,1.19593e-29,3.09633e-28
189,0.260733,9.67674e-26,1.02218e-26,1.18711e-26,1.22972e-26,4.19586e-27,2.32177e-27,5.80843e-30,1.51439e-28
190,0.260763,1.15603e-25,1.69073e-26,1.30041e-26,8.0084e-27,6.26325e-27,2.54865e-27,2.33877e-29,1.91282e-29
191,0.261124,1.69858e-25,1.37973e-26,9.04796e-27,1.3339e-27,8.52871e-27,1.8527e-27,9.37628e-30,7.22097e-29
192,0.261747,1.05889e-25,4.43961e-27,9.39054e-27,3.06029e-27,9.47372e-27,5.59423e-28,1.47999e-29,4.66195e-28
193,0.262555,9.68537e-26,8.19516e-27,1.27583e-26,6.55892e-27,8.63681e-27,1.75115e-28,9.04669e-30,1.30394e-27
194,0.263468,8.58559e-26,2.12675e-26,1.42993e-26,7.47099e-27,8.78466e-27,1.60487e-27,1.006e-30,1.90818e-27
195,0.2644,1.30986e-25,2.53353e-26,1.11621e-26,1.17712e-26,7.09628e-27,7.23206e-27,2.39727e-30,2.20393e-27
