t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
36,0.694228,2.03942e-27,1.5637e-26,7.50431e-28,8.26883e-27,3.16755e-29,1.21482e-27,-8.60272e-32,1.88113e-28
37,0.6948,1.77244e-27,1.53275e-26,8.9916e-28,7.51047e-27,3.07269e-29,1.04145e-27,9.79836e-31,1.73141e-28
38,0.696283,1.42942e-27,1.76644e-26,9.75424e-28,7.19003e-27,4.02355e-29,8.21342e-28,8.85522e-31,1.86304e-28
39,0.69856,1.4945e-27,1.78478e-26,1.14547e-27,6.61773e-27,3.89762e-29,6.53804e-28,7.41898e-31,1.6872e-28
40,0.701513,1.05541e-27,1.88391e-26,1.27954e-27,5.93196e-27,5.26423e-29,6.31412e-28,4.07538e-31,1.87197e-28
41,0.705029,8.15706e-28,1.84829e-26,1.23491e-27,5.37329e-27,3.80182e-29,4.55949e-28,2.5474e-31,1.85722e-28
42,0.709008,9.20578e-28,1.93219e-26,1.18758e-27,4.38057e-27,5.01583e-29,4.22708e-28,9.916e-32,2.06651e-28
43,0.71336,1.07636e-27,1.79289e-26,1.25934e-27,3.99428e-27,4.94885e-29,4.21189e-28,4.56027e-32,2.39175e-28
44,0.718013,9.98148e-28,1.96948e-26,1.23885e-27,3.80758e-27,4.2946e-29,5.13868e-28,1.68453e-32,2.48423e-28
45,0.722906,1.47235e-27,1.9215e-26,1.06645e-27,3.27223e-27,3.10277e-29,7.43504e-28,-2.56306e-32,2.55944e-28
46,0.727991,1.40904e-27,1.78338e-26,8.38525e-28,2.95179e-27,3.87791e-29,7.44369e-28,2.09443e-31,2.83129e-28
47,0.733227,2.00013e-27,1.82457e-26,7.81848e-28,2.93597e-27,1.7813e-29,7.12428e-28,1.22838e-31,2.8003e-28
48,0.738583,2.65554e-27,1.7235e-26,8.642e-28,2.90892e-27,1.72976e-29,9.51371e-28,-3.96458e-32,2.74998e-28
49,0.744036,2.85516e-27,1.89076e-26,5.83199e-28,2.763e-27,1.9109e-30,1.00915e-27,4.58609e-31,2.78805e-28
50,0.749578,3.77898e-27,1.86095e-26,4.48985e-28,3.24962e-27,3.86771e-30,1.22579e-27,-2.91283e-32,2.76726e-28
51,0.755211,4.21238e-27,1.67654e-26,3.30972e-28,2.99112e-27,3.94201e-30,1.12646e-27,1.43997e-31,2.85756e-28
52,0.760951,5.07671e-27,1.89565e-26,3.06819e-28,3.56484e-27,1.53866e-30,1.20588e-27,2.80583e-33,3.02853e-28
53,0.766824,5.23253e-27,1.86576e-26,1.60027e-28,3.75708e-27,3.43222e-30,1.37939e-27,6.79588e-32,3.24849e-28
54,0.772859,6.11323e-27,1.97952e-26,1.17032e-28,4.12297e-27,3.08956e-30,1.61586e-27,4.894e-32,3.18076e-28
55,0.779091,7.02766e-27,1.85645e-26,1.43084e-28,4.35942e-27,3.14272e-30,1.6696e-27,1.9328e-31,3.10041e-28
56,0.785553,7.12288e-27,1.91142e-26,1.43672e-28,4.91428e-27,6.04317e-30,2.07775e-27,-1.71557e-32,2.98121e-28
57,0.792282,8.66414e-27,1.87052e-26,1.82139e-28,5.12457e-27,3.49596e-30,1.94489e-27,5.07743e-32,2.98671e-28
58,0.799321,9.08191e-27,1.96542e-26,1.19972e-28,5.58085e-27,7.79723e-30,2.12464e-27,7.40351e-33,2.67825e-28
59,0.806719,1.03712e-26,1.73108e-26,1.89472e-28,6.10872e-27,5.83753e-30,2.0222e-27,-1.62655e-31,2.29824e-28
60,0.814536,1.05638e-26,1.81865e-26,1.5938e-28,5.95023e-27,5.78927e-30,2.14199e-27,3.67237e-31,2.37787e-28
61,0.82283,1.16614e-26,1.70417e-26,1.68678e-28,5.96518e-27,1.50804e-30,1.99656e-27,6.32262e-31,2.2929e-28
62,0.831662,1.18692e-26,1.62207e-26,1.17803e-28,6.49702e-27,3.03112e-30,1.91388e-27,-3.40516e-31,2.38359e-28
63,0.841079,1.27578e-26,1.53703e-26,1.83745e-28,6.53636e-27,-1.33985e-30,1.86688e-27,9.85662e-32,2.35021e-28
64,0.851107,1.32877e-26,1.50686e-26,9.19595e-29,6.1362e-27,4.08e-30,1.59703e-27,6.72578e-31,2.56119e-28
65,0.861749,1.51028e-26,1.38416e-26,1.0559e-28,5.97302e-27,3.76874e-30,1.85214e-27,6.56854e-32,2.20906e-28
66,0.872979,1.52813e-26,1.06524e-26,1.54594e-29,6.35589e-27,1.02818e-29,1.47262e-27,1.28002e-30,1.99601e-28
67,0.884746,1.60971e-26,1.06211e-26,4.65634e-29,5.67141e-27,2.66973e-29,1.17616e-27,4.70868e-31,1.57189e-28
68,0.896977,1.80459e-26,8.68631e-27,2.01775e-29,5.06855e-27,2.79898e-29,1.16999e-27,1.12381e-30,1.53601e-28
69,0.909584,1.76135e-26,8.38555e-27,1.28549e-28,4.69521e-27,2.79359e-29,8.70787e-28,2.12886e-30,1.20776e-28
70,0.92247,1.7595e-26,6.72445e-27,1.84574e-28,4.31209e-27,3.49767e-29,6.53661e-28,1.69228e-30,8.45699e-29
71,0.935526,2.00502e-26,5.91798e-27,3.79216e-28,3.54785e-27,4.52678e-29,5.05217e-28,1.75075e-30,8.72873e-29
72,0.948638,2.18869e-26,5.01047e-27,4.99255e-28,2.94836e-27,1.34442e-29,3.20624e-28,4.782e-31,8.37673e-29
73,0.961682,2.09779e-26,4.49082e-27,7.53643e-28,2.70334e-27,7.01352e-29,1.71147e-28,-2.50543e-32,8.67835e-29
74,0.974531,2.16228e-26,3.36845e-27,9.8905e-28,2.10332e-27,4.53477e-29,1.04102e-28,-2.69017e-31,6.27943e-29
75,0.987056,2.25794e-26,2.56949e-27,1.44917e-27,1.42044e-27,4.76695e-29,9.02074e-29,9.83611e-31,6.60205e-29
76,0.999132,2.60408e-26,1.94942e-27,1.48444e-27,9.28236e-28,7.63638e-29,4.94796e-29,2.95931e-31,6.72656e-29
77,1.01065,2.49463e-26,1.55907e-27,1.56282e-27,5.58926e-28,5.29875e-29,6.65803e-29,-5.49749e-31,4.64742e-29
78,1.02154,2.63239e-26,1.51462e-27,1.96507e-27,3.46617e-28,5.76866e-29,5.29676e-29,-1.41307e-31,4.76798e-29
79,1.03173,2.63731e-26,9.36434e-28,2.24489e-27,1.91078e-28,4.18185e-29,1.30876e-28,1.74668e-31,6.82986e-29
80,1.04119,2.57651e-26,5.11019e-28,2.20959e-27,7.82413e-29,5.33357e-29,1.91963e-28,1.49932e-31,6.3526e-29
81,1.04992,3.07244e-26,6.18291e-28,2.39055e-27,1.33838e-28,2.79347e-29,2.69935e-28,3.27753e-32,5.27588e-29
82,1.0579,3.18721e-26,4.25898e-28,2.18097e-27,1.53594e-28,2.43646e-29,2.571e-28,1.29721e-30,5.69664e-29
83,1.06516,3.14892e-26,2.58586e-28,2.2384e-27,4.20721e-28,2.01924e-29,2.91239e-28,3.95518e-31,3.27962e-29
84,1.0717,2.85421e-26,1.19652e-28,2.04699e-27,5.82368e-28,1.82005e-29,2.35344e-28,1.13933e-30,2.05168e-29
85,1.07752,3.15018e-26,8.75814e-29,1.89645e-27,9.73466e-28,1.25538e-29,2.54677e-28,1.8848e-31,9.25208e-30
86,1.08262,2.87944e-26,3.23806e-28,1.49063e-27,1.122e-27,7.49975e-30,1.87368e-28,2.1837e-31,1.54794e-29
87,1.08702,3.17373e-26,9.2761e-29,1.29067e-27,1.16408e-27,7.16509e-30,3.26023e-28,1.19037e-31,2.00081e-29
88,1.09071,3.0246e-26,1.24327e-28,1.21976e-27,1.32851e-27,4.23778e-30,1.82544e-28,2.69826e-31,1.04765e-29
89,1.09368,2.90296e-26,1.68045e-28,9.66421e-28,1.79966e-27,2.33633e-30,1.60314e-28,-1.0255e-31,1.38346e-29
90,1.09591,2.82507e-26,2.69025e-28,7.61565e-28,1.85786e-27,8.07425e-30,6.32785e-29,2.14501e-31,5.68836e-30
91,1.09737,2.63241e-26,5.99811e-28,3.81675e-28,1.61202e-27,1.27787e-29,8.34381e-29,1.13184e-30,8.66469e-30
92,1.09805,2.71583e-26,4.46404e-28,4.55429e-28,1.44212e-27,2.14845e-29,1.69176e-29,6.13701e-31,7.39821e-30
93,1.0979,2.56748e-26,8.64528e-28,4.3462e-28,1.40256e-27,3.17567e-29,-4.21383e-30,7.85489e-31,1.37025e-29
94,1.09693,3.02006e-26,1.23364e-27,4.40014e-28,1.26452e-27,4.33179e-29,5.74616e-30,6.46005e-31,2.39215e-29
95,1.09512,2.57593e-26,1.61746e-27,2.97323e-28,8.79211e-28,4.8814e-29,6.05715e-29,3.72453e-31,4.19436e-29
96,1.09249,2.45178e-26,1.78102e-27,3.77306e-28,6.73041e-28,6.05542e-29,9.6105e-29,2.026e-31,6.67884e-29
97,1.08908,3.09348e-26,1.93477e-27,4.08677e-28,5.33304e-28,7.79215e-29,1.82816e-28,1.09465e-30,6.48186e-29
98,1.08491,2.90477e-26,3.10322e-27,5.48989e-28,4.22735e-28,8.67442e-29,2.49722e-28,2.6007e-31,7.46593e-29
99,1.08004,2.90727e-26,3.60284e-27,7.22205e-28,3.33995e-28,7.52098e-29,3.66517e-28,2.32708e-32,7.35652e-29
100,1.07452,2.85943e-26,4.41997e-27,7.38712e-28,4.28959e-28,7.53221e-29,4.37395e-28,1.08864e-30,9.61374e-29
101,1.06844,2.98513e-26,5.88347e-27,7.1431e-28,7.50605e-28,7.63542e-29,6.65652e-28,3.344e-31,1.06418e-28
102,1.06185,2.77784e-26,6.54811e-27,5.05954e-28,1.05494e-27,6.11291e-29,9.66969e-28,4.21927e-31,1.19822e-28
103,1.05485,2.65316e-26,6.86847e-27,6.75021e-28,1.35355e-27,3.33568e-29,9.17696e-28,3.77899e-31,1.57006e-28
104,1.04755,2.59179e-26,9.4603e-27,5.31365e-28,1.47399e-27,3.85286e-29,1.13914e-27,6.16891e-31,1.38489e-28
105,1.04002,2.5703e-26,1.14778e-26,7.07851e-28,2.04467e-27,4.53324e-29,1.03832e-27,7.23406e-33,1.39393e-28
106,1.03235,2.53649e-26,1.20408e-26,6.45268e-28,2.85077e-27,3.47219e-29,1.1454e-27,3.40159e-31,1.35053e-28
107,1.02461,2.26488e-26,1.37361e-26,3.6888e-28,3.09932e-27,4.09004e-29,1.51286e-27,6.3298e-32,1.30747e-28
108,1.01686,2.29917e-26,1.54217e-26,3.06137e-28,3.04697e-27,8.94727e-30,1.38348e-27,5.02297e-31,8.31795e-29
109,1.00911,2.03892e-26,1.75378e-26,3.11938e-28,3.95322e-27,4.47133e-30,1.33773e-27,-2.62426e-32,1.16489e-28
110,1.00138,1.90008e-26,1.92819e-26,2.60828e-28,4.40002e-27,2.37885e-30,1.33567e-27,9.82024e-32,1.07096e-28
111,0.993684,1.86229e-26,2.09825e-26,1.57702e-28,4.51693e-27,6.05091e-30,1.52824e-27,5.07997e-31,1.19442e-28
112,0.986015,1.57705e-26,2.12775e-26,2.90096e-28,5.18791e-27,7.55385e-30,1.64341e-27,7.54417e-32,1.3336e-28
113,0.978382,1.43476e-26,2.21907e-26,2.90762e-28,5.4423e-27,9.09212e-30,1.63791e-27,-1.06925e-31,1.3561e-28
114,0.970796,1.52678e-26,2.19348e-26,1.19788e-28,5.53425e-27,1.02229e-29,1.59253e-27,-1.97029e-33,1.33378e-28
115,0.963275,1.34816e-26,2.63465e-26,3.63458e-28,5.58082e-27,9.24644e-30,1.15936e-27,3.54725e-31,1.25128e-28
116,0.955837,1.21855e-26,2.31413e-26,3.77181e-28,4.89528e-27,3.2878e-30,1.36633e-27,2.5842e-32,9.81451e-29
117,0.9485,1.1582e-26,2.54186e-26,3.45648e-28,5.01917e-27,8.08869e-30,1.32253e-27,-2.20304e-32,6.93785e-29
118,0.941277,1.03482e-26,2.69516e-26,5.10898e-28,4.66533e-27,1.82274e-30,1.30002e-27,-4.35967e-33,5.92944e-29
119,0.934182,1.03172e-26,2.64786e-26,5.23392e-28,4.28157e-27,9.38308e-30,1.11374e-27,1.41725e-31,8.8224e-29
120,0.927232,8.34801e-27,2.70151e-26,8.27531e-28,3.92692e-27,2.67556e-30,1.42809e-27,6.53727e-31,1.09705e-28
121,0.920454,6.63197e-27,2.6164e-26,6.14771e-28,3.67008e-27,-1.34313e-30,1.17095e-27,7.24945e-31,1.02821e-28
122,0.913886,6.75468e-27,2.53776e-26,6.19952e-28,4.13635e-27,2.09489e-30,9.52996e-28,1.325e-30,1.58714e-28
123,0.907575,5.34772e-27,2.12303e-26,3.32803e-28,3.4543e-27,3.43763e-30,9.9544e-28,1.7496e-30,1.78381e-28
124,0.901574,3.60187e-27,2.36e-26,3.6419e-28,3.34527e-27,5.64053e-30,1.22672e-27,4.89514e-31,2.29917e-28
125,0.895931,3.79581e-27,2.10148e-26,2.76374e-28,3.06614e-27,3.89594e-30,1.1908e-27,-1.1222e-32,2.58719e-28
126,0.890687,3.37453e-27,1.89404e-26,9.82307e-29,3.20571e-27,3.35135e-30,9.08115e-28,1.75942e-30,2.8375e-28
127,0.885874,2.33153e-27,1.71628e-26,1.43771e-29,3.08447e-27,-3.16182e-30,1.06842e-27,1.39662e-31,3.13313e-28
128,0.881521,2.18011e-27,1.71595e-26,-3.81608e-29,2.84615e-27,4.09732e-29,8.90842e-28,4.82325e-32,4.07181e-28
129,0.877659,1.93094e-27,1.79889e-26,5.28002e-29,1.93257e-27,6.99556e-29,1.24056e-27,6.53428e-33,4.42552e-28
130,0.874334,1.62606e-27,1.50897e-26,1.01018e-28,2.27105e-27,7.31293e-29,9.97054e-28,2.63482e-31,4.80113e-28
131,0.871604,1.19295e-27,1.37893e-26,4.3248e-28,2.87953e-27,6.38785e-29,9.33228e-28,1.03124e-30,6.07036e-28
132,0.869549,1.44144e-27,1.4141e-26,7.52819e-28,2.54972e-27,9.94774e-29,9.50842e-28,-7.15089e-32,6.44458e-28
133,0.868263,1.49581e-27,1.3211e-26,9.0905e-28,2.7551e-27,9.32503e-29,9.37185e-28,7.13099e-32,6.9061e-28
134,0.867855,1.10265e-27,1.23937e-26,1.38456e-27,2.80485e-27,9.60455e-29,1.21719e-27,4.6285e-32,6.61695e-28
135,0.868447,6.70065e-28,1.04334e-26,1.4213e-27,3.00574e-27,9.30442e-29,1.2424e-27,1.22273e-30,6.66348e-28
136,0.870176,1.29954e-27,9.17342e-27,2.05129e-27,3.14821e-27,8.01083e-29,1.46792e-27,-1.04565e-30,6.96289e-28
137,0.87319,1.93461e-27,5.94476e-27,1.7823e-27,3.78532e-27,1.27728e-28,1.25802e-27,-6.85095e-31,7.5297e-28
138,0.87764,1.9557e-27,9.17796e-27,1.83079e-27,4.24557e-27,1.33558e-28,1.59952e-27,-2.18611e-33,6.6989e-28
139,0.883674,2.68372e-27,1.12919e-26,2.3752e-27,4.93641e-27,1.48545e-28,1.3632e-27,3.87618e-31,7.40357e-28
140,0.891421,2.99978e-27,1.17287e-26,1.99303e-27,5.69034e-27,6.42051e-29,1.61014e-27,-9.16952e-32,7.49549e-28
141,0.900979,4.40202e-27,1.07977e-26,1.97247e-27,6.03347e-27,8.87118e-29,1.54505e-27,2.34691e-31,6.25478e-28
142,0.91241,5.37555e-27,1.47386e-26,1.80519e-27,6.92272e-27,5.00689e-29,1.07598e-27,8.22014e-31,5.7245e-28
143,0.925735,5.15267e-27,1.72034e-26,1.82337e-27,7.68853e-27,1.20944e-29,1.11501e-27,-4.52744e-31,4.92425e-28
144,0.940942,6.01924e-27,1.5462e-26,1.87373e-27,7.81727e-27,2.84261e-29,1.36343e-27,2.40002e-31,3.9587e-28
145,0.957983,6.71336e-27,1.66552e-26,1.54376e-27,8.58415e-27,1.44208e-29,1.14187e-27,5.54746e-31,3.09682e-28
146,0.976783,6.96032e-27,2.23668e-26,1.36574e-27,8.69427e-27,9.90588e-30,1.01926e-27,6.27883e-31,2.88596e-28
147,0.99723,9.81756e-27,1.79439e-26,1.23736e-27,9.09085e-27,1.53298e-29,1.40944e-27,3.19868e-31,1.95596e-28
148,1.01917,1.01364e-26,1.88332e-26,1.02791e-27,8.84636e-27,4.41832e-30,1.14459e-27,1.22999e-30,1.67087e-28
149,1.04241,1.07105e-26,2.04112e-26,1.56058e-27,8.46118e-27,1.45257e-29,1.38778e-27,2.58828e-30,1.48289e-28
150,1.06671,1.28047e-26,1.83341e-26,1.07129e-27,8.34978e-27,1.18606e-29,1.32936e-27,1.23107e-30,1.0754e-28
151,1.09181,1.49999e-26,1.8823e-26,1.18591e-27,7.19009e-27,3.3073e-30,1.29041e-27,3.64538e-30,8.6118e-29
152,1.11744,1.65733e-26,1.99428e-26,9.4478e-28,6.26759e-27,1.5085e-29,1.0905e-27,5.44417e-31,9.75273e-29
153,1.14333,1.71796e-26,1.87989e-26,1.23495e-27,5.64122e-27,2.58893e-29,8.79887e-28,7.38261e-31,5.77117e-29
154,1.16924,1.98846e-26,1.6315e-26,1.14727e-27,4.56914e-27,2.69831e-29,9.61076e-28,1.3847e-30,5.29022e-29
155,1.19496,2.22727e-26,1.72159e-26,6.59401e-28,4.06281e-27,1.82813e-29,6.43775e-28,2.04722e-30,6.97902e-29
156,1.22032,2.23836e-26,1.64753e-26,7.55294e-28,3.27487e-27,1.33663e-29,4.8816e-28,5.40942e-31,6.36363e-29
157,1.24517,2.34798e-26,1.39542e-26,7.62196e-28,3.50626e-27,2.82363e-29,4.55856e-28,1.68349e-30,6.97675e-29
158,1.26937,2.41156e-26,1.2316e-26,7.27313e-28,2.62141e-27,1.91866e-29,2.65826e-28,-5.52349e-33,6.77575e-29
159,1.29283,2.41841e-26,1.37837e-26,4.89728e-28,2.32261e-27,4.93853e-29,2.56205e-28,-1.18392e-31,2.9735e-29
160,1.31545,2.7165e-26,1.22511e-26,4.85843e-28,2.09462e-27,5.33401e-29,1.82542e-28,1.16757e-31,2.94754e-29
161,1.33717,2.82624e-26,1.07589e-26,4.37231e-28,1.68465e-27,3.02819e-29,1.44168e-28,3.02508e-31,2.04588e-29
162,1.35794,2.95711e-26,1.11403e-26,6.61966e-29,1.40197e-27,1.05977e-29,5.42368e-29,-6.72077e-33,3.07664e-29
163,1.37775,3.11304e-26,9.11335e-27,2.25869e-28,1.03383e-27,3.08942e-29,6.23497e-29,2.88448e-31,2.39161e-29
164,1.39658,3.38673e-26,9.10228e-27,2.33184e-28,8.59896e-28,2.2662e-29,2.46444e-29,3.58309e-33,2.58146e-29
165,1.41443,3.51916e-26,6.51187e-27,1.10487e-28,4.80812e-28,2.08975e-29,3.07599e-29,2.91129e-31,3.06008e-29
166,1.43132,3.56407e-26,6.35354e-27,1.25986e-28,4.60485e-28,9.25583e-30,2.4956e-29,1.0787e-30,4.99368e-29
167,1.44724,3.62941e-26,4.57884e-27,9.3899e-29,3.19477e-28,1.77057e-29,1.80719e-29,2.33462e-32,4.02723e-29
168,1.46221,4.10046e-26,3.66973e-27,1.27319e-28,2.94255e-28,8.03716e-30,5.41951e-29,1.25347e-31,4.96819e-29
169,1.47623,3.63411e-26,3.50508e-27,1.296e-28,2.61792e-28,1.6568e-29,5.17787e-29,-1.83829e-31,6.06685e-29
170,1.48929,3.82618e-26,2.57212e-27,4.28788e-29,1.27029e-28,6.45678e-30,8.34238e-29,7.11744e-31,5.06828e-29
171,1.50139,4.07285e-26,1.72009e-27,1.67253e-28,5.80948e-29,7.60385e-30,1.21369e-28,-5.95349e-32,4.258e-29
172,1.51252,3.59258e-26,1.15444e-27,2.11299e-28,4.50003e-29,-3.62956e-31,1.71835e-28,1.05477e-30,4.07332e-29
173,1.52269,3.27475e-26,5.94401e-28,2.42075e-28,1.95803e-29,1.04504e-29,1.22966e-28,-3.16025e-32,3.97076e-29
174,1.53189,3.47125e-26,4.90246e-28,1.32513e-28,1.32064e-28,1.15787e-29,3.08532e-28,-6.60084e-32,3.17509e-29
175,1.54013,3.08505e-26,1.48145e-28,4.16597e-28,1.77859e-28,2.98017e-29,3.10685e-28,1.04228e-30,2.98982e-29
176,1.54741,2.40555e-26,1.65866e-28,1.83401e-28,3.47284e-28,2.44792e-29,2.5117e-28,2.06316e-31,1.84533e-29
177,1.55371,2.6448e-26,-1.18336e-28,4.2135e-28,4.55415e-28,1.95786e-29,2.82703e-28,1.30105e-31,1.27566e-29
178,1.55902,2.51475e-26,3.51706e-28,4.24473e-28,7.36998e-28,3.59429e-29,4.05457e-28,-4.85812e-32,8.49447e-30
179,1.56329,2.22962e-26,1.81672e-28,5.27973e-28,9.90811e-28,-4.48942e-30,4.41871e-28,-3.84235e-31,9.93963e-30
180,1.56649,2.29349e-26,5.32508e-28,4.0995e-28,1.0282e-27,1.60844e-30,2.54294e-28,-2.41926e-31,1.10838e-30
181,1.56854,2.25261e-26,3.1765e-28,9.23006e-28,1.07124e-27,8.81788e-31,2.13205e-28,1.08304e-30,-4.66948e-31
182,1.56939,2.14542e-26,1.7963e-27,8.25093e-28,1.1926e-27,4.49676e-30,2.10737e-28,6.90547e-31,3.8632e-30
183,1.56896,1.61088e-26,1.84802e-27,9.56843e-28,1.48401e-27,6.49129e-31,1.35534e-28,-4.05275e-32,3.13032e-30
184,1.56718,1.11521e-26,2.94453e-27,1.0611e-27,1.13416e-27,-1.33378e-30,6.32907e-29,-6.47762e-32,4.29602e-30
185,1.56397,1.26961e-26,2.43488e-27,1.41114e-27,1.41611e-27,-8.09581e-31,8.75306e-29,-5.77318e-32,1.44416e-29
186,1.55925,5.27014e-27,3.2581e-27,1.52396e-27,1.21477e-27,1.21503e-29,6.29327e-29,6.47931e-31,2.12367e-29
187,1.55298,2.83283e-27,3.1665e-27,1.63173e-27,1.12387e-27,-6.87756e-30,1.66064e-28,-7.50205e-32,3.94752e-29
188,1.54513,1.69991e-27,3.37218e-27,1.86911e-27,1.00668e-27,2.80006e-29,3.35223e-28,1.25699e-30,3.92185e-29
189,1.53573,2.39631e-27,2.97559e-27,2.07971e-27,1.19091e-27,4.37915e-29,4.50857e-28,4.0502e-32,1.18699e-28
190,1.52485,1.00643e-26,3.6407e-27,1.58343e-27,8.87611e-28,5.43833e-29,3.80165e-28,4.7083e-31,1.5984e-28
191,1.51261,2.80677e-27,8.5309e-27,1.39578e-27,8.97864e-28,5.57492e-29,5.90053e-28,1.23937e-30,2.05609e-28
192,1.49918,4.74482e-27,6.99689e-27,9.09615e-28,1.12811e-27,1.24764e-28,8.92392e-28,8.27905e-32,2.01928e-28
193,1.48476,7.48168e-28,8.27664e-27,1.22223e-27,1.30224e-27,6.23246e-29,1.5345e-27,-2.03365e-31,2.16231e-28
194,1.4696,7.3872e-27,8.11529e-27,1.12865e-27,1.34176e-27,1.0015e-28,1.4491e-27,-2.76208e-32,2.531e-28
