E,T,R0,R1,R2,R3,R4,R5,R6,R7,R,N_R0,N_R1,N_R2,N_R3,N_R4,N_R5,N_R6,N_R7,E/V0
291.299,8.21544e-22,4.64831e-23,-5.58653e-22,9.83623e-24,2.53119e-24,2.13141e-23,-4.85373e-24,1.55589e-23,1.72033e-23,-4.5058e-22,0.125303,-1.50595,0.0265153,0.00682328,0.0574559,-0.0130841,0.0419418,0.0463747,2.91299
291.79,5.86435e-22,9.64264e-22,-8.36833e-24,-1.32121e-23,1.92207e-22,4.1453e-23,4.39804e-23,2.26939e-24,5.19504e-24,1.22779e-21,0.531502,-0.00461262,-0.00728254,0.105945,0.0228489,0.024242,0.00125089,0.00286351,2.9179
292.281,8.80757e-22,2.12361e-22,6.69358e-22,1.91755e-23,1.69116e-22,2.86287e-23,-5.33628e-24,1.73499e-24,1.03891e-23,1.10543e-21,0.106919,0.337007,0.00965443,0.085146,0.0144139,-0.0026867,0.000873529,0.00523067,2.92281
292.772,3.60837e-22,1.46064e-22,-1.08796e-22,1.59676e-22,-4.0747e-23,6.90569e-23,3.42005e-23,1.42961e-23,9.87524e-25,2.74738e-22,0.229814,-0.171178,0.251232,-0.0641105,0.108653,0.0538103,0.0224932,0.00155375,2.92772
293.263,7.21753e-22,7.53612e-24,3.03009e-22,-1.27574e-23,5.45706e-23,9.20061e-24,9.08955e-23,-4.1243e-24,9.85849e-24,4.58189e-22,0.00638686,0.2568,-0.0108119,0.0462486,0.00779752,0.0770339,-0.00349534,0.00835507,2.93263
293.755,4.76269e-22,1.51531e-22,8.50838e-22,1.50397e-22,-4.80696e-25,3.6548e-23,1.13485e-23,7.86625e-24,3.65526e-23,1.2446e-21,0.0880549,0.494423,0.0873957,-0.000279333,0.0212381,0.00659462,0.00457109,0.0212408,2.93755
294.248,5.83008e-22,1.8482e-23,1.33901e-22,-2.59592e-23,1.07331e-22,-1.30787e-23,2.9031e-22,2.16119e-23,3.56034e-23,5.68202e-22,0.0160544,0.116313,-0.0225495,0.0932335,-0.0113608,0.252178,0.0187732,0.030927,2.94248
294.741,7.95217e-22,9.56162e-23,-3.19801e-22,1.34706e-25,7.15469e-22,-3.68052e-24,-8.95449e-23,-6.37757e-25,2.05053e-23,4.18061e-22,0.0788082,-0.263585,0.000111026,0.589699,-0.00303353,-0.0738041,-0.000525648,0.0169008,2.94741
295.234,6.44697e-22,2.55204e-22,4.09953e-22,2.73757e-23,-2.53171e-22,3.21822e-23,3.05919e-23,6.02012e-24,-5.59064e-24,5.02565e-22,0.222446,0.357332,0.0238617,-0.220674,0.0280513,0.0266651,0.00524738,-0.00487303,2.95234
295.728,1.08609e-21,9.314e-23,-9.43036e-23,1.03315e-22,-3.52533e-23,5.33862e-23,3.05825e-22,-1.14526e-24,5.24653e-23,4.77429e-22,0.0595708,-0.060315,0.0660783,-0.0225474,0.034145,0.1956,-0.000732486,0.0335559,2.95728
296.222,7.87772e-22,7.60442e-23,3.15473e-22,3.19818e-23,6.76875e-22,4.77572e-23,1.94789e-22,2.11924e-23,3.61027e-24,1.36772e-21,0.0352792,0.146357,0.0148373,0.314023,0.022156,0.0903686,0.0098318,0.00167491,2.96222
296.716,6.46076e-22,1.28683e-22,-1.77131e-22,-4.28913e-24,-1.12902e-22,-1.9117e-23,-7.63506e-23,-1.70141e-25,2.07079e-23,-2.40569e-22,0.317337,-0.436813,-0.0105772,-0.278421,-0.0471435,-0.188284,-0.000419574,0.0510667,2.96716
297.211,1.08806e-21,1.71357e-22,1.37854e-22,4.53021e-23,2.88213e-22,3.27199e-23,3.8983e-23,5.79337e-23,1.37106e-24,7.73735e-22,0.0920386,0.0740436,0.0243325,0.154804,0.0175744,0.0209384,0.0311171,0.00073642,2.97211
297.707,1.68484e-21,1.16563e-21,5.51296e-22,-3.23546e-25,-7.498e-23,1.68564e-23,-8.89114e-24,1.2193e-23,1.60107e-23,1.6778e-21,0.346643,0.163948,-9.6218e-05,-0.022298,0.00501284,-0.00264409,0.00362602,0.00476133,2.97707
298.202,1.31542e-21,3.91891e-23,4.30577e-22,6.09119e-23,1.71223e-22,3.53254e-23,1.76297e-23,3.90791e-24,1.75136e-22,9.33899e-22,0.0174226,0.191425,0.0270801,0.0761219,0.0157049,0.0078378,0.00173737,0.0778615,2.98202
298.699,1.02171e-21,1.87306e-22,6.30125e-22,1.76077e-22,1.02209e-22,3.77582e-23,2.65049e-22,7.10991e-24,-4.5668e-23,1.35997e-21,0.0786449,0.264573,0.07393,0.0429149,0.0158536,0.111287,0.00298526,-0.0191747,2.98699
299.195,8.56894e-22,6.50377e-23,-3.56356e-22,-8.89836e-23,1.5089e-22,5.54104e-23,3.6541e-23,2.47409e-23,3.45047e-23,-7.82152e-23,0.0835231,-0.457642,-0.114275,0.193776,0.0711595,0.0469269,0.0317729,0.0443118,2.99195
299.692,1.49911e-21,3.61951e-22,3.32151e-23,-6.09793e-24,2.46692e-22,-1.77389e-23,-1.46178e-23,1.84235e-23,1.91189e-22,8.13016e-22,0.156545,0.0143656,-0.00263737,0.106695,-0.00767212,-0.00632224,0.00796823,0.0826896,2.99692
300.19,1.28257e-21,9.49497e-23,3.01399e-22,3.00404e-22,3.87278e-22,-5.97749e-24,1.12458e-22,-7.83671e-24,-5.06169e-24,1.17761e-21,0.0385945,0.122511,0.122106,0.157418,-0.00242969,0.0457113,-0.00318541,-0.00205744,3.0019
300.687,1.37177e-21,3.24301e-22,1.79242e-22,-5.9611e-23,-2.3625e-22,1.07784e-22,-9.55906e-24,5.26548e-23,6.48271e-23,4.23388e-22,0.180653,0.0998475,-0.0332066,-0.131604,0.0600417,-0.00532492,0.0293316,0.0361123,3.00687
301.186,1.75847e-21,2.10372e-22,1.08471e-22,-5.89106e-25,-3.92707e-24,-4.32439e-23,2.17236e-22,4.99717e-23,-1.93099e-23,5.1898e-22,0.0923717,0.0476285,-0.000258669,-0.00172433,-0.0189879,0.0953855,0.021942,-0.00847874,3.01186
301.684,2.40461e-21,8.77618e-22,2.80209e-21,5.73614e-23,5.69904e-22,6.37455e-23,8.70659e-23,3.32323e-23,1.44613e-23,4.50547e-21,0.127005,0.405507,0.00830112,0.0824743,0.009225,0.0125998,0.00480926,0.00209278,3.01684
302.183,7.90059e-22,6.44043e-23,-1.28691e-21,8.4936e-23,6.16962e-22,9.28203e-23,2.19884e-22,1.39296e-22,8.99324e-23,2.1323e-23,0.079376,-1.58607,0.104681,0.760383,0.114398,0.271,0.171678,0.110839,3.02183
302.683,1.99676e-21,6.16734e-22,4.92877e-22,3.40641e-24,-4.4026e-22,1.96626e-22,3.18993e-23,1.09145e-22,1.13941e-22,1.12437e-21,0.1976,0.157916,0.0010914,-0.141058,0.0629982,0.0102204,0.0349697,0.0365065,3.02683
303.183,3.48885e-21,8.42975e-22,2.39365e-21,1.63229e-23,9.59027e-22,4.88779e-23,2.10892e-23,1.26202e-22,-2.79879e-23,4.38016e-21,0.107126,0.304187,0.00207433,0.121874,0.00621144,0.00268004,0.0160379,-0.00355672,3.03183
303.683,1.33215e-21,2.58651e-22,-5.26905e-23,3.00386e-22,1.36782e-21,6.84548e-23,2.46867e-22,6.07812e-23,1.77346e-22,2.42761e-21,0.0687944,-0.0140143,0.0798949,0.363804,0.0182072,0.0656603,0.0161662,0.0471695,3.03683
304.184,7.29469e-22,1.04154e-21,6.79157e-23,-3.25753e-23,-7.50191e-22,8.49697e-23,-8.99181e-24,1.05323e-22,9.36706e-23,6.01665e-22,0.782449,0.0510209,-0.0244719,-0.563573,0.0638325,-0.006755,0.079123,0.070369,3.04184
304.685,1.07749e-21,1.52039e-21,1.32716e-21,8.7198e-22,4.05554e-22,2.02012e-22,5.55405e-22,-3.23249e-23,2.62189e-23,4.87639e-21,0.255361,0.222907,0.146456,0.068116,0.0339294,0.0932845,-0.00542922,0.00440367,3.04685
305.186,2.07637e-21,8.52986e-23,1.16697e-21,6.60357e-22,1.06434e-22,2.32485e-22,-1.88732e-22,1.37288e-22,-3.66231e-23,2.16348e-21,0.0201183,0.275239,0.15575,0.0251033,0.0548333,-0.0445137,0.0323804,-0.00863782,3.05186
305.688,3.44071e-21,5.95257e-22,3.33739e-21,2.14432e-22,6.83294e-22,-8.80404e-23,3.26215e-22,8.79389e-23,2.58109e-22,5.41459e-21,0.0672204,0.37688,0.0242151,0.0771621,-0.00994211,0.0368384,0.00993065,0.0291474,3.05688
306.191,1.78759e-21,9.90468e-22,7.00412e-22,6.20481e-22,5.6264e-23,-1.11957e-23,8.44511e-22,-7.16306e-23,-5.80631e-23,3.07125e-21,0.203849,0.144152,0.127701,0.0115797,-0.00230418,0.173809,-0.0147423,-0.01195,3.06191
306.694,3.05103e-21,4.56083e-22,3.37617e-22,7.47286e-23,1.39077e-21,-9.41666e-24,-3.39008e-22,2.99593e-22,8.43697e-24,2.21881e-21,0.0865461,0.0640661,0.0141804,0.263912,-0.0017869,-0.06433,0.0568506,0.00160099,3.06694
307.197,4.66445e-21,1.42184e-21,6.06902e-22,2.23681e-23,1.39014e-22,6.93253e-23,3.91413e-22,8.11893e-23,8.38489e-23,2.8159e-21,0.190076,0.0811329,0.00299025,0.0185839,0.00926765,0.0523255,0.0108537,0.0112092,3.07197
307.7,3.25387e-21,2.73345e-21,5.14051e-21,8.62611e-22,7.92189e-22,3.38645e-22,-8.8364e-23,7.06725e-23,1.40751e-22,9.99047e-21,0.206387,0.388129,0.0651305,0.0598134,0.0255691,-0.00667183,0.00533606,0.0106273,3.077
308.204,2.93043e-21,2.32001e-21,-3.86832e-23,3.77856e-22,3.87743e-22,4.56836e-22,4.43644e-22,2.40166e-22,6.50608e-22,4.83818e-21,0.298639,-0.00497942,0.0486388,0.0499114,0.0588054,0.0571072,0.030915,0.0837483,3.08204
308.709,4.40635e-21,1.91876e-21,2.52127e-21,6.81004e-23,1.76285e-22,2.83575e-22,1.02237e-22,9.62986e-24,-2.79296e-22,4.80056e-21,0.208405,0.273845,0.00739666,0.019147,0.0308002,0.0111043,0.00104594,-0.0303354,3.08709
309.214,4.82262e-21,4.61582e-22,1.76886e-22,1.48768e-22,2.1004e-22,2.21103e-22,1.19588e-22,8.12872e-24,7.85911e-22,2.13201e-21,0.0663705,0.0254343,0.0213912,0.0302015,0.0317922,0.0171955,0.00116882,0.113006,3.09214
309.719,7.06202e-21,5.27743e-21,3.06985e-21,2.06708e-22,4.14689e-21,1.81213e-22,1.05453e-21,1.21626e-22,-3.38901e-22,1.37193e-20,0.25395,0.147721,0.00994678,0.199548,0.00872,0.0507442,0.00585266,-0.0163079,3.09719
310.225,7.93383e-21,5.65799e-21,2.37115e-22,3.88779e-23,3.94183e-23,2.86551e-22,7.2169e-22,6.68577e-23,2.3283e-22,7.28133e-21,0.371865,0.0155842,0.00255521,0.00259073,0.0188333,0.0474323,0.00439415,0.0153025,3.10225
310.731,3.439e-21,1.05922e-22,8.62463e-22,2.07323e-21,1.87032e-22,1.6234e-22,9.03808e-22,1.86131e-23,4.37552e-23,4.35716e-21,0.0135864,0.110627,0.265929,0.0239902,0.020823,0.11593,0.00238747,0.0056124,3.10731
311.237,8.31356e-21,4.08476e-21,8.44872e-21,5.23752e-24,6.98357e-22,3.43495e-23,2.37115e-22,2.85142e-22,1.80239e-22,1.39739e-20,0.183276,0.379079,0.000234998,0.031334,0.0015412,0.010639,0.0127938,0.00808702,3.11237
311.744,4.49248e-21,1.38694e-21,1.45188e-20,6.64267e-23,2.00182e-21,1.20096e-22,1.05366e-22,4.90956e-23,1.71136e-22,1.84197e-20,0.0605326,0.633673,0.00289919,0.0873692,0.00524158,0.0045987,0.00214277,0.0074692,3.11744
312.251,7.59989e-21,1.20417e-22,2.00886e-21,2.90494e-22,3.86375e-22,2.42512e-22,3.15186e-22,1.91188e-23,-7.10106e-25,3.38226e-21,0.0109648,0.182921,0.0264515,0.0351821,0.0220824,0.0286998,0.0017409,-6.466e-05,3.12251
312.759,9.93703e-21,1.52297e-21,6.82881e-21,1.63318e-21,3.32713e-21,3.95471e-22,1.17777e-22,2.17615e-22,2.88203e-24,1.40458e-20,0.0635023,0.284737,0.0680978,0.138729,0.0164897,0.00491089,0.00907379,0.00012017,3.12759
313.267,5.17424e-21,1.2158e-21,6.49241e-21,5.38236e-22,2.07664e-23,3.04028e-22,7.91483e-22,-8.42707e-24,1.01466e-24,9.35532e-21,0.0836777,0.446842,0.0370442,0.00142925,0.0209248,0.054474,-0.000579995,6.9834e-05,3.13267
313.776,4.29231e-21,1.31049e-21,1.34376e-21,1.46006e-22,6.72463e-22,-5.74503e-23,9.99873e-22,1.40295e-22,3.3949e-22,4.89493e-21,0.142643,0.146264,0.0158922,0.0731953,-0.00625327,0.108833,0.0152706,0.0369523,3.13776
314.285,1.01311e-20,3.21575e-22,5.22513e-21,3.00913e-22,4.69099e-21,4.23494e-23,3.10437e-22,1.71528e-22,2.87267e-22,1.13502e-20,0.01497,0.243241,0.0140082,0.218376,0.00197146,0.0144515,0.00798497,0.0133729,3.14285
314.794,1.22993e-20,4.05092e-21,9.30917e-21,4.70098e-22,-5.24362e-22,1.71085e-22,2.54363e-22,2.6376e-23,3.60896e-22,1.41185e-20,0.15334,0.352382,0.0177947,-0.0198488,0.00647609,0.00962845,0.000998415,0.0136611,3.14794
315.304,1.87019e-20,6.68054e-21,3.99081e-21,4.55133e-22,2.34515e-21,1.14332e-22,5.4919e-22,2.0782e-22,-4.72313e-23,1.42958e-20,0.202455,0.120942,0.0137929,0.0710703,0.00346487,0.0166433,0.00629802,-0.00143135,3.15304
315.814,1.37021e-20,6.93023e-21,1.74303e-20,3.93289e-22,3.53217e-21,1.96001e-22,1.63249e-21,-4.88467e-25,-2.99688e-24,3.0111e-20,0.158177,0.397834,0.00897651,0.0806192,0.00447358,0.0372603,-1.11489e-05,-6.84014e-05,3.15814
316.325,8.21737e-21,8.3549e-21,8.59303e-21,6.88189e-22,2.6798e-21,5.63505e-22,3.23e-22,2.16199e-22,1.14222e-21,2.25608e-20,0.271455,0.279192,0.0223596,0.087068,0.0183085,0.0104944,0.00702442,0.0371114,3.16325
316.836,1.6693e-20,6.3613e-21,5.82471e-21,2.50579e-23,4.66048e-21,1.44677e-22,3.07373e-21,8.99976e-23,-1.95192e-22,1.99848e-20,0.173438,0.158808,0.000683192,0.127066,0.00394454,0.0838038,0.00245374,-0.00532182,3.16836
317.347,1.79896e-20,1.71669e-21,3.97452e-21,8.10897e-23,-2.62079e-22,6.07194e-23,-5.5475e-23,1.99906e-22,6.15801e-23,5.77695e-21,0.0722311,0.167231,0.00341192,-0.0110272,0.00255482,-0.00233416,0.00841122,0.00259104,3.17347
317.859,1.34155e-20,1.17097e-21,8.89862e-21,1.8271e-21,9.65342e-22,6.50744e-22,4.44813e-22,4.59361e-22,5.58055e-22,1.4975e-20,0.0412452,0.313437,0.064356,0.0340023,0.0229212,0.0156677,0.0161801,0.0196564,3.17859
318.371,1.39559e-20,9.00468e-22,1.62447e-20,6.76191e-23,2.90281e-21,7.56326e-22,2.16737e-21,-4.62795e-23,3.1857e-22,2.33116e-20,0.0241623,0.435895,0.00181442,0.0778912,0.0202945,0.0581571,-0.00124182,0.0085482,3.18371
318.884,1.2838e-20,2.6847e-22,3.88238e-23,2.13406e-21,5.37455e-22,8.17247e-22,3.17231e-22,7.81533e-22,-1.43307e-22,4.75151e-21,0.0152631,0.00220722,0.121326,0.0305555,0.0464622,0.0180352,0.0444318,-0.0081473,3.18884
319.397,1.12331e-20,3.27665e-21,5.79589e-22,-6.23251e-23,8.02809e-22,-1.13142e-22,9.70018e-22,-4.36387e-23,1.7361e-22,5.58357e-21,0.194846,0.0344652,-0.00370616,0.047739,-0.00672798,0.057682,-0.00259497,0.0103237,3.19397
319.911,2.43316e-20,7.03611e-24,1.41214e-21,3.63726e-23,1.2718e-20,2.56702e-22,-1.6096e-23,6.17398e-22,1.928e-21,1.69595e-20,0.000170403,0.0341996,0.000880882,0.308008,0.00621688,-0.000389819,0.0149523,0.0466928,3.19911
320.424,1.12382e-20,4.70105e-21,9.65779e-24,6.06948e-22,-5.30593e-23,3.24558e-22,6.05915e-21,5.05331e-22,-3.87361e-22,1.17663e-20,0.204354,0.000419823,0.0263839,-0.00230648,0.0141085,0.263391,0.0219667,-0.0168385,3.20424
320.939,2.54217e-20,9.47783e-21,1.10645e-20,8.93593e-22,1.42925e-20,5.2352e-22,5.04913e-21,-2.37224e-22,6.3857e-22,4.17024e-20,0.141198,0.164837,0.0133125,0.212926,0.00779927,0.0752207,-0.00353411,0.00951327,3.20939
321.453,2.09083e-20,6.89069e-21,5.90165e-21,4.69296e-21,-9.0482e-22,-4.67578e-24,-1.58437e-21,1.2061e-21,1.77838e-21,1.79759e-20,0.17721,0.151775,0.12069,-0.0232696,-0.000120249,-0.0407458,0.0310176,0.0457352,3.21453
321.969,8.4953e-21,1.09324e-20,7.72331e-21,2.14436e-21,3.22157e-21,7.43915e-23,8.70124e-22,2.48664e-22,-4.79618e-22,2.47352e-20,0.328986,0.232417,0.06453,0.0969463,0.00223865,0.0261845,0.007483,-0.0144331,3.21969
322.484,2.20336e-20,1.3049e-20,-9.31538e-22,1.5599e-21,1.57438e-20,9.95111e-22,1.62741e-21,1.02963e-21,-1.02291e-22,3.29709e-20,0.237234,-0.0169357,0.0283595,0.286227,0.0180914,0.0295868,0.0187189,-0.00185969,3.22484
323,1.48128e-20,3.49532e-21,1.37382e-20,2.6335e-21,-3.55081e-21,-9.76576e-23,5.22362e-22,2.44663e-21,8.23181e-22,2.00107e-20,0.100373,0.394509,0.0756243,-0.101966,-0.00280436,0.0150003,0.0702582,0.0236387,3.23
323.517,3.117e-20,1.57262e-21,2.93025e-20,2.80067e-22,4.01121e-21,5.74476e-22,1.52663e-21,-9.7955e-22,4.29203e-21,4.05799e-20,0.0219181,0.408397,0.00390337,0.0559054,0.00800663,0.021277,-0.0136523,0.0598192,3.23517
324.033,3.60193e-20,1.42364e-20,1.14906e-20,3.81111e-22,5.81028e-21,-3.04808e-23,2.22435e-21,4.04505e-21,-3.29762e-22,3.78275e-20,0.192783,0.1556,0.00516083,0.0786802,-0.000412758,0.0301211,0.0547762,-0.00446548,3.24033
324.551,6.9737e-20,2.04073e-21,1.33686e-20,2.62062e-21,2.67462e-21,7.75131e-22,6.31664e-22,-5.59676e-22,-4.48163e-22,2.11036e-20,0.022465,0.147166,0.0288485,0.029443,0.00853286,0.00695354,-0.00616108,-0.00493351,3.24551
325.068,3.87428e-20,3.48616e-22,1.66752e-20,2.42468e-22,1.94008e-21,1.53131e-21,9.54266e-22,2.12864e-21,5.1753e-21,2.89959e-20,0.00514649,0.24617,0.00357946,0.0286407,0.0226061,0.0140874,0.0314243,0.0764008,3.25068
325.586,2.56845e-20,3.55799e-21,4.78721e-20,6.556e-22,8.48708e-22,1.94992e-22,-5.86054e-22,1.09426e-21,-3.34688e-22,5.33029e-20,0.0450451,0.606073,0.00830006,0.0107449,0.00246864,-0.00741959,0.0138536,-0.00423724,3.25586
326.105,3.12009e-20,4.38749e-20,6.42991e-21,7.56961e-21,8.52293e-21,-1.23015e-22,3.68552e-21,6.16236e-23,9.64051e-21,7.9662e-20,0.395758,0.0579987,0.068279,0.0768781,-0.00110962,0.033244,0.000555854,0.0869588,3.26105
326.624,7.04246e-20,8.62503e-21,9.31698e-21,-1.60393e-21,2.70706e-21,1.58757e-21,3.03725e-21,3.79271e-21,-4.80309e-21,2.26596e-20,0.0926584,0.100092,-0.0172309,0.0290818,0.0170552,0.0326291,0.0407449,-0.0515995,3.26624
327.143,8.92748e-20,2.14839e-22,2.74353e-20,3.28765e-21,4.16338e-21,4.55527e-21,-9.95093e-22,3.17545e-22,6.3794e-21,4.53583e-20,0.00159573,0.203778,0.0244193,0.0309239,0.0338347,-0.00739115,0.00235859,0.0473836,3.27143
327.663,4.47509e-20,6.00187e-20,-6.0461e-22,1.39129e-21,-1.18433e-21,-4.33124e-22,3.33626e-21,5.06702e-21,9.80932e-22,6.85721e-20,0.529625,-0.00533528,0.0122772,-0.010451,-0.00382203,0.0294402,0.0447131,0.00865607,3.27663
328.183,6.18006e-20,4.2223e-20,2.48736e-20,8.52552e-21,3.13893e-20,1.55217e-21,-4.98798e-24,4.55851e-21,2.42279e-21,1.1554e-19,0.23809,0.140259,0.0480743,0.177,0.00875248,-2.81266e-05,0.0257049,0.0136618,3.28183
328.703,6.0985e-20,1.60839e-20,-1.45047e-22,-6.71127e-22,-8.62251e-21,-3.60736e-22,6.62097e-21,9.99093e-22,1.86386e-20,3.25431e-20,0.171968,-0.00155084,-0.00717567,-0.0921916,-0.00385698,0.0707912,0.0106823,0.199283,3.28703
329.224,6.55853e-20,1.48431e-20,9.62791e-20,2.02377e-22,4.5498e-21,2.40166e-21,-1.53301e-21,3.42846e-21,-7.18281e-21,1.12989e-19,0.08312,0.539155,0.00113329,0.0254786,0.0134491,-0.00858475,0.0191991,-0.0402232,3.29224
329.745,1.18052e-19,1.02578e-20,1.63402e-20,1.47012e-21,8.68215e-20,2.75572e-22,7.0613e-21,-8.77829e-22,1.40064e-20,1.35355e-19,0.0404797,0.0644821,0.00580143,0.342617,0.00108747,0.0278655,-0.00346411,0.0552725,3.29745
330.267,4.33641e-20,1.78053e-20,1.40512e-20,1.75735e-20,-2.16309e-20,4.38909e-22,-1.73459e-21,2.50115e-21,-5.72482e-21,2.32797e-20,0.267172,0.21084,0.263692,-0.324575,0.00658589,-0.0260277,0.0375301,-0.0859018,3.30267
330.789,5.97843e-20,2.6124e-20,2.44825e-20,1.12355e-20,-1.02617e-21,4.32753e-21,1.36242e-21,5.17182e-21,1.71607e-20,8.88383e-20,0.175774,0.164729,0.0755977,-0.0069045,0.0291176,0.00916701,0.0347983,0.115465,3.30789
331.312,7.95561e-20,1.10258e-20,3.47958e-20,7.69499e-21,8.48129e-21,4.80411e-21,1.25758e-20,2.88303e-21,3.94143e-21,8.62022e-20,0.0665172,0.209919,0.0464229,0.0511666,0.0289826,0.0758685,0.017393,0.0237781,3.31312
331.835,3.81471e-20,1.78185e-20,1.7373e-20,1.00726e-20,-3.04093e-21,3.614e-21,6.82585e-21,6.70521e-21,-6.84644e-21,5.25218e-20,0.196523,0.191609,0.111092,-0.0335388,0.0398593,0.0752833,0.0739526,-0.0755103,3.31835
332.358,6.24589e-20,5.39636e-21,1.14096e-20,-2.23796e-21,6.23541e-22,-1.59121e-21,1.48568e-20,-4.63362e-21,1.12082e-20,3.50317e-20,0.0553526,0.117033,-0.0229557,0.00639591,-0.0163217,0.152392,-0.0475289,0.114967,3.32358
332.882,7.81645e-20,6.43266e-20,3.50785e-20,2.49422e-21,2.97139e-20,4.57766e-22,-9.59748e-21,1.07942e-20,5.33694e-21,1.38605e-19,0.296752,0.161824,0.0115063,0.137076,0.00211177,-0.0442751,0.0497956,0.0246204,3.32882
333.406,8.79007e-20,1.83147e-20,1.2986e-20,8.08745e-21,9.61533e-21,-9.43477e-23,2.1315e-20,-3.39519e-21,6.54279e-22,6.74832e-20,0.117868,0.0835735,0.0520482,0.0618812,-0.000607191,0.137176,-0.0218504,0.00421073,3.33406
333.931,1.22776e-19,9.64621e-20,4.03507e-20,-1.78348e-21,-3.86737e-21,5.57206e-21,2.44347e-20,2.87182e-21,1.84681e-22,1.64225e-19,0.336103,0.140594,-0.00621418,-0.0134751,0.0194147,0.085138,0.0100063,0.000643484,3.33931
334.456,1.92233e-19,4.65325e-20,2.17044e-19,4.03088e-21,3.18302e-20,-2.04364e-21,-6.08925e-21,3.96429e-21,8.3288e-21,3.03598e-19,0.0938477,0.437738,0.00812955,0.0641957,-0.00412165,-0.0122809,0.00799525,0.0167977,3.34456
334.981,1.6035e-19,5.00139e-20,-7.49697e-21,1.22783e-20,-9.91203e-21,9.42345e-22,9.20891e-21,-2.87297e-21,6.02189e-21,5.81834e-20,0.228862,-0.0343058,0.056185,-0.045357,0.00431213,0.0421396,-0.0131466,0.0275559,3.34981
335.507,1.43246e-19,7.33415e-21,4.70389e-20,-9.13471e-22,1.0297e-19,1.15465e-21,-8.05294e-22,3.38438e-21,1.25056e-21,1.61414e-19,0.0240732,0.154398,-0.00299833,0.337983,0.00378995,-0.00264326,0.0111087,0.00410477,3.35507
336.034,1.55371e-19,1.99347e-20,8.98563e-20,3.64326e-21,-2.29548e-20,6.63235e-22,-2.12188e-21,6.54626e-22,2.41818e-20,1.13857e-19,0.0740437,0.333755,0.0135322,-0.0852613,0.00246346,-0.00788134,0.00243149,0.089819,3.36034
336.56,1.70784e-19,7.54302e-21,7.43145e-20,4.64445e-21,-5.45093e-21,-2.54574e-22,6.02432e-21,4.68162e-22,8.32778e-22,8.81217e-20,0.0291342,0.287033,0.0179387,-0.0210537,-0.000983266,0.0232684,0.00180823,0.00321653,3.3656
337.087,3.35796e-19,6.62757e-21,1.20881e-19,2.0858e-20,2.90535e-20,1.452e-20,-4.78015e-22,2.18759e-22,6.34676e-21,1.98027e-19,0.0124153,0.226444,0.0390728,0.0544252,0.0272,-0.000895455,0.000409796,0.0118892,3.37087
337.615,5.03405e-20,1.20943e-19,-8.44581e-21,-6.15004e-21,-4.04604e-21,-2.9854e-21,9.04196e-21,3.83667e-22,3.00799e-21,1.11749e-19,0.746148,-0.0521058,-0.0379423,-0.0249617,-0.0184182,0.0557838,0.00236701,0.0185576,3.37615
338.143,2.56553e-19,1.26064e-19,1.43794e-19,2.28157e-21,3.54414e-20,-7.64339e-23,-2.17524e-21,4.62312e-22,7.85298e-21,3.13644e-19,0.221088,0.252182,0.00400136,0.0621564,-0.000134048,-0.00381488,0.000810793,0.0137724,3.38143
338.671,3.20737e-19,4.67968e-20,-2.40146e-20,3.93341e-21,9.52429e-20,8.40872e-21,1.23602e-20,1.01602e-22,6.19934e-21,1.49028e-19,0.0996173,-0.0511205,0.00837313,0.202746,0.0178998,0.0263114,0.000216282,0.0131967,3.38671
339.2,4.01903e-19,1.31921e-20,8.44399e-20,4.45386e-20,-1.0679e-20,-4.72914e-23,-5.65045e-21,3.06204e-22,1.05109e-21,1.27151e-19,0.0249352,0.159605,0.0841854,-0.0201851,-8.93885e-05,-0.0106803,0.000578777,0.00198673,3.392
339.729,4.53284e-19,9.92638e-20,1.22655e-19,-4.98057e-21,7.06869e-20,-1.55247e-21,1.50155e-20,3.4354e-22,4.62861e-22,3.01894e-19,0.131444,0.162418,-0.00659522,0.0936029,-0.00205576,0.0198834,0.000454913,0.000612916,3.39729
340.259,3.9672e-19,7.40465e-20,1.36888e-19,1.94497e-21,-3.51874e-20,1.79878e-21,1.85441e-20,1.48557e-21,7.31514e-21,2.06835e-19,0.122684,0.226802,0.00322251,-0.0583002,0.00298031,0.0307248,0.00246137,0.0121201,3.40259
340.789,8.69329e-19,3.75781e-20,5.09998e-20,4.18208e-20,3.25133e-20,7.10467e-21,-1.01646e-20,8.78439e-22,2.16247e-21,1.62893e-19,0.0364051,0.0494078,0.0405153,0.0314984,0.00688289,-0.00984728,0.000851017,0.00209497,3.40789
341.319,4.11505e-19,1.29217e-19,1.51702e-19,2.53086e-20,1.07876e-19,-9.86591e-22,2.42153e-21,2.25714e-21,6.55168e-21,4.24347e-19,0.154594,0.181493,0.0302788,0.129061,-0.00118034,0.00289708,0.0027004,0.00783833,3.41319
341.85,4.43551e-19,1.31061e-19,3.35859e-19,3.71682e-20,1.17078e-19,9.25055e-21,1.41941e-20,8.12272e-21,1.34597e-21,6.5408e-19,0.119403,0.305985,0.0338622,0.106664,0.00842774,0.0129316,0.00740023,0.00122625,3.4185
342.381,6.39827e-19,8.81402e-20,4.88221e-20,-1.25247e-20,-3.65253e-21,2.70784e-20,1.74989e-20,3.7412e-21,3.40847e-22,1.69444e-19,0.108913,0.0603284,-0.0154765,-0.00451336,0.0334601,0.021623,0.00462292,0.000421178,3.42381
