t,T+R,N_0,N_1,N_2,N_3
0,1,1.08042e-27,1.67015e-32,1.22898e-35,6.64866e-34
1,1.00009,1.0895e-27,2.19248e-30,6.48218e-34,7.98666e-32
2,1.00034,1.10334e-27,8.6407e-30,3.16363e-32,2.85523e-31
3,1.00075,1.13162e-27,2.02637e-29,2.06505e-31,6.06289e-31
4,1.00132,1.13032e-27,3.63477e-29,7.24849e-31,1.03674e-30
5,1.00205,1.1484e-27,5.72938e-29,1.8923e-30,1.60616e-30
6,1.00295,1.11854e-27,8.77073e-29,4.041e-30,2.37117e-30
7,1.00402,1.09308e-27,1.17899e-28,7.14672e-30,3.50018e-30
8,1.00528,1.0841e-27,1.502e-28,1.15622e-29,5.26066e-30
9,1.00672,1.0716e-27,1.86611e-28,1.75012e-29,7.93652e-30
10,1.00835,1.01067e-27,2.1581e-28,2.47261e-29,1.21388e-29
11,1.01019,1.00018e-27,2.51243e-28,3.24029e-29,1.81453e-29
12,1.01223,9.76266e-28,2.86804e-28,3.91355e-29,2.6607e-29
13,1.01446,9.45297e-28,3.17036e-28,4.5759e-29,3.8277e-29
14,1.01689,8.68355e-28,3.5647e-28,5.04224e-29,5.31228e-29
15,1.01949,7.86746e-28,3.86991e-28,5.74347e-29,7.05823e-29
16,1.02226,7.60185e-28,3.9668e-28,5.56394e-29,9.03349e-29
17,1.02515,7.56892e-28,4.10873e-28,5.36882e-29,1.14689e-28
18,1.02815,7.06363e-28,4.29285e-28,4.83809e-29,1.46284e-28
19,1.0312,6.54809e-28,4.127e-28,4.29308e-29,1.73004e-28
20,1.03426,6.12211e-28,4.50342e-28,3.47046e-29,1.97937e-28
21,1.03728,6.0343e-28,4.78095e-28,2.97263e-29,2.27589e-28
22,1.04023,5.74618e-28,4.73053e-28,2.19348e-29,2.60152e-28
23,1.04303,5.2052e-28,5.1504e-28,1.86424e-29,2.827e-28
24,1.04566,4.55931e-28,5.55647e-28,1.85616e-29,2.91896e-28
25,1.04807,4.09015e-28,5.65556e-28,1.88854e-29,3.14257e-28
26,1.05024,3.99332e-28,6.04839e-28,2.02694e-29,3.18863e-28
27,1.05213,3.70553e-28,6.53371e-28,2.47544e-29,3.31983e-28
28,1.05374,2.95241e-28,7.0502e-28,3.01414e-29,3.19951e-28
29,1.05505,2.85015e-28,7.58556e-28,3.69569e-29,3.13937e-28
30,1.05608,2.4331e-28,8.44805e-28,4.42727e-29,2.9576e-28
31,1.05684,2.2394e-28,8.79401e-28,4.57301e-29,2.87967e-28
32,1.05735,1.87772e-28,1.02645e-27,4.79183e-29,2.73791e-28
33,1.05763,1.27999e-28,1.12983e-27,4.49206e-29,2.71012e-28
34,1.05771,1.17885e-28,1.17532e-27,4.20632e-29,2.53478e-28
35,1.05763,9.89203e-29,1.26594e-27,3.57719e-29,2.30503e-28
36,1.0574,5.76566e-29,1.27586e-27,2.7469e-29,2.18189e-28
37,1.05706,5.59816e-29,1.34457e-27,1.98328e-29,1.99263e-28
38,1.05663,3.70986e-29,1.43794e-27,1.0163e-29,1.85185e-28
39,1.05613,3.529e-29,1.553e-27,7.73206e-30,1.67488e-28
40,1.05559,3.39767e-29,1.40364e-27,1.82028e-30,1.5408e-28
41,1.055,3.55159e-29,1.462e-27,-3.64459e-31,1.42815e-28
42,1.0544,4.42913e-29,1.59786e-27,8.6135e-31,1.34908e-28
43,1.05377,7.06252e-29,1.54695e-27,2.1324e-30,1.30884e-28
44,1.05312,7.25977e-29,1.54676e-27,5.51738e-30,1.27743e-28
45,1.05245,9.80557e-29,1.36969e-27,1.12273e-29,1.19343e-28
46,1.05176,1.17998e-28,1.43562e-27,1.20884e-29,1.19628e-28
47,1.05104,1.6173e-28,1.31636e-27,1.62703e-29,1.37396e-28
48,1.05027,2.05148e-28,1.3805e-27,1.75157e-29,1.49655e-28
49,1.04944,2.36781e-28,1.36149e-27,2.03488e-29,1.61821e-28
50,1.04853,2.53632e-28,1.18785e-27,1.54778e-29,1.84164e-28
51,1.04753,3.1051e-28,1.15464e-27,1.61912e-29,1.98856e-28
52,1.04641,3.77171e-28,1.13299e-27,1.94125e-29,2.28566e-28
53,1.04515,4.01585e-28,1.22084e-27,1.95578e-29,2.6422e-28
54,1.04372,4.72754e-28,1.0824e-27,1.28927e-29,2.86271e-28
55,1.04211,4.66755e-28,9.15317e-28,2.28493e-29,2.87302e-28
56,1.04029,5.12994e-28,8.9196e-28,2.6835e-29,3.2306e-28
57,1.03825,5.70708e-28,8.95694e-28,3.43346e-29,3.37195e-28
58,1.03599,6.3181e-28,8.56553e-28,3.96458e-29,3.38824e-28
59,1.0335,6.30574e-28,8.18252e-28,5.31362e-29,3.35136e-28
60,1.03078,6.95885e-28,7.48961e-28,7.85143e-29,3.019e-28
61,1.02785,7.44428e-28,7.36839e-28,9.00105e-29,2.95276e-28
62,1.02473,7.77401e-28,7.67876e-28,1.09489e-28,2.92432e-28
63,1.02143,8.94187e-28,7.09968e-28,1.0489e-28,2.64321e-28
64,1.01801,9.22488e-28,5.87649e-28,1.41856e-28,2.41442e-28
