t,T+R,N_0,N_1,N_2,N_3
0,0.999999,9.05553e-28,1.6138e-32,4.94752e-37,2.65689e-34
1,0.999934,9.20029e-28,1.9325e-30,3.12447e-33,3.20069e-32
2,0.999759,9.47455e-28,6.96164e-30,4.82502e-32,1.13377e-31
3,0.999472,9.35713e-28,1.46016e-29,2.26834e-31,2.44087e-31
4,0.99907,9.51151e-28,2.36375e-29,6.37845e-31,4.49e-31
5,0.998549,9.31241e-28,3.3947e-29,1.40715e-30,7.95013e-31
6,0.997903,9.40261e-28,4.58381e-29,2.59896e-30,1.36863e-30
7,0.997125,9.35181e-28,5.85314e-29,4.0986e-30,2.30422e-30
8,0.996206,9.2713e-28,7.1405e-29,5.97239e-30,3.71077e-30
9,0.995137,8.92363e-28,8.65713e-29,7.80163e-30,5.66054e-30
10,0.993909,8.64421e-28,9.86278e-29,1.02071e-29,8.55963e-30
11,0.992514,8.42321e-28,1.19867e-28,1.20037e-29,1.20451e-29
12,0.990947,8.33624e-28,1.30217e-28,1.42349e-29,1.55559e-29
13,0.989207,8.25935e-28,1.49814e-28,1.60186e-29,2.02138e-29
14,0.987296,7.81945e-28,1.53247e-28,1.72696e-29,2.59618e-29
15,0.985224,7.7509e-28,1.64533e-28,1.79918e-29,3.2567e-29
16,0.983008,7.36017e-28,1.67381e-28,1.95343e-29,3.96538e-29
17,0.98067,6.81752e-28,1.96651e-28,1.95499e-29,4.74793e-29
18,0.978241,6.64266e-28,1.89445e-28,2.07802e-29,5.63086e-29
19,0.975759,6.68401e-28,2.10809e-28,2.16614e-29,6.66895e-29
20,0.973264,6.15178e-28,2.06782e-28,2.25847e-29,7.228e-29
21,0.970803,5.81502e-28,2.2676e-28,2.39411e-29,8.16751e-29
22,0.968421,5.76565e-28,2.18028e-28,2.54663e-29,8.62071e-29
23,0.966165,5.45942e-28,2.40396e-28,2.53356e-29,9.86402e-29
24,0.964075,5.32959e-28,2.66754e-28,2.49552e-29,1.08657e-28
25,0.962188,5.27294e-28,2.39837e-28,2.59303e-29,1.17979e-28
26,0.960532,5.06947e-28,2.41125e-28,2.89325e-29,1.33903e-28
27,0.959128,4.5903e-28,2.97933e-28,3.25731e-29,1.33858e-28
28,0.957987,4.66286e-28,2.82238e-28,2.95747e-29,1.37115e-28
29,0.957109,4.60596e-28,3.06835e-28,3.06009e-29,1.45691e-28
30,0.956487,4.18269e-28,3.16295e-28,3.0536e-29,1.41544e-28
31,0.956105,4.17579e-28,3.01326e-28,2.9171e-29,1.84593e-28
32,0.955941,3.93337e-28,3.51201e-28,2.93478e-29,1.80059e-28
33,0.955969,3.67192e-28,4.11506e-28,2.21806e-29,1.91162e-28
34,0.956159,3.69404e-28,3.76926e-28,2.04134e-29,1.92715e-28
35,0.956481,3.43806e-28,4.16673e-28,1.5765e-29,1.72469e-28
36,0.956906,3.18097e-28,4.24467e-28,1.12916e-29,2.08379e-28
37,0.957406,3.0973e-28,4.70266e-28,7.3057e-30,2.37077e-28
38,0.957957,2.79418e-28,4.60354e-28,4.88336e-30,2.15768e-28
39,0.958538,2.74293e-28,4.78764e-28,3.86406e-30,2.06813e-28
40,0.959132,2.6546e-28,4.84701e-28,1.31612e-30,2.05364e-28
41,0.959728,2.45203e-28,4.83323e-28,6.78349e-31,2.29767e-28
42,0.960316,2.07789e-28,5.13458e-28,3.81655e-31,2.23502e-28
43,0.960891,2.00166e-28,5.31389e-28,1.14216e-30,2.30268e-28
44,0.961451,1.87247e-28,5.66781e-28,7.61681e-31,2.17369e-28
45,0.961999,1.81638e-28,5.42824e-28,1.60273e-30,2.02523e-28
46,0.962538,1.5948e-28,6.02368e-28,2.43508e-30,2.21678e-28
47,0.963077,1.57635e-28,5.61766e-28,3.13461e-30,2.34341e-28
48,0.963627,1.44444e-28,5.76921e-28,2.12208e-30,2.38477e-28
49,0.9642,1.37336e-28,5.91357e-28,2.96121e-30,2.2945e-28
50,0.964814,1.29377e-28,6.62959e-28,2.20024e-30,2.19629e-28
51,0.965488,1.15106e-28,6.23867e-28,1.19948e-30,2.60036e-28
52,0.966241,1.20541e-28,6.21371e-28,1.03082e-30,2.52492e-28
53,0.967097,1.37438e-28,5.8125e-28,7.59048e-31,2.84684e-28
54,0.968076,1.36536e-28,5.66218e-28,1.50892e-30,2.80188e-28
55,0.9692,1.33628e-28,6.023e-28,2.65579e-30,2.22027e-28
56,0.970486,1.4135e-28,6.01614e-28,5.56222e-30,2.36334e-28
57,0.971948,1.56871e-28,6.03023e-28,7.40966e-30,2.91481e-28
58,0.973596,1.86012e-28,5.56979e-28,1.16319e-29,2.95558e-28
59,0.975431,1.968e-28,6.18341e-28,1.95138e-29,2.88442e-28
60,0.977451,1.75865e-28,5.76991e-28,2.45711e-29,2.71132e-28
61,0.979643,1.9756e-28,5.36049e-28,2.91408e-29,2.91211e-28
62,0.98199,2.27026e-28,5.03459e-28,3.10354e-29,2.84207e-28
63,0.984468,2.74045e-28,5.79391e-28,3.43658e-29,2.72491e-28
64,0.98705,2.73716e-28,4.66599e-28,3.91279e-29,2.8286e-28
65,0.989703,2.74147e-28,4.14136e-28,4.40103e-29,2.52182e-28
66,0.992395,3.16486e-28,4.52151e-28,4.33606e-29,2.55874e-28
67,0.995093,3.66258e-28,4.47249e-28,3.90031e-29,2.3523e-28
68,0.997769,3.88784e-28,3.98994e-28,3.36817e-29,2.48373e-28
69,1.00039,3.66954e-28,3.20735e-28,3.30193e-29,2.16328e-28
70,1.00295,3.24053e-28,2.85395e-28,3.30824e-29,2.13889e-28
71,1.00541,3.92953e-28,2.48659e-28,3.25914e-29,2.40409e-28
72,1.00778,4.42912e-28,2.47631e-28,2.94309e-29,2.05502e-28
73,1.01003,4.49278e-28,2.07178e-28,3.11008e-29,2.19993e-28
74,1.01217,4.23863e-28,1.86664e-28,2.05619e-29,2.27947e-28
75,1.0142,4.67174e-28,1.58148e-28,2.76482e-29,1.71094e-28
76,1.01612,4.97475e-28,1.27242e-28,2.75639e-29,1.96769e-28
77,1.01793,5.2187e-28,1.72701e-28,2.63111e-29,1.61715e-28
78,1.01963,5.61281e-28,8.24138e-29,2.13244e-29,1.61846e-28
79,1.02122,5.5463e-28,8.40168e-29,2.83554e-29,1.71809e-28
80,1.0227,5.69726e-28,8.72974e-29,2.49221e-29,1.60112e-28
81,1.02406,6.56932e-28,5.69057e-29,1.7152e-29,1.37952e-28
82,1.02531,6.56263e-28,7.83516e-29,1.78237e-29,1.02378e-28
83,1.02644,6.27627e-28,7.31541e-29,2.09883e-29,1.15743e-28
84,1.02744,6.55769e-28,8.40765e-29,1.7229e-29,1.09671e-28
85,1.02831,6.95402e-28,1.07006e-28,1.65793e-29,9.96195e-29
86,1.02905,7.16006e-28,1.21717e-28,9.16268e-30,7.75439e-29
87,1.02966,6.98353e-28,1.3946e-28,1.10723e-29,8.1633e-29
88,1.03015,6.81098e-28,1.54323e-28,1.04361e-29,7.63254e-29
89,1.0305,7.08475e-28,1.84326e-28,8.95432e-30,5.45824e-29
90,1.03075,7.04264e-28,1.63834e-28,5.12803e-30,6.10905e-29
91,1.03088,6.97876e-28,1.77752e-28,4.6468e-30,5.92719e-29
92,1.03091,6.06704e-28,1.76766e-28,7.73469e-30,4.43537e-29
93,1.03085,6.84326e-28,2.06156e-28,8.40047e-30,3.657e-29
94,1.03071,6.93294e-28,1.85441e-28,9.96725e-30,3.93425e-29
