t,T+R,N_0,N_1,N_2,N_3
0,1,1.99359e-25,3.72621e-30,5.38932e-33,4.47389e-32
1,1.00033,2.06305e-25,4.25222e-28,9.67381e-35,5.02247e-30
2,1.00122,2.11505e-25,1.4379e-27,2.84388e-30,1.54624e-29
3,1.00267,2.07189e-25,2.84505e-27,2.61666e-29,2.41279e-29
4,1.00471,2.00778e-25,4.50861e-27,1.0345e-28,2.27054e-29
5,1.00735,1.92769e-25,6.27262e-27,2.81056e-28,1.20855e-29
6,1.01063,1.96836e-25,8.22011e-27,5.77319e-28,1.16426e-29
7,1.01459,1.93313e-25,1.072e-26,1.03772e-27,5.65877e-29
8,1.01928,1.83314e-25,1.33415e-26,1.60183e-27,1.87292e-28
9,1.02475,1.85813e-25,1.66068e-26,2.28275e-27,4.46337e-28
10,1.03105,1.78111e-25,2.05763e-26,3.13219e-27,8.32829e-28
11,1.03823,1.84001e-25,2.61039e-26,3.88158e-27,1.39598e-27
12,1.04631,1.75433e-25,3.18616e-26,4.94235e-27,2.09163e-27
13,1.0553,1.61814e-25,3.62684e-26,6.01123e-27,3.11121e-27
14,1.0652,1.62305e-25,3.91236e-26,6.79252e-27,4.80381e-27
15,1.07594,1.45422e-25,4.16153e-26,7.56666e-27,7.12558e-27
16,1.08743,1.43773e-25,4.51116e-26,7.88518e-27,9.6418e-27
17,1.09956,1.42819e-25,4.81649e-26,7.95365e-27,1.33704e-26
18,1.11214,1.35333e-25,4.88828e-26,7.91661e-27,1.76931e-26
19,1.12497,1.28775e-25,5.07349e-26,7.24504e-27,2.29393e-26
20,1.13782,1.26664e-25,5.31662e-26,5.76474e-27,2.70226e-26
21,1.15044,1.184e-25,5.74193e-26,5.4749e-27,3.04096e-26
22,1.16256,1.11618e-25,6.40429e-26,4.02601e-27,3.28414e-26
23,1.17395,1.03815e-25,7.11853e-26,3.37415e-27,3.83183e-26
24,1.18437,9.71406e-26,7.77229e-26,2.4244e-27,4.0482e-26
25,1.19363,9.16472e-26,8.65856e-26,2.0925e-27,4.54228e-26
26,1.20156,7.92405e-26,9.33407e-26,1.84867e-27,4.65281e-26
27,1.20807,7.62146e-26,1.0376e-25,1.25072e-27,4.68052e-26
28,1.2131,6.53935e-26,1.02771e-25,1.42704e-27,4.93483e-26
29,1.21665,5.95937e-26,1.09843e-25,1.34329e-27,5.19049e-26
30,1.21877,5.25704e-26,1.08939e-25,1.92587e-27,4.90059e-26
31,1.21955,4.86423e-26,1.13988e-25,2.02925e-27,4.85128e-26
32,1.21913,3.87511e-26,1.20746e-25,2.11443e-27,4.25512e-26
33,1.21764,3.58236e-26,1.24668e-25,2.27845e-27,4.17719e-26
34,1.21526,3.33386e-26,1.24653e-25,2.58997e-27,4.0173e-26
35,1.21216,2.99528e-26,1.30943e-25,2.99689e-27,3.61934e-26
36,1.2085,2.42085e-26,1.45029e-25,3.04144e-27,3.52755e-26
37,1.20442,1.9483e-26,1.49888e-25,3.04902e-27,3.48367e-26
38,1.20007,1.93814e-26,1.63839e-25,2.51047e-27,3.57535e-26
39,1.19555,1.51494e-26,1.58916e-25,2.00238e-27,3.33344e-26
40,1.19095,1.27709e-26,1.69366e-25,1.90994e-27,3.68567e-26
41,1.18635,9.86585e-27,1.66259e-25,1.26507e-27,3.49195e-26
42,1.18178,8.99857e-27,1.62142e-25,1.20319e-27,3.5412e-26
43,1.17728,7.43057e-27,1.58481e-25,5.44461e-28,3.5201e-26
