t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
35,0.938735,1.96594e-28,4.29025e-28,6.88215e-29,2.09897e-28,1.48243e-30,8.48512e-29,1.63522e-32,2.91063e-29
36,0.939372,1.89062e-28,4.4752e-28,7.83785e-29,2.29136e-28,1.63942e-30,8.43446e-29,4.59273e-32,2.83944e-29
37,0.940248,1.84981e-28,4.61047e-28,7.89169e-29,2.06001e-28,1.35895e-30,9.13393e-29,1.35532e-32,3.07818e-29
38,0.941321,1.6028e-28,5.13591e-28,8.84777e-29,1.98048e-28,1.29042e-30,9.53611e-29,2.18442e-32,2.94368e-29
39,0.942549,1.50675e-28,5.43065e-28,8.68164e-29,2.12848e-28,1.06757e-30,9.75861e-29,1.59679e-32,2.97042e-29
40,0.943892,1.25167e-28,6.13131e-28,8.24592e-29,1.92725e-28,1.21191e-30,1.05435e-28,1.58222e-32,2.98331e-29
41,0.945312,1.08522e-28,6.12347e-28,7.43869e-29,2.21092e-28,9.92611e-31,1.07408e-28,1.78451e-32,3.12808e-29
42,0.946777,1.04385e-28,6.87737e-28,6.86475e-29,2.33177e-28,8.65023e-31,1.208e-28,2.63768e-32,3.00734e-29
43,0.94826,9.17505e-29,6.65292e-28,6.4352e-29,2.49361e-28,7.33094e-31,1.1979e-28,8.7407e-33,2.93846e-29
44,0.949741,8.39215e-29,7.72664e-28,5.20633e-29,2.38793e-28,4.75261e-31,1.23169e-28,5.30812e-32,2.70999e-29
45,0.951206,7.06017e-29,7.45345e-28,3.71334e-29,2.59874e-28,4.09736e-31,1.2623e-28,-2.09057e-33,2.51896e-29
46,0.952643,6.03739e-29,7.08337e-28,3.17393e-29,2.51944e-28,3.59424e-31,1.29746e-28,5.12774e-33,2.43864e-29
47,0.954044,5.13722e-29,7.62676e-28,2.3847e-29,2.95568e-28,1.50061e-31,1.24454e-28,2.84739e-32,2.30864e-29
48,0.955401,4.86294e-29,7.50947e-28,1.80374e-29,3.15832e-28,9.83461e-32,1.17618e-28,1.31646e-32,2.17221e-29
49,0.956709,4.011e-29,7.17717e-28,1.20016e-29,3.00179e-28,7.04097e-32,1.15412e-28,1.16647e-33,2.06799e-29
50,0.957968,3.4764e-29,6.80968e-28,8.44534e-30,2.8071e-28,2.88873e-32,1.11933e-28,2.35698e-32,1.95289e-29
51,0.959182,3.33971e-29,6.74212e-28,9.12797e-30,3.01334e-28,1.78487e-31,1.14079e-28,1.12591e-32,1.80706e-29
52,0.96036,3.44693e-29,6.74175e-28,9.07525e-30,3.33015e-28,1.24703e-31,1.08271e-28,6.33667e-33,1.59079e-29
53,0.961513,4.07056e-29,6.67157e-28,1.3201e-29,2.90716e-28,4.02223e-31,1.02657e-28,1.86965e-32,1.64154e-29
54,0.962655,4.96953e-29,5.53156e-28,1.36921e-29,2.98526e-28,4.88273e-31,1.03293e-28,6.43992e-33,1.29077e-29
55,0.963799,6.20936e-29,5.30259e-28,1.64735e-29,2.80395e-28,5.40264e-31,1.03253e-28,2.81569e-32,1.3877e-29
56,0.964955,7.11945e-29,4.80633e-28,1.50508e-29,2.86188e-28,8.65111e-31,9.62323e-29,9.22326e-33,1.24458e-29
57,0.966136,8.62983e-29,4.61995e-28,2.15341e-29,2.90396e-28,8.12261e-31,8.29543e-29,3.36627e-32,1.17105e-29
58,0.967357,9.06884e-29,4.2129e-28,2.34658e-29,2.78172e-28,8.41141e-31,8.31403e-29,3.62477e-33,1.03884e-29
59,0.968636,1.10994e-28,4.0454e-28,3.13641e-29,2.368e-28,1.091e-30,7.57999e-29,7.14744e-32,1.1057e-29
60,0.969996,1.24458e-28,3.59805e-28,2.53136e-29,2.43279e-28,1.41095e-30,7.15908e-29,1.45042e-32,1.30828e-29
61,0.971463,1.33807e-28,3.7552e-28,2.79836e-29,2.55571e-28,1.03108e-30,6.22704e-29,8.80327e-34,1.17798e-29
62,0.973064,1.69939e-28,2.77317e-28,2.64506e-29,2.31037e-28,1.55205e-30,6.40622e-29,6.45113e-33,1.21162e-29
63,0.974821,1.84089e-28,2.78596e-28,3.36114e-29,1.83427e-28,1.38513e-30,5.87193e-29,3.91344e-32,9.94738e-30
64,0.97675,1.95492e-28,2.64271e-28,3.36915e-29,1.52277e-28,2.23251e-30,5.23479e-29,1.66898e-32,1.16932e-29
65,0.978856,2.28143e-28,2.44309e-28,3.89913e-29,1.40106e-28,3.48617e-30,5.18509e-29,3.02617e-32,1.33893e-29
66,0.981134,2.56518e-28,2.31196e-28,5.12543e-29,1.13953e-28,3.15436e-30,5.06153e-29,3.50728e-32,1.46078e-29
67,0.983569,2.74256e-28,2.06945e-28,5.34701e-29,8.82005e-29,3.16252e-30,4.41704e-29,-1.62139e-33,1.42692e-29
68,0.986139,2.99921e-28,1.95402e-28,6.14066e-29,7.37013e-29,2.81458e-30,5.22067e-29,3.40707e-32,1.5715e-29
69,0.988819,3.47493e-28,2.07305e-28,7.09894e-29,4.32983e-29,2.7364e-30,5.02435e-29,2.02942e-32,1.41308e-29
70,0.991582,3.35037e-28,1.74623e-28,7.54984e-29,2.50814e-29,2.8966e-30,4.75141e-29,2.1137e-32,1.81886e-29
71,0.994398,3.61836e-28,1.55091e-28,8.97479e-29,3.32084e-29,3.34603e-30,5.22217e-29,3.97068e-32,1.72813e-29
72,0.997236,4.0717e-28,1.73459e-28,9.29388e-29,1.42524e-29,2.60984e-30,5.68377e-29,3.62386e-32,1.79894e-29
73,1.00006,4.19301e-28,1.34877e-28,1.14997e-28,1.71074e-29,2.74936e-30,6.59428e-29,-6.97244e-33,1.42301e-29
74,1.00284,4.58407e-28,1.35559e-28,1.05533e-28,2.31395e-29,3.10125e-30,6.99862e-29,9.04094e-33,1.57405e-29
75,1.00553,5.10832e-28,1.13358e-28,1.02939e-28,3.91601e-29,2.0324e-30,7.2851e-29,3.31185e-32,1.29805e-29
76,1.0081,5.52133e-28,1.08644e-28,1.0962e-28,4.44583e-29,1.87122e-30,6.99911e-29,-6.44914e-34,1.21827e-29
77,1.01052,6.23563e-28,1.12721e-28,9.86655e-29,4.4165e-29,1.5603e-30,7.01049e-29,1.45407e-32,1.04349e-29
78,1.01278,6.95178e-28,1.29114e-28,1.07464e-28,6.03167e-29,7.21029e-31,7.27093e-29,-1.6388e-33,9.64696e-30
79,1.01485,7.67045e-28,1.05403e-28,7.98445e-29,9.57208e-29,3.50216e-31,6.8484e-29,7.42078e-33,7.35928e-30
80,1.01675,7.69214e-28,1.03832e-28,6.33793e-29,9.60747e-29,1.63343e-31,6.19563e-29,3.18999e-33,5.03381e-30
81,1.01849,8.27265e-28,1.13141e-28,4.7656e-29,1.06717e-28,6.03065e-32,6.05255e-29,-9.03232e-33,4.39483e-30
82,1.02006,9.30081e-28,1.00217e-28,3.65725e-29,1.26085e-28,8.91614e-32,4.99667e-29,1.20322e-32,1.81501e-30
83,1.0215,9.9983e-28,9.13982e-29,2.28053e-29,1.44426e-28,8.55376e-32,4.70091e-29,1.93021e-32,1.16332e-30
84,1.02281,1.04078e-27,9.07817e-29,1.16753e-29,1.27837e-28,3.51202e-31,4.29423e-29,4.83633e-32,7.41414e-31
85,1.02399,1.08895e-27,8.00627e-29,2.89525e-30,1.36548e-28,7.16832e-31,3.37368e-29,-1.81549e-33,5.02721e-32
86,1.02506,1.06671e-27,8.15849e-29,7.00629e-31,1.07643e-28,1.07141e-30,2.5962e-29,4.7587e-32,-2.74301e-32
87,1.02602,1.21645e-27,6.72613e-29,2.78874e-30,1.09204e-28,1.234e-30,1.78104e-29,1.23665e-32,3.37279e-31
88,1.02687,1.23078e-27,8.04567e-29,8.01491e-30,1.14968e-28,2.32048e-30,1.0456e-29,4.73315e-32,9.27327e-31
89,1.02762,1.26847e-27,5.89542e-29,1.77276e-29,8.55876e-29,3.57014e-30,5.70011e-30,1.6703e-32,1.29095e-30
90,1.02826,1.22959e-27,5.00213e-29,2.79076e-29,5.00649e-29,3.36882e-30,2.76444e-30,4.43543e-32,2.32122e-30
91,1.02879,1.27889e-27,4.58404e-29,4.69481e-29,4.75505e-29,3.41968e-30,3.11594e-30,2.49255e-32,1.78471e-30
92,1.02918,1.38897e-27,4.2255e-29,5.27937e-29,2.25032e-29,3.79106e-30,4.76773e-30,1.42152e-33,2.61881e-30
93,1.02944,1.46468e-27,4.78063e-29,6.11972e-29,1.4304e-29,3.96459e-30,7.51874e-30,1.58266e-32,2.97032e-30
94,1.02955,1.36887e-27,4.45422e-29,5.95634e-29,6.84537e-30,3.99795e-30,1.63947e-29,1.10527e-32,3.48517e-30
95,1.02951,1.40088e-27,2.79526e-29,6.85547e-29,5.24128e-30,4.17511e-30,2.22965e-29,4.75372e-32,3.14304e-30
96,1.02932,1.42834e-27,5.77406e-29,7.30318e-29,5.73735e-30,4.22049e-30,2.9291e-29,2.06582e-33,2.74986e-30
97,1.029,1.50264e-27,3.95547e-29,6.66808e-29,7.91896e-30,4.2959e-30,4.35824e-29,9.25225e-33,2.26265e-30
98,1.02856,1.46695e-27,3.58175e-29,5.98686e-29,1.45411e-29,3.16465e-30,5.5693e-29,2.68205e-33,2.18117e-30
99,1.028,1.46346e-27,4.29102e-29,5.97773e-29,2.87508e-29,3.21713e-30,6.57022e-29,-6.18068e-33,1.13377e-30
100,1.02734,1.46568e-27,4.04808e-29,5.92258e-29,5.96037e-29,1.58112e-30,7.36715e-29,6.47634e-33,1.56979e-30
101,1.02659,1.50257e-27,5.60711e-29,4.03104e-29,7.57753e-29,1.13024e-30,7.39359e-29,3.99219e-32,9.46393e-31
102,1.02579,1.47702e-27,5.90818e-29,4.51718e-29,8.80157e-29,5.92436e-31,8.66633e-29,1.96402e-32,4.63115e-31
103,1.02495,1.37619e-27,4.49402e-29,3.99186e-29,1.05431e-28,2.60773e-31,9.3802e-29,-1.18891e-32,1.65679e-31
104,1.02409,1.39711e-27,6.23115e-29,2.19029e-29,1.31442e-28,2.50318e-31,9.53986e-29,1.13334e-32,-2.04912e-31
105,1.02325,1.41354e-27,5.10892e-29,2.26109e-29,1.63072e-28,2.53312e-31,9.76876e-29,3.43498e-32,5.80003e-31
106,1.02244,1.33732e-27,5.70661e-29,2.0701e-29,1.63324e-28,2.48073e-31,1.00274e-28,-2.87337e-32,5.31619e-31
107,1.02168,1.40467e-27,6.34754e-29,1.67276e-29,1.84138e-28,1.19414e-32,9.72112e-29,4.97709e-33,1.17523e-30
108,1.02097,1.3616e-27,6.54479e-29,1.60176e-29,2.08276e-28,2.22048e-31,1.032e-28,2.69173e-32,1.97749e-30
109,1.02033,1.32338e-27,6.37386e-29,8.27317e-30,1.85946e-28,2.45532e-31,8.90836e-29,3.81077e-32,4.02151e-30
110,1.01973,1.35066e-27,8.17089e-29,1.09107e-29,2.05751e-28,7.93413e-31,8.26057e-29,-2.30675e-33,5.38113e-30
111,1.01917,1.28353e-27,9.32379e-29,8.65758e-30,2.06379e-28,1.14943e-30,7.5334e-29,-9.93568e-35,5.13519e-30
112,1.01864,1.33878e-27,1.02634e-28,7.63414e-30,2.34821e-28,1.56975e-30,7.07787e-29,5.77976e-34,5.36646e-30
113,1.01814,1.30925e-27,1.00405e-28,4.91125e-30,2.09897e-28,1.45277e-30,5.23139e-29,2.02589e-32,5.6218e-30
114,1.01766,1.31202e-27,1.06344e-28,4.85886e-30,1.9872e-28,1.311e-30,5.38132e-29,1.87894e-33,8.05483e-30
115,1.0172,1.25985e-27,1.35657e-28,4.07067e-30,1.93664e-28,1.19478e-30,4.7034e-29,6.09187e-32,8.69937e-30
116,1.01676,1.20875e-27,1.34105e-28,3.53076e-30,2.22276e-28,8.40429e-31,4.28218e-29,3.33896e-32,9.99193e-30
117,1.01635,1.18041e-27,1.91296e-28,1.2803e-30,2.00629e-28,9.18029e-31,4.01976e-29,-2.83448e-33,1.15856e-29
118,1.01595,1.09837e-27,1.86936e-28,2.17877e-30,1.65631e-28,7.89966e-31,3.58295e-29,-1.8793e-32,1.50784e-29
119,1.01557,1.03773e-27,2.69761e-28,3.46124e-30,1.74272e-28,8.8074e-31,3.41663e-29,8.3187e-32,1.70198e-29
120,1.0152,9.38435e-28,2.22998e-28,6.43163e-30,1.56064e-28,1.00072e-30,4.48895e-29,6.95547e-32,1.85533e-29
121,1.01485,8.95634e-28,3.44061e-28,9.24412e-30,1.51105e-28,1.11383e-30,4.21407e-29,1.60206e-31,2.04669e-29
122,1.01451,8.53893e-28,4.33223e-28,1.17666e-29,1.45942e-28,1.12708e-30,4.27926e-29,3.14076e-32,2.34694e-29
123,1.0142,7.6634e-28,4.5889e-28,1.40537e-29,1.16517e-28,1.36921e-30,4.77494e-29,1.24962e-31,2.59639e-29
124,1.01393,7.132e-28,5.48024e-28,1.91348e-29,1.20333e-28,1.33871e-30,5.1863e-29,8.71778e-32,2.99772e-29
125,1.01371,6.83846e-28,6.97782e-28,2.46026e-29,1.20553e-28,1.95836e-30,5.46504e-29,2.76446e-32,2.91365e-29
126,1.01353,6.34274e-28,6.85422e-28,3.4277e-29,1.06069e-28,2.90571e-30,6.72679e-29,5.17287e-32,3.04762e-29
127,1.01341,5.99848e-28,8.23957e-28,3.21848e-29,9.11973e-29,3.59307e-30,7.26419e-29,3.8923e-32,3.02197e-29
128,1.01332,5.52779e-28,8.6049e-28,3.26726e-29,7.89463e-29,3.70943e-30,8.39198e-29,5.95412e-32,3.42966e-29
129,1.01328,5.19478e-28,1.0069e-27,4.10038e-29,1.05397e-28,3.43467e-30,1.09594e-28,2.66215e-32,3.43275e-29
130,1.01328,4.87542e-28,1.01627e-27,4.70671e-29,8.90123e-29,4.34e-30,1.19224e-28,5.57901e-32,3.47591e-29
131,1.01333,4.9955e-28,9.45236e-28,4.52732e-29,7.15791e-29,4.42502e-30,1.25025e-28,1.29029e-32,3.62836e-29
132,1.01344,4.37384e-28,1.1029e-27,3.53292e-29,1.35035e-28,4.26897e-30,1.55382e-28,1.1845e-31,4.05806e-29
133,1.01362,4.28727e-28,1.20645e-27,3.9697e-29,1.37731e-28,2.77068e-30,1.6959e-28,3.20374e-32,3.80253e-29
134,1.01389,4.14536e-28,1.02588e-27,4.63307e-29,1.46987e-28,2.7868e-30,1.82219e-28,7.19461e-33,3.33144e-29
135,1.01428,4.29619e-28,1.08917e-27,4.2126e-29,1.75922e-28,2.48528e-30,2.08392e-28,8.2015e-32,4.06714e-29
136,1.01481,4.19708e-28,1.26536e-27,4.28506e-29,1.64233e-28,2.15319e-30,2.06765e-28,-1.87313e-33,4.38196e-29
137,1.01552,4.38674e-28,1.22406e-27,4.02277e-29,1.73976e-28,1.60388e-30,2.31371e-28,2.70819e-32,4.13479e-29
138,1.01644,4.26003e-28,9.75459e-28,4.81776e-29,2.48988e-28,1.18446e-30,2.2721e-28,9.72405e-32,3.93753e-29
139,1.0176,4.37266e-28,8.8968e-28,4.39344e-29,2.71151e-28,5.23595e-31,2.19529e-28,4.58816e-32,3.46154e-29
140,1.01902,4.47399e-28,1.05549e-27,3.62992e-29,2.29122e-28,9.06465e-31,2.27964e-28,-3.03635e-32,3.14214e-29
141,1.02075,4.52e-28,9.64211e-28,3.03201e-29,2.48551e-28,3.37467e-31,2.3068e-28,-3.43576e-33,3.27813e-29
142,1.02277,4.83862e-28,8.88221e-28,2.52753e-29,2.95046e-28,3.93004e-31,1.86956e-28,5.63807e-32,2.41858e-29
143,1.02509,5.01972e-28,8.36242e-28,2.42484e-29,2.4743e-28,6.91735e-31,1.81645e-28,1.88025e-32,2.22795e-29
144,1.0277,5.46219e-28,8.30461e-28,1.21029e-29,2.23511e-28,7.61447e-31,1.48222e-28,5.99674e-32,1.69793e-29
145,1.03059,5.84809e-28,8.21293e-28,1.27627e-29,2.16807e-28,1.23457e-30,1.33794e-28,4.79178e-33,1.9313e-29
146,1.03375,5.74962e-28,8.70979e-28,6.18973e-30,2.75343e-28,1.38013e-30,1.02867e-28,2.32381e-32,1.89449e-29
147,1.03714,6.10755e-28,8.42057e-28,4.3712e-30,2.22526e-28,2.30159e-30,9.24924e-29,-2.35796e-34,1.5733e-29
148,1.04073,6.50321e-28,9.6619e-28,6.79672e-30,1.56421e-28,4.37964e-30,7.14932e-29,3.96769e-32,1.65799e-29
149,1.04449,6.63231e-28,9.98938e-28,1.00619e-29,1.80789e-28,4.03064e-30,6.11407e-29,7.08323e-32,1.86285e-29
150,1.04836,6.20652e-28,1.0114e-27,8.92818e-30,1.87835e-28,4.10945e-30,5.10643e-29,1.8521e-31,1.61294e-29
151,1.05228,6.40917e-28,1.09365e-27,1.60087e-29,1.31883e-28,5.06389e-30,2.60264e-29,1.76511e-32,1.52709e-29
152,1.05619,7.03851e-28,1.06952e-27,2.13126e-29,1.21797e-28,3.85901e-30,2.09554e-29,4.78564e-32,1.63747e-29
153,1.06004,6.26342e-28,1.18238e-27,2.03934e-29,9.08398e-29,4.72409e-30,1.27226e-29,9.6573e-32,1.17707e-29
154,1.06378,6.4551e-28,1.25078e-27,2.70429e-29,8.19767e-29,5.29328e-30,6.66174e-30,2.48764e-32,1.59369e-29
155,1.06739,5.88648e-28,1.19533e-27,2.62297e-29,7.66306e-29,6.0162e-30,4.26879e-30,-1.10124e-33,1.4e-29
156,1.07084,5.88799e-28,1.11579e-27,3.22834e-29,3.99301e-29,4.18978e-30,6.54099e-30,2.24799e-32,1.09241e-29
157,1.07413,5.72924e-28,1.27888e-27,4.30333e-29,4.81935e-29,4.48958e-30,6.76181e-30,-1.33455e-32,1.46292e-29
158,1.07723,5.2104e-28,1.18669e-27,4.26804e-29,2.44734e-29,2.26873e-30,1.22238e-29,6.72365e-32,1.3133e-29
159,1.08014,5.55339e-28,1.09888e-27,3.31994e-29,3.34772e-29,2.33101e-30,1.41701e-29,1.52962e-32,1.21716e-29
160,1.08287,6.08856e-28,1.03951e-27,3.56286e-29,1.20667e-29,2.2933e-30,1.59478e-29,-1.38544e-32,1.01408e-29
161,1.08541,5.738e-28,1.06022e-27,3.46662e-29,1.29623e-29,1.92796e-30,2.4003e-29,-1.16632e-32,1.151e-29
162,1.08776,5.32443e-28,1.05018e-27,4.55624e-29,1.00824e-29,1.64362e-30,2.09927e-29,-4.96327e-33,1.40055e-29
163,1.08994,5.36362e-28,9.44486e-28,3.60524e-29,8.8077e-30,1.2304e-30,2.1328e-29,6.22738e-33,1.37131e-29
164,1.09197,6.4371e-28,9.65445e-28,3.68463e-29,-5.22498e-31,2.02773e-30,2.12499e-29,8.12448e-33,1.79139e-29
165,1.09386,6.67229e-28,8.31275e-28,3.16955e-29,1.1686e-30,1.28009e-30,1.60783e-29,-9.12729e-33,1.49754e-29
166,1.09561,6.16846e-28,7.65581e-28,3.1458e-29,1.56935e-30,1.72833e-30,2.11287e-29,1.50563e-31,1.62836e-29
167,1.09725,7.30633e-28,7.76496e-28,3.05537e-29,6.71373e-30,1.38985e-30,2.21386e-29,2.48971e-32,1.43836e-29
168,1.09879,7.65574e-28,6.64403e-28,2.37396e-29,1.07623e-29,1.22403e-30,2.65534e-29,2.38822e-31,1.29113e-29
169,1.10022,8.15622e-28,6.0243e-28,2.99447e-29,1.7224e-29,2.10402e-30,2.27897e-29,1.32765e-32,1.21464e-29
170,1.10157,8.89922e-28,5.3983e-28,2.47647e-29,6.88016e-30,1.79918e-30,2.63522e-29,1.77356e-31,1.15889e-29
171,1.10283,9.24072e-28,6.03092e-28,2.51272e-29,1.4303e-29,1.86589e-30,2.84531e-29,5.06893e-33,1.29934e-29
172,1.104,9.93622e-28,5.35712e-28,3.42258e-29,2.67917e-29,1.46994e-30,3.69238e-29,1.25056e-32,8.72139e-30
173,1.10511,9.38842e-28,5.01124e-28,3.31497e-29,2.34008e-29,1.19233e-30,2.88495e-29,1.54705e-32,8.29552e-30
174,1.10614,9.66192e-28,5.02357e-28,2.95641e-29,3.6713e-29,1.03587e-30,3.14214e-29,3.65819e-32,5.9462e-30
175,1.10711,9.6259e-28,4.59622e-28,3.94808e-29,4.1119e-29,1.1606e-30,3.5545e-29,5.93428e-32,6.82321e-30
176,1.10802,9.05511e-28,4.54879e-28,4.09064e-29,3.80498e-29,7.19382e-31,3.88623e-29,3.99265e-32,4.88029e-30
177,1.10889,9.29361e-28,3.78823e-28,4.57393e-29,4.49732e-29,6.73677e-31,3.72515e-29,2.41985e-32,3.14919e-30
178,1.1097,9.31667e-28,3.14257e-28,4.4448e-29,3.87963e-29,5.33351e-31,4.82612e-29,4.44565e-32,3.05519e-30
179,1.11046,9.19353e-28,3.0488e-28,4.04864e-29,4.67785e-29,5.2625e-31,4.76856e-29,2.01674e-31,2.12627e-30
180,1.11115,8.94801e-28,2.80108e-28,3.76586e-29,4.77079e-29,6.31388e-31,3.93302e-29,1.32178e-32,1.3115e-30
181,1.11178,7.98762e-28,2.63907e-28,4.34683e-29,4.60233e-29,7.10892e-31,2.55968e-29,5.28398e-33,3.17711e-30
182,1.11233,7.05447e-28,1.90732e-28,3.48011e-29,5.25329e-29,1.15209e-30,3.02216e-29,-1.57121e-32,3.17878e-30
183,1.11279,6.78992e-28,1.47585e-28,3.51831e-29,3.08886e-29,1.45599e-30,2.56013e-29,1.96699e-31,4.84514e-30
184,1.11314,5.87446e-28,1.19476e-28,2.45248e-29,4.5448e-29,3.25772e-30,2.47527e-29,2.85639e-32,4.85814e-30
185,1.11338,5.006e-28,1.29935e-28,9.1701e-30,5.09659e-29,2.83561e-30,2.41057e-29,9.91178e-32,5.87153e-30
186,1.11348,4.30681e-28,8.37158e-29,1.31571e-29,4.6382e-29,3.45273e-30,2.03551e-29,5.47058e-32,5.18974e-30
187,1.11344,3.17405e-28,3.68499e-29,5.46914e-30,3.72689e-29,3.49717e-30,2.10815e-29,4.85023e-32,7.0645e-30
188,1.11324,2.49676e-28,4.08499e-29,5.48281e-30,6.50472e-29,2.37527e-30,2.79473e-29,7.67408e-33,8.50063e-30
189,1.11289,1.56599e-28,3.0143e-29,1.48921e-30,5.78359e-29,3.18935e-30,3.35848e-29,4.08786e-32,8.15273e-30
190,1.11239,1.9736e-28,6.38871e-29,6.07058e-31,4.79015e-29,1.94886e-30,4.91604e-29,2.41658e-32,9.61158e-30
191,1.11176,1.96216e-28,1.06445e-28,6.38423e-30,6.8063e-29,2.8963e-30,5.34124e-29,-1.038e-33,9.12651e-30
192,1.11103,1.47282e-28,1.54861e-28,1.65061e-29,9.23033e-29,3.59836e-30,7.60077e-29,1.54596e-32,7.66295e-30
193,1.11021,4.74779e-29,1.22858e-28,1.0236e-29,1.34101e-28,2.39059e-30,1.02097e-28,1.55336e-32,6.90241e-30
194,1.10935,5.25457e-29,1.18815e-28,2.20857e-29,1.71545e-28,2.00728e-30,1.08603e-28,8.22352e-32,5.09807e-30
