t,T+R,N_0,N_1,N_2
0,1,2.00279e-25,1.04994e-30,1.01437e-30
1,1.00014,2.11828e-25,1.20495e-28,1.23677e-28
2,1.00053,2.20759e-25,4.08379e-28,4.43318e-28
3,1.00114,2.27608e-25,8.21608e-28,9.34634e-28
4,1.002,2.20916e-25,1.32025e-27,1.57771e-27
5,1.00308,2.17839e-25,2.01251e-27,2.35228e-27
6,1.00438,2.11787e-25,2.83779e-27,3.23241e-27
7,1.00591,2.02404e-25,3.78009e-27,4.15202e-27
8,1.00764,2.03557e-25,5.19963e-27,5.5243e-27
9,1.00958,1.88982e-25,6.49611e-27,6.80965e-27
10,1.0117,1.88415e-25,8.10637e-27,8.6331e-27
11,1.01401,1.89109e-25,9.57078e-27,1.05128e-26
12,1.01649,1.87713e-25,1.17501e-26,1.28545e-26
13,1.01913,1.80597e-25,1.35059e-26,1.53271e-26
14,1.02191,1.80254e-25,1.55764e-26,1.67869e-26
15,1.02483,1.71195e-25,1.82595e-26,1.94986e-26
16,1.02786,1.60805e-25,2.04997e-26,2.11873e-26
17,1.03099,1.65311e-25,2.41748e-26,2.4322e-26
18,1.0342,1.59293e-25,2.60951e-26,2.57537e-26
19,1.03749,1.58284e-25,2.9337e-26,2.85264e-26
20,1.04083,1.46414e-25,3.0326e-26,3.1647e-26
21,1.0442,1.49678e-25,3.30778e-26,3.35832e-26
22,1.04758,1.39125e-25,3.52418e-26,3.6247e-26
23,1.05097,1.32965e-25,3.91563e-26,4.11102e-26
24,1.05433,1.31242e-25,4.12056e-26,4.21823e-26
25,1.05766,1.235e-25,4.35647e-26,4.65783e-26
26,1.06093,1.16026e-25,4.81819e-26,4.94867e-26
27,1.06413,1.13369e-25,5.17929e-26,5.13207e-26
28,1.06723,1.10232e-25,5.73336e-26,5.528e-26
29,1.07022,1.02451e-25,5.7846e-26,5.69339e-26
30,1.07308,9.79918e-26,6.22195e-26,6.6698e-26
31,1.07579,8.68311e-26,5.94429e-26,6.53005e-26
32,1.07834,8.1854e-26,6.63937e-26,7.0071e-26
33,1.08071,7.18836e-26,6.79227e-26,7.0658e-26
34,1.08287,6.915e-26,7.02498e-26,7.19334e-26
35,1.08483,6.49603e-26,7.45291e-26,7.71307e-26
36,1.08655,5.63695e-26,7.85723e-26,7.8901e-26
37,1.08803,5.29424e-26,8.20472e-26,8.07598e-26
38,1.08925,5.1313e-26,8.74768e-26,8.42125e-26
39,1.0902,4.38961e-26,8.69648e-26,8.04566e-26
40,1.09087,4.25258e-26,8.80112e-26,8.75156e-26
41,1.09124,3.54078e-26,9.02798e-26,9.13388e-26
42,1.09131,3.02288e-26,9.82741e-26,9.52674e-26
43,1.09106,2.90246e-26,9.89008e-26,9.67348e-26
44,1.09049,2.52304e-26,9.59558e-26,9.82348e-26
45,1.08959,2.18195e-26,1.05193e-25,1.07454e-25
46,1.08835,1.75178e-26,1.02544e-25,1.07883e-25
47,1.08676,1.62784e-26,1.03682e-25,1.01384e-25
48,1.08483,1.4396e-26,1.01142e-25,1.01898e-25
49,1.08255,1.15414e-26,1.01706e-25,1.00321e-25
50,1.07991,1.02446e-26,9.68479e-26,1.03409e-25
51,1.07692,1.02696e-26,9.83678e-26,1.03393e-25
52,1.07358,7.2921e-27,9.87017e-26,1.02672e-25
53,1.06988,6.89281e-27,1.00296e-25,1.04118e-25
54,1.06583,5.91279e-27,1.08322e-25,1.10794e-25
55,1.06144,5.71504e-27,1.12217e-25,1.11756e-25
56,1.0567,5.28795e-27,1.12863e-25,1.128e-25
57,1.05162,5.44986e-27,1.00266e-25,1.10416e-25
58,1.04622,6.00425e-27,1.10659e-25,1.08323e-25
59,1.04048,8.00064e-27,1.03923e-25,1.07088e-25
60,1.03444,8.91471e-27,9.84027e-26,1.03252e-25
61,1.02808,1.22758e-26,9.66719e-26,1.05684e-25
62,1.02143,1.34694e-26,9.98295e-26,9.94438e-26
63,1.0145,1.9315e-26,9.48223e-26,9.56938e-26
64,1.00729,2.21337e-26,9.93572e-26,1.03242e-25
65,0.99982,2.42727e-26,9.41885e-26,9.63863e-26
66,0.992104,2.94129e-26,9.84724e-26,9.97621e-26
