t,T+R,N_0,N_1,N_2
0,0.999998,3.30276e-26,1.15042e-31,1.35943e-31
1,0.999792,3.32332e-26,1.32322e-29,1.70417e-29
2,0.999243,3.37329e-26,4.70982e-29,6.39429e-29
3,0.998352,3.42962e-26,1.04183e-28,1.4589e-28
4,0.997124,3.36106e-26,1.8075e-28,2.6277e-28
5,0.995562,3.32333e-26,2.80621e-28,4.06531e-28
6,0.993672,3.34097e-26,4.12312e-28,5.87886e-28
7,0.99146,3.32431e-26,5.63638e-28,7.98034e-28
8,0.988935,3.31596e-26,7.60419e-28,1.04135e-27
9,0.986104,3.24955e-26,9.97357e-28,1.32712e-27
10,0.982979,3.16413e-26,1.1901e-27,1.61855e-27
11,0.97957,3.09844e-26,1.45778e-27,1.95581e-27
12,0.97589,3.11365e-26,1.64122e-27,2.22736e-27
13,0.97195,3.03621e-26,1.90932e-27,2.55652e-27
14,0.967766,2.9864e-26,2.22743e-27,2.92813e-27
15,0.963352,2.75289e-26,2.37224e-27,3.10287e-27
16,0.958723,2.78475e-26,2.6565e-27,3.53623e-27
17,0.953897,2.87439e-26,2.87275e-27,3.75462e-27
18,0.948891,2.66788e-26,3.19183e-27,3.93265e-27
19,0.943722,2.48183e-26,3.73443e-27,4.3882e-27
20,0.938409,2.35356e-26,4.45007e-27,5.01158e-27
21,0.932972,2.2549e-26,4.80227e-27,5.4656e-27
22,0.927429,2.11112e-26,5.17938e-27,5.8452e-27
23,0.921802,2.06805e-26,6.0417e-27,6.19265e-27
24,0.91611,1.84168e-26,6.73253e-27,6.70081e-27
25,0.910374,1.64709e-26,7.00366e-27,7.17727e-27
26,0.904616,1.65508e-26,7.26408e-27,7.92136e-27
27,0.898857,1.61769e-26,7.26799e-27,7.79297e-27
28,0.893118,1.60304e-26,7.84578e-27,7.68709e-27
29,0.887421,1.39761e-26,8.71334e-27,8.67595e-27
30,0.881788,1.3633e-26,7.99794e-27,8.52501e-27
31,0.876238,1.27337e-26,8.85617e-27,8.7319e-27
32,0.870795,1.21724e-26,8.5792e-27,9.86323e-27
33,0.865478,1.11028e-26,8.98162e-27,9.46947e-27
34,0.860309,9.37281e-27,1.01488e-26,9.89465e-27
35,0.855307,8.56902e-27,1.00747e-26,1.11096e-26
36,0.850494,8.05214e-27,9.90347e-27,1.0333e-26
37,0.845887,7.65428e-27,9.97546e-27,1.12893e-26
38,0.841507,6.72497e-27,1.08975e-26,1.18072e-26
39,0.837371,5.32414e-27,1.14875e-26,1.23074e-26
40,0.833498,5.60549e-27,1.17022e-26,1.19374e-26
41,0.829903,4.53081e-27,1.15301e-26,1.35933e-26
42,0.826604,3.87414e-27,1.20176e-26,1.33546e-26
43,0.823615,3.35952e-27,1.13076e-26,1.28989e-26
44,0.820951,2.27755e-27,1.30669e-26,1.40374e-26
45,0.818625,2.22399e-27,1.3109e-26,1.29256e-26
46,0.81665,1.96662e-27,1.21314e-26,1.27752e-26
47,0.815037,1.93603e-27,1.28195e-26,1.38893e-26
48,0.813797,1.50497e-27,1.26412e-26,1.36034e-26
49,0.81294,1.30324e-27,1.49492e-26,1.32633e-26
50,0.812472,1.57665e-27,1.47633e-26,1.44178e-26
51,0.812401,1.48227e-27,1.3397e-26,1.42765e-26
52,0.812734,1.14947e-27,1.4174e-26,1.46329e-26
53,0.813474,1.33123e-27,1.58775e-26,1.63599e-26
54,0.814626,1.19235e-27,1.61618e-26,1.43461e-26
55,0.816191,1.6934e-27,1.75424e-26,1.58698e-26
56,0.81817,1.95753e-27,1.57603e-26,1.69927e-26
57,0.820564,1.87622e-27,1.65755e-26,1.58958e-26
58,0.823369,2.31948e-27,1.84362e-26,1.72559e-26
59,0.826585,2.35328e-27,1.67755e-26,1.69646e-26
60,0.830206,3.06143e-27,1.83482e-26,1.72025e-26
61,0.834227,3.39562e-27,1.71762e-26,1.67295e-26
62,0.838642,4.04276e-27,1.76738e-26,1.61234e-26
63,0.843443,3.81924e-27,1.91011e-26,1.70941e-26
64,0.848621,4.75524e-27,1.72721e-26,1.72304e-26
65,0.854166,4.50419e-27,1.79294e-26,1.573e-26
66,0.860067,5.30679e-27,1.62783e-26,1.49436e-26
67,0.866311,5.25908e-27,1.7192e-26,1.46782e-26
68,0.872885,5.9932e-27,1.54278e-26,1.45735e-26
69,0.879775,6.38877e-27,1.56088e-26,1.33304e-26
70,0.886966,7.47221e-27,1.45516e-26,1.39767e-26
71,0.89444,8.01083e-27,1.38161e-26,1.28405e-26
72,0.902181,8.41361e-27,1.52167e-26,1.28309e-26
73,0.910171,8.48952e-27,1.39009e-26,1.09342e-26
74,0.918391,9.77847e-27,1.36841e-26,1.13875e-26
75,0.926821,1.08103e-26,1.27944e-26,1.16799e-26
76,0.935441,1.07289e-26,1.26316e-26,1.07799e-26
77,0.944231,1.22078e-26,1.1627e-26,8.946e-27
78,0.953169,1.29912e-26,1.14695e-26,8.58629e-27
79,0.962234,1.41619e-26,9.90126e-27,8.83703e-27
80,0.971403,1.6225e-26,1.05919e-26,8.18998e-27
81,0.980653,1.52389e-26,9.49376e-27,7.64293e-27
82,0.989962,1.74677e-26,8.9505e-27,6.52136e-27
83,0.999308,1.88201e-26,7.38569e-27,5.60157e-27
84,1.00867,1.89447e-26,6.88567e-27,5.14993e-27
85,1.01801,2.13784e-26,5.76812e-27,5.60932e-27
86,1.02733,2.05357e-26,5.43457e-27,5.31997e-27
87,1.03659,2.36659e-26,5.44444e-27,3.85887e-27
88,1.04577,2.18139e-26,4.00424e-27,4.25641e-27
89,1.05485,2.35838e-26,6.18207e-27,4.34646e-27
90,1.06381,2.27704e-26,3.69878e-27,4.06366e-27
91,1.07262,2.31704e-26,3.83821e-27,4.09769e-27
92,1.08126,2.53448e-26,3.55676e-27,3.17388e-27
93,1.08972,2.50344e-26,3.34992e-27,2.84632e-27
94,1.09797,2.19812e-26,3.16147e-27,3.22692e-27
95,1.106,2.85678e-26,2.89379e-27,2.10443e-27
96,1.11378,3.07142e-26,1.89945e-27,1.79663e-27
97,1.1213,2.97536e-26,1.24876e-27,1.69256e-27
98,1.12854,3.20457e-26,1.91876e-27,9.23988e-28
99,1.13549,3.49105e-26,1.60057e-27,7.42017e-28
100,1.14213,3.5611e-26,8.5328e-28,6.6276e-28
101,1.14844,3.58193e-26,8.05347e-28,5.64017e-28
102,1.15442,3.66823e-26,1.08907e-27,3.76551e-28
103,1.16004,3.66666e-26,9.76389e-28,2.97195e-28
104,1.16532,3.80706e-26,5.56156e-28,8.7033e-29
105,1.17022,3.23799e-26,6.05032e-28,7.72748e-29
106,1.17475,3.54443e-26,3.65431e-28,1.56679e-28
107,1.1789,3.19231e-26,5.72573e-28,-1.92884e-29
108,1.18266,3.62697e-26,1.8952e-28,7.04007e-29
109,1.18603,3.21875e-26,3.35788e-29,-3.19157e-29
110,1.18901,3.38782e-26,6.22212e-29,1.04591e-28
111,1.1916,2.80931e-26,2.75414e-29,3.50101e-28
112,1.19379,3.06865e-26,1.09832e-29,2.93491e-28
113,1.1956,3.14726e-26,1.90023e-28,5.49298e-28
114,1.19701,3.29693e-26,4.49248e-28,4.20254e-28
115,1.19805,2.96921e-26,8.83126e-28,9.30239e-28
116,1.1987,2.87533e-26,6.02758e-28,1.18402e-27
117,1.19899,2.94068e-26,1.09497e-27,1.51556e-27
118,1.19892,2.94462e-26,1.3638e-27,1.42646e-27
119,1.1985,3.28399e-26,1.43338e-27,2.08881e-27
120,1.19774,2.82055e-26,1.96937e-27,1.86689e-27
121,1.19666,2.8615e-26,1.9066e-27,2.62467e-27
122,1.19527,2.95374e-26,2.02608e-27,2.56229e-27
123,1.19358,2.87844e-26,2.36888e-27,2.39421e-27
124,1.19162,2.26727e-26,2.10933e-27,2.47192e-27
125,1.18939,2.16269e-26,2.85492e-27,2.47533e-27
126,1.18693,2.18989e-26,2.27294e-27,2.37783e-27
127,1.18424,2.23711e-26,2.61392e-27,3.03337e-27
128,1.18136,2.23801e-26,2.60928e-27,3.02054e-27
129,1.1783,1.99457e-26,2.49534e-27,3.31139e-27
130,1.17509,1.70561e-26,3.10228e-27,3.63238e-27
131,1.17175,1.69425e-26,3.28731e-27,3.50474e-27
132,1.16831,1.56667e-26,3.99288e-27,5.09092e-27
133,1.16478,1.20701e-26,2.82131e-27,3.99629e-27
134,1.1612,1.01812e-26,3.95435e-27,4.98372e-27
135,1.1576,8.24594e-27,4.23087e-27,4.20947e-27
136,1.15399,9.22106e-27,3.10253e-27,3.65505e-27
137,1.15041,8.50623e-27,2.99782e-27,2.57392e-27
138,1.14689,8.20386e-27,2.42533e-27,3.87922e-27
139,1.14345,8.75012e-27,4.32893e-27,4.71291e-27
140,1.14012,8.57003e-27,4.89335e-27,5.58556e-27
141,1.13693,7.60683e-27,4.89655e-27,5.8276e-27
142,1.1339,8.71958e-27,5.20455e-27,6.08992e-27
143,1.13107,8.53457e-27,8.83255e-27,9.25766e-27
144,1.12846,6.97563e-27,9.58562e-27,1.0404e-26
145,1.1261,7.43587e-27,1.03767e-26,1.26988e-26
146,1.12401,4.94117e-27,1.26038e-26,1.33277e-26
147,1.12222,5.19939e-27,1.37289e-26,1.50298e-26
148,1.12076,4.63531e-27,1.35848e-26,1.64812e-26
149,1.11965,4.234e-27,1.47747e-26,1.5912e-26
150,1.11891,3.5142e-27,1.82345e-26,1.79791e-26
151,1.11857,3.24972e-27,2.03215e-26,1.9867e-26
152,1.11865,3.17844e-27,1.78089e-26,1.79348e-26
153,1.11918,3.14925e-27,1.85562e-26,1.93843e-26
154,1.12016,2.57595e-27,2.08948e-26,2.17684e-26
155,1.12162,2.00388e-27,2.10308e-26,1.77078e-26
156,1.12358,1.84842e-27,1.92869e-26,2.08003e-26
157,1.12606,1.03058e-27,2.17779e-26,2.02368e-26
158,1.12906,1.2142e-27,1.97371e-26,2.23543e-26
159,1.13261,9.77255e-28,1.79005e-26,1.78701e-26
160,1.13671,1.23788e-27,1.87214e-26,2.1251e-26
161,1.14138,8.88474e-28,1.96107e-26,2.15429e-26
162,1.14661,1.23629e-27,1.96004e-26,2.25457e-26
163,1.15243,8.53214e-28,1.79212e-26,2.42755e-26
164,1.15884,1.26493e-27,1.71482e-26,2.03593e-26
165,1.16584,1.5782e-27,1.83802e-26,2.19937e-26
166,1.17343,2.38171e-27,1.93184e-26,2.41318e-26
167,1.18162,2.7161e-27,1.90345e-26,2.34643e-26
168,1.1904,2.83001e-27,1.75732e-26,2.24951e-26
169,1.19976,3.27473e-27,1.57744e-26,2.09623e-26
170,1.20972,4.95409e-27,1.67185e-26,2.08459e-26
171,1.22025,4.64548e-27,1.92014e-26,2.30011e-26
172,1.23135,5.22846e-27,1.51438e-26,1.86226e-26
173,1.24301,5.30698e-27,1.29263e-26,1.64002e-26
174,1.25522,7.25082e-27,1.28617e-26,1.48478e-26
175,1.26797,7.71841e-27,8.64876e-27,1.24778e-26
176,1.28124,6.82266e-27,8.3705e-27,1.23126e-26
177,1.29501,7.59897e-27,5.13021e-27,7.09795e-27
178,1.30927,8.6797e-27,5.23077e-27,7.04384e-27
179,1.32399,7.27662e-27,3.24561e-27,6.92008e-27
180,1.33916,1.02555e-26,4.20337e-27,8.44757e-27
181,1.35475,9.46053e-27,5.02506e-27,9.22621e-27
182,1.37074,9.67476e-27,4.36108e-27,6.49165e-27
183,1.3871,9.3046e-27,3.55469e-27,7.47146e-27
184,1.40381,1.05255e-26,3.81804e-27,8.85345e-27
185,1.42084,1.01256e-26,5.21301e-27,7.04665e-27
186,1.43816,7.51296e-27,4.55163e-27,7.38173e-27
187,1.45574,3.24488e-27,4.20647e-27,7.40223e-27
188,1.47355,4.39512e-27,4.26533e-27,6.47926e-27
189,1.49156,9.43421e-27,1.39456e-27,4.21149e-27
190,1.50974,8.97115e-27,3.94468e-27,5.44277e-27
191,1.52805,4.36056e-27,6.52678e-27,8.97647e-27
192,1.54646,5.98991e-27,4.62232e-27,7.18233e-27
193,1.56494,4.5208e-27,4.21514e-27,6.41152e-27
194,1.58346,1.07821e-26,4.64152e-27,4.09276e-27
195,1.60198,1.89099e-26,4.82922e-27,5.44351e-27
196,1.62046,2.01523e-26,5.59454e-27,8.19772e-27
197,1.63887,1.78254e-26,6.19095e-27,7.32195e-27
198,1.65719,1.05646e-26,4.01652e-27,7.10974e-27
199,1.67537,2.02415e-26,2.20909e-27,3.29941e-27
200,1.69338,2.92697e-26,3.25385e-27,4.16683e-27
201,1.71119,1.76899e-26,3.82947e-27,5.68531e-27
202,1.72877,1.77176e-26,1.59739e-27,3.62681e-27
203,1.74609,1.19516e-26,1.58954e-27,1.83072e-27
204,1.76312,2.39142e-26,9.47025e-28,1.31131e-27
205,1.77982,2.25834e-26,8.25127e-28,2.2562e-27
206,1.79617,1.76639e-26,8.18281e-28,2.24135e-27
207,1.81215,1.85527e-26,4.88013e-28,1.6418e-27
208,1.82773,1.63992e-26,-1.84391e-29,1.50101e-27
209,1.84288,3.09713e-26,1.41191e-28,9.67948e-28
210,1.85758,4.10772e-26,1.95701e-28,8.24597e-28
211,1.8718,3.61536e-26,1.87867e-28,4.71175e-28
212,1.88554,2.33239e-26,1.36828e-30,3.5822e-28
213,1.89878,3.7699e-26,3.44123e-29,3.01053e-28
214,1.91149,4.34728e-26,-2.01758e-30,2.12931e-28
215,1.92366,4.27562e-26,4.77099e-29,1.53334e-28
216,1.93529,3.76729e-26,1.85925e-28,7.99974e-29
217,1.94635,4.02799e-26,2.96557e-28,1.60761e-29
218,1.95685,4.77343e-26,4.16031e-28,7.56412e-29
219,1.96678,5.96406e-26,4.77783e-28,2.83505e-28
220,1.97614,5.37673e-26,7.38738e-28,2.91715e-28
221,1.98492,4.32165e-26,4.43617e-28,2.70065e-28
222,1.99313,4.73392e-26,8.84744e-28,3.42685e-28
223,2.00076,5.07838e-26,8.40435e-28,2.62896e-28
224,2.00783,4.76689e-26,1.31268e-27,5.0757e-28
225,2.01435,4.00658e-26,1.47641e-27,5.00572e-28
226,2.02032,2.95604e-26,1.86835e-27,4.53408e-28
227,2.02575,3.48154e-26,1.13997e-27,1.53614e-28
228,2.03067,3.44413e-26,1.27206e-27,5.20276e-28
229,2.03509,3.08044e-26,2.28024e-27,-5.01872e-28
230,2.03903,2.36555e-26,1.32296e-27,1.18391e-29
231,2.04252,1.99847e-26,2.68769e-27,2.25194e-28
232,2.04557,2.6839e-26,2.00915e-27,2.45375e-28
233,2.04821,2.91062e-26,3.05742e-27,6.35283e-28
234,2.05047,2.56106e-26,3.04034e-27,1.38107e-27
235,2.05239,1.96501e-26,4.57169e-27,3.44857e-27
236,2.054,2.25544e-26,3.91511e-27,2.6372e-27
237,2.05532,2.45734e-26,5.39283e-27,3.19903e-27
238,2.0564,1.71815e-26,6.22768e-27,2.75257e-27
239,2.05727,1.33425e-26,6.39624e-27,5.77943e-27
240,2.05797,1.32804e-26,7.29631e-27,5.27269e-27
241,2.05855,1.26322e-26,5.72913e-27,3.15285e-27
242,2.05905,1.27857e-26,5.1384e-27,4.55703e-27
243,2.0595,9.99446e-27,6.45657e-27,7.00829e-27
244,2.05996,7.47401e-27,6.94038e-27,3.78699e-27
245,2.06048,9.30031e-27,7.25132e-27,5.17211e-27
246,2.06108,9.92007e-27,8.34994e-27,6.68804e-27
247,2.06183,1.12963e-26,9.9684e-27,8.23315e-27
248,2.06278,9.2993e-27,1.42208e-26,1.01586e-26
249,2.06396,1.14179e-26,1.25391e-26,1.19886e-26
250,2.06543,1.04214e-26,1.21153e-26,1.18903e-26
251,2.06724,1.32863e-26,1.33544e-26,1.01827e-26
252,2.06943,1.08905e-26,1.98002e-26,1.70704e-26
253,2.07205,8.12464e-27,1.92197e-26,1.70879e-26
254,2.07516,8.91443e-27,1.7264e-26,1.52603e-26
255,2.0788,8.79551e-27,1.37516e-26,1.37854e-26
256,2.08301,6.23157e-27,1.57075e-26,1.42541e-26
257,2.08784,5.48637e-27,1.65724e-26,1.54085e-26
258,2.09334,3.94983e-27,1.25327e-26,1.16802e-26
259,2.09954,4.05324e-27,1.1253e-26,9.24672e-27
260,2.1065,3.27612e-27,1.05187e-26,8.80005e-27
261,2.11425,3.45645e-27,1.01578e-26,9.35441e-27
262,2.12284,1.49736e-27,1.09799e-26,1.00213e-26
263,2.13229,2.36034e-27,9.09473e-27,7.53197e-27
264,2.14265,2.21609e-27,1.14961e-26,9.47459e-27
265,2.15395,1.78518e-27,1.0762e-26,1.2352e-26
266,2.16622,9.33125e-28,1.17757e-26,1.36438e-26
267,2.17949,1.2692e-27,9.83445e-27,1.28751e-26
268,2.19378,6.49845e-28,8.81043e-27,1.07704e-26
269,2.20912,4.4627e-28,4.41617e-27,7.52773e-27
270,2.22554,1.6306e-28,6.36259e-27,9.44374e-27
271,2.24304,6.22179e-29,3.94418e-27,5.88451e-27
272,2.26165,7.67176e-29,2.231e-27,4.26354e-27
273,2.28138,3.48872e-28,1.71989e-27,5.1467e-27
274,2.30224,2.86301e-28,5.09548e-27,6.78641e-27
275,2.32424,4.05128e-28,8.87029e-27,9.30927e-27
276,2.34737,7.32626e-28,7.87907e-27,8.2685e-27
277,2.37164,1.57358e-27,1.14825e-26,1.3735e-26
278,2.39706,1.73698e-27,1.82358e-26,1.51074e-26
279,2.4236,1.71995e-27,2.35828e-26,1.95674e-26
280,2.45127,1.83321e-27,1.6663e-26,1.51781e-26
281,2.48004,2.57017e-27,1.66943e-26,1.66216e-26
282,2.50991,2.7017e-27,2.36453e-26,2.28482e-26
283,2.54086,1.41136e-27,2.52215e-26,2.2264e-26
284,2.57286,1.55446e-27,1.82622e-26,1.88057e-26
285,2.60589,6.54968e-28,1.66715e-26,1.3843e-26
286,2.63992,8.16948e-28,1.78546e-26,2.10414e-26
287,2.67492,-9.16017e-29,1.9231e-26,2.58643e-26
288,2.71085,-2.45792e-28,1.71045e-26,2.03658e-26
289,2.74768,-5.62789e-29,1.59085e-26,1.95372e-26
290,2.78537,9.40247e-28,1.52011e-26,1.91107e-26
291,2.82387,2.71542e-27,1.99059e-26,2.26116e-26
292,2.86315,4.60634e-27,1.72343e-26,2.26839e-26
293,2.90315,3.02515e-27,1.73433e-26,1.80797e-26
294,2.94382,8.03309e-27,1.5183e-26,1.75344e-26
295,2.98511,9.91441e-27,1.55731e-26,1.80531e-26
296,3.02696,7.89488e-27,1.31123e-26,1.97517e-26
297,3.06933,7.31508e-27,9.7404e-27,1.32251e-26
298,3.11215,5.57552e-27,6.30096e-27,9.52865e-27
299,3.15537,1.25461e-26,5.54796e-27,7.91384e-27
300,3.19892,1.06802e-26,2.41879e-27,3.75775e-27
301,3.24274,9.84617e-27,-1.14349e-27,4.38377e-27
302,3.28678,1.58438e-26,-5.71511e-28,1.98952e-27
303,3.33096,1.61436e-26,-1.4767e-27,4.17071e-28
304,3.37522,1.69137e-26,-7.83089e-28,8.61932e-28
305,3.41951,2.8398e-26,-7.19738e-28,-8.15624e-28
306,3.46375,2.98525e-26,7.21761e-28,8.73392e-28
307,3.50789,3.49367e-26,1.58801e-28,1.23504e-27
308,3.55186,4.42188e-26,-4.07263e-28,8.66718e-28
309,3.59559,4.51059e-26,4.9417e-28,1.79217e-27
310,3.63904,4.64611e-26,2.84536e-28,3.2383e-28
311,3.68213,5.32997e-26,-7.35113e-29,5.27471e-28
312,3.72481,5.64638e-26,-5.53307e-28,2.93441e-28
313,3.76703,4.75945e-26,6.76738e-28,3.69347e-28
314,3.80872,3.79233e-26,-9.91067e-28,8.51266e-28
315,3.84983,3.71023e-26,6.70661e-29,-4.33001e-28
316,3.89031,2.94075e-26,2.92674e-28,5.65146e-28
317,3.93012,2.61907e-26,7.79864e-29,-1.77717e-28
318,3.9692,1.86462e-26,-2.09195e-28,-6.00452e-30
319,4.00752,1.98815e-26,3.57223e-30,-6.40411e-30
320,4.04504,1.512e-26,-2.07141e-28,-4.6962e-29
321,4.08171,1.66053e-26,-1.21159e-28,-6.22456e-30
322,4.11751,1.68978e-26,-1.46429e-28,1.43677e-28
323,4.1524,2.0401e-26,2.92373e-28,4.02087e-28
324,4.18637,2.43909e-26,5.71905e-28,6.61355e-28
325,4.21938,1.79401e-26,6.71037e-28,7.86952e-28
326,4.25143,1.00655e-26,9.86003e-28,1.74026e-27
327,4.28249,6.26119e-27,7.90275e-28,1.47663e-27
328,4.31257,1.10135e-26,1.38952e-27,1.80865e-27
329,4.34164,3.43819e-27,2.18934e-27,1.7558e-27
330,4.36973,-8.78839e-27,2.44513e-27,2.85844e-27
331,4.39682,-2.6086e-27,2.11469e-27,2.83821e-27
332,4.42293,1.40475e-27,2.43079e-27,3.81479e-27
333,4.44808,-8.57867e-27,4.09527e-27,3.40119e-27
334,4.47227,-1.28592e-28,2.71466e-27,4.67347e-27
335,4.49554,9.08324e-28,2.65028e-27,5.10388e-27
336,4.51792,1.10338e-26,3.3383e-27,5.77458e-27
337,4.53943,1.0749e-26,3.34558e-27,5.36246e-27
338,4.56011,8.82982e-27,3.12539e-27,5.12016e-27
339,4.58001,1.29426e-26,7.24197e-28,4.86217e-27
340,4.59917,1.05662e-26,6.16609e-28,4.16808e-27
341,4.61764,1.3512e-26,1.35894e-27,4.51804e-27
342,4.63548,1.23738e-26,7.4277e-28,4.30276e-27
343,4.65275,1.16341e-26,8.72324e-28,5.29285e-27
344,4.66951,1.48819e-26,-1.34288e-27,2.80223e-27
345,4.68583,1.34897e-26,1.7821e-27,8.51727e-27
346,4.70178,1.48368e-26,7.13055e-28,6.62188e-27
347,4.71743,2.12355e-26,2.2065e-27,7.31336e-27
348,4.73287,2.39934e-26,8.70279e-28,9.16248e-27
349,4.74817,2.03115e-26,2.16431e-27,9.22124e-27
350,4.76342,2.49989e-26,3.77662e-27,7.94758e-27
351,4.7787,2.52872e-26,2.56943e-27,1.23934e-26
352,4.79411,2.27174e-26,5.19398e-27,1.17141e-26
353,4.80972,2.07459e-26,9.38941e-27,1.59366e-26
354,4.82565,1.72476e-26,1.16235e-26,1.84676e-26
355,4.84198,1.50877e-26,1.02771e-26,2.02433e-26
356,4.8588,1.25988e-26,1.76909e-26,2.43268e-26
357,4.87622,1.12686e-26,1.94113e-26,2.6873e-26
358,4.89432,9.02248e-27,2.2257e-26,2.93066e-26
359,4.91322,6.53966e-27,2.00426e-26,3.18971e-26
360,4.93299,6.50817e-27,2.75522e-26,3.69524e-26
361,4.95375,4.77661e-27,2.96196e-26,3.66957e-26
362,4.97558,3.20146e-27,2.79777e-26,4.14183e-26
363,4.99859,3.22682e-27,2.66159e-26,4.19053e-26
364,5.02285,2.00607e-27,2.34799e-26,3.9429e-26
365,5.04847,1.24936e-27,2.24351e-26,3.8015e-26
366,5.07554,4.50418e-28,2.41543e-26,3.72093e-26
367,5.10414,2.3497e-28,2.0649e-26,3.5536e-26
368,5.13435,-6.02915e-29,1.82728e-26,3.15237e-26
369,5.16625,-5.36727e-28,1.45892e-26,2.33428e-26
370,5.19993,-7.1768e-28,1.08732e-26,2.13141e-26
371,5.23546,-5.93497e-28,7.24338e-27,1.54416e-26
372,5.27289,-5.72094e-28,5.73273e-27,1.45717e-26
373,5.31231,-8.64473e-28,1.09592e-27,5.90599e-27
374,5.35377,-1.03485e-27,-1.16268e-27,3.60582e-27
375,5.39732,-4.32267e-28,-2.9789e-27,8.35331e-28
376,5.44302,-1.3694e-27,-5.12712e-27,-2.96841e-27
377,5.4909,-4.86568e-28,-6.39343e-27,-4.10032e-27
378,5.54102,-1.20086e-27,-5.2533e-27,-3.44512e-27
379,5.59339,-8.29679e-28,-3.97888e-27,-5.15775e-27
380,5.64805,-4.47441e-28,-2.2494e-27,-2.7852e-27
381,5.70502,-4.5753e-28,-1.23997e-27,-3.14214e-27
382,5.76431,6.33437e-28,2.43015e-27,5.05476e-27
383,5.82594,4.33426e-30,5.72173e-27,4.84036e-27
384,5.88989,1.73643e-27,2.25574e-27,5.86298e-27
385,5.95617,1.49283e-27,7.37353e-27,9.43524e-27
386,6.02476,3.68351e-27,8.95779e-27,6.98682e-27
387,6.09565,4.09892e-27,8.83048e-27,8.69185e-27
388,6.16881,3.64741e-27,7.46643e-27,1.02023e-26
389,6.2442,5.9661e-27,1.35394e-26,1.55787e-26
390,6.32179,8.18814e-27,1.15999e-26,1.12108e-26
391,6.40153,8.14177e-27,1.12037e-26,1.13359e-26
392,6.48337,8.94947e-27,1.48448e-26,1.05412e-26
393,6.56725,9.37431e-27,1.5689e-26,7.9469e-27
394,6.6531,1.04898e-26,1.02624e-26,1.25035e-26
395,6.74085,1.13078e-26,1.28447e-26,6.03469e-27
396,6.83044,8.4335e-27,1.45583e-26,7.2481e-27
397,6.92176,1.17724e-26,1.1447e-26,2.93732e-27
398,7.01474,1.20166e-26,1.01963e-26,2.62217e-27
399,7.10928,1.10944e-26,1.04733e-26,3.81107e-27
400,7.20528,9.45267e-27,7.89882e-27,-3.97618e-28
401,7.30264,7.35318e-27,8.60846e-27,6.05998e-29
402,7.40125,8.27241e-27,5.90168e-27,-1.11102e-27
403,7.50101,3.88575e-27,3.52153e-27,-1.76334e-27
404,7.60179,6.21615e-27,4.07013e-27,-2.24005e-27
405,7.70349,1.4917e-27,4.87819e-27,9.51516e-28
406,7.80597,2.18861e-27,3.16767e-27,-5.07327e-28
407,7.90912,4.34612e-27,-3.33942e-30,-2.46118e-27
408,8.01282,2.39611e-27,2.5877e-27,-8.55792e-28
409,8.11693,3.20841e-27,1.77151e-27,-4.95143e-28
410,8.22133,8.23053e-27,-3.01336e-28,9.38234e-28
411,8.3259,8.30307e-27,1.62345e-27,2.5488e-27
412,8.4305,6.41019e-27,2.82049e-27,2.8556e-27
413,8.53502,1.66138e-26,2.73843e-27,3.21131e-27
414,8.63933,1.19273e-26,3.97336e-27,3.21024e-27
415,8.74329,2.09583e-26,2.83199e-27,2.95217e-27
416,8.8468,1.54312e-26,2.8683e-27,3.37906e-27
