t,T+R,N_0,N_1
0,1,1.36648e-21,3.92801e-40
10,1,1.36577e-21,2.544e-33
20,1,1.36615e-21,2.88626e-34
30,1,1.36577e-21,6.42429e-33
40,1,1.36508e-21,5.95765e-32
50,1,1.36638e-21,1.61859e-31
60,1,1.36643e-21,6.55487e-31
70,1,1.36788e-21,3.74231e-31
80,1,1.3667e-21,3.73725e-31
90,1,1.36797e-21,4.41708e-31
100,1,1.36647e-21,6.52012e-31
110,1.00003,1.36773e-21,7.66995e-31
120,1.00903,1.36545e-21,1.75192e-30
130,0.853344,1.36477e-21,2.02728e-29
140,0.342054,1.36394e-21,2.42826e-29
150,0.0529665,1.36552e-21,4.58988e-27
160,0.0671428,1.50017e-21,5.81674e-23
170,0.141813,2.10889e-20,1.23327e-19
180,0.565439,4.8686e-18,7.2478e-17
190,1.22601,6.21893e-16,1.38467e-14
200,1.20247,3.44794e-14,1.00603e-12
210,0.868897,1.15919e-12,3.33085e-11
220,1.0704,2.65313e-11,5.8965e-10
230,0.962046,3.9244e-10,6.1493e-09
240,1.01124,3.69378e-09,4.02295e-08
250,1.00397,2.24919e-08,1.71985e-07
260,0.992305,9.04393e-08,4.91378e-07
270,0.998423,2.42864e-07,9.43336e-07
280,1.00158,4.35177e-07,1.20418e-06
290,0.999736,5.16172e-07,1.00055e-06
300,0.998214,4.09471e-07,5.39763e-07
310,0.998469,2.42535e-07,2.16794e-07
320,0.999117,1.38814e-07,9.15298e-08
330,0.999257,8.20286e-08,3.96055e-08
340,0.999096,4.5159e-08,1.50862e-08
350,0.998998,2.47359e-08,5.8931e-09
360,0.998996,1.31477e-08,2.1749e-09
370,0.999002,6.85172e-09,8.45359e-10
380,0.99901,3.4869e-09,3.72936e-10
390,0.999034,1.73824e-09,2.05892e-10
400,0.99905,8.44606e-10,1.36835e-10
410,0.999036,4.01865e-10,9.80727e-11
420,0.999014,1.85756e-10,6.99822e-11
430,0.999012,8.38115e-11,4.85684e-11
440,0.999026,3.66535e-11,3.22606e-11
450,0.999035,1.55549e-11,2.07018e-11
460,0.99903,6.41119e-12,1.27999e-11
470,0.999023,2.56804e-12,7.65784e-12
480,0.999022,1.01924e-12,4.4525e-12
490,0.999025,4.13841e-13,2.51564e-12
