t,T+R,N_0,N_1,N_2,N_3
0,1,1.36648e-21,3.928e-40,3.5548e-46,2.90445e-52
10,1,1.36544e-21,2.81111e-33,4.34003e-35,7.6977e-37
20,1,1.36536e-21,4.38697e-34,2.52239e-35,4.28645e-36
30,1,1.36627e-21,1.76101e-33,2.28602e-35,2.79245e-36
40,1,1.36685e-21,4.59683e-32,5.79313e-33,8.96516e-34
50,1,1.36717e-21,1.36402e-31,1.48304e-32,2.49541e-33
60,1,1.36794e-21,3.88058e-31,7.76782e-32,2.16021e-32
70,1,1.36868e-21,8.99737e-32,1.76604e-31,1.56756e-31
80,1,1.36923e-21,1.46386e-30,3.08276e-30,2.25546e-29
90,1,1.36995e-21,8.93764e-30,3.51772e-30,3.30087e-29
100,1,1.36999e-21,2.72241e-29,1.31727e-29,2.09414e-29
110,1.00003,1.37079e-21,5.21802e-29,9.21793e-31,1.04826e-29
120,1.00903,1.36949e-21,2.93471e-28,1.46873e-29,5.76338e-29
130,0.853309,1.36963e-21,3.77904e-29,8.36285e-30,7.10064e-29
140,0.342139,1.36853e-21,1.48755e-31,3.52349e-29,2.39037e-28
150,0.0530819,1.3689e-21,2.14992e-27,2.37217e-28,5.4987e-27
160,0.0669073,1.51894e-21,2.15412e-23,3.21113e-24,4.27088e-23
170,0.142464,3.83657e-20,4.61545e-20,6.26527e-21,9.17286e-20
180,0.56474,1.29171e-17,2.77027e-17,4.17336e-18,5.39215e-17
190,1.22533,1.99979e-15,5.47271e-15,1.08665e-15,1.0162e-14
200,1.20258,1.20833e-13,4.13596e-13,1.13943e-13,7.22264e-13
210,0.868921,3.48953e-12,1.4169e-11,5.1802e-12,2.35489e-11
220,1.07015,5.8255e-11,2.56519e-10,1.1552e-10,4.20294e-10
230,0.961974,6.24018e-10,2.70367e-09,1.41506e-09,4.56716e-09
240,1.0111,4.55154e-09,1.767e-08,1.03482e-08,3.22382e-08
250,1.00381,2.31434e-08,7.47309e-08,4.81779e-08,1.5299e-07
260,0.992194,8.20916e-08,2.09958e-07,1.50426e-07,4.93546e-07
270,0.998233,2.00703e-07,3.96944e-07,3.28428e-07,1.07529e-06
280,1.00144,3.31911e-07,5.07359e-07,5.13858e-07,1.55118e-06
290,0.999669,3.6473e-07,4.43169e-07,5.74115e-07,1.44256e-06
300,0.998059,2.70054e-07,2.80999e-07,4.51319e-07,8.59069e-07
310,0.998237,1.54744e-07,1.54804e-07,2.67784e-07,3.69338e-07
320,0.998959,8.98309e-08,8.895e-08,1.5349e-07,1.60842e-07
330,0.999185,5.36227e-08,5.06404e-08,9.04694e-08,7.49645e-08
340,0.998994,3.03617e-08,2.76578e-08,4.75385e-08,3.25285e-08
350,0.998819,1.74359e-08,1.48918e-08,2.42059e-08,1.54651e-08
360,0.998802,9.80709e-09,7.62167e-09,1.17311e-08,7.58744e-09
370,0.998855,5.49246e-09,3.71925e-09,5.54943e-09,3.83832e-09
380,0.9989,3.01958e-09,1.69777e-09,2.62227e-09,1.94681e-09
390,0.998912,1.63681e-09,7.26098e-10,1.25159e-09,9.69751e-10
400,0.998892,8.66068e-10,2.91376e-10,6.02662e-10,4.76785e-10
410,0.998868,4.48996e-10,1.14279e-10,2.88042e-10,2.36283e-10
420,0.998866,2.26771e-10,4.75276e-11,1.325e-10,1.19675e-10
430,0.998881,1.12065e-10,2.35106e-11,5.80839e-11,6.312e-11
440,0.99889,5.42399e-11,1.39945e-11,2.38581e-11,3.36281e-11
450,0.998886,2.5795e-11,9.15342e-12,9.48845e-12,1.78013e-11
460,0.998878,1.21222e-11,6.02562e-12,3.85016e-12,9.02978e-12
470,0.998877,5.63663e-12,3.86945e-12,1.73459e-12,4.30761e-12
480,0.998881,2.60386e-12,2.42372e-12,8.91618e-13,1.92497e-12
490,0.998883,1.19826e-12,1.49023e-12,4.81659e-13,8.00735e-13
500,0.998882,5.50279e-13,9.03619e-13,2.52556e-13,3.15912e-13
600,0.998881,1.08421e-15,8.5463e-16,2.57959e-17,8.63584e-16
700,0.998881,1.26363e-18,5.95028e-19,1.76586e-18,9.26397e-19
800,0.998881,1.15237e-19,2.95265e-19,3.85402e-20,4.70639e-19
