t,T+R,N_0,N_1
0,1,4.54037e-23,1.75886e-43
10,1,4.53721e-23,4.15855e-36
20,1,4.53434e-23,1.64847e-34
30,1,4.53241e-23,1.46659e-32
40,1,4.52969e-23,1.48032e-32
50,1,4.52607e-23,1.61177e-31
60,1,4.5233e-23,1.45452e-30
70,1,4.52597e-23,2.82079e-30
80,1,4.52747e-23,3.55281e-30
90,1,4.52901e-23,3.96243e-30
100,1,4.52925e-23,3.20635e-30
110,1,4.53142e-23,2.0972e-30
120,1.00001,4.5336e-23,3.15436e-30
130,1.00041,4.53431e-23,3.49089e-30
140,1.01795,4.53573e-23,8.17817e-30
150,0.93517,4.44935e-23,9.60515e-26
160,1.46027,3.31101e-22,6.70339e-22
170,0.659139,2.39545e-19,1.35231e-18
180,0.191865,1.34239e-16,9.64586e-16
190,0.0387795,2.95586e-14,2.84502e-13
200,0.071266,2.90286e-12,3.91314e-11
210,0.076947,1.37498e-10,2.75226e-09
220,0.156085,3.29762e-09,1.06073e-07
230,0.238401,4.12007e-08,2.35244e-06
240,0.384084,2.90731e-07,3.0944e-05
250,0.572346,1.81951e-06,0.000244324
260,0.793943,1.57853e-05,0.00114925
270,0.988835,0.000105818,0.00312185
280,1.09854,0.000389751,0.00458992
290,1.10072,0.000750879,0.00322943
300,1.04056,0.000754382,0.000852322
310,0.985529,0.000427805,7.42865e-05
320,0.969438,0.000189849,0.000155436
330,0.98198,0.000104869,0.000309235
340,0.997479,8.90355e-05,0.000290272
350,1.00252,8.44241e-05,0.000209657
360,0.999571,6.16137e-05,0.000152602
370,0.996031,2.90158e-05,0.000142946
380,0.995284,6.16174e-06,0.000148834
390,0.996146,2.01e-07,0.000147978
400,0.996604,4.54453e-06,0.000143531
410,0.996221,9.41145e-06,0.000144807
420,0.99576,1.02095e-05,0.000152031
430,0.995805,8.0932e-06,0.000158118
440,0.996205,5.98072e-06,0.000158115
450,0.996494,5.3354e-06,0.000153624
460,0.996452,5.76835e-06,0.000149518
470,0.996225,6.31404e-06,0.000148749
480,0.996062,6.48446e-06,0.000150602
490,0.996066,6.37718e-06,0.000152649
500,0.996165,6.25691e-06,0.000153316
600,0.996196,6.26783e-06,0.00015193
700,0.996197,6.26695e-06,0.000151962
800,0.996197,6.26686e-06,0.000151963
900,0.996197,6.26686e-06,0.000151963
1000,0.996197,6.26686e-06,0.000151963
1100,0.996197,6.26686e-06,0.000151963
1200,0.996197,6.26686e-06,0.000151963
1300,0.996197,6.26686e-06,0.000151963
1400,0.996197,6.26686e-06,0.000151963
1500,0.996197,6.26686e-06,0.000151963
1600,0.996197,6.26686e-06,0.000151963
1700,0.996197,6.26686e-06,0.000151963
1800,0.996197,6.26686e-06,0.000151963
1900,0.996197,6.26686e-06,0.000151963
2000,0.996197,6.26686e-06,0.000151963
2100,0.996197,6.26686e-06,0.000151963
2200,0.996197,6.26686e-06,0.000151963
2300,0.996197,6.26686e-06,0.000151963
2400,0.996197,6.26686e-06,0.000151963
2500,0.996197,6.26686e-06,0.000151963
2600,0.996197,6.26686e-06,0.000151963
2700,0.996197,6.26686e-06,0.000151963
2800,0.996197,6.26686e-06,0.000151963
2900,0.996197,6.26686e-06,0.000151963
3000,0.996197,6.26686e-06,0.000151963
3100,0.996197,6.26686e-06,0.000151963
3200,0.996197,6.26686e-06,0.000151963
3300,0.996197,6.26686e-06,0.000151963
3400,0.996197,6.26686e-06,0.000151963
3500,0.996197,6.26686e-06,0.000151963
3600,0.996197,6.26686e-06,0.000151963
3700,0.996197,6.26686e-06,0.000151963
3800,0.996197,6.26686e-06,0.000151963
3900,0.996197,6.26686e-06,0.000151963
4000,0.996197,6.26686e-06,0.000151963
4100,0.996197,6.26686e-06,0.000151963
4200,0.996197,6.26686e-06,0.000151963
4300,0.996197,6.26686e-06,0.000151963
4400,0.996197,6.26686e-06,0.000151963
4500,0.996197,6.26686e-06,0.000151963
4600,0.996197,6.26686e-06,0.000151963
4700,0.996197,6.26686e-06,0.000151963
4800,0.996197,6.26686e-06,0.000151963
4900,0.996197,6.26686e-06,0.000151963
5000,0.996197,6.26686e-06,0.000151963
5100,0.996197,6.26686e-06,0.000151963
5200,0.996197,6.26686e-06,0.000151963
5300,0.996197,6.26686e-06,0.000151963
5400,0.996197,6.26686e-06,0.000151963
5500,0.996197,6.26686e-06,0.000151963
5600,0.996197,6.26686e-06,0.000151963
5700,0.996197,6.26686e-06,0.000151963
5800,0.996197,6.26686e-06,0.000151963
5900,0.996197,6.26686e-06,0.000151963
6000,0.996197,6.26686e-06,0.000151963
6100,0.996197,6.26686e-06,0.000151963
6200,0.996197,6.26686e-06,0.000151963
6300,0.996197,6.26686e-06,0.000151963
6400,0.996197,6.26686e-06,0.000151963
6500,0.996197,6.26686e-06,0.000151963
6600,0.996197,6.26686e-06,0.000151963
6700,0.996197,6.26686e-06,0.000151963
6800,0.996197,6.26686e-06,0.000151963
6900,0.996197,6.26686e-06,0.000151963
7000,0.996197,6.26686e-06,0.000151963
7100,0.996197,6.26686e-06,0.000151963
7200,0.996197,6.26686e-06,0.000151963
7300,0.996197,6.26686e-06,0.000151963
7400,0.996197,6.26686e-06,0.000151963
7500,0.996197,6.26686e-06,0.000151963
7600,0.996197,6.26686e-06,0.000151963
7700,0.996197,6.26686e-06,0.000151963
7800,0.996197,6.26686e-06,0.000151963
7900,0.996197,6.26686e-06,0.000151963
8000,0.996197,6.26686e-06,0.000151963
8100,0.996197,6.26686e-06,0.000151963
8200,0.996197,6.26686e-06,0.000151963
8300,0.996197,6.26686e-06,0.000151963
8400,0.996197,6.26686e-06,0.000151963
