t,T+R,N_0,N_1,N_2
0,1,4.54037e-23,1.75886e-43,1.59372e-49
10,1,4.53814e-23,6.86526e-36,5.86831e-38
20,1,4.53628e-23,1.67915e-34,4.53691e-36
30,1,4.53709e-23,1.19465e-32,5.14738e-34
40,1,4.537e-23,1.05589e-32,8.82716e-34
50,1,4.53174e-23,1.54461e-31,2.53841e-32
60,1,4.52945e-23,1.21453e-30,2.4556e-31
70,1,4.53332e-23,2.07685e-30,5.33316e-31
80,1,4.53408e-23,2.54559e-30,6.09773e-31
90,1,4.53099e-23,3.72755e-30,1.23546e-30
100,1,4.53333e-23,5.35067e-30,1.06013e-29
110,1,4.5363e-23,1.04959e-29,2.61288e-29
120,1.00001,4.53809e-23,1.2293e-29,3.04957e-29
130,1.00041,4.53541e-23,3.67944e-30,1.86833e-29
140,1.01798,4.53986e-23,1.29504e-30,1.06623e-29
150,0.934996,4.43227e-23,1.54227e-26,8.2371e-26
160,1.46035,4.992e-22,7.90307e-23,5.8456e-22
170,0.659426,4.97036e-19,1.11671e-19,1.20466e-18
180,0.191144,3.31821e-16,5.11731e-17,8.71486e-16
190,0.0396151,9.14767e-14,8.67476e-15,2.58553e-13
200,0.0706059,1.19028e-11,6.29007e-13,3.54352e-11
210,0.0772826,8.02545e-10,2.97786e-11,2.45759e-09
220,0.155631,3.00457e-08,1.65338e-09,9.23352e-08
230,0.237925,6.55591e-07,7.34358e-08,1.97104e-06
240,0.382948,8.59066e-06,1.82271e-06,2.45843e-05
250,0.570422,6.84714e-05,2.46691e-05,0.000180517
260,0.791264,0.000330605,0.000186689,0.000767279
270,0.985972,0.00094598,0.000795696,0.00179163
280,1.09619,0.00153805,0.00187211,0.00203709
290,1.09917,0.001337,0.00231197,0.000824858
300,1.03918,0.000590272,0.00138941,9.04013e-05
310,0.983619,0.000139769,0.000387997,0.000351856
320,0.967324,3.6941e-05,5.31817e-05,0.000515282
330,0.980988,8.13512e-05,4.36435e-05,0.000439929
340,0.998351,0.000135194,9.40818e-05,0.000198232
350,1.0043,0.000137449,9.53643e-05,5.67778e-05
360,1.00027,9.3589e-05,6.14055e-05,5.871e-05
370,0.994458,4.67983e-05,4.01198e-05,0.000128151
380,0.992056,2.68321e-05,4.38271e-05,0.000177712
390,0.993036,3.375e-05,5.58825e-05,0.00018006
400,0.994976,4.89337e-05,5.96047e-05,0.00015792
410,0.996072,5.63039e-05,5.38451e-05,0.000139245
420,0.996046,5.31845e-05,4.69445e-05,0.000133512
430,0.995487,4.64448e-05,4.47788e-05,0.000135736
440,0.995003,4.28993e-05,4.67307e-05,0.000138879
450,0.994839,4.39277e-05,4.92845e-05,0.000140227
460,0.994933,4.67381e-05,5.03189e-05,0.000140404
470,0.995107,4.83802e-05,5.00521e-05,0.000140429
480,0.995222,4.8115e-05,4.95503e-05,0.000140528
490,0.995234,4.6994e-05,4.93605e-05,0.000140544
500,0.995184,4.62351e-05,4.9373e-05,0.000140461
600,0.995146,4.67698e-05,4.93106e-05,0.000140354
700,0.995146,4.67523e-05,4.93145e-05,0.000140319
800,0.995146,4.67529e-05,4.93149e-05,0.000140318
900,0.995146,4.67529e-05,4.93149e-05,0.000140318
1000,0.995146,4.67529e-05,4.93149e-05,0.000140318
