t,T+R,N_0,N_1,N_2,N_3
0,1,6.00054e-24,2.5019e-42,3.54635e-49,5.5858e-56
10,1,6.01944e-24,3.64769e-34,1.23417e-35,2.91555e-37
20,1,6.03888e-24,5.62247e-33,6.23123e-34,6.09594e-35
30,1,6.13505e-24,1.94939e-31,1.7151e-34,2.74172e-34
40,1,5.96303e-24,6.05975e-31,6.61107e-33,9.51612e-34
50,1,5.98024e-24,1.86487e-31,1.08625e-32,6.21678e-33
60,1,6.00285e-24,7.85726e-32,7.12938e-33,5.81833e-33
70,1,5.93992e-24,5.15785e-31,1.95041e-31,3.0233e-31
80,1,5.95812e-24,1.61108e-29,4.96807e-30,1.6342e-29
90,1,5.96852e-24,5.11789e-29,2.34081e-29,9.93559e-29
100,1,6.01759e-24,1.04964e-28,2.18719e-29,4.15064e-29
110,1,5.95012e-24,3.78469e-29,8.55846e-30,1.9787e-29
120,1,5.99365e-24,2.96907e-29,1.0209e-29,2.97029e-29
130,1,5.98522e-24,1.55791e-29,2.40544e-30,3.85318e-29
140,0.999786,5.39629e-24,2.63614e-25,1.25564e-25,3.62883e-25
150,1.01179,3.77316e-21,3.06904e-21,1.34129e-21,4.58539e-21
160,1.1262,9.14338e-18,8.36124e-18,3.31561e-18,1.35581e-17
170,1.72072,7.52691e-15,7.22515e-15,2.50442e-15,1.26619e-14
180,2.05677,2.4313e-12,2.46836e-12,7.09464e-13,4.62049e-12
190,2.13499,3.59802e-10,3.90689e-10,8.67792e-11,7.66109e-10
200,12.1103,2.72986e-08,3.21148e-08,5.04762e-09,6.42625e-08
210,0.407001,1.15255e-06,1.48786e-06,1.50579e-07,2.94624e-06
220,0.896344,2.87625e-05,4.11414e-05,2.57704e-06,7.80844e-05
230,9.65645,0.000443598,0.000705023,3.33467e-05,0.00124535
240,2.69324,0.00436767,0.0076452,0.000437126,0.0122828
250,2.94536,0.0280819,0.0527262,0.00478998,0.076095
260,2.10177,0.119462,0.228443,0.0331306,0.296977
270,2.12503,0.336341,0.599899,0.129895,0.718841
280,3.26506,0.61139,0.885059,0.268845,1.02374
290,2.39629,0.662494,0.630575,0.251418,0.742177
300,0.951306,0.353789,0.209026,0.0619803,0.205706
310,0.612907,0.117347,0.229015,0.0263356,0.200498
320,0.923635,0.220161,0.248632,0.0890714,0.335652
330,0.641659,0.212266,0.173211,0.0505365,0.193893
340,0.722007,0.149068,0.22966,0.0609629,0.274581
350,0.851949,0.234528,0.212722,0.0927588,0.308611
360,0.834249,0.206212,0.241184,0.0807061,0.304195
