t,T+R,N_0,N_1,N_2
0,1,1.36648e-21,3.928e-40,3.5548e-46
10,1,1.36567e-21,2.83383e-33,4.44936e-35
20,1,1.36678e-21,7.30326e-34,3.60174e-35
30,1,1.36784e-21,2.80987e-33,8.66988e-35
40,1,1.3673e-21,3.78792e-32,5.4408e-33
50,1,1.36718e-21,1.67068e-31,2.13069e-32
60,1,1.36801e-21,3.84145e-31,1.14045e-31
70,1,1.3695e-21,2.70104e-31,4.14651e-31
80,1,1.36983e-21,1.59082e-30,9.27843e-30
90,1,1.37081e-21,4.65644e-30,1.84385e-29
100,1,1.36948e-21,8.57196e-30,4.99459e-29
110,1.00003,1.37052e-21,1.54847e-29,2.05932e-29
120,1.00903,1.36875e-21,2.86018e-29,2.06762e-29
130,0.853308,1.36742e-21,9.81452e-30,2.85787e-29
140,0.342142,1.36743e-21,5.60558e-29,5.28066e-29
150,0.0530868,1.36917e-21,2.2612e-28,5.30701e-27
160,0.0668754,1.52067e-21,3.93266e-24,5.20505e-23
170,0.142503,5.11789e-20,6.20735e-21,1.11107e-19
180,0.56479,2.07464e-17,3.10946e-18,6.53417e-17
190,1.22536,3.68461e-15,7.00086e-16,1.2366e-14
200,1.2026,2.55755e-13,7.69238e-14,8.80065e-13
210,0.868927,8.1826e-12,3.99373e-12,2.82856e-11
220,1.0702,1.41084e-10,1.03786e-10,4.8436e-10
230,0.961987,1.43665e-09,1.49042e-09,4.89476e-09
240,1.01112,9.16948e-09,1.2786e-08,3.12856e-08
250,1.00385,3.81348e-08,6.91179e-08,1.32824e-07
260,0.992214,1.05653e-07,2.42994e-07,3.86932e-07
270,0.998236,1.96621e-07,5.62706e-07,7.86473e-07
280,1.00146,2.46075e-07,8.55574e-07,1.11578e-06
290,0.999721,2.10295e-07,8.43643e-07,1.09006e-06
300,0.998091,1.34238e-07,5.42677e-07,7.31207e-07
310,0.998212,7.93239e-08,2.56625e-07,3.75262e-07
320,0.99896,4.90264e-08,1.20375e-07,1.98677e-07
330,0.99926,2.93884e-08,5.94552e-08,1.12216e-07
340,0.999051,1.72129e-08,2.75376e-08,5.78184e-08
350,0.998793,9.94874e-09,1.36144e-08,2.98818e-08
360,0.998778,5.65177e-09,7.01779e-09,1.46623e-08
370,0.998906,3.19085e-09,3.81914e-09,6.95562e-09
380,0.998968,1.79601e-09,2.15596e-09,3.14082e-09
390,0.998924,1.01441e-09,1.22218e-09,1.36011e-09
400,0.998877,5.76062e-10,6.80326e-10,5.57484e-10
410,0.998884,3.28785e-10,3.6593e-10,2.19517e-10
420,0.998911,1.88008e-10,1.87138e-10,8.20984e-11
430,0.998915,1.07141e-10,9.09464e-11,3.00775e-11
440,0.998902,6.04994e-11,4.14113e-11,1.09001e-11
450,0.998897,3.36727e-11,1.76928e-11,4.07022e-12
460,0.998901,1.83908e-11,7.0494e-12,1.58973e-12
470,0.998906,9.8306e-12,2.625e-12,6.26062e-13
480,0.998905,5.1333e-12,9.43823e-13,2.35397e-13
490,0.998902,2.61442e-12,3.5146e-13,7.39233e-14
500,0.998902,1.29828e-12,1.55107e-13,1.55095e-14
600,0.998903,6.51791e-16,1.73738e-16,1.37212e-15
700,0.998903,6.05979e-19,1.27548e-18,6.10668e-18
800,0.998903,1.92639e-19,1.99661e-20,7.49409e-19
900,0.998903,1.99353e-19,2.81246e-20,6.85659e-19
1000,0.998903,1.99146e-19,2.79061e-20,6.85514e-19
1100,0.998903,1.99126e-19,2.79222e-20,6.85391e-19
1200,0.998903,1.9917e-19,2.79198e-20,6.85317e-19
1300,0.998903,1.99283e-19,2.79254e-20,6.8528e-19
1400,0.998903,1.99369e-19,2.79338e-20,6.85261e-19
1500,0.998903,1.99502e-19,2.79494e-20,6.85249e-19
1600,0.998903,1.99046e-19,2.79712e-20,6.85234e-19
1700,0.998903,1.98995e-19,2.79798e-20,6.85238e-19
1800,0.998903,1.99111e-19,2.79612e-20,6.85091e-19
1900,0.998903,1.991e-19,2.79731e-20,6.85126e-19
2000,0.998903,1.9899e-19,2.79567e-20,6.85181e-19
2100,0.998903,1.98761e-19,2.79589e-20,6.85282e-19
2200,0.998903,1.98867e-19,2.79292e-20,6.85129e-19
2300,0.998903,1.98947e-19,2.79489e-20,6.85313e-19
2400,0.998903,1.99103e-19,2.79368e-20,6.84935e-19
2500,0.998903,1.98773e-19,2.79538e-20,6.85303e-19
2600,0.998903,1.98526e-19,2.79251e-20,6.85267e-19
2700,0.998903,1.98571e-19,2.79407e-20,6.85088e-19
2800,0.998903,1.98427e-19,2.79455e-20,6.85183e-19
2900,0.998903,1.98557e-19,2.79522e-20,6.85257e-19
3000,0.998903,1.98504e-19,2.79369e-20,6.85145e-19
3100,0.998903,1.98353e-19,2.79279e-20,6.85235e-19
3200,0.998903,1.98356e-19,2.79295e-20,6.85247e-19
3300,0.998903,1.98304e-19,2.79414e-20,6.85089e-19
3400,0.998903,1.98139e-19,2.79303e-20,6.85114e-19
3500,0.998903,1.98285e-19,2.79347e-20,6.85257e-19
3600,0.998903,1.98466e-19,2.79167e-20,6.85223e-19
3700,0.998903,1.98026e-19,2.7878e-20,6.84958e-19
3800,0.998903,1.98252e-19,2.79061e-20,6.84991e-19
3900,0.998903,1.98064e-19,2.78773e-20,6.85452e-19
4000,0.998903,1.97785e-19,2.78589e-20,6.85429e-19
4100,0.998903,1.98043e-19,2.78882e-20,6.85832e-19
4200,0.998903,1.97639e-19,2.78559e-20,6.85394e-19
4300,0.998903,1.97491e-19,2.78987e-20,6.85354e-19
4400,0.998903,1.97428e-19,2.79201e-20,6.8514e-19
4500,0.998903,1.97896e-19,2.79698e-20,6.85155e-19
4600,0.998903,1.98356e-19,2.78366e-20,6.85488e-19
4700,0.998903,1.9934e-19,2.77374e-20,6.85786e-19
4800,0.998903,1.98767e-19,2.77641e-20,6.861e-19
4900,0.998903,1.99287e-19,2.77373e-20,6.85686e-19
5000,0.998903,1.99264e-19,2.77702e-20,6.86058e-19
5100,0.998903,1.98774e-19,2.77493e-20,6.86194e-19
5200,0.998903,1.99637e-19,2.77501e-20,6.86208e-19
5300,0.998903,1.99183e-19,2.7779e-20,6.85941e-19
5400,0.998903,1.99534e-19,2.7764e-20,6.85801e-19
5500,0.998903,1.99715e-19,2.77798e-20,6.85525e-19
5600,0.998903,1.99719e-19,2.78001e-20,6.85734e-19
5700,0.998903,1.99396e-19,2.77495e-20,6.86178e-19
5800,0.998903,1.99027e-19,2.77399e-20,6.86228e-19
5900,0.998903,1.99022e-19,2.78e-20,6.85778e-19
6000,0.998903,1.99545e-19,2.77553e-20,6.85971e-19
6100,0.998903,1.99575e-19,2.7728e-20,6.85405e-19
6200,0.998903,1.99601e-19,2.7779e-20,6.85549e-19
6300,0.998903,1.99459e-19,2.78184e-20,6.85391e-19
6400,0.998903,1.99524e-19,2.78214e-20,6.85536e-19
6500,0.998903,1.99191e-19,2.76804e-20,6.85678e-19
6600,0.998903,1.98522e-19,2.77497e-20,6.85197e-19
6700,0.998903,1.98541e-19,2.78926e-20,6.85746e-19
6800,0.998903,1.98362e-19,2.78895e-20,6.86687e-19
6900,0.998903,1.98312e-19,2.78749e-20,6.8608e-19
7000,0.998903,1.98397e-19,2.79003e-20,6.86041e-19
7100,0.998903,1.9747e-19,2.79433e-20,6.85542e-19
7200,0.998903,1.95692e-19,2.80529e-20,6.85125e-19
7300,0.998903,1.96535e-19,2.79712e-20,6.85159e-19
7400,0.998903,1.96402e-19,2.80631e-20,6.8552e-19
7500,0.998903,1.96234e-19,2.80649e-20,6.85405e-19
7600,0.998903,1.95602e-19,2.80285e-20,6.86246e-19
7700,0.998903,1.95267e-19,2.79878e-20,6.85848e-19
7800,0.998903,1.95142e-19,2.80816e-20,6.85496e-19
7900,0.998903,1.94737e-19,2.81754e-20,6.86173e-19
8000,0.998903,1.95209e-19,2.81062e-20,6.85947e-19
8100,0.998903,1.95518e-19,2.81353e-20,6.85916e-19
8200,0.998903,1.94232e-19,2.80334e-20,6.86178e-19
8300,0.998903,1.94584e-19,2.8121e-20,6.85617e-19
8400,0.998903,1.95015e-19,2.81156e-20,6.85614e-19
