t,T+R,N_0,N_1,N_2
0,1,1.08281e-27,3.7122e-33,4.22469e-34
1,1.00002,1.08139e-27,4.60086e-31,5.32976e-32
2,1.00007,1.0775e-27,1.651e-30,1.96531e-31
3,1.00015,1.10787e-27,3.78726e-30,4.19324e-31
4,1.00026,1.11765e-27,6.44134e-30,7.37532e-31
5,1.0004,1.11318e-27,1.02271e-29,1.16821e-30
6,1.00057,1.12775e-27,1.35596e-29,1.62879e-30
7,1.00077,1.11138e-27,1.90131e-29,2.04478e-30
8,1.001,1.1669e-27,2.5207e-29,2.46513e-30
9,1.00126,1.16102e-27,3.22371e-29,2.90049e-30
10,1.00154,1.11905e-27,3.74951e-29,3.45929e-30
11,1.00185,1.1524e-27,4.47446e-29,3.82138e-30
12,1.00219,1.15366e-27,5.37695e-29,4.23577e-30
13,1.00256,1.14929e-27,6.50308e-29,4.71094e-30
14,1.00295,1.15611e-27,7.60388e-29,5.49242e-30
15,1.00336,1.13804e-27,8.51069e-29,6.77974e-30
16,1.0038,1.1427e-27,9.828e-29,8.07412e-30
17,1.00426,1.126e-27,1.07898e-28,9.36465e-30
18,1.00474,1.15925e-27,1.26413e-28,1.24135e-29
19,1.00524,1.20931e-27,1.25226e-28,1.40549e-29
20,1.00576,1.09677e-27,1.50166e-28,1.7697e-29
21,1.00629,1.14992e-27,1.65625e-28,2.10037e-29
22,1.00684,1.1462e-27,1.9549e-28,2.38222e-29
23,1.00741,1.10439e-27,1.84133e-28,2.6744e-29
24,1.00799,1.08635e-27,2.01684e-28,3.08533e-29
25,1.00858,1.02974e-27,2.22486e-28,3.71982e-29
26,1.00919,1.04495e-27,2.1888e-28,3.70303e-29
27,1.0098,1.05446e-27,2.43253e-28,3.96984e-29
28,1.01042,9.89929e-28,2.25335e-28,4.30032e-29
29,1.01104,1.01773e-27,2.34711e-28,4.71495e-29
30,1.01168,9.90752e-28,2.58687e-28,5.14539e-29
31,1.01231,1.07726e-27,2.88517e-28,5.62539e-29
32,1.01295,1.02688e-27,3.31647e-28,5.82282e-29
33,1.01358,9.68504e-28,3.31388e-28,6.76675e-29
34,1.01422,9.76587e-28,3.48046e-28,7.72729e-29
35,1.01485,9.31708e-28,3.35131e-28,8.11358e-29
36,1.01548,9.77121e-28,3.72099e-28,8.2632e-29
37,1.0161,9.3473e-28,4.13102e-28,8.87568e-29
38,1.01671,9.27241e-28,3.48171e-28,9.95631e-29
39,1.01732,9.03806e-28,4.26692e-28,9.7894e-29
40,1.01791,8.64404e-28,4.07637e-28,1.14663e-28
41,1.01849,7.90422e-28,4.77843e-28,1.16101e-28
42,1.01906,8.29328e-28,4.86903e-28,1.20414e-28
43,1.01961,7.74236e-28,4.80306e-28,1.37676e-28
44,1.02015,8.09696e-28,4.80654e-28,1.32203e-28
45,1.02067,7.68978e-28,4.97946e-28,1.36038e-28
46,1.02116,7.51152e-28,5.59562e-28,1.39966e-28
47,1.02164,7.11873e-28,5.66249e-28,1.50283e-28
48,1.0221,6.87004e-28,5.74106e-28,1.5945e-28
49,1.02253,7.00771e-28,6.08215e-28,1.54879e-28
50,1.02293,7.06816e-28,5.95007e-28,1.65349e-28
51,1.02331,7.07358e-28,6.60887e-28,1.77262e-28
52,1.02366,6.89598e-28,6.67596e-28,1.79178e-28
53,1.02399,7.11479e-28,6.81042e-28,1.66167e-28
54,1.02428,7.34183e-28,6.48328e-28,1.86478e-28
55,1.02454,7.02988e-28,7.12642e-28,1.88256e-28
56,1.02478,6.61759e-28,6.67039e-28,2.07443e-28
57,1.02497,6.42758e-28,6.47886e-28,2.18061e-28
58,1.02514,6.5712e-28,7.08064e-28,2.2394e-28
59,1.02527,5.96481e-28,6.70558e-28,2.16906e-28
60,1.02536,5.88175e-28,6.35437e-28,2.42266e-28
61,1.02542,5.70958e-28,6.5779e-28,2.54759e-28
62,1.02545,5.27992e-28,6.66614e-28,2.76063e-28
63,1.02543,5.18967e-28,6.48629e-28,2.85685e-28
64,1.02538,5.28652e-28,6.36921e-28,2.86381e-28
65,1.02529,4.71911e-28,7.07853e-28,3.20384e-28
66,1.02516,4.60812e-28,6.39707e-28,3.41467e-28
67,1.02499,4.98993e-28,6.324e-28,3.82562e-28
68,1.02478,5.10182e-28,6.61272e-28,3.69985e-28
69,1.02453,4.8859e-28,6.20845e-28,3.87834e-28
70,1.02424,5.0332e-28,6.52348e-28,4.22531e-28
71,1.02391,4.84831e-28,5.82894e-28,4.83703e-28
72,1.02354,4.70302e-28,6.01369e-28,4.98387e-28
73,1.02313,5.17939e-28,5.76154e-28,4.93036e-28
74,1.02269,5.23021e-28,6.05332e-28,5.54735e-28
75,1.0222,5.05415e-28,5.7292e-28,5.92884e-28
76,1.02167,4.4462e-28,4.92678e-28,6.40754e-28
77,1.0211,4.8484e-28,4.60043e-28,6.55672e-28
78,1.02049,4.94533e-28,6.30434e-28,6.55341e-28
79,1.01984,5.02784e-28,5.35375e-28,7.40889e-28
80,1.01916,4.44317e-28,4.01972e-28,7.43412e-28
81,1.01843,4.44507e-28,4.21496e-28,7.1718e-28
82,1.01767,5.35698e-28,5.19946e-28,7.23065e-28
83,1.01687,5.22968e-28,4.90024e-28,8.46769e-28
84,1.01603,5.44012e-28,4.1481e-28,8.10535e-28
85,1.01516,4.77422e-28,3.96086e-28,7.73743e-28
86,1.01425,4.32433e-28,3.81344e-28,8.50587e-28
87,1.01331,5.41298e-28,4.20025e-28,8.02789e-28
88,1.01233,5.97971e-28,4.07463e-28,8.7475e-28
89,1.01132,5.23618e-28,3.37299e-28,8.69158e-28
90,1.01028,4.99378e-28,3.49854e-28,9.14787e-28
91,1.0092,5.06548e-28,3.71741e-28,8.51903e-28
92,1.0081,6.06974e-28,4.09123e-28,8.71603e-28
93,1.00696,6.08301e-28,2.89736e-28,8.97039e-28
94,1.0058,5.92309e-28,3.34389e-28,9.42092e-28
95,1.0046,5.31792e-28,4.01241e-28,9.47963e-28
96,1.00338,6.08962e-28,3.60842e-28,9.33315e-28
97,1.00213,6.31067e-28,4.10787e-28,9.08605e-28
98,1.00086,6.16806e-28,3.17226e-28,9.1902e-28
99,0.999562,6.07408e-28,3.39663e-28,1.04049e-27
100,0.99824,6.42487e-28,3.86763e-28,1.00124e-27
101,0.996896,6.17173e-28,4.02586e-28,9.20325e-28
102,0.995529,6.29054e-28,3.89564e-28,9.5631e-28
103,0.994142,6.2518e-28,4.15676e-28,1.06486e-27
104,0.992734,5.88418e-28,4.01805e-28,1.14305e-27
105,0.991308,5.88555e-28,4.14681e-28,1.02996e-27
106,0.989863,6.0761e-28,3.54554e-28,9.97542e-28
107,0.988401,6.06091e-28,4.56014e-28,1.03605e-27
108,0.986922,6.53655e-28,4.02888e-28,1.07782e-27
109,0.985428,6.00442e-28,3.45135e-28,1.06208e-27
110,0.983919,5.56437e-28,4.20003e-28,1.08736e-27
111,0.982396,6.56538e-28,4.14844e-28,1.09625e-27
112,0.98086,6.42986e-28,4.04231e-28,1.01396e-27
113,0.979312,5.53986e-28,2.95305e-28,9.86572e-28
114,0.977751,5.51006e-28,3.11871e-28,9.70287e-28
115,0.97618,5.98613e-28,4.38103e-28,1.04289e-27
116,0.974598,6.90757e-28,3.30076e-28,8.70952e-28
117,0.973007,6.3029e-28,3.15296e-28,9.8718e-28
118,0.971406,6.47638e-28,3.16106e-28,9.06717e-28
119,0.969797,6.00133e-28,3.58813e-28,1.07714e-27
