t,T+R,N_0,N_1,N_2,N_3
0,1,1.9977e-25,7.95576e-31,1.23704e-32,3.49854e-31
1,1.00013,2.11394e-25,9.97796e-29,6.21763e-31,4.08074e-29
2,1.00046,2.24124e-25,3.71736e-28,1.1231e-30,1.39754e-28
3,1.001,2.22712e-25,7.98623e-28,4.24164e-30,2.92389e-28
4,1.00175,2.27442e-25,1.33568e-27,1.7814e-29,4.90414e-28
5,1.0027,2.20392e-25,1.9349e-27,5.2861e-29,7.38901e-28
6,1.00385,2.14856e-25,2.57409e-27,1.15719e-28,1.02615e-27
7,1.00519,2.17458e-25,3.11353e-27,2.13826e-28,1.36227e-27
8,1.00673,2.04273e-25,3.61521e-27,3.46746e-28,1.81867e-27
9,1.00844,2.05567e-25,4.23737e-27,5.13125e-28,2.30141e-27
10,1.01033,2.00447e-25,4.97353e-27,6.97177e-28,2.76347e-27
11,1.01238,1.99006e-25,6.11821e-27,8.85476e-28,3.2495e-27
12,1.01459,2.10178e-25,7.32837e-27,1.0515e-27,3.80846e-27
13,1.01696,1.9853e-25,8.9486e-27,1.22555e-27,4.41327e-27
14,1.01946,1.94556e-25,1.06025e-26,1.3395e-27,5.16916e-27
15,1.02209,1.95844e-25,1.2907e-26,1.44641e-27,5.9832e-27
16,1.02483,1.89757e-25,1.44628e-26,1.5233e-27,6.72393e-27
17,1.02769,1.9909e-25,1.62044e-26,1.59112e-27,7.59079e-27
18,1.03064,1.84744e-25,1.72012e-26,1.62837e-27,8.78802e-27
19,1.03367,1.86115e-25,1.85758e-26,1.89915e-27,1.0205e-26
20,1.03677,1.78583e-25,1.89405e-26,2.19589e-27,1.13293e-26
21,1.03993,1.80429e-25,1.96609e-26,2.61252e-27,1.17154e-26
22,1.04313,1.79171e-25,2.08518e-26,3.01938e-27,1.21738e-26
23,1.04635,1.67137e-25,2.14082e-26,3.36521e-27,1.40087e-26
24,1.0496,1.68984e-25,2.29894e-26,3.77481e-27,1.50232e-26
25,1.05284,1.68559e-25,2.44969e-26,4.21665e-27,1.65865e-26
26,1.05607,1.64226e-25,2.81887e-26,4.5442e-27,1.80358e-26
27,1.05928,1.64293e-25,2.89876e-26,4.78164e-27,1.87077e-26
28,1.06244,1.54464e-25,3.15023e-26,5.3614e-27,2.04793e-26
29,1.06555,1.57347e-25,3.34324e-26,5.86548e-27,2.21853e-26
30,1.06859,1.51875e-25,3.31595e-26,6.04482e-27,2.45223e-26
31,1.07155,1.47687e-25,3.41012e-26,6.65484e-27,2.38214e-26
32,1.07441,1.44277e-25,3.43891e-26,7.25946e-27,2.39587e-26
33,1.07716,1.4064e-25,3.51503e-26,8.00959e-27,2.56712e-26
34,1.0798,1.42432e-25,3.53917e-26,8.82231e-27,2.79442e-26
35,1.08229,1.35562e-25,3.84074e-26,9.85123e-27,2.72401e-26
36,1.08464,1.2928e-25,4.03694e-26,1.01993e-26,2.93827e-26
37,1.08683,1.32071e-25,4.30855e-26,1.08906e-26,2.83852e-26
38,1.08885,1.26006e-25,4.57563e-26,1.26957e-26,3.04544e-26
39,1.09069,1.2726e-25,4.61428e-26,1.2747e-26,2.97786e-26
40,1.09234,1.28287e-25,4.8894e-26,1.37277e-26,3.16046e-26
41,1.09379,1.15238e-25,4.74007e-26,1.40536e-26,3.06922e-26
42,1.09502,1.14414e-25,5.03758e-26,1.55463e-26,3.07737e-26
43,1.09604,1.1751e-25,4.83283e-26,1.66629e-26,3.24595e-26
44,1.09684,1.20359e-25,4.95995e-26,1.77803e-26,3.32714e-26
45,1.0974,1.1626e-25,5.19613e-26,2.14039e-26,3.71178e-26
46,1.09772,1.08659e-25,4.9576e-26,2.1877e-26,3.49992e-26
47,1.09779,1.06045e-25,4.92254e-26,2.30755e-26,3.99119e-26
48,1.09762,1.074e-25,4.67548e-26,2.45821e-26,3.86847e-26
49,1.09718,1.08516e-25,4.4991e-26,2.69969e-26,4.0087e-26
50,1.0965,9.85412e-26,4.54389e-26,2.76827e-26,4.29353e-26
51,1.09555,9.13742e-26,4.55233e-26,2.61555e-26,4.10632e-26
52,1.09433,9.11869e-26,4.43411e-26,2.90808e-26,4.27673e-26
53,1.09285,9.93777e-26,4.51872e-26,2.84344e-26,4.34277e-26
54,1.09111,9.63762e-26,4.74261e-26,3.06696e-26,4.28682e-26
55,1.0891,8.8669e-26,4.7149e-26,3.13094e-26,4.22e-26
56,1.08682,9.65383e-26,4.957e-26,3.32631e-26,4.41391e-26
57,1.08428,9.2229e-26,4.72533e-26,3.34874e-26,4.34574e-26
58,1.08148,9.69829e-26,4.43738e-26,3.67118e-26,4.37741e-26
59,1.07843,9.25726e-26,4.13623e-26,3.76424e-26,4.23054e-26
60,1.07511,8.39476e-26,3.82254e-26,3.87258e-26,3.96217e-26
61,1.07155,9.20556e-26,3.72606e-26,4.04693e-26,4.29941e-26
62,1.06774,9.19984e-26,3.39451e-26,3.94516e-26,3.9668e-26
63,1.06368,8.52808e-26,3.63494e-26,4.05588e-26,3.91047e-26
64,1.05939,9.50741e-26,3.56972e-26,4.22761e-26,4.09188e-26
65,1.05488,9.39833e-26,3.9196e-26,4.21076e-26,4.43352e-26
66,1.05013,9.2114e-26,4.12034e-26,4.27469e-26,4.32226e-26
67,1.04518,8.84993e-26,3.76199e-26,4.67765e-26,4.02488e-26
68,1.04001,8.667e-26,3.69099e-26,4.88449e-26,4.1263e-26
69,1.03464,8.09758e-26,3.5171e-26,5.01849e-26,4.371e-26
70,1.02909,8.42311e-26,3.21378e-26,5.32726e-26,4.15099e-26
71,1.02334,8.4516e-26,2.92845e-26,5.35351e-26,4.04191e-26
72,1.01743,8.87356e-26,2.73769e-26,5.72514e-26,3.43664e-26
73,1.01134,9.57497e-26,3.00897e-26,5.24605e-26,3.59979e-26
74,1.00511,9.88154e-26,3.0164e-26,5.56107e-26,3.36163e-26
75,0.998719,9.72972e-26,3.00867e-26,5.54353e-26,3.34998e-26
76,0.992195,8.81964e-26,3.1738e-26,5.51256e-26,3.42902e-26
77,0.985543,8.70708e-26,3.56483e-26,5.02853e-26,3.31443e-26
78,0.978773,9.10999e-26,3.43978e-26,5.57892e-26,3.05244e-26
79,0.971894,8.46436e-26,2.987e-26,5.69424e-26,3.07038e-26
80,0.964915,8.80284e-26,2.69487e-26,5.58153e-26,3.12235e-26
81,0.957848,8.69445e-26,2.85465e-26,5.32268e-26,2.94591e-26
82,0.9507,9.69762e-26,2.58293e-26,5.37344e-26,2.6965e-26
83,0.943482,9.98666e-26,2.53361e-26,6.32018e-26,2.68166e-26
