t,T+R,N_0,N_1,N_2,N_3
0,0.999999,3.29913e-26,8.12897e-32,6.22077e-33,3.56855e-32
1,0.999852,3.34721e-26,9.70459e-30,6.92597e-31,4.17269e-30
2,0.99946,3.32013e-26,3.49413e-29,2.321e-30,1.50373e-29
3,0.998825,3.39747e-26,7.61018e-29,4.51507e-30,3.23199e-29
4,0.997949,3.28447e-26,1.3382e-28,7.30235e-30,5.67433e-29
5,0.996834,3.32946e-26,2.03051e-28,1.03062e-29,9.12114e-29
6,0.995483,3.31773e-26,2.87432e-28,1.34638e-29,1.30055e-28
7,0.993901,3.32043e-26,3.54659e-28,1.8527e-29,1.79727e-28
8,0.992092,3.36758e-26,4.55607e-28,2.28608e-29,2.45059e-28
9,0.990061,3.36354e-26,5.63931e-28,2.97484e-29,3.19623e-28
10,0.987816,3.42165e-26,6.77651e-28,3.84483e-29,4.10904e-28
11,0.985362,3.368e-26,8.12418e-28,5.20631e-29,4.99513e-28
12,0.982707,3.39654e-26,9.60363e-28,6.74229e-29,5.96406e-28
13,0.979858,3.34964e-26,1.12977e-27,8.69528e-29,6.77957e-28
14,0.976825,3.11073e-26,1.28997e-27,1.00029e-28,8.01807e-28
15,0.973616,3.1023e-26,1.45972e-27,1.16079e-28,8.85334e-28
16,0.970241,3.10268e-26,1.66778e-27,1.39794e-28,9.88911e-28
17,0.966709,3.05971e-26,1.82522e-27,1.6219e-28,1.08377e-27
18,0.963032,2.90945e-26,2.03326e-27,2.01395e-28,1.21986e-27
19,0.95922,3.01084e-26,2.34074e-27,2.25001e-28,1.35814e-27
20,0.955284,2.93643e-26,2.49707e-27,2.5741e-28,1.48674e-27
21,0.951236,2.83429e-26,2.69982e-27,3.03768e-28,1.66785e-27
22,0.947088,2.76447e-26,2.8068e-27,3.60084e-28,1.7651e-27
23,0.942851,2.65093e-26,2.81909e-27,3.87908e-28,2.01479e-27
24,0.938539,2.54448e-26,2.84915e-27,4.28717e-28,2.19979e-27
25,0.934164,2.37197e-26,2.96125e-27,4.63725e-28,2.3629e-27
26,0.929739,2.51819e-26,3.30607e-27,5.59515e-28,2.58136e-27
27,0.925276,2.51848e-26,3.49324e-27,6.3112e-28,2.62371e-27
28,0.920788,2.52599e-26,3.44313e-27,6.6543e-28,2.87173e-27
29,0.916289,2.36389e-26,3.587e-27,6.80037e-28,2.94208e-27
30,0.91179,2.34732e-26,4.16467e-27,7.73577e-28,3.28202e-27
31,0.907305,2.25224e-26,4.47553e-27,8.57903e-28,3.18585e-27
32,0.902847,2.12912e-26,4.73986e-27,1.02873e-27,3.40599e-27
33,0.898428,2.18355e-26,4.8949e-27,1.09494e-27,3.71666e-27
34,0.894061,1.88719e-26,5.15534e-27,1.20388e-27,3.86818e-27
35,0.889757,1.88886e-26,5.53437e-27,1.24102e-27,3.74835e-27
36,0.88553,1.83031e-26,5.53866e-27,1.36918e-27,3.97185e-27
37,0.881389,2.06329e-26,5.68764e-27,1.58313e-27,3.90368e-27
38,0.877348,1.91773e-26,6.02769e-27,1.73952e-27,3.92953e-27
39,0.873416,1.96299e-26,6.29654e-27,1.69779e-27,3.99706e-27
40,0.869604,2.01013e-26,6.21556e-27,1.93988e-27,3.79274e-27
41,0.865923,1.87649e-26,6.8294e-27,2.15418e-27,3.92579e-27
42,0.862383,1.88446e-26,7.06433e-27,2.17904e-27,4.13672e-27
43,0.858992,1.87484e-26,7.30617e-27,2.50179e-27,4.06195e-27
44,0.855759,1.68924e-26,6.93063e-27,2.55868e-27,4.09645e-27
45,0.852692,1.8993e-26,6.8725e-27,2.76683e-27,4.43399e-27
46,0.8498,1.68866e-26,6.63007e-27,2.88106e-27,4.45728e-27
47,0.847089,1.75702e-26,7.97319e-27,3.10197e-27,4.49842e-27
48,0.844566,1.90025e-26,7.3791e-27,3.32149e-27,4.88504e-27
49,0.842236,1.76499e-26,7.31227e-27,3.76924e-27,4.60227e-27
50,0.840106,1.64044e-26,6.34815e-27,3.82721e-27,5.42815e-27
51,0.838179,1.5354e-26,6.88662e-27,3.87065e-27,5.30069e-27
52,0.83646,1.67609e-26,6.77063e-27,4.14954e-27,5.54056e-27
53,0.834953,1.72128e-26,6.76241e-27,4.53721e-27,5.36931e-27
