t,T+R,N_0,N_1,N_2,N_3,N_4
54,0.993505,5.8156e-28,7.87927e-29,2.22091e-28,7.14702e-30,2.30446e-28
55,0.994027,6.13119e-28,8.44718e-29,2.13433e-28,5.42568e-30,2.30238e-28
56,0.994558,5.5789e-28,9.08536e-29,2.3213e-28,5.06803e-30,2.02457e-28
57,0.995096,5.48476e-28,9.74357e-29,2.15283e-28,3.83296e-30,1.93869e-28
58,0.995638,6.40016e-28,1.0372e-28,2.21148e-28,2.60087e-30,2.01276e-28
59,0.996182,6.44639e-28,1.01462e-28,2.24091e-28,1.34621e-30,1.95025e-28
60,0.996726,5.93605e-28,1.01304e-28,1.88082e-28,1.85119e-30,1.84605e-28
61,0.997266,5.79972e-28,9.96855e-29,1.86096e-28,5.91562e-31,1.78122e-28
62,0.9978,5.78393e-28,1.2424e-28,1.82223e-28,2.21452e-30,1.41246e-28
63,0.998327,6.17523e-28,1.20313e-28,1.65237e-28,9.50127e-31,1.44725e-28
64,0.998845,6.09861e-28,1.44585e-28,1.71722e-28,9.26862e-31,1.3618e-28
65,0.999351,4.97744e-28,1.53908e-28,1.65656e-28,2.25984e-30,1.24835e-28
66,0.999844,5.20961e-28,1.65053e-28,1.40865e-28,1.86614e-30,1.09759e-28
67,1.00032,5.00935e-28,2.03055e-28,1.56021e-28,2.68493e-30,1.00608e-28
68,1.00078,4.99744e-28,1.88283e-28,1.61134e-28,2.26164e-30,9.26385e-29
69,1.00123,5.45312e-28,2.01301e-28,1.55068e-28,4.26657e-30,8.8658e-29
70,1.00166,5.00449e-28,2.2977e-28,1.44254e-28,7.14577e-30,8.73973e-29
71,1.00207,5.09267e-28,2.48258e-28,1.40281e-28,6.91975e-30,5.59821e-29
72,1.00246,4.9381e-28,2.688e-28,1.42977e-28,8.99733e-30,5.61711e-29
73,1.00283,4.79717e-28,2.70254e-28,1.54761e-28,1.17195e-29,4.36845e-29
74,1.00318,4.60619e-28,2.77254e-28,1.48995e-28,1.67854e-29,4.87804e-29
75,1.00351,5.03052e-28,3.14561e-28,1.40102e-28,2.34639e-29,3.58444e-29
76,1.00382,4.10183e-28,3.19206e-28,1.42626e-28,2.529e-29,3.38972e-29
77,1.00412,4.53982e-28,3.49219e-28,1.60366e-28,2.48597e-29,2.44167e-29
78,1.00439,4.63825e-28,3.67738e-28,1.61879e-28,3.43121e-29,1.86305e-29
79,1.00465,3.52921e-28,3.24251e-28,1.56159e-28,3.61162e-29,1.63426e-29
80,1.00489,3.56652e-28,3.81665e-28,1.36257e-28,4.6839e-29,1.62953e-29
81,1.00511,3.58098e-28,4.2142e-28,1.39037e-28,5.17115e-29,5.28092e-30
82,1.00532,2.76146e-28,4.63552e-28,1.21196e-28,5.36244e-29,5.04667e-30
83,1.00552,2.80582e-28,4.19654e-28,1.51563e-28,5.25439e-29,5.75103e-30
84,1.0057,3.18276e-28,5.03557e-28,1.6441e-28,6.41382e-29,2.46176e-30
85,1.00588,2.12196e-28,4.68787e-28,1.31899e-28,7.45524e-29,2.04336e-30
86,1.00604,2.46789e-28,5.45614e-28,1.32373e-28,7.25777e-29,1.868e-30
87,1.00619,2.5064e-28,4.98653e-28,1.41854e-28,7.58504e-29,-4.57225e-31
88,1.00634,3.26224e-28,5.15897e-28,1.47309e-28,7.72144e-29,-2.31709e-31
89,1.00648,2.63879e-28,5.97871e-28,1.09864e-28,8.45046e-29,4.66672e-32
90,1.00662,2.77669e-28,6.47657e-28,1.01828e-28,8.66326e-29,1.029e-30
91,1.00676,2.46607e-28,6.67061e-28,1.20678e-28,9.6951e-29,2.33246e-30
92,1.00689,3.41069e-28,6.8151e-28,1.12513e-28,9.72351e-29,5.06761e-30
93,1.00702,3.22848e-28,7.31952e-28,1.1546e-28,7.9827e-29,4.89148e-30
94,1.00715,2.4974e-28,6.6457e-28,1.07177e-28,9.19497e-29,8.5765e-30
95,1.00729,2.79939e-28,8.24638e-28,9.56991e-29,1.07299e-28,1.35835e-29
96,1.00743,3.14841e-28,8.10669e-28,9.22826e-29,1.02081e-28,1.31281e-29
97,1.00757,3.52607e-28,8.3584e-28,9.14663e-29,1.07027e-28,1.77911e-29
98,1.00771,2.71854e-28,8.38717e-28,8.32964e-29,1.09037e-28,2.32012e-29
99,1.00786,2.27359e-28,9.5893e-28,7.95808e-29,8.59783e-29,2.80942e-29
100,1.00802,2.74386e-28,1.00877e-27,9.01495e-29,9.7446e-29,3.47648e-29
101,1.00818,2.48252e-28,8.89402e-28,7.72415e-29,8.82775e-29,4.15954e-29
102,1.00835,2.59554e-28,1.0114e-27,7.514e-29,1.05909e-28,4.59296e-29
103,1.00852,2.06617e-28,1.08838e-27,8.26294e-29,1.06784e-28,4.47906e-29
104,1.0087,1.91085e-28,1.06465e-27,6.82911e-29,1.02804e-28,5.21912e-29
105,1.00888,2.16286e-28,9.57761e-28,9.2173e-29,9.074e-29,6.13715e-29
106,1.00907,2.27778e-28,1.02781e-27,7.57412e-29,9.43191e-29,7.30669e-29
107,1.00926,1.93065e-28,1.14232e-27,1.04403e-28,9.52619e-29,7.3303e-29
108,1.00946,1.8868e-28,9.82496e-28,8.40817e-29,9.65328e-29,7.17762e-29
109,1.00966,1.62761e-28,9.64803e-28,9.65806e-29,8.37675e-29,9.89937e-29
110,1.00987,1.67926e-28,9.00257e-28,1.01246e-28,8.8073e-29,8.56922e-29
111,1.01007,2.12594e-28,9.81943e-28,1.13228e-28,8.06122e-29,9.65776e-29
112,1.01028,1.25601e-28,9.1373e-28,1.19866e-28,8.22944e-29,8.47715e-29
113,1.01048,1.49377e-28,8.7791e-28,1.24454e-28,9.1733e-29,9.48462e-29
114,1.01068,1.43311e-28,7.70388e-28,1.27311e-28,7.19384e-29,1.12879e-28
115,1.01089,1.56109e-28,7.54105e-28,1.52464e-28,7.06391e-29,1.1146e-28
116,1.01108,1.8551e-28,7.3657e-28,1.54791e-28,9.27567e-29,1.00365e-28
117,1.01128,1.80997e-28,6.07582e-28,1.735e-28,8.16296e-29,1.05809e-28
118,1.01146,1.74259e-28,4.58434e-28,1.73921e-28,6.61466e-29,1.16336e-28
119,1.01164,1.77358e-28,4.90286e-28,1.47356e-28,6.36827e-29,1.31863e-28
120,1.01182,1.87287e-28,4.27173e-28,1.97648e-28,4.74477e-29,1.15681e-28
121,1.01198,1.88165e-28,4.49749e-28,1.79729e-28,5.76902e-29,9.63157e-29
122,1.01214,2.14353e-28,3.04523e-28,1.99868e-28,5.67218e-29,1.18639e-28
123,1.01228,1.85182e-28,3.11333e-28,1.90611e-28,2.64272e-29,1.3547e-28
124,1.01241,1.5829e-28,3.40118e-28,2.14494e-28,2.44443e-29,1.38131e-28
125,1.01253,2.53357e-28,3.52695e-28,2.01036e-28,2.49525e-29,1.23444e-28
126,1.01264,2.71763e-28,3.02376e-28,2.12102e-28,3.25121e-29,1.31867e-28
127,1.01274,2.89596e-28,2.36725e-28,2.21957e-28,2.56366e-29,1.33096e-28
128,1.01282,3.11751e-28,2.54562e-28,2.29605e-28,2.88079e-29,1.24872e-28
129,1.01289,2.71918e-28,3.56331e-28,2.39854e-28,1.0739e-29,1.24549e-28
130,1.01295,3.32232e-28,3.71711e-28,2.39008e-28,1.0897e-29,1.05305e-28
131,1.013,3.86111e-28,2.30993e-28,2.50137e-28,3.00193e-29,1.33297e-28
132,1.01303,4.05418e-28,2.57078e-28,2.83967e-28,1.48399e-29,1.03168e-28
133,1.01305,3.34543e-28,2.94623e-28,2.77692e-28,8.24231e-30,1.05203e-28
134,1.01306,4.12976e-28,3.13096e-28,2.59643e-28,1.39969e-29,9.59311e-29
135,1.01306,4.95349e-28,3.38194e-28,3.00028e-28,1.61723e-29,9.21205e-29
136,1.01305,4.45227e-28,2.21859e-28,3.38113e-28,1.6273e-29,8.33386e-29
137,1.01303,4.41982e-28,3.02077e-28,3.37624e-28,2.13534e-29,6.47895e-29
138,1.01301,3.25799e-28,2.73261e-28,3.33879e-28,8.76005e-30,6.94581e-29
139,1.01298,4.32041e-28,2.31475e-28,3.41878e-28,5.39837e-30,7.08071e-29
140,1.01295,4.50064e-28,2.7138e-28,3.44658e-28,7.847e-30,5.40133e-29
141,1.01291,3.81668e-28,2.83947e-28,3.94886e-28,1.27771e-29,5.55808e-29
142,1.01287,3.90211e-28,2.55749e-28,4.05695e-28,5.0948e-30,4.73028e-29
143,1.01283,4.06428e-28,2.93826e-28,4.38178e-28,-3.71481e-30,6.75999e-29
144,1.01279,4.59822e-28,2.4996e-28,3.89058e-28,2.91674e-30,5.59999e-29
145,1.01276,3.83572e-28,2.57821e-28,4.25315e-28,5.11258e-30,5.90965e-29
146,1.01272,3.63867e-28,1.97158e-28,4.28443e-28,-1.17697e-30,6.57022e-29
147,1.0127,4.28065e-28,2.4149e-28,4.11246e-28,-5.90016e-30,8.15153e-29
148,1.01268,5.36481e-28,2.84908e-28,4.08565e-28,-3.74402e-30,9.30544e-29
149,1.01267,4.13393e-28,2.28708e-28,3.96977e-28,-2.08909e-30,1.01296e-28
150,1.01267,5.00602e-28,2.34013e-28,4.16154e-28,-4.99775e-31,1.30238e-28
151,1.01268,5.01372e-28,2.12485e-28,4.72433e-28,-1.29102e-30,1.28555e-28
152,1.0127,5.31631e-28,2.2929e-28,4.33433e-28,-2.91009e-30,1.86672e-28
153,1.01274,5.63644e-28,2.7086e-28,4.17618e-28,1.17578e-30,2.09549e-28
154,1.01278,5.16605e-28,2.44346e-28,4.08612e-28,3.55961e-30,2.29505e-28
155,1.01284,5.78404e-28,2.35324e-28,3.8602e-28,3.3236e-30,2.32026e-28
156,1.01292,5.96162e-28,2.49169e-28,4.21145e-28,6.22796e-30,2.9201e-28
157,1.013,5.9911e-28,3.02581e-28,3.49715e-28,1.17449e-29,3.16767e-28
158,1.0131,4.9843e-28,2.2021e-28,3.56446e-28,7.58522e-30,3.73184e-28
159,1.01322,4.87355e-28,2.32412e-28,3.33101e-28,8.52205e-30,4.00885e-28
160,1.01334,5.21408e-28,2.28773e-28,3.12753e-28,1.26992e-29,3.86725e-28
161,1.01348,4.54993e-28,2.76608e-28,3.48636e-28,5.44355e-30,4.35196e-28
162,1.01362,5.00041e-28,2.26872e-28,2.63298e-28,8.34838e-30,5.19745e-28
163,1.01377,4.36142e-28,3.5089e-28,2.17422e-28,1.35052e-29,5.48299e-28
164,1.01393,3.88179e-28,4.2026e-28,2.47669e-28,1.06073e-29,5.75535e-28
165,1.01409,3.26298e-28,2.54142e-28,2.38959e-28,6.11245e-30,5.90865e-28
166,1.01426,4.10972e-28,3.6948e-28,2.42662e-28,1.24246e-29,6.60833e-28
167,1.01442,3.99763e-28,3.39788e-28,2.18063e-28,1.33097e-29,7.2126e-28
168,1.01458,3.59231e-28,4.61542e-28,2.3354e-28,1.58195e-29,6.7651e-28
169,1.01473,3.12967e-28,4.11034e-28,1.88265e-28,1.60808e-29,7.49611e-28
170,1.01487,5.36689e-28,4.2827e-28,2.12856e-28,7.25962e-30,7.43704e-28
171,1.015,4.8332e-28,5.16444e-28,2.01694e-28,2.22016e-29,7.29917e-28
172,1.01512,5.4688e-28,6.97709e-28,1.58354e-28,2.78531e-29,8.21203e-28
173,1.01521,4.74285e-28,5.70338e-28,1.42817e-28,1.30866e-29,7.71156e-28
174,1.01528,5.79531e-28,6.7599e-28,1.80788e-28,2.65941e-29,7.97321e-28
175,1.01532,7.45203e-28,7.14667e-28,2.03769e-28,1.97623e-29,8.38354e-28
176,1.01534,7.74677e-28,8.56491e-28,7.62893e-29,2.5154e-29,8.52098e-28
177,1.01531,8.1666e-28,8.18137e-28,9.16616e-29,2.94291e-29,9.00138e-28
178,1.01525,9.21746e-28,6.15723e-28,1.15179e-28,4.39828e-29,8.64972e-28
179,1.01515,1.06436e-27,8.33327e-28,6.30366e-29,3.14914e-29,9.62789e-28
180,1.015,1.18851e-27,6.66086e-28,5.02657e-29,3.65156e-29,9.62969e-28
181,1.01481,1.51865e-27,7.23503e-28,4.52645e-29,4.37719e-29,1.02113e-27
182,1.01456,1.5016e-27,6.85511e-28,4.85268e-29,4.45155e-29,1.07436e-27
183,1.01425,1.71403e-27,5.69391e-28,2.97689e-29,3.4736e-29,1.04096e-27
184,1.01389,1.86334e-27,5.20056e-28,-4.2568e-30,2.8134e-29,1.08715e-27
185,1.01347,1.81013e-27,5.60456e-28,3.35774e-29,5.45936e-29,1.27332e-27
186,1.01299,1.95556e-27,6.15243e-28,2.0844e-29,4.37503e-29,1.23311e-27
187,1.01244,2.01008e-27,3.86075e-28,1.56765e-29,2.38496e-29,1.33956e-27
188,1.01183,2.28771e-27,3.74873e-28,-1.3046e-31,4.8183e-29,1.34899e-27
189,1.01115,2.22145e-27,2.42648e-28,3.52753e-30,4.9706e-29,1.15437e-27
190,1.0104,3.01147e-27,4.73902e-28,4.12175e-29,3.15388e-29,1.11013e-27
191,1.00958,2.67331e-27,5.82288e-28,2.94218e-29,2.82352e-29,1.49419e-27
192,1.0087,2.60115e-27,5.85938e-28,5.79115e-29,1.99193e-29,1.43074e-27
193,1.00775,2.03512e-27,1.87916e-28,2.8125e-29,2.02895e-29,1.45114e-27
194,1.00674,2.37334e-27,1.25086e-28,-1.87533e-30,3.37843e-29,1.46148e-27
195,1.00566,2.80998e-27,4.40003e-28,5.0647e-29,2.94436e-29,1.41044e-27
196,1.00452,2.63687e-27,4.50433e-28,1.03186e-28,6.20872e-31,1.48482e-27
197,1.00331,1.98604e-27,2.41987e-28,8.49918e-29,1.23277e-29,1.59886e-27
198,1.00206,2.10943e-27,-5.26717e-29,4.75783e-29,3.34246e-29,1.5723e-27
199,1.00074,2.9197e-27,1.56736e-28,4.2353e-29,3.52266e-29,1.20141e-27
200,0.999381,2.88054e-27,2.58707e-28,7.38069e-29,3.83345e-29,1.20224e-27
201,0.997972,3.18077e-27,2.66112e-28,1.06685e-28,3.25308e-29,1.30676e-27
202,0.996523,2.23467e-27,1.62229e-28,1.13064e-28,1.16679e-29,1.29685e-27
203,0.995037,2.2683e-27,7.19577e-29,9.20645e-29,3.54626e-29,1.22725e-27
204,0.99352,2.69273e-27,-7.83815e-30,6.56758e-29,3.58813e-29,1.03024e-27
205,0.991977,3.66254e-27,1.3712e-28,9.84911e-29,5.74201e-29,9.12839e-28
206,0.990414,3.24035e-27,1.32048e-28,1.48955e-28,4.30102e-29,9.65567e-28
207,0.988837,2.1502e-27,5.34016e-29,1.06639e-28,4.51359e-29,8.91702e-28
208,0.987253,2.26344e-27,1.15559e-29,1.15811e-28,6.00859e-29,8.67734e-28
209,0.985667,3.09312e-27,-1.01585e-29,1.47566e-28,5.60164e-29,7.34297e-28
210,0.984086,3.15053e-27,4.97245e-29,1.24516e-28,7.37279e-29,7.66982e-28
211,0.982516,2.84238e-27,6.08101e-29,1.25416e-28,6.08568e-29,7.18822e-28
212,0.980964,1.97881e-27,1.93191e-29,1.19305e-28,5.21174e-29,6.83466e-28
213,0.979437,2.66049e-27,7.54647e-30,1.19186e-28,6.81755e-29,5.63204e-28
214,0.977939,3.1703e-27,4.51259e-29,1.45663e-28,9.42293e-29,5.18405e-28
215,0.976478,3.21981e-27,7.69415e-29,1.3875e-28,9.20802e-29,5.2891e-28
216,0.975059,2.1869e-27,3.84748e-29,1.47676e-28,8.27808e-29,5.21778e-28
217,0.973688,1.852e-27,1.93495e-29,1.13361e-28,7.60815e-29,4.82708e-28
218,0.972369,2.66087e-27,1.96027e-29,1.19813e-28,9.85353e-29,4.08726e-28
219,0.971108,3.47785e-27,7.80739e-29,1.48841e-28,9.54248e-29,4.34413e-28
220,0.969909,2.99391e-27,7.1238e-29,1.43833e-28,1.04058e-28,4.17287e-28
221,0.968776,2.28243e-27,5.33002e-29,1.26045e-28,8.08081e-29,3.71596e-28
222,0.967712,2.95657e-27,6.80601e-29,1.33939e-28,9.35774e-29,3.59885e-28
223,0.966721,3.5111e-27,1.02636e-28,1.15123e-28,1.14405e-28,3.33206e-28
224,0.965803,3.68969e-27,8.72491e-29,1.58104e-28,1.5864e-28,3.60232e-28
225,0.964962,3.31055e-27,1.22425e-28,1.17429e-28,1.41472e-28,2.99908e-28
226,0.964197,2.89339e-27,1.61314e-28,1.15172e-28,1.14824e-28,2.89313e-28
227,0.96351,3.09366e-27,2.0298e-28,1.03116e-28,1.53645e-28,2.4885e-28
228,0.9629,4.21331e-27,1.51479e-28,1.03291e-28,1.79523e-28,2.31137e-28
229,0.962365,3.75171e-27,1.65512e-28,8.97588e-29,2.41805e-28,2.47735e-28
230,0.961904,2.69318e-27,1.34079e-28,6.31713e-29,2.2555e-28,1.98302e-28
231,0.961514,2.94871e-27,2.11157e-28,7.27829e-29,2.41963e-28,1.78623e-28
232,0.961192,3.31028e-27,1.94501e-28,6.51048e-29,2.73188e-28,1.61473e-28
233,0.960935,3.66612e-27,1.48698e-28,5.44853e-29,3.32528e-28,2.16088e-28
234,0.960736,2.5239e-27,1.98412e-28,1.98507e-29,3.44163e-28,1.85542e-28
235,0.960592,1.86131e-27,2.82628e-28,1.04501e-29,2.89716e-28,1.91968e-28
236,0.960497,2.39967e-27,2.47317e-28,1.48149e-29,3.20245e-28,2.04497e-28
237,0.960442,3.03489e-27,2.63496e-28,3.37498e-29,3.61555e-28,2.02587e-28
238,0.960423,2.03145e-27,2.30291e-28,2.43972e-29,3.89974e-28,2.89421e-28
239,0.96043,1.69184e-27,3.41866e-28,1.05357e-29,3.44711e-28,2.65453e-28
240,0.960456,1.97296e-27,3.51487e-28,7.13203e-30,3.43805e-28,2.29354e-28
241,0.960493,2.43716e-27,3.522e-28,1.94388e-29,4.02315e-28,2.61013e-28
242,0.96053,2.17901e-27,2.81924e-28,3.19659e-29,4.71129e-28,3.42059e-28
243,0.96056,1.36953e-27,4.79548e-28,3.5692e-29,4.57235e-28,2.96745e-28
244,0.960573,1.68932e-27,4.86184e-28,2.91153e-30,4.60531e-28,2.75104e-28
245,0.960559,1.86039e-27,3.5704e-28,2.40053e-30,4.41002e-28,2.38212e-28
246,0.960508,1.83289e-27,3.35739e-28,3.36936e-29,5.43346e-28,3.36328e-28
247,0.960411,1.20622e-27,4.00235e-28,3.64248e-29,6.24511e-28,2.80312e-28
248,0.960258,1.01937e-27,5.40077e-28,-4.60713e-30,5.99985e-28,2.38714e-28
249,0.960039,1.17079e-27,4.3486e-28,-2.46966e-29,5.0834e-28,1.90874e-28
250,0.959746,1.16644e-27,3.82384e-28,1.74723e-29,6.36867e-28,2.19985e-28
251,0.959368,6.05605e-28,2.84597e-28,4.16868e-29,7.43161e-28,1.67413e-28
252,0.958897,2.39171e-28,5.43224e-28,1.82511e-29,6.91428e-28,1.10466e-28
253,0.958325,4.41725e-28,5.50222e-28,-1.4159e-29,5.67903e-28,7.44414e-29
254,0.957643,3.67697e-28,3.98136e-28,2.49885e-29,6.64772e-28,3.8414e-29
255,0.956845,2.64108e-28,3.37548e-28,8.58869e-29,7.56471e-28,5.02213e-29
256,0.955924,-6.24155e-29,5.76833e-28,3.7599e-29,8.49363e-28,2.07319e-29
257,0.954873,6.02556e-29,6.14156e-28,8.07327e-29,7.09767e-28,-3.80127e-29
258,0.953687,1.38186e-28,5.71614e-28,5.57691e-29,6.55337e-28,-5.12867e-29
259,0.952362,9.63299e-29,5.68351e-28,1.47894e-28,8.08801e-28,-2.6346e-29
260,0.950894,-2.2063e-28,6.60484e-28,1.88514e-28,8.40309e-28,2.33566e-31
261,0.94928,-6.36435e-29,7.11783e-28,9.48355e-29,6.62345e-28,-2.8388e-30
262,0.947517,4.28996e-29,6.52804e-28,2.14869e-28,7.37302e-28,1.41426e-29
263,0.945606,4.50442e-29,6.86925e-28,2.3548e-28,6.37563e-28,3.25582e-29
264,0.943545,-1.11293e-28,7.84231e-28,3.80948e-28,7.37541e-28,1.1817e-28
265,0.941335,-1.99936e-29,8.30485e-28,2.45795e-28,6.02469e-28,1.17958e-28
266,0.938978,6.00461e-29,6.41848e-28,3.25561e-28,6.02552e-28,7.64093e-29
267,0.936478,-1.31469e-29,6.57534e-28,4.64265e-28,4.51115e-28,8.97892e-29
268,0.933836,-6.94016e-29,6.90548e-28,4.90351e-28,5.14659e-28,2.06895e-28
269,0.931059,1.37584e-29,7.61958e-28,4.21991e-28,3.81415e-28,1.79171e-28
270,0.92815,1.43904e-29,5.32443e-28,3.74221e-28,4.31773e-28,1.65617e-28
271,0.925118,-1.90898e-30,4.8377e-28,6.30661e-28,3.85645e-28,2.00182e-28
272,0.921968,8.33593e-29,5.89811e-28,4.96894e-28,4.40223e-28,2.34091e-28
273,0.918708,8.93063e-29,4.99495e-28,5.46543e-28,3.6264e-28,3.02012e-28
274,0.915348,7.02746e-29,3.81662e-28,5.62038e-28,3.46059e-28,2.54879e-28
275,0.911896,2.11879e-28,3.11119e-28,6.67888e-28,3.74186e-28,2.49441e-28
276,0.908362,3.00252e-28,3.98582e-28,5.54175e-28,3.91065e-28,2.69808e-28
277,0.904757,2.85495e-28,3.0982e-28,3.95036e-28,3.44245e-28,3.49265e-28
278,0.901091,2.72372e-28,2.60938e-28,4.425e-28,3.76718e-28,3.57134e-28
279,0.897375,4.60161e-28,1.17835e-28,5.39323e-28,2.97247e-28,3.17101e-28
280,0.893621,6.38559e-28,2.27017e-28,4.3747e-28,3.57612e-28,3.37243e-28
281,0.88984,6.53097e-28,1.18765e-28,3.70325e-28,3.53655e-28,3.98e-28
282,0.886044,5.98714e-28,4.05516e-29,3.5531e-28,3.42655e-28,4.26859e-28
283,0.882245,9.00273e-28,-3.52852e-29,5.38065e-28,3.00915e-28,3.19002e-28
284,0.878454,8.66715e-28,-3.35244e-30,5.83713e-28,3.53345e-28,3.80426e-28
285,0.874683,8.47119e-28,-4.79973e-29,2.98683e-28,3.159e-28,4.04511e-28
286,0.870942,8.36233e-28,-3.84801e-29,3.3152e-28,3.38672e-28,5.18248e-28
287,0.867242,1.28967e-27,-9.59106e-29,4.98519e-28,2.75974e-28,4.25347e-28
288,0.863594,1.57652e-27,-1.25362e-28,4.37575e-28,3.70078e-28,4.14993e-28
289,0.860007,1.07009e-27,-6.46521e-29,3.45413e-28,3.68774e-28,5.11698e-28
290,0.856491,1.14396e-27,-4.56721e-29,3.7219e-28,3.71955e-28,5.05591e-28
291,0.853053,1.65278e-27,-6.29862e-29,4.70025e-28,4.14983e-28,5.5024e-28
292,0.849701,1.42753e-27,-4.69603e-29,5.14462e-28,3.40906e-28,4.39419e-28
293,0.846441,1.29031e-27,-2.50886e-29,3.22678e-28,3.73226e-28,5.47812e-28
294,0.843281,1.4841e-27,-6.55813e-29,3.78009e-28,4.77374e-28,5.15242e-28
295,0.840223,1.47639e-27,-4.27232e-29,3.76302e-28,4.20357e-28,5.20663e-28
