t,T+R,N_0,N_1,N_2,N_3,N_4
35,1.05699,4.86292e-28,3.17287e-28,6.85964e-29,2.0682e-29,8.86123e-29
36,1.05771,5.24479e-28,2.85815e-28,6.89257e-29,1.92504e-29,7.88898e-29
37,1.05825,5.3973e-28,2.9788e-28,6.95715e-29,1.83009e-29,7.84398e-29
38,1.05861,5.12552e-28,2.78687e-28,7.68033e-29,1.8674e-29,7.78743e-29
39,1.0588,5.31411e-28,2.80961e-28,7.04559e-29,1.67018e-29,8.14101e-29
40,1.05879,4.97461e-28,2.85214e-28,7.23532e-29,1.79947e-29,7.45838e-29
41,1.05861,4.82732e-28,2.85417e-28,7.07142e-29,1.75964e-29,6.6699e-29
42,1.05825,4.65635e-28,2.87625e-28,7.58781e-29,1.66881e-29,5.45123e-29
43,1.05771,4.51653e-28,2.85032e-28,7.24607e-29,1.63363e-29,5.48837e-29
44,1.05699,4.77501e-28,2.9683e-28,6.94137e-29,1.73919e-29,6.29202e-29
45,1.05611,4.31861e-28,2.83986e-28,6.82622e-29,1.62221e-29,5.9738e-29
46,1.05506,4.53627e-28,2.94401e-28,6.67459e-29,1.71474e-29,5.01486e-29
47,1.05385,4.68368e-28,3.179e-28,6.69808e-29,1.76762e-29,4.97539e-29
48,1.05249,4.35365e-28,2.91983e-28,5.72571e-29,1.80722e-29,3.91519e-29
49,1.05099,4.41968e-28,3.18805e-28,5.60473e-29,1.85613e-29,4.29117e-29
50,1.04936,4.5674e-28,3.17244e-28,5.65115e-29,1.93093e-29,5.25098e-29
51,1.04761,4.28973e-28,3.1822e-28,5.2259e-29,2.31709e-29,5.18294e-29
52,1.04575,4.60669e-28,3.38355e-28,4.89913e-29,2.59168e-29,4.42547e-29
53,1.04378,4.77332e-28,3.4668e-28,4.50678e-29,2.9926e-29,6.16496e-29
54,1.04173,4.57151e-28,3.38143e-28,4.52106e-29,3.2101e-29,5.61319e-29
55,1.0396,5.122e-28,3.34452e-28,4.61194e-29,3.15841e-29,6.87484e-29
56,1.03741,4.69146e-28,3.26497e-28,4.53479e-29,3.89753e-29,5.23805e-29
57,1.03516,4.66339e-28,3.41624e-28,4.47945e-29,4.07595e-29,5.80567e-29
58,1.03288,4.78848e-28,3.30416e-28,5.14452e-29,4.64423e-29,5.37274e-29
59,1.03057,4.85302e-28,3.14701e-28,5.06673e-29,4.76167e-29,5.34891e-29
60,1.02824,4.55577e-28,3.37931e-28,5.4006e-29,4.9705e-29,5.09823e-29
61,1.02592,4.40531e-28,3.55128e-28,5.65848e-29,5.33942e-29,4.276e-29
62,1.02361,4.54532e-28,3.65144e-28,6.51026e-29,5.85849e-29,4.45129e-29
63,1.02132,4.28925e-28,3.38559e-28,6.66115e-29,6.31469e-29,4.55026e-29
64,1.01907,4.42456e-28,3.55368e-28,7.01723e-29,5.86771e-29,2.3697e-29
65,1.01686,4.01268e-28,4.21748e-28,8.32049e-29,5.86908e-29,3.84967e-29
66,1.01471,4.00447e-28,3.92764e-28,7.22648e-29,6.60379e-29,3.21079e-29
67,1.01263,4.10446e-28,4.23873e-28,7.73345e-29,6.83863e-29,2.73338e-29
68,1.01063,4.08337e-28,3.71322e-28,8.21353e-29,7.44341e-29,1.1366e-29
69,1.00871,3.95725e-28,4.62134e-28,6.68771e-29,7.14222e-29,1.99837e-29
70,1.00689,3.38018e-28,4.90713e-28,7.7341e-29,7.54133e-29,1.61453e-29
71,1.00517,3.43774e-28,4.48992e-28,6.56963e-29,7.32761e-29,1.45516e-29
72,1.00355,3.67427e-28,4.87922e-28,7.25145e-29,7.48579e-29,9.66812e-30
73,1.00205,3.48428e-28,4.71359e-28,6.8337e-29,7.30326e-29,4.74259e-30
74,1.00066,3.68319e-28,4.54e-28,7.06594e-29,7.68168e-29,1.18827e-30
75,0.999387,3.36666e-28,5.27775e-28,7.03773e-29,8.02704e-29,4.45857e-30
76,0.998237,3.67036e-28,4.96701e-28,5.92623e-29,7.76368e-29,4.26135e-31
77,0.997208,3.7121e-28,5.06075e-28,5.81095e-29,8.04479e-29,7.52346e-31
78,0.996302,3.22851e-28,5.06018e-28,4.77757e-29,7.62758e-29,1.18332e-30
79,0.995515,3.14595e-28,5.05238e-28,5.37713e-29,7.76858e-29,-4.06128e-31
80,0.994848,3.18726e-28,5.7088e-28,4.84334e-29,7.45705e-29,2.29256e-31
81,0.994295,3.13965e-28,6.0562e-28,4.4794e-29,7.35892e-29,4.37199e-31
82,0.993854,2.85852e-28,5.9186e-28,4.63728e-29,6.67455e-29,1.03502e-30
83,0.993519,2.68279e-28,6.44579e-28,3.63588e-29,6.88881e-29,2.7416e-30
84,0.993284,2.72112e-28,6.50813e-28,3.75152e-29,6.81851e-29,1.22161e-30
85,0.993143,2.97501e-28,7.20549e-28,4.63714e-29,6.80983e-29,4.82182e-30
86,0.993088,2.72439e-28,7.38391e-28,4.10347e-29,7.39073e-29,7.13238e-30
87,0.99311,2.18456e-28,7.6901e-28,3.40269e-29,6.30315e-29,6.60233e-30
88,0.993202,2.14191e-28,7.34077e-28,3.19141e-29,6.63013e-29,8.64619e-30
89,0.993352,2.19465e-28,9.62263e-28,3.87887e-29,6.56035e-29,8.8831e-30
90,0.993552,2.03806e-28,9.2044e-28,3.78299e-29,6.85972e-29,1.60017e-29
91,0.993791,1.64587e-28,9.25615e-28,3.50431e-29,6.19694e-29,1.55885e-29
92,0.994058,1.4569e-28,1.04267e-27,2.65303e-29,6.85871e-29,1.82468e-29
93,0.994341,1.54857e-28,9.10049e-28,2.73083e-29,6.16557e-29,1.32036e-29
94,0.994631,1.39511e-28,1.1029e-27,2.87839e-29,6.56862e-29,2.00227e-29
95,0.994914,1.36905e-28,1.18459e-27,3.32211e-29,6.92854e-29,2.05648e-29
96,0.99518,9.28537e-29,1.11989e-27,2.03207e-29,6.84764e-29,2.74015e-29
97,0.995418,1.1834e-28,1.08717e-27,1.72079e-29,6.23016e-29,1.96777e-29
98,0.995616,1.13012e-28,1.1078e-27,1.12391e-29,5.84406e-29,3.1316e-29
99,0.995764,1.35014e-28,1.26445e-27,1.30207e-29,6.13338e-29,3.51731e-29
100,0.995851,9.68677e-29,1.31922e-27,1.27485e-29,6.30229e-29,3.19556e-29
101,0.995867,8.84481e-29,1.38189e-27,5.29239e-30,6.7036e-29,4.60765e-29
102,0.995803,8.62721e-29,1.18815e-27,9.10673e-30,6.69355e-29,5.13815e-29
103,0.995648,7.90261e-29,1.13477e-27,8.81935e-30,6.06012e-29,5.53995e-29
104,0.995396,8.17802e-29,1.26111e-27,1.18046e-29,6.46836e-29,6.37548e-29
105,0.995038,7.77848e-29,1.34503e-27,1.11946e-29,7.52007e-29,6.15701e-29
106,0.994568,4.9016e-29,1.29842e-27,1.16793e-29,7.55385e-29,7.0187e-29
107,0.993979,5.78359e-29,1.17233e-27,1.75682e-29,7.31878e-29,7.58535e-29
108,0.993267,5.75538e-29,1.28683e-27,2.01336e-29,7.5684e-29,7.93104e-29
109,0.992427,4.03016e-29,1.25499e-27,1.73026e-29,8.27574e-29,8.07793e-29
110,0.991456,6.12861e-29,1.30354e-27,2.6217e-29,8.7658e-29,9.87828e-29
111,0.990352,3.36414e-29,1.10895e-27,3.13082e-29,8.6946e-29,9.49312e-29
112,0.989113,5.49748e-29,1.20409e-27,2.24872e-29,7.84289e-29,9.32804e-29
113,0.987739,6.41795e-29,1.19889e-27,1.76169e-29,7.58244e-29,8.52582e-29
114,0.986231,4.94775e-29,1.18312e-27,2.21037e-29,7.84644e-29,9.77398e-29
115,0.98459,4.48162e-29,9.76684e-28,2.46009e-29,6.90243e-29,9.42393e-29
116,0.98282,7.29742e-29,9.6607e-28,1.94896e-29,7.11819e-29,9.25141e-29
117,0.980924,8.05279e-29,1.04484e-27,1.23465e-29,6.41229e-29,7.56754e-29
118,0.978907,9.04994e-29,9.79742e-28,1.29426e-29,6.2466e-29,8.25756e-29
119,0.976775,6.69849e-29,8.4141e-28,1.03534e-29,6.00337e-29,7.81597e-29
120,0.974533,1.12137e-28,9.00619e-28,1.10999e-29,6.33765e-29,6.99116e-29
121,0.972189,1.72859e-28,8.53086e-28,1.29998e-29,5.82246e-29,7.90022e-29
122,0.969752,1.47897e-28,8.84642e-28,9.01268e-30,4.64146e-29,5.21212e-29
123,0.96723,1.76201e-28,6.59025e-28,1.16515e-29,4.8743e-29,5.77361e-29
124,0.964632,2.13745e-28,7.26205e-28,1.22649e-29,3.9987e-29,5.62113e-29
125,0.961969,2.65644e-28,7.41023e-28,1.59477e-29,4.6855e-29,4.85066e-29
126,0.959251,3.06254e-28,7.03362e-28,1.99155e-29,4.48739e-29,4.49948e-29
127,0.956488,2.66903e-28,6.58735e-28,2.03434e-29,4.25066e-29,3.68328e-29
128,0.953692,3.40652e-28,5.43547e-28,3.47019e-29,3.82081e-29,4.22264e-29
129,0.950874,3.72804e-28,5.58724e-28,3.79199e-29,4.23635e-29,3.62328e-29
130,0.948046,3.74729e-28,6.21246e-28,2.77411e-29,5.26074e-29,3.87199e-29
131,0.94522,4.14941e-28,5.5685e-28,3.30011e-29,4.6402e-29,3.58803e-29
132,0.942406,4.18171e-28,6.88522e-28,4.8592e-29,5.21679e-29,2.73599e-29
133,0.939616,5.13677e-28,5.69844e-28,4.46746e-29,5.75944e-29,3.67313e-29
134,0.936861,5.36876e-28,6.74778e-28,5.58554e-29,5.50665e-29,3.10426e-29
135,0.934152,5.83392e-28,5.40705e-28,5.14255e-29,7.11366e-29,3.46636e-29
136,0.931499,5.69043e-28,7.383e-28,5.22743e-29,6.87917e-29,2.57477e-29
137,0.928913,5.37051e-28,6.49295e-28,6.70083e-29,6.5796e-29,4.13437e-29
138,0.926401,6.01527e-28,5.44326e-28,7.68475e-29,7.90283e-29,4.15708e-29
139,0.923973,7.41896e-28,6.83797e-28,7.9068e-29,9.95642e-29,3.6333e-29
140,0.921637,7.01417e-28,6.43368e-28,6.43688e-29,9.52368e-29,3.76542e-29
141,0.919399,6.58335e-28,5.60212e-28,1.00446e-28,7.9791e-29,4.32146e-29
142,0.917265,7.15136e-28,6.19214e-28,1.31885e-28,9.92788e-29,5.11213e-29
143,0.915241,8.14871e-28,5.11273e-28,1.24584e-28,1.01065e-28,4.98576e-29
144,0.913331,8.301e-28,6.01344e-28,9.45545e-29,1.10965e-28,3.61781e-29
145,0.911536,7.85684e-28,6.58176e-28,1.13296e-28,9.24267e-29,3.56624e-29
146,0.909861,7.76725e-28,6.20695e-28,1.62105e-28,9.04666e-29,4.44251e-29
147,0.908304,8.3548e-28,6.12462e-28,1.58309e-28,9.4948e-29,5.5313e-29
148,0.906867,8.35355e-28,4.41443e-28,1.67297e-28,9.15992e-29,4.55258e-29
149,0.905547,8.12409e-28,5.39151e-28,1.33194e-28,7.82197e-29,4.82423e-29
150,0.904342,8.23796e-28,5.30298e-28,1.63999e-28,7.96539e-29,4.47075e-29
151,0.903249,8.02644e-28,4.39037e-28,1.86367e-28,8.06809e-29,5.54467e-29
152,0.902262,8.80932e-28,4.75903e-28,1.5462e-28,7.49669e-29,4.99761e-29
153,0.901375,8.14622e-28,4.19814e-28,1.86557e-28,5.83691e-29,5.88105e-29
154,0.900582,7.66013e-28,5.48628e-28,2.02185e-28,6.74269e-29,5.57585e-29
155,0.899875,7.78287e-28,3.94096e-28,2.19784e-28,5.32287e-29,4.25876e-29
156,0.899244,8.41129e-28,4.37592e-28,2.13418e-28,6.15216e-29,8.33435e-29
157,0.898679,6.76307e-28,4.09723e-28,2.3073e-28,5.46622e-29,6.1897e-29
158,0.898171,7.04252e-28,4.97942e-28,2.74477e-28,5.08325e-29,6.38892e-29
159,0.897707,6.3968e-28,4.81931e-28,2.55521e-28,5.63747e-29,6.13285e-29
160,0.897274,7.52909e-28,4.36967e-28,2.8784e-28,5.99688e-29,8.91529e-29
161,0.896862,6.8167e-28,5.14297e-28,2.70991e-28,5.57841e-29,1.14852e-28
162,0.896455,6.22663e-28,4.72655e-28,3.01407e-28,4.70541e-29,9.53991e-29
163,0.896041,6.43851e-28,5.95283e-28,3.5362e-28,5.25508e-29,1.11264e-28
164,0.895604,4.86561e-28,4.72226e-28,3.58682e-28,5.2364e-29,1.03567e-28
165,0.895131,6.23773e-28,6.07074e-28,3.52404e-28,4.57577e-29,1.23758e-28
166,0.894608,4.88445e-28,6.36872e-28,3.91665e-28,4.6133e-29,1.29528e-28
167,0.89402,5.6106e-28,5.80554e-28,4.03113e-28,3.79153e-29,1.29827e-28
168,0.893352,6.15513e-28,6.7784e-28,4.4791e-28,4.54765e-29,1.09096e-28
169,0.892591,6.02211e-28,6.49516e-28,4.38739e-28,4.7513e-29,1.44114e-28
170,0.891722,5.92591e-28,6.00418e-28,4.75989e-28,4.61224e-29,1.56492e-28
171,0.890732,6.10456e-28,6.57252e-28,5.15569e-28,4.07813e-29,1.41629e-28
172,0.889609,6.07715e-28,6.81148e-28,5.5355e-28,4.62051e-29,1.55304e-28
173,0.88834,6.48554e-28,5.8261e-28,5.27343e-28,4.29785e-29,1.64949e-28
174,0.886914,5.83011e-28,6.41653e-28,5.58146e-28,5.12873e-29,1.73311e-28
175,0.885319,5.25466e-28,5.79675e-28,6.25732e-28,4.78321e-29,1.44237e-28
176,0.883547,6.64282e-28,6.30883e-28,5.81002e-28,5.29732e-29,1.63292e-28
177,0.881589,6.08351e-28,6.82494e-28,5.6985e-28,4.69817e-29,1.49579e-28
178,0.879436,6.58572e-28,7.05827e-28,6.03591e-28,4.66308e-29,1.35008e-28
179,0.877082,5.00642e-28,6.66089e-28,6.07897e-28,4.35929e-29,1.5116e-28
180,0.874522,5.98294e-28,5.27119e-28,6.15249e-28,4.19778e-29,1.45731e-28
181,0.871752,6.66609e-28,7.55416e-28,5.51085e-28,3.04481e-29,1.74461e-28
182,0.868769,6.05623e-28,5.90606e-28,5.28008e-28,3.04825e-29,1.7175e-28
183,0.865571,6.312e-28,7.27061e-28,5.43744e-28,3.0976e-29,1.70785e-28
184,0.862159,6.38476e-28,7.21328e-28,5.1574e-28,2.6828e-29,1.72122e-28
185,0.858534,5.55525e-28,7.62211e-28,4.72002e-28,2.22223e-29,2.06382e-28
186,0.854698,5.58361e-28,8.55286e-28,3.99928e-28,2.74491e-29,1.80457e-28
187,0.850655,7.07175e-28,8.25609e-28,4.58104e-28,2.88105e-29,2.39829e-28
188,0.846411,7.07524e-28,5.51568e-28,4.68454e-28,2.14956e-29,2.37968e-28
189,0.841973,7.09733e-28,5.36424e-28,4.44564e-28,1.68519e-29,1.66671e-28
190,0.837348,4.95461e-28,3.87779e-28,3.36872e-28,1.93758e-29,1.42142e-28
191,0.832546,6.3054e-28,7.41129e-28,3.31603e-28,2.21889e-29,2.27107e-28
192,0.827578,6.77693e-28,7.84049e-28,2.92284e-28,2.85311e-29,2.57831e-28
193,0.822454,9.40187e-28,7.28634e-28,3.70752e-28,3.23814e-29,2.63385e-28
194,0.817188,8.20504e-28,3.85495e-28,3.91566e-28,2.89474e-29,2.65859e-28
195,0.811793,7.34119e-28,4.61973e-28,3.23128e-28,4.64761e-29,1.88387e-28
196,0.806285,8.14197e-28,5.54659e-28,2.60929e-28,6.42205e-29,2.70976e-28
197,0.800677,1.17385e-27,5.50664e-28,3.22328e-28,7.07972e-29,3.37961e-28
198,0.794987,1.08514e-27,4.92965e-28,2.94343e-28,8.41256e-29,3.05732e-28
199,0.789232,8.66052e-28,3.28248e-28,2.43362e-28,1.04021e-28,2.33664e-28
200,0.783427,8.71949e-28,7.90888e-29,2.46065e-28,1.14536e-28,2.50144e-28
201,0.777591,7.98161e-28,5.15193e-28,1.93929e-28,1.39434e-28,2.5198e-28
202,0.771742,1.25563e-27,5.17676e-28,2.10425e-28,1.85833e-28,3.25131e-28
203,0.765898,1.35015e-27,3.40386e-28,1.98961e-28,2.28884e-28,3.43748e-28
204,0.760076,9.2742e-28,5.48943e-29,2.06123e-28,2.76415e-28,3.26824e-28
205,0.754294,8.43008e-28,2.19713e-28,2.03156e-28,2.98329e-28,2.62937e-28
206,0.748571,1.25759e-27,2.99223e-28,1.34664e-28,3.48538e-28,3.44186e-28
207,0.742922,1.5661e-27,3.13155e-28,1.60733e-28,3.93557e-28,3.82167e-28
208,0.737365,1.2199e-27,1.59604e-28,1.73237e-28,4.59889e-28,3.58869e-28
209,0.731915,7.28065e-28,4.77236e-29,1.41484e-28,5.29337e-28,3.00277e-28
210,0.726589,8.79834e-28,1.18866e-28,1.36643e-28,5.441e-28,2.48029e-28
211,0.721401,1.53601e-27,1.80225e-28,1.35874e-28,5.84203e-28,3.24261e-28
212,0.716363,1.41044e-27,9.89645e-29,1.14125e-28,6.66497e-28,2.7468e-28
213,0.71149,1.00212e-27,6.19696e-29,1.24552e-28,7.17653e-28,2.06839e-28
214,0.706792,7.17582e-28,4.97499e-29,1.25988e-28,7.63922e-28,2.40635e-28
215,0.702279,1.32978e-27,7.53356e-29,1.21694e-28,7.48351e-28,1.96292e-28
216,0.69796,1.70785e-27,1.05401e-28,8.55827e-29,8.37107e-28,1.72348e-28
217,0.693843,1.18845e-27,7.37547e-29,1.03143e-28,8.88364e-28,1.53625e-28
218,0.689935,9.20935e-28,8.07202e-29,1.2725e-28,9.15579e-28,1.29641e-28
219,0.686239,1.0438e-27,1.11888e-28,1.14121e-28,9.61668e-28,7.55623e-29
220,0.682758,1.46382e-27,7.48572e-29,1.19591e-28,9.39586e-28,6.97761e-29
221,0.679496,1.41416e-27,5.36893e-29,8.77275e-29,9.33962e-28,3.53389e-29
222,0.676451,1.13356e-27,5.95398e-29,1.32679e-28,1.07312e-27,2.50289e-29
223,0.673623,8.90458e-28,7.54508e-29,1.14961e-28,1.08345e-27,2.08525e-29
224,0.671008,1.51855e-27,7.74645e-29,9.60323e-29,1.00121e-27,7.12609e-30
225,0.668602,1.77597e-27,6.46778e-29,1.21271e-28,1.04756e-27,1.82195e-30
226,0.6664,1.16474e-27,5.64933e-29,8.31263e-29,1.19198e-27,6.74968e-30
227,0.664393,1.124e-27,5.50518e-29,9.82169e-29,1.1673e-27,1.85684e-29
228,0.662574,1.53839e-27,4.65583e-29,7.70437e-29,1.10481e-27,2.57973e-29
229,0.660932,1.93671e-27,4.52684e-29,4.61822e-29,1.14785e-27,5.41842e-29
230,0.659455,1.36942e-27,2.93893e-29,7.16925e-29,1.13358e-27,1.29923e-28
231,0.658132,1.23219e-27,-4.50734e-30,9.24291e-29,1.16615e-27,9.16296e-29
232,0.656949,1.40379e-27,8.20486e-30,2.62962e-29,1.10818e-27,1.7084e-28
233,0.655891,1.61462e-27,-3.15502e-29,2.25178e-29,1.08252e-27,1.9484e-28
234,0.654943,1.54668e-27,-1.22335e-29,-1.83044e-30,1.02924e-27,2.52395e-28
235,0.654089,1.20241e-27,-4.04101e-29,4.48785e-29,1.03568e-27,3.49361e-28
236,0.653311,1.29315e-27,-4.06645e-29,2.62309e-29,1.00712e-27,3.66124e-28
237,0.652593,1.80775e-27,-5.26074e-29,-1.36517e-29,9.03707e-28,3.83121e-28
238,0.651916,1.61636e-27,-4.93289e-29,-2.35379e-29,8.23805e-28,4.90239e-28
239,0.651263,1.19906e-27,-4.78035e-29,-1.33245e-29,8.11661e-28,5.63792e-28
240,0.650614,1.15587e-27,-7.25042e-29,2.3184e-29,7.74229e-28,6.13325e-28
241,0.649953,1.44852e-27,-6.57363e-29,-2.516e-29,6.43281e-28,5.76691e-28
242,0.649261,1.59434e-27,-4.74943e-29,-3.2995e-29,5.87037e-28,6.8165e-28
243,0.648519,1.146e-27,-3.57625e-29,-2.9748e-29,5.09728e-28,8.66914e-28
244,0.64771,1.14254e-27,-1.9558e-29,1.67962e-29,4.99599e-28,7.764e-28
245,0.646817,1.30416e-27,-5.89253e-30,2.45047e-29,4.28485e-28,6.50729e-28
246,0.645824,1.44045e-27,2.36188e-29,3.31785e-29,3.33108e-28,7.61792e-28
247,0.644714,9.78186e-28,4.79131e-29,2.16924e-29,2.9519e-28,8.99323e-28
248,0.643473,8.49706e-28,8.17811e-29,7.98418e-29,2.57141e-28,9.19833e-28
249,0.642087,1.01159e-27,8.48991e-29,1.13317e-28,2.1563e-28,8.08115e-28
250,0.640543,1.18083e-27,9.84117e-29,1.69972e-28,1.4183e-28,9.29114e-28
251,0.638828,8.74503e-28,2.02881e-28,1.62997e-28,1.02364e-28,9.82075e-28
252,0.636933,6.71938e-28,2.44531e-28,2.47299e-28,8.83169e-29,9.90379e-28
253,0.634848,1.00892e-27,2.71484e-28,3.50031e-28,8.41419e-29,8.32302e-28
254,0.632564,1.04133e-27,2.60563e-28,3.74962e-28,3.9236e-29,8.49055e-28
255,0.630076,6.39373e-28,4.01213e-28,3.80571e-28,1.7855e-29,1.04703e-27
256,0.627378,5.1836e-28,4.68001e-28,4.14525e-28,1.29281e-29,9.49877e-28
257,0.624466,6.67332e-28,5.32778e-28,5.14076e-28,1.49712e-29,6.43717e-28
258,0.621339,7.53593e-28,3.99871e-28,5.64913e-28,1.32719e-29,8.4008e-28
259,0.617995,4.84854e-28,6.48468e-28,5.37398e-28,1.39376e-29,9.05353e-28
260,0.614435,3.60199e-28,7.72727e-28,5.3731e-28,1.0513e-29,8.36132e-28
261,0.610661,6.03705e-28,9.53435e-28,7.50733e-28,2.53366e-29,5.8447e-28
262,0.606678,6.30082e-28,6.36553e-28,7.44512e-28,5.55562e-29,6.53281e-28
263,0.60249,3.64401e-28,8.29533e-28,5.74307e-28,5.58235e-29,7.46067e-28
264,0.598103,3.81201e-28,1.04198e-27,6.58961e-28,5.97416e-29,6.38835e-28
265,0.593526,6.47452e-28,1.15742e-27,8.2441e-28,6.76112e-29,4.50474e-28
266,0.588768,5.16799e-28,8.82773e-28,9.25236e-28,9.55345e-29,4.63085e-28
267,0.583839,3.54283e-28,1.0458e-27,8.11129e-28,1.17309e-28,5.25278e-28
268,0.57875,4.7007e-28,1.26405e-27,7.48638e-28,1.18586e-28,4.62474e-28
269,0.573513,4.48976e-28,1.34276e-27,1.02572e-27,1.1485e-28,2.82432e-28
270,0.568142,4.59235e-28,9.33917e-28,1.0103e-27,1.47633e-28,3.57122e-28
271,0.562651,3.3917e-28,1.1223e-27,7.96627e-28,1.67954e-28,4.05408e-28
272,0.557055,2.96536e-28,1.37042e-27,8.83457e-28,1.55362e-28,2.98845e-28
273,0.551368,5.46564e-28,1.08496e-27,1.01074e-27,1.4976e-28,1.7235e-28
274,0.545607,4.01835e-28,1.29049e-27,1.00041e-27,1.69736e-28,2.44086e-28
275,0.539788,4.11977e-28,1.16582e-27,7.7884e-28,1.7417e-28,1.64508e-28
276,0.533927,6.84315e-28,1.48383e-27,7.60525e-28,1.52218e-28,1.28071e-28
277,0.52804,7.5315e-28,1.21863e-27,9.18861e-28,1.49187e-28,6.96255e-29
278,0.522143,6.5331e-28,1.14018e-27,9.75026e-28,1.51342e-28,1.04206e-28
279,0.516254,9.00357e-28,1.22034e-27,5.77222e-28,1.43609e-28,1.18838e-28
280,0.510388,1.26882e-27,1.3466e-27,7.48094e-28,1.46381e-28,2.51816e-29
281,0.50456,1.02757e-27,1.06306e-27,6.98306e-28,1.09337e-28,5.33093e-29
282,0.498785,1.18703e-27,9.72038e-28,6.43581e-28,9.96311e-29,1.04778e-28
283,0.493078,1.53566e-27,1.16524e-27,4.02799e-28,1.04396e-28,4.80308e-29
284,0.487453,1.94564e-27,1.19008e-27,4.37314e-28,8.40264e-29,2.99337e-29
285,0.481921,1.5952e-27,7.79976e-28,6.27189e-28,7.17592e-29,5.56663e-29
286,0.476496,1.82924e-27,9.58422e-28,3.86326e-28,7.07533e-29,7.79574e-29
287,0.471189,2.55912e-27,1.03545e-27,2.67898e-28,6.24127e-29,3.3796e-29
288,0.466008,2.54508e-27,8.23198e-28,2.84164e-28,4.98332e-29,4.69973e-29
289,0.460963,2.14934e-27,6.292e-28,3.2791e-28,4.45552e-29,7.21247e-29
290,0.456062,2.67124e-27,6.15946e-28,1.28442e-28,4.0716e-29,8.31752e-29
291,0.45131,3.23139e-27,9.15618e-28,7.40473e-29,3.85218e-29,7.2029e-29
292,0.446713,2.94104e-27,5.36515e-28,1.16372e-28,2.61416e-29,8.42257e-29
293,0.442275,2.56558e-27,3.28676e-28,7.99278e-29,3.11859e-29,8.20121e-29
294,0.437999,3.14781e-27,6.61931e-28,1.0305e-29,1.92711e-29,1.30141e-28
295,0.433884,3.61009e-27,5.28176e-28,5.74622e-29,1.40199e-29,1.5211e-28
