t,T+R,N_0,N_1,N_2,N_3
0,1,6.83621e-28,1.95558e-33,1.35214e-34,8.58941e-34
1,0.999996,6.78396e-28,2.37074e-31,1.81835e-32,1.09374e-31
2,0.999984,6.98673e-28,8.96682e-31,7.46852e-32,4.26299e-31
3,0.999965,6.96487e-28,1.89473e-30,1.80104e-31,9.68022e-31
4,0.999939,7.09552e-28,3.32592e-30,3.59482e-31,1.78527e-30
5,0.999907,6.61881e-28,4.86168e-30,6.11726e-31,2.93416e-30
6,0.999867,6.70249e-28,6.94121e-30,9.50705e-31,4.3988e-30
7,0.999821,6.7166e-28,9.57184e-30,1.36948e-30,6.16823e-30
8,0.999768,6.60796e-28,1.22011e-29,1.8898e-30,8.13334e-30
9,0.999709,6.58324e-28,1.49185e-29,2.5808e-30,1.04299e-29
10,0.999644,6.46893e-28,1.76931e-29,3.24218e-30,1.27527e-29
11,0.999574,6.48243e-28,1.92507e-29,4.13587e-30,1.60888e-29
12,0.999498,6.30577e-28,2.32569e-29,5.15902e-30,1.92e-29
13,0.999417,6.5159e-28,2.52003e-29,6.44979e-30,2.23731e-29
14,0.999332,6.24942e-28,2.75632e-29,7.83661e-30,2.57022e-29
15,0.999243,6.23344e-28,2.74976e-29,9.47061e-30,2.88301e-29
16,0.99915,5.93124e-28,2.89986e-29,1.06987e-29,3.35109e-29
17,0.999053,6.06131e-28,3.41604e-29,1.32852e-29,3.67145e-29
18,0.998954,5.63584e-28,3.56544e-29,1.47159e-29,3.99327e-29
19,0.998853,5.93227e-28,3.78206e-29,1.64069e-29,4.38307e-29
20,0.998749,6.2878e-28,3.94433e-29,1.94203e-29,4.8177e-29
21,0.998644,6.50717e-28,4.44516e-29,2.19322e-29,5.58371e-29
22,0.998538,6.61168e-28,4.48037e-29,2.42211e-29,5.86319e-29
23,0.998432,6.44601e-28,4.99303e-29,2.62548e-29,6.68237e-29
24,0.998326,6.51912e-28,5.08467e-29,3.04933e-29,7.01886e-29
25,0.998221,7.36491e-28,5.36822e-29,3.32362e-29,8.42601e-29
26,0.998116,7.10121e-28,4.8293e-29,3.43422e-29,8.59678e-29
27,0.998014,7.2965e-28,5.41643e-29,3.93185e-29,9.13964e-29
28,0.997913,7.18897e-28,6.26566e-29,4.08522e-29,9.46321e-29
29,0.997816,7.36783e-28,6.26353e-29,4.00569e-29,1.08234e-28
30,0.997721,7.65876e-28,7.01211e-29,4.40332e-29,1.21326e-28
31,0.997631,7.56776e-28,6.78799e-29,4.64337e-29,1.24366e-28
32,0.997544,7.48491e-28,5.66512e-29,4.73916e-29,1.2506e-28
33,0.997463,7.89634e-28,7.1883e-29,5.11375e-29,1.27067e-28
34,0.997386,7.21704e-28,7.07444e-29,5.04859e-29,1.37435e-28
35,0.997315,6.90864e-28,7.88828e-29,5.22468e-29,1.55121e-28
36,0.99725,7.34598e-28,8.72786e-29,5.29939e-29,1.58186e-28
37,0.997191,7.23806e-28,9.18198e-29,5.91689e-29,1.48299e-28
38,0.997139,7.29208e-28,9.6522e-29,5.78109e-29,1.59525e-28
39,0.997095,7.44773e-28,1.20344e-28,6.24624e-29,1.55842e-28
40,0.997058,7.83571e-28,1.27335e-28,6.31339e-29,1.78243e-28
41,0.997028,7.20659e-28,1.42381e-28,6.49906e-29,1.79128e-28
42,0.997007,7.32342e-28,1.30978e-28,7.14771e-29,1.75127e-28
43,0.996994,6.72937e-28,1.60805e-28,6.92344e-29,1.88211e-28
44,0.99699,6.539e-28,1.55699e-28,7.39806e-29,1.8567e-28
45,0.996995,6.61392e-28,1.83039e-28,7.8163e-29,2.05793e-28
46,0.997009,6.27655e-28,1.8057e-28,7.86567e-29,2.15724e-28
47,0.997032,6.60304e-28,1.7705e-28,7.67501e-29,2.05735e-28
48,0.997064,5.8657e-28,1.90852e-28,7.7295e-29,2.32163e-28
49,0.997106,5.75808e-28,1.94306e-28,8.10181e-29,2.39196e-28
50,0.997158,5.96424e-28,2.03464e-28,8.59965e-29,2.42059e-28
51,0.997219,5.36929e-28,2.2118e-28,8.7251e-29,2.37846e-28
52,0.99729,5.27846e-28,1.98178e-28,8.42916e-29,2.44585e-28
53,0.99737,4.97238e-28,2.0545e-28,8.96629e-29,2.56752e-28
54,0.99746,4.70878e-28,2.0948e-28,1.04914e-28,2.46277e-28
55,0.99756,4.55522e-28,2.18566e-28,9.61575e-29,2.67859e-28
56,0.997669,4.6536e-28,1.97624e-28,8.80622e-29,2.39628e-28
57,0.997787,4.7615e-28,2.24463e-28,9.19847e-29,2.46278e-28
58,0.997915,4.90495e-28,1.75996e-28,9.2543e-29,2.25546e-28
