t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
235,0.401034,42.8645,0.21892,23.3993,0.380045,40.621
236,0.404939,43.4585,0.20871,22.399,0.386351,41.4636
237,0.408434,44.0118,0.19915,21.4599,0.392415,42.2856
238,0.411517,44.5234,0.190254,20.5842,0.398228,43.0856
239,0.414186,44.9926,0.182032,19.7739,0.403782,43.8624
240,0.416439,45.4187,0.174492,19.0308,0.409069,44.6148
241,0.418279,45.8014,0.167641,18.3566,0.41408,45.3416
242,0.419706,46.1402,0.161484,17.7527,0.41881,46.0417
243,0.420725,46.4351,0.156025,17.2203,0.423251,46.7139
244,0.421339,46.686,0.151263,16.7606,0.427397,47.3573
245,0.421556,46.8931,0.1472,16.3742,0.431244,47.9708
246,0.421382,47.0566,0.143831,16.062,0.434787,48.5536
247,0.420826,47.1771,0.141153,15.8242,0.438021,49.1048
248,0.419897,47.255,0.13916,15.661,0.440943,49.6235
249,0.418607,47.2913,0.137844,15.5726,0.443549,50.109
250,0.416968,47.2867,0.137194,15.5586,0.445838,50.5607
251,0.414994,47.2424,0.1372,15.6186,0.447807,50.9778
252,0.412698,47.1596,0.137847,15.752,0.449454,51.3598
253,0.410097,47.0396,0.139123,15.9579,0.45078,51.7062
254,0.407206,46.884,0.14101,16.2353,0.451784,52.0166
255,0.404044,46.6945,0.143489,16.5827,0.452466,52.2905
256,0.400629,46.4727,0.146543,16.9989,0.452828,52.5277
257,0.396981,46.2207,0.15015,17.482,0.452869,52.7279
258,0.393119,45.9406,0.154287,18.0303,0.452594,52.8909
259,0.389065,45.6344,0.158932,18.6416,0.452003,53.0166
260,0.38484,45.3046,0.16406,19.3136,0.4511,53.105
261,0.380467,44.9536,0.169644,20.044,0.449889,53.156
262,0.375969,44.5838,0.175658,20.8301,0.448373,53.1697
263,0.37137,44.198,0.182074,21.6692,0.446556,53.1462
264,0.366693,43.7989,0.188863,22.5583,0.444445,53.0859
265,0.361962,43.3893,0.195995,23.4944,0.442043,52.9888
266,0.357203,42.9721,0.20344,24.4741,0.439357,52.8553
267,0.35244,42.5502,0.211167,25.4943,0.436393,52.6858
268,0.347699,42.1268,0.219144,26.5513,0.433156,52.4807
269,0.343005,41.705,0.22734,27.6416,0.429656,52.2406
270,0.338383,41.2878,0.23572,28.7614,0.425897,51.9659
271,0.333858,40.8786,0.244254,29.9071,0.421888,51.6573
272,0.329456,40.4804,0.252907,31.0748,0.417637,51.3153
273,0.325201,40.0966,0.261646,32.2604,0.413153,50.9408
