t,T+R,N_0,N_1,N_2,N_3
0,1,9.03147e-28,2.43127e-33,2.2869e-34,1.22441e-33
1,0.999974,9.11779e-28,3.03295e-31,2.93443e-32,1.50866e-31
2,0.999904,9.36014e-28,1.15602e-30,1.11742e-31,5.43002e-31
3,0.99979,9.37169e-28,2.52568e-30,2.61995e-31,1.18931e-30
4,0.999634,9.44802e-28,4.43876e-30,4.84838e-31,2.00569e-30
5,0.999436,9.46136e-28,6.73359e-30,8.12241e-31,3.2765e-30
6,0.999195,9.34905e-28,9.95197e-30,1.20963e-30,4.70697e-30
7,0.998914,9.39767e-28,1.42096e-29,1.76458e-30,6.22186e-30
8,0.998592,9.5129e-28,1.91416e-29,2.39788e-30,8.2217e-30
9,0.998232,9.35006e-28,2.49076e-29,3.22046e-30,9.87996e-30
10,0.997834,8.76638e-28,3.13633e-29,4.26419e-30,1.25179e-29
11,0.997399,8.54412e-28,3.89024e-29,5.48969e-30,1.45117e-29
12,0.99693,8.17395e-28,4.78718e-29,6.91143e-30,1.70973e-29
13,0.996428,8.51166e-28,5.69061e-29,8.21571e-30,2.03676e-29
14,0.995894,8.022e-28,6.608e-29,1.01762e-29,2.29949e-29
15,0.99533,7.60246e-28,7.32073e-29,1.18221e-29,2.50662e-29
16,0.994738,7.25149e-28,8.1778e-29,1.35637e-29,2.96894e-29
17,0.994121,6.71484e-28,9.89594e-29,1.56189e-29,3.3446e-29
18,0.99348,6.39516e-28,1.09451e-28,1.77249e-29,3.44295e-29
19,0.992817,6.11579e-28,1.14637e-28,1.96137e-29,3.73563e-29
20,0.992136,5.67775e-28,1.29046e-28,2.19019e-29,4.34911e-29
21,0.991437,5.0878e-28,1.3478e-28,2.41965e-29,4.54303e-29
22,0.990723,4.74093e-28,1.47528e-28,2.65871e-29,4.68633e-29
23,0.989998,4.55353e-28,1.58148e-28,2.84583e-29,5.55407e-29
24,0.989263,4.33367e-28,1.66731e-28,3.05401e-29,5.35939e-29
25,0.98852,3.68573e-28,1.60245e-28,3.29917e-29,5.67703e-29
26,0.987773,3.53506e-28,1.70039e-28,3.64465e-29,5.63686e-29
27,0.987024,3.15361e-28,1.96196e-28,4.04206e-29,6.50453e-29
28,0.986275,3.21313e-28,1.90832e-28,4.53597e-29,6.29458e-29
29,0.985529,2.93618e-28,1.94858e-28,4.68829e-29,6.52949e-29
30,0.984789,2.7059e-28,2.0402e-28,5.08283e-29,6.8784e-29
31,0.984056,2.76067e-28,2.20163e-28,5.61807e-29,7.20343e-29
32,0.983334,2.50314e-28,2.25269e-28,6.12805e-29,7.5957e-29
33,0.982625,2.53995e-28,2.34892e-28,6.44233e-29,8.18969e-29
34,0.981931,2.42402e-28,2.32902e-28,7.00308e-29,7.59838e-29
35,0.981255,2.44404e-28,2.31669e-28,7.33466e-29,7.99237e-29
36,0.980599,2.4868e-28,2.37282e-28,7.70451e-29,8.234e-29
37,0.979965,2.24883e-28,2.57456e-28,8.4737e-29,7.93174e-29
38,0.979356,2.54902e-28,2.37036e-28,8.80892e-29,8.02381e-29
39,0.978773,2.369e-28,2.49038e-28,9.04815e-29,8.33224e-29
40,0.978219,2.41831e-28,2.55565e-28,9.34539e-29,7.62689e-29
41,0.977696,2.49919e-28,2.55456e-28,1.00218e-28,8.57867e-29
42,0.977204,2.25022e-28,2.63573e-28,1.02848e-28,9.09796e-29
43,0.976747,2.25053e-28,2.69378e-28,1.12657e-28,8.8444e-29
44,0.976326,2.152e-28,2.60523e-28,1.22128e-28,8.21294e-29
45,0.975941,1.9851e-28,2.89319e-28,1.23127e-28,8.10175e-29
46,0.975596,1.64838e-28,2.5958e-28,1.30145e-28,9.42067e-29
47,0.97529,1.77385e-28,2.97322e-28,1.3769e-28,8.57931e-29
48,0.975025,1.80881e-28,2.78613e-28,1.4971e-28,8.64175e-29
49,0.974803,1.80188e-28,2.90011e-28,1.45063e-28,9.14876e-29
50,0.974624,1.69691e-28,2.44755e-28,1.49916e-28,8.83346e-29
51,0.974488,1.66575e-28,2.74946e-28,1.59598e-28,7.51801e-29
52,0.974398,2.02397e-28,2.64638e-28,1.66595e-28,8.60933e-29
53,0.974352,1.81053e-28,2.65955e-28,1.67306e-28,6.81173e-29
54,0.974352,1.97781e-28,2.55846e-28,1.7185e-28,6.72818e-29
55,0.974398,2.00009e-28,2.2464e-28,1.75472e-28,5.74219e-29
56,0.974491,2.00601e-28,2.55509e-28,1.75112e-28,5.52688e-29
57,0.974629,2.39648e-28,2.41837e-28,1.91176e-28,5.27301e-29
58,0.974814,2.03214e-28,2.71974e-28,1.94822e-28,4.69981e-29
59,0.975044,2.20777e-28,2.55685e-28,1.69842e-28,4.94822e-29
60,0.97532,2.24406e-28,2.50729e-28,1.74507e-28,5.54792e-29
61,0.975642,2.04241e-28,2.69178e-28,1.89502e-28,4.19178e-29
62,0.976008,2.2307e-28,3.03436e-28,1.8312e-28,5.48082e-29
63,0.976418,2.38891e-28,3.2512e-28,1.84574e-28,5.2452e-29
64,0.976871,2.22151e-28,3.24961e-28,1.73091e-28,4.24935e-29
65,0.977367,2.12308e-28,3.1007e-28,1.71283e-28,4.14506e-29
66,0.977905,2.5996e-28,3.59744e-28,1.93352e-28,3.42839e-29
67,0.978483,2.41825e-28,3.5371e-28,1.98217e-28,3.93607e-29
68,0.979101,2.6445e-28,4.28716e-28,1.65265e-28,4.59926e-29
69,0.979756,2.31625e-28,3.79542e-28,1.65447e-28,4.74362e-29
70,0.980449,2.21809e-28,3.55912e-28,1.68806e-28,1.89138e-29
71,0.981178,2.44803e-28,3.67767e-28,1.7467e-28,4.10301e-29
72,0.98194,2.58718e-28,3.99891e-28,1.72168e-28,4.17612e-29
73,0.982736,2.368e-28,3.41267e-28,1.59179e-28,5.7209e-29
74,0.983563,2.72642e-28,3.49149e-28,1.67006e-28,2.9901e-29
75,0.984419,2.68555e-28,2.96138e-28,1.57473e-28,4.95381e-29
76,0.985304,2.57488e-28,3.63852e-28,1.52176e-28,5.32094e-29
77,0.986215,2.74728e-28,3.82251e-28,1.62158e-28,5.7323e-29
78,0.987151,2.68977e-28,3.42149e-28,1.58966e-28,5.40953e-29
79,0.988111,2.87711e-28,2.73841e-28,1.65195e-28,4.8189e-29
80,0.989092,3.00642e-28,2.84573e-28,1.84423e-28,6.20557e-29
81,0.990093,3.03392e-28,3.11789e-28,1.87942e-28,3.48991e-29
82,0.991112,3.33361e-28,3.59494e-28,1.83446e-28,5.17016e-29
83,0.992147,3.3735e-28,3.03523e-28,1.7107e-28,5.09914e-29
84,0.993197,3.63817e-28,2.61251e-28,1.89743e-28,5.21414e-29
85,0.994261,3.91385e-28,2.75926e-28,1.67381e-28,4.37443e-29
86,0.995336,4.00135e-28,3.21263e-28,1.86191e-28,3.9565e-29
87,0.996421,4.15404e-28,3.27341e-28,1.73839e-28,3.27125e-29
88,0.997514,4.01643e-28,3.03573e-28,1.8912e-28,3.78772e-29
89,0.998614,4.47341e-28,2.70367e-28,1.80034e-28,3.93332e-29
90,0.999719,4.77098e-28,2.93351e-28,2.15692e-28,4.49188e-29
91,1.00083,4.62677e-28,3.08741e-28,2.26709e-28,2.28904e-29
92,1.00194,4.84082e-28,3.19243e-28,1.93101e-28,5.2738e-29
93,1.00305,5.30578e-28,3.03365e-28,2.00286e-28,5.4739e-29
94,1.00417,5.34973e-28,3.44732e-28,1.9873e-28,4.89654e-29
95,1.00528,5.89401e-28,3.93636e-28,2.00476e-28,4.79667e-29
96,1.00638,5.11324e-28,3.8988e-28,1.93131e-28,2.93911e-29
97,1.00749,5.48249e-28,3.74592e-28,1.96296e-28,4.62027e-29
98,1.00859,6.23388e-28,3.75889e-28,1.84329e-28,4.2398e-29
99,1.00968,6.15674e-28,3.73389e-28,1.90387e-28,3.6984e-29
100,1.01077,5.77268e-28,4.28914e-28,1.82733e-28,3.44294e-29
101,1.01185,6.17241e-28,4.48473e-28,1.58055e-28,4.83522e-29
102,1.01292,6.0497e-28,4.45986e-28,1.68016e-28,3.95407e-29
103,1.01399,6.10822e-28,3.58811e-28,1.93844e-28,3.34627e-29
104,1.01504,5.81876e-28,4.23791e-28,1.66186e-28,4.61141e-29
105,1.01608,5.69293e-28,4.18666e-28,1.75121e-28,3.25587e-29
106,1.01712,5.66968e-28,3.972e-28,1.73681e-28,2.811e-29
107,1.01814,5.47974e-28,3.50112e-28,1.60523e-28,3.80009e-29
108,1.01915,5.99322e-28,3.64737e-28,1.92198e-28,3.2548e-29
109,1.02015,5.20497e-28,4.04577e-28,1.50524e-28,4.01467e-29
110,1.02113,5.80493e-28,4.06564e-28,1.48851e-28,4.04507e-29
111,1.02211,5.76235e-28,3.7222e-28,1.68394e-28,3.96122e-29
112,1.02307,5.76967e-28,4.56802e-28,1.52177e-28,3.39039e-29
113,1.02403,5.63516e-28,4.77085e-28,1.28475e-28,2.66054e-29
114,1.02496,5.43677e-28,4.6465e-28,1.27665e-28,3.51759e-29
115,1.02589,5.73006e-28,4.27231e-28,1.33022e-28,2.74205e-29
116,1.02681,6.00128e-28,4.9607e-28,1.3829e-28,3.90181e-29
117,1.02771,5.55237e-28,5.81865e-28,1.46463e-28,3.31861e-29
118,1.02861,6.05642e-28,5.34802e-28,1.40036e-28,3.52601e-29
119,1.02949,5.70164e-28,5.69966e-28,1.45961e-28,4.63864e-29
120,1.03036,5.79589e-28,6.37641e-28,1.49025e-28,3.02341e-29
121,1.03123,5.59811e-28,6.76506e-28,1.37894e-28,4.59868e-29
122,1.03208,5.12101e-28,8.81501e-28,1.47337e-28,3.84317e-29
123,1.03292,5.21491e-28,8.49751e-28,1.48314e-28,4.97912e-29
124,1.03376,4.97056e-28,7.5245e-28,1.5952e-28,4.28582e-29
125,1.03459,4.95307e-28,1.04895e-27,1.76805e-28,3.71508e-29
126,1.03541,4.38847e-28,1.12966e-27,1.63139e-28,4.46527e-29
127,1.03622,4.20168e-28,1.25435e-27,1.49266e-28,5.41405e-29
128,1.03703,4.35693e-28,1.01895e-27,1.87911e-28,6.51092e-29
129,1.03783,4.34192e-28,1.2745e-27,1.44769e-28,4.45339e-29
130,1.03862,4.07597e-28,1.37795e-27,1.6856e-28,7.18463e-29
131,1.03942,3.58677e-28,1.40155e-27,1.85079e-28,7.57484e-29
132,1.0402,3.82184e-28,1.23521e-27,1.8242e-28,3.91112e-29
133,1.04099,3.64759e-28,1.30371e-27,1.78994e-28,8.17162e-29
134,1.04177,3.60322e-28,1.28836e-27,1.75633e-28,7.21391e-29
