t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5
881,0.954227,290.256,0.0169097,5.14358,0.0264327,8.04029,0.00174936,0.532119,0.000259482,0.0789292,0.000422095,0.128393
882,0.94284,286.913,0.0252327,7.6785,0.0283373,8.62325,0.00269173,0.819115,0.000278679,0.084804,0.000619328,0.188466
883,0.929245,282.894,0.0352404,10.7284,0.0294827,8.97554,0.00466217,1.41932,0.000292284,0.0889812,0.00107703,0.327884
884,0.913522,278.223,0.0468584,14.2712,0.0297998,9.07585,0.00769953,2.34498,0.000300694,0.0915795,0.00181998,0.554293
885,0.895757,272.925,0.0599896,18.278,0.0293106,8.93053,0.0117783,3.58868,0.00030484,0.0928805,0.00285966,0.871298
886,0.87605,267.03,0.0745122,22.7122,0.0281291,8.57407,0.0168161,5.12575,0.000304714,0.0928804,0.00418809,1.27658
887,0.854507,260.57,0.0902806,27.5298,0.0264523,8.06625,0.0226879,6.91834,0.00029867,0.0910753,0.00577336,1.76051
888,0.831247,253.58,0.107129,32.6807,0.0245401,7.4862,0.0292402,8.92001,0.000285346,0.0870475,0.00755886,2.30591
889,0.806395,246.098,0.124877,38.1103,0.0226878,6.92393,0.0363039,11.0793,0.000266811,0.0814262,0.00946973,2.89
890,0.780087,238.165,0.143341,43.7627,0.0211939,6.47062,0.0437013,13.3423,0.000249704,0.0762359,0.0114276,3.48891
891,0.752466,229.823,0.16234,49.5831,0.0203285,6.20889,0.0512531,15.6541,0.000243148,0.0742638,0.0133696,4.08345
892,0.723681,221.119,0.181709,55.521,0.0203049,6.20413,0.0587866,17.9622,0.00025512,0.0779513,0.015263,4.66359
893,0.693888,212.1,0.201304,61.5324,0.021257,6.49759,0.0661543,20.2213,0.000289202,0.0883999,0.0171072,5.22914
894,0.663246,202.813,0.221007,67.5814,0.0232231,7.10135,0.0732585,22.4016,0.000342709,0.104797,0.0189223,5.78623
895,0.631918,193.309,0.240729,73.6409,0.0261374,7.99562,0.0800782,24.4965,0.000407261,0.124584,0.0207298,6.3414
896,0.600068,183.636,0.260412,79.6929,0.0298297,9.12867,0.0866826,26.5272,0.000472555,0.144614,0.0225353,6.89639
897,0.56786,173.847,0.280026,85.7282,0.0340364,10.42,0.0932209,28.539,0.000531598,0.162745,0.0243254,7.44708
898,0.535459,163.99,0.299567,91.7456,0.0384219,11.7671,0.0998867,30.5914,0.000583361,0.178661,0.0260823,7.98799
899,0.503028,154.117,0.319053,97.7507,0.042611,13.0551,0.106868,32.7419,0.000630711,0.193236,0.0278095,8.5202
900,0.470727,144.275,0.338518,103.754,0.0462274,14.1684,0.1143,35.0323,0.000675882,0.207153,0.0295515,9.05734
901,0.438712,134.513,0.358003,109.767,0.0489318,15.0029,0.122245,37.4814,0.000717461,0.21998,0.0313907,9.62467
902,0.407135,124.878,0.377548,115.803,0.0504562,15.4761,0.130692,40.0863,0.000750442,0.230178,0.0334187,10.2503
903,0.376141,115.414,0.397182,121.87,0.0506278,15.5345,0.139587,42.8304,0.000768232,0.235722,0.0356937,10.9522
904,0.345873,106.166,0.416919,127.973,0.049383,15.1581,0.148853,45.6907,0.000765372,0.234931,0.0382064,11.7275
905,0.316464,97.1744,0.43675,134.11,0.0467709,14.3616,0.158403,48.6398,0.000740111,0.227261,0.040872,12.5503
906,0.288043,88.4796,0.456646,140.27,0.0429467,13.1922,0.168115,51.6406,0.000695302,0.213579,0.0435539,13.3787
907,0.260732,80.1193,0.476562,146.441,0.0381577,11.7253,0.177802,54.6362,0.000636478,0.195581,0.0461096,14.1689
908,0.234645,72.1292,0.496435,152.603,0.0327192,10.0578,0.187197,57.5438,0.00056859,0.174783,0.0484347,14.8887
909,0.209892,64.5431,0.516194,158.733,0.0269859,8.29835,0.195951,60.2564,0.000494628,0.152101,0.0504822,15.5236
910,0.186573,57.3929,0.535759,164.808,0.0213172,6.5575,0.203685,62.6567,0.000417108,0.128309,0.052249,16.0726
911,0.164785,50.7084,0.555044,170.801,0.0160435,4.937,0.210046,64.6364,0.000340012,0.10463,0.0537408,16.5374
912,0.144617,44.5179,0.57396,176.684,0.0114368,3.52061,0.21478,66.1164,0.000268697,0.0827138,0.0549375,16.9115
913,0.126155,38.8481,0.592408,182.426,0.00768768,2.36734,0.217761,67.0575,0.000208172,0.0641046,0.0557797,17.1768
914,0.109478,33.7242,0.610289,187.997,0.00489416,1.50763,0.218994,67.4604,0.000161523,0.0497566,0.0561841,17.3073
915,0.0946619,29.1703,0.627493,193.364,0.0030593,0.942733,0.218577,67.3552,0.000129054,0.0397684,0.056079,17.2809
916,0.0817805,25.2095,0.643907,198.49,0.00209917,0.647085,0.216661,66.7874,0.000107993,0.0332898,0.0554441,17.0911
917,0.0709029,21.8638,0.659405,203.336,0.00185882,0.57319,0.213409,65.8073,9.33943e-05,0.0287993,0.0543316,16.7538
918,0.0620953,19.1543,0.673844,207.858,0.00213499,0.658572,0.208987,64.4656,8.06697e-05,0.0248839,0.0528576,16.3048
919,0.0554205,17.1011,0.687064,212.007,0.00270312,0.834103,0.203576,62.8173,6.80678e-05,0.0210037,0.0511684,15.789
920,0.0509372,15.7229,0.698877,215.724,0.00334596,1.03281,0.197385,60.9275,5.67477e-05,0.0175165,0.0493976,15.2477
921,0.0486993,15.0371,0.709068,218.942,0.00388019,1.1981,0.19067,58.8741,4.86372e-05,0.0150179,0.0476339,14.7081
922,0.0487542,15.059,0.717395,221.586,0.00417798,1.29048,0.183716,56.7455,4.46142e-05,0.0137802,0.0459117,14.181
923,0.0511412,15.8014,0.723601,223.576,0.0041807,1.29174,0.176807,54.6293,4.4397e-05,0.0137176,0.044226,13.6648
924,0.0558893,17.2741,0.727415,224.827,0.00390338,1.20644,0.170183,52.5997,4.70342e-05,0.0145372,0.042562,13.1549
925,0.063015,19.4827,0.728575,225.258,0.0034295,1.06032,0.164004,50.706,5.0949e-05,0.0157522,0.0409256,12.6532
926,0.0725199,22.4286,0.726838,224.792,0.00289704,0.895982,0.158336,48.9692,5.43367e-05,0.016805,0.0393557,12.1717
927,0.0843883,26.1075,0.721991,223.364,0.00247737,0.766431,0.153171,47.387,5.66267e-05,0.0175187,0.037915,11.7299
928,0.0985853,30.5092,0.713875,220.923,0.00234958,0.727126,0.148466,45.9459,5.97811e-05,0.0185005,0.0366637,11.3463
929,0.115055,35.6171,0.702388,217.436,0.00267386,0.827738,0.144183,44.6344,6.79006e-05,0.0210198,0.0356325,11.0306
930,0.133717,41.4073,0.687501,212.894,0.00356756,1.10474,0.140319,43.4516,8.55592e-05,0.0264945,0.0348092,10.7791
931,0.154472,47.8491,0.669269,207.312,0.00508744,1.57588,0.136908,42.4084,0.000116216,0.0359989,0.0341469,10.5773
932,0.177194,54.904,0.647833,200.733,0.00721985,2.23709,0.134004,41.5215,0.000160804,0.0498256,0.0335891,10.4077
933,0.201735,62.5271,0.62342,193.227,0.0098794,3.06209,0.131651,40.8047,0.000216145,0.0669935,0.0330988,10.2589
934,0.227927,70.6666,0.596345,184.891,0.0129152,4.00422,0.129862,40.2625,0.000274537,0.0851175,0.0326763,10.131
935,0.255584,79.2651,0.566991,175.843,0.0161235,5.00043,0.128619,39.8891,0.000326438,0.101239,0.0323548,10.0343
936,0.284505,88.2605,0.535805,166.22,0.0192672,5.97715,0.127879,39.6714,0.00036535,0.113341,0.0321781,9.98246
937,0.314476,97.5871,0.503271,156.173,0.0220997,6.85789,0.12759,39.5933,0.000391097,0.121364,0.0321723,9.98361
938,0.345278,107.177,0.469892,145.858,0.0243945,7.57223,0.127696,39.6379,0.000408846,0.126909,0.0323301,10.0355
939,0.376687,116.96,0.436175,135.431,0.0259751,8.06518,0.128127,39.7831,0.000424996,0.13196,0.032611,10.1256
940,0.408482,126.869,0.402603,125.043,0.026741,8.3054,0.128776,39.9961,0.000442878,0.137552,0.0329555,10.2355
941,0.440448,136.836,0.369621,114.832,0.0266856,8.29055,0.129484,40.2276,0.000460295,0.143002,0.0333006,10.3457
942,0.472378,146.798,0.337626,104.922,0.0258997,8.04866,0.130039,40.4114,0.000469992,0.146056,0.0335877,10.4378
943,0.504079,156.693,0.306947,95.4147,0.0245627,7.63533,0.130187,40.4687,0.000463664,0.14413,0.0337603,10.4944
944,0.535376,166.468,0.277846,86.3928,0.0229229,7.1276,0.129662,40.3167,0.000437979,0.136184,0.0337545,10.4955
945,0.566111,176.074,0.250512,77.915,0.0212715,6.61594,0.128211,39.8766,0.000398366,0.123901,0.0334967,10.4182
946,0.596144,185.466,0.22506,70.0183,0.0199141,6.19544,0.125613,39.0792,0.000357047,0.11108,0.0329115,10.2391
947,0.625359,194.608,0.201543,62.7188,0.0191419,5.95684,0.121689,37.8688,0.000326642,0.101649,0.0319408,9.93977
948,0.653657,203.469,0.17995,56.0143,0.0192035,5.97762,0.116317,36.207,0.00031437,0.0978563,0.0305584,9.51213
949,0.680959,212.024,0.160223,49.8872,0.0202766,6.31334,0.109447,34.0777,0.000320473,0.0997829,0.0287734,8.95892
950,0.707203,220.254,0.142267,44.3081,0.0224444,6.99016,0.101123,31.4942,0.000340468,0.106037,0.0266218,8.2912
951,0.732343,228.144,0.125957,39.2388,0.0256791,7.99969,0.0914998,28.5045,0.0003689,0.114922,0.0241522,7.52401
952,0.756343,235.682,0.111153,34.6361,0.0298381,9.29777,0.080845,25.1919,0.000402562,0.125441,0.0214178,6.67392
953,0.779178,242.86,0.097708,30.4544,0.0346743,10.8076,0.0695182,21.668,0.000441457,0.137597,0.0184801,5.76
954,0.800826,249.672,0.0854744,26.6482,0.0398591,12.4268,0.0579335,18.0618,0.000486446,0.151658,0.0154201,4.80749
955,0.821271,256.111,0.0743126,23.1741,0.0450136,14.0374,0.0465195,14.507,0.000535212,0.166904,0.0123486,3.85087
956,0.840491,262.171,0.0640947,19.9928,0.0497434,15.5162,0.0356886,11.1322,0.0005806,0.181104,0.00940205,2.93274
957,0.858463,267.844,0.0547095,17.0696,0.0536716,16.7457,0.0258196,8.05579,0.000613662,0.191465,0.00672269,2.0975
958,0.875157,273.12,0.0460651,14.3761,0.0564706,17.6234,0.0172479,5.38274,0.000628895,0.196266,0.00443085,1.38278
959,0.890531,277.986,0.0380926,11.8909,0.0578899,18.0708,0.0102543,3.20094,0.000626933,0.195702,0.00260512,0.813208
960,0.904535,282.426,0.0307488,9.6008,0.0577804,18.041,0.00504401,1.57491,0.000612834,0.191347,0.00127923,0.39942
961,0.917103,286.419,0.0240196,7.50154,0.0561101,17.5237,0.00172199,0.537794,0.000591985,0.184882,0.000453262,0.141558
962,0.928158,289.941,0.0179234,5.59899,0.0529696,16.5468,0.000273604,0.0854693,0.00056651,0.176968,0.00010859,0.0339216
963,0.93761,292.963,0.0125141,3.91014,0.0485618,15.1735,0.000564594,0.176412,0.000533884,0.166816,0.000215933,0.0674699
964,0.945355,295.453,0.00788341,2.46381,0.0431785,13.4946,0.00236279,0.738446,0.000488683,0.152729,0.000732012,0.228776
965,0.95128,297.374,0.00416205,1.30107,0.0371673,11.6186,0.00537348,1.67977,0.000427177,0.133537,0.00158963,0.496925
966,0.955267,298.689,0.00151931,0.475052,0.0308953,9.66019,0.00927414,2.8998,0.000351927,0.110039,0.00269242,0.841854
967,0.95719,299.358,0.000160107,0.050073,0.0247156,7.72974,0.0137379,4.29648,0.000272284,0.085156,0.00392373,1.22714
968,0.956927,299.343,0.000319626,0.0999847,0.0189404,5.92489,0.0184446,5.76981,0.00019985,0.0625167,0.00516893,1.61693
969,0.954356,298.606,0.00225525,0.70564,0.0138193,4.32387,0.0230879,7.22391,0.000142622,0.0446247,0.00633907,1.98341
970,0.949368,297.111,0.00623553,1.95145,0.00952433,2.9807,0.0273876,8.57112,0.000102324,0.0320231,0.00738222,2.31031
971,0.941867,294.828,0.0125263,3.92104,0.00614111,1.92232,0.0311131,9.73919,7.57514e-05,0.0237121,0.00827712,2.59095
972,0.931775,291.732,0.0213743,6.69214,0.00366696,1.1481,0.0341103,10.6797,5.78335e-05,0.0181073,0.00901575,2.82277
973,0.91904,287.807,0.0329894,10.331,0.00201933,0.632374,0.0363197,11.3739,4.43664e-05,0.0138938,0.00958708,3.00229
974,0.903639,283.044,0.0475266,14.8866,0.00105409,0.330171,0.0377746,11.832,3.3608e-05,0.0105269,0.00997241,3.12363
975,0.885579,277.446,0.0650697,20.3859,0.000591736,0.185387,0.0385785,12.0864,2.60868e-05,0.00817282,0.0101551,3.18152
976,0.864905,271.025,0.0856172,26.8289,0.000446567,0.139936,0.0388703,12.1803,2.25498e-05,0.00706617,0.0101382,3.17689
977,0.841699,263.808,0.109074,34.1862,0.000453883,0.142257,0.0387942,12.159,2.19242e-05,0.00687155,0.00995782,3.12101
978,0.816078,255.83,0.135244,42.3972,0.000491245,0.153999,0.0384836,12.0641,2.16935e-05,0.00680062,0.00968159,3.03505
979,0.788199,247.14,0.163834,51.3702,0.000492284,0.154356,0.0380626,11.9345,2.03219e-05,0.00637192,0.00939206,2.94488
980,0.758251,237.797,0.194456,60.9837,0.000452912,0.142039,0.0376572,11.8098,1.86723e-05,0.00585588,0.00916427,2.87403
981,0.726459,227.872,0.226636,71.0899,0.000430022,0.134887,0.0374077,11.7338,1.87264e-05,0.00587398,0.00904905,2.83846
982,0.693071,217.441,0.259834,81.5191,0.000532347,0.167016,0.0374722,11.7564,2.14757e-05,0.00673769,0.00906876,2.84519
983,0.658363,206.592,0.293462,92.0872,0.000903325,0.28346,0.0380205,11.9307,2.65995e-05,0.00834683,0.00922529,2.89486
984,0.622623,195.414,0.326909,102.602,0.00169719,0.532673,0.0392206,12.3096,3.39382e-05,0.0106517,0.00951609,2.98668
985,0.586155,184.003,0.35957,112.875,0.00305174,0.957988,0.0412261,12.9415,4.49341e-05,0.0141055,0.00995182,3.12403
986,0.549264,172.454,0.390874,122.724,0.00506277,1.58958,0.0441686,13.8678,6.29774e-05,0.0197733,0.0105685,3.31822
987,0.512253,160.864,0.420303,131.988,0.0077648,2.43839,0.0481585,15.1233,9.25572e-05,0.0290659,0.0114286,3.58893
988,0.475416,149.323,0.44742,140.53,0.0111206,3.49285,0.0532948,16.7393,0.000136968,0.0430202,0.0126107,3.96089
989,0.439036,137.921,0.471879,148.239,0.0150193,4.71824,0.0596791,18.7479,0.000195088,0.0612859,0.0141909,4.45799
990,0.403374,126.74,0.493436,155.038,0.0192815,6.05827,0.0674277,21.1859,0.000259833,0.0816398,0.0162214,5.09679
991,0.368668,115.856,0.511952,160.884,0.0236701,7.43848,0.076672,24.0947,0.000320897,0.100844,0.0187164,5.88174
992,0.335133,105.336,0.527401,165.768,0.0279072,8.77152,0.087538,27.5141,0.000370514,0.116457,0.02165,6.80484
993,0.302955,95.2383,0.539859,169.712,0.0316977,9.96462,0.100108,31.4703,0.000407528,0.128112,0.0249732,7.8507
994,0.272292,85.6136,0.549499,172.772,0.03476,10.9292,0.114372,35.9605,0.000436484,0.137238,0.0286402,9.00499
995,0.243276,76.5031,0.55658,175.028,0.0368599,11.5913,0.130191,40.9413,0.000463091,0.145628,0.0326296,10.261
996,0.21601,67.9399,0.561426,176.581,0.0378416,11.902,0.147289,46.3257,0.000489719,0.154027,0.0369435,11.6195
997,0.190575,59.9496,0.564407,177.547,0.0376499,11.8436,0.165274,51.9908,0.000513476,0.161526,0.0415804,13.0801
998,0.167028,52.5508,0.565923,178.052,0.0363385,11.4329,0.18369,57.7931,0.000527571,0.165986,0.046494,14.6281
999,0.145409,45.7563,0.566376,178.223,0.0340642,10.7191,0.202065,63.5843,0.000525583,0.165387,0.0515609,16.2248
1000,0.125745,39.5747,0.566163,178.184,0.0310712,9.77881,0.219938,69.2193,0.000506463,0.159395,0.0565771,17.8061
1001,0.108049,34.0108,0.565658,178.053,0.0276679,8.70905,0.236854,74.5546,0.000476381,0.149951,0.0612943,19.2936
1002,0.0923301,29.0672,0.565205,177.937,0.0242012,7.61898,0.252339,79.441,0.000445281,0.140182,0.0654789,20.614
1003,0.0785903,24.7454,0.565108,177.933,0.0210275,6.62082,0.265885,83.7179,0.000420876,0.132519,0.0689689,21.7159
1004,0.0668328,21.0464,0.565621,178.121,0.0184807,5.81978,0.276966,87.2198,0.000405385,0.12766,0.0716938,22.5772
1005,0.0570622,17.9722,0.566948,178.564,0.0168389,5.30353,0.285101,89.7945,0.000397272,0.125124,0.073653,23.1976
1006,0.049287,15.5255,0.56923,179.309,0.0162928,5.13226,0.28993,91.3285,0.000395428,0.124561,0.0748655,23.5828
1007,0.0435212,13.7112,0.572544,180.378,0.0169228,5.33147,0.291286,91.7686,0.000401871,0.126608,0.0753249,23.7309
1008,0.0397852,12.5359,0.5769,181.776,0.0186898,5.88897,0.289218,91.1297,0.000421261,0.132735,0.0749862,23.6274
1009,0.0381057,12.0084,0.582241,183.484,0.0214406,6.75666,0.283962,89.486,0.000457629,0.144214,0.0737928,23.2546
1010,0.0385152,12.1391,0.588443,185.463,0.0249269,7.85634,0.275878,86.9501,0.00050991,0.160711,0.0717263,22.6064
1011,0.0410506,12.9399,0.595321,187.655,0.0288308,9.08797,0.265379,83.652,0.000569239,0.179434,0.06885,21.7027
1012,0.0457514,14.4235,0.602626,189.983,0.0327945,10.3387,0.252889,79.7253,0.000621223,0.195846,0.0653185,20.5922
1013,0.0526572,16.6027,0.610056,192.35,0.0364497,11.4925,0.238838,75.3051,0.000653064,0.20591,0.0613462,19.3424
1014,0.0618047,19.4894,0.61726,194.646,0.0394481,12.4395,0.223673,70.5326,0.00066057,0.208303,0.0571535,18.0227
1015,0.0732244,23.0933,0.623842,196.745,0.0414927,13.0858,0.207873,65.5582,0.000649455,0.204823,0.0529189,16.6894
1016,0.086937,27.4212,0.629375,198.515,0.0423674,13.3633,0.191932,60.5382,0.000630196,0.198773,0.0487586,15.3792
1017,0.10295,32.4758,0.633415,199.813,0.0419611,13.2368,0.176326,55.6226,0.000610777,0.192671,0.0447375,14.1126
1018,0.121252,38.2539,0.635518,200.499,0.0402793,12.7077,0.161462,50.9397,0.000592057,0.186788,0.0408963,12.9024
1019,0.141815,44.7462,0.63526,200.441,0.0374401,11.8133,0.147641,46.5846,0.000567723,0.179131,0.0372767,11.7618
1020,0.164582,51.9358,0.632259,199.516,0.0336561,10.6206,0.135045,42.615,0.000528516,0.166779,0.0339299,10.707
1021,0.189475,59.7976,0.626192,197.624,0.0292047,9.21688,0.123752,39.0556,0.000468713,0.147924,0.0309078,9.7544
1022,0.216386,68.2979,0.616816,194.686,0.0243958,7.70006,0.113766,35.9081,0.000391056,0.123429,0.0282458,8.91524
1023,0.245178,77.394,0.603976,190.653,0.0195409,6.16837,0.105047,33.1595,0.000306292,0.0966853,0.0259518,8.19204
1024,0.27569,87.0344,0.587621,185.51,0.0149264,4.71222,0.0975278,30.7892,0.000227368,0.0717793,0.0240078,7.57919
1025,0.307729,97.159,0.567806,179.273,0.0107916,3.40721,0.0911295,28.7722,0.00016296,0.0514511,0.0223812,7.06639
1026,0.341081,107.7,0.544695,171.993,0.00731088,2.30849,0.0857633,27.0806,0.000114993,0.0363103,0.0210356,6.64221
1027,0.375507,118.582,0.518557,163.756,0.00458164,1.44684,0.0813361,25.6852,8.052e-05,0.0254275,0.0199378,6.29618
1028,0.410754,129.725,0.489757,154.676,0.00261899,0.827133,0.077756,24.557,5.50418e-05,0.0173834,0.0190588,6.01917
1029,0.446552,141.044,0.458744,144.895,0.00136121,0.429938,0.0749352,23.6683,3.50283e-05,0.0110637,0.0183732,5.80318
1030,0.482624,152.451,0.426025,134.573,0.000685474,0.216527,0.0727877,22.9921,1.91408e-05,0.00604619,0.0178581,5.641
1031,0.518693,163.859,0.392151,123.884,0.000431925,0.136448,0.071223,22.4999,7.922e-06,0.00250262,0.0174932,5.52623
1032,0.554481,175.18,0.357687,113.006,0.00043134,0.136276,0.0701388,22.1593,1.97052e-06,0.000622557,0.0172603,5.45312
1033,0.589721,186.329,0.323189,102.116,0.000531606,0.167967,0.0694175,21.9333,1.76556e-07,5.5785e-05,0.0171406,5.41578
1034,0.624157,197.226,0.289188,91.3798,0.00061937,0.195713,0.0689267,21.78,8.5289e-08,2.69503e-05,0.0171092,5.40629
1035,0.657553,207.795,0.256162,80.9505,0.000635208,0.200734,0.0685219,21.6538,3.31139e-08,1.04644e-05,0.0171286,5.41286
1036,0.689691,217.969,0.224529,70.9596,0.000581754,0.183856,0.0680498,21.5063,3.59343e-07,0.000113566,0.017148,5.41943
1037,0.720381,227.685,0.194634,61.5163,0.000524457,0.165761,0.0673496,21.2866,2.3388e-06,0.000739206,0.0171091,5.40752
1038,0.749454,236.891,0.166743,52.705,0.000584336,0.1847,0.0662567,20.9428,6.63102e-06,0.00209597,0.0169549,5.35919
1039,0.776772,245.544,0.141045,44.5854,0.000922465,0.291598,0.0646097,20.4236,1.33527e-05,0.00422088,0.0166378,5.25934
1040,0.802219,253.605,0.117653,37.1936,0.00171717,0.542847,0.0622648,19.6838,2.32697e-05,0.00735624,0.0161225,5.09681
1041,0.825709,261.049,0.096615,30.5449,0.0031368,0.991703,0.0591147,18.6892,3.83026e-05,0.0121094,0.0153866,4.86449
1042,0.847176,267.853,0.0779225,24.6369,0.00531242,1.67964,0.0551081,17.4236,6.10013e-05,0.0192869,0.0144202,4.55927
1043,0.866578,274.005,0.0615238,19.4533,0.00831456,2.62899,0.0502634,15.8929,9.38133e-05,0.029663,0.0132269,4.18223
1044,0.88389,279.496,0.0473353,14.9679,0.0121373,3.83796,0.0446734,14.1262,0.000138182,0.0436947,0.0118255,3.73935
1045,0.899106,284.324,0.0352536,11.1482,0.0166912,5.27825,0.0385027,12.1757,0.000193164,0.0610841,0.0102537,3.24251
1046,0.912228,288.49,0.0251654,7.95848,0.0218042,6.89553,0.0319788,10.1132,0.000254676,0.0805406,0.00856878,2.70985
1047,0.923272,291.998,0.0169558,5.3625,0.0272323,8.61261,0.0253784,8.0263,0.000316943,0.100238,0.00684455,2.16469
1048,0.932258,294.856,0.0105148,3.32563,0.032677,10.3351,0.0190104,6.01263,0.000375318,0.118706,0.00516438,1.6334
1049,0.939211,297.07,0.00574094,1.81584,0.0378109,11.9595,0.0131943,4.17331,0.000427615,0.135253,0.00361474,1.14333
1050,0.944159,298.649,0.00254237,0.804183,0.0423085,13.3827,0.00823667,2.60536,0.000472767,0.149542,0.00228051,0.721354
1051,0.947128,299.602,0.000836592,0.264636,0.0458786,14.5126,0.00440692,1.39403,0.000508945,0.160993,0.00124045,0.392389
1052,0.948146,299.937,0.000548781,0.173602,0.0482948,15.2776,0.00191642,0.606242,0.000533466,0.168757,0.000560618,0.177346
1053,0.947236,299.662,0.00161008,0.509355,0.0494196,15.6341,0.000903505,0.285827,0.00054422,0.172166,0.000286256,0.090558
1054,0.944422,298.783,0.00395648,1.2517,0.0492196,15.5714,0.00142506,0.450841,0.000540926,0.171131,0.000435438,0.137758
1055,0.939725,297.308,0.00752864,2.38189,0.0477707,15.1136,0.00345324,1.09253,0.0005256,0.166288,0.000997033,0.315439
1056,0.933162,295.242,0.0122727,3.88296,0.0452526,14.3174,0.00687645,2.17563,0.000502349,0.158938,0.00193384,0.611847
1057,0.924752,292.591,0.0181421,5.74014,0.0419341,13.2679,0.011506,3.64049,0.000475991,0.150603,0.00318976,1.00924
1058,0.914512,289.36,0.0250991,7.94159,0.03815,12.071,0.0170913,5.40783,0.000449525,0.142234,0.00469783,1.48644
1059,0.902462,285.555,0.033118,10.4791,0.0342684,10.8432,0.023344,7.38645,0.000422577,0.133711,0.00638535,2.02044
1060,0.888622,281.183,0.0421871,13.3491,0.030655,9.70005,0.0299686,9.48286,0.000393168,0.124409,0.00817447,2.58662
1061,0.873019,276.253,0.052311,16.553,0.0276347,8.74457,0.0366914,11.6104,0.000361789,0.114483,0.00998255,3.15882
1062,0.855684,270.774,0.0635128,20.0981,0.0254596,8.05645,0.0432815,13.696,0.000333847,0.105643,0.0117283,3.71132
1063,0.836658,264.758,0.0758338,23.9974,0.0242846,7.68482,0.0495602,15.6832,0.000318027,0.100639,0.0133457,4.22321
1064,0.815988,258.222,0.0893315,28.2692,0.0241566,7.64443,0.0554027,17.5324,0.000322017,0.101903,0.0147993,4.68328
1065,0.793733,251.183,0.104075,32.9354,0.0250134,7.9157,0.0607376,19.2209,0.000348567,0.110307,0.016092,5.09243
1066,0.769964,243.665,0.120138,38.0192,0.0266943,8.44774,0.0655515,20.7446,0.00039357,0.12455,0.0172585,5.46167
1067,0.744763,235.692,0.137589,43.5421,0.0289565,9.16374,0.0698979,22.1203,0.000446839,0.141409,0.0183474,5.80632
1068,0.718226,227.296,0.15648,49.5211,0.0314985,9.9683,0.0739015,23.3876,0.000495932,0.156947,0.0193985,6.13901
1069,0.690462,218.511,0.176841,55.9651,0.0339881,10.7563,0.0777472,24.6048,0.000531654,0.168253,0.0204301,6.46554
1070,0.661596,209.377,0.198668,62.8729,0.0360948,11.423,0.0816479,25.8394,0.000551628,0.174575,0.0214426,6.78599
1071,0.631763,199.937,0.221917,70.231,0.037523,11.8751,0.0857999,27.1534,0.000559142,0.176954,0.0224376,7.10092
1072,0.601114,190.237,0.246505,78.0125,0.0380445,12.0401,0.0903381,28.5897,0.000558704,0.176815,0.02344,7.41814
1073,0.569807,180.329,0.272302,86.1766,0.0375218,11.8747,0.0953126,30.1639,0.00055237,0.174811,0.024504,7.75488
1074,0.538012,170.266,0.299137,94.6687,0.0359217,11.3682,0.100692,31.8664,0.000539062,0.170598,0.025698,8.13272
1075,0.505904,160.104,0.326797,103.422,0.0333153,10.5433,0.106395,33.671,0.00051593,0.163277,0.0270723,8.56757
1076,0.473664,149.9,0.355037,112.358,0.0298657,9.45154,0.112325,35.5472,0.000480244,0.151982,0.0286283,9.05994
1077,0.441476,139.712,0.383585,121.391,0.0258068,8.16694,0.118394,37.4677,0.000431351,0.136508,0.0303068,9.59104
1078,0.409523,129.598,0.412157,130.432,0.0214157,6.77723,0.12453,39.4088,0.000372038,0.117736,0.0320027,10.1276
1079,0.377988,119.617,0.440468,139.389,0.0169835,5.37454,0.13065,41.3449,0.000307913,0.0974411,0.0336027,10.6338
1080,0.347048,109.824,0.468248,148.178,0.0127859,4.04612,0.136645,43.2415,0.000244908,0.0775015,0.0350275,11.0845
1081,0.316876,100.274,0.49525,156.72,0.00905722,2.86612,0.142371,45.0526,0.000187171,0.0592294,0.0362582,11.4738
1082,0.287637,91.0196,0.521258,164.946,0.00596946,1.88897,0.147667,46.7275,0.000137046,0.0433666,0.0373323,11.8134
1083,0.259487,82.1098,0.546089,172.8,0.00361877,1.14509,0.152396,48.2229,9.6029e-05,0.0303866,0.0383139,12.1237
1084,0.232572,73.5915,0.569595,180.233,0.00202058,0.639361,0.156492,49.5177,6.47679e-05,0.0204941,0.0392556,12.4214
1085,0.207033,65.5084,0.591657,187.209,0.00111402,0.352493,0.159983,50.6211,4.23927e-05,0.0134137,0.0401702,12.7105
1086,0.182997,57.9013,0.612182,193.698,0.000774886,0.245179,0.162992,51.5715,2.68424e-05,0.00849308,0.0410284,12.9816
1087,0.160584,50.8081,0.631093,199.675,0.000835796,0.264442,0.165691,52.4241,1.61921e-05,0.00512311,0.0417796,13.2189
1088,0.139906,44.2642,0.64833,205.122,0.00111115,0.351551,0.168254,53.2332,9.34534e-06,0.00295673,0.042389,13.4113
1089,0.121066,38.3022,0.663838,210.021,0.00142404,0.45053,0.170799,54.0365,5.5781e-06,0.00176477,0.042867,13.562
1090,0.10416,32.9521,0.677561,214.355,0.00163181,0.516242,0.173366,54.8465,4.16452e-06,0.0013175,0.0432772,13.6913
1091,0.0892743,28.2419,0.689437,218.103,0.00164663,0.520911,0.175924,55.6536,4.69069e-06,0.0014839,0.0437131,13.8286
