t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_7,AvgX_7
857,0.406702,122.385,0.365246,109.91,0.030319,9.12361,0.148498,44.6861,0.000741896,0.223251,0.0387631,11.6646,1.07992e-05,0.00324971,0.00971866,2.92454
858,0.436697,131.473,0.342084,102.989,0.0363848,10.9541,0.138812,41.7911,0.000841762,0.253424,0.0361148,10.8728,1.18262e-05,0.00356044,0.00905361,2.72571
859,0.466994,140.662,0.319525,96.2428,0.0420821,12.6754,0.128714,38.7694,0.000940342,0.283237,0.0333675,10.0505,1.28437e-05,0.00386861,0.00836407,2.51931
860,0.497472,149.912,0.297645,89.6947,0.047065,14.183,0.118446,35.6935,0.00102994,0.310372,0.0306468,9.23536,1.37623e-05,0.00414724,0.00768187,2.31492
861,0.528003,159.187,0.276507,83.3639,0.0510293,15.3848,0.108261,32.6397,0.00110145,0.332076,0.0280505,8.45694,1.4472e-05,0.00436316,0.00703231,2.12017
862,0.558463,168.449,0.256152,77.2632,0.0537405,16.2097,0.0984193,29.6862,0.00114703,0.345978,0.0256345,7.73214,1.4876e-05,0.00448704,0.00642879,1.93912
863,0.58872,177.658,0.2366,71.3988,0.0550556,16.6141,0.0891624,26.9066,0.00116306,0.350977,0.0234099,7.06441,1.49295e-05,0.00450529,0.0058738,1.77254
864,0.618644,186.774,0.217849,65.7706,0.0549387,16.5865,0.0806826,24.3588,0.00115127,0.347578,0.0213586,6.44835,1.46594e-05,0.0044258,0.00536161,1.61872
865,0.648101,195.758,0.199877,60.3726,0.0534663,16.1494,0.0730856,22.0754,0.00111644,0.33722,0.0194542,5.8761,1.41225e-05,0.00426567,0.00488517,1.47556
866,0.676958,204.567,0.182649,55.1941,0.0508229,15.358,0.0663706,20.0563,0.00106251,0.321077,0.0176829,5.34352,1.33798e-05,0.0040432,0.00444069,1.34192
867,0.70508,213.163,0.166118,50.2213,0.0472855,14.2955,0.0604341,18.2707,0.000990779,0.299536,0.0160493,4.8521,1.24415e-05,0.00376135,0.00402988,1.21833
868,0.732335,221.503,0.15023,45.4388,0.0431966,13.0653,0.0550994,16.6654,0.000902171,0.272871,0.0145678,4.40619,1.13299e-05,0.00342684,0.00365706,1.10612
869,0.758591,229.547,0.134937,40.8314,0.0389312,11.7805,0.0501626,15.179,0.000801227,0.242449,0.0132433,4.00737,1.00804e-05,0.00305029,0.00332424,1.00591
870,0.783718,237.257,0.120193,36.3864,0.0348609,10.5535,0.0454391,13.7559,0.000697766,0.211236,0.0120558,3.64966,8.80948e-06,0.00266691,0.00302684,0.916322
871,0.807589,244.592,0.105973,32.0957,0.0313194,9.48562,0.0407961,12.3558,0.000604943,0.183217,0.0109571,3.31855,7.6496e-06,0.00231681,0.00275256,0.833658
872,0.830084,251.516,0.0922704,27.9581,0.0285751,8.65829,0.0361619,10.9571,0.000535188,0.162163,0.00988249,2.99441,6.74481e-06,0.00204369,0.00248464,0.75285
873,0.851082,257.993,0.079109,23.9807,0.02681,8.12704,0.031517,9.55391,0.000496289,0.150443,0.00877192,2.65908,6.17459e-06,0.00187173,0.00220733,0.669119
874,0.870473,263.986,0.0665433,20.1804,0.0261069,7.91739,0.0268786,8.1514,0.000488591,0.148174,0.00759203,2.30242,5.94539e-06,0.00180304,0.0019118,0.579786
875,0.888149,269.464,0.0546597,16.5837,0.0264441,8.02313,0.0222886,6.76237,0.000504341,0.153017,0.00634874,1.92621,5.97075e-06,0.00181153,0.00159943,0.485266
876,0.904013,274.396,0.0435731,13.2258,0.0276972,8.40697,0.0178143,5.4072,0.00053045,0.161008,0.00508503,1.54347,6.10718e-06,0.00185372,0.0012813,0.388915
877,0.917973,278.754,0.0334209,10.1487,0.0296508,9.00384,0.0135548,4.11608,0.000554396,0.168349,0.00386576,1.17389,6.22397e-06,0.00188999,0.000974206,0.29583
878,0.92995,282.512,0.0243549,7.39884,0.0320183,9.72693,0.00964745,2.93083,0.000569933,0.173141,0.0027582,0.837921,6.25771e-06,0.00190105,0.000695361,0.211246
879,0.939872,285.648,0.0165318,5.02438,0.0344711,10.4765,0.00626359,1.90365,0.000578452,0.175805,0.00181783,0.552478,6.23566e-06,0.00189516,0.000458839,0.139451
880,0.947681,288.144,0.0101044,3.07226,0.0366736,11.1507,0.00359024,1.09162,0.000585275,0.177954,0.0010849,0.329865,6.22261e-06,0.00189199,0.000274582,0.0834871
881,0.953326,289.983,0.00521369,1.5859,0.0383195,11.656,0.00180123,0.547899,0.000594293,0.180772,0.000588856,0.179118,6.2646e-06,0.00190556,0.0001498,0.0455662
882,0.95677,291.152,0.00198233,0.603236,0.0391646,11.9181,0.00102669,0.31243,0.000604963,0.184095,0.000354282,0.107811,6.35622e-06,0.00193424,9.05373e-05,0.0275512
883,0.957984,291.643,0.000510026,0.155269,0.0390502,11.8882,0.00133164,0.405397,0.000612593,0.186494,0.000402544,0.122548,6.43917e-06,0.00196031,0.000102198,0.0311124
884,0.956951,291.45,0.000870733,0.265191,0.0379158,11.5477,0.00271007,0.82538,0.000610289,0.18587,0.000747485,0.227655,6.43867e-06,0.00196097,0.000188439,0.0573911
885,0.953661,290.568,0.00311169,0.948089,0.0357998,10.9077,0.00509346,1.55191,0.000591358,0.180179,0.00138715,0.422647,6.27538e-06,0.00191202,0.000348951,0.106321
886,0.948118,288.997,0.00725459,2.21128,0.0328297,10.0069,0.00836705,2.55038,0.000551943,0.168239,0.00229579,0.699785,5.91106e-06,0.00180176,0.000577342,0.17598
887,0.94033,286.741,0.0132989,4.05531,0.0292048,8.90561,0.0123856,3.77682,0.00049321,0.150397,0.00342127,1.04327,5.35252e-06,0.00163218,0.000860371,0.262358
888,0.93032,283.803,0.021227,6.47551,0.0251727,7.67919,0.016984,5.18113,0.00042133,0.128531,0.00469119,1.43109,4.66258e-06,0.00142236,0.00117948,0.359813
889,0.918113,280.192,0.0310108,9.46396,0.0210035,6.4099,0.0219827,6.70875,0.000344765,0.105216,0.00602657,1.83921,3.91888e-06,0.00119598,0.0015145,0.462199
890,0.903748,275.919,0.0426179,13.0115,0.0169627,5.1788,0.0271917,8.30176,0.000270912,0.0827108,0.00735788,2.2464,3.18434e-06,0.000972197,0.00184766,0.564099
891,0.887269,270.996,0.0560176,17.1093,0.0132866,4.05807,0.0324174,9.90114,0.000204753,0.0625371,0.00863596,2.63765,2.49942e-06,0.000763392,0.00216673,0.661778
892,0.868728,265.438,0.071183,21.7499,0.0101604,3.10449,0.0374768,11.451,0.000149555,0.0456962,0.00983512,3.0051,1.88961e-06,0.000577366,0.00246548,0.753323
893,0.848187,259.264,0.088092,26.927,0.00770358,2.35474,0.0422177,12.9046,0.000107373,0.0328207,0.0109481,3.3465,1.3859e-06,0.000423627,0.0027426,0.838327
894,0.825719,252.495,0.106723,32.6348,0.00596131,1.8229,0.0465405,14.2316,7.82422e-05,0.0239256,0.0119778,3.66267,1.00032e-06,0.000305885,0.00299909,0.917089
895,0.801405,245.156,0.127051,38.8659,0.00490472,1.50039,0.0504152,15.4224,5.94808e-05,0.0181956,0.0129278,3.95471,7.27129e-07,0.000222434,0.00323614,0.989961
896,0.775341,237.275,0.149038,45.6094,0.00443875,1.35837,0.0538842,16.49,4.69488e-05,0.0143676,0.0137976,4.22242,5.3419e-07,0.000163476,0.00345348,1.05686
897,0.747635,228.884,0.172626,52.8484,0.00441771,1.35246,0.0570505,17.4657,3.74788e-05,0.0114739,0.0145831,4.46454,3.96941e-07,0.000121521,0.00364972,1.11734
898,0.718411,220.021,0.197731,60.5574,0.00466688,1.42928,0.0600517,18.3915,3.01713e-05,0.0092403,0.0152845,4.68104,3.00437e-07,9.20122e-05,0.00382442,1.17127
899,0.687807,210.729,0.224233,68.7,0.00500826,1.53442,0.0630285,19.3105,2.56498e-05,0.00785853,0.0159162,4.87636,2.44316e-07,7.4853e-05,0.00398085,1.21964
900,0.65598,201.054,0.251969,77.227,0.00528731,1.62053,0.0660966,20.2582,2.47188e-05,0.00757614,0.0165141,5.06146,2.28203e-07,6.99429e-05,0.00412817,1.26526
901,0.623098,191.047,0.280731,86.0747,0.00539671,1.65468,0.0693315,21.2576,2.77995e-05,0.00852356,0.0171338,5.25338,2.57811e-07,7.90472e-05,0.0042806,1.31247
902,0.589349,180.767,0.31026,95.1641,0.00529328,1.62357,0.0727693,22.32,3.4822e-05,0.0106807,0.0178383,5.47143,3.42684e-07,0.000105109,0.00445479,1.36639
903,0.554933,170.274,0.340247,104.401,0.00500506,1.53574,0.0764234,23.4496,4.48858e-05,0.0137726,0.018681,5.73204,4.92084e-07,0.00015099,0.00466461,1.43128
904,0.520064,159.634,0.37034,113.676,0.00462794,1.42055,0.0803057,24.6499,5.64375e-05,0.0173235,0.0196885,6.04341,7.08805e-07,0.000217568,0.00491725,1.50935
905,0.484966,148.915,0.400147,122.87,0.00431305,1.32438,0.0844416,25.9289,6.90181e-05,0.0211929,0.0208523,6.40299,9.98998e-07,0.000306755,0.00521026,1.59988
906,0.44987,138.189,0.429258,131.857,0.00424756,1.30475,0.0888715,27.2991,8.55009e-05,0.0262638,0.0221324,6.79854,1.39517e-06,0.000428562,0.00553317,1.69965
907,0.415015,127.528,0.457254,140.508,0.00463213,1.42339,0.0936376,28.7735,0.000112055,0.0344329,0.0234755,7.2137,1.94739e-06,0.000598407,0.00587158,1.80425
908,0.380636,117.006,0.48373,148.697,0.00565684,1.73889,0.0987661,30.3604,0.000154832,0.047595,0.0248388,7.63536,2.7037e-06,0.000831108,0.0062142,1.91023
909,0.34697,106.696,0.50831,156.309,0.00747732,2.29933,0.104255,32.0591,0.000216083,0.0664471,0.0262104,8.05989,3.65767e-06,0.00112476,0.00655779,2.01657
910,0.314244,96.6664,0.530665,163.241,0.010192,3.13524,0.110077,33.8616,0.000293249,0.0902083,0.0276149,8.49479,4.7695e-06,0.00146717,0.00690888,2.12528
911,0.282675,86.986,0.550529,169.412,0.0138227,4.25358,0.116203,35.7586,0.000381692,0.117456,0.0291018,8.95535,5.97529e-06,0.00183874,0.00728065,2.24044
912,0.252467,77.7176,0.567709,174.759,0.0183005,5.63349,0.122626,37.7482,0.000478246,0.14722,0.0307251,9.4582,7.25586e-06,0.00223359,0.00768728,2.3664
913,0.223807,68.9191,0.582089,179.249,0.0234626,7.22508,0.129388,39.8436,0.000582913,0.179502,0.032523,10.0151,8.62189e-06,0.00265503,0.00813887,2.50628
914,0.196862,60.6428,0.593639,182.869,0.0290602,8.95189,0.136583,42.074,0.000698024,0.215024,0.0345088,10.6303,1.01234e-05,0.00311848,0.00863842,2.66104
915,0.171779,52.9342,0.602408,185.634,0.0347788,10.7172,0.144338,44.4782,0.00082562,0.254417,0.0366742,11.3013,1.17899e-05,0.00363308,0.00918368,2.82997
916,0.148682,45.8324,0.608524,187.582,0.0402681,12.413,0.152775,47.0941,0.000963671,0.297059,0.0390041,12.0233,1.3599e-05,0.00419201,0.0097698,3.01162
917,0.127671,39.3691,0.61218,188.773,0.0451757,13.9305,0.161971,49.9459,0.00110259,0.339997,0.041489,12.7937,1.54291e-05,0.00475775,0.0103944,3.20525
918,0.108827,33.5695,0.613627,189.284,0.0491788,15.17,0.171935,53.0361,0.00122496,0.377859,0.0441322,13.6133,1.70612e-05,0.00526281,0.0110578,3.41096
919,0.0922063,28.4521,0.613159,189.202,0.0520117,16.0493,0.182593,56.3427,0.00131087,0.404496,0.0469392,14.484,1.82547e-05,0.00563286,0.011762,3.6294
920,0.0778465,24.0291,0.611094,188.628,0.0534869,16.51,0.1938,59.8208,0.00134696,0.415769,0.0499016,15.4033,1.88439e-05,0.00581659,0.012505,3.85994
921,0.0657671,20.3072,0.607764,187.662,0.0535107,16.5228,0.205348,63.4062,0.00133336,0.411707,0.0529803,16.359,1.88367e-05,0.00581629,0.0132774,4.09971
922,0.0559715,17.2883,0.603499,186.406,0.052094,16.0906,0.216971,67.0172,0.00128357,0.396465,0.0561014,17.3284,1.83963e-05,0.00568218,0.0140604,4.34293
923,0.0484501,14.97,0.598612,184.957,0.0493574,15.2503,0.228351,70.5552,0.00121748,0.376174,0.059165,18.2806,1.77692e-05,0.00549027,0.0148292,4.58187
924,0.0431823,13.3466,0.593388,183.402,0.0455277,14.0716,0.239115,73.9049,0.0011522,0.356118,0.0620616,19.1818,1.71635e-05,0.00530485,0.015556,4.808
925,0.0401392,12.4101,0.588079,181.82,0.0409231,12.6525,0.248846,76.9372,0.00109567,0.338756,0.0646857,19.9993,1.6669e-05,0.00515366,0.0162145,5.01314
926,0.0392865,12.1503,0.582896,180.275,0.0359251,11.1107,0.257111,79.5178,0.00104521,0.323256,0.0669399,20.7028,1.62409e-05,0.0050229,0.0167806,5.18982
927,0.0405863,12.5563,0.578004,178.819,0.0309408,9.57224,0.2635,81.5197,0.000990974,0.30658,0.0687314,21.2636,1.57311e-05,0.00486677,0.017231,5.33079
928,0.0439995,13.6165,0.573524,177.489,0.0263606,8.15783,0.267671,82.8363,0.000923147,0.285686,0.0699644,21.6519,1.49958e-05,0.00464074,0.0175417,5.42862
929,0.0494876,15.3197,0.569532,176.308,0.0225192,6.9712,0.26938,83.3912,0.000839461,0.259869,0.0705403,21.8369,1.39755e-05,0.00432636,0.0176871,5.47535
930,0.0570135,17.6549,0.566058,175.287,0.0196654,6.08965,0.268489,83.141,0.000748475,0.231775,0.0703685,21.7905,1.27617e-05,0.00395182,0.0176444,5.46381
931,0.0665429,20.6122,0.563092,174.422,0.0179449,5.55857,0.264955,82.072,0.000665796,0.206236,0.0693905,21.4943,1.15444e-05,0.00357597,0.0173978,5.38911
932,0.0780443,24.1822,0.56058,173.697,0.0173936,5.38947,0.258817,80.1953,0.000605612,0.187651,0.0676023,20.9468,1.05175e-05,0.00325889,0.0169466,5.25096
933,0.091489,28.3567,0.55843,173.084,0.0179415,5.56092,0.250182,77.5432,0.000573664,0.177805,0.0650666,20.1672,9.79063e-06,0.00303457,0.0163068,5.05424
934,0.10685,33.1279,0.556513,172.541,0.019422,6.0216,0.239229,74.1706,0.000566141,0.175527,0.0619014,19.1919,9.34653e-06,0.0028978,0.0155092,4.80847
935,0.124103,38.4883,0.554658,172.018,0.0215881,6.69518,0.226223,70.1594,0.000573682,0.177918,0.0582539,18.0665,9.10151e-06,0.00282268,0.0145915,4.5253
936,0.143219,44.4302,0.55266,171.449,0.0241349,7.48726,0.211531,65.6222,0.00058657,0.181969,0.0542685,16.8354,8.92918e-06,0.00277006,0.0135906,4.21613
937,0.164172,50.9451,0.550281,170.761,0.0267288,8.29437,0.195611,60.7013,0.000597955,0.185555,0.0500645,15.5358,8.74622e-06,0.0027141,0.0125362,3.89019
938,0.186925,58.023,0.547252,169.871,0.029041,9.01452,0.178987,55.5587,0.000604702,0.187704,0.0457318,14.1955,8.4911e-06,0.0026357,0.0114503,3.55425
939,0.211439,65.6511,0.543281,168.687,0.030783,9.55802,0.16219,50.3597,0.000606174,0.188215,0.0413424,12.8367,8.16695e-06,0.00253582,0.01035,3.21363
940,0.237659,73.8137,0.538066,167.116,0.0317359,9.85673,0.145707,45.2546,0.000601697,0.186879,0.0369699,11.4824,7.77423e-06,0.00241457,0.00925294,2.87384
941,0.265521,82.4907,0.531301,165.062,0.0317698,9.87009,0.129927,40.3652,0.000588149,0.182723,0.0327043,10.1604,7.31585e-06,0.00227285,0.00818177,2.54187
942,0.294941,91.6567,0.522695,162.435,0.0308509,9.58734,0.11513,35.7783,0.000560269,0.174111,0.0286521,8.90401,6.7584e-06,0.00210026,0.00716356,2.22617
943,0.325817,101.281,0.511985,159.151,0.0290368,9.02611,0.101493,31.5491,0.000514291,0.159868,0.0249209,7.74669,6.0825e-06,0.00189075,0.00622623,1.93543
944,0.358028,111.324,0.498948,155.142,0.0264633,8.22843,0.0891146,27.709,0.000452102,0.140575,0.0215968,6.71526,5.30812e-06,0.00165049,0.005392,1.67657
945,0.391426,121.743,0.483416,150.354,0.0233267,7.25515,0.0780477,24.2747,0.00038176,0.118736,0.0187249,5.82388,4.50773e-06,0.00140201,0.00467258,1.45328
946,0.425842,132.483,0.465289,144.755,0.0198633,6.17964,0.0683166,21.2539,0.000313517,0.0975379,0.0163043,5.0724,3.7697e-06,0.00117279,0.00406756,1.26545
947,0.461082,143.486,0.444548,138.34,0.0163264,5.08066,0.0599232,18.6477,0.000254754,0.0792776,0.0142964,4.44895,3.14782e-06,0.00097958,0.00356676,1.10995
948,0.496926,154.682,0.421262,131.129,0.012962,4.03478,0.0528427,16.4487,0.000207747,0.0646669,0.012642,3.93517,2.65319e-06,0.000825878,0.00315462,0.981963
949,0.533137,165.998,0.395596,123.173,0.00998329,3.1084,0.0470161,14.639,0.000170988,0.053239,0.0112793,3.51194,2.26086e-06,0.000703944,0.00281511,0.876516
950,0.569453,177.352,0.367814,114.553,0.00754775,2.3507,0.0423478,13.189,0.000141858,0.0441807,0.0101585,3.16381,1.94983e-06,0.000607261,0.00253546,0.789653
951,0.605599,188.659,0.338271,105.38,0.00574107,1.78849,0.0387118,12.0597,0.000118766,0.0369987,0.00924866,2.88119,1.70681e-06,0.000531715,0.00230793,0.718979
952,0.641289,199.83,0.307407,95.79,0.00457157,1.42453,0.0359632,11.2064,0.000102231,0.0318559,0.00853643,2.66001,1.54717e-06,0.00048211,0.00212955,0.663582
953,0.67623,210.773,0.275725,85.94,0.0039767,1.23949,0.0339527,10.5826,9.46491e-05,0.029501,0.00801935,2.49953,1.49471e-06,0.000465884,0.00200013,0.623415
954,0.71013,221.396,0.243775,76.001,0.00383954,1.19704,0.0325403,10.145,9.81977e-05,0.0306149,0.00769583,2.39931,1.57329e-06,0.000490501,0.00191968,0.598495
955,0.742703,231.61,0.212125,66.1504,0.00401149,1.25097,0.0316051,9.85594,0.000111776,0.0348571,0.00755601,2.35632,1.76152e-06,0.000549325,0.001886,0.588145
956,0.773674,241.329,0.18134,56.5646,0.00433641,1.35264,0.0310497,9.6852,0.00012973,0.0404661,0.007575,2.36284,1.99459e-06,0.000622163,0.00189282,0.590419
957,0.802788,250.473,0.151957,47.4111,0.00467328,1.45808,0.0307962,9.60851,0.000144418,0.0450591,0.00770987,2.40551,2.18276e-06,0.000681028,0.00192917,0.601907
958,0.829811,258.968,0.124464,38.8427,0.00491566,1.53408,0.0307732,9.60374,0.000150909,0.0470959,0.00790295,2.46636,2.27229e-06,0.000709137,0.00198003,0.617929
959,0.854541,266.751,0.0992801,30.991,0.00500761,1.56316,0.0308989,9.64532,0.00014962,0.0467051,0.0080916,2.52585,2.26836e-06,0.000708087,0.00202928,0.633455
960,0.876805,273.768,0.0767443,23.9621,0.00495506,1.54714,0.0310636,9.69911,0.000144701,0.0451806,0.00822241,2.56731,2.21676e-06,0.000692148,0.00206309,0.644166
961,0.896468,279.975,0.0571001,17.8329,0.00483087,1.50872,0.0311237,9.72021,0.000140243,0.043799,0.00826181,2.58024,2.1649e-06,0.000676118,0.00207322,0.647484
962,0.913433,285.342,0.0404913,12.6488,0.00477102,1.49039,0.0309093,9.65555,0.000138032,0.043119,0.00819803,2.56093,2.12961e-06,0.000665255,0.00205701,0.642577
963,0.927642,289.849,0.0269601,8.42388,0.00496061,1.54998,0.0302495,9.45169,0.00013822,0.0431878,0.00803179,2.50959,2.1144e-06,0.000660659,0.00201537,0.629716
964,0.939075,293.49,0.0164522,5.14183,0.00561054,1.75347,0.029007,9.06559,0.000141478,0.0442162,0.00776265,2.42607,2.12251e-06,0.000663349,0.00194854,0.60898
965,0.947749,296.27,0.00882777,2.75959,0.00692866,2.16592,0.0271096,8.47456,0.000150829,0.0471495,0.00737809,2.30642,2.18628e-06,0.000683439,0.00185356,0.57943
966,0.953714,298.203,0.00387587,1.21189,0.00909069,2.84244,0.024567,7.6815,0.000172346,0.0538885,0.00685339,2.14289,2.36746e-06,0.000740248,0.00172387,0.539013
967,0.957051,299.315,0.00133283,0.41684,0.0122157,3.82042,0.0214676,6.71393,0.000214048,0.0669427,0.00616337,1.92758,2.74974e-06,0.000859972,0.00155252,0.485545
968,0.957865,299.637,0.000901012,0.281852,0.0163484,5.11407,0.0179606,5.61838,0.000282267,0.0882981,0.0053019,1.65853,3.40164e-06,0.00106409,0.00133741,0.418366
969,0.956282,299.208,0.00226725,0.709395,0.0214487,6.71104,0.0142354,4.45409,0.000376664,0.117854,0.00429999,1.34541,4.31794e-06,0.00135103,0.00108596,0.339783
970,0.952442,298.073,0.00511977,1.60227,0.0273869,8.5709,0.0105104,3.28932,0.000487608,0.1526,0.00323122,1.01123,5.40209e-06,0.00169062,0.000816914,0.255659
971,0.946496,296.277,0.00916291,2.86822,0.0339438,10.6253,0.00703313,2.20155,0.000599372,0.187619,0.00220119,0.689029,6.48835e-06,0.00203102,0.000557164,0.174406
972,0.938599,293.869,0.0141296,4.42388,0.0408186,12.78,0.00408653,1.27947,0.000697959,0.218526,0.00132442,0.414666,7.43813e-06,0.00232883,0.000336071,0.105222
973,0.928907,290.897,0.0197912,6.19781,0.0476452,14.9206,0.00198864,0.622763,0.000778084,0.243665,0.000702527,0.220004,8.2048e-06,0.00256942,0.000179272,0.0561411
974,0.917568,287.407,0.0259646,8.1328,0.0540201,16.9205,0.0010745,0.336564,0.000844296,0.264456,0.000413405,0.12949,8.84568e-06,0.00277071,0.000106222,0.0332717
975,0.904724,283.444,0.0325165,10.1872,0.059539,18.6532,0.00165909,0.519782,0.000906029,0.283853,0.000515036,0.161357,9.47361e-06,0.00296802,0.000131107,0.041075
976,0.890502,279.046,0.0393646,12.3352,0.0638395,20.0046,0.00399079,1.25055,0.000970411,0.304086,0.00105644,0.331045,1.01626e-05,0.00318453,0.000266003,0.0833542
977,0.875016,274.25,0.0464762,14.5667,0.0666395,20.8863,0.00821256,2.57401,0.00103682,0.324964,0.00208512,0.653523,1.09183e-05,0.00342204,0.000522956,0.163906
978,0.858362,269.085,0.0538645,16.8858,0.0677655,21.2436,0.0143456,4.49716,0.00109552,0.34343,0.00364276,1.14196,1.16282e-05,0.0036453,0.000912838,0.286163
979,0.840618,263.576,0.0615838,19.3096,0.0671664,21.06,0.022299,6.99184,0.0011309,0.354594,0.00574844,1.80242,1.21416e-05,0.00380699,0.00144102,0.45183
980,0.821848,257.742,0.0697246,21.8665,0.0649126,20.3574,0.0318949,10.0026,0.00112891,0.354041,0.00837725,2.62721,1.22976e-05,0.00385669,0.00210154,0.659069
981,0.802097,251.597,0.0784077,24.5945,0.0611848,19.1921,0.0428937,13.4547,0.00108488,0.340299,0.0114467,3.59055,1.20577e-05,0.00378218,0.00287348,0.901336
982,0.781397,245.152,0.0877803,27.5398,0.0562558,17.6495,0.0550044,17.2568,0.00100699,0.315929,0.0148219,4.65015,1.1492e-05,0.00360546,0.00372231,1.16782
983,0.759769,238.413,0.0980113,30.7556,0.0504702,15.8374,0.0678799,21.3005,0.000912266,0.286266,0.0183404,5.75515,1.07763e-05,0.00338157,0.00460626,1.44543
984,0.737225,231.382,0.109286,34.3002,0.0442193,13.8785,0.0811093,25.4566,0.000817875,0.256695,0.0218464,6.85664,1.0068e-05,0.00315991,0.00548582,1.72176
985,0.713771,224.064,0.121803,38.2359,0.0379135,11.9016,0.0942206,29.5773,0.000734058,0.230432,0.025218,7.9163,9.45743e-06,0.00296883,0.00633013,1.98713
986,0.689412,216.457,0.135765,42.6268,0.0319487,10.031,0.10671,33.5041,0.000663045,0.208179,0.0283728,8.90832,8.9516e-06,0.00281057,0.00711959,2.23536
987,0.664154,208.566,0.151373,47.5358,0.026671,8.37553,0.118092,37.0848,0.000602973,0.189353,0.0312567,9.81558,8.52544e-06,0.00267726,0.00784117,2.46237
988,0.638012,200.392,0.168814,53.0225,0.0223445,7.01817,0.127966,40.1928,0.000552733,0.173607,0.0338193,10.6223,8.17471e-06,0.00256758,0.00848338,2.66454
989,0.611008,191.945,0.188254,59.139,0.0191279,6.00894,0.136059,42.7423,0.00051464,0.161672,0.0359989,11.3089,7.93661e-06,0.00249325,0.00903056,2.83691
990,0.583179,183.235,0.209823,65.9266,0.0170645,5.36169,0.142248,44.6945,0.000494008,0.155218,0.0377201,11.8517,7.87752e-06,0.00247512,0.00946357,2.97346
991,0.554581,174.281,0.233607,73.4125,0.0160879,5.05572,0.146545,46.0526,0.000495955,0.155857,0.038912,12.2284,8.05572e-06,0.00253156,0.00976349,3.06824
992,0.525289,165.104,0.259634,81.6057,0.0160386,5.04111,0.149056,46.8499,0.000520638,0.163642,0.0395345,12.4261,8.45677e-06,0.00265805,0.00991943,3.11778
993,0.495399,155.736,0.287865,90.4945,0.0166885,5.24627,0.149944,47.137,0.000559849,0.175997,0.0396007,12.4491,8.97955e-06,0.00282285,0.00993421,3.12296
994,0.465032,146.214,0.318187,100.044,0.0177671,5.5863,0.149398,46.9734,0.000598477,0.188172,0.0391819,12.3195,9.43269e-06,0.0029658,0.0098259,3.08944
995,0.434332,136.584,0.350405,110.192,0.0189885,5.97132,0.147627,46.4244,0.00062122,0.195355,0.038392,12.0731,9.65166e-06,0.00303516,0.00962391,3.02643
996,0.403464,126.898,0.384242,120.852,0.0200772,6.31473,0.144866,45.5636,0.000620378,0.195122,0.0373598,11.7505,9.54978e-06,0.00300362,0.00936124,2.94432
997,0.372614,117.214,0.419333,131.911,0.0207941,6.54125,0.141382,44.475,0.000598935,0.188409,0.0362013,11.3879,9.19117e-06,0.00289129,0.00906768,2.85245
998,0.341988,107.597,0.455235,143.228,0.0209599,6.59448,0.137471,43.2517,0.000567145,0.178437,0.0350051,11.0134,8.70864e-06,0.00273994,0.00876554,2.75784
999,0.311804,98.1162,0.491434,154.641,0.0204751,6.44297,0.133441,41.9903,0.00053571,0.168574,0.0338325,10.6462,8.25029e-06,0.00259614,0.00847005,2.6653
1000,0.282292,88.8435,0.527359,165.972,0.0193298,6.08351,0.129583,40.7825,0.000510265,0.160592,0.0327269,10.2999,7.88762e-06,0.00248241,0.00819168,2.5781
1001,0.253688,79.8534,0.562404,177.028,0.0176022,5.54066,0.126144,39.7064,0.000489378,0.154042,0.0317259,9.98638,7.60234e-06,0.00239299,0.00793951,2.49913
1002,0.226226,71.2201,0.595947,187.615,0.0154442,4.86211,0.123318,38.8228,0.00046597,0.146696,0.030868,9.7178,7.30156e-06,0.00229866,0.00772299,2.43134
1003,0.200138,63.0165,0.627379,197.54,0.0130563,4.11098,0.121244,38.1754,0.000431376,0.135825,0.0301927,9.50664,6.86207e-06,0.00216063,0.00755202,2.37787
1004,0.175643,55.3119,0.656125,206.621,0.0106585,3.3565,0.120016,37.7944,0.000380726,0.119895,0.0297354,9.36404,6.21612e-06,0.00195753,0.00743555,2.34154
1005,0.152945,48.1712,0.681669,214.697,0.00846126,2.66494,0.119701,37.7008,0.000316961,0.0998292,0.0295214,9.29799,5.38049e-06,0.00169463,0.00737995,2.32437
1006,0.132229,41.6525,0.703573,221.627,0.00664117,2.09198,0.120348,37.9099,0.000250386,0.0788723,0.0295652,9.31312,4.48534e-06,0.00141289,0.00738896,2.32754
1007,0.113656,35.8069,0.721495,227.305,0.00532392,1.67728,0.121988,38.4318,0.000193692,0.0610221,0.0298753,9.41211,3.68505e-06,0.00116096,0.00746467,2.35172
1008,0.0973589,30.6769,0.735201,231.655,0.00457349,1.44106,0.124638,39.2723,0.000155983,0.0491488,0.0304599,9.59762,3.11724e-06,0.000982214,0.00760936,2.39764
1009,0.0834433,26.2958,0.744569,234.639,0.00438792,1.38278,0.128301,40.4319,0.000139981,0.0441128,0.0313299,9.8731,2.83021e-06,0.000891893,0.00782594,2.46622
1010,0.0719843,22.6877,0.749594,236.254,0.00470121,1.48171,0.132962,41.9064,0.000142947,0.0450534,0.0324955,10.2418,2.8123e-06,0.000886369,0.00811715,2.55833
