t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6
1544,0.845042,205.934,0.0408553,9.95632,0.0827466,20.1651,0.000146269,0.0356454,0.024922,6.07341,5.62664e-07,0.00013712,0.00628694,1.53211
1545,0.83537,203.33,0.0540588,13.158,0.0800161,19.476,0.000329484,0.0801967,0.0241363,5.8748,1.59885e-06,0.000389162,0.00608752,1.48171
1546,0.824243,200.377,0.0680882,16.5525,0.0782322,19.0186,0.000587556,0.142837,0.0230412,5.60141,3.38461e-06,0.000822813,0.00580491,1.4112
1547,0.811856,197.124,0.0824748,20.0255,0.0775726,18.8352,0.000895345,0.217396,0.0217345,5.27728,5.65647e-06,0.00137343,0.0054613,1.32604
1548,0.798414,193.623,0.0967516,23.4632,0.0781574,18.9539,0.00121224,0.29398,0.0203626,4.93813,8.04339e-06,0.0019506,0.00509376,1.23528
1549,0.784126,189.924,0.110465,26.7559,0.0800507,19.3892,0.00149498,0.3621,0.0191007,4.6264,1.01906e-05,0.00246827,0.00475181,1.15094
1550,0.7692,186.079,0.123187,29.8004,0.0832667,20.1433,0.00171279,0.414346,0.0181347,4.38701,1.17807e-05,0.00284989,0.00448734,1.08554
1551,0.753837,182.137,0.134524,32.5028,0.0877787,21.2085,0.0018585,0.449039,0.0176438,4.26297,1.27108e-05,0.00307109,0.00434514,1.04984
1552,0.738231,178.145,0.144132,34.781,0.0935319,22.5705,0.00195071,0.470732,0.0177795,4.29043,1.33745e-05,0.00322744,0.00436183,1.05257
1553,0.722559,174.146,0.151723,36.5672,0.100459,24.2119,0.00202624,0.48835,0.0186507,4.49507,1.44326e-05,0.00347844,0.00456823,1.101
1554,0.706982,170.179,0.157074,37.8096,0.108493,26.1156,0.00212516,0.511551,0.0203235,4.89212,1.62197e-05,0.00390429,0.00498592,1.20017
1555,0.691639,166.278,0.160037,38.4745,0.117582,28.268,0.00227312,0.546482,0.0228295,5.48846,1.87061e-05,0.00449714,0.00562114,1.35138
1556,0.676645,162.469,0.160539,38.5469,0.127692,30.6601,0.00246837,0.592679,0.0261662,6.28275,2.19338e-05,0.00526651,0.00646729,1.55285
1557,0.66209,158.774,0.158589,38.0308,0.138813,33.2882,0.00267958,0.642581,0.0302892,7.26354,2.58308e-05,0.0061944,0.00751351,1.80179
1558,0.648039,155.208,0.154275,36.9494,0.150947,36.1525,0.00285527,0.683848,0.0351101,8.40901,2.96496e-05,0.0071012,0.00874395,2.09421
1559,0.634532,151.78,0.147759,35.3441,0.164103,39.2534,0.00294047,0.703362,0.0405061,9.68907,3.22845e-05,0.00772247,0.010127,2.42239
1560,0.621588,148.495,0.139276,33.2727,0.178273,42.5889,0.00289443,0.69147,0.046321,11.0659,3.31824e-05,0.00792716,0.0116137,2.77447
1561,0.609203,145.351,0.129124,30.808,0.193425,46.1498,0.00270427,0.645218,0.0523605,12.4928,3.24484e-05,0.00774193,0.0131505,3.13762
1562,0.597357,142.342,0.117653,28.0352,0.209482,49.917,0.00238964,0.569422,0.0584007,13.9161,3.02843e-05,0.00721637,0.0146872,3.49977
1563,0.586015,139.461,0.105259,25.0497,0.226312,53.858,0.00199627,0.475077,0.0642208,15.2834,2.694e-05,0.00641123,0.01617,3.84816
1564,0.575134,136.695,0.0923698,21.9541,0.243716,57.9254,0.00158155,0.375897,0.0696341,16.5503,2.30346e-05,0.00547477,0.0175416,4.16922
1565,0.56466,134.033,0.0794358,18.8556,0.26143,62.0555,0.0011991,0.28463,0.0744965,17.6832,1.93806e-05,0.00460035,0.0187586,4.45272
1566,0.554539,131.46,0.0669183,15.8638,0.279121,66.1691,0.000888069,0.210528,0.078712,18.6596,1.65317e-05,0.00391905,0.0198046,4.69493
1567,0.544714,128.964,0.0552786,13.0875,0.296393,70.1724,0.000669677,0.158549,0.0822485,19.4727,1.47756e-05,0.00349819,0.0206814,4.89642
1568,0.53513,126.53,0.044967,10.6323,0.312798,73.9601,0.000550909,0.130261,0.0851449,20.1323,1.43267e-05,0.0033875,0.0213954,5.05887
1569,0.525734,124.146,0.0364115,8.59815,0.327855,77.4192,0.000532596,0.125766,0.0874891,20.6595,1.52828e-05,0.00360885,0.0219623,5.18613
1570,0.516482,121.802,0.0300056,7.0762,0.341078,80.4362,0.000616932,0.145491,0.0893848,21.0796,1.7603e-05,0.00415129,0.0224151,5.28614
1571,0.507334,119.487,0.0260963,6.14619,0.352005,82.9043,0.00080986,0.190738,0.090939,21.4179,2.13682e-05,0.00503263,0.0227937,5.36836
1572,0.498261,117.196,0.0249718,5.87361,0.36024,84.7319,0.00111722,0.262781,0.0922586,21.7001,2.68074e-05,0.00630537,0.0231253,5.4393
1573,0.48924,114.922,0.0268503,6.30711,0.36548,85.8511,0.0015371,0.361063,0.0934346,21.9477,3.38352e-05,0.00794786,0.0234242,5.50233
1574,0.480261,112.663,0.0318698,7.47627,0.367556,86.2244,0.00205241,0.481472,0.0945161,22.1724,4.18327e-05,0.00981345,0.0237028,5.5604
1575,0.471325,110.42,0.0400809,9.39003,0.366444,85.8493,0.00262807,0.615695,0.095502,22.3739,5.01748e-05,0.0117548,0.0239698,5.61556
1576,0.462445,108.196,0.0514429,12.0358,0.362272,84.7589,0.00321589,0.752405,0.0963491,22.5423,5.86021e-05,0.0137108,0.0242157,5.66563
1577,0.453648,105.996,0.0658228,15.3796,0.35531,83.0189,0.00376745,0.880273,0.0969743,22.6582,6.66794e-05,0.0155798,0.0244103,5.70352
1578,0.444974,103.83,0.0829996,19.367,0.345942,80.7218,0.00424953,0.991582,0.0972471,22.6915,7.34602e-05,0.0171411,0.0245145,5.7202
1579,0.436474,101.71,0.102671,23.925,0.334634,77.9782,0.00465541,1.08483,0.0969986,22.6032,7.84283e-05,0.0182758,0.0244882,5.70637
1580,0.428217,99.651,0.124465,28.9644,0.321889,74.9073,0.00500748,1.1653,0.0960527,22.3526,8.23279e-05,0.0191586,0.0242867,5.65179
1581,0.42028,97.6717,0.14795,34.3831,0.30821,71.6271,0.00535022,1.24338,0.0942588,21.9055,8.62348e-05,0.0200407,0.0238648,5.54611
1582,0.412753,95.7925,0.17265,40.0689,0.294062,68.2465,0.00573453,1.33088,0.0915182,21.2397,9.03224e-05,0.0209622,0.0231914,5.38231
1583,0.405737,94.0361,0.198058,45.9033,0.279846,64.8588,0.006197,1.43626,0.0878072,20.3508,9.43928e-05,0.0218771,0.0222603,5.15919
1584,0.399337,92.4267,0.22365,51.7639,0.265881,61.5382,0.00674279,1.56062,0.0831989,19.2564,9.89402e-05,0.0228997,0.0210913,4.8816
1585,0.393665,90.9894,0.248893,57.5276,0.252402,58.3386,0.00733984,1.69648,0.0778664,17.9976,0.000104469,0.0241463,0.0197291,4.56007
1586,0.388834,89.7494,0.273259,63.0729,0.239562,55.295,0.00792627,1.82952,0.072066,16.634,0.000110201,0.0254362,0.0182416,4.21048
1587,0.384953,88.7313,0.296234,68.2817,0.227451,52.4274,0.00842678,1.94237,0.0661089,15.238,0.000114602,0.0264156,0.0167112,3.85191
1588,0.382126,87.9583,0.317323,73.0418,0.216113,49.7453,0.00877281,2.01933,0.0603246,13.8856,0.000116955,0.0269209,0.0152226,3.50396
1589,0.380449,87.4511,0.336061,77.2478,0.205575,47.2541,0.00892116,2.05064,0.0550198,12.647,0.000117494,0.0270076,0.0138564,3.18507
1590,0.380002,87.2271,0.352019,80.8036,0.195872,44.9612,0.00886508,2.03492,0.0504438,11.579,0.0001163,0.0266959,0.0126818,2.91103
1591,0.38085,87.3,0.364815,83.6244,0.187069,42.8807,0.00863337,1.97898,0.0467733,10.7216,0.000113114,0.0259285,0.0117468,2.69264
1592,0.383037,87.6787,0.374124,85.6385,0.179273,41.0363,0.00827897,1.89509,0.0441079,10.0965,0.000108258,0.0247807,0.0110716,2.53432
1593,0.386585,88.367,0.379687,86.7902,0.172638,39.4623,0.00786349,1.79747,0.0424667,9.7072,0.000102868,0.0235141,0.0106567,2.43596
1594,0.391493,89.3632,0.381326,87.0425,0.167354,38.2006,0.00744407,1.6992,0.0417933,9.53984,9.79331e-05,0.0223545,0.0104923,2.395
1595,0.397734,90.66,0.378953,86.379,0.16362,37.2957,0.00706568,1.61056,0.0419787,9.56868,9.36656e-05,0.0213503,0.0105551,2.40595
1596,0.405256,92.2442,0.37258,84.8064,0.161621,36.788,0.00675922,1.53853,0.0428888,9.76231,9.00907e-05,0.0205064,0.0108047,2.45935
1597,0.413985,94.0974,0.362325,82.3553,0.161491,36.7064,0.00654421,1.48748,0.0443741,10.0861,8.76647e-05,0.0199259,0.0111937,2.5443
1598,0.423821,96.1963,0.348412,79.0804,0.163288,37.062,0.00643306,1.46014,0.0462754,10.5033,8.68734e-05,0.019718,0.0116841,2.65199
1599,0.434648,98.5131,0.331169,75.0596,0.166974,37.8447,0.00643248,1.45793,0.0484431,10.9796,8.76929e-05,0.0198756,0.0122462,2.7756
1600,0.446332,101.017,0.311016,70.3912,0.172411,39.0211,0.00653927,1.48001,0.0507643,11.4893,8.98414e-05,0.0203335,0.0128483,2.90791
1601,0.458727,103.673,0.288449,65.1901,0.179368,40.5375,0.00673286,1.52164,0.0531691,12.0163,9.30922e-05,0.021039,0.0134615,3.04233
1602,0.471679,106.447,0.264023,59.584,0.18754,42.3236,0.00696957,1.57287,0.0556162,12.5513,9.69587e-05,0.0218814,0.0140752,3.17645
1603,0.485029,109.302,0.238327,53.7075,0.19658,44.2996,0.00718242,1.61857,0.0580859,13.0898,0.000100533,0.0226554,0.0146958,3.31172
1604,0.498619,112.202,0.211963,47.6971,0.206117,46.3818,0.00728949,1.64033,0.0605811,13.6323,0.000102857,0.0231456,0.0153279,3.44919
1605,0.512293,115.112,0.185523,41.6869,0.215793,48.4886,0.00721069,1.62024,0.0631119,14.1812,0.00010301,0.0231463,0.0159655,3.58745
1606,0.525904,117.999,0.159572,35.8037,0.225274,50.5454,0.00688875,1.54565,0.0656607,14.7325,0.000100004,0.0224381,0.0166005,3.72469
1607,0.539311,120.83,0.134635,30.1643,0.234268,52.4867,0.00630703,1.41306,0.068161,15.2712,9.33503e-05,0.0209147,0.0172248,3.85915
1608,0.552388,123.579,0.111181,24.8731,0.242526,54.2575,0.00549785,1.22997,0.0705063,15.7735,8.36696e-05,0.0187184,0.0178173,3.98604
1609,0.565019,126.219,0.0896227,20.0208,0.249844,55.8125,0.00453859,1.01387,0.0725665,16.2106,7.21218e-05,0.0161113,0.0183374,4.09639
1610,0.577103,128.729,0.0703128,15.684,0.256051,57.1149,0.0035351,0.788542,0.0741977,16.5506,5.96023e-05,0.0132949,0.0187409,4.18037
1611,0.588556,131.09,0.0535414,11.9254,0.261005,58.1341,0.0025965,0.578324,0.075259,16.7626,4.70317e-05,0.0104755,0.0189949,4.23075
1612,0.599308,133.287,0.0395383,8.79339,0.264585,58.8443,0.00181,0.402548,0.0756445,16.8235,3.57855e-05,0.00795876,0.0190783,4.24305
1613,0.609306,135.31,0.0284727,6.32299,0.266681,59.2223,0.00122411,0.27184,0.0753106,16.7244,2.69731e-05,0.00598996,0.0189788,4.21467
1614,0.618515,137.15,0.0204527,4.5352,0.26719,59.2469,0.000844208,0.187196,0.0742799,16.4709,2.06515e-05,0.00457929,0.0186976,4.14603
1615,0.626919,138.806,0.0155222,3.43676,0.266021,58.8996,0.000639764,0.14165,0.0726267,16.0803,1.62557e-05,0.00359917,0.0182555,4.04195
1616,0.634518,140.278,0.0136577,3.01942,0.263102,58.1661,0.0005599,0.123782,0.0704616,15.5775,1.34079e-05,0.0029642,0.0176878,3.91038
1617,0.641333,141.572,0.0147636,3.25902,0.258392,57.0391,0.000551611,0.121766,0.067917,14.9924,1.19147e-05,0.00263012,0.0170312,3.75958
1618,0.647401,142.696,0.0186684,4.11477,0.251901,55.5224,0.0005738,0.126473,0.0651273,14.355,1.1367e-05,0.00250545,0.0163172,3.59654
1619,0.65278,143.664,0.0251226,5.529,0.243704,53.6345,0.000602933,0.132694,0.0622062,13.6904,1.12083e-05,0.00246673,0.0155731,3.42733
1620,0.657542,144.493,0.0338003,7.42753,0.23396,51.4121,0.000630504,0.138552,0.0592342,13.0165,1.11452e-05,0.00244913,0.0148217,3.25703
1621,0.661774,145.202,0.0443056,9.72124,0.222915,48.9106,0.00065596,0.143926,0.0562605,12.3443,1.12489e-05,0.00246815,0.0140772,3.08871
1622,0.665575,145.813,0.0561834,12.3086,0.210898,46.2034,0.000679952,0.148963,0.0533096,11.679,1.15414e-05,0.00252848,0.0133424,2.92304
1623,0.66905,146.351,0.068936,15.0793,0.198302,43.3774,0.000701553,0.15346,0.0503846,11.0213,1.16983e-05,0.00255893,0.0126141,2.75926
1624,0.67231,146.838,0.082043,17.9189,0.185556,40.527,0.000720296,0.157319,0.0474715,10.3682,1.13829e-05,0.00248612,0.011888,2.59645
1625,0.675464,147.3,0.0949841,20.7134,0.17309,37.7461,0.000741315,0.161661,0.0445502,9.71518,1.06907e-05,0.00233135,0.0111599,2.43367
1626,0.678618,147.76,0.107262,23.3549,0.161297,35.1202,0.000780009,0.169836,0.0416081,9.0596,9.94148e-06,0.00216462,0.0104249,2.26989
1627,0.681867,148.238,0.118424,25.7453,0.150506,32.7199,0.000861924,0.187382,0.038651,8.40271,9.33733e-06,0.00202993,0.00968138,2.10473
1628,0.685293,148.751,0.128077,27.8008,0.140958,30.5967,0.00101563,0.220454,0.0357106,7.75143,9.14152e-06,0.00198428,0.00893612,1.9397
1629,0.688964,149.316,0.135905,29.454,0.132801,28.7812,0.00126053,0.273187,0.0328524,7.11992,9.78008e-06,0.00211958,0.00820724,1.77871
1630,0.692928,149.94,0.141669,30.6553,0.126095,27.2852,0.00159434,0.344993,0.0301793,6.5304,1.14059e-05,0.00246807,0.00752275,1.62782
1631,0.697213,150.631,0.145215,31.3733,0.120828,26.1047,0.00198521,0.4289,0.0278277,6.01211,1.37426e-05,0.00296905,0.00691742,1.49449
1632,0.701826,151.39,0.146464,31.5936,0.116942,25.2254,0.00237323,0.511926,0.0259487,5.59736,1.6416e-05,0.00354108,0.00643015,1.38704
1633,0.706751,152.212,0.145413,31.3175,0.114351,24.6278,0.00268317,0.577871,0.0246817,5.31568,1.8895e-05,0.00406941,0.00610028,1.31381
1634,0.711954,153.091,0.142123,30.5605,0.11297,24.2918,0.0028448,0.611716,0.0241295,5.18855,2.02927e-05,0.00436351,0.00595849,1.28125
1635,0.717379,154.013,0.13671,29.3501,0.112723,24.2003,0.00281337,0.603998,0.0243387,5.22525,1.99558e-05,0.00428428,0.00601626,1.29162
1636,0.722949,154.962,0.129344,27.7246,0.113557,24.3407,0.00258378,0.553828,0.0252845,5.41967,1.80965e-05,0.00387895,0.00626376,1.34262
1637,0.728571,155.919,0.120241,25.7323,0.115438,24.7045,0.00219439,0.469613,0.0268643,5.74914,1.53286e-05,0.00328041,0.0066754,1.42858
1638,0.734136,156.859,0.109661,23.4306,0.118347,25.2864,0.0017175,0.366969,0.0289146,6.17801,1.20872e-05,0.0025826,0.0072121,1.54097
1639,0.73952,157.756,0.0979083,20.886,0.122259,26.0806,0.00123896,0.264298,0.0312438,6.66499,8.93264e-06,0.00190553,0.00782118,1.66843
1640,0.744585,158.581,0.0853307,18.1737,0.127134,27.077,0.000834612,0.177755,0.0336624,7.1694,6.72466e-06,0.00143221,0.00844621,1.79887
1641,0.749186,159.304,0.0723178,15.3774,0.132892,28.2576,0.000552257,0.11743,0.0360026,7.65545,5.97273e-06,0.00127002,0.00904348,1.92297
1642,0.75317,159.892,0.0592969,12.5883,0.139397,29.593,0.000403649,0.0856916,0.0381389,8.09659,6.51829e-06,0.00138378,0.00958676,2.0352
1643,0.756382,160.314,0.0467259,9.90346,0.14645,31.0399,0.000367559,0.0779035,0.0400064,8.47928,7.95648e-06,0.00168636,0.0100602,2.13224
1644,0.758666,160.536,0.0350813,7.42333,0.153785,32.5415,0.000402413,0.085152,0.0415984,8.80236,9.82978e-06,0.00208002,0.0104565,2.21264
1645,0.759875,160.53,0.0248426,5.24822,0.161081,34.0297,0.0004631,0.0978339,0.0429436,9.07221,1.15321e-05,0.00243626,0.0107833,2.27806
1646,0.759868,160.266,0.0164728,3.47432,0.167984,35.4301,0.000515002,0.108621,0.0440875,9.29862,1.26226e-05,0.00266227,0.0110599,2.33268
1647,0.758521,159.719,0.0103969,2.18924,0.17414,36.6681,0.000541023,0.113922,0.0450837,9.49314,1.31362e-05,0.00276604,0.0113045,2.38036
1648,0.755729,158.87,0.00698139,1.46763,0.179224,37.6766,0.000541245,0.113781,0.0459844,9.66686,1.32733e-05,0.00279031,0.0115266,2.42313
1649,0.751408,157.701,0.00651488,1.3673,0.182982,38.4031,0.000527333,0.110673,0.0468222,9.82675,1.31046e-05,0.0027503,0.011732,2.46225
1650,0.745503,156.202,0.00919356,1.92629,0.185249,38.8145,0.000515648,0.108042,0.0475999,9.97342,1.2805e-05,0.00268299,0.0119263,2.49887
1651,0.737984,154.37,0.0151124,3.16119,0.185965,38.8999,0.000523423,0.109489,0.0482939,10.102,1.28476e-05,0.00268744,0.012108,2.53274
1652,0.728853,152.207,0.0242629,5.06682,0.185174,38.67,0.000569837,0.118999,0.0488623,10.2039,1.37167e-05,0.00286447,0.012264,2.56109
1653,0.718139,149.719,0.0365367,7.61723,0.183009,38.154,0.000680277,0.141825,0.0492452,10.2667,1.563e-05,0.00325857,0.012374,2.57976
1654,0.7059,146.921,0.0517356,10.7679,0.179667,37.3946,0.000889719,0.185179,0.0493689,10.2753,1.87222e-05,0.00389671,0.0124196,2.58492
1655,0.692222,143.832,0.0695843,14.4584,0.175383,36.4416,0.0012411,0.25788,0.0491614,10.2149,2.34845e-05,0.00487968,0.0123849,2.57337
1656,0.677211,140.476,0.0897454,18.6161,0.170403,35.3473,0.00177692,0.368591,0.0485766,10.0764,3.06968e-05,0.00636753,0.0122559,2.54228
1657,0.660998,136.881,0.111834,23.1589,0.164965,34.1614,0.00252535,0.522956,0.04761,9.85919,4.06453e-05,0.00841693,0.0120267,2.49051
1658,0.643728,133.079,0.135432,27.9981,0.159288,32.9299,0.0034848,0.720418,0.0463067,9.57305,5.27128e-05,0.0108974,0.0117074,2.42028
1659,0.625562,129.104,0.160097,33.0408,0.153572,31.6942,0.00461205,0.951836,0.0447663,9.23888,6.61234e-05,0.0136466,0.0113249,2.33724
1660,0.606672,124.992,0.185369,38.1912,0.148002,30.4927,0.005821,1.19929,0.043138,8.88764,8.04473e-05,0.0165744,0.0109177,2.24936
1661,0.587238,120.781,0.210777,43.3517,0.142765,29.3633,0.00699536,1.43878,0.0415991,8.55593,9.4694e-05,0.0194763,0.0105318,2.16615
1662,0.567444,116.51,0.23584,48.4235,0.138056,28.3462,0.00801177,1.645,0.0403262,8.27992,0.000106811,0.0219308,0.0102145,2.09728
1663,0.54748,112.217,0.260073,53.3073,0.134095,27.4855,0.00876572,1.79671,0.0394676,8.08968,0.000115128,0.0235979,0.0100033,2.05039
1664,0.527534,107.942,0.282987,57.9038,0.131129,26.8311,0.00919392,1.88123,0.0391176,8.00411,0.00011959,0.0244702,0.00991995,2.02979
1665,0.507794,103.723,0.304094,62.115,0.129433,26.4383,0.00928797,1.89719,0.0392992,8.02737,0.000120761,0.024667,0.00997192,2.03689
1666,0.488444,99.5977,0.322922,65.8465,0.129301,26.3656,0.00909382,1.8543,0.039969,8.15001,0.000118723,0.0242086,0.0101514,2.06995
1667,0.469661,95.6011,0.339024,69.0095,0.131031,26.6718,0.00869615,1.77013,0.0410418,8.35419,0.000113868,0.0231783,0.010432,2.12347
1668,0.451615,91.7673,0.351994,71.5244,0.134895,27.4103,0.00819498,1.6652,0.0424153,8.61871,0.000107699,0.0218843,0.0107786,2.19018
1669,0.434463,88.1275,0.361485,73.3244,0.141112,28.6234,0.00768353,1.55854,0.0439892,8.92287,0.000101836,0.0206565,0.0111658,2.2649
1670,0.418348,84.7098,0.367228,74.3586,0.149817,30.3359,0.00723261,1.4645,0.0456927,9.25213,9.69343e-05,0.0196278,0.0115839,2.34557
1671,0.403398,81.5385,0.369049,74.5957,0.161032,32.5494,0.00688363,1.39138,0.0475143,9.60405,9.30802e-05,0.0188143,0.0120298,2.43157
1672,0.389718,78.6343,0.36688,74.0262,0.174646,35.2387,0.00665068,1.34192,0.0495074,9.98922,9.0474e-05,0.0182552,0.0125082,2.52381
1673,0.377395,76.013,0.360766,72.6636,0.190409,38.3513,0.00652895,1.31503,0.0517679,10.4268,8.9294e-05,0.0179851,0.0130439,2.62724
1674,0.366493,73.686,0.350868,70.5444,0.207949,41.8097,0.00650373,1.30762,0.0544161,10.9407,8.94006e-05,0.0179746,0.0136803,2.75052
1675,0.357053,71.66,0.337457,67.7272,0.226794,45.5173,0.00655545,1.31567,0.0575906,11.5584,9.04651e-05,0.0181562,0.0144595,2.902
1676,0.349091,69.9368,0.3209,64.2891,0.246417,49.3671,0.00665973,1.33421,0.061431,12.3071,9.21511e-05,0.0184615,0.0154098,3.0872
1677,0.342602,68.5138,0.301645,60.3233,0.26628,53.2509,0.00678467,1.3568,0.0660402,13.2068,9.41222e-05,0.0188226,0.0165532,3.31033
1678,0.337561,67.3843,0.280201,55.934,0.28589,57.0697,0.00688928,1.37524,0.0714531,14.2635,9.59851e-05,0.0191606,0.0179089,3.57499
1679,0.333925,66.5382,0.257115,51.2329,0.30483,60.7407,0.00692649,1.38018,0.07763,15.4686,9.72748e-05,0.0193831,0.0194765,3.8809
1680,0.331634,65.9622,0.232953,46.3344,0.322786,64.2023,0.00685191,1.36285,0.0844564,16.7984,9.75073e-05,0.0193942,0.0212209,4.22085
1681,0.330618,65.6408,0.208283,41.3524,0.339556,67.4153,0.0066363,1.31757,0.0917301,18.212,9.62976e-05,0.0191189,0.0230799,4.58226
1682,0.330798,65.557,0.18366,36.3975,0.355037,70.3606,0.00627743,1.24405,0.0991537,19.6501,9.35076e-05,0.0185312,0.0249795,4.95039
1683,0.332092,65.6933,0.159613,31.5741,0.369203,73.0343,0.00580591,1.1485,0.106362,21.0401,8.94813e-05,0.0177009,0.0268346,5.30832
1684,0.334416,66.0318,0.136638,26.9797,0.382068,75.441,0.00528099,1.04275,0.11297,22.3064,8.50394e-05,0.0167914,0.028542,5.63574
1685,0.33769,66.5558,0.11519,22.703,0.393653,77.5856,0.00477656,0.941419,0.118615,23.3781,8.09277e-05,0.0159502,0.0299947,5.9117
1686,0.34184,67.2496,0.095681,18.8232,0.403946,79.4678,0.00436085,0.857903,0.122986,24.1948,7.74152e-05,0.0152298,0.0311087,6.11997
1687,0.346801,68.0997,0.0784736,15.4095,0.412883,81.0758,0.00407591,0.800367,0.125857,24.7139,7.47337e-05,0.0146751,0.0318342,6.25113
1688,0.352522,69.0946,0.0638757,12.5197,0.420325,82.3842,0.00392467,0.769239,0.127131,24.9178,7.33213e-05,0.0143711,0.0321484,6.30113
1689,0.35896,70.2258,0.0521353,10.1996,0.426059,83.3529,0.00387091,0.757291,0.126847,24.8159,7.2951e-05,0.0142719,0.0320547,6.27108
1690,0.36609,71.4872,0.0434331,8.48127,0.429808,83.9295,0.00385174,0.752136,0.125155,24.4392,7.22948e-05,0.0141172,0.0315902,6.16868
1691,0.373899,72.8755,0.037876,7.38229,0.431254,84.0543,0.00379721,0.740102,0.122282,23.8337,7.01587e-05,0.0136744,0.0308218,6.00738
1692,0.382387,74.3901,0.03549,6.90427,0.430072,83.6667,0.00365154,0.710375,0.118505,23.0542,6.65072e-05,0.0129384,0.0298276,5.8027
1693,0.391567,76.0327,0.0362153,7.03212,0.425972,82.7132,0.00338983,0.65822,0.114112,22.1578,6.16325e-05,0.0119675,0.0286817,5.56928
1694,0.401462,77.8068,0.0399038,7.73371,0.418739,81.1553,0.00302384,0.586048,0.109366,21.1961,5.53224e-05,0.010722,0.0274505,5.32015
1695,0.412101,79.7176,0.04632,8.96023,0.408272,78.9771,0.00259493,0.501968,0.104474,20.2097,4.76489e-05,0.00921731,0.0261902,5.06629
1696,0.423519,81.7709,0.0551464,10.6474,0.394613,76.1899,0.0021588,0.416809,0.0995814,19.2267,3.96951e-05,0.00766412,0.0249409,4.81546
1697,0.435755,83.9731,0.0659933,12.7174,0.377957,72.8351,0.00176954,0.341004,0.0947687,18.2626,3.26829e-05,0.00629823,0.0237235,4.57169
1698,0.448844,86.3303,0.0784122,15.0817,0.358648,68.9821,0.00146766,0.282289,0.0900585,17.3218,2.70135e-05,0.00519575,0.0225421,4.33572
1699,0.46282,88.8478,0.0919132,17.6446,0.337159,64.7246,0.00127483,0.244729,0.0854231,16.3987,2.26309e-05,0.00434447,0.0213873,4.10574
1700,0.477708,91.5296,0.105983,20.3066,0.314055,60.1735,0.00119628,0.229209,0.0807971,15.4809,1.97007e-05,0.00377469,0.0202407,3.87816
1701,0.493526,94.3781,0.120107,22.9683,0.28995,55.4479,0.00122819,0.23487,0.0760922,14.5513,1.84721e-05,0.00353247,0.0190784,3.64842
1702,0.510281,97.3936,0.133781,25.5339,0.265463,50.667,0.0013646,0.260452,0.0712163,13.5925,1.88707e-05,0.00360171,0.017875,3.41167
1703,0.527968,100.574,0.146538,27.9144,0.241173,45.9417,0.00159971,0.304732,0.0660935,12.5903,2.05768e-05,0.00391972,0.0166074,3.16358
1704,0.546567,103.914,0.157951,30.0299,0.217592,41.369,0.00192448,0.365885,0.0606818,11.537,2.33324e-05,0.004436,0.0152608,2.90142
1705,0.566045,107.408,0.16765,31.8117,0.195138,37.0277,0.00231986,0.440195,0.0549858,10.4336,2.69583e-05,0.00511537,0.0138349,2.62519
1706,0.586351,111.043,0.175325,33.2031,0.174131,32.9769,0.0027507,0.520928,0.0490654,9.29198,3.10764e-05,0.00588523,0.0123455,2.33799
1707,0.607418,114.807,0.180736,34.1606,0.154787,29.2559,0.00316503,0.598215,0.0430366,8.13425,3.49916e-05,0.00661368,0.0108226,2.04555
1708,0.629163,118.683,0.183708,34.654,0.137224,25.8853,0.00350097,0.660409,0.0370597,6.99079,3.79161e-05,0.00715234,0.00930633,1.75551
1709,0.651482,122.65,0.184139,34.6667,0.121478,22.8698,0.00370049,0.696667,0.0313166,5.89577,3.92356e-05,0.00738661,0.0078443,1.47679
1710,0.674254,126.686,0.181997,34.1955,0.107514,20.2008,0.00372527,0.699941,0.0259858,4.88247,3.85774e-05,0.00724833,0.00648555,1.21857
1711,0.697338,130.763,0.177319,33.2503,0.0952437,17.8598,0.00356886,0.669221,0.0212221,3.97951,3.59246e-05,0.00673646,0.00527236,0.988655
1712,0.720573,134.85,0.170214,31.8544,0.0845441,15.8218,0.00326018,0.610121,0.0171424,3.20809,3.17318e-05,0.00593838,0.00423447,0.792453
1713,0.743781,138.915,0.160857,30.0431,0.0752745,14.0589,0.00285623,0.533455,0.0138153,2.58028,2.67145e-05,0.00498943,0.00338922,0.633001
1714,0.766763,142.92,0.149491,27.8642,0.0672939,12.5432,0.00242571,0.452138,0.0112617,2.09912,2.15384e-05,0.00401464,0.00274326,0.511328
1715,0.789307,146.826,0.136417,25.3762,0.0604738,11.2493,0.0020289,0.377414,0.00946392,1.76047,1.68618e-05,0.00313663,0.00229271,0.426489
1716,0.811185,150.592,0.121994,22.6475,0.054706,10.1558,0.00170152,0.315877,0.00837574,1.55491,1.33168e-05,0.00247218,0.00202456,0.375848
1717,0.83216,154.173,0.106627,19.7546,0.0499054,9.24588,0.00144847,0.268355,0.00792728,1.46867,1.10392e-05,0.00204521,0.00192071,0.355847
1718,0.851989,157.526,0.0907587,16.7805,0.0460067,8.50627,0.0012487,0.230875,0.00802787,1.48429,9.51413e-06,0.00175909,0.00195932,0.362263
1719,0.870427,160.607,0.0748578,13.8124,0.0429566,7.92616,0.00106839,0.197135,0.0085694,1.58119,8.17688e-06,0.00150876,0.00211236,0.389763
