E,T,R0,R1,R,E/V0,N_R0,N_R1
35.133,1.59657E-16,0.914045,0.0804268,0.994472,0.35133,0.9191259281,0.0808738708
35.15,1.61851E-16,0.913977,0.0804954,0.994472,0.3515,0.9190575501,0.0809428521
35.1671,1.63883E-16,0.913909,0.080564,0.994473,0.351671,0.918988248,0.081011752
35.1841,1.65714E-16,0.913841,0.0806327,0.994473,0.351841,0.9189198701,0.0810808338
35.2011,1.67441E-16,0.913772,0.0807015,0.994474,0.352011,0.9188495627,0.0811499345
35.2182,1.69225E-16,0.913704,0.0807703,0.994474,0.352182,0.9187811848,0.0812191168
35.2352,1.71188E-16,0.913636,0.0808391,0.994475,0.352352,0.9187118832,0.0812882174
35.2523,1.73416E-16,0.913568,0.0809094,0.994477,0.352523,0.9186416579,0.0813587443
35.2693,1.75839E-16,0.913499,0.0809784,0.994477,0.352693,0.9185722747,0.0814281275
35.2864,1.78347E-16,0.913431,0.0810474,0.994478,0.352864,0.9185029734,0.0814974288
35.3034,1.8077E-16,0.913362,0.0811165,0.994479,0.353034,0.9184326668,0.0815668305
35.3205,1.82994E-16,0.913294,0.0811856,0.994479,0.353205,0.9183642892,0.0816363141
35.3376,1.8504E-16,0.913225,0.0812548,0.99448,0.353376,0.9182939828,0.0817058161
35.3547,1.86989E-16,0.913156,0.081324,0.99448,0.353547,0.9182245998,0.0817754002
35.3717,1.8902E-16,0.913088,0.0813933,0.994481,0.353717,0.9181552991,0.0818450026
35.3888,1.91256E-16,0.913019,0.0814626,0.994481,0.353888,0.9180859162,0.0819146872
35.4059,1.9376E-16,0.91295,0.081532,0.994482,0.354059,0.9180156101,0.0819843899
35.423,1.96467E-16,0.912881,0.0816014,0.994482,0.35423,0.9179462273,0.0820541749
35.4401,1.99227E-16,0.912812,0.0816709,0.994483,0.354401,0.9178759215,0.082123978
35.4572,2.01892E-16,0.912743,0.0817405,0.994484,0.354572,0.9178056158,0.0821938815
35.4743,2.0435E-16,0.912674,0.08181,0.994484,0.354743,0.9177362331,0.0822637669
35.4914,2.06629E-16,0.912605,0.0818797,0.994485,0.354914,0.9176659276,0.0823337707
35.5085,2.08844E-16,0.912536,0.0819493,0.994485,0.355085,0.9175965449,0.0824037567
35.5256,2.11149E-16,0.912467,0.082019,0.994486,0.355256,0.9175262397,0.0824737603
35.5428,2.13702E-16,0.912398,0.0820888,0.994486,0.355428,0.9174568571,0.0825439473
35.5599,2.16507E-16,0.912328,0.0821586,0.994487,0.355599,0.9173855465,0.0826140513
35.577,2.19526E-16,0.912259,0.0822285,0.994487,0.35577,0.917316164,0.0826843388
35.5941,2.22566E-16,0.91219,0.0822984,0.994488,0.355941,0.9172458592,0.082754543
35.6113,2.25482E-16,0.91212,0.0823684,0.994488,0.356113,0.9171754712,0.082824931
35.6284,2.28211E-16,0.912051,0.0824384,0.994489,0.356284,0.9171051666,0.0828952356
35.6456,2.30749E-16,0.911981,0.0825085,0.99449,0.356456,0.9170338565,0.0829656407
35.6627,2.33269E-16,0.911911,0.0825786,0.99449,0.356627,0.9169634687,0.0830361291
35.6799,2.35892E-16,0.911842,0.0826488,0.994491,0.356799,0.9168931644,0.0831066344
35.697,2.388E-16,0.911772,0.082719,0.994491,0.35697,0.9168227767,0.0831772233
35.7142,2.41965E-16,0.911702,0.0827893,0.994492,0.357142,0.9167514671,0.083247829
35.7314,2.453E-16,0.911633,0.0828596,0.994492,0.357314,0.9166820849,0.0833185184
35.7485,2.48651E-16,0.911563,0.0829299,0.994493,0.357485,0.9166107755,0.0833891239
35.7657,2.5185E-16,0.911493,0.0830004,0.994493,0.357657,0.9165403879,0.0834600143
35.7829,2.54857E-16,0.911423,0.0830708,0.994494,0.357829,0.9164690787,0.0835307201
35.8001,2.57702E-16,0.911353,0.0831413,0.994494,0.358001,0.9163986912,0.0836016105
35.8173,2.60548E-16,0.911283,0.0832119,0.994495,0.358173,0.9163273822,0.0836725172
35.8344,2.63564E-16,0.911213,0.0832839,0.994497,0.358344,0.9162551521,0.0837447473
35.8516,2.6686E-16,0.911143,0.0833546,0.994497,0.358516,0.9161847648,0.0838158386
35.8688,2.70411E-16,0.911072,0.0834253,0.994498,0.358688,0.9161124507,0.0838868454
35.886,2.7412E-16,0.911002,0.0834962,0.994498,0.35886,0.9160420634,0.0839581377
35.9032,2.77796E-16,0.910932,0.083567,0.994499,0.359032,0.9159707551,0.0840292449
35.9205,2.81317E-16,0.910862,0.0836379,0.994499,0.359205,0.9159003679,0.0841005371
35.9377,2.8463E-16,0.910791,0.0837089,0.9945,0.359377,0.9158280543,0.0841718451
35.9549,2.8782E-16,0.910721,0.0837799,0.994501,0.359549,0.9157567463,0.0842431531
35.9721,2.91063E-16,0.91065,0.0838509,0.994501,0.359721,0.9156853538,0.0843145457
35.9893,2.94499E-16,0.91058,0.083922,0.994502,0.359893,0.915614046,0.084385954
36.0066,2.98239E-16,0.910509,0.0839932,0.994502,0.360066,0.9155426535,0.0844575476
36.0238,3.02233E-16,0.910438,0.0840644,0.994503,0.360238,0.9154703405,0.0845290562
36.0411,3.0634E-16,0.910368,0.0841357,0.994503,0.360411,0.9153999535,0.0846007503
36.0583,3.10394E-16,0.910297,0.084207,0.994504,0.360583,0.9153276407,0.0846723593
36.0755,3.14253E-16,0.910226,0.0842783,0.994504,0.360755,0.9152562483,0.0847440533
36.0928,3.1792E-16,0.910155,0.0843498,0.994505,0.360928,0.9151839357,0.0848158632
36.1101,3.21504E-16,0.910084,0.0844212,0.994505,0.361101,0.9151125434,0.0848876577
36.1273,3.25167E-16,0.910013,0.0844927,0.994506,0.361273,0.915040231,0.0849594673
36.1446,3.29094E-16,0.909942,0.0845643,0.994507,0.361446,0.9149679188,0.0850313774
36.1619,3.33311E-16,0.909871,0.0846359,0.994507,0.361619,0.9148965266,0.0851033728
36.1791,3.37789E-16,0.9098,0.0847076,0.994508,0.361791,0.9148242146,0.0851753832
36.1964,3.42345E-16,0.909729,0.0847793,0.994508,0.361964,0.9147528225,0.0852474792
36.2137,3.46792E-16,0.909658,0.084851,0.994509,0.362137,0.9146805107,0.0853194893
36.231,3.51059E-16,0.909586,0.0849229,0.994509,0.36231,0.9146081131,0.0853917863
36.2483,3.55127E-16,0.909515,0.0849947,0.99451,0.362483,0.9145358016,0.0854638968
36.2656,3.59166E-16,0.909444,0.0850666,0.99451,0.362656,0.9144644096,0.0855361937
36.2829,3.63333E-16,0.909372,0.0851386,0.994511,0.362829,0.9143910927,0.0856085051
36.3002,3.67786E-16,0.909301,0.0852106,0.994511,0.363002,0.9143197008,0.0856809025
36.3175,3.7256E-16,0.909229,0.0852827,0.994512,0.363175,0.9142463842,0.0857533142
36.3348,3.77548E-16,0.909157,0.0853548,0.994512,0.363348,0.9141739868,0.0858258121
36.3521,3.82578E-16,0.909086,0.085427,0.994513,0.363521,0.9141016759,0.0858983241
36.3694,3.87472E-16,0.909014,0.0854992,0.994513,0.363694,0.9140292787,0.0859709225
36.3867,3.92172E-16,0.908942,0.0855715,0.994514,0.363867,0.9139559624,0.0860435348
36.4041,3.96714E-16,0.90887,0.0856438,0.994514,0.364041,0.9138835652,0.0861162337
36.4214,4.01267E-16,0.908799,0.0857162,0.994515,0.364214,0.9138112547,0.0861889464
36.4387,4.06011E-16,0.908727,0.08579,0.994517,0.364387,0.9137370201,0.0862629799
36.4561,4.1108E-16,0.908655,0.0858625,0.994517,0.364561,0.9136646231,0.0863358796
36.4734,4.16453E-16,0.908583,0.0859351,0.994518,0.364734,0.9135913075,0.086408793
36.4908,4.22E-16,0.908511,0.0860077,0.994518,0.364908,0.9135189107,0.0864817932
36.5081,4.27548E-16,0.908438,0.0860804,0.994519,0.365081,0.9134445898,0.0865548069
36.5255,4.3294E-16,0.908366,0.0861532,0.994519,0.365255,0.913372193,0.0866280081
36.5428,4.38122E-16,0.908294,0.0862259,0.99452,0.365428,0.9132988779,0.0867010216
36.5602,4.43203E-16,0.908222,0.0862988,0.994521,0.365602,0.9132255629,0.086774236
36.5776,4.48347E-16,0.908149,0.0863716,0.994521,0.365776,0.9131521607,0.0868474371
36.5949,4.53759E-16,0.908077,0.0864446,0.994522,0.365949,0.9130788459,0.0869207519
36.6123,4.59507E-16,0.908005,0.0865176,0.994522,0.366123,0.9130064493,0.086994154
36.6297,4.65541E-16,0.907932,0.0865906,0.994523,0.366297,0.9129321293,0.0870674685
36.6471,4.71727E-16,0.907859,0.0866637,0.994523,0.366471,0.9128587272,0.0871409711
36.6645,4.77826E-16,0.907787,0.0867368,0.994524,0.366645,0.9127854129,0.087214386
36.6819,4.83765E-16,0.907714,0.08681,0.994524,0.366819,0.912712011,0.087287989
36.6992,4.89503E-16,0.907641,0.0868833,0.994525,0.366992,0.9126376914,0.0873616048
36.7166,4.95176E-16,0.907569,0.0869566,0.994525,0.367166,0.912565295,0.0874353083
36.7341,5.01014E-16,0.907496,0.0870299,0.994526,0.367341,0.9124909756,0.0875089238
36.7515,5.07148E-16,0.907423,0.0871033,0.994526,0.367515,0.9124175738,0.0875827279
36.7689,5.13655E-16,0.90735,0.0871768,0.994527,0.367689,0.9123432546,0.0876565443
36.7863,5.20413E-16,0.907277,0.0872503,0.994527,0.367863,0.9122698529,0.0877304487
36.8037,5.27271E-16,0.907204,0.0873238,0.994528,0.368037,0.912195534,0.0878042649
36.8211,5.34021E-16,0.907131,0.0873975,0.994528,0.368211,0.9121221323,0.0878783704
36.8386,5.40563E-16,0.907058,0.0874711,0.994529,0.368386,0.9120478136,0.087952287
36.856,5.46953E-16,0.906985,0.0875448,0.994529,0.36856,0.911974412,0.0880263924
36.8734,5.53345E-16,0.906911,0.0876186,0.99453,0.368734,0.911899088,0.0881005098
36.8909,5.59958E-16,0.906838,0.0876924,0.99453,0.368909,0.9118256865,0.0881747157
36.9083,5.66915E-16,0.906765,0.0877663,0.994531,0.369083,0.9117513682,0.0882489334
36.9258,5.74238E-16,0.906691,0.0878402,0.994531,0.369258,0.9116769613,0.0883232398
36.9432,5.81794E-16,0.906618,0.0879142,0.994532,0.369432,0.9116026433,0.0883975578
36.9607,5.8937E-16,0.906544,0.0879882,0.994532,0.369607,0.9115282364,0.0884719647
36.9782,5.96807E-16,0.906471,0.0880623,0.994533,0.369782,0.9114539186,0.0885463831
36.9956,6.04033E-16,0.906397,0.0881365,0.994533,0.369956,0.9113795118,0.088620991
37.0131,6.11164E-16,0.906323,0.0882106,0.994534,0.370131,0.9113041887,0.0886954091
37.0306,6.1839E-16,0.90625,0.0882849,0.994534,0.370306,0.9112307875,0.0887701175
37.0481,6.25879E-16,0.906176,0.0883606,0.994536,0.370481,0.9111545485,0.0888460548
37.0655,6.33782E-16,0.906102,0.0884349,0.994537,0.370655,0.9110792258,0.0889206736
37.083,6.42003E-16,0.906028,0.0885094,0.994537,0.37083,0.9110048193,0.0889955829
37.1005,6.50419E-16,0.905954,0.0885839,0.994538,0.371005,0.9109294969,0.0890704025
37.118,6.58783E-16,0.90588,0.0886584,0.994538,0.37118,0.9108550905,0.0891453117
37.1355,6.66979E-16,0.905806,0.088733,0.994539,0.371355,0.9107797683,0.0892202317
37.153,6.75011E-16,0.905732,0.0888077,0.99454,0.37153,0.9107044463,0.0892952521
37.1705,6.82989E-16,0.905658,0.0888824,0.99454,0.371705,0.91063004,0.0893703622
37.188,6.91178E-16,0.905583,0.0889571,0.994541,0.37188,0.9105537127,0.0894453823
37.2056,6.99673E-16,0.905509,0.0890319,0.994541,0.372056,0.9104793065,0.0895205929
37.2231,7.08617E-16,0.905435,0.0891068,0.994542,0.372231,0.9104039849,0.089595814
37.2406,7.17835E-16,0.90536,0.0891817,0.994542,0.372406,0.9103285734,0.089671125
37.2581,7.27163E-16,0.905286,0.0892567,0.994543,0.372581,0.910253252,0.0897464464
37.2757,7.36401E-16,0.905211,0.0893317,0.994543,0.372757,0.9101778405,0.0898218579
37.2932,7.45431E-16,0.905137,0.0894068,0.994544,0.372932,0.9101025193,0.0898972796
37.3107,7.54367E-16,0.905062,0.0894819,0.994544,0.373107,0.9100271079,0.0899727916
37.3283,7.63324E-16,0.904988,0.0895571,0.994545,0.373283,0.909951787,0.0900483136
37.3458,7.72575E-16,0.904913,0.0896324,0.994545,0.373458,0.9098763756,0.0901240266
37.3634,7.82231E-16,0.904838,0.0897076,0.994546,0.373634,0.9098000495,0.0901995483
37.381,7.92285E-16,0.904763,0.089783,0.994546,0.37381,0.9097246382,0.0902753618
37.3985,8.02605E-16,0.904688,0.0898584,0.994547,0.373985,0.9096483122,0.0903510845
37.4161,8.12942E-16,0.904613,0.0899338,0.994547,0.374161,0.909572901,0.0904268979
37.4337,8.23146E-16,0.904538,0.0900094,0.994548,0.374337,0.9094965753,0.0905028214
37.4512,8.33166E-16,0.904463,0.0900849,0.994548,0.374512,0.9094211642,0.0905787353
37.4688,8.43123E-16,0.904388,0.0901605,0.994549,0.374688,0.9093448387,0.0906546585
37.4864,8.53227E-16,0.904313,0.0902362,0.994549,0.374864,0.9092694277,0.0907307734
37.504,8.6371E-16,0.904238,0.0903119,0.99455,0.37504,0.9091931024,0.090806797
37.5216,8.74629E-16,0.904163,0.0903877,0.99455,0.375216,0.9091176914,0.0908830124
37.5392,8.85931E-16,0.904087,0.0904635,0.994551,0.375392,0.9090403609,0.0909591363
37.5568,8.97402E-16,0.904012,0.0905394,0.994551,0.375568,0.90896495,0.0910354522
37.5744,9.08842E-16,0.903936,0.0906153,0.994552,0.375744,0.9088876198,0.0911116764
37.592,9.2013E-16,0.903861,0.0906913,0.994552,0.37592,0.9088122089,0.0911880927
37.6096,9.31235E-16,0.903785,0.0907674,0.994553,0.376096,0.9087348789,0.0912645178
37.6272,9.42412E-16,0.90371,0.0908435,0.994553,0.376272,0.9086594681,0.0913410346
37.6448,9.53819E-16,0.903634,0.0909196,0.994554,0.376448,0.9085821383,0.0914174595
37.6624,9.65683E-16,0.903558,0.0909959,0.994554,0.376624,0.9085057222,0.0914941773
37.6801,9.78004E-16,0.903483,0.0910735,0.994556,0.376801,0.9084284847,0.0915720181
37.6977,9.90644E-16,0.903407,0.0911499,0.994557,0.376977,0.9083511553,0.0916487441
37.7153,1.00341E-15,0.903331,0.0912263,0.994557,0.377153,0.9082747394,0.0917255622
37.733,1.01606E-15,0.903255,0.0913027,0.994558,0.37733,0.9081974103,0.0918022881
37.7506,1.02855E-15,0.903179,0.0913793,0.994558,0.377506,0.9081209945,0.0918793072
37.7683,1.04096E-15,0.903103,0.0914558,0.994559,0.377683,0.9080436656,0.0919561333
37.7859,1.05349E-15,0.903027,0.0915325,0.994559,0.377859,0.9079672498,0.0920332529
37.8036,1.06644E-15,0.902951,0.0916092,0.99456,0.378036,0.9078899212,0.0921102799
37.8212,1.07984E-15,0.902874,0.0916859,0.99456,0.378212,0.9078125,0.0921873995
37.8389,1.09369E-15,0.902798,0.0917627,0.994561,0.378389,0.9077351716,0.0922645268
37.8566,1.10781E-15,0.902722,0.0918395,0.994561,0.378566,0.907658756,0.0923417468
37.8743,1.12193E-15,0.902645,0.0919164,0.994562,0.378743,0.9075804223,0.0924189744
37.8919,1.13595E-15,0.902569,0.0919934,0.994562,0.378919,0.9075040068,0.0924963954
37.9096,1.14978E-15,0.902492,0.0920704,0.994563,0.379096,0.9074256734,0.0925737233
37.9273,1.16369E-15,0.902416,0.0921475,0.994563,0.379273,0.9073492579,0.0926512448
37.945,1.17784E-15,0.902339,0.0922246,0.994564,0.37945,0.9072709247,0.0927286731
37.9627,1.19246E-15,0.902263,0.0923018,0.994564,0.379627,0.9071945094,0.092806295
37.9804,1.2076E-15,0.902186,0.092379,0.994565,0.379804,0.9071161764,0.0928838236
37.9981,1.22311E-15,0.902109,0.0924563,0.994565,0.379981,0.9070387556,0.092961546
38.0158,1.23885E-15,0.902032,0.0925337,0.994566,0.380158,0.9069604229,0.0930392754
38.0335,1.25445E-15,0.901955,0.0926111,0.994566,0.380335,0.9068830022,0.0931170983
38.0512,1.26997E-15,0.901878,0.0926885,0.994567,0.380512,0.9068046698,0.0931948275
38.0689,1.28541E-15,0.901801,0.092766,0.994567,0.380689,0.9067272491,0.0932727509
38.0867,1.301E-15,0.901724,0.0928436,0.994568,0.380867,0.9066489169,0.0933506809
38.1044,1.31702E-15,0.901647,0.0929212,0.994568,0.381044,0.9065714964,0.0934287047
38.1221,1.33352E-15,0.90157,0.0929989,0.994569,0.381221,0.9064931644,0.0935067351
38.1398,1.35057E-15,0.901493,0.0930766,0.994569,0.381398,0.9064157439,0.0935848594
38.1576,1.36792E-15,0.901415,0.0931544,0.99457,0.381576,0.9063364067,0.09366299
38.1753,1.38533E-15,0.901338,0.0932323,0.99457,0.381753,0.9062589863,0.0937413153
38.1931,1.40266E-15,0.901261,0.0933102,0.994571,0.381931,0.9061806548,0.0938195463
38.2108,1.41986E-15,0.901183,0.0933881,0.994571,0.382108,0.906102229,0.0938978715
38.2286,1.43713E-15,0.901106,0.0934661,0.994572,0.382286,0.9060238977,0.0939762028
38.2463,1.45469E-15,0.901028,0.0935442,0.994572,0.382463,0.905945472,0.0940547291
38.2641,1.47276E-15,0.90095,0.0936223,0.994573,0.382641,0.9058661355,0.0941331607
38.2819,1.49143E-15,0.900873,0.0937005,0.994573,0.382819,0.9057887154,0.0942117874
38.2997,1.51052E-15,0.900795,0.0937787,0.994574,0.382997,0.9057093791,0.0942903193
38.3174,1.52987E-15,0.900717,0.093857,0.994574,0.383174,0.9056309536,0.0943690464
38.3352,1.54916E-15,0.900639,0.0939368,0.994576,0.383352,0.905550707,0.0944490919
38.353,1.56839E-15,0.900561,0.0940152,0.994576,0.38353,0.9054722817,0.0945279194
38.3708,1.58757E-15,0.900483,0.0940937,0.994577,0.383708,0.9053929459,0.0946067524
38.3886,1.60693E-15,0.900405,0.0941723,0.994577,0.383886,0.9053145206,0.094685781
38.4064,1.62675E-15,0.900327,0.0942509,0.994578,0.384064,0.9052351852,0.0947647143
38.4242,1.64715E-15,0.900249,0.0943295,0.994578,0.384242,0.90515676,0.0948437428
38.442,1.66816E-15,0.900171,0.0944083,0.994579,0.38442,0.9050774247,0.0949228769
38.4598,1.68949E-15,0.900092,0.094487,0.994579,0.384598,0.9049979941,0.0950020059
38.4776,1.71098E-15,0.900014,0.0945659,0.99458,0.384776,0.9049186591,0.0950812403
38.4954,1.73242E-15,0.899936,0.0946448,0.99458,0.384954,0.9048402341,0.0951605703
38.5132,1.75375E-15,0.899857,0.0947237,0.994581,0.385132,0.9047598939,0.0952398045
38.5311,1.77522E-15,0.899779,0.0948027,0.994581,0.385311,0.9046814689,0.0953192349
38.5489,1.797E-15,0.8997,0.0948818,0.994582,0.385489,0.9046011289,0.09539867
38.5667,1.81938E-15,0.899622,0.0949609,0.994582,0.385667,0.904522704,0.0954782009
38.5846,1.84239E-15,0.899543,0.0950401,0.994583,0.385846,0.9044423643,0.0955577363
38.6024,1.8659E-15,0.899464,0.0951193,0.994583,0.386024,0.904362934,0.0956373676
38.6203,1.88972E-15,0.899385,0.0951986,0.994584,0.386203,0.9042825945,0.0957170033
38.6381,1.91355E-15,0.899306,0.0952779,0.994584,0.386381,0.9042031643,0.0957967351
38.656,1.93733E-15,0.899228,0.0953573,0.994585,0.38656,0.9041238305,0.0958764711
38.6738,1.96114E-15,0.899149,0.0954368,0.994585,0.386738,0.9040444004,0.0959564039
38.6917,1.98519E-15,0.89907,0.0955163,0.994586,0.386917,0.9039640614,0.0960362402
38.7096,2.00979E-15,0.89899,0.0955959,0.994586,0.387096,0.903883626,0.0961162735
38.7274,2.03504E-15,0.898911,0.0956755,0.994587,0.387274,0.9038032872,0.0961962101
38.7453,2.06091E-15,0.898832,0.0957552,0.994587,0.387453,0.9037238572,0.0962763438
38.7632,2.08721E-15,0.898753,0.0958349,0.994588,0.387632,0.9036435187,0.0963563807
38.7811,2.11366E-15,0.898674,0.0959147,0.994588,0.387811,0.9035640888,0.096436615
38.799,2.14012E-15,0.898594,0.0959946,0.994589,0.38799,0.9034827451,0.0965168527
38.8168,2.16656E-15,0.898515,0.0960745,0.994589,0.388168,0.9034033153,0.0965971874
38.8347,2.19319E-15,0.898435,0.0961545,0.99459,0.388347,0.9033219719,0.0966775254
38.8526,2.22027E-15,0.898356,0.0962345,0.99459,0.388526,0.9032425422,0.0967579606
38.8705,2.248E-15,0.898276,0.0963146,0.994591,0.388705,0.9031611989,0.0968383989
38.8885,2.27645E-15,0.898196,0.0963948,0.994591,0.388885,0.9030807639,0.0969190351
38.9064,2.30546E-15,0.898117,0.096475,0.994592,0.389064,0.9030004263,0.0969995737
38.9243,2.33476E-15,0.898037,0.0965552,0.994592,0.389243,0.9029199913,0.0970802098
38.9422,2.36418E-15,0.897957,0.0966355,0.994592,0.389422,0.9028395563,0.0971609464
38.9601,2.39356E-15,0.897877,0.0967159,0.994593,0.389601,0.9027582137,0.0972416858
38.9781,2.42304E-15,0.897797,0.0967963,0.994593,0.389781,0.9026777787,0.0973225229
38.996,2.45295E-15,0.897717,0.0968783,0.994595,0.38996,0.9025955288,0.0974047728
39.0139,2.48344E-15,0.897637,0.0969588,0.994596,0.390139,0.9025141867,0.0974856122
39.0319,2.51475E-15,0.897557,0.0970395,0.994596,0.390319,0.902433752,0.0975667507
39.0498,2.54666E-15,0.897477,0.0971202,0.994597,0.390498,0.9023524101,0.097647791
39.0678,2.57911E-15,0.897396,0.0972009,0.994597,0.390678,0.9022709701,0.0977289294
39.0857,2.61172E-15,0.897316,0.0972818,0.994598,0.390857,0.9021896284,0.0978101705
39.1037,2.64438E-15,0.897236,0.0973626,0.994598,0.391037,0.9021091939,0.0978914094
39.1216,2.67715E-15,0.897155,0.0974436,0.994599,0.391216,0.902026847,0.0979727508
39.1396,2.71016E-15,0.897075,0.0975246,0.994599,0.391396,0.9019464126,0.0980541907
39.1576,2.74382E-15,0.896994,0.0976056,0.9946,0.391576,0.901864066,0.0981355319
39.1756,2.77817E-15,0.896913,0.0976867,0.9946,0.391756,0.9017826262,0.0982170722
39.1935,2.81338E-15,0.896833,0.0977679,0.994601,0.391935,0.9017012852,0.0982986142
39.2115,2.84916E-15,0.896752,0.0978491,0.994601,0.392115,0.9016198455,0.098380255
39.2295,2.88531E-15,0.896671,0.0979304,0.994602,0.392295,0.9015374994,0.0984618973
39.2475,2.92156E-15,0.89659,0.0980117,0.994602,0.392475,0.9014560598,0.0985436386
39.2655,2.95789E-15,0.896509,0.0980931,0.994603,0.392655,0.9013737139,0.0986253812
39.2835,2.99449E-15,0.896428,0.0981746,0.994603,0.392835,0.9012922744,0.0987073234
39.3015,3.03155E-15,0.896347,0.0982561,0.994604,0.393015,0.9012099288,0.0987891663
39.3195,3.06944E-15,0.896266,0.0983377,0.994604,0.393195,0.9011284893,0.098871209
39.3375,3.10815E-15,0.896185,0.0984193,0.994604,0.393375,0.9010470499,0.0989532517
39.3555,3.14766E-15,0.896104,0.098501,0.994605,0.393555,0.9009647046,0.0990352954
39.3735,3.18765E-15,0.896023,0.0985828,0.994605,0.393735,0.9008832652,0.0991175391
39.3916,3.22785E-15,0.895941,0.0986646,0.994606,0.393916,0.9007999147,0.0991996831
39.4096,3.26821E-15,0.89586,0.0987464,0.994606,0.394096,0.9007184755,0.0992819267
39.4276,3.30874E-15,0.895778,0.0988284,0.994607,0.394276,0.9006351252,0.0993642715
39.4457,3.34975E-15,0.895697,0.0989104,0.994607,0.394457,0.900553686,0.0994467161
39.4637,3.39149E-15,0.895615,0.0989924,0.994608,0.394637,0.9004703361,0.0995290607
39.4818,3.43412E-15,0.895534,0.0990745,0.994608,0.394818,0.9003888969,0.0996116058
39.4998,3.47768E-15,0.895452,0.0991567,0.994609,0.394998,0.9003055472,0.0996941512
39.5179,3.52184E-15,0.89537,0.0992389,0.994609,0.395179,0.9002231027,0.0997767967
39.5359,3.56642E-15,0.895288,0.0993212,0.99461,0.395359,0.9001397533,0.0998594424
39.554,3.61113E-15,0.895207,0.0994035,0.99461,0.39554,0.9000583143,0.0999421884
39.572,3.65606E-15,0.895125,0.0994859,0.994611,0.39572,0.8999749651,0.1000249344
39.5901,3.70143E-15,0.895043,0.0995684,0.994611,0.395901,0.8998925208,0.1001078814
39.6082,3.74743E-15,0.89496,0.0996509,0.994611,0.396082,0.8998090711,0.1001908284
39.6263,3.79447E-15,0.894878,0.0997335,0.994612,0.396263,0.8997257222,0.1002737751
39.6443,3.84243E-15,0.894796,0.0998161,0.994612,0.396443,0.899643278,0.1003568226
39.6624,3.89123E-15,0.894714,0.0998988,0.994613,0.396624,0.8995599293,0.1004398696
39.6805,3.94057E-15,0.894632,0.099983,0.994615,0.396805,0.8994756765,0.1005243235
39.6986,3.99016E-15,0.894549,0.100066,0.994615,0.396986,0.8993922271,0.1006077729
39.7167,4.04004E-15,0.894467,0.100149,0.994616,0.397167,0.899308879,0.100691121
39.7348,4.09022E-15,0.894384,0.100232,0.994616,0.397348,0.8992254297,0.1007745703
39.7529,4.14112E-15,0.894302,0.100315,0.994617,0.397529,0.8991420818,0.1008579182
39.771,4.19293E-15,0.894219,0.100398,0.994617,0.39771,0.8990586326,0.1009413674
39.7891,4.24582E-15,0.894136,0.100481,0.994618,0.397891,0.8989742796,0.101024715
39.8073,4.2997E-15,0.894054,0.100564,0.994618,0.398073,0.8988918359,0.1011081641
39.8254,4.35422E-15,0.893971,0.100648,0.994618,0.398254,0.8988083867,0.1011926187
39.8435,4.4092E-15,0.893888,0.100731,0.994619,0.398435,0.898724034,0.101275966
39.8616,4.46443E-15,0.893805,0.100814,0.994619,0.398616,0.898640585,0.101359415
39.8798,4.52004E-15,0.893722,0.100898,0.99462,0.398798,0.8985562325,0.1014437675
39.8979,4.57627E-15,0.893639,0.100981,0.99462,0.398979,0.8984727836,0.1015272164
39.9161,4.63345E-15,0.893556,0.101065,0.994621,0.399161,0.8983884314,0.1016115686
39.9342,4.69179E-15,0.893473,0.101148,0.994621,0.399342,0.8983049825,0.1016950175
39.9524,4.75123E-15,0.89339,0.101232,0.994622,0.399524,0.8982206306,0.1017793694
39.9705,4.81153E-15,0.893306,0.101316,0.994622,0.399705,0.8981361764,0.1018638236
39.9887,4.8724E-15,0.893223,0.1014,0.994623,0.399887,0.8980518247,0.1019481753
40.0068,4.9336E-15,0.89314,0.101484,0.994623,0.400068,0.897968376,0.1020326294
40.025,4.99523E-15,0.893056,0.101568,0.994624,0.40025,0.8978830191,0.1021169809
40.0432,5.05743E-15,0.892973,0.101652,0.994624,0.400432,0.8977995705,0.1022014349
40.0614,5.12058E-15,0.892889,0.101736,0.994624,0.400614,0.8977151165,0.1022858889
40.0795,5.18492E-15,0.892805,0.10182,0.994625,0.400795,0.89762976,0.10237024
40.0977,5.2505E-15,0.892722,0.101904,0.994625,0.400977,0.8975463114,0.102454694
40.1159,5.31715E-15,0.892638,0.101988,0.994626,0.401159,0.8974609552,0.1025390448
40.1341,5.38446E-15,0.892554,0.102072,0.994626,0.401341,0.8973765013,0.1026234987
40.1523,5.4523E-15,0.89247,0.102157,0.994627,0.401523,0.8972911453,0.1027088547
40.1705,5.52055E-15,0.892386,0.102241,0.994627,0.401705,0.8972066916,0.1027933084
40.1887,5.58938E-15,0.892302,0.102326,0.994628,0.401887,0.8971213358,0.1028786642
40.2069,5.65912E-15,0.892218,0.10241,0.994628,0.402069,0.8970368821,0.1029631179
40.2251,5.73016E-15,0.892134,0.102495,0.994629,0.402251,0.8969515266,0.1030484734
40.2434,5.8025E-15,0.892049,0.102579,0.994629,0.402434,0.8968660676,0.103132927
40.2616,5.87609E-15,0.891965,0.102664,0.994629,0.402616,0.896781614,0.103218386
40.2798,5.95059E-15,0.891881,0.102749,0.99463,0.402798,0.8966962589,0.1033037411
40.298,6.02572E-15,0.891796,0.102834,0.99463,0.40298,0.8966108,0.1033892
