E,T,R0,R1,R,E/V0,N_R0,N_R1
713.954,0.994388,1.49832,0.270877,1.7692,7.13954,0.542164751,0.0980164192
714.031,1.49744,0.328343,1.33843,1.66677,7.14031,0.1037677651,0.4229902567
714.108,1.36444,0.254136,-0.736538,-0.482402,7.14108,0.2881236409,-0.8350411207
714.185,2.07738,0.258553,0.838384,1.09694,7.14185,0.0814514605,0.264114519
714.261,0.474563,0.894201,0.109195,1.0034,7.14261,0.6050225885,0.0738820931
714.338,0.902332,0.164367,1.22525,1.38962,7.14338,0.0717148527,0.5345879844
714.415,1.79052,0.103045,-0.110565,-0.00751982,7.14415,0.0577930396,-0.0620106499
714.492,0.622432,0.22782,-0.152653,0.0751675,7.14492,0.3265770689,-0.2188261316
714.568,2.43277,0.662004,0.613079,1.27508,7.14568,0.1785412031,0.1653462249
714.645,1.04385,0.62499,0.246077,0.871068,7.14645,0.3263795108,0.1285052415
714.722,1.50118,0.85047,-0.247061,0.603409,7.14722,0.4041026538,-0.1173915667
714.799,2.90653,0.125522,1.36136,1.48688,7.14799,0.0285705181,0.3098640919
714.876,0.683181,0.145773,-0.41165,-0.265877,7.14876,0.3493208788,-0.9864511244
714.952,1.60869,1.51864,0.538989,2.05763,7.14952,0.4142137075,0.1470108992
715.029,2.13086,1.72341,-0.0357678,1.68764,7.15029,0.4513316747,-0.0093669766
715.106,0.364183,0.428977,0.689545,1.11852,7.15106,0.2893209227,0.4650594219
715.183,2.57466,0.971699,0.3244,1.2961,7.15183,0.2510357139,0.083807831
715.26,0.573075,0.283292,0.0377673,0.321059,7.1526,0.3168339421,0.0422389709
715.336,0.108036,0.0977253,2.30847,2.40619,7.15336,0.0388689402,0.9181632837
715.413,0.928639,0.0306613,-1.02159,-0.990927,7.15413,-0.4922505137,16.4010724377
715.49,1.06386,0.252032,1.28101,1.53304,7.1549,0.0970510994,0.4932843005
715.567,1.34192,0.798906,-0.663862,0.135044,7.15567,0.5409109498,-0.4494774416
715.644,4.42016,0.986149,3.43822,4.42437,7.15644,0.1114981802,0.3887397069
715.721,0.81483,0.116006,0.306249,0.422255,7.15721,0.0937736696,0.2475569585
715.797,1.06585,0.203425,-0.09761,0.105815,7.15797,0.1736204461,-0.0833087956
715.874,0.131544,1.90849,-0.42681,1.48168,7.15874,1.1830285193,-0.2645695824
715.951,0.451881,2.34801,1.11252,3.46053,7.15951,0.6001440033,0.2843566282
716.028,0.820188,0.685353,-0.121953,0.5634,7.16028,0.4953447124,-0.0881425685
716.105,1.39454,0.951427,-0.112027,0.8394,7.16105,0.4258963983,-0.0501477211
716.182,0.397933,0.412905,1.7007,2.1136,7.16182,0.1644035734,0.6771561433
716.258,2.75393,2.80652,-0.21523,2.59129,7.16258,0.5250522897,-0.0402658824
716.335,1.92799,0.130951,2.00279,2.13375,7.16335,0.0322401237,0.4930867067
716.412,3.20178,0.376907,-0.340299,0.0366084,7.16412,0.1163872128,-0.1050828245
716.489,1.60386,0.765014,1.23004,1.99505,7.16489,0.2125682498,0.3417812615
716.566,1.24384,0.279668,0.277464,0.557132,7.16566,0.155287256,0.1540634724
716.643,4.9191,0.570585,-0.149263,0.421322,7.16643,0.1068426802,-0.0279496639
716.72,4.14552,0.464911,0.415381,0.880291,7.1672,0.0925046724,0.0826495465
716.797,2.0968,0.306868,1.44461,1.75148,7.16797,0.0797415988,0.3753910838
716.874,3.38862,1.80496,-0.213266,1.59169,7.16874,0.3624192068,-0.0428218324
716.95,0.51293,0.560815,0.867229,1.42804,7.1695,0.2889354292,0.4468018568
717.027,1.2502,0.591763,0.252467,0.84423,7.17027,0.282541312,0.1205421045
717.104,2.08068,2.11222,1.07367,3.18589,7.17104,0.4010617916,0.2038651342
717.181,2.24384,0.188732,-0.630031,-0.441299,7.17181,0.1047033049,-0.3495238111
717.258,1.49541,0.405955,0.630675,1.03663,7.17258,0.160327246,0.2490778187
717.335,0.813951,0.353148,-0.193066,0.160082,7.17335,0.3625626647,-0.1982129969
717.412,0.479615,3.60499,0.644813,4.24981,7.17412,0.7622469962,0.1363406757
717.489,1.60279,0.183108,3.40917,3.59227,7.17489,0.0352465612,0.6562330368
717.566,1.99523,1.41593,-1.18406,0.231867,7.17566,0.6357738347,-0.5316607225
717.643,1.61569,0.401934,2.27456,2.6765,7.17643,0.0936431053,0.5299299425
717.72,1.04381,1.22744,1.9807,3.20814,7.1772,0.28867696,0.4658333235
717.797,2.28621,0.945376,-0.17461,0.770765,7.17797,0.3092521202,-0.0571185567
717.874,0.342159,0.173603,0.204869,0.378472,7.17874,0.2409041521,0.2842911282
717.951,0.656783,0.68878,0.521988,1.21077,7.17951,0.3688141648,0.2795037142
718.027,0.281321,0.251232,-0.330139,-0.0789067,7.18027,1.2411771303,-1.6310063074
718.104,0.555182,0.113138,0.782656,0.895794,7.18104,0.0779737225,0.5393996868
718.181,1.12707,0.736622,-0.430719,0.305903,7.18181,0.5140515558,-0.3005771916
718.258,3.32539,1.74691,0.6905,2.43741,7.18258,0.3031356285,0.1198202263
718.335,0.266958,1.02351,0.794006,1.81751,7.18335,0.4910173723,0.3809154182
718.412,0.870118,0.296761,0.434738,0.731499,7.18412,0.1852883679,0.2714369291
718.489,1.0623,0.132818,0.936888,1.06971,7.18489,0.0622970812,0.4394388394
718.566,2.86023,0.236317,0.554179,0.790495,7.18566,0.0647315259,0.151799711
718.643,0.55188,0.0586645,0.709378,0.768042,7.18643,0.0444454294,0.5374393335
718.72,0.699486,0.773496,1.93144,2.70494,7.1872,0.2272030586,0.5673320554
718.797,1.00902,0.0798192,1.28279,1.36261,7.18797,0.0336558401,0.5408895991
718.874,1.72683,0.277906,0.621957,0.899863,7.18874,0.105800716,0.2367832861
718.951,1.30743,0.391855,0.330557,0.722412,7.18951,0.193047045,0.1628486355
719.028,1.39931,0.0897876,0.343278,0.433065,7.19028,0.0490006685,0.1873404734
719.105,2.54014,0.138957,0.831205,0.970162,7.19105,0.039585483,0.2367901679
719.182,1.63761,1.11888,0.321218,1.4401,7.19182,0.3635430239,0.1043691576
719.259,1.565,0.544933,0.741777,1.28671,7.19259,0.1910899075,0.2601165616
719.336,1.21468,0.267957,0.422262,0.690219,7.19336,0.1406673005,0.2216715952
719.413,0.176264,0.804459,1.87267,2.67713,7.19413,0.2819305711,0.6562956255
719.49,0.581072,2.10469,0.0744497,2.17914,7.1949,0.762510271,0.0269724572
719.568,1.18512,1.97087,0.511609,2.48248,7.19568,0.5373732141,0.1394942197
719.645,2.77013,0.0610496,0.955709,1.01676,7.19645,0.0161213027,0.2523730555
719.722,4.68362,0.345336,0.439514,0.78485,7.19722,0.0631503876,0.0803723894
719.799,2.99446,0.244068,1.226,1.47007,7.19799,0.0546682406,0.2746089734
719.876,1.11667,0.0366497,-0.0214501,0.0151996,7.19876,0.03237979,-0.0189510346
719.953,1.72155,1.90991,0.898414,2.80833,7.19953,0.4216248554,0.1983306401
720.03,0.569074,6.91959E-05,1.76647,1.76653,7.2003,2.96265548440575E-05,0.7563225615
720.107,1.43636,0.142948,2.76239,2.90533,7.20107,0.0329245064,0.6362476363
720.184,2.70554,0.160311,0.171937,0.332247,7.20184,0.0527722977,0.0565994258
720.261,1.27267,0.0157105,1.9437,1.95941,7.20261,0.0048608017,0.6013774412
720.338,2.36734,0.30456,2.84829,3.15285,7.20338,0.055172014,0.5159768051
720.415,0.688567,3.73719,1.46141,5.19861,7.20415,0.6348017055,0.248236124
720.492,1.59749,0.312257,0.0277242,0.339981,7.20492,0.1611673155,0.0143094787
720.569,1.56645,0.246686,2.57782,2.8245,7.20569,0.0561805532,0.5870756898
720.647,0.572622,0.437578,0.0246278,0.462206,7.20647,0.4228509472,0.0237989308
720.724,0.908185,0.397821,0.608251,1.00607,7.20724,0.2078202747,0.3177481579
720.801,1.8348,0.587707,0.868343,1.45605,7.20801,0.1785882067,0.2638658705
720.878,2.83281,1.92295,-0.0194268,1.90352,7.20878,0.4060000042,-0.0041016568
720.955,1.06049,0.820304,0.0921988,0.912503,7.20955,0.4157663002,0.0467304243
721.032,2.99007,1.02308,1.5597,2.58278,7.21032,0.1835829064,0.2798747499
721.109,2.69332,0.331183,0.906699,1.23788,7.21109,0.0842447599,0.2306417888
721.186,1.43839,0.419988,1.33,1.74999,7.21186,0.1317245749,0.4171397387
721.263,1.33213,0.681054,1.65353,2.33459,7.21263,0.1857392983,0.4509561679
721.341,5.23324,0.211058,0.97475,1.18581,7.21341,0.0328799433,0.1518526885
721.418,4.159,0.197889,4.03936,4.23724,7.21418,0.0235687641,0.4810915362
721.495,2.40255,0.885222,0.128147,1.01337,7.21495,0.2591459987,0.0375146373
721.572,0.505126,0.331357,0.660992,0.99235,7.21572,0.2212770021,0.4414040692
721.649,3.17363,0.313762,1.27191,1.58567,7.21649,0.0659260816,0.2672472843
721.726,3.8353,0.567196,1.59979,2.16698,7.21726,0.0944967579,0.2665303851
721.804,0.89125,1.91359,0.137925,2.05151,7.21804,0.6502704944,0.0468692656
721.881,1.63737,1.31273,0.583937,1.89667,7.21881,0.3714530679,0.1652321423
721.958,2.55055,0.428363,2.05,2.47836,7.21958,0.0851800887,0.4076430081
722.035,0.536335,0.738884,0.571865,1.31075,7.22035,0.4000270697,0.3096040518
722.112,2.80278,0.206725,1.67182,1.87855,7.22112,0.044159459,0.3571250051
722.189,0.97616,0.877316,0.799877,1.67719,7.22189,0.3306446568,0.3014592873
722.267,1.61766,0.918122,1.89627,2.81439,7.22267,0.2071551539,0.4278539276
722.344,0.66331,1.23152,0.0150409,1.24656,7.22344,0.6448187573,0.0078753528
722.421,1.25618,0.274185,0.529149,0.803334,7.22421,0.1331309231,0.2569290619
722.498,2.45841,0.713719,1.02038,1.73409,7.22498,0.17023709,0.2433822302
722.575,0.778566,0.926394,0.246232,1.17263,7.22575,0.4747826461,0.1261954207
722.653,2.17659,0.472556,0.58106,1.05362,7.22653,0.1462926559,0.1798830417
722.73,2.30635,1.03973,0.278804,1.31854,7.2273,0.2868307728,0.0769137822
722.807,1.62949,0.0111072,0.543819,0.554926,7.22807,0.0050847458,0.2489539538
722.884,1.65952,5.99386,0.139218,6.13308,7.22884,0.7691733183,0.0178654108
722.961,0.751998,2.19291,1.04493,3.23784,7.22961,0.5496238193,0.2618978515
723.039,1.23048,1.09837,0.956628,2.055,7.23039,0.3343103595,0.2911684137
723.116,3.5788,0.76337,0.362339,1.12571,7.23116,0.1622634451,0.0770194983
723.193,0.500809,1.03282,0.870687,1.90351,7.23193,0.4295686221,0.3621345587
723.27,2.17615,0.830785,2.45197,3.28276,7.2327,0.1521888069,0.4491684237
723.348,2.09568,0.761744,0.319976,1.08172,7.23348,0.2397381507,0.10070372
723.425,2.76242,0.616514,0.799484,1.416,7.23425,0.147547159,0.1913364382
723.502,3.4774,1.60208,2.11394,3.71602,7.23502,0.2227146476,0.2938713435
723.579,3.16132,0.497293,0.499235,0.996528,7.23579,0.1196034583,0.1200705269
723.657,2.59232,0.523028,1.28835,1.81137,7.23657,0.1187703948,0.2925614655
723.734,2.46823,0.521455,0.308244,0.829699,7.23734,0.1581158964,0.0934659297
723.811,8.58519,2.24362,1.49411,3.73773,7.23811,0.1820688603,0.1212464254
723.888,0.56127,0.318008,0.0729629,0.390971,7.23888,0.3339574751,0.0766223046
723.966,4.07777,0.837313,0.747729,1.58504,7.23966,0.1478617506,0.1320420427
724.043,1.39622,0.422256,0.352795,0.775051,7.24043,0.1944741122,0.1624831723
724.12,1.27759,0.685479,0.497474,1.18295,7.2412,0.2785888464,0.2021808221
724.198,2.28664,1.19925,1.0161,2.21534,7.24198,0.2663827916,0.2257006917
724.275,0.791035,1.60943,0.206198,1.81563,7.24275,0.6174287835,0.0791041426
724.352,1.14399,1.90312,0.448193,2.35131,7.24352,0.5444797299,0.1282273338
724.429,1.21147,0.428194,1.9695,2.3977,7.24429,0.1186405739,0.5456933312
724.507,1.31434,0.643041,0.167949,0.81099,7.24507,0.3025605435,0.0790225518
724.584,1.53851,0.210327,0.0680448,0.278372,7.24584,0.1157626087,0.037451414
724.661,1.18318,0.292827,1.12205,1.41488,7.24661,0.1127098681,0.4318799412
724.739,0.299112,0.272694,1.05924,1.33194,7.24739,0.1671890289,0.6494213551
724.816,1.30644,0.393955,2.16307,2.55702,7.24816,0.1019694781,0.5598789686
724.893,0.294686,0.966861,0.0222401,0.989101,7.24893,0.7531319448,0.017323824
724.971,2.30133,1.07985,0.472369,1.55222,7.24971,0.2802221328,0.1225802182
725.048,3.03489,0.793413,0.683963,1.47738,7.25048,0.1758345578,0.1515784738
725.125,0.878714,0.729372,0.592355,1.32173,7.25125,0.3314658314,0.2691979437
725.203,1.82826,0.256908,2.82499,3.0819,7.25203,0.0523217166,0.5753356306
725.28,2.8269,1.02596,-0.0593688,0.966586,7.2528,0.2704530872,-0.0156501962
725.357,2.10719,0.780663,2.1047,2.88536,7.25357,0.1563655847,0.4215681365
725.435,2.23259,1.72136,0.199659,1.92102,7.25435,0.4144250423,0.0480687884
725.512,1.61539,1.49861,0.0213512,1.51996,7.25512,0.4779721562,0.0068098298
725.589,1.58351,1.67941,0.130052,1.80946,7.25589,0.4949675358,0.0383298408
725.667,2.96404,2.74348,1.7122,4.45568,7.25667,0.3697551929,0.230763425
725.744,1.93672,1.90768,2.19745,4.10514,7.25744,0.3157438272,0.3637042235
725.822,1.24346,0.841976,0.103711,0.945687,7.25822,0.3846137331,0.0473750735
725.899,1.91865,0.0847786,0.14987,0.234649,7.25899,0.0393714946,0.0696001809
725.976,0.477156,1.18318,1.13967,2.32285,7.25976,0.4225633802,0.4070241278
726.054,1.0759,0.0284891,1.12925,1.15774,7.26054,0.0127545621,0.5055649075
726.131,2.34383,0.282514,0.478405,0.760918,7.26131,0.0909941805,0.1540881901
726.209,1.58751,0.997835,0.505559,1.50339,7.26209,0.3228299201,0.163563687
726.286,4.35267,0.824055,3.05658,3.88064,7.26286,0.1000879355,0.3712455865
726.363,0.839373,0.00290837,1.82993,1.83284,7.26363,0.0010883751,0.6847994527
726.441,2.73272,0.281128,2.27807,2.5592,7.26441,0.0531240079,0.4304808085
726.518,1.61213,1.69571,0.541048,2.23676,7.26518,0.4405711777,0.1405724767
726.596,1.75073,0.116206,0.14312,0.259325,7.26596,0.0578123484,0.0712020318
726.673,5.34771,0.495008,0.113843,0.608851,7.26673,0.0831029851,0.0191122025
726.75,2.53635,1.85565,0.632529,2.48818,7.2675,0.3693181253,0.1258881925
726.828,1.14813,0.817806,0.802822,1.62063,7.26828,0.2953690461,0.2899572372
726.905,1.85187,3.65891,6.60941,10.2683,7.26905,0.3018860297,0.5453232092
726.983,0.665023,1.20005,2.46271,3.66276,7.26983,0.2772897809,0.5690465534
727.06,2.38055,0.92385,1.32976,2.25361,7.2706,0.1993565177,0.2869473648
727.138,1.61414,1.13371,1.56466,2.69837,7.27138,0.2628886658,0.3628188688
727.215,1.09816,0.159386,0.909441,1.06883,7.27215,0.073551793,0.4196793709
727.293,1.11866,0.299418,1.36032,1.65974,7.27293,0.1077663403,0.4896055284
727.37,1.12147,0.463162,0.851264,1.31443,7.2737,0.1901399893,0.3494659058
727.447,4.11202,0.688196,1.68919,2.37739,7.27447,0.1060490861,0.2602994725
727.525,2.9485,3.27344,-0.118814,3.15462,7.27525,0.5363551757,-0.0194677476
727.602,4.74382,0.666282,4.79702,5.4633,7.27602,0.0652761994,0.4699680223
727.68,0.623131,0.157722,-0.266314,-0.108591,7.2768,0.3065301046,-0.5175768648
727.757,1.13894,0.689062,2.5652,3.25426,7.27757,0.1568474005,0.5839023946
727.835,2.07929,0.258592,-0.210016,0.048576,7.27835,0.1215264495,-0.0986979443
727.912,1.07484,0.605411,0.0267251,0.632136,7.27912,0.3546687241,0.0156564006
727.99,0.986196,0.38658,0.527416,0.913995,7.2799,0.2034427065,0.2775594664
728.067,2.62789,0.0268694,0.219521,0.246391,7.28067,0.0093482161,0.0763742306
728.145,2.38683,0.669629,0.537906,1.20754,7.28145,0.1862994071,0.149652373
728.222,2.74581,3.22973,0.879341,4.10908,7.28222,0.4711570864,0.1282793743
728.3,3.67232,0.676339,0.256553,0.932892,7.283,0.1468638143,0.0557092703
728.377,5.23367,2.44265,0.0401351,2.48278,7.28377,0.3165510047,0.0052012389
728.455,0.865101,0.319158,1.38194,1.70109,7.28455,0.1243703216,0.5385179825
728.532,3.14852,0.373344,0.665914,1.03926,7.28532,0.089150815,0.1590136063
728.61,0.701094,1.11719,0.387619,1.5048,7.2861,0.5064567926,0.1757196855
728.687,1.89163,0.111716,0.0543004,0.166016,7.28687,0.0542931097,0.0263895733
728.765,1.25073,0.84237,1.29725,2.13962,7.28765,0.2484610733,0.3826301119
728.842,2.07047,1.52108,1.65724,3.17832,7.28842,0.289796315,0.3157375319
728.92,2.63585,0.131551,1.2541,1.38565,7.2892,0.0327119234,0.3118488126
728.998,4.84826,1.61882,0.965157,2.58398,7.28998,0.217810512,0.1298608495
729.075,2.64861,0.811626,-0.0991301,0.712496,7.29075,0.2414758713,-0.0294932977
729.153,2.11387,0.233643,3.72183,3.95548,7.29153,0.0384955555,0.6132172308
729.23,0.755148,1.09239,0.418592,1.51098,7.2923,0.4820513228,0.1847168386
729.308,2.92806,1.09578,2.72771,3.82348,7.29308,0.1623007492,0.4040130104
729.385,0.579106,2.99697,2.22251,5.21948,7.29385,0.5168449688,0.3832848215
729.463,0.847028,0.835514,1.15513,1.99065,7.29463,0.2944358028,0.4070687372
729.54,1.79022,0.49711,0.513748,1.01086,7.2954,0.1774708327,0.1834106845
729.618,3.259,0.523089,2.20907,2.73216,7.29618,0.0873101369,0.3687215831
729.696,1.99267,0.586675,0.542628,1.1293,7.29696,0.1879182055,0.1738094857
729.773,6.87608,2.47591,1.18793,3.66385,7.29773,0.2349076322,0.1127075797
729.851,2.77881,1.24294,0.862609,2.10555,7.29851,0.2544734622,0.1766063517
729.928,4.71709,0.525429,1.00658,1.53201,7.29928,0.0840807476,0.1610759949
730.006,2.66508,0.333476,1.62776,1.96123,7.30006,0.072082502,0.3518484494
730.084,0.480306,0.190403,-0.223098,-0.0326948,7.30084,0.4253758619,-0.4984191638
730.161,2.40815,1.04975,0.423695,1.47345,7.30161,0.270442601,0.10915473
730.239,0.973445,1.26121,3.26511,4.52632,7.30239,0.2293207073,0.59368173
730.316,0.618632,0.978856,-0.465473,0.513383,7.30316,0.8647023228,-0.4111897811
730.394,1.40665,0.647337,1.4844,2.13174,7.30394,0.1829467639,0.4195128293
730.472,4.04591,0.620597,1.34194,1.96254,7.30472,0.1032873703,0.2233421265
730.549,0.524419,0.552685,0.149189,0.701874,7.30549,0.4506957146,0.121658527
730.627,1.83491,1.12263,0.934135,2.05677,7.30627,0.2884692472,0.2400338671
730.705,7.3093,0.0458289,1.48101,1.52684,7.30705,0.0051865294,0.1676082543
730.782,0.786811,1.11986,0.321414,1.44127,7.30782,0.5026118889,0.1442559763
730.86,4.0867,0.638805,-0.104865,0.533941,7.3086,0.138250299,-0.0226949032
730.937,0.870416,1.84823,3.93475,5.78298,7.30937,0.2777874637,0.5913897204
731.015,2.03971,1.98673,1.52313,3.50985,7.31015,0.3579977512,0.2744595968
731.093,2.68575,2.93118,-0.0709049,2.86027,7.31093,0.528519551,-0.0127848259
731.17,4.17775,0.473918,4.37399,4.84791,7.3117,0.0525078498,0.4846171914
731.248,3.71239,0.436392,-0.224862,0.211529,7.31248,0.1112133049,-0.0573054643
731.326,1.62798,0.734426,0.660711,1.39514,7.31326,0.2429364365,0.2185526873
731.403,4.87244,0.246381,3.00022,3.2466,7.31403,0.0303460754,0.3695289098
731.481,0.560175,4.06466,0.00220577,4.06686,7.31481,0.8784588835,0.0004767135
731.559,3.8096,0.576968,1.61118,2.18814,7.31559,0.0961975678,0.2686311844
731.637,1.69527,2.2936,0.654887,2.94849,7.31637,0.4939101073,0.1410251606
731.714,2.47806,0.897007,2.24493,3.14194,7.31714,0.1596097865,0.3994537367
731.792,2.56018,4.34743,0.55614,4.90357,7.31792,0.5824726177,0.074512142
731.87,2.52415,1.8479,2.62911,4.47701,7.3187,0.2639419753,0.375524913
731.947,5.06253,0.957806,0.0352558,0.993062,7.31947,0.1581688462,0.0058220237
732.025,4.46831,1.32027,2.01379,3.33407,7.32025,0.1692137527,0.2580994517
732.103,1.02775,0.0161724,3.45927,3.47545,7.32103,0.0035913128,0.768180405
732.18,3.3515,2.17001,0.696389,2.8664,7.3218,0.3489940334,0.1119974589
732.258,1.8236,0.288335,0.14335,0.431685,7.32258,0.1278485868,0.0635618115
732.336,0.572325,0.314286,2.00538,2.31966,7.32336,0.1086748375,0.6934268331
732.414,1.64216,1.53105,1.23364,2.76468,7.32414,0.3474258199,0.2799375516
732.491,2.37876,0.144963,0.570303,0.715265,7.32491,0.0468525626,0.1843239793
732.569,2.66546,0.579976,0.251587,0.831564,7.32569,0.1658484471,0.0719431723
732.647,1.59791,1.88117,0.270322,2.15149,7.32647,0.5017256094,0.0720974023
732.725,3.06135,0.956285,0.996896,1.95318,7.32725,0.1907028176,0.1988014829
732.802,4.79445,0.849136,2.32029,3.16942,7.32802,0.1066235386,0.2913520688
732.88,0.806856,1.39469,4.98268,6.37737,7.3288,0.1941322559,0.6935583597
732.958,1.15866,0.360215,-1.13013,-0.769912,7.32958,0.9266028378,-2.9071017729
733.036,3.02241,1.98259,3.80642,5.78901,7.33036,0.2250023265,0.4319871258
733.113,0.393351,1.10738,-0.774919,0.332461,7.33113,1.5257118923,-1.0676580161
733.191,1.10028,0.229951,2.2886,2.51855,7.33191,0.063542913,0.6324143439
733.269,1.56566,0.0580328,3.34977,3.4078,7.33269,0.0116684964,0.6735290924
733.347,2.83345,0.103281,-0.724056,-0.620775,7.33347,0.046676986,-0.3272310665
733.424,2.67422,1.45389,0.356235,1.81013,7.33424,0.3242142116,0.0794396066
733.502,1.81178,2.01426,2.06308,4.07734,7.33502,0.3420307279,0.3503205912
733.58,2.40445,1.3478,0.539525,1.88733,7.3358,0.3140421923,0.1257112434
733.658,4.51157,0.205769,0.496521,0.702289,7.33658,0.0394657777,0.0952309988
733.736,3.9294,0.746947,2.67406,3.42101,7.33736,0.1016197736,0.3637973936
733.813,1.01085,3.58493,0.0503196,3.63525,7.33813,0.7715998364,0.010830503
733.891,3.88291,1.17618,2.87452,4.0507,7.33891,0.148252813,0.3623218182
733.969,3.37829,0.325723,2.49752,2.82325,7.33969,0.0525229217,0.4027257746
734.047,3.35314,0.616285,2.15988,2.77617,7.34047,0.1005472068,0.3523855051
734.125,3.64112,0.828897,1.1536,1.98249,7.34125,0.1473958898,0.2051351356
734.202,3.08835,0.102489,0.405074,0.507563,7.34202,0.0285015238,0.1126484428
734.28,1.2489,0.44645,1.20246,1.64891,7.3428,0.1540646212,0.4149547417
734.358,3.13155,0.11418,1.93089,2.04507,7.34358,0.0220568634,0.3730020747
734.436,1.73005,1.82724,0.394576,2.22182,7.34436,0.4623735093,0.0998453897
734.514,2.68655,1.76837,1.83449,3.60286,7.34514,0.2811662779,0.2916791877
734.592,4.76174,1.63227,2.15817,3.79045,7.34592,0.190859885,0.2523529061
734.669,1.34769,0.0948723,1.65969,1.75456,7.34669,0.0305817713,0.5349955677
734.747,1.347,0.195809,2.08045,2.27626,7.34747,0.0540422161,0.5741928539
734.825,4.35739,0.917689,0.129841,1.04753,7.34825,0.1697877119,0.0240227422
734.903,2.38702,0.679246,1.51129,2.19054,7.34903,0.1483860397,0.3301518713
734.981,9.06008,3.19837,2.5443,5.74267,7.34981,0.2160659337,0.171880225
735.059,0.896198,1.77106,-0.628052,1.14301,7.35059,0.8685038505,-0.3079881993
735.137,1.69527,2.21355,3.24354,5.45709,7.35137,0.3094852608,0.4534922739
735.214,0.978181,2.07928,1.46355,3.54283,7.35214,0.4599148288,0.3237218401
735.292,1.64367,0.0147899,-0.0715579,-0.0567681,7.35292,0.0093199838,-0.0450928315
735.37,6.02772,1.16986,1.55947,2.72934,7.3537,0.1335904973,0.1780814566
735.448,1.54118,0.669067,2.83027,3.49934,7.35448,0.1327376937,0.561503575
735.526,4.16277,4.37217,0.840687,5.21286,7.35526,0.4663334624,0.0896672544
735.604,5.39514,0.520612,-0.375697,0.144915,7.35604,0.0939723523,-0.0678146697
735.682,6.36675,0.0765167,0.634123,0.71064,7.35682,0.0108114291,0.0895984254
735.76,1.761,1.82868,6.02336,7.85204,7.3576,0.1902291055,0.6265822258
735.838,2.70424,0.0955908,-0.878826,-0.783235,7.35838,0.0497608283,-0.4574824116
735.916,6.4635,0.577496,1.27089,1.84839,7.35916,0.0694783016,0.1529002429
735.993,3.52572,1.3401,5.96864,7.30874,7.35993,0.1236886748,0.5508940916
736.071,1.70302,1.12396,-0.842647,0.281317,7.36071,0.566415886,-0.4246491397
736.149,5.33894,0.0850643,1.09934,1.1844,7.36149,0.0130399918,0.1685240996
736.227,2.33325,1.09614,1.05598,2.15213,7.36227,0.2443806322,0.2354270987
736.305,3.28892,0.299034,2.41425,2.71328,7.36305,0.0498207324,0.4022275166
736.383,2.75834,1.92356,0.164438,2.088,7.36383,0.396909833,0.0339303474
736.461,6.28698,0.082707,5.61965,5.70236,7.36461,0.0068983781,0.4687205468
736.539,6.13018,1.46308,4.43703,5.90011,7.36539,0.1216163534,0.368821533
736.617,1.25007,1.10567,0.38714,1.49281,7.36617,0.403105495,0.1411436155
736.695,1.64925,1.74109,1.28117,3.02227,7.36695,0.3727031031,0.2742512073
736.773,4.31342,2.21396,5.47831,7.69228,7.36773,0.1844090724,0.4563090865
736.851,2.06377,1.47427,2.20132,3.67559,7.36851,0.256870104,0.3835479914
736.929,2.20612,2.81274,2.11031,4.92305,7.36929,0.3945396168,0.2960106155
737.007,2.76468,1.13522,5.96276,7.09798,7.37007,0.1151028222,0.604579292
737.085,4.6763,2.01401,0.0574908,2.07151,7.37085,0.2984686884,0.0085199198
737.163,3.51936,1.14365,0.125145,1.26879,7.37163,0.2388500778,0.0261363992
737.241,3.19161,0.0745405,0.879107,0.953647,7.37241,0.0179821179,0.2120753912
737.319,4.22908,0.112904,1.60096,1.71387,7.37319,0.0189979724,0.2693880985
737.397,0.904502,0.28598,0.744386,1.03037,7.37397,0.1478030588,0.3847210565
737.475,1.61845,0.403491,1.66621,2.0697,7.37475,0.1094020037,0.4517739246
737.553,1.05431,2.77819,1.61087,4.38906,7.37553,0.510380518,0.295932483
737.631,3.76622,1.44368,1.461,2.90468,7.37631,0.2164145767,0.2190109281
737.709,1.32471,0.851084,-0.000554697,0.85053,7.37709,0.391259815,-0.000255005
737.787,1.07528,0.435766,4.28715,4.72292,7.37787,0.0751553931,0.73939326
737.865,2.99216,1.24305,1.52883,2.77187,7.37865,0.2156564071,0.2652363017
737.943,3.71712,1.00115,2.46268,3.46383,7.37943,0.1394174865,0.3429462676
738.021,1.94631,1.57125,2.62919,4.20044,7.38021,0.2556228901,0.4277366088
738.099,1.69899,0.475881,-0.771608,-0.295727,7.38099,0.3391245975,-0.5498669886
738.177,4.17969,2.02459,2.01256,4.03715,7.38177,0.2463952079,0.2449311414
738.255,5.62101,1.43554,0.179367,1.61491,7.38255,0.1983908059,0.0247884167
738.333,3.73558,2.86261,0.787002,3.64961,7.38333,0.3876149429,0.1065648954
738.411,3.35567,0.443654,0.0199534,0.463607,7.38411,0.1161617762,0.0052243919
738.489,2.62703,2.26801,7.17512,9.44313,7.38489,0.1879022316,0.5944511092
738.567,1.86519,0.996419,-1.29308,-0.296664,7.38567,0.6352581978,-0.8243918175
738.645,3.3122,5.4042,4.41592,9.82012,7.38645,0.4115190614,0.3362635087
738.723,1.04337,4.00798,-0.146465,3.86151,7.38723,0.817141296,-0.0298610771
738.801,2.53986,0.125812,0.337825,0.463637,7.38801,0.0418885053,0.1124772224
