E,T,R0,R,E/V0,N_R0
161.867,1,1.36362E-12,1.36362E-12,1.61867,1.36361999999814E-12
161.904,1,1.34358E-12,1.34358E-12,1.61904,1.34357999999819E-12
161.941,1,1.32382E-12,1.32382E-12,1.61941,1.32381999999825E-12
161.977,1,1.30436E-12,1.30436E-12,1.61977,1.3043599999983E-12
162.014,1,1.28518E-12,1.28518E-12,1.62014,1.28517999999835E-12
162.05,1,1.26629E-12,1.26629E-12,1.6205,1.2662899999984E-12
162.087,1,1.24767E-12,1.24767E-12,1.62087,1.24766999999844E-12
162.123,1,1.22933E-12,1.22933E-12,1.62123,1.22932999999849E-12
162.16,1,1.21125E-12,1.21125E-12,1.6216,1.21124999999853E-12
162.196,1,1.19344E-12,1.19344E-12,1.62196,1.19343999999858E-12
162.233,1,1.17589E-12,1.17589E-12,1.62233,1.17588999999862E-12
162.27,1,1.1586E-12,1.1586E-12,1.6227,1.15859999999866E-12
162.306,1,1.14156E-12,1.14156E-12,1.62306,1.1415599999987E-12
162.343,1,1.12477E-12,1.12477E-12,1.62343,1.12476999999873E-12
162.379,1,1.10823E-12,1.10823E-12,1.62379,1.10822999999877E-12
162.416,1,1.09193E-12,1.09193E-12,1.62416,1.09192999999881E-12
162.453,1,1.07588E-12,1.07588E-12,1.62453,1.07587999999884E-12
162.489,1,1.06005E-12,1.06005E-12,1.62489,1.06004999999888E-12
162.526,1,1.04446E-12,1.04446E-12,1.62526,1.04445999999891E-12
162.562,1,1.0291E-12,1.0291E-12,1.62562,1.02909999999894E-12
162.599,1,1.01396E-12,1.01396E-12,1.62599,1.01395999999897E-12
162.636,1,9.99049E-13,9.99049E-13,1.62636,9.99048999999002E-13
162.672,1,9.84353E-13,9.84353E-13,1.62672,9.84352999999031E-13
162.709,1,9.69873E-13,9.69873E-13,1.62709,9.69872999999059E-13
162.746,1,9.55607E-13,9.55607E-13,1.62746,9.55606999999087E-13
162.782,1,9.41549E-13,9.41549E-13,1.62782,9.41548999999114E-13
162.819,1,9.27698E-13,9.27698E-13,1.62819,9.27697999999139E-13
162.856,1,9.1405E-13,9.1405E-13,1.62856,9.14049999999164E-13
162.892,1,9.00603E-13,9.00603E-13,1.62892,9.00602999999189E-13
162.929,1,8.87353E-13,8.87353E-13,1.62929,8.87352999999213E-13
162.966,1,8.74298E-13,8.74298E-13,1.62966,8.74297999999236E-13
163.002,1,8.61435E-13,8.61435E-13,1.63002,8.61434999999258E-13
163.039,1,8.4876E-13,8.4876E-13,1.63039,8.4875999999928E-13
163.076,1,8.36271E-13,8.36271E-13,1.63076,8.36270999999301E-13
163.112,1,8.23967E-13,8.23967E-13,1.63112,8.23966999999321E-13
163.149,1,8.11842E-13,8.11842E-13,1.63149,8.11841999999341E-13
163.186,1,7.99896E-13,7.99896E-13,1.63186,7.9989599999936E-13
163.222,1,7.88125E-13,7.88125E-13,1.63222,7.88124999999379E-13
163.259,1,7.76528E-13,7.76528E-13,1.63259,7.76527999999397E-13
163.296,1,7.651E-13,7.651E-13,1.63296,7.65099999999415E-13
163.332,1,7.5384E-13,7.5384E-13,1.63332,7.53839999999432E-13
163.369,1,7.42746E-13,7.42746E-13,1.63369,7.42745999999448E-13
163.406,1,7.31815E-13,7.31815E-13,1.63406,7.31814999999464E-13
163.443,1,7.21044E-13,7.21044E-13,1.63443,7.2104399999948E-13
163.479,1,7.10432E-13,7.10432E-13,1.63479,7.10431999999495E-13
163.516,1,6.99975E-13,6.99975E-13,1.63516,6.9997499999951E-13
163.553,1,6.89673E-13,6.89673E-13,1.63553,6.89672999999524E-13
163.589,1,6.79521E-13,6.79521E-13,1.63589,6.79520999999538E-13
163.626,1,6.69519E-13,6.69519E-13,1.63626,6.69518999999552E-13
163.663,1,6.59663E-13,6.59663E-13,1.63663,6.59662999999565E-13
163.7,1,6.49953E-13,6.49953E-13,1.637,6.49952999999578E-13
163.736,1,6.40385E-13,6.40385E-13,1.63736,6.4038499999959E-13
163.773,1,6.30958E-13,6.30958E-13,1.63773,6.30957999999602E-13
163.81,1,6.21669E-13,6.21669E-13,1.6381,6.21668999999614E-13
163.847,1,6.12516E-13,6.12516E-13,1.63847,6.12515999999625E-13
163.883,1,6.03499E-13,6.03499E-13,1.63883,6.03498999999636E-13
163.92,1,5.94614E-13,5.94614E-13,1.6392,5.94613999999646E-13
163.957,1,5.85859E-13,5.85859E-13,1.63957,5.85858999999657E-13
163.994,1,5.77233E-13,5.77233E-13,1.63994,5.77232999999667E-13
164.031,1,5.68734E-13,5.68734E-13,1.64031,5.68733999999677E-13
164.067,1,5.60359E-13,5.60359E-13,1.64067,5.60358999999686E-13
164.104,1,5.52108E-13,5.52108E-13,1.64104,5.52107999999695E-13
164.141,1,5.43978E-13,5.43978E-13,1.64141,5.43977999999704E-13
164.178,1,5.35968E-13,5.35968E-13,1.64178,5.35967999999713E-13
164.215,1,5.28075E-13,5.28075E-13,1.64215,5.28074999999721E-13
164.251,1,5.20298E-13,5.20298E-13,1.64251,5.20297999999729E-13
164.288,1,5.12636E-13,5.12636E-13,1.64288,5.12635999999737E-13
164.325,1,5.05086E-13,5.05086E-13,1.64325,5.05085999999745E-13
164.362,1,4.97647E-13,4.97647E-13,1.64362,4.97646999999752E-13
164.399,1,4.90318E-13,4.90318E-13,1.64399,4.9031799999976E-13
164.435,1,4.83097E-13,4.83097E-13,1.64435,4.83096999999767E-13
164.472,1,4.75981E-13,4.75981E-13,1.64472,4.75980999999773E-13
164.509,1,4.6897E-13,4.6897E-13,1.64509,4.6896999999978E-13
164.546,1,4.62062E-13,4.62062E-13,1.64546,4.62061999999787E-13
164.583,1,4.55256E-13,4.55256E-13,1.64583,4.55255999999793E-13
164.62,1,4.4855E-13,4.4855E-13,1.6462,4.48549999999799E-13
164.656,1,4.41943E-13,4.41943E-13,1.64656,4.41942999999805E-13
164.693,1,4.35432E-13,4.35432E-13,1.64693,4.3543199999981E-13
164.73,1,4.29018E-13,4.29018E-13,1.6473,4.29017999999816E-13
164.767,1,4.22697E-13,4.22697E-13,1.64767,4.22696999999821E-13
164.804,1,4.1647E-13,4.1647E-13,1.64804,4.16469999999827E-13
164.841,1,4.10334E-13,4.10334E-13,1.64841,4.10333999999832E-13
164.878,1,4.04289E-13,4.04289E-13,1.64878,4.04288999999837E-13
164.915,1,3.98332E-13,3.98332E-13,1.64915,3.98331999999841E-13
164.951,1,3.92463E-13,3.92463E-13,1.64951,3.92462999999846E-13
164.988,1,3.8668E-13,3.8668E-13,1.64988,3.86679999999851E-13
165.025,1,3.80983E-13,3.80983E-13,1.65025,3.80982999999855E-13
165.062,1,3.75369E-13,3.75369E-13,1.65062,3.75368999999859E-13
165.099,1,3.69837E-13,3.69837E-13,1.65099,3.69836999999863E-13
165.136,1,3.64388E-13,3.64388E-13,1.65136,3.64387999999867E-13
165.173,1,3.59018E-13,3.59018E-13,1.65173,3.59017999999871E-13
165.21,1,3.53727E-13,3.53727E-13,1.6521,3.53726999999875E-13
165.247,1,3.48514E-13,3.48514E-13,1.65247,3.48513999999878E-13
165.284,1,3.43378E-13,3.43378E-13,1.65284,3.43377999999882E-13
165.321,1,3.38317E-13,3.38317E-13,1.65321,3.38316999999885E-13
165.357,1,3.33331E-13,3.33331E-13,1.65357,3.33330999999889E-13
165.394,1,3.28418E-13,3.28418E-13,1.65394,3.28417999999892E-13
165.431,1,3.23577E-13,3.23577E-13,1.65431,3.23576999999895E-13
165.468,1,3.18808E-13,3.18808E-13,1.65468,3.18807999999898E-13
165.505,1,3.14108E-13,3.14108E-13,1.65505,3.14107999999901E-13
165.542,1,3.09479E-13,3.09479E-13,1.65542,3.09478999999904E-13
165.579,1,3.04917E-13,3.04917E-13,1.65579,3.04916999999907E-13
165.616,1,3.00422E-13,3.00422E-13,1.65616,3.0042199999991E-13
165.653,1,2.95993E-13,2.95993E-13,1.65653,2.95992999999912E-13
165.69,1,2.9163E-13,2.9163E-13,1.6569,2.91629999999915E-13
165.727,1,2.8733E-13,2.8733E-13,1.65727,2.87329999999917E-13
165.764,1,2.83094E-13,2.83094E-13,1.65764,2.8309399999992E-13
165.801,1,2.78921E-13,2.78921E-13,1.65801,2.78920999999922E-13
165.838,1,2.74808E-13,2.74808E-13,1.65838,2.74807999999924E-13
165.875,1,2.70756E-13,2.70756E-13,1.65875,2.70755999999927E-13
165.912,1,2.66764E-13,2.66764E-13,1.65912,2.66763999999929E-13
165.949,1,2.62831E-13,2.62831E-13,1.65949,2.62830999999931E-13
165.986,1,2.58955E-13,2.58955E-13,1.65986,2.58954999999933E-13
166.023,1,2.55137E-13,2.55137E-13,1.66023,2.55136999999935E-13
166.06,1,2.51375E-13,2.51375E-13,1.6606,2.51374999999937E-13
166.097,1,2.47668E-13,2.47668E-13,1.66097,2.47667999999939E-13
166.134,1,2.44016E-13,2.44016E-13,1.66134,2.4401599999994E-13
166.171,1,2.40417E-13,2.40417E-13,1.66171,2.40416999999942E-13
166.208,1,2.36872E-13,2.36872E-13,1.66208,2.36871999999944E-13
166.245,1,2.33378E-13,2.33378E-13,1.66245,2.33377999999946E-13
166.282,1,2.29936E-13,2.29936E-13,1.66282,2.29935999999947E-13
166.319,1,2.26545E-13,2.26545E-13,1.66319,2.26544999999949E-13
166.356,1,2.23204E-13,2.23204E-13,1.66356,2.2320399999995E-13
166.393,1,2.19912E-13,2.19912E-13,1.66393,2.19911999999952E-13
166.43,1,2.16668E-13,2.16668E-13,1.6643,2.16667999999953E-13
166.467,1,2.13472E-13,2.13472E-13,1.66467,2.13471999999954E-13
166.504,1,2.10323E-13,2.10323E-13,1.66504,2.10322999999956E-13
166.541,1,2.07221E-13,2.07221E-13,1.66541,2.07220999999957E-13
166.578,1,2.04164E-13,2.04164E-13,1.66578,2.04163999999958E-13
166.616,1,2.01152E-13,2.01152E-13,1.66616,2.0115199999996E-13
166.653,1,1.98185E-13,1.98185E-13,1.66653,1.98184999999961E-13
166.69,1,1.95261E-13,1.95261E-13,1.6669,1.95260999999962E-13
166.727,1,1.9238E-13,1.9238E-13,1.66727,1.92379999999963E-13
166.764,1,1.89542E-13,1.89542E-13,1.66764,1.89541999999964E-13
166.801,1,1.86746E-13,1.86746E-13,1.66801,1.86745999999965E-13
166.838,1,1.8399E-13,1.8399E-13,1.66838,1.83989999999966E-13
166.875,1,1.81276E-13,1.81276E-13,1.66875,1.81275999999967E-13
166.912,1,1.78601E-13,1.78601E-13,1.66912,1.78600999999968E-13
166.949,1,1.75965E-13,1.75965E-13,1.66949,1.75964999999969E-13
166.986,1,1.73369E-13,1.73369E-13,1.66986,1.7336899999997E-13
167.024,1,1.70811E-13,1.70811E-13,1.67024,1.70810999999971E-13
167.061,1,1.6829E-13,1.6829E-13,1.67061,1.68289999999972E-13
167.098,1,1.65807E-13,1.65807E-13,1.67098,1.65806999999972E-13
167.135,1,1.6336E-13,1.6336E-13,1.67135,1.63359999999973E-13
167.172,1,1.60949E-13,1.60949E-13,1.67172,1.60948999999974E-13
167.209,1,1.58574E-13,1.58574E-13,1.67209,1.58573999999975E-13
167.246,1,1.56234E-13,1.56234E-13,1.67246,1.56233999999976E-13
167.284,1,1.53928E-13,1.53928E-13,1.67284,1.53927999999976E-13
167.321,1,1.51656E-13,1.51656E-13,1.67321,1.51655999999977E-13
167.358,1,1.49417E-13,1.49417E-13,1.67358,1.49416999999978E-13
167.395,1,1.47212E-13,1.47212E-13,1.67395,1.47211999999978E-13
167.432,1,1.45039E-13,1.45039E-13,1.67432,1.45038999999979E-13
167.469,1,1.42898E-13,1.42898E-13,1.67469,1.4289799999998E-13
167.506,1,1.40789E-13,1.40789E-13,1.67506,1.4078899999998E-13
167.544,1,1.38711E-13,1.38711E-13,1.67544,1.38710999999981E-13
167.581,1,1.36663E-13,1.36663E-13,1.67581,1.36662999999981E-13
167.618,1,1.34645E-13,1.34645E-13,1.67618,1.34644999999982E-13
167.655,1,1.32658E-13,1.32658E-13,1.67655,1.32657999999982E-13
167.692,1,1.30699E-13,1.30699E-13,1.67692,1.30698999999983E-13
167.73,1,1.2877E-13,1.2877E-13,1.6773,1.28769999999983E-13
167.767,1,1.26868E-13,1.26868E-13,1.67767,1.26867999999984E-13
167.804,1,1.24995E-13,1.24995E-13,1.67804,1.24994999999984E-13
167.841,1,1.2315E-13,1.2315E-13,1.67841,1.23149999999985E-13
167.878,1,1.21331E-13,1.21331E-13,1.67878,1.21330999999985E-13
167.916,1,1.1954E-13,1.1954E-13,1.67916,1.19539999999986E-13
167.953,1,1.17775E-13,1.17775E-13,1.67953,1.17774999999986E-13
167.99,1,1.16036E-13,1.16036E-13,1.6799,1.16035999999987E-13
168.027,1,1.14322E-13,1.14322E-13,1.68027,1.14321999999987E-13
168.065,1,1.12634E-13,1.12634E-13,1.68065,1.12633999999987E-13
168.102,1,1.10971E-13,1.10971E-13,1.68102,1.10970999999988E-13
168.139,1,1.09332E-13,1.09332E-13,1.68139,1.09331999999988E-13
168.176,1,1.07717E-13,1.07717E-13,1.68176,1.07716999999988E-13
168.213,1,1.06126E-13,1.06126E-13,1.68213,1.06125999999989E-13
168.251,1,1.04559E-13,1.04559E-13,1.68251,1.04558999999989E-13
168.288,1,1.03014E-13,1.03014E-13,1.68288,1.03013999999989E-13
168.325,1,1.01493E-13,1.01493E-13,1.68325,1.0149299999999E-13
168.363,1,9.99939E-14,9.99939E-14,1.68363,9.999389999999E-14
168.4,1,9.85169E-14,9.85169E-14,1.684,9.85168999999903E-14
168.437,1,9.70618E-14,9.70618E-14,1.68437,9.70617999999906E-14
168.474,1,9.5628E-14,9.5628E-14,1.68474,9.56279999999908E-14
168.512,1,9.42153E-14,9.42153E-14,1.68512,9.42152999999911E-14
168.549,1,9.28237E-14,9.28237E-14,1.68549,9.28236999999914E-14
168.586,1,9.14523E-14,9.14523E-14,1.68586,9.14522999999916E-14
168.623,1,9.01013E-14,9.01013E-14,1.68623,9.01012999999919E-14
168.661,1,8.87703E-14,8.87703E-14,1.68661,8.87702999999921E-14
168.698,1,8.74587E-14,8.74587E-14,1.68698,8.74586999999923E-14
168.735,1,8.61665E-14,8.61665E-14,1.68735,8.61664999999926E-14
168.773,1,8.48935E-14,8.48935E-14,1.68773,8.48934999999928E-14
168.81,1,8.36393E-14,8.36393E-14,1.6881,8.3639299999993E-14
168.847,1,8.24033E-14,8.24033E-14,1.68847,8.24032999999932E-14
168.885,1,8.11858E-14,8.11858E-14,1.68885,8.11857999999934E-14
168.922,1,7.99863E-14,7.99863E-14,1.68922,7.99862999999936E-14
168.959,1,7.88042E-14,7.88042E-14,1.68959,7.88041999999938E-14
168.997,1,7.76397E-14,7.76397E-14,1.68997,7.7639699999994E-14
169.034,1,7.64925E-14,7.64925E-14,1.69034,7.64924999999942E-14
169.071,1,7.53621E-14,7.53621E-14,1.69071,7.53620999999943E-14
169.109,1,7.42483E-14,7.42483E-14,1.69109,7.42482999999945E-14
169.146,1,7.3151E-14,7.3151E-14,1.69146,7.31509999999947E-14
169.183,1,7.207E-14,7.207E-14,1.69183,7.20699999999948E-14
169.221,1,7.10048E-14,7.10048E-14,1.69221,7.1004799999995E-14
169.258,1,6.99553E-14,6.99553E-14,1.69258,6.99552999999951E-14
169.295,1,6.89214E-14,6.89214E-14,1.69295,6.89213999999953E-14
169.333,1,6.79028E-14,6.79028E-14,1.69333,6.79027999999954E-14
169.37,1,6.68991E-14,6.68991E-14,1.6937,6.68990999999955E-14
169.408,1,6.59101E-14,6.59101E-14,1.69408,6.59100999999957E-14
169.445,1,6.49359E-14,6.49359E-14,1.69445,6.49358999999958E-14
169.482,1,6.39761E-14,6.39761E-14,1.69482,6.39760999999959E-14
169.52,1,6.30304E-14,6.30304E-14,1.6952,6.3030399999996E-14
169.557,1,6.20984E-14,6.20984E-14,1.69557,6.20983999999961E-14
169.595,1,6.11806E-14,6.11806E-14,1.69595,6.11805999999963E-14
169.632,1,6.02761E-14,6.02761E-14,1.69632,6.02760999999964E-14
169.669,1,5.93849E-14,5.93849E-14,1.69669,5.93848999999965E-14
169.707,1,5.85069E-14,5.85069E-14,1.69707,5.85068999999966E-14
169.744,1,5.7642E-14,5.7642E-14,1.69744,5.76419999999967E-14
169.782,1,5.67897E-14,5.67897E-14,1.69782,5.67896999999968E-14
169.819,1,5.59499E-14,5.59499E-14,1.69819,5.59498999999969E-14
169.857,1,5.51228E-14,5.51228E-14,1.69857,5.5122799999997E-14
169.894,1,5.43077E-14,5.43077E-14,1.69894,5.43076999999971E-14
169.931,1,5.35046E-14,5.35046E-14,1.69931,5.35045999999971E-14
169.969,1,5.27134E-14,5.27134E-14,1.69969,5.27133999999972E-14
170.006,1,5.1934E-14,5.1934E-14,1.70006,5.19339999999973E-14
170.044,1,5.11659E-14,5.11659E-14,1.70044,5.11658999999974E-14
170.081,1,5.04093E-14,5.04093E-14,1.70081,5.04092999999975E-14
170.119,1,4.96638E-14,4.96638E-14,1.70119,4.96637999999975E-14
170.156,1,4.89293E-14,4.89293E-14,1.70156,4.89292999999976E-14
170.194,1,4.82057E-14,4.82057E-14,1.70194,4.82056999999977E-14
170.231,1,4.74926E-14,4.74926E-14,1.70231,4.74925999999977E-14
170.269,1,4.67902E-14,4.67902E-14,1.70269,4.67901999999978E-14
170.306,1,4.60983E-14,4.60983E-14,1.70306,4.60982999999979E-14
170.343,1,4.54163E-14,4.54163E-14,1.70343,4.54162999999979E-14
170.381,1,4.47445E-14,4.47445E-14,1.70381,4.4744499999998E-14
170.418,1,4.40828E-14,4.40828E-14,1.70418,4.40827999999981E-14
170.456,1,4.34307E-14,4.34307E-14,1.70456,4.34306999999981E-14
170.493,1,4.27882E-14,4.27882E-14,1.70493,4.27881999999982E-14
170.531,1,4.21552E-14,4.21552E-14,1.70531,4.21551999999982E-14
170.568,1,4.15316E-14,4.15316E-14,1.70568,4.15315999999983E-14
170.606,1,4.09172E-14,4.09172E-14,1.70606,4.09171999999983E-14
170.643,1,4.03118E-14,4.03118E-14,1.70643,4.03117999999984E-14
170.681,1,3.97155E-14,3.97155E-14,1.70681,3.97154999999984E-14
170.719,1,3.91279E-14,3.91279E-14,1.70719,3.91278999999985E-14
170.756,1,3.85489E-14,3.85489E-14,1.70756,3.85488999999985E-14
170.794,1,3.79785E-14,3.79785E-14,1.70794,3.79784999999986E-14
170.831,1,3.74167E-14,3.74167E-14,1.70831,3.74166999999986E-14
170.869,1,3.6863E-14,3.6863E-14,1.70869,3.68629999999986E-14
170.906,1,3.63175E-14,3.63175E-14,1.70906,3.63174999999987E-14
170.944,1,3.57801E-14,3.57801E-14,1.70944,3.57800999999987E-14
170.981,1,3.52507E-14,3.52507E-14,1.70981,3.52506999999988E-14
171.019,1,3.4729E-14,3.4729E-14,1.71019,3.47289999999988E-14
171.056,1,3.4215E-14,3.4215E-14,1.71056,3.42149999999988E-14
171.094,1,3.37087E-14,3.37087E-14,1.71094,3.37086999999989E-14
171.132,1,3.32099E-14,3.32099E-14,1.71132,3.32098999999989E-14
171.169,1,3.27184E-14,3.27184E-14,1.71169,3.27183999999989E-14
171.207,1,3.22341E-14,3.22341E-14,1.71207,3.2234099999999E-14
171.244,1,3.1757E-14,3.1757E-14,1.71244,3.1756999999999E-14
171.282,1,3.12871E-14,3.12871E-14,1.71282,3.1287099999999E-14
171.319,1,3.08239E-14,3.08239E-14,1.71319,3.0823899999999E-14
171.357,1,3.03677E-14,3.03677E-14,1.71357,3.03676999999991E-14
171.395,1,2.99182E-14,2.99182E-14,1.71395,2.99181999999991E-14
171.432,1,2.94754E-14,2.94754E-14,1.71432,2.94753999999991E-14
171.47,1,2.9039E-14,2.9039E-14,1.7147,2.90389999999992E-14
171.507,1,2.86091E-14,2.86091E-14,1.71507,2.86090999999992E-14
171.545,1,2.81856E-14,2.81856E-14,1.71545,2.81855999999992E-14
171.583,1,2.77684E-14,2.77684E-14,1.71583,2.77683999999992E-14
171.62,1,2.73572E-14,2.73572E-14,1.7162,2.73571999999993E-14
171.658,1,2.69522E-14,2.69522E-14,1.71658,2.69521999999993E-14
171.696,1,2.65532E-14,2.65532E-14,1.71696,2.65531999999993E-14
171.733,1,2.61601E-14,2.61601E-14,1.71733,2.61600999999993E-14
171.771,1,2.57727E-14,2.57727E-14,1.71771,2.57726999999993E-14
171.809,1,2.53912E-14,2.53912E-14,1.71809,2.53911999999994E-14
171.846,1,2.50152E-14,2.50152E-14,1.71846,2.50151999999994E-14
171.884,1,2.46447E-14,2.46447E-14,1.71884,2.46446999999994E-14
171.921,1,2.42799E-14,2.42799E-14,1.71921,2.42798999999994E-14
171.959,1,2.39203E-14,2.39203E-14,1.71959,2.39202999999994E-14
171.997,1,2.35661E-14,2.35661E-14,1.71997,2.35660999999994E-14
172.034,1,2.32171E-14,2.32171E-14,1.72034,2.32170999999995E-14
172.072,1,2.28733E-14,2.28733E-14,1.72072,2.28732999999995E-14
172.11,1,2.25345E-14,2.25345E-14,1.7211,2.25344999999995E-14
172.148,1,2.22008E-14,2.22008E-14,1.72148,2.22007999999995E-14
172.185,1,2.1872E-14,2.1872E-14,1.72185,2.18719999999995E-14
172.223,1,2.15481E-14,2.15481E-14,1.72223,2.15480999999995E-14
172.261,1,2.12289E-14,2.12289E-14,1.72261,2.12288999999995E-14
172.298,1,2.09145E-14,2.09145E-14,1.72298,2.09144999999996E-14
172.336,1,2.06047E-14,2.06047E-14,1.72336,2.06046999999996E-14
172.374,1,2.02995E-14,2.02995E-14,1.72374,2.02994999999996E-14
172.411,1,1.99988E-14,1.99988E-14,1.72411,1.99987999999996E-14
172.449,1,1.97026E-14,1.97026E-14,1.72449,1.97025999999996E-14
172.487,1,1.94107E-14,1.94107E-14,1.72487,1.94106999999996E-14
172.525,1,1.91232E-14,1.91232E-14,1.72525,1.91231999999996E-14
172.562,1,1.88399E-14,1.88399E-14,1.72562,1.88398999999996E-14
172.6,1,1.85607E-14,1.85607E-14,1.726,1.85606999999997E-14
172.638,1,1.82858E-14,1.82858E-14,1.72638,1.82857999999997E-14
172.675,1,1.80149E-14,1.80149E-14,1.72675,1.80148999999997E-14
172.713,1,1.77479E-14,1.77479E-14,1.72713,1.77478999999997E-14
172.751,1,1.74851E-14,1.74851E-14,1.72751,1.74850999999997E-14
172.789,1,1.7226E-14,1.7226E-14,1.72789,1.72259999999997E-14
172.826,1,1.69707E-14,1.69707E-14,1.72826,1.69706999999997E-14
172.864,1,1.67193E-14,1.67193E-14,1.72864,1.67192999999997E-14
172.902,1,1.64716E-14,1.64716E-14,1.72902,1.64715999999997E-14
172.94,1,1.62274E-14,1.62274E-14,1.7294,1.62273999999997E-14
172.978,1,1.5987E-14,1.5987E-14,1.72978,1.59869999999997E-14
173.015,1,1.57501E-14,1.57501E-14,1.73015,1.57500999999998E-14
173.053,1,1.55167E-14,1.55167E-14,1.73053,1.55166999999998E-14
173.091,1,1.52868E-14,1.52868E-14,1.73091,1.52867999999998E-14
173.129,1,1.50601E-14,1.50601E-14,1.73129,1.50600999999998E-14
173.166,1,1.4837E-14,1.4837E-14,1.73166,1.48369999999998E-14
173.204,1,1.46171E-14,1.46171E-14,1.73204,1.46170999999998E-14
173.242,1,1.44004E-14,1.44004E-14,1.73242,1.44003999999998E-14
173.28,1,1.4187E-14,1.4187E-14,1.7328,1.41869999999998E-14
173.318,1,1.39767E-14,1.39767E-14,1.73318,1.39766999999998E-14
173.356,1,1.37696E-14,1.37696E-14,1.73356,1.37695999999998E-14
173.393,1,1.35655E-14,1.35655E-14,1.73393,1.35654999999998E-14
173.431,1,1.33644E-14,1.33644E-14,1.73431,1.33643999999998E-14
173.469,1,1.31663E-14,1.31663E-14,1.73469,1.31662999999998E-14
173.507,1,1.29711E-14,1.29711E-14,1.73507,1.29710999999998E-14
173.545,1,1.27788E-14,1.27788E-14,1.73545,1.27787999999998E-14
173.582,1,1.25894E-14,1.25894E-14,1.73582,1.25893999999998E-14
173.62,1,1.24028E-14,1.24028E-14,1.7362,1.24027999999998E-14
173.658,1,1.22189E-14,1.22189E-14,1.73658,1.22188999999999E-14
173.696,1,1.20377E-14,1.20377E-14,1.73696,1.20376999999999E-14
173.734,1,1.18593E-14,1.18593E-14,1.73734,1.18592999999999E-14
173.772,1,1.16834E-14,1.16834E-14,1.73772,1.16833999999999E-14
173.81,1,1.15101E-14,1.15101E-14,1.7381,1.15100999999999E-14
173.847,1,1.13395E-14,1.13395E-14,1.73847,1.13394999999999E-14
173.885,1,1.11714E-14,1.11714E-14,1.73885,1.11713999999999E-14
173.923,1,1.10057E-14,1.10057E-14,1.73923,1.10056999999999E-14
173.961,1,1.08425E-14,1.08425E-14,1.73961,1.08424999999999E-14
173.999,1,1.06818E-14,1.06818E-14,1.73999,1.06817999999999E-14
174.037,1,1.05233E-14,1.05233E-14,1.74037,1.05232999999999E-14
174.075,1,1.03673E-14,1.03673E-14,1.74075,1.03672999999999E-14
174.113,1,1.02135E-14,1.02135E-14,1.74113,1.02134999999999E-14
174.151,1,1.00621E-14,1.00621E-14,1.74151,1.00620999999999E-14
174.188,1,9.91286E-15,9.91286E-15,1.74188,9.9128599999999E-15
174.226,1,9.76582E-15,9.76582E-15,1.74226,9.76581999999991E-15
174.264,1,9.62097E-15,9.62097E-15,1.74264,9.62096999999991E-15
174.302,1,9.47832E-15,9.47832E-15,1.74302,9.47831999999991E-15
174.34,1,9.33772E-15,9.33772E-15,1.7434,9.33771999999991E-15
174.378,1,9.19915E-15,9.19915E-15,1.74378,9.19914999999992E-15
174.416,1,9.06276E-15,9.06276E-15,1.74416,9.06275999999992E-15
174.454,1,8.92834E-15,8.92834E-15,1.74454,8.92833999999992E-15
174.492,1,8.79586E-15,8.79586E-15,1.74492,8.79585999999992E-15
174.53,1,8.66536E-15,8.66536E-15,1.7453,8.66535999999992E-15
174.568,1,8.53687E-15,8.53687E-15,1.74568,8.53686999999993E-15
174.606,1,8.41023E-15,8.41023E-15,1.74606,8.41022999999993E-15
174.644,1,8.28539E-15,8.28539E-15,1.74644,8.28538999999993E-15
174.682,1,8.1625E-15,8.1625E-15,1.74682,8.16249999999993E-15
174.72,1,8.04147E-15,8.04147E-15,1.7472,8.04146999999994E-15
174.758,1,7.92208E-15,7.92208E-15,1.74758,7.92207999999994E-15
174.795,1,7.80451E-15,7.80451E-15,1.74795,7.80450999999994E-15
174.833,1,7.68882E-15,7.68882E-15,1.74833,7.68881999999994E-15
174.871,1,7.57468E-15,7.57468E-15,1.74871,7.57467999999994E-15
174.909,1,7.46224E-15,7.46224E-15,1.74909,7.46223999999994E-15
174.947,1,7.35156E-15,7.35156E-15,1.74947,7.35155999999995E-15
174.985,1,7.24249E-15,7.24249E-15,1.74985,7.24248999999995E-15
175.023,1,7.13498E-15,7.13498E-15,1.75023,7.13497999999995E-15
175.061,1,7.0291E-15,7.0291E-15,1.75061,7.02909999999995E-15
175.099,1,6.9248E-15,6.9248E-15,1.75099,6.92479999999995E-15
175.137,1,6.82204E-15,6.82204E-15,1.75137,6.82203999999995E-15
175.175,1,6.72078E-15,6.72078E-15,1.75175,6.72077999999996E-15
175.213,1,6.62104E-15,6.62104E-15,1.75213,6.62103999999996E-15
175.251,1,6.5228E-15,6.5228E-15,1.75251,6.52279999999996E-15
175.289,1,6.42596E-15,6.42596E-15,1.75289,6.42595999999996E-15
175.327,1,6.33059E-15,6.33059E-15,1.75327,6.33058999999996E-15
175.366,1,6.2366E-15,6.2366E-15,1.75366,6.23659999999996E-15
175.404,1,6.14406E-15,6.14406E-15,1.75404,6.14405999999996E-15
175.442,1,6.05285E-15,6.05285E-15,1.75442,6.05284999999996E-15
175.48,1,5.96296E-15,5.96296E-15,1.7548,5.96295999999996E-15
175.518,1,5.87448E-15,5.87448E-15,1.75518,5.87447999999997E-15
175.556,1,5.78729E-15,5.78729E-15,1.75556,5.78728999999997E-15
