E,T,R0,R,E/V0,N_R0
368.173,1,5.15296E-18,5.15296E-18,3.68173,5.15296E-18
368.228,1,2.97848E-18,2.97848E-18,3.68228,2.97848E-18
368.283,1,2.74368E-17,2.74368E-17,3.68283,2.74368E-17
368.338,1,2.26115E-17,2.26115E-17,3.68338,2.26115E-17
368.393,1,1.99241E-18,1.99241E-18,3.68393,1.99241E-18
368.448,1,5.39978E-18,5.39978E-18,3.68448,5.39978E-18
368.503,1,2.64929E-17,2.64929E-17,3.68503,2.64929E-17
368.558,1,2.42243E-17,2.42243E-17,3.68558,2.42243E-17
368.614,1,1.65559E-17,1.65559E-17,3.68614,1.65559E-17
368.669,1,5.67044E-18,5.67044E-18,3.68669,5.67044E-18
368.724,1,1.62377E-17,1.62377E-17,3.68724,1.62377E-17
368.779,1,1.20164E-17,1.20164E-17,3.68779,1.20164E-17
368.834,1,3.21407E-18,3.21407E-18,3.68834,3.21407E-18
368.889,1,1.74881E-17,1.74881E-17,3.68889,1.74881E-17
368.945,1,1.75067E-17,1.75067E-17,3.68945,1.75067E-17
369,1,1.83448E-17,1.83448E-17,3.69,1.83448E-17
369.055,1,1.49099E-17,1.49099E-17,3.69055,1.49099E-17
369.11,1,9.18908E-18,9.18908E-18,3.6911,9.18908E-18
369.165,1,1.26601E-17,1.26601E-17,3.69165,1.26601E-17
369.22,1,1.18403E-17,1.18403E-17,3.6922,1.18403E-17
369.276,1,1.53395E-17,1.53395E-17,3.69276,1.53395E-17
369.331,1,5.18558E-18,5.18558E-18,3.69331,5.18558E-18
369.386,1,1.9762E-17,1.9762E-17,3.69386,1.9762E-17
369.441,1,3.25337E-17,3.25337E-17,3.69441,3.25337E-17
369.496,1,1.31828E-17,1.31828E-17,3.69496,1.31828E-17
369.552,1,2.13764E-17,2.13764E-17,3.69552,2.13764E-17
369.607,1,6.83445E-18,6.83445E-18,3.69607,6.83445E-18
369.662,1,2.61958E-17,2.61958E-17,3.69662,2.61958E-17
369.717,1,8.42524E-18,8.42524E-18,3.69717,8.42524E-18
369.773,1,4.19488E-17,4.19488E-17,3.69773,4.19488E-17
369.828,1,3.83009E-17,3.83009E-17,3.69828,3.83009E-17
369.883,1,3.21558E-17,3.21558E-17,3.69883,3.21558E-17
369.938,1,9.43276E-18,9.43276E-18,3.69938,9.43276E-18
369.993,1,6.89879E-18,6.89879E-18,3.69993,6.89879E-18
370.049,1,2.20395E-17,2.20395E-17,3.70049,2.20395E-17
370.104,1,3.96247E-17,3.96247E-17,3.70104,3.96247E-17
370.159,1,2.61817E-17,2.61817E-17,3.70159,2.61817E-17
370.214,1,2.63314E-17,2.63314E-17,3.70214,2.63314E-17
370.27,1,3.65335E-18,3.65335E-18,3.7027,3.65335E-18
370.325,1,1.78788E-17,1.78788E-17,3.70325,1.78788E-17
370.38,1,1.16428E-17,1.16428E-17,3.7038,1.16428E-17
370.436,1,1.98969E-17,1.98969E-17,3.70436,1.98969E-17
370.491,1,2.09424E-17,2.09424E-17,3.70491,2.09424E-17
370.546,1,3.88143E-18,3.88143E-18,3.70546,3.88143E-18
370.601,1,1.66226E-17,1.66226E-17,3.70601,1.66226E-17
370.657,1,1.1474E-17,1.1474E-17,3.70657,1.1474E-17
370.712,1,1.51373E-17,1.51373E-17,3.70712,1.51373E-17
370.767,1,7.77345E-18,7.77345E-18,3.70767,7.77345E-18
370.823,1,1.44006E-17,1.44006E-17,3.70823,1.44006E-17
370.878,1,1.54551E-17,1.54551E-17,3.70878,1.54551E-17
370.933,1,5.08049E-18,5.08049E-18,3.70933,5.08049E-18
370.989,1,2.73626E-17,2.73626E-17,3.70989,2.73626E-17
371.044,1,1.63959E-17,1.63959E-17,3.71044,1.63959E-17
371.099,1,3.39856E-17,3.39856E-17,3.71099,3.39856E-17
371.155,1,3.88795E-17,3.88795E-17,3.71155,3.88795E-17
371.21,1,3.3859E-18,3.3859E-18,3.7121,3.3859E-18
371.265,1,1.97206E-17,1.97206E-17,3.71265,1.97206E-17
371.321,1,2.90727E-17,2.90727E-17,3.71321,2.90727E-17
371.376,1,1.28161E-17,1.28161E-17,3.71376,1.28161E-17
371.431,1,6.03751E-18,6.03751E-18,3.71431,6.03751E-18
371.487,1,3.77169E-17,3.77169E-17,3.71487,3.77169E-17
371.542,1,3.42692E-17,3.42692E-17,3.71542,3.42692E-17
371.597,1,2.22077E-17,2.22077E-17,3.71597,2.22077E-17
371.653,1,4.10923E-18,4.10923E-18,3.71653,4.10923E-18
371.708,1,3.38708E-17,3.38708E-17,3.71708,3.38708E-17
371.763,1,1.33121E-17,1.33121E-17,3.71763,1.33121E-17
371.819,1,4.52539E-18,4.52539E-18,3.71819,4.52539E-18
371.874,1,9.26838E-18,9.26838E-18,3.71874,9.26838E-18
371.93,1,1.36687E-17,1.36687E-17,3.7193,1.36687E-17
371.985,1,4.98804E-17,4.98804E-17,3.71985,4.98804E-17
372.04,1,1.83051E-17,1.83051E-17,3.7204,1.83051E-17
372.096,1,1.80534E-17,1.80534E-17,3.72096,1.80534E-17
372.151,1,4.73185E-17,4.73185E-17,3.72151,4.73185E-17
372.207,1,3.62944E-17,3.62944E-17,3.72207,3.62944E-17
372.262,1,1.14634E-17,1.14634E-17,3.72262,1.14634E-17
372.317,1,2.55545E-17,2.55545E-17,3.72317,2.55545E-17
372.373,1,2.1521E-17,2.1521E-17,3.72373,2.1521E-17
372.428,1,4.37157E-17,4.37157E-17,3.72428,4.37157E-17
372.484,1,1.30118E-17,1.30118E-17,3.72484,1.30118E-17
372.539,1,3.76179E-18,3.76179E-18,3.72539,3.76179E-18
372.595,1,1.59097E-17,1.59097E-17,3.72595,1.59097E-17
372.65,1,1.61939E-17,1.61939E-17,3.7265,1.61939E-17
372.705,1,1.06069E-17,1.06069E-17,3.72705,1.06069E-17
372.761,1,3.82529E-17,3.82529E-17,3.72761,3.82529E-17
372.816,1,3.94533E-17,3.94533E-17,3.72816,3.94533E-17
372.872,1,4.47705E-17,4.47705E-17,3.72872,4.47705E-17
372.927,1,2.54655E-17,2.54655E-17,3.72927,2.54655E-17
372.983,1,5.12544E-17,5.12544E-17,3.72983,5.12544E-17
373.038,1,6.97827E-17,6.97827E-17,3.73038,6.97827E-17
373.094,1,1.45599E-17,1.45599E-17,3.73094,1.45599E-17
373.149,1,1.80155E-17,1.80155E-17,3.73149,1.80155E-17
373.205,1,3.76073E-17,3.76073E-17,3.73205,3.76073E-17
373.26,1,4.60712E-17,4.60712E-17,3.7326,4.60712E-17
373.316,1,1.89862E-17,1.89862E-17,3.73316,1.89862E-17
373.371,1,4.65969E-18,4.65969E-18,3.73371,4.65969E-18
373.427,1,3.0818E-17,3.0818E-17,3.73427,3.0818E-17
373.482,1,8.29592E-17,8.29592E-17,3.73482,8.29592E-17
373.538,1,3.40397E-17,3.40397E-17,3.73538,3.40397E-17
373.593,1,2.30599E-17,2.30599E-17,3.73593,2.30599E-17
373.649,1,9.3708E-17,9.3708E-17,3.73649,9.3708E-17
373.704,1,5.85777E-17,5.85777E-17,3.73704,5.85777E-17
373.76,1,1.77E-17,1.77E-17,3.7376,1.77E-17
373.815,1,3.34898E-17,3.34898E-17,3.73815,3.34898E-17
373.871,1,3.85071E-17,3.85071E-17,3.73871,3.85071E-17
373.926,1,3.4299E-17,3.4299E-17,3.73926,3.4299E-17
373.982,1,1.60884E-17,1.60884E-17,3.73982,1.60884E-17
374.037,1,3.07667E-18,3.07667E-18,3.74037,3.07667E-18
374.093,1,4.6664E-17,4.6664E-17,3.74093,4.6664E-17
374.149,1,1.75968E-17,1.75968E-17,3.74149,1.75968E-17
374.204,1,3.18178E-17,3.18178E-17,3.74204,3.18178E-17
374.26,1,2.68148E-17,2.68148E-17,3.7426,2.68148E-17
374.315,1,5.69104E-17,5.69104E-17,3.74315,5.69104E-17
374.371,1,6.37922E-17,6.37922E-17,3.74371,6.37922E-17
374.426,1,2.36858E-18,2.36858E-18,3.74426,2.36858E-18
374.482,1,1.54618E-17,1.54618E-17,3.74482,1.54618E-17
374.537,1,6.40952E-17,6.40952E-17,3.74537,6.40952E-17
374.593,1,1.02874E-17,1.02874E-17,3.74593,1.02874E-17
374.649,1,1.46426E-17,1.46426E-17,3.74649,1.46426E-17
374.704,1,2.97473E-17,2.97473E-17,3.74704,2.97473E-17
374.76,1,2.61895E-17,2.61895E-17,3.7476,2.61895E-17
374.815,1,5.67611E-17,5.67611E-17,3.74815,5.67611E-17
374.871,1,2.96728E-17,2.96728E-17,3.74871,2.96728E-17
374.927,1,1.80825E-17,1.80825E-17,3.74927,1.80825E-17
374.982,1,5.65858E-17,5.65858E-17,3.74982,5.65858E-17
375.038,1,2.49614E-17,2.49614E-17,3.75038,2.49614E-17
375.094,1,1.58053E-17,1.58053E-17,3.75094,1.58053E-17
375.149,1,2.2631E-17,2.2631E-17,3.75149,2.2631E-17
375.205,1,3.66561E-17,3.66561E-17,3.75205,3.66561E-17
375.26,1,6.1308E-17,6.1308E-17,3.7526,6.1308E-17
375.316,1,1.18098E-17,1.18098E-17,3.75316,1.18098E-17
375.372,1,3.97097E-17,3.97097E-17,3.75372,3.97097E-17
375.427,1,4.684E-17,4.684E-17,3.75427,4.684E-17
375.483,1,6.04225E-17,6.04225E-17,3.75483,6.04225E-17
375.539,1,6.23426E-18,6.23426E-18,3.75539,6.23426E-18
375.594,1,7.44536E-17,7.44536E-17,3.75594,7.44536E-17
375.65,1,1.17017E-16,1.17017E-16,3.7565,1.17017E-16
375.706,1,1.7087E-17,1.7087E-17,3.75706,1.7087E-17
375.761,1,1.26756E-17,1.26756E-17,3.75761,1.26756E-17
375.817,1,4.18397E-17,4.18397E-17,3.75817,4.18397E-17
375.873,1,7.65815E-17,7.65815E-17,3.75873,7.65815E-17
375.928,1,2.18394E-17,2.18394E-17,3.75928,2.18394E-17
375.984,1,2.05305E-17,2.05305E-17,3.75984,2.05305E-17
376.04,1,7.23773E-17,7.23773E-17,3.7604,7.23773E-17
376.095,1,7.73834E-17,7.73834E-17,3.76095,7.73834E-17
376.151,1,4.35354E-17,4.35354E-17,3.76151,4.35354E-17
376.207,1,6.05502E-17,6.05502E-17,3.76207,6.05502E-17
376.263,1,3.72266E-17,3.72266E-17,3.76263,3.72266E-17
376.318,1,5.8828E-17,5.8828E-17,3.76318,5.8828E-17
376.374,1,7.75157E-17,7.75157E-17,3.76374,7.75157E-17
376.43,1,4.1207E-17,4.1207E-17,3.7643,4.1207E-17
376.485,1,4.92833E-17,4.92833E-17,3.76485,4.92833E-17
376.541,1,3.08976E-17,3.08976E-17,3.76541,3.08976E-17
376.597,1,8.55746E-17,8.55746E-17,3.76597,8.55746E-17
376.653,1,1.75656E-17,1.75656E-17,3.76653,1.75656E-17
376.708,1,2.99892E-17,2.99892E-17,3.76708,2.99892E-17
376.764,1,8.6109E-17,8.6109E-17,3.76764,8.6109E-17
376.82,1,1.43797E-17,1.43797E-17,3.7682,1.43797E-17
376.876,1,8.08686E-17,8.08686E-17,3.76876,8.08686E-17
376.931,1,6.10939E-17,6.10939E-17,3.76931,6.10939E-17
376.987,1,1.34418E-16,1.34418E-16,3.76987,1.34418E-16
377.043,1,3.71817E-17,3.71817E-17,3.77043,3.71817E-17
377.099,1,6.87144E-18,6.87144E-18,3.77099,6.87144E-18
377.154,1,5.57042E-17,5.57042E-17,3.77154,5.57042E-17
377.21,1,7.06954E-17,7.06954E-17,3.7721,7.06954E-17
377.266,1,2.35769E-17,2.35769E-17,3.77266,2.35769E-17
377.322,1,7.16354E-17,7.16354E-17,3.77322,7.16354E-17
377.378,1,1.26206E-16,1.26206E-16,3.77378,1.26206E-16
377.433,1,9.49036E-17,9.49036E-17,3.77433,9.49036E-17
377.489,1,5.32302E-17,5.32302E-17,3.77489,5.32302E-17
377.545,1,2.22606E-17,2.22606E-17,3.77545,2.22606E-17
377.601,1,1.06344E-16,1.06344E-16,3.77601,1.06344E-16
377.657,1,1.55021E-17,1.55021E-17,3.77657,1.55021E-17
377.712,1,2.14728E-17,2.14728E-17,3.77712,2.14728E-17
377.768,1,6.31684E-17,6.31684E-17,3.77768,6.31684E-17
377.824,1,2.06728E-17,2.06728E-17,3.77824,2.06728E-17
377.88,1,8.54034E-17,8.54034E-17,3.7788,8.54034E-17
377.936,1,2.70423E-17,2.70423E-17,3.77936,2.70423E-17
377.992,1,7.01074E-17,7.01074E-17,3.77992,7.01074E-17
378.047,1,1.23391E-16,1.23391E-16,3.78047,1.23391E-16
378.103,1,4.4601E-17,4.4601E-17,3.78103,4.4601E-17
378.159,1,3.27601E-17,3.27601E-17,3.78159,3.27601E-17
378.215,1,3.40676E-17,3.40676E-17,3.78215,3.40676E-17
378.271,1,1.57427E-16,1.57427E-16,3.78271,1.57427E-16
378.327,1,4.9676E-17,4.9676E-17,3.78327,4.9676E-17
378.383,1,4.46523E-17,4.46523E-17,3.78383,4.46523E-17
378.438,1,5.77063E-17,5.77063E-17,3.78438,5.77063E-17
378.494,1,1.24813E-16,1.24813E-16,3.78494,1.24813E-16
378.55,1,8.10139E-17,8.10139E-17,3.7855,8.10139E-17
378.606,1,4.45173E-17,4.45173E-17,3.78606,4.45173E-17
378.662,1,7.13242E-17,7.13242E-17,3.78662,7.13242E-17
378.718,1,2.17574E-16,2.17574E-16,3.78718,2.17574E-16
378.774,1,5.53975E-17,5.53975E-17,3.78774,5.53975E-17
378.83,1,1.91496E-17,1.91496E-17,3.7883,1.91496E-17
378.886,1,1.03122E-16,1.03122E-16,3.78886,1.03122E-16
378.941,1,5.46016E-17,5.46016E-17,3.78941,5.46016E-17
378.997,1,1.2924E-17,1.2924E-17,3.78997,1.2924E-17
379.053,1,2.31543E-17,2.31543E-17,3.79053,2.31543E-17
379.109,1,1.22871E-16,1.22871E-16,3.79109,1.22871E-16
379.165,1,4.78581E-17,4.78581E-17,3.79165,4.78581E-17
379.221,1,8.59133E-18,8.59133E-18,3.79221,8.59133E-18
379.277,1,2.50489E-17,2.50489E-17,3.79277,2.50489E-17
379.333,1,6.06161E-17,6.06161E-17,3.79333,6.06161E-17
379.389,1,7.82251E-17,7.82251E-17,3.79389,7.82251E-17
379.445,1,1.61242E-16,1.61242E-16,3.79445,1.61242E-16
379.501,1,1.21725E-17,1.21725E-17,3.79501,1.21725E-17
379.557,1,1.00551E-16,1.00551E-16,3.79557,1.00551E-16
379.613,1,7.78619E-17,7.78619E-17,3.79613,7.78619E-17
379.669,1,4.78696E-17,4.78696E-17,3.79669,4.78696E-17
379.725,1,4.17465E-17,4.17465E-17,3.79725,4.17465E-17
379.781,1,8.60735E-17,8.60735E-17,3.79781,8.60735E-17
379.837,1,2.53983E-17,2.53983E-17,3.79837,2.53983E-17
379.893,1,3.58932E-17,3.58932E-17,3.79893,3.58932E-17
379.949,1,3.20088E-17,3.20088E-17,3.79949,3.20088E-17
380.005,1,7.51286E-17,7.51286E-17,3.80005,7.51286E-17
380.06,1,5.01319E-17,5.01319E-17,3.8006,5.01319E-17
380.116,1,2.8427E-17,2.8427E-17,3.80116,2.8427E-17
380.172,1,2.2992E-17,2.2992E-17,3.80172,2.2992E-17
380.228,1,1.05409E-16,1.05409E-16,3.80228,1.05409E-16
380.284,1,6.04957E-17,6.04957E-17,3.80284,6.04957E-17
380.341,1,1.83655E-17,1.83655E-17,3.80341,1.83655E-17
380.397,1,6.56243E-17,6.56243E-17,3.80397,6.56243E-17
380.453,1,1.8881E-16,1.8881E-16,3.80453,1.8881E-16
380.509,1,8.03505E-17,8.03505E-17,3.80509,8.03505E-17
380.565,1,1.10477E-16,1.10477E-16,3.80565,1.10477E-16
380.621,1,8.20256E-17,8.20256E-17,3.80621,8.20256E-17
380.677,1,1.21939E-16,1.21939E-16,3.80677,1.21939E-16
380.733,1,7.04397E-17,7.04397E-17,3.80733,7.04397E-17
380.789,1,5.31277E-17,5.31277E-17,3.80789,5.31277E-17
380.845,1,3.70297E-17,3.70297E-17,3.80845,3.70297E-17
380.901,1,4.07093E-17,4.07093E-17,3.80901,4.07093E-17
380.957,1,1.37536E-16,1.37536E-16,3.80957,1.37536E-16
381.013,1,1.62882E-16,1.62882E-16,3.81013,1.62882E-16
381.069,1,1.46288E-16,1.46288E-16,3.81069,1.46288E-16
381.125,1,6.41456E-17,6.41456E-17,3.81125,6.41456E-17
381.181,1,1.11779E-16,1.11779E-16,3.81181,1.11779E-16
381.237,1,3.039E-17,3.039E-17,3.81237,3.039E-17
381.293,1,1.08451E-17,1.08451E-17,3.81293,1.08451E-17
381.349,1,4.06234E-17,4.06234E-17,3.81349,4.06234E-17
381.405,1,7.9934E-17,7.9934E-17,3.81405,7.9934E-17
381.462,1,1.04447E-16,1.04447E-16,3.81462,1.04447E-16
381.518,1,4.40568E-17,4.40568E-17,3.81518,4.40568E-17
381.574,1,2.4105E-16,2.4105E-16,3.81574,2.4105E-16
381.63,1,3.76751E-17,3.76751E-17,3.8163,3.76751E-17
381.686,1,1.04175E-17,1.04175E-17,3.81686,1.04175E-17
381.742,1,1.35896E-16,1.35896E-16,3.81742,1.35896E-16
381.798,1,1.10817E-16,1.10817E-16,3.81798,1.10817E-16
381.854,1,8.62485E-17,8.62485E-17,3.81854,8.62485E-17
381.91,1,8.91856E-17,8.91856E-17,3.8191,8.91856E-17
381.967,1,9.77182E-17,9.77182E-17,3.81967,9.77182E-17
382.023,1,7.57491E-17,7.57491E-17,3.82023,7.57491E-17
382.079,1,1.84813E-16,1.84813E-16,3.82079,1.84813E-16
382.135,1,2.9031E-17,2.9031E-17,3.82135,2.9031E-17
382.191,1,5.73511E-17,5.73511E-17,3.82191,5.73511E-17
382.247,1,6.99183E-17,6.99183E-17,3.82247,6.99183E-17
382.303,1,1.59608E-16,1.59608E-16,3.82303,1.59608E-16
382.36,1,8.90484E-17,8.90484E-17,3.8236,8.90484E-17
382.416,1,1.01874E-16,1.01874E-16,3.82416,1.01874E-16
382.472,1,1.15036E-16,1.15036E-16,3.82472,1.15036E-16
382.528,1,1.93218E-17,1.93218E-17,3.82528,1.93218E-17
382.584,1,4.01379E-17,4.01379E-17,3.82584,4.01379E-17
382.64,1,1.13252E-16,1.13252E-16,3.8264,1.13252E-16
382.697,1,1.19681E-16,1.19681E-16,3.82697,1.19681E-16
382.753,1,1.15855E-16,1.15855E-16,3.82753,1.15855E-16
382.809,1,5.21161E-17,5.21161E-17,3.82809,5.21161E-17
382.865,1,9.74221E-17,9.74221E-17,3.82865,9.74221E-17
382.921,1,2.36797E-16,2.36797E-16,3.82921,2.36797E-16
382.978,1,9.72716E-17,9.72716E-17,3.82978,9.72716E-17
383.034,1,3.33651E-17,3.33651E-17,3.83034,3.33651E-17
383.09,1,1.04765E-16,1.04765E-16,3.8309,1.04765E-16
383.146,1,5.49797E-17,5.49797E-17,3.83146,5.49797E-17
383.203,1,2.19559E-17,2.19559E-17,3.83203,2.19559E-17
383.259,1,1.57159E-16,1.57159E-16,3.83259,1.57159E-16
383.315,1,8.08696E-17,8.08696E-17,3.83315,8.08696E-17
383.371,1,6.80262E-17,6.80262E-17,3.83371,6.80262E-17
383.427,1,1.44701E-16,1.44701E-16,3.83427,1.44701E-16
383.484,1,1.29246E-16,1.29246E-16,3.83484,1.29246E-16
383.54,1,2.00984E-17,2.00984E-17,3.8354,2.00984E-17
383.596,1,2.72238E-16,2.72238E-16,3.83596,2.72238E-16
383.652,1,9.56239E-17,9.56239E-17,3.83652,9.56239E-17
383.709,1,8.88464E-17,8.88464E-17,3.83709,8.88464E-17
383.765,1,2.10145E-16,2.10145E-16,3.83765,2.10145E-16
383.821,1,2.76037E-16,2.76037E-16,3.83821,2.76037E-16
383.877,1,6.33946E-17,6.33946E-17,3.83877,6.33946E-17
383.934,1,2.33486E-16,2.33486E-16,3.83934,2.33486E-16
383.99,1,2.10218E-16,2.10218E-16,3.8399,2.10218E-16
384.046,1,2.31423E-17,2.31423E-17,3.84046,2.31423E-17
384.103,1,5.2794E-17,5.2794E-17,3.84103,5.2794E-17
384.159,1,1.81184E-16,1.81184E-16,3.84159,1.81184E-16
384.215,1,1.72114E-16,1.72114E-16,3.84215,1.72114E-16
384.272,1,1.33398E-16,1.33398E-16,3.84272,1.33398E-16
384.328,1,4.06794E-17,4.06794E-17,3.84328,4.06794E-17
384.384,1,3.90067E-16,3.90067E-16,3.84384,3.90067E-16
384.44,1,7.44066E-17,7.44066E-17,3.8444,7.44066E-17
384.497,1,1.40002E-16,1.40002E-16,3.84497,1.40002E-16
384.553,1,8.52614E-17,8.52614E-17,3.84553,8.52614E-17
384.609,1,4.92942E-17,4.92942E-17,3.84609,4.92942E-17
384.666,1,2.57362E-16,2.57362E-16,3.84666,2.57362E-16
384.722,1,3.56042E-17,3.56042E-17,3.84722,3.56042E-17
384.778,1,4.1775E-17,4.1775E-17,3.84778,4.1775E-17
384.835,1,2.12503E-16,2.12503E-16,3.84835,2.12503E-16
384.891,1,2.28934E-16,2.28934E-16,3.84891,2.28934E-16
384.947,1,1.12718E-16,1.12718E-16,3.84947,1.12718E-16
385.004,1,1.19941E-16,1.19941E-16,3.85004,1.19941E-16
385.06,1,5.01765E-16,5.01765E-16,3.8506,5.01765E-16
385.116,1,3.83757E-16,3.83757E-16,3.85116,3.83757E-16
385.173,1,5.55435E-17,5.55435E-17,3.85173,5.55435E-17
385.229,1,1.68786E-16,1.68786E-16,3.85229,1.68786E-16
385.286,1,3.45662E-16,3.45662E-16,3.85286,3.45662E-16
385.342,1,1.52343E-16,1.52343E-16,3.85342,1.52343E-16
385.398,1,3.88413E-17,3.88413E-17,3.85398,3.88413E-17
385.455,1,1.90918E-16,1.90918E-16,3.85455,1.90918E-16
385.511,1,1.92464E-16,1.92464E-16,3.85511,1.92464E-16
385.568,1,6.30118E-17,6.30118E-17,3.85568,6.30118E-17
385.624,1,2.71931E-17,2.71931E-17,3.85624,2.71931E-17
385.68,1,1.02561E-16,1.02561E-16,3.8568,1.02561E-16
385.737,1,2.83475E-16,2.83475E-16,3.85737,2.83475E-16
385.793,1,1.83953E-16,1.83953E-16,3.85793,1.83953E-16
385.85,1,8.5981E-17,8.5981E-17,3.8585,8.5981E-17
385.906,1,2.36947E-16,2.36947E-16,3.85906,2.36947E-16
385.962,1,3.33441E-16,3.33441E-16,3.85962,3.33441E-16
386.019,1,2.59915E-16,2.59915E-16,3.86019,2.59915E-16
386.075,1,7.16411E-17,7.16411E-17,3.86075,7.16411E-17
386.132,1,3.87908E-17,3.87908E-17,3.86132,3.87908E-17
386.188,1,2.97742E-16,2.97742E-16,3.86188,2.97742E-16
386.245,1,6.78132E-17,6.78132E-17,3.86245,6.78132E-17
386.301,1,3.38144E-17,3.38144E-17,3.86301,3.38144E-17
386.357,1,2.67054E-16,2.67054E-16,3.86357,2.67054E-16
386.414,1,2.79196E-16,2.79196E-16,3.86414,2.79196E-16
386.47,1,7.79646E-17,7.79646E-17,3.8647,7.79646E-17
386.527,1,2.28245E-17,2.28245E-17,3.86527,2.28245E-17
386.583,1,2.91532E-16,2.91532E-16,3.86583,2.91532E-16
386.64,1,3.96292E-16,3.96292E-16,3.8664,3.96292E-16
386.696,1,1.42409E-16,1.42409E-16,3.86696,1.42409E-16
386.753,1,7.16466E-17,7.16466E-17,3.86753,7.16466E-17
386.809,1,2.19727E-16,2.19727E-16,3.86809,2.19727E-16
386.866,1,2.37851E-16,2.37851E-16,3.86866,2.37851E-16
386.922,1,1.1862E-16,1.1862E-16,3.86922,1.1862E-16
386.979,1,6.55912E-17,6.55912E-17,3.86979,6.55912E-17
387.035,1,3.23793E-16,3.23793E-16,3.87035,3.23793E-16
387.092,1,3.75489E-16,3.75489E-16,3.87092,3.75489E-16
387.148,1,6.25793E-17,6.25793E-17,3.87148,6.25793E-17
387.205,1,1.37091E-16,1.37091E-16,3.87205,1.37091E-16
387.261,1,4.11694E-16,4.11694E-16,3.87261,4.11694E-16
387.318,1,4.27915E-16,4.27915E-16,3.87318,4.27915E-16
387.374,1,1.4904E-16,1.4904E-16,3.87374,1.4904E-16
387.431,1,1.17475E-16,1.17475E-16,3.87431,1.17475E-16
387.487,1,2.43689E-16,2.43689E-16,3.87487,2.43689E-16
387.544,1,5.8911E-16,5.8911E-16,3.87544,5.8911E-16
387.6,1,4.55383E-16,4.55383E-16,3.876,4.55383E-16
387.657,1,4.45082E-17,4.45082E-17,3.87657,4.45082E-17
387.714,1,8.13127E-16,8.13127E-16,3.87714,8.13126999999999E-16
387.77,1,2.39228E-16,2.39228E-16,3.8777,2.39228E-16
387.827,1,7.35957E-17,7.35957E-17,3.87827,7.35957E-17
387.883,1,1.54923E-17,1.54923E-17,3.87883,1.54923E-17
387.94,1,2.33745E-16,2.33745E-16,3.8794,2.33745E-16
387.996,1,4.16711E-16,4.16711E-16,3.87996,4.16711E-16
388.053,1,1.95471E-16,1.95471E-16,3.88053,1.95471E-16
388.11,1,6.58724E-17,6.58724E-17,3.8811,6.58724E-17
388.166,1,3.3515E-16,3.3515E-16,3.88166,3.3515E-16
388.223,1,3.31509E-16,3.31509E-16,3.88223,3.31509E-16
388.279,1,1.2383E-16,1.2383E-16,3.88279,1.2383E-16
388.336,1,2.72533E-16,2.72533E-16,3.88336,2.72533E-16
388.392,1,4.90449E-16,4.90449E-16,3.88392,4.90449E-16
388.449,1,1.10557E-15,1.10557E-15,3.88449,1.10557E-15
388.506,1,3.2835E-16,3.2835E-16,3.88506,3.2835E-16
388.562,1,3.56325E-16,3.56325E-16,3.88562,3.56325E-16
388.619,1,4.13756E-16,4.13756E-16,3.88619,4.13756E-16
388.676,1,3.91959E-16,3.91959E-16,3.88676,3.91959E-16
388.732,1,2.53272E-16,2.53272E-16,3.88732,2.53272E-16
388.789,1,1.02328E-16,1.02328E-16,3.88789,1.02328E-16
388.845,1,4.30432E-16,4.30432E-16,3.88845,4.30432E-16
388.902,1,3.44398E-16,3.44398E-16,3.88902,3.44398E-16
388.959,1,3.25565E-17,3.25565E-17,3.88959,3.25565E-17
389.015,1,2.84394E-16,2.84394E-16,3.89015,2.84394E-16
389.072,1,3.58225E-16,3.58225E-16,3.89072,3.58225E-16
389.129,1,1.47358E-16,1.47358E-16,3.89129,1.47358E-16
389.185,1,1.57202E-16,1.57202E-16,3.89185,1.57202E-16
389.242,1,1.4005E-17,1.4005E-17,3.89242,1.4005E-17
389.299,1,5.05223E-16,5.05223E-16,3.89299,5.05223E-16
389.355,1,3.41574E-16,3.41574E-16,3.89355,3.41574E-16
389.412,1,9.61919E-17,9.61919E-17,3.89412,9.61919E-17
389.469,1,7.71101E-17,7.71101E-17,3.89469,7.71101E-17
389.525,1,5.80878E-16,5.80878E-16,3.89525,5.80878E-16
389.582,1,4.77774E-16,4.77774E-16,3.89582,4.77774E-16
389.639,1,3.55058E-16,3.55058E-16,3.89639,3.55058E-16
389.695,1,4.10795E-16,4.10795E-16,3.89695,4.10795E-16
389.752,1,4.49253E-16,4.49253E-16,3.89752,4.49253E-16
389.809,1,4.12724E-16,4.12724E-16,3.89809,4.12724E-16
389.866,1,1.10818E-16,1.10818E-16,3.89866,1.10818E-16
389.922,1,2.84985E-16,2.84985E-16,3.89922,2.84985E-16
389.979,1,5.05444E-16,5.05444E-16,3.89979,5.05444E-16
390.036,1,2.45929E-16,2.45929E-16,3.90036,2.45929E-16
390.092,1,4.08704E-16,4.08704E-16,3.90092,4.08704E-16
390.149,1,3.87851E-17,3.87851E-17,3.90149,3.87851E-17
390.206,1,8.62579E-16,8.62579E-16,3.90206,8.62578999999999E-16
390.263,1,4.73066E-16,4.73066E-16,3.90263,4.73066E-16
390.319,1,8.63906E-17,8.63906E-17,3.90319,8.63906E-17
390.376,1,5.07759E-18,5.07759E-18,3.90376,5.07759E-18
390.433,1,5.97884E-16,5.97884E-16,3.90433,5.97884E-16
