t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
95,0.970107,7.3343e-29,1.6609e-28,4.74521e-28,5.72945e-29,8.56853e-29,1.8625e-28,1.37858e-28,1.58906e-28
96,0.970915,6.43457e-29,1.82886e-28,5.74521e-28,5.4476e-29,7.64263e-29,2.06152e-28,1.23995e-28,1.692e-28
97,0.971767,7.21861e-29,1.77339e-28,5.73137e-28,5.425e-29,7.0121e-29,2.38217e-28,1.26958e-28,1.63647e-28
98,0.972661,8.18524e-29,1.59173e-28,5.70836e-28,5.32396e-29,5.84776e-29,2.68448e-28,9.73061e-29,1.72785e-28
99,0.973593,7.04279e-29,1.52348e-28,6.49825e-28,3.57581e-29,4.63094e-29,3.1924e-28,8.9749e-29,1.48871e-28
100,0.974559,6.41847e-29,1.55896e-28,7.41486e-28,4.5246e-29,2.92473e-29,3.26012e-28,6.49249e-29,1.38408e-28
101,0.975554,6.99262e-29,1.28094e-28,7.17417e-28,4.88982e-29,2.31919e-29,3.27471e-28,4.38426e-29,1.42179e-28
102,0.976574,8.38193e-29,1.27351e-28,7.50651e-28,3.80878e-29,2.19616e-29,3.11591e-28,2.84635e-29,1.74345e-28
103,0.977616,9.34923e-29,1.01132e-28,7.56592e-28,3.5804e-29,1.1669e-29,3.16959e-28,1.69505e-29,1.45938e-28
104,0.978674,1.04722e-28,9.96273e-29,7.79302e-28,3.1051e-29,9.15291e-30,3.10935e-28,3.57549e-30,1.36675e-28
105,0.979744,8.32328e-29,1.01985e-28,8.45083e-28,3.02899e-29,3.32874e-30,2.76744e-28,1.4496e-30,1.28619e-28
106,0.980822,1.1644e-28,8.45916e-29,8.78137e-28,3.57981e-29,6.6159e-31,2.42208e-28,8.08359e-31,1.3523e-28
107,0.981904,1.05797e-28,7.91278e-29,9.53044e-28,2.78031e-29,-3.53275e-31,2.12624e-28,8.12114e-31,1.34886e-28
108,0.982985,1.24263e-28,6.20807e-29,9.44637e-28,2.81774e-29,-1.32201e-30,1.73768e-28,-1.7015e-31,1.14711e-28
109,0.984063,1.09067e-28,5.34985e-29,1.0066e-27,2.60232e-29,-1.73393e-30,1.63099e-28,7.47092e-30,9.90305e-29
110,0.985132,1.12394e-28,5.29468e-29,1.10693e-27,3.59248e-29,-2.59836e-30,1.21414e-28,3.0255e-30,9.32126e-29
111,0.986191,1.25609e-28,5.55013e-29,1.04195e-27,2.82424e-29,-1.64575e-30,9.82197e-29,4.44148e-30,9.14415e-29
112,0.987235,1.20728e-28,4.01646e-29,1.14837e-27,1.80215e-29,-2.03691e-30,8.85327e-29,4.50287e-30,7.85017e-29
113,0.988262,1.20285e-28,5.34284e-29,1.22845e-27,1.907e-29,-6.26396e-31,6.45873e-29,3.05722e-30,6.96366e-29
114,0.98927,1.29101e-28,3.79449e-29,1.23456e-27,3.8967e-29,2.13246e-30,5.69526e-29,1.08436e-31,6.11183e-29
115,0.990255,1.27954e-28,4.91755e-29,1.16155e-27,3.42647e-29,6.05922e-31,4.50914e-29,4.91426e-31,5.17693e-29
116,0.991216,1.48362e-28,5.28683e-29,1.21351e-27,1.84879e-29,8.65582e-30,4.3819e-29,7.68433e-30,4.42647e-29
117,0.992152,1.21977e-28,3.75112e-29,1.32509e-27,1.2957e-29,1.10837e-29,3.77934e-29,8.97661e-30,4.72686e-29
118,0.993061,1.6033e-28,5.35759e-29,1.22929e-27,2.68711e-29,2.61791e-29,3.87305e-29,1.63143e-29,5.22163e-29
119,0.993942,1.69597e-28,6.23746e-29,1.13351e-27,3.63662e-29,3.23243e-29,3.46807e-29,3.33969e-29,4.73007e-29
120,0.994795,1.85292e-28,4.42897e-29,1.17674e-27,2.27072e-29,4.94357e-29,3.5953e-29,3.73229e-29,5.89933e-29
121,0.995618,1.87143e-28,4.92157e-29,1.2176e-27,1.31671e-29,5.41738e-29,4.78114e-29,5.24393e-29,6.46933e-29
122,0.996413,1.56509e-28,4.86222e-29,1.15441e-27,1.7506e-29,6.0222e-29,4.77678e-29,8.88752e-29,6.58728e-29
123,0.997178,2.25032e-28,3.6838e-29,1.06569e-27,1.44826e-29,9.76887e-29,7.49011e-29,8.79975e-29,6.49767e-29
124,0.997914,2.4691e-28,4.79503e-29,1.10456e-27,2.07042e-29,1.04065e-28,9.46163e-29,1.08232e-28,7.61807e-29
125,0.998623,2.25487e-28,3.26188e-29,9.96635e-28,1.63594e-29,1.12001e-28,1.13248e-28,1.07057e-28,9.299e-29
126,0.999303,2.59902e-28,2.65764e-29,9.84423e-28,1.87984e-29,1.11761e-28,1.2666e-28,1.1731e-28,9.2297e-29
127,0.999957,3.28687e-28,5.367e-29,1.05298e-27,6.61079e-30,1.32719e-28,1.69245e-28,1.04108e-28,9.5773e-29
128,1.00058,3.15387e-28,6.2773e-29,9.26784e-28,1.18592e-29,1.25655e-28,2.01656e-28,7.33401e-29,1.12609e-28
129,1.00119,3.58602e-28,6.74114e-29,1.00637e-27,5.14672e-30,1.16501e-28,2.21756e-28,7.6998e-29,1.16617e-28
130,1.00177,4.14954e-28,6.47095e-29,7.76714e-28,5.04665e-30,1.24907e-28,2.29112e-28,5.19969e-29,9.87208e-29
131,1.00232,4.2289e-28,9.27252e-29,8.12906e-28,3.70057e-31,9.87841e-29,2.35331e-28,4.54084e-29,1.02087e-28
132,1.00286,4.50816e-28,1.04667e-28,7.24207e-28,2.96725e-31,9.10923e-29,2.64023e-28,2.45842e-29,1.16984e-28
133,1.00338,5.6817e-28,1.42723e-28,7.07268e-28,-7.85749e-31,7.77138e-29,2.67609e-28,1.46969e-29,1.06549e-28
134,1.00387,5.43158e-28,9.24883e-29,7.2239e-28,-2.54709e-30,4.49768e-29,2.29177e-28,7.10113e-30,1.08648e-28
135,1.00435,6.01788e-28,1.00655e-28,6.78828e-28,-7.70753e-31,5.11041e-29,2.1846e-28,1.62752e-29,1.0347e-28
136,1.00481,6.09442e-28,1.09802e-28,6.43456e-28,-2.97884e-31,3.68816e-29,1.96134e-28,1.72676e-29,9.21389e-29
137,1.00526,6.91684e-28,1.54512e-28,5.65829e-28,2.77469e-30,3.78195e-29,1.70318e-28,2.31345e-29,8.77761e-29
138,1.00569,6.98044e-28,1.57816e-28,6.34837e-28,6.81411e-30,2.74182e-29,1.44333e-28,3.77631e-29,6.28046e-29
139,1.00611,7.87401e-28,1.27634e-28,6.26441e-28,1.76936e-29,2.53268e-29,1.19151e-28,5.48965e-29,7.23177e-29
140,1.00651,7.74258e-28,1.55462e-28,5.67922e-28,2.45631e-29,2.18264e-29,1.01688e-28,4.82434e-29,6.48244e-29
141,1.0069,8.53493e-28,1.57657e-28,5.97958e-28,3.88056e-29,2.04914e-29,7.2022e-29,4.75437e-29,3.93701e-29
142,1.00727,9.31341e-28,2.08333e-28,5.72174e-28,6.15799e-29,3.04688e-29,4.84568e-29,5.15019e-29,3.3148e-29
143,1.00763,9.70546e-28,2.35264e-28,5.5181e-28,8.33658e-29,3.2257e-29,4.1028e-29,5.40228e-29,3.64026e-29
144,1.00798,1.03426e-27,1.85487e-28,6.06816e-28,9.051e-29,5.33827e-29,2.39925e-29,6.80933e-29,3.71128e-29
145,1.00831,9.39362e-28,1.6748e-28,5.65948e-28,1.24383e-28,6.33215e-29,1.84485e-29,4.63943e-29,2.72267e-29
146,1.00862,1.07475e-27,1.40946e-28,5.93377e-28,1.46529e-28,7.77649e-29,1.04549e-29,3.5277e-29,2.39255e-29
147,1.00892,1.1359e-27,1.32982e-28,5.4684e-28,1.55665e-28,6.77117e-29,2.63086e-30,5.15891e-29,3.17296e-29
148,1.0092,1.11358e-27,1.0463e-28,5.93996e-28,2.19115e-28,8.4003e-29,1.52669e-30,5.68831e-29,3.92306e-29
149,1.00946,1.12869e-27,4.92365e-29,5.84868e-28,2.11107e-28,1.23264e-28,1.35869e-30,5.86769e-29,4.03464e-29
150,1.0097,1.15874e-27,7.92902e-29,6.02647e-28,2.20196e-28,1.22024e-28,-1.47107e-30,7.17647e-29,5.07552e-29
151,1.00992,1.10667e-27,2.28326e-29,5.49502e-28,2.43724e-28,1.28751e-28,2.86204e-30,8.87237e-29,4.67253e-29
152,1.01012,1.16573e-27,2.75399e-29,5.23051e-28,2.38114e-28,1.51764e-28,4.69893e-30,1.0494e-28,4.60447e-29
153,1.01029,1.04866e-27,-2.29117e-29,5.97754e-28,2.47937e-28,1.99407e-28,4.95666e-30,1.17691e-28,5.73575e-29
154,1.01044,9.86511e-28,-1.24743e-29,5.80897e-28,2.19522e-28,2.36534e-28,1.45146e-29,1.40121e-28,6.08671e-29
155,1.01055,9.69669e-28,-2.97216e-29,5.5887e-28,2.37033e-28,2.12955e-28,2.38994e-29,1.18486e-28,6.02727e-29
156,1.01064,9.58563e-28,-4.28264e-29,5.05417e-28,2.20137e-28,2.38531e-28,3.43419e-29,1.25355e-28,5.70937e-29
157,1.01071,9.38277e-28,-7.77195e-29,5.41535e-28,1.74445e-28,2.99362e-28,3.71021e-29,1.1031e-28,6.40405e-29
158,1.01074,7.63309e-28,-6.1769e-29,4.61847e-28,1.46385e-28,3.27852e-28,4.75728e-29,8.51297e-29,5.42367e-29
159,1.01073,7.97998e-28,-8.32387e-29,5.38165e-28,1.5873e-28,3.40985e-28,4.27754e-29,8.17023e-29,5.69164e-29
160,1.0107,6.56975e-28,-3.56623e-29,4.84081e-28,1.03734e-28,3.71343e-28,4.89459e-29,6.12448e-29,4.52376e-29
161,1.01063,6.13546e-28,-3.64133e-29,4.02261e-28,8.09025e-29,4.13945e-28,4.99113e-29,4.99111e-29,4.65949e-29
162,1.01053,6.44408e-28,-6.82934e-29,3.91785e-28,5.04153e-29,4.36082e-28,4.06548e-29,3.76332e-29,3.45776e-29
163,1.0104,5.77935e-28,1.31512e-29,3.647e-28,4.08667e-29,4.71128e-28,3.48991e-29,4.45991e-29,2.88361e-29
164,1.01023,5.07726e-28,2.26946e-29,3.48976e-28,3.58187e-29,4.77327e-28,1.85767e-29,7.62672e-29,1.8834e-29
165,1.01002,5.38465e-28,-7.89538e-30,3.38688e-28,1.66085e-29,4.98727e-28,1.42319e-29,8.92291e-29,1.03211e-29
166,1.00979,5.44332e-28,-2.94355e-31,2.83016e-28,1.68082e-29,4.78133e-28,1.03622e-29,1.40936e-28,4.23427e-30
167,1.00952,5.47906e-28,4.50091e-29,2.47581e-28,4.33302e-30,4.37333e-28,1.91132e-30,1.92188e-28,5.83737e-31
168,1.00921,5.32222e-28,7.88744e-29,2.97788e-28,3.25528e-30,4.5427e-28,5.89131e-30,1.95313e-28,1.77232e-30
169,1.00888,5.73934e-28,6.19397e-29,2.43733e-28,4.43266e-30,4.06613e-28,1.88213e-29,2.37839e-28,3.60449e-30
170,1.00851,7.06659e-28,7.14685e-29,1.94076e-28,-2.44441e-31,3.46051e-28,3.37338e-29,2.49861e-28,1.31252e-29
171,1.00811,7.72484e-28,1.02306e-28,1.44217e-28,-1.88323e-30,3.28817e-28,5.79942e-29,2.61637e-28,2.13974e-29
172,1.00768,7.19713e-28,7.04241e-29,1.48383e-28,-1.87581e-30,2.78329e-28,7.79106e-29,2.47247e-28,3.87363e-29
173,1.00723,7.69246e-28,8.19285e-29,1.28686e-28,3.50696e-30,2.567e-28,1.09198e-28,2.46906e-28,5.18063e-29
174,1.00675,1.08214e-27,8.85181e-29,1.5378e-28,7.04532e-30,2.26898e-28,1.38551e-28,2.02119e-28,6.4901e-29
175,1.00624,9.89304e-28,1.02387e-28,7.48587e-29,2.35289e-30,1.95348e-28,1.99797e-28,1.61404e-28,1.14903e-28
176,1.00571,1.19617e-27,4.01976e-29,5.10667e-29,1.29502e-29,1.45842e-28,2.05154e-28,1.26462e-28,1.0117e-28
177,1.00515,1.10987e-27,6.77906e-29,6.82817e-29,2.5325e-29,1.37223e-28,2.64475e-28,9.35558e-29,1.24762e-28
178,1.00458,1.57934e-27,8.11274e-29,2.85125e-29,3.24219e-29,1.38485e-28,2.70612e-28,6.57372e-29,1.54141e-28
179,1.00398,1.41249e-27,2.75199e-29,2.91703e-29,4.24232e-29,1.0683e-28,2.97644e-28,4.37961e-29,1.71278e-28
180,1.00337,1.66452e-27,4.50741e-29,2.41555e-29,5.20244e-29,1.2295e-28,3.02236e-28,6.19625e-29,1.69748e-28
181,1.00274,1.59699e-27,2.68791e-29,1.47288e-29,6.48276e-29,7.19235e-29,3.09135e-28,7.93468e-29,1.72781e-28
182,1.0021,1.81754e-27,3.28538e-29,1.80062e-29,9.25966e-29,8.92432e-29,2.99567e-28,1.12435e-28,1.74251e-28
183,1.00145,1.83323e-27,2.64899e-29,2.11195e-29,1.14808e-28,8.84619e-29,2.75641e-28,1.25283e-28,1.71368e-28
184,1.00078,1.99033e-27,4.22176e-29,1.99724e-29,1.12832e-28,7.21269e-29,2.51056e-28,1.60655e-28,1.63276e-28
185,1.00011,1.87503e-27,3.00785e-29,3.63394e-29,1.01627e-28,7.31448e-29,2.33559e-28,1.61974e-28,1.65892e-28
186,0.999424,2.008e-27,1.75367e-29,3.90989e-29,1.22448e-28,7.80068e-29,1.8548e-28,1.80643e-28,1.5222e-28
187,0.998737,1.81339e-27,5.09012e-29,4.27942e-29,1.74029e-28,6.27037e-29,1.60903e-28,1.71814e-28,1.36945e-28
188,0.998045,1.65929e-27,4.01336e-29,5.07492e-29,1.53288e-28,5.08634e-29,1.33855e-28,1.10969e-28,1.3302e-28
189,0.99735,1.65408e-27,2.19963e-29,6.43186e-29,1.67962e-28,4.85733e-29,1.08276e-28,1.22018e-28,1.2104e-28
190,0.996653,2.29266e-27,4.32595e-29,5.51195e-29,1.68639e-28,4.55045e-29,9.70209e-29,7.33261e-29,1.21221e-28
191,0.995956,2.09953e-27,6.0932e-29,4.36933e-29,1.50607e-28,4.28421e-29,7.22138e-29,4.07476e-29,1.42931e-28
192,0.99526,1.83423e-27,5.89969e-29,6.83347e-29,1.5312e-28,2.97462e-29,5.59153e-29,1.09462e-30,1.41727e-28
193,0.994565,8.58784e-28,6.54899e-29,1.0005e-28,1.72829e-28,2.21783e-29,3.94131e-29,-3.67669e-31,1.27621e-28
194,0.993872,8.91781e-28,6.28724e-29,8.56762e-29,1.38348e-28,1.9618e-29,2.02569e-29,1.52767e-29,1.16326e-28
